HHID,case_id,qx_type,visit,ea_id,ag_g0a,ag_g0b,ag_g0d,ag_g0d_os,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g04b_os,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08b_os,ag_g08c,ag_g09a,ag_g09b,ag_g09b_os,ag_g09c,ag_g10,ag_g11a,ag_g11a_os,ag_g11b,ag_g11b_os,ag_g12a,ag_g12b,ag_g13a,ag_g13b,ag_g13b_os,ag_g13c
1626,210370300067,Panel B,2,21037030,,R1,MAIZE HYBRID RECYCLED,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,11,50 KG BAG,,S: SHELLED
1646,210370300071,Panel B,2,21037030,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,YES,Other (Specify),STOLEN,,,,,0,,,
1638,210370300075,Panel B,2,21037030,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,10,50 KG BAG,,S: SHELLED
1638,210370300075,Panel B,2,21037030,Yes,R1,SOYABEAN,,Pure stand,,,10,Kilogram,,December,2009,No,30,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,2,50 KG BAG,,S: SHELLED
1638,210370300075,Panel B,2,21037030,,R1,GROUNDNUT CHALIMBANA,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,5,50 KG BAG,,U: UNSHELLED
1653,210375360051,Panel A,2,21037536,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,4,50 KG BAG,,S: SHELLED
1653,210375360051,Panel A,2,21037536,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,48,50 KG BAG,,S: SHELLED
1649,210375360081,Panel A,2,21037536,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,2,Kilogram,,January,2010,No,5,Kilogram,,S: Shelled,0,,,,NO,,,,,May,May,40,50 KG BAG,,S: SHELLED
1645,210375360166,Panel A,2,21037536,,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,210375360303,Panel A,2,21037536,Yes,R1,BEANS,,Pure stand,,,1,50 kg bag,,November,2009,Yes,,,,,100,50 kg Bag,,S: Shelled,NO,,,,,April,April,5,KILOGRAM,,S: SHELLED
1635,210375360303,Panel A,2,21037536,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,6,50 KG BAG,,S: SHELLED
1669,210487640009,Panel A,2,21048764,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,20,Kilogram,,January,2009,Yes,,,,,12,50 kg Bag,,U: Unshelled,NO,,,,,May,May,100,50 KG BAG,,S: SHELLED
1691,210487640016,Panel A,2,21048764,Yes,,,,Pure stand,,,15,Kilogram,,January,2009,No,4,50 kg Bag,,S: Shelled,0,,,,,,,,,,,,,,
1693,210487640032,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,January,2010,Yes,,,,,3,50 kg Bag,,S: Shelled,NO,,,,,May,May,6,50 KG BAG,,S: SHELLED
1665,210487640035,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,15,Kilogram,,December,2009,Yes,,,,,20,50 kg Bag,,S: Shelled,NO,,,,,May,May,8,50 KG BAG,,S: SHELLED
1675,210487640090,Panel A,2,21048764,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,15,Kilogram,,December,2009,Yes,,,,,30,50 kg Bag,,S: Shelled,NO,,,,,April,April,15,50 KG BAG,,S: SHELLED
1675,210487640090,Panel A,2,21048764,,R2,GROUNDNUT CHALIMBANA,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,12,50 KG BAG,,S: SHELLED
1675,210487640090,Panel A,2,21048764,Yes,R3,PIGEONPEA(NANDOLO,,Pure stand,,,20,Kilogram,,December,2009,Yes,,,,,25,50 kg Bag,,S: Shelled,NO,,,,,July,July,3,50 KG BAG,,S: SHELLED
1677,210487640099,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,Yes,,,,,60,50 kg Bag,,S: Shelled,NO,,,,,May,May,2,50 KG BAG,,S: SHELLED
1681,210487640100,Panel A,2,21048764,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,3,50 KG BAG,,S: SHELLED
1673,210487640103,Panel A,2,21048764,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,30,50 KG BAG,,S: SHELLED
1673,210487640103,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,17,50 kg Bag,,S: Shelled,NO,,,,,May,May,20,50 KG BAG,,S: SHELLED
1679,210487640147,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,Kilogram,,January,2010,Yes,,,,,2.5,50 kg Bag,,S: Shelled,NO,,,,,May,May,25,50 KG BAG,,S: SHELLED
1679,210487640147,Panel A,2,21048764,Yes,R2,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,18,50 kg Bag,,S: Shelled,NO,,,,,May,May,60,50 KG BAG,,S: SHELLED
1685,210487640179,Panel A,2,21048764,Yes,R1,MAIZE HYBRID,,Pure stand,,,35,Kilogram,,November,2009,No,3,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,17,50 KG BAG,,S: SHELLED
1667,210487640200,Panel A,2,21048764,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,18,50 KG BAG,,S: SHELLED
1667,210487640200,Panel A,2,21048764,No,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,2.5,50 KG BAG,,S: SHELLED
1678,210512030007,Panel B,2,21051203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,2,21051203,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,2,OX - CART,,U: UNSHELLED
1686,210512030065,Panel B,2,21051203,Yes,R1,MAIZE HYBRID,,Pure stand,,,3,10 kg bag,,November,2009,No,38,50 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,10,50 KG BAG,,S: SHELLED
1676,210512030108,Panel B,2,21051203,Yes,R1,MAIZE HYBRID,,Pure stand,,,20,Kilogram,,November,2009,No,2000,Kilogram,,U: Unshelled,0,,,,NO,,,,,May,May,45,50 KG BAG,,S: SHELLED
1674,210512030181,Panel B,2,21051203,Yes,R1,MAIZE HYBRID,,Pure stand,,,13,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,10,OX - CART,,U: UNSHELLED
1682,210512030210,Panel B,2,21051203,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,12,KILOGRAM,,U: UNSHELLED
1666,210512030253,Panel B,2,21051203,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,Kilogram,,January,2010,Yes,,,,,1,Pail (large),,S: Shelled,NO,,,,,May,May,3,50 KG BAG,,S: SHELLED
1717,210524270049,Panel A,2,21052427,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,6,Kilogram,,December,2009,No,10,Kilogram,,S: Shelled,0,,,,NO,,,,,April,April,3,50 KG BAG,,S: SHELLED
1723,210524270056,Panel A,2,21052427,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,15,Gram,,December,2009,No,2,Pail (small),,Not Applicable,0,,,,NO,,,,,April,April,30,KILOGRAM,,S: SHELLED
1701,210524270105,Panel A,2,21052427,Yes,,,,Mixed stand,Yes,,2,Kilogram,,December,2009,No,3,50 kg Bag,,S: Shelled,0,,,,,,,,,,,,,,
1703,210524270130,Panel A,2,21052427,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,100,KILOGRAM,,S: SHELLED
1719,210524270133,Panel A,2,21052427,,R2,NKHWANI,,,,,,,,,,,,,,,,,,,NO,,,,,January,May,2,BASKET (DENGU),,NOT APPLICABLE
1719,210524270133,Panel A,2,21052427,Yes,R2,MAIZE HYBRID,,Pure stand,,,2,Kilogram,,December,2009,No,3,Pail (large),,S: Shelled,3,Pail (large),,S: Shelled,NO,,,,,April,April,3,50 KG BAG,,S: SHELLED
1719,210524270133,Panel A,2,21052427,,R1,NKHWANI,,,,,,,,,,,,,,,,,,,NO,,,,,January,May,3,BASKET (DENGU),,NOT APPLICABLE
1719,210524270133,Panel A,2,21052427,,R1,GROUNDNUT MANIPINTA,,,,,,,,,,,,,,,,,,,NO,,,,,June,June,2,50 KG BAG,,U: UNSHELLED
1719,210524270133,Panel A,2,21052427,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,15,50 KG BAG,,S: SHELLED
1705,210524270222,Panel A,2,21052427,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,100,KILOGRAM,,S: SHELLED
1711,210524270224,Panel A,2,21052427,Yes,R1,MAIZE HYBRID,,Pure stand,,,14,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,17,50 KG BAG,,S: SHELLED
1702,210537450001,Panel B,2,21053745,Yes,,,,Pure stand,,,20,Kilogram,,December,2009,No,80,50 kg Bag,,S: Shelled,0,,,,,,,,,,,,,,
1708,210537450023,Panel B,2,21053745,Yes,R1,MAIZE HYBRID,,Pure stand,,,6,Kilogram,,November,2009,Yes,,,,,15,50 kg Bag,,S: Shelled,NO,,,,,April,April,20,50 KG BAG,,S: SHELLED
1692,210537450030,Panel B,2,21053745,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,Kilogram,,December,2009,Yes,,,,,1,50 kg Bag,,S: Shelled,NO,,,,,May,May,5,50 KG BAG,,S: SHELLED
1706,210537450059,Panel B,2,21053745,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,50,Kilogram,,December,2009,Yes,,,,,40,50 kg Bag,,S: Shelled,NO,,,,,May,June,1350,KILOGRAM,,U: UNSHELLED
1688,210537450133,Panel B,2,21053745,,R1,MAIZE HYBRID RECYCLED,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,15,50 KG BAG,,S: SHELLED
1714,210537450147,Panel B,2,21053745,No,R3,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,12,50 KG BAG,,S: SHELLED
1714,210537450147,Panel B,2,21053745,No,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,26,50 KG BAG,,S: SHELLED
1714,210537450147,Panel B,2,21053745,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,20,50 KG BAG,,S: SHELLED
1748,210552410123,Panel B,2,21055241,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,Yes,,,,,3,Ox-cart,,U: Unshelled,NO,,,,,May,May,30,50 KG BAG,,S: SHELLED
1732,210552410148,Panel B,2,21055241,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,Yes,,,,,6,Ox-cart,,U: Unshelled,NO,,,,,May,May,28,50 KG BAG,,S: SHELLED
1726,210552410174,Panel B,2,21055241,No,R1,BEANS,,,,,,,,,,,,,,,,,,,NO,,,,,March,March,70,50 KG BAG,,S: SHELLED
1726,210552410174,Panel B,2,21055241,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,8,50 kg Bag,,S: Shelled,NO,,,,,May,May,400,50 KG BAG,,S: SHELLED
1746,210552410199,Panel B,2,21055241,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,YES,Rains,,Other (Specify),SHORTAGE OF FERTILIZER,May,May,3,OX - CART,,U: UNSHELLED
1746,210552410199,Panel B,2,21055241,No,R2,BEANS,,,,,,,,,,,,,,,,,,,YES,Rains,,,,,,0,,,
1746,210552410199,Panel B,2,21055241,,R3,GROUNDNUT CHALIMBANA,,,,,,,,,,,,,,,,,,,YES,Rains,,,,,,0,,,
1738,210552410301,Panel B,2,21055241,Yes,R1,MAIZE LOCAL,,Pure stand,,,12,Kilogram,,December,2009,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,5,50 KG BAG,,S: SHELLED
1738,210552410301,Panel B,2,21055241,No,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,28,50 KG BAG,,S: SHELLED
1744,210552410353,Panel B,2,21055241,Yes,R1,MAIZE HYBRID,,Pure stand,,,15,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,16,50 KG BAG,,S: SHELLED
1734,210552410378,Panel B,2,21055241,Yes,R1,SOYABEAN,,Pure stand,,,3,Kilogram,,December,2009,No,4,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,1,PAIL (LARGE),,S: SHELLED
1750,210552410404,Panel B,2,21055241,Yes,R1,MAIZE LOCAL,,Pure stand,,,3,Kilogram,,December,2009,No,5,50 kg Bag,,S: Shelled,0,,,,YES,Other (Specify),LACK OF FERTILIZER,,,May,May,8,50 KG BAG,,S: SHELLED
1720,210552410429,Panel B,2,21055241,Yes,R1,MAIZE HYBRID,,Pure stand,,,50,Kilogram,,December,2009,No,10,90 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,25,50 KG BAG,,S: SHELLED
1720,210552410429,Panel B,2,21055241,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,42,50 KG BAG,,S: SHELLED
1730,210552410480,Panel B,2,21055241,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,19,50 KG BAG,,S: SHELLED
1722,210552410531,Panel B,2,21055241,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,1,50 KG BAG,,S: SHELLED
1722,210552410531,Panel B,2,21055241,,R2,SWEET POTATO,,,,,,,,,,,,,,,,,,,NO,,,,,May,June,5,50 KG BAG,,NOT APPLICABLE
1749,210556930273,Panel A,2,21055693,Yes,R1,MAIZE HYBRID,,Pure stand,,,7,Kilogram,,December,2009,No,14,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,NO,,,,,May,May,5,50 KG BAG,,S: SHELLED
1753,210556930426,Panel A,2,21055693,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,32,50 KG BAG,,S: SHELLED
1757,210556930609,Panel A,2,21055693,Yes,,,,Pure stand,,,5,Kilogram,,November,2009,Yes,,,,,16,50 kg Bag,,S: Shelled,,,,,,,,,,,
1733,210556930638,Panel A,2,21055693,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,4,50 KG BAG,,S: SHELLED
1743,210556930789,Panel A,2,21055693,,R1,MAIZE HYBRID RECYCLED,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,10,50 KG BAG,,S: SHELLED
1745,210556930881,Panel A,2,21055693,No,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,14,50 KG BAG,,S: SHELLED
1745,210556930881,Panel A,2,21055693,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,18,50 KG BAG,,S: SHELLED
1739,210556930960,Panel A,2,21055693,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,2,50 KG BAG,,S: SHELLED
1752,210660960013,Panel B,2,21066096,Yes,R1,BEANS,,Pure stand,,,16,Kilogram,,December,2009,No,50,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,40,50 KG BAG,,S: SHELLED
1752,210660960013,Panel B,2,21066096,Yes,R2,IRISH [MALAWI] POTATO,,Pure stand,,,4,Kilogram,,November,2009,No,10,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,3,OX - CART,,NOT APPLICABLE
1752,210660960013,Panel B,2,21066096,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,June,June,110,50 KG BAG,,S: SHELLED
1774,210660960138,Panel B,2,21066096,Yes,,,,Mixed stand,Yes,,1,50 kg bag,,November,2009,No,90,50 kg Bag,,S: Shelled,0,,,,,,,,,,,,,,
1756,210660960179,Panel B,2,21066096,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,1,50 kg bag,,November,2009,No,5,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,June,2,OX - CART,,U: UNSHELLED
1756,210660960179,Panel B,2,21066096,Yes,R2,RISE FAYA,,Pure stand,,,25,Kilogram,,November,2009,No,15,50 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,5,50 KG BAG,,U: UNSHELLED
1766,210660960303,Panel B,2,21066096,Yes,,,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,5,50 kg Bag,,S: Shelled,,,,,,,,,,,
1764,210660960386,Panel B,2,21066096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,210660960511,Panel B,2,21066096,Yes,R2,GROUNDNUT MANIPINTA,,Mixed stand,Yes,,20,Kilogram,,January,2010,Yes,,,,,75,Kilogram,,S: Shelled,NO,,,,,June,June,10,50 KG BAG,,U: UNSHELLED
1780,210660960511,Panel B,2,21066096,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,January,2010,No,30,50 kg Bag,,S: Shelled,7,50 kg Bag,,S: Shelled,NO,,,,,May,May,4,OX - CART,,U: UNSHELLED
1772,210660960593,Panel B,2,21066096,Yes,R1,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,December,2009,No,7,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,3,OX - CART,,U: UNSHELLED
1772,210660960593,Panel B,2,21066096,,R2,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,6,OX - CART,,U: UNSHELLED
1760,210660960676,Panel B,2,21066096,Yes,,,,Pure stand,,,15,Kilogram,,November,2009,Yes,,,,,8,50 kg Bag,,S: Shelled,,,,,,,,,,,
1754,210660960718,Panel B,2,21066096,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,10,50 kg Bag,,S: Shelled,NO,,,,,May,May,8,50 KG BAG,,S: SHELLED
1778,210660960842,Panel B,2,21066096,Yes,,,,Pure stand,,,100,Kilogram,,December,2009,No,150,50 kg Bag,,U: Unshelled,0,,,,,,,,,,,,,,
1777,210663390033,Panel A,2,21066339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,210663390423,Panel A,2,21066339,Yes,R1,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,December,2000,Yes,,,,,15,50 kg Bag,,S: Shelled,NO,,,,,May,May,11,50 KG BAG,,S: SHELLED
1761,210663390451,Panel A,2,21066339,Yes,R1,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,December,2009,Yes,,,,,10,50 kg Bag,,S: Shelled,NO,,,,,May,May,1,OX - CART,,U: UNSHELLED
1769,210663390578,Panel A,2,21066339,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,June,June,10,PAIL (SMALL),,S: SHELLED
1769,210663390578,Panel A,2,21066339,Yes,R2,MAIZE HYBRID,,Pure stand,,,18,Kilogram,,December,2009,Yes,,,,,20,50 kg Bag,,S: Shelled,NO,,,,,June,June,4,50 KG BAG,,S: SHELLED
1789,210663390682,Panel A,2,21066339,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,15,50 KG BAG,,S: SHELLED
1767,210663390754,Panel A,2,21066339,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,Kilogram,,December,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,NO,,,,,May,May,10,50 KG BAG,,S: SHELLED
1773,210663390913,Panel A,2,21066339,,R2,IRISH [MALAWI] POTATO,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,.5,OX - CART,,NOT APPLICABLE
1773,210663390913,Panel A,2,21066339,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,20,50 KG BAG,,S: SHELLED
1807,210745100075,Panel A,2,21074510,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,2,50 KG BAG,,S: SHELLED
1801,210745100501,Panel A,2,21074510,Yes,R1,MAIZE HYBRID,,Pure stand,,,50,Kilogram,,December,2009,No,8,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,8,50 KG BAG,,S: SHELLED
1795,210745100640,Panel A,2,21074510,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,5 kg bag,,December,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,5,50 KG BAG,,S: SHELLED
1817,210745100885,Panel A,2,21074510,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,10,50 KG BAG,,S: SHELLED
1809,210745100917,Panel A,2,21074510,Yes,R1,MAIZE LOCAL,,Pure stand,,,12,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,YES,Community problems,,Other (Specify),,May,May,2,KILOGRAM,,
1821,210745100948,Panel A,2,21074510,,R1,MAIZE LOCAL,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,20,50 KG BAG,,S: SHELLED
1800,210777250033,Panel B,2,21077725,Yes,R1,MAIZE HYBRID,,Pure stand,,,20,Kilogram,,December,2009,No,14,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,May,May,43,50 KG BAG,,S: SHELLED
1802,210777250041,Panel B,2,21077725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,210777250058,Panel B,2,21077725,,R2,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,June,39,50 KG BAG,,S: SHELLED
1812,210777250058,Panel B,2,21077725,Yes,R1,MAIZE LOCAL,,Pure stand,,,20,Kilogram,,November,2009,No,50,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,June,34,50 KG BAG,,S: SHELLED
1786,210777250066,Panel B,2,21077725,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,July,July,6,50 KG BAG,,S: SHELLED
1786,210777250066,Panel B,2,21077725,Yes,R2,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,7,50 kg Bag,,S: Shelled,NO,,,,,July,July,7,50 KG BAG,,S: SHELLED
1810,210777250074,Panel B,2,21077725,Yes,R1,SOYABEAN,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,NO,,,,,May,May,7,50 KG BAG,,S: SHELLED
1808,210777250157,Panel B,2,21077725,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,December,2009,Yes,,,,,3,50 kg Bag,,S: Shelled,NO,,,,,May,May,6,50 KG BAG,,S: SHELLED
1808,210777250157,Panel B,2,21077725,Yes,R1,MAIZE HYBRID,,Pure stand,,,4,Kilogram,,November,2009,Yes,,,,,8,50 kg Bag,,S: Shelled,NO,,,,,May,May,15,50 KG BAG,,S: SHELLED
1796,210777250174,Panel B,2,21077725,Yes,R1,BEANS,,Pure stand,,,1,10 kg bag,,December,2009,Yes,,,,,3,Ox-cart,,U: Unshelled,NO,,,,,April,April,5,50 KG BAG,,S: SHELLED
1796,210777250174,Panel B,2,21077725,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,10 kg bag,,November,2009,Yes,,,,,3,Ox-cart,,U: Unshelled,NO,,,,,May,May,9,50 KG BAG,,S: SHELLED
1796,210777250174,Panel B,2,21077725,Yes,R2,SOYABEAN,,Pure stand,,,1,10 kg bag,,December,2009,Yes,,,,,22,50 kg Bag,,U: Unshelled,NO,,,,,April,April,14,50 KG BAG,,S: SHELLED
1849,210803080100,Panel A,2,21080308,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,5,50 KG BAG,,S: SHELLED
1853,210803080358,Panel A,2,21080308,Yes,R1,MAIZE HYBRID,,Pure stand,,,1,Kilogram,,January,2010,Yes,,,,,2,50 kg Bag,,S: Shelled,NO,,,,,May,May,22,50 KG BAG,,S: SHELLED
1843,210803080685,Panel A,2,21080308,,R1,MAIZE HYBRID RECYCLED,,,,,,,,,,,,,,,,,,,NO,,,,,April,April,1,50 KG BAG,,S: SHELLED
1825,210803080880,Panel A,2,21080308,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,2.5,Ox-cart,,U: Unshelled,NO,,,,,May,May,11,50 KG BAG,,S: SHELLED
1836,210815730045,Panel B,2,21081573,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,November,2009,Yes,,,,,3,50 kg Bag,,S: Shelled,NO,,,,,May,May,15,50 KG BAG,,S: SHELLED
1822,210815730107,Panel B,2,21081573,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,November,2009,Yes,,,,,2,50 kg Bag,,S: Shelled,NO,,,,,April,April,5,50 KG BAG,,S: SHELLED
1818,210815730169,Panel B,2,21081573,,R1,MAIZE HYBRID,,,,,,,,,,,,,,,,,,,NO,,,,,May,June,25,50 KG BAG,,S: SHELLED
1818,210815730169,Panel B,2,21081573,,R1,BEANS,,,,,,,,,,,,,,,,,,,NO,,,,,May,May,75,KILOGRAM,,S: SHELLED
1832,210815730190,Panel B,2,21081573,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,20,Kilogram,,November,2009,No,6,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,2,50 KG BAG,,S: SHELLED
1840,210815730253,Panel B,2,21081573,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,4,Kilogram,,December,2009,No,6,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,May,May,8,50 KG BAG,,S: SHELLED
1840,210815730253,Panel B,2,21081573,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,4,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,10,50 KG BAG,,S: SHELLED
1834,210815730273,Panel B,2,21081573,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,22,50 KG BAG,,S: SHELLED
1834,210815730273,Panel B,2,21081573,Yes,R2,GROUNDNUT CG7,,Pure stand,,,10,Kilogram,,November,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,45,50 KG BAG,,U: UNSHELLED
1824,210815730315,Panel B,2,21081573,Yes,R1,MAIZE LOCAL,,Pure stand,,,4,10 kg bag,,December,2009,No,60,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,9,50 KG BAG,,S: SHELLED
1824,210815730315,Panel B,2,21081573,Yes,R3,GROUNDNUT CG7,,Pure stand,,,25,Kilogram,,December,2009,No,30,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,6,50 KG BAG,,U: UNSHELLED
1824,210815730315,Panel B,2,21081573,Yes,R2,MAIZE HYBRID,,Pure stand,,,2,10 kg bag,,December,2009,No,25,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,13,50 KG BAG,,S: SHELLED
1820,210815730357,Panel B,2,21081573,Yes,R1,MAIZE LOCAL,,Pure stand,,,20,Kilogram,,January,2010,No,30,50 kg Bag,,U: Unshelled,0,,,,YES,Rains,,,,July,July,7,50 KG BAG,,S: SHELLED
