HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r0a,ag_r0a_os,ag_r01,ag_r02,ag_r03,ag_r04,ag_r05a,ag_r05b,ag_r06a,ag_r06b,ag_r07,ag_r08,ag_r09,ag_r10,ag_r11,ag_r12a,ag_r12b,ag_r13,ag_r14,ag_r15,ag_r16,ag_r17,ag_r18a,ag_r18b,ag_r19,ag_r22,ag_r23a,ag_r23b,ag_r23c,ag_r23d,ag_r24,ag_r25a,ag_r25b,ag_r26a,ag_r26b,ag_r26c
1677,210487640099,Panel A,1,21048764,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Local-hen,,Yes,20,,700,1,,2,,8,12,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
1677,210487640099,Panel A,1,21048764,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,210487640100,Panel A,1,21048764,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,210487640103,Panel A,1,21048764,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,210487640147,Panel A,1,21048764,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,210487640179,Panel A,1,21048764,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,210487640200,Panel A,1,21048764,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,210512030007,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Local-hen,,Yes,10,,500,2,,2,,3,7,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,1,21051203,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,210512030065,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,210512030108,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,210512030181,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,210512030210,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,210512030253,Panel B,1,21051203,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,210524270049,Panel A,1,21052427,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,210524270056,Panel A,1,21052427,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Local-cock,,Yes,4,,700,1,,2,2,6,0,0,0,,,,0,0,0,0,,,,2,No,,,,,0,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Local-hen,,Yes,11,,400,1,,2,2,29,0,0,0,,,,0,0,8,0,,,,10,No,,,,,0,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,210524270130,Panel A,1,21052427,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Local-hen,,Yes,7,,600,2,,2,,3,16,0,0,,,,0,2,0,0,,,,10,Yes,Mange,0,,,0,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Local-cock,,Yes,3,,700,2,,2,,6,9,0,0,,,,0,0,0,0,,,,12,Yes,Mange,0,,,0,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,1,21052427,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,210524270222,Panel A,1,21052427,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,210524270224,Panel A,1,21052427,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Local-cock,,Yes,1,,1300,1,,1,,6,0,0,0,,,,0,0,0,3,2850,N01,,1,No,,,,,0,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Local-hen,,Yes,12,,950,1,,1,,15,0,0,0,,,,0,0,0,0,,,,3,No,,,,,0,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,1,21053745,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,210537450023,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,210537450030,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,210537450059,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,210537450133,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Local-hen,,Yes,1,,700,2,,3,,0,0,1,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,210552410123,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,210552410148,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,210552410174,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,210552410199,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,210552410301,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Local-hen,,Yes,18,,500,1,2,1,2,2,25,0,0,,,,0,0,3,0,,,,8,Yes,Amaplasmosis,60,,,16,N04,,Amaplasmosis,,
1744,210552410353,Panel B,1,21055241,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Other (Specify),KALULU,Yes,15,0,1000,1,2,1,2,2,30,0,2,2000,N02,,0,0,9,7,1000,N03,,3,No,,,,,0,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Duck,,Yes,6,,1000,1,2,1,2,2,10,0,0,,,,0,0,5,0,,,,1,No,,,,,0,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,210552410378,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,210552410404,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Chicken-layer,,Yes,60,,500,1,2,5,,63,0,0,0,,,,0,0,0,0,,,,3,No,,,,,60,N04,,Amaplasmosis,,
1720,210552410429,Panel B,1,21055241,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,210552410480,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,210552410531,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,210556930273,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,210556930426,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Local-hen,,Yes,44,,1300,1,,1,,30,10,0,4,400,N01,,0,0,0,0,,,,0,No,,,,,0,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Local-cock,,Yes,15,,1500,1,,1,,10,4,0,1,100,N01,,0,0,0,0,,,,0,No,,,,,0,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,210556930638,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,210556930789,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Chicken-layer,,Yes,10,,800,1,2,1,2,10,42,0,0,,,,0,7,33,0,,,,2,No,,,,,0,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,210556930960,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,210660960013,Panel B,1,21066096,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,210660960013,Panel B,1,21066096,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
