occ,ea_id,com_cc01,com_cc02,com_cc03,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc08,com_cc09,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14,com_cc15
1,30709438,MORE MOVED IN,1124,245,CHRISTIAN,240,ISLAM,5,,,LOMWE,245,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),245,,,,,3,FARMING,BOTH FLAT AND HILLY,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL,YES
1,30710079,MORE MOVED OUT,530,49,,,CHRISTIAN,47,NONE,2,CHEWA,49,,,,,FATHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),49,,,,,10,FARMING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST ALL,1/2,ALMOST ALL,YES
1,30711684,NEITHER ARRIVALS NOR DEPARTURES,4900,783,CHRISTIAN,760,NONE,20,ISLAM,3,NYANJA,780,LOMWE,3,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),700,MATRILINEAL AND PATRILOCAL (CHITENGWA),80,PATRILINEAL AND NEOLOCAL,3,5,FARMING,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,30801672,MORE MOVED IN,2000,645,ISLAM,11,CHRISTIAN,634,,,NYANJA,600,LOMWE,45,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),45,,,,,10,FARMING,BOTH FLAT AND HILLY,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,30801679,MORE MOVED IN,20000,2500,CHRISTIAN,200,NONE,350,ISLAM,150,CHEWA,2500,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),2000,MATRILINEAL AND PATRILOCAL (CHITENGWA),500,,,100,FARMING,SLIGHTLY SLOPING,ALMOST NONE,3/4,ALMOST NONE,3/4,YES
1,30803115,ABOUT THE SAME OF BOTH,4000,600,CHRISTIAN,400,ISLAM,200,,,CHEWA,600,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),550,MATRILINEAL AND PATRILOCAL (CHITENGWA),50,,,20,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,30804416,MORE MOVED IN,3000,450,CHRISTIAN,440,ISLAM,10,,,NYANJA,450,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),400,MATRILINEAL AND PATRILOCAL (CHITENGWA),50,,,10,SQUATTER  SETTLEMENT,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,YES
1,30805259,ABOUT THE SAME OF BOTH,15000,1875,CHRISTIAN,1800,OTHER RELIGION,70,ISLAM,5,CHEWA,1875,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),1870,MATRILINEAL AND PATRILOCAL (CHITENGWA),5,,,10,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,30806611,MORE MOVED IN,1450,360,ISLAM,1,NONE,3,CHRISTIAN,356,NYANJA,360,,,,,MOTHER,MATRILINEAL AND PATRILOCAL (CHITENGWA),20,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),20,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),340,5,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,30901054,ABOUT THE SAME OF BOTH,30000,3750,CHRISTIAN,3000,OTHER RELIGION,700,ISLAM,50,CHEWA,3750,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),3500,MATRILINEAL AND PATRILOCAL (CHITENGWA),250,,,30,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,30901475,NEITHER ARRIVALS NOR DEPARTURES,11350,243,CHRISTIAN,243,,,,,LOMWE,85,NYANJA,153,,,MOTHER,MATRILINEAL AND PATRILOCAL (CHITENGWA),20,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),223,,,10,FARMING,FLAT,1/4,1/4,ALMOST NONE,ALMOST NONE,YES
1,30901603,ABOUT THE SAME OF BOTH,10000,2000,CHRISTIAN,1500,ISLAM,250,NONE,250,CHEWA,2000,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),1500,MATRILINEAL AND PATRILOCAL (CHITENGWA),500,,,50,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31001333,NEITHER ARRIVALS NOR DEPARTURES,1930,432,CHRISTIAN,420,NONE,13,,,NYANJA,432,,,,,FATHER,MATRILINEAL AND PATRILOCAL (CHITENGWA),420,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),13,,,108,FARMING,FLAT,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31001749,MORE MOVED IN,1200,331,ISLAM,25,NONE,10,CHRISTIAN,296,NYANJA,320,SENA,11,,,FATHER,MATRILINEAL AND NEOLOCAL,,,,,,15,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31002169,MORE MOVED IN,11034,3678,CHRISTIAN,3000,ISLAM,248,NONE,430,NYANJA,3000,SENA,430,CHEWA,248,FATHER,PATRILINEAL AND NEOLOCAL,3000,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),678,,,40,SQUATTER  SETTLEMENT,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31004312,MORE MOVED IN,1425,345,OTHER RELIGION,340,NONE,5,,,CHEWA,325,LOMWE,20,,,MOTHER,MATRILINEAL AND PATRILOCAL (CHITENGWA),300,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),45,,,15,FARMING,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31006556,MORE MOVED IN,6910,1055,TRADITIONAL,211,ISLAM,3,CHRISTIAN,841,NYANJA,902,LOMWE,123,SENA,30,MOTHER,MATRILINEAL AND NEOLOCAL,985,MATRILINEAL AND PATRILOCAL (CHITENGWA),61,PATRILINEAL AND NEOLOCAL,9,50,FARMING,STEEPLY SLOPING,1/4,ALMOST NONE,1/2,3/4,YES
1,31007335,NEITHER ARRIVALS NOR DEPARTURES,7300,885,CHRISTIAN,880,ISLAM,5,,,NYANJA,881,SENA,4,,,FATHER,,3,,,,,38,FARMING,FLAT,3/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,NO
1,31108703,MORE MOVED IN,1225,240,CHRISTIAN,220,NONE,20,,,SENA,230,CHEWA,10,,,FATHER,MATRILINEAL AND PATRILOCAL (CHITENGWA),230,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),10,,,8,FARMING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,YES
1,31201007,NEITHER ARRIVALS NOR DEPARTURES,2310,660,CHRISTIAN,636,ISLAM,14,NONE,10,CHEWA,646,YAO,14,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),608,MATRILINEAL AND PATRILOCAL (CHITENGWA),52,,,5,FARMING,FLAT,ALMOST NONE,3/4,ALMOST NONE,3/4,YES
1,31201104,MORE MOVED IN,2050,475,CHRISTIAN,250,ISLAM,150,NONE,75,CHEWA,420,YAO,55,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),420,MATRILINEAL AND PATRILOCAL (CHITENGWA),55,,,13,FARMING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,YES
1,31201197,MORE MOVED OUT,1112,226,CHRISTIAN,217,NONE,5,ISLAM,4,NYANJA,221,YAO,5,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),201,MATRILINEAL AND PATRILOCAL (CHITENGWA),25,,,3,FARMING,FLAT,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,YES
1,31201516,MORE MOVED IN,2349,730,CHRISTIAN,624,ISLAM,96,NONE,10,CHEWA,560,YAO,74,NYANJA,96,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),664,MATRILINEAL AND PATRILOCAL (CHITENGWA),66,,,13,FARMING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31204618,ABOUT THE SAME OF BOTH,1757,499,ISLAM,474,CHRISTIAN,15,NONE,10,YAO,467,CHEWA,32,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),482,MATRILINEAL AND PATRILOCAL (CHITENGWA),17,,,19,FARMING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31432523,MORE MOVED IN,1095,219,ISLAM,150,CHRISTIAN,69,,,YAO,150,CHEWA,54,LOMWE,15,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),180,MATRILINEAL AND PATRILOCAL (CHITENGWA),39,,,3,PLANNED HOUSING,STEEPLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,3/4,YES
1,31432676,ABOUT THE SAME OF BOTH,1500,500,CHRISTIAN,400,ISLAM,100,,,CHEWA,350,TUMBUKA,100,YAO,50,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),450,MATRILINEAL AND PATRILOCAL (CHITENGWA),50,,,1,PLANNED HOUSING,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE,YES
1,31435120,MORE MOVED IN,1300,350,CHRISTIAN,200,ISLAM,150,,,CHEWA,200,YAO,100,TUMBUKA,50,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),250,MATRILINEAL AND PATRILOCAL (CHITENGWA),100,,,10,PLANNED HOUSING,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31435753,MORE MOVED IN,2600,850,ISLAM,450,CHRISTIAN,400,,,CHEWA,600,YAO,250,,,MOTHER,MATRILINEAL AND NEOLOCAL,600,PATRILINEAL AND NEOLOCAL,250,,,20,SQUATTER  SETTLEMENT,MODERATELY SLOPING,ALMOST NONE,1/4,ALMOST NONE,3/4,YES
1,31436695,MORE MOVED IN,10,122,CHRISTIAN,115,ISLAM,7,,,CHEWA,115,YAO,7,,,BOTH,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),80,MATRILINEAL AND PATRILOCAL (CHITENGWA),42,,,0,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31438690,MORE MOVED IN,1700,250,TRADITIONAL,220,ISLAM,30,,,NYANJA,200,YAO,40,TUMBUKA,10,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),2,MATRILINEAL AND PATRILOCAL (CHITENGWA),3,MATRILINEAL AND NEOLOCAL,20,5,FARMING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31439102,ABOUT THE SAME OF BOTH,1000,200,CHRISTIAN,19,ISLAM,4,,,CHEWA,140,TUMBUKA,40,YAO,20,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),160,MATRILINEAL AND PATRILOCAL (CHITENGWA),40,,,0,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31441389,MORE MOVED IN,9000,3500,ISLAM,1000,,,,,CHEWA,2600,LOMWE,500,YAO,400,MOTHER,MATRILINEAL AND NEOLOCAL,2500,MATRILINEAL AND PATRILOCAL (CHITENGWA),500,PATRILINEAL AND NEOLOCAL,500,4,SQUATTER  SETTLEMENT,SLIGHTLY SLOPING,1/4,1/4,1/4,3/4,YES
1,31442394,MORE MOVED IN,1859,431,CHRISTIAN,331,ISLAM,100,,,CHEWA,300,YAO,100,LOMWE,31,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),411,PATRILINEAL AND NEOLOCAL,20,,,5,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31443108,MORE MOVED IN,647,200,CHRISTIAN,185,ISLAM,15,,,CHEWA,192,YAO,8,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),150,MATRILINEAL AND PATRILOCAL (CHITENGWA),30,PATRILINEAL AND NEOLOCAL,20,2,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31443270,MORE MOVED IN,725,162,CHRISTIAN,100,ISLAM,62,,,NYANJA,100,YAO,32,LOMWE,30,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),140,MATRILINEAL AND PATRILOCAL (CHITENGWA),22,,,0,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,YES
1,31532674,MORE MOVED IN,10000,3500,CHRISTIAN,3480,ISLAM,20,,,CHEWA,3320,YAO,150,SENGA,30,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),3300,PATRILINEAL AND NEOLOCAL,200,,,5,PLANNED HOUSING,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31533095,MORE MOVED IN,50000,10000,CHRISTIAN,6000,ISLAM,3500,NONE,500,CHEWA,8500,YAO,1000,LOMWE,500,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),1000,,,,,300,PLANNED HOUSING,FLAT,3/4,ALMOST NONE,ALMOST NONE,3/4,NO
1,31536118,MORE MOVED IN,60000,6000,CHRISTIAN,4000,ISLAM,1500,OTHER RELIGION,500,CHEWA,600,,,,,MOTHER,MATRILINEAL AND NEOLOCAL,600,,,,,20,PLANNED HOUSING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,YES
1,31536751,ABOUT THE SAME OF BOTH,15000,4000,CHRISTIAN,3500,ISLAM,400,NONE,100,CHEWA,4000,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),2500,MATRILINEAL AND PATRILOCAL (CHITENGWA),1500,,,20,PLANNED HOUSING,FLAT,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,YES
1,31539670,MORE MOVED IN,10000,1428,CHRISTIAN,1028,ISLAM,400,,,CHEWA,800,LOMWE,400,TUMBUKA,228,MOTHER,PATRILINEAL AND NEOLOCAL,1000,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),428,,,0,PLANNED HOUSING,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31540419,MORE MOVED IN,15000,5000,CHRISTIAN,3000,ISLAM,1500,NONE,500,CHEWA,4000,YAO,1000,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),4000,MATRILINEAL AND PATRILOCAL (CHITENGWA),500,PATRILINEAL AND NEOLOCAL,500,15,PLANNED HOUSING,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,3/4,3/4,YES
1,31545384,MORE MOVED IN,20000,2000,CHRISTIAN,8000,ISLAM,3000,NONE,1000,CHEWA,6000,LOMWE,3000,YAO,2000,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),1000,PATRILINEAL AND PATRILOCAL,2000,,,500,PLANNED HOUSING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,YES
1,31546760,MORE MOVED IN,25000,6000,CHRISTIAN,3900,ISLAM,2000,NONE,100,CHEWA,5000,YAO,700,LOMWE,300,BOTH,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),6000,,,,,6,PLANNED HOUSING,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,NO
1,31550254,ABOUT THE SAME OF BOTH,2000,200,CHRISTIAN,150,ISLAM,50,,,CHEWA,160,YAO,25,TUMBUKA,15,BOTH,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),150,PATRILINEAL AND NEOLOCAL,50,,,0,PLANNED HOUSING,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,NO
1,31552686,ABOUT THE SAME OF BOTH,4000,800,CHRISTIAN,700,ISLAM,100,,,CHEWA,800,,,,,BOTH,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),650,PATRILINEAL AND NEOLOCAL,150,,,0,PLANNED HOUSING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,NO
1,31554613,MORE MOVED IN,3509,875,CHRISTIAN,600,ISLAM,275,,,CHEWA,875,,,,,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),600,PATRILINEAL AND NEOLOCAL,275,,,5,PLANNED HOUSING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,YES
1,31555614,MORE MOVED IN,18000,3000,CHRISTIAN,2500,ISLAM,500,,,CHEWA,2500,YAO,300,SENA,200,MOTHER,MATRILINEAL AND MATRILOCAL (CHIKAMWINI),2700,MATRILINEAL AND PATRILOCAL (CHITENGWA),3000,,,4,PLANNED HOUSING,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,NO
