ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
21077725,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081573,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,Water Body:,COMMUNAL WATER POINTS,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
21086069,,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
21086069,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086436,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087531,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088597,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,,,YES,YES,YES,NO,YES,NO,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
30101280,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30101280,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101280,Pasture,,YES,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30101545,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101545,Forest,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30102028,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102028,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102540,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30103074,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103074,Pasture,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30104708,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Forest,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,USE GUARDS,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30104708,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104708,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Forest,,YES,YES,YES,NO,YES,NO,,,,,,,Time restrictions,,Other (Specify),PAY MONEY,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,NO,,,NO,
30105325,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105325,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105448,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Not Effective,NO,,,NO,
30107624,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107624,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108401,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108401,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30108401,Water Body:,LAKE MALAWI,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,YES,Other (Specify),PROTECT FISH,NO,
30108401,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108401,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109724,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109724,,,YES,YES,YES,NO,YES,NO,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
30109724,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109724,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30109724,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30202252,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202252,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202252,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202252,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202252,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206341,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206341,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206341,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206341,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30206341,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206572,Pasture,,YES,YES,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30206572,Unallocated Arable Land,,YES,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30206572,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206572,,,YES,YES,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30206572,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208396,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208396,Pasture,,YES,YES,YES,NO,NO,YES,OTHER (SPECIFY),NOTHING,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30208396,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208396,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208396,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212307,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212307,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212307,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212307,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30212307,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212492,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212492,,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30212492,Forest,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30212492,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212492,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302601,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
30302601,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302601,,,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
30302601,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302601,,,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
30305082,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305082,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305082,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305082,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305082,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305277,Water Body:,HEALTH PEOPLE,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30305277,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305277,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305277,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305277,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305580,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306087,,,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,,,,,Somewhat Effective,NO,,,NO,
30306087,Forest,,YES,NO,YES,NO,NO,NO,,,,,,,Limitations of number of users at a given time,,,,,,Confiscation of tools/products,,,,,,Not Effective,NO,,,NO,
30306087,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306087,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306087,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306555,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306555,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306555,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306555,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306555,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307678,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307678,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307678,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307678,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307678,Forest,,YES,NO,YES,NO,YES,YES,USE GUARDS,,USE THE THREAT OF FINE,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
30403444,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403444,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403444,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403444,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403444,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406710,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406710,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406710,Forest,,YES,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,NO,,,NO,
30406710,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406710,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501383,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501383,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501383,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501383,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501383,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
30502456,,,YES,YES,YES,NO,NO,YES,OTHER (SPECIFY),COMMITTEE MEMBERS,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
30502456,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30502456,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
30502456,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30502456,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503685,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503685,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503685,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503685,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503685,Forest,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
30504518,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30504518,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30504518,,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,NO,,,NO,
30504518,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
30504518,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602235,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602235,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602235,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602235,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602235,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620196,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620196,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620196,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620196,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620196,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703381,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703381,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703381,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703381,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703381,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30704313,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30704313,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30704313,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30704313,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30704313,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705391,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705391,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705391,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705391,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705391,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706619,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706619,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706619,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706619,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706619,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708665,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708665,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708665,Water Body:,WELL,YES,YES,YES,NO,YES,NO,,,,,,,Other (Specify),CROPPING SYSTEMS,,,,,Physical punishment,,,,,,Not Effective,NO,,,NO,
30708665,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30708665,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
30711684,Unallocated Arable Land,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,NO,,,NO,
30711684,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,Forest,,YES,YES,YES,YES,YES,NO,,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,Physical punishment,,,,Not Effective,NO,,,NO,
30806611,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,,,YES,YES,NO,YES,YES,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,Physical punishment,,,,Somewhat Effective,NO,,,NO,
30806611,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Forest,,YES,YES,YES,NO,YES,YES,USE GUARDS,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
30901054,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001333,,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31001333,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001333,,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31001333,Unallocated Arable Land,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
31001333,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
