HHID,case_id,qx_type,visit,ea_id,ag_s0a,ag_s0a_os,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_os,ag_s04,ag_s05a,ag_s05b,ag_s05b_os,ag_s06,ag_s07a,ag_s07b,ag_s08a,ag_s08b,ag_s09a,ag_s09b,ag_s09b_os,ag_s10a,ag_s10b,ag_s10b_os,ag_s11a,ag_s11b,ag_s11b_os,ag_s12,ag_s13
1185,206053020161,Panel A,1,20605302,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,1,20605302,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,1,20605302,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,1,20605302,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,1,20605302,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1201,206053020171,Panel A,1,20605302,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,1,20605302,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,1,20607260,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1230,206072600059,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,206072600096,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,206072600114,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,1,20607260,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1234,206072600151,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,1,20607260,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1222,206072600188,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,206072600272,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,1,20607260,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1212,206072600299,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,206072600336,Panel B,1,20607260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,1,20607260,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1239,206073150104,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,206073150106,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Chicken eggs,,Yes,12,60,Piece,,No,,,,,,,,,55,Piece,,0,,,0,,,No,
1241,206073150209,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1243,206073150300,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1229,206073150312,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1225,206073150322,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1235,206073150394,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1231,206073150525,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1219,206073150581,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,206073150607,Panel A,1,20607315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1227,206073150766,Panel A,1,20607315,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1255,206100500057,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1275,206100500102,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1251,206100500166,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1253,206100500170,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1279,206100500208,Panel A,1,20610050,Manure,,Yes,4,20,Ox cart,,No,,,,,,,,,0,,,0,,,0,,,No,
1273,206100500235,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1273,206100500235,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1267,206100500278,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,206100500282,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1263,206100500285,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1259,206100500299,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1271,206100500308,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1265,206100500316,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,206100500323,Panel A,1,20610050,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Manure,,Yes,12,15,Kilogram,,No,,,,,,,,,180,Kilogram,,0,,,0,,,No,
1249,206100500362,Panel A,1,20610050,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1249,206100500362,Panel A,1,20610050,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1268,206102490002,Panel B,1,20610249,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1266,206102490014,Panel B,1,20610249,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1254,206102490037,Panel B,1,20610249,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1250,206102490049,Panel B,1,20610249,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1252,206102490060,Panel B,1,20610249,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1256,206102490084,Panel B,1,20610249,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
1258,206102490095,Panel B,1,20610249,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
