occ,y2_hhid,qx_type,interview_status,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n26a,hh_n26b,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1,1790-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1791-001,PANEL A,Panel A - 2 Visits,1,KITCHEN WEAR,62,1,,2,1,,0,0,,5,2003,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,,,,,,,,YES,,,,1,28,100,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,90000,HIGH SALES,,,,,40000,65000,30000,0,50000,0,0,0,0,0,0
2,1791-001,PANEL A,Panel A - 2 Visits,2,CHACOAL SELLER,62,2,,2,2,,0,0,,7,2006,PROCEEDS FROM ANOTHER BUSINESS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,HIGH,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,,,,,,,,YES,,,,2,30,40,12,3,30,20,12,4,10,10,12,,,,,0,,,,0,,,,0,,,,26000,AVERAGE SALES,,,12000,33500,,,3500,1500,21500,0,0,0,0,0,0
1,1792-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1793-001,PANEL A,Panel A - 2 Visits,1,CHIBUKU SELLER,63,1,,1,1,,0,0,,6,1994,OTHER (SPECIFY),,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,,,,,,,,,YES,,,,1,20,100,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,178200,AVERAGE SALES,,,90000,250000,,,26400,0,152000,0,0,0,0,0,0
1,1794-001,PANEL B,Panel B - 2 Visits,1,CONSTRUCTION,50,1,2,1,1,2,0,0,,10,2001,PROCEEDS FROM ANOTHER BUSINESS,,MOBILE,NO,,FINAL CONSUMERS,,YES,YES,NO,YES,NO,,,,,,,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,YES,,,,1,25,2500,12,2,20,1200,12,,,,,,,,,49,25,80,490000,20,20,80,200000,0,,,,6600000,HIGH SALES,,,,,3500000,5000000,6000000,3000000,2000000,0,9000000,0,0,1000000,0
1,1795-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1796-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1797-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1798-001,PANEL B,Panel B - 2 Visits,1,SELLING THOBWA,31,2,,2,2,,0,0,,10,2004,OTHER (SPECIFY),,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,SEASONAL WORK,,NO,YES,,,2,26,1820,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,AVERAGE SALES,,,3000,15000,,,4000,4000,0,0,0,0,0,0,0
1,1799-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800-001,PANEL B,Panel B - 2 Visits,1,LAW FIRM,83,1,,2,1,,1,0,ABOUT HALF,9,2011,OWN-SAVINGS FROM NON-AGRICULTURE,,INDUSTRIAL SITE,YES,ESCOM/GRID,FINAL CONSUMERS,,YES,YES,NO,NO,NO,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,YES,,,,1,30,1800,12,,,,,,,,,,,,,6,5,80,350000,2,5,80,50000,0,,,,5000000,HIGH SALES,,,,,2000000,3000000,2800000,200000,0,0,30000,20000,13850,0,0
1,1801-001,PANEL A,Panel A - 2 Visits,1,SHOE REPAIR,95,1,,1,1,,0,0,,9,1972,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,LOW,LOW,LOW,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,,,,,,,,,YES,,,,1,72,600,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,6400,LOW SALES,4000,8000,,,,,2000,2000,6500,0,0,0,0,0,0
1,1801-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1802-001,PANEL B,Panel B - 2 Visits,1,MAIZE MILLS,31,1,2,,1,2,0,0,,4,1981,OWN-SAVINGS FROM NON-AGRICULTURE,,OTHER FIXED PLACE,YES,ESCOM/GRID,FINAL CONSUMERS,OTHER SMALL BUSINESSES,NO,NO,YES,YES,NO,,,,,,,,,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,,,,YES,,,,1,4,40,12,2,4,40,12,,,,,,,,,8,26,80,40000,0,,,,0,,,,600000,HIGH SALES,,,,,400000,550000,450000,60000,0,0,0,100000,0,0,0
1,1803-001,PANEL A,Panel A - 2 Visits,1,SELLING UNITS AIRTEL &TNM,62,2,,2,2,,0,0,,6,2012,GIFT FROM FAMILY/FRIENDS,,HOME (INSIDE RESIDENCE),,,TRADERS,,NO,NO,NO,NO,NO,,,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,LOW,LOW,HIGH,HIGH,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,LACK OF CASH,,NO,YES,,,2,86,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,LOW SALES,9000,15000,,,,,2000,0,9800,0,0,0,0,0,0
1,1803-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1803-004,PANEL A,Panel A - 2 Visits,1,BEER BREWING&SELLING,31,1,,1,1,,0,0,,7,2012,INHERITED,OWN-SAVINGS FROM NON-AGRICULTURE,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,HIGH,HIGH,AVERAGE,LOW,LOW,HIGH,LOW,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,NOT PROFITABLE,,NO,NO,LACK OF CASH,NOT PROFITABLE,1,14,150,9,,,,,,,,,,,,,2,14,80,0,1,4,50,0,0,,,,6000,LOW SALES,13000,20000,,,,,4500,10500,0,200,0,0,0,0,300
1,1804-001,PANEL B,Panel B - 2 Visits,1,LODGE,63,1,6,5,5,,0,0,,6,2003,OWN-SAVINGS FROM NON-AGRICULTURE,,OTHER FIXED PLACE,,,OTHER (SPECIFY),,YES,YES,YES,NO,NO,,,,,,,,,AVERAGE,HIGH,LOW,LOW,AVERAGE,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,,,YES,,,,1,31,40,12,2,31,20,12,5,10,50,12,6,20,50,9,15,31,90,300000,10,31,90,150000,0,,,,1200000,HIGH SALES,,,,,500000,800000,470000,0,0,0,100000,30000,0,0,150000
1,1805-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1806-001,PANEL B,Panel B - 2 Visits,1,TRANSPORTATION,71,1,,1,1,,0,0,,7,2011,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,LOW,HIGH,HIGH,AVERAGE,LOW,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,,,YES,,,,1,6,50,3,,,,,,,,,,,,,3,26,180,40000,0,,,,0,,,,800000,AVERAGE SALES,,,200000,1000000,,,300000,0,0,0,200000,0,30000,190000,0
1,1807-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1808-001,PANEL B,Panel B - 2 Visits,1,SELLS CEMENT,62,1,,2,1,,0,0,,2,2010,PROCEEDS FROM ANOTHER BUSINESS,,OTHER FIXED PLACE,YES,ESCOM/GRID,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,AVERAGE,,,,,,YES,,,,,,,,,,,,,,,,,,,,2,24,100,30000,2,24,100,15000,0,,,,2600000,AVERAGE SALES,,,140000,400000,,,1100000,0,1500000,45000,0,10000,5000,,
2,1808-001,PANEL B,Panel B - 2 Visits,2,MAIZE MILL,31,1,,2,1,,0,0,,4,2000,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,OTHER FIXED PLACE,YES,ESCOM/GRID,FINAL CONSUMERS,,NO,NO,YES,YES,NO,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,,,,,,YES,,,,,,,,,,,,,,,,,,,,2,24,100,19000,0,,,,0,,,,240000,HIGH SALES,,,,,140000,170000,159000,0,0,0,0,5000,3000,7000,0
1,1808-006,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1808-007,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1808-008,PANEL B,Panel B - Combined Visit,1,USED CLOTHES SELLER,62,2,,2,2,,0,0,,8,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,LOW,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,HIGH,HIGH,,,,,YES,,,,2,24,540,12,,,,,,,,,,,,,2,24,540,15600,0,,,,0,,,,100000,HIGH SALES,,,,,40000,60000,30000,0,80000,5000,0,0,0,0,0
1,1809-001,PANEL A,Panel A - 2 Visits,1,TRADITIONAL HEALER,93,1,,1,1,,0,0,,5,1978,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,FOREST/WILD PARK RESERVE,,,HIGH,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,,,,,,,,YES,,,,1,3,300,12,,,,,2,3,150,12,,,,,0,,,,0,,,,0,,,,3000,LOW SALES,15000,25000,,,,,3000,0,0,0,0,0,0,0,0
2,1809-001,PANEL A,Panel A - 2 Visits,2,SELLING PITCOATS,62,7,,7,7,,0,0,,10,2005,GIFT FROM FAMILY/FRIENDS,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,AVERAGE,,,,,,,,YES,,,,1,30,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,LOW SALES,13000,20000,,,,,2850,0,3850,300,0,0,0,0,0
1,1809-003,PANEL A,Panel A - 2 Visits,1,SELLING CHARCOAL,62,3,,3,3,,0,0,,3,2013,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,HIGH,,,,,,LACK OF CASH,,YES,,,,3,30,2700,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,12100,HIGH SALES,,,,,0,5800,3600,500,8000,0,0,0,0,0,0
1,1809-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1809-008,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1810-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1811-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1811-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1812-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1813-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1813-002,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1814-001,PANEL B,Panel B - 2 Visits,1,SELLS CHARCOAL,62,2,,2,2,,0,0,,4,2011,LOAN FROM MONEY LENDER,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,YES,NO,YES,PURCHASED FROM SOMEONE ELSE,,,,,,,LOW,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,2,31,5580,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,217000,HIGH SALES,,,,,124000,155000,15000,10000,58000,30000,0,0,0,0,0
1,1815-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1816-002,PANEL B,Panel B - 2 Visits,1,SELLING VEGETABLES,62,1,,1,1,,0,0,,9,2013,LOAN FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,LACK OF CASH,,YES,,,,1,12,100,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,9000,AVERAGE SALES,,,0,0,,,3000,0,5500,0,0,0,0,0,500
1,1818-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1818-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1819-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1820-001,PANEL B,Panel B - 2 Visits,1,SELLING FRUITS,62,2,,2,2,,0,0,,7,2010,LOAN FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,YES,,,,2,20,280,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,AVERAGE SALES,,,4000,15000,,,10000,1000,5000,1000,0,0,0,0,0
1,1821-001,PANEL A,Panel A - 2 Visits,1,BUYING AND SELLING BRICKS,62,1,,1,1,,0,0,,10,1996,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,AVERAGE,NONE:NOT IN OPERATION,LOW,AVERAGE,NONE:NOT IN OPERATION,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,SEASONAL WORK,OTHER (SPECIFY),NO,YES,,,1,40,600,6,,,,,,,,,,,,,4,12,60,6000,0,,,,0,,,,10000,LOW SALES,16000,20000,,,,,4000,1500,6000,2000,0,0,0,0,0
1,1822-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1823-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1824-001,PANEL B,Panel B - 2 Visits,1,BUYING AND SELLING G/NUTS,62,1,,1,1,,1,0,ABOUT HALF,9,2006,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,HIGH,AVERAGE,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,AVERAGE,HIGH,,,OTHER (SPECIFY),,YES,,,,1,24,560,1,,,,,,,,,,,,,4,24,120,60000,0,,,,0,,,,1151000,HIGH SALES,,,,,450000,600000,130000,10000,820000,90000,0,0,0,0,0
1,1825-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1825-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1826-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1827-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1827-003,PANEL A,Panel A - 2 Visits,1,SELLING CLOTHES,62,1,,1,1,,0,0,,5,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,,,,,,,,,YES,,,,1,28,2240,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,LOW SALES,50000,70000,,,,,12000,0,18000,0,0,0,0,0,0
1,1827-005,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1828-001,PANEL B,Panel B - 2 Visits,1,SELLING GROUNDNUTS,62,1,,2,1,,0,0,,5,2000,PROCEEDS FROM ANOTHER BUSINESS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,,,,,YES,,,,1,25,2000,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,66000,HIGH SALES,,,,,40000,55000,23000,0,40000,2000,0,0,0,0,1000
1,1829-001,PANEL A,Panel A - Combined Visit,1,SELLING RICE,62,2,,2,2,,0,0,,8,2011,GIFT FROM FAMILY/FRIENDS,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,AVERAGE,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,,,YES,,,,2,16,800,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,48000,AVERAGE SALES,,,36000,55000,,,16000,0,32000,0,0,0,0,0,0
2,1829-001,PANEL A,Panel A - Combined Visit,2,PART TIME TEACHING,93,1,,1,1,,0,0,,1,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,AVERAGE,AVERAGE,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,AVERAGE,HIGH,HIGH,AVERAGE,,,,YES,,,,1,5,350,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,AVERAGE SALES,,,3000,9000,,,4000,1000,0,0,0,0,0,0,0
1,1830-001,PANEL B,Panel B - 2 Visits,1,HARDWARE SALES,62,1,,1,1,,0,0,,4,1997,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,,,,YES,,,,1,26,2400,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,120000,AVERAGE SALES,,,90000,150000,,,80000,0,65000,1000,0,3000,0,0,1000
1,1831-001,PANEL A,Panel A - 2 Visits,1,SELLING CHARCOAL,62,1,,1,1,,0,0,,2,2009,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,OTHER SMALL BUSINESSES,NO,NO,NO,NO,YES,PURCHASED FROM SOMEONE ELSE,,AVERAGE,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,,,,,YES,,,,1,30,3600,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,HIGH SALES,,,,,25000,30000,16000,4000,30000,0,0,0,0,0,0
1,1832-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1832-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1833-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
