HHID,case_id,qx_type,visit,ea_id,ag_j00,ag_j03,ag_j05a,ag_j05b,ag_j05b_os,ag_j05c,ag_j06d_os
1164,206030900002,Panel B,2,20603090,,,,,,,
1150,206030900017,Panel B,2,20603090,D1,MAIZE,.30000001,ACRE,,.23999999,
1156,206030900031,Panel B,2,20603090,D1,TANAPOSI VEGETABLES,.47,ACRE,,.34,
1176,206030900046,Panel B,2,20603090,,,,,,,
1172,206030900060,Panel B,2,20603090,,,,,,,
1158,206030900074,Panel B,2,20603090,,,,,,,
1152,206030900103,Panel B,2,20603090,D1,IRISH,.5,ACRE,,.13,
1148,206030900161,Panel B,2,20603090,D1,HYBRID MAIZE,.5,ACRE,,.19,
1170,206030900175,Panel B,2,20603090,,,,,,,
1154,206030900189,Panel B,2,20603090,D1,HYBRID MAIZE,.5,ACRE,,.60000002,
1162,206030900218,Panel B,2,20603090,D1,HYBRID MAIZE,1,ACRE,,.94,
1160,206030900233,Panel B,2,20603090,D1,KATUPE,.5,ACRE,,.23999999,
1168,206030900247,Panel B,2,20603090,D1,KUDIMBA,.5,ACRE,,.50999999,
1174,206030900276,Panel B,2,20603090,D1,MPIRU,.25,ACRE,,.25999999,
1166,206030900290,Panel B,2,20603090,,,,,,,
1175,206035330008,Panel A,2,20603533,,,,,,,
1155,206035330017,Panel A,2,20603533,,,,,,,
1159,206035330026,Panel A,2,20603533,,,,,,,
1173,206035330045,Panel A,2,20603533,,,,,,,
1181,206035330054,Panel A,2,20603533,,,,,,,
1153,206035330091,Panel A,2,20603533,,,,,,,
1169,206035330119,Panel A,2,20603533,,,,,,,
1167,206035330156,Panel A,2,20603533,,,,,,,
1171,206035330165,Panel A,2,20603533,,,,,,,
1202,206046380001,Panel B,2,20604638,,,,,,,
1194,206046380010,Panel B,2,20604638,,,,,,,
1188,206046380037,Panel B,2,20604638,,,,,,,
1208,206046380046,Panel B,2,20604638,,,,,,,
1206,206046380055,Panel B,2,20604638,,,,,,,
1204,206046380064,Panel B,2,20604638,D1,TOMATO PLOT,.5,ACRE,,.23999999,
1186,206046380072,Panel B,2,20604638,,,,,,,
1190,206046380081,Panel B,2,20604638,D1,MPIRU,.25,ACRE,,.090000004,
1198,206046380099,Panel B,2,20604638,,,,,,,
1180,206046380108,Panel B,2,20604638,,,,,,,
1196,206046380117,Panel B,2,20604638,,,,,,,
1178,206046380126,Panel B,2,20604638,,,,,,,
1200,206046380135,Panel B,2,20604638,,,,,,,
1192,206046380153,Panel B,2,20604638,,,,,,,
1182,206046380161,Panel B,2,20604638,,,,,,,
1184,206046380179,Panel B,2,20604638,D2,TANAPOSI,.40000001,ACRE,,.0099999998,
1184,206046380179,Panel B,2,20604638,D1,TOMATO,.40000001,ACRE,,.02,
1207,206053020011,Panel A,2,20605302,,,,,,,
1205,206053020023,Panel A,2,20605302,,,,,,,
1199,206053020033,Panel A,2,20605302,,,,,,,
1203,206053020036,Panel A,2,20605302,,,,,,,
1209,206053020038,Panel A,2,20605302,D1,MAIZE,.37,ACRE,,.11,
1191,206053020113,Panel A,2,20605302,,,,,,,
1195,206053020118,Panel A,2,20605302,,,,,,,
1197,206053020125,Panel A,2,20605302,D1,DIMBA,.1,ACRE,,.13,
1215,206053020126,Panel A,2,20605302,,,,,,,
1189,206053020127,Panel A,2,20605302,,,,,,,
1193,206053020132,Panel A,2,20605302,,,,,,,
1187,206053020159,Panel A,2,20605302,,,,,,,
1185,206053020161,Panel A,2,20605302,,,,,,,
1211,206053020164,Panel A,2,20605302,D1,TOMATO,.40000001,ACRE,,.079999998,
1201,206053020171,Panel A,2,20605302,,,,,,,
1213,206053020172,Panel A,2,20605302,D1,,.5,ACRE,,.12,
1226,206072600004,Panel B,2,20607260,,,,,,,
1230,206072600059,Panel B,2,20607260,,,,,,,
1232,206072600096,Panel B,2,20607260,,,,,,,
1216,206072600114,Panel B,2,20607260,,,,,,,
1236,206072600133,Panel B,2,20607260,,,,,,,
1234,206072600151,Panel B,2,20607260,,,,,,,
1214,206072600170,Panel B,2,20607260,,,,,,,
1222,206072600188,Panel B,2,20607260,,,,,,,
1240,206072600272,Panel B,2,20607260,,,,,,,
1224,206072600280,Panel B,2,20607260,,,,,,,
1212,206072600299,Panel B,2,20607260,,,,,,,
1218,206072600336,Panel B,2,20607260,,,,,,,
1210,206072600354,Panel B,2,20607260,,,,,,,
1239,206073150104,Panel A,2,20607315,,,,,,,
1217,206073150106,Panel A,2,20607315,D1,,2,ACRE,,2.3699999,
1221,206073150115,Panel A,2,20607315,,,,,,,
1241,206073150209,Panel A,2,20607315,,,,,,,
1223,206073150286,Panel A,2,20607315,D1,DIMBA,.25,ACRE,,.20999999,
1247,206073150289,Panel A,2,20607315,D1,DIMBA,.25,ACRE,,.75999999,
1237,206073150299,Panel A,2,20607315,,,,,,,
1243,206073150300,Panel A,2,20607315,,,,,,,
1233,206073150304,Panel A,2,20607315,D1,MPIRU,.25,ACRE,,.18000001,
1233,206073150304,Panel A,2,20607315,D2,MAIZE,.5,ACRE,,.20999999,
1229,206073150312,Panel A,2,20607315,,,,,,,
1225,206073150322,Panel A,2,20607315,,,,,,,
1235,206073150394,Panel A,2,20607315,,,,,,,
1231,206073150525,Panel A,2,20607315,D1,TOMATO,.40000001,ACRE,,.37,
1219,206073150581,Panel A,2,20607315,,,,,,,
1245,206073150607,Panel A,2,20607315,D1,TANAPOSI,1,ACRE,,.059999999,
1227,206073150766,Panel A,2,20607315,,,,,,,
1255,206100500057,Panel A,2,20610050,,,,,,,
1275,206100500102,Panel A,2,20610050,,,,,,,
1251,206100500166,Panel A,2,20610050,,,,,,,
1253,206100500170,Panel A,2,20610050,,,,,,,
1279,206100500208,Panel A,2,20610050,,,,,,,
1273,206100500235,Panel A,2,20610050,,,,,,,
1267,206100500278,Panel A,2,20610050,,,,,,,
1257,206100500282,Panel A,2,20610050,,,,,,,
1263,206100500285,Panel A,2,20610050,,,,,,,
1259,206100500299,Panel A,2,20610050,,,,,,,
1271,206100500308,Panel A,2,20610050,,,,,,,
1265,206100500316,Panel A,2,20610050,,,,,,,
1261,206100500323,Panel A,2,20610050,,,,,,,
1249,206100500362,Panel A,2,20610050,,,,,,,
1268,206102490002,Panel B,2,20610249,D1,DIMBA,.25,ACRE,,.15000001,
1266,206102490014,Panel B,2,20610249,D1,KUDIMBA,.25,ACRE,,.059999999,
1254,206102490037,Panel B,2,20610249,,,,,,,
1250,206102490049,Panel B,2,20610249,D1,KUDIMBA,.25,ACRE,,.17,
1252,206102490060,Panel B,2,20610249,,,,,,,
1256,206102490084,Panel B,2,20610249,D1,,1,ACRE,,.20999999,
1258,206102490095,Panel B,2,20610249,D1,,.75,ACRE,,.38999999,
1248,206102490107,Panel B,2,20610249,,,,,,,
1262,206102490130,Panel B,2,20610249,,,,,,,
1260,206102490154,Panel B,2,20610249,,,,,,,
1244,206102490165,Panel B,2,20610249,,,,,,,
1246,206102490177,Panel B,2,20610249,,,,,,,
1264,206102490189,Panel B,2,20610249,,,,,,,
1270,206102490200,Panel B,2,20610249,,,,,,,
1272,206102490224,Panel B,2,20610249,,,,,,,
1242,206102490235,Panel B,2,20610249,,,,,,,
1281,206133240001,Panel A,2,20613324,D1,,1,ACRE,,.22,
1311,206133240025,Panel A,2,20613324,D1,,.5,ACRE,,.13,
1303,206133240040,Panel A,2,20613324,,,,,,,
1295,206133240044,Panel A,2,20613324,,,,,,,
1301,206133240045,Panel A,2,20613324,,,,,,,
1289,206133240088,Panel A,2,20613324,D1,MAIZE PLOT,.30000001,ACRE,,.34,
1307,206133240126,Panel A,2,20613324,,,,,,,
1309,206133240140,Panel A,2,20613324,,,,,,,
1297,206133240145,Panel A,2,20613324,,,,,,,
1293,206133240162,Panel A,2,20613324,D1,DIMBA,.25,ACRE,,.14,
1291,206133240176,Panel A,2,20613324,D1,DIMBA,.25,ACRE,,.34999999,
1305,206133240187,Panel A,2,20613324,,,,,,,
1287,206133240189,Panel A,2,20613324,,,,,,,
1285,206133240200,Panel A,2,20613324,D1,DIMO,.5,ACRE,,.36000001,
1283,206133240208,Panel A,2,20613324,,,,,,,
1278,206144770016,Panel B,2,20614477,D1,DIMBA,.5,ACRE,,.44999999,
1282,206144770048,Panel B,2,20614477,D1,DIMDA,.25,ACRE,,.11,
1284,206144770064,Panel B,2,20614477,,,,,,,
1290,206144770079,Panel B,2,20614477,,,,,,,
1292,206144770095,Panel B,2,20614477,D1,,.5,ACRE,,1.47,
1298,206144770111,Panel B,2,20614477,,,,,,,
1300,206144770127,Panel B,2,20614477,,,,,,,
1288,206144770143,Panel B,2,20614477,,,,,,,
1302,206144770175,Panel B,2,20614477,D1,MAIZE,.44999999,ACRE,,.28,
1294,206144770190,Panel B,2,20614477,D1,MAIZE,1,ACRE,,.55000001,
1280,206144770222,Panel B,2,20614477,,,,,,,
1286,206144770238,Panel B,2,20614477,,,,,,,
1304,206144770254,Panel B,2,20614477,D1,,1,ACRE,,1.47,
1276,206144770286,Panel B,2,20614477,D1,DIMBA,1,ACRE,,.76999998,
1296,206144770317,Panel B,2,20614477,D1,,1,ACRE,,.74000001,
1343,206150640018,Panel A,2,20615064,,,,,,,
1325,206150640045,Panel A,2,20615064,,,,,,,
1321,206150640071,Panel A,2,20615064,,,,,,,
1331,206150640075,Panel A,2,20615064,D1,MAIZE PLOT,.5,ACRE,,.69999999,
1317,206150640107,Panel A,2,20615064,,,,,,,
1323,206150640132,Panel A,2,20615064,,,,,,,
1337,206150640154,Panel A,2,20615064,D1,KUDAMBO,1,ACRE,,1.3099999,
1329,206150640160,Panel A,2,20615064,,,,,,,
1327,206150640178,Panel A,2,20615064,D1,,.5,ACRE,,.34999999,
1315,206150640181,Panel A,2,20615064,D1,DIMBA,.5,ACRE,,1.25,
1333,206150640222,Panel A,2,20615064,,,,,,,
1335,206150640242,Panel A,2,20615064,D1,SWEET POTATO,.25,ACRE,,.079999998,
1339,206150640280,Panel A,2,20615064,,,,,,,
1313,206150640287,Panel A,2,20615064,,,,,,,
1341,206150640296,Panel A,2,20615064,D1,TOMATO,.5,ACRE,,.19,
1320,206157350007,Panel B,2,20615735,,,,,,,
1336,206157350016,Panel B,2,20615735,,,,,,,
1324,206157350024,Panel B,2,20615735,,,,,,,
1314,206157350033,Panel B,2,20615735,,,,,,,
1328,206157350041,Panel B,2,20615735,,,,,,,
1332,206157350050,Panel B,2,20615735,,,,,,,
1322,206157350058,Panel B,2,20615735,D1,DIMBA,.25,ACRE,,.34999999,
1334,206157350075,Panel B,2,20615735,D2,KUDIMBA,.25,ACRE,,.17,
1334,206157350075,Panel B,2,20615735,D1,TOMATO,.25,ACRE,,.34999999,
1316,206157350084,Panel B,2,20615735,D1,DIMBA,.25,ACRE,,.5,
1330,206157350093,Panel B,2,20615735,D1,,.5,ACRE,,.34,
1310,206157350110,Panel B,2,20615735,,,,,,,
1306,206157350118,Panel B,2,20615735,,,,,,,
1326,206157350127,Panel B,2,20615735,D1,,.5,ACRE,,.28999999,
1308,206157350144,Panel B,2,20615735,,,,,,,
1312,206157350152,Panel B,2,20615735,D1,MAIZE PLOT,.5,ACRE,,.47999999,
1318,206157350161,Panel B,2,20615735,D1,MAIZE PLOT,.5,ACRE,,.46000001,
1358,207024710021,Panel B,2,20702471,D1,DIMBA,.5,ACRE,,.30000001,
1344,207024710033,Panel B,2,20702471,,,,,,,
1348,207024710045,Panel B,2,20702471,,,,,,,
1342,207024710057,Panel B,2,20702471,,,,,,,
1362,207024710069,Panel B,2,20702471,,,,,,,
1360,207024710082,Panel B,2,20702471,D1,DIMBA,.5,ACRE,,.69999999,
1356,207024710106,Panel B,2,20702471,,,,,,,
1366,207024710118,Panel B,2,20702471,D1,,.25,ACRE,,.27000001,
1364,207024710142,Panel B,2,20702471,,,,,,,
1354,207024710155,Panel B,2,20702471,D1,DIMBA PLOT 1,.5,ACRE,,.44,
1340,207024710167,Panel B,2,20702471,D1,MAIZE GARDEN,.25,ACRE,,.33000001,
1368,207024710179,Panel B,2,20702471,,,,,,,
1350,207024710203,Panel B,2,20702471,D1,DIMBA,.5,ACRE,,.37,
1338,207024710216,Panel B,2,20702471,D1,DIMBA PLOT,.5,ACRE,,.34,
1346,207024710228,Panel B,2,20702471,D1,DIMBA PLOT,.25,ACRE,,.20999999,
1352,207024710252,Panel B,2,20702471,D1,DIMBA,.5,ACRE,,.38999999,
1361,207047380012,Panel A,2,20704738,D1,DIMBA,1,ACRE,,.41,
1361,207047380012,Panel A,2,20704738,D2,DIMBA,.5,ACRE,,.22,
1359,207047380014,Panel A,2,20704738,D1,MAIZE PLOT,.25,ACRE,,.30000001,
1347,207047380016,Panel A,2,20704738,D2,DIMBA,1,ACRE,,.33000001,
1347,207047380016,Panel A,2,20704738,D1,DIMBA,.5,ACRE,,.14,
1349,207047380021,Panel A,2,20704738,D1,G /NUTS,1,ACRE,,.92000002,
1375,207047380026,Panel A,2,20704738,D1,SWEET POTATO,.25,ACRE,,.38999999,
1373,207047380038,Panel A,2,20704738,D1,SUGERCANE,.25,ACRE,,.34999999,
1355,207047380041,Panel A,2,20704738,,,,,,,
1365,207047380065,Panel A,2,20704738,D1,SUGERCANE + SWEET POTATO,.5,ACRE,,.80000001,
1363,207047380069,Panel A,2,20704738,D1,DIMBA PLOT,1,ACRE,,1.3,
1369,207047380076,Panel A,2,20704738,,,,,,,
1357,207047380078,Panel A,2,20704738,,,,,,,
1351,207047380083,Panel A,2,20704738,,,,,,,
1345,207047380090,Panel A,2,20704738,D1,DIMBA,1,ACRE,,,TOO FAR FROM HOUSEHOLD
1371,207047380093,Panel A,2,20704738,D1,DIMBA,.5,ACRE,,.18000001,
1353,207047380095,Panel A,2,20704738,D1,DIMBA PLOT,.5,ACRE,,.11,
1367,207047380102,Panel A,2,20704738,D1,MAIZE PLOT,.5,ACRE,,.17,
1393,207053720012,Panel A,2,20705372,,,,,,,
1403,207053720017,Panel A,2,20705372,D1,DIMBA,.5,ACRE,,.30000001,
1401,207053720020,Panel A,2,20705372,D1,DIMBA 1,.5,ACRE,,.47999999,
1397,207053720025,Panel A,2,20705372,,,,,,,
1385,207053720026,Panel A,2,20705372,,,,,,,
1395,207053720043,Panel A,2,20705372,D1,DIMBA,1,ACRE,,.31999999,
1387,207053720057,Panel A,2,20705372,D1,KUDIMBA,.5,ACRE,,.28,
1391,207053720070,Panel A,2,20705372,,,,,,,
1405,207053720075,Panel A,2,20705372,D1,DIMBA PLOT,.25,ACRE,,.31,
1379,207053720077,Panel A,2,20705372,D1,DIMBA,.2,ACRE,,.55000001,
1377,207053720079,Panel A,2,20705372,,,,,,,
1381,207053720086,Panel A,2,20705372,,,,,,,
1383,207053720103,Panel A,2,20705372,,,,,,,
1399,207053720125,Panel A,2,20705372,D1,MAIZE,.25,ACRE,,.18000001,
1389,207053720127,Panel A,2,20705372,D1,DIMBA PLOT,.5,ACRE,,.40000001,
1407,207053720145,Panel A,2,20705372,D1,DIMBA,.5,ACRE,,.44,
1439,207061630027,Panel A,2,20706163,,,,,,,
1423,207061630051,Panel A,2,20706163,,,,,,,
1411,207061630142,Panel A,2,20706163,,,,,,,
1419,207061630161,Panel A,2,20706163,D1,,.75,ACRE,,1.02,
1421,207061630206,Panel A,2,20706163,,,,,,,
1433,207061630242,Panel A,2,20706163,,,,,,,
1409,207061630388,Panel A,2,20706163,,,,,,,
1415,207061630451,Panel A,2,20706163,,,,,,,
1431,207061630454,Panel A,2,20706163,,,,,,,
1437,207061630495,Panel A,2,20706163,,,,,,,
1429,207061630586,Panel A,2,20706163,,,,,,,
1435,207061630599,Panel A,2,20706163,,,,,,,
1413,207061630623,Panel A,2,20706163,D1,DIMBA,.25,ACRE,,.63999999,
1396,208010460086,Panel B,2,20801046,,,,,,,
1386,208010460098,Panel B,2,20801046,,,,,,,
1382,208010460110,Panel B,2,20801046,D1,CHIMWANKHUKU,.25,ACRE,,.050000001,
1378,208010460148,Panel B,2,20801046,,,,,,,
1380,208010460161,Panel B,2,20801046,,,,,,,
1372,208010460164,Panel B,2,20801046,,,,,,,
1394,208010460171,Panel B,2,20801046,,,,,,,
1388,208010460174,Panel B,2,20801046,,,,,,,
1398,208010460178,Panel B,2,20801046,,,,,,,
1384,208010460211,Panel B,2,20801046,,,,,,,
1392,208010460212,Panel B,2,20801046,D1,HYBRID MAIZE,.5,ACRE,,.1,
1376,208010460225,Panel B,2,20801046,,,,,,,
1370,208010460235,Panel B,2,20801046,,,,,,,
1390,208010460237,Panel B,2,20801046,D1,DIMBA,1,ACRE,,.54000002,
1374,208010460248,Panel B,2,20801046,,,,,,,
1418,208020190002,Panel B,2,20802019,,,,,,,
1412,208020190010,Panel B,2,20802019,,,,,,,
1422,208020190052,Panel B,2,20802019,,,,,,,
1404,208020190067,Panel B,2,20802019,,,,,,,
1400,208020190081,Panel B,2,20802019,,,,,,,
1410,208020190096,Panel B,2,20802019,,,,,,,
1430,208020190104,Panel B,2,20802019,,,,,,,
1416,208020190125,Panel B,2,20802019,,,,,,,
1420,208020190139,Panel B,2,20802019,,,,,,,
1426,208020190154,Panel B,2,20802019,,,,,,,
1408,208020190168,Panel B,2,20802019,,,,,,,
1406,208020190212,Panel B,2,20802019,,,,,,,
1414,208020190226,Panel B,2,20802019,,,,,,,
1402,208020190241,Panel B,2,20802019,,,,,,,
1428,208020190255,Panel B,2,20802019,,,,,,,
1424,208020190270,Panel B,2,20802019,,,,,,,
1440,208031560016,Panel B,2,20803156,,,,,,,
1460,208031560034,Panel B,2,20803156,,,,,,,
1446,208031560052,Panel B,2,20803156,,,,,,,
1444,208031560087,Panel B,2,20803156,,,,,,,
1462,208031560105,Panel B,2,20803156,,,,,,,
1434,208031560123,Panel B,2,20803156,,,,,,,
1454,208031560159,Panel B,2,20803156,,,,,,,
1432,208031560195,Panel B,2,20803156,,,,,,,
1448,208031560212,Panel B,2,20803156,,,,,,,
1456,208031560230,Panel B,2,20803156,,,,,,,
1438,208031560248,Panel B,2,20803156,D1,IRISH POTATO,1,ACRE,,.72000003,
1452,208031560266,Panel B,2,20803156,,,,,,,
1450,208031560284,Panel B,2,20803156,,,,,,,
1436,208031560302,Panel B,2,20803156,,,,,,,
1442,208031560320,Panel B,2,20803156,,,,,,,
1458,208031560337,Panel B,2,20803156,D1,IRISH POTATO,.5,ACRE,,.41999999,
1441,208044050016,Panel A,2,20804405,,,,,,,
1457,208044050067,Panel A,2,20804405,,,,,,,
1461,208044050092,Panel A,2,20804405,,,,,,,
1453,208044050095,Panel A,2,20804405,,,,,,,
1443,208044050152,Panel A,2,20804405,,,,,,,
1455,208044050163,Panel A,2,20804405,,,,,,,
1459,208044050172,Panel A,2,20804405,D1,KUMUSI,.5,ACRE,,.31,
1469,208044050185,Panel A,2,20804405,,,,,,,
1465,208044050247,Panel A,2,20804405,,,,,,,
1463,208044050269,Panel A,2,20804405,,,,,,,
1449,208044050279,Panel A,2,20804405,,,,,,,
1445,208044050319,Panel A,2,20804405,,,,,,,
1467,208044050380,Panel A,2,20804405,D2,IRISH,.2,ACRE,,.07,
1467,208044050380,Panel A,2,20804405,D3,TOBACCO,.15000001,ACRE,,.050000001,
1467,208044050380,Panel A,2,20804405,D1,VEGETABLES,.15000001,ACRE,,.059999999,
1447,208044050412,Panel A,2,20804405,,,,,,,
1474,208047680004,Panel B,2,20804768,,,,,,,
1472,208047680022,Panel B,2,20804768,,,,,,,
1478,208047680032,Panel B,2,20804768,,,,,,,
1484,208047680035,Panel B,2,20804768,,,,,,,
1466,208047680046,Panel B,2,20804768,,,,,,,
1482,208047680058,Panel B,2,20804768,,,,,,,
1464,208047680075,Panel B,2,20804768,,,,,,,
1476,208047680076,Panel B,2,20804768,,,,,,,
1468,208047680083,Panel B,2,20804768,,,,,,,
1486,208047680094,Panel B,2,20804768,,,,,,,
1488,208047680118,Panel B,2,20804768,D1,DIMBA,.25,ACRE,,.2,
1470,208047680166,Panel B,2,20804768,,,,,,,
1492,208047680220,Panel B,2,20804768,,,,,,,
1480,208047680238,Panel B,2,20804768,,,,,,,
1490,208047680274,Panel B,2,20804768,,,,,,,
1485,208061310011,Panel A,2,20806131,,,,,,,
1503,208061310023,Panel A,2,20806131,D1,KUPHIRI,.5,ACRE,,,
1489,208061310026,Panel A,2,20806131,,,,,,,
1487,208061310035,Panel A,2,20806131,,,,,,,
1497,208061310081,Panel A,2,20806131,,,,,,,
1477,208061310083,Panel A,2,20806131,,,,,,,
1481,208061310120,Panel A,2,20806131,D1,NGAYULA,.25,ACRE,,,
1495,208061310128,Panel A,2,20806131,D1,NTHANGALUZU,.30000001,ACRE,,,
1491,208061310132,Panel A,2,20806131,,,,,,,
1493,208061310139,Panel A,2,20806131,D1,KUSELI,1,ACRE,,,
1483,208061310146,Panel A,2,20806131,,,,,,,
1475,208061310221,Panel A,2,20806131,,,,,,,
1479,208061310235,Panel A,2,20806131,,,,,,,
1499,208061310244,Panel A,2,20806131,,,,,,,
1501,208061310263,Panel A,2,20806131,,,,,,,
1473,208061310274,Panel A,2,20806131,,,,,,,
1521,208077270023,Panel A,2,20807727,,,,,,,
1523,208077270060,Panel A,2,20807727,,,,,,,
1515,208077270079,Panel A,2,20807727,,,,,,,
1507,208077270095,Panel A,2,20807727,,,,,,,
1529,208077270118,Panel A,2,20807727,,,,,,,
1533,208077270119,Panel A,2,20807727,,,,,,,
1531,208077270120,Panel A,2,20807727,,,,,,,
1509,208077270160,Panel A,2,20807727,,,,,,,
1505,208077270164,Panel A,2,20807727,,,,,,,
1525,208077270175,Panel A,2,20807727,,,,,,,
1519,208077270183,Panel A,2,20807727,,,,,,,
1535,208077270294,Panel A,2,20807727,,,,,,,
1517,208077270339,Panel A,2,20807727,,,,,,,
1511,208077270371,Panel A,2,20807727,,,,,,,
1513,208077270372,Panel A,2,20807727,,,,,,,
1527,208077270388,Panel A,2,20807727,,,,,,,
1510,208084210007,Panel B,2,20808421,,,,,,,
1512,208084210015,Panel B,2,20808421,,,,,,,
1508,208084210016,Panel B,2,20808421,,,,,,,
1500,208084210032,Panel B,2,20808421,,,,,,,
1506,208084210033,Panel B,2,20808421,,,,,,,
1496,208084210049,Panel B,2,20808421,,,,,,,
1524,208084210066,Panel B,2,20808421,,,,,,,
1498,208084210074,Panel B,2,20808421,,,,,,,
1502,208084210082,Panel B,2,20808421,D2,PAMANDA 2,.25,ACRE,,.19,
1502,208084210082,Panel B,2,20808421,D1,PAMANDA 1,.5,ACRE,,.31,
1520,208084210091,Panel B,2,20808421,D1,IRISH POTATO,.5,ACRE,,.56,
1514,208084210099,Panel B,2,20808421,,,,,,,
1516,208084210116,Panel B,2,20808421,D1,IRISH POTATO,.30000001,ACRE,,.40000001,
1516,208084210116,Panel B,2,20808421,D2,TANAPOS,.25,ACRE,,.30000001,
1522,208084210141,Panel B,2,20808421,,,,,,,
1504,208084210149,Panel B,2,20808421,D1,TANGANI,.5,ACRE,,.31,
1504,208084210149,Panel B,2,20808421,D2,NAZIPULU,.5,ACRE,,.36000001,
1526,208084210166,Panel B,2,20808421,,,,,,,
1518,208084210174,Panel B,2,20808421,,,,,,,
1558,209035830002,Panel B,2,20903583,,,,,,,
1544,209035830022,Panel B,2,20903583,,,,,,,
1542,209035830041,Panel B,2,20903583,,,,,,,
1554,209035830061,Panel B,2,20903583,,,,,,,
1556,209035830081,Panel B,2,20903583,,,,,,,
1532,209035830100,Panel B,2,20903583,,,,,,,
1552,209035830140,Panel B,2,20903583,,,,,,,
1546,209035830159,Panel B,2,20903583,,,,,,,
1528,209035830179,Panel B,2,20903583,,,,,,,
1550,209035830238,Panel B,2,20903583,,,,,,,
1536,209035830258,Panel B,2,20903583,,,,,,,
1534,209035830297,Panel B,2,20903583,,,,,,,
1548,209035830317,Panel B,2,20903583,,,,,,,
1530,209035830336,Panel B,2,20903583,,,,,,,
1540,209035830376,Panel B,2,20903583,,,,,,,
1538,209035830395,Panel B,2,20903583,,,,,,,
1541,209065240013,Panel A,2,20906524,D1,TOMATO PLT,.029999999,ACRE,,.0099999998,
1549,209065240020,Panel A,2,20906524,D1,MAIZE PLOT,.02,ACRE,,.0099999998,
1565,209065240027,Panel A,2,20906524,D1,TANAPOSI,.25,ACRE,,.02,
1567,209065240061,Panel A,2,20906524,D1,MAIZE,.20999999,ACRE,,.23999999,
1563,209065240102,Panel A,2,20906524,,,,,,,
1559,209065240152,Panel A,2,20906524,,,,,,,
1551,209065240160,Panel A,2,20906524,,,,,,,
1545,209065240180,Panel A,2,20906524,D1,HYBRID MAIZE,.25,ACRE,,.17,
1555,209065240193,Panel A,2,20906524,,,,,,,
1537,209065240205,Panel A,2,20906524,D1,HYBRID RECYCLED,.25,ACRE,,.0099999998,
1539,209065240211,Panel A,2,20906524,,,,,,,
1561,209065240225,Panel A,2,20906524,,,,,,,
1547,209065240246,Panel A,2,20906524,D1,H MAIZE,.5,ACRE,,.0099999998,
1543,209065240253,Panel A,2,20906524,,,,,,,
1557,209065240263,Panel A,2,20906524,D1,NKHWANI,.15000001,ACRE,,.0099999998,
1553,209065240299,Panel A,2,20906524,D1,CABBAGE PLOT,.1,ACRE,,.0099999998,
1562,209066050011,Panel B,2,20906605,,,,,,,
1560,209066050025,Panel B,2,20906605,,,,,,,
1570,209066050038,Panel B,2,20906605,,,,,,,
1566,209066050065,Panel B,2,20906605,,,,,,,
1574,209066050078,Panel B,2,20906605,,,,,,,
1588,209066050092,Panel B,2,20906605,,,,,,,
1580,209066050119,Panel B,2,20906605,D1,HYBRID MAIZE,.5,ACRE,,.18000001,
1568,209066050132,Panel B,2,20906605,,,,,,,
1590,209066050145,Panel B,2,20906605,,,,,,,
1576,209066050172,Panel B,2,20906605,D1,HYBRID MAIZE,.25,ACRE,,.19,
1584,209066050185,Panel B,2,20906605,,,,,,,
1564,209066050199,Panel B,2,20906605,,,,,,,
1586,209066050226,Panel B,2,20906605,,,,,,,
1578,209066050239,Panel B,2,20906605,,,,,,,
1572,209066050252,Panel B,2,20906605,D1,IRISH POTATO,.1,ACRE,,.02,
1582,209066050279,Panel B,2,20906605,,,,,,,
1631,209080880004,Panel A,2,20908088,,,,,,,
1621,209080880012,Panel A,2,20908088,D1,TOMATO,.25,ACRE,,.039999999,
1625,209080880013,Panel A,2,20908088,,,,,,,
1603,209080880052,Panel A,2,20908088,,,,,,,
1627,209080880064,Panel A,2,20908088,,,,,,,
1617,209080880075,Panel A,2,20908088,,,,,,,
1601,209080880076,Panel A,2,20908088,,,,,,,
1613,209080880086,Panel A,2,20908088,,,,,,,
1619,209080880090,Panel A,2,20908088,,,,,,,
1607,209080880093,Panel A,2,20908088,,,,,,,
1611,209080880120,Panel A,2,20908088,,,,,,,
1605,209080880166,Panel A,2,20908088,,,,,,,
1629,209080880169,Panel A,2,20908088,,,,,,,
1615,209080880173,Panel A,2,20908088,D1,H MAIZE,.25,ACRE,,.37,
1609,209080880192,Panel A,2,20908088,D1,TANAPOSI,1,ACRE,,.02,
1623,209080880198,Panel A,2,20908088,,,,,,,
1593,209081190042,Panel A,2,20908119,,,,,,,
1591,209081190062,Panel A,2,20908119,,,,,,,
1573,209081190063,Panel A,2,20908119,,,,,,,
1595,209081190089,Panel A,2,20908119,,,,,,,
1597,209081190095,Panel A,2,20908119,,,,,,,
1569,209081190116,Panel A,2,20908119,,,,,,,
1571,209081190156,Panel A,2,20908119,,,,,,,
1589,209081190189,Panel A,2,20908119,,,,,,,
1575,209081190229,Panel A,2,20908119,,,,,,,
1587,209081190230,Panel A,2,20908119,,,,,,,
1585,209081190235,Panel A,2,20908119,,,,,,,
1583,209081190269,Panel A,2,20908119,,,,,,,
1579,209081190279,Panel A,2,20908119,,,,,,,
1577,209081190303,Panel A,2,20908119,,,,,,,
1581,209081190307,Panel A,2,20908119,,,,,,,
