y2_hhid,ag_c00,dist_hh,slope,elevation,twi
2299-002,R01,.8,1,490,15
2299-002,R02,.8,1,490,14
2300-002,R01,.3,5,790,15
2301-001,R01,.1,1,500,15
2301-002,R01,2.5,1,500,15
2302-001,R01,.7,4,790,13
2305-001,R01,.5,2,800,19
2305-002,R01,.3,4,810,14
2306-001,R01,1,4,760,16
2306-001,R02,.5,3,760,19
2306-001,R03,0,2,770,13
2307-002,R01,.3,6,850,12
2307-002,R02,.1,7,860,13
2308-001,R01,.4,3,800,13
2309-001,R01,2,3,800,13
2309-001,R02,1.9,3,800,13
2310-001,R01,0,4,770,14
2310-001,R02,1.6,2,800,14
2310-001,R03,.1,3,770,14
2311-001,R01,0,5,820,14
2311-001,R02,.2,9,820,13
2312-001,R01,.6,4,790,15
2312-001,R02,.6,5,790,15
2314-001,R01,.4,2,540,14
2315-001,R01,0,2,850,13
2315-001,R02,.3,5,840,14
2316-001,R01,,,,
2317-001,R01,.3,3,810,13
2317-003,R01,1.2,6,1150,14
2317-003,R02,.8,10,1120,13
2318-001,R01,0,1,530,15
2318-001,R02,.2,2,530,15
2318-001,R03,.1,3,530,17
2319-001,R01,.5,6,850,16
2319-001,R02,0,6,860,12
2320-001,R01,.1,1,510,18
2321-001,R01,.5,3,800,17
2321-001,R02,.5,2,800,19
2321-001,R03,.1,3,820,13
2322-001,R01,0,2,540,13
2323-001,R01,1.2,4,830,12
2323-001,R02,1.1,3,830,15
2323-001,R03,0,5,850,13
2323-001,R04,.7,4,830,14
2324-001,R01,0,2,520,15
2324-001,R02,.1,2,520,14
2325-001,R01,.8,2,800,17
2325-001,R02,.6,0,810,14
2326-001,R01,.2,3,540,14
2326-001,R02,.1,1,550,14
2326-001,R03,.3,3,540,14
2326-001,R04,.3,2,540,13
2326-001,R05,.3,3,540,15
2326-003,R01,.2,3,540,13
2326-003,R02,.6,3,550,14
2326-003,R03,.3,1,550,13
2327-001,R01,.1,7,860,13
2327-001,R02,.1,6,860,13
2328-001,R01,0,2,500,14
2328-001,R02,1.8,3,520,13
2329-001,R01,.9,7,840,13
2329-001,R02,0,4,850,13
2330-001,R01,1,3,540,14
2330-001,R02,.1,2,550,13
2331-001,R01,.8,3,820,13
2331-001,R02,12.4,4,940,13
2331-007,R01,0,5,940,13
2331-007,R02,.2,7,920,14
2332-002,R01,0,3,540,13
2332-002,R02,.6,2,540,12
2332-002,R03,1.3,1,520,15
2332-002,R04,.7,3,540,14
2333-001,R01,2.2,4,830,13
2333-001,R02,0,2,820,14
2334-001,R01,.1,7,530,12
2334-001,R02,.2,5,530,14
2334-001,R03,.2,5,530,14
2335-001,R01,.3,4,810,14
2335-001,R02,28.5,3,640,13
2335-001,R03,1.7,5,820,14
2336-001,R01,0,2,500,13
2336-001,R02,.2,2,510,13
2336-001,R03,.1,2,500,14
2337-001,R01,.5,3,790,19
2337-001,R02,.6,3,790,13
2337-002,R01,0,3,880,13
2338-001,R01,.8,1,480,14
2338-001,R02,.9,1,480,15
2338-001,R03,.7,1,480,17
2338-002,R01,.5,3,520,14
2339-001,R01,.1,3,880,13
2339-001,R02,.1,3,870,14
2339-001,R03,.6,3,870,19
2339-001,R04,.5,4,860,13
2339-001,R05,.2,3,870,15
2340-001,R01,0,1,510,14
2340-001,R02,0,2,510,13
2341-001,R01,0,4,900,13
2341-001,R02,0,4,900,13
2342-001,R01,.1,2,540,13
2343-001,R01,0,4,890,13
2343-001,R02,.5,3,880,17
2343-001,R03,.6,4,890,13
2344-001,R01,.9,5,530,13
2344-001,R02,.1,2,510,16
2344-001,R03,0,4,510,13
2345-001,R01,.4,4,870,13
2345-001,R02,.4,6,880,13
2345-001,R03,.4,6,880,13
2346-001,R01,0,15,570,13
2347-002,R01,.3,3,880,16
2347-002,R02,.3,3,880,16
2347-002,R03,0,4,880,13
2347-002,R04,.1,4,880,13
2348-001,R01,.5,9,620,12
2348-001,R02,.9,9,600,11
2348-001,R03,0,12,620,13
2349-001,R01,0,7,900,14
2349-004,R01,,,,
2350-001,R01,0,10,620,12
2351-001,R01,.5,3,890,15
2351-001,R02,.4,4,890,15
2351-001,R03,.4,4,890,15
2352-001,R01,.1,6,570,14
2352-001,R02,.1,7,580,12
2352-001,R03,0,7,580,12
2353-001,R01,.2,7,900,14
2354-001,R01,0,6,570,12
2354-001,R02,0,6,570,12
2354-001,R03,.2,6,580,14
2354-001,R04,.5,12,610,13
2355-001,R01,.2,4,880,12
2356-001,R01,0,14,670,12
2356-001,R02,1,7,620,12
2356-001,R03,1,3,620,13
2356-002,R01,3.7,7,590,12
2356-002,R02,.2,3,610,17
2357-002,R01,,,,
2357-002,R02,,,,
2357-002,R03,,,,
2357-004,R01,1.1,6,880,18
2357-004,R02,1,5,880,16
2357-004,R03,1.2,5,880,15
2358-001,R01,.5,6,580,12
2358-001,R02,.5,6,580,12
2358-001,R03,.6,7,580,12
2359-002,R01,.2,3,900,13
2359-002,R02,0,5,890,12
2359-003,R01,.4,8,910,13
2359-003,R02,.6,4,910,13
2360-003,R01,1.4,8,500,15
2360-004,R01,1.1,16,520,12
2361-001,R01,.2,4,890,13
2361-001,R02,.2,4,890,13
2361-001,R03,.1,24,910,12
2361-001,R04,.1,24,910,12
2361-001,R05,.2,20,900,13
2361-001,R06,.3,21,900,13
2362-001,R01,.1,8,620,12
2363-001,R01,0,3,870,13
2364-001,R01,.1,12,620,10
2364-001,R02,.4,6,590,14
2365-001,R01,.4,4,890,14
2365-001,R02,.5,3,890,14
2365-001,R03,.9,4,890,14
2365-001,R04,.7,3,880,13
2365-001,R05,.4,4,870,14
2366-001,R01,.4,6,520,17
2366-001,R02,.7,13,530,11
2366-001,R03,.2,10,540,14
2366-001,R04,0,18,540,12
2367-002,R01,.1,3,950,12
2367-002,R02,.1,6,940,12
2368-002,R01,.4,7,560,16
2368-002,R02,.6,9,560,13
2369-001,R01,0,6,640,12
2369-001,R02,.1,6,640,12
2369-001,R03,.1,6,640,13
2369-001,R04,.1,6,640,12
2370-001,R01,.1,7,600,12
2370-001,R02,.1,7,600,12
2370-002,R01,0,8,610,12
2370-002,R02,.1,9,600,12
2371-001,R01,.3,4,610,16
2371-001,R02,.1,3,630,14
2371-004,R01,.6,2,610,15
2371-004,R02,0,7,630,12
2372-001,R01,0,10,610,12
2372-001,R02,.2,13,600,12
2372-001,R03,.7,12,590,14
2373-001,R01,.2,7,630,13
2374-001,R01,1,13,570,14
2374-001,R02,.9,14,570,14
2374-001,R03,.9,18,580,13
2375-002,R01,0,9,630,12
2375-002,R02,0,7,620,13
2376-001,R01,.1,17,620,11
2376-001,R02,0,9,630,12
2376-001,R03,.1,17,620,11
2377-001,R01,0,34,700,12
2377-001,R02,.7,12,650,11
2378-001,R01,0,12,770,11
2378-001,R02,.7,20,710,16
2378-001,R03,.7,20,710,18
2379-001,R01,1.6,3,630,14
2379-001,R02,1.5,4,630,13
2379-001,R03,0,6,670,11
2380-001,R01,.3,22,720,13
2381-001,R01,.5,5,610,14
2382-001,R01,.3,43,640,10
2382-001,R02,.1,29,610,11
2383-001,R01,.3,5,640,14
2384-001,R01,0,42,630,11
2385-001,R01,.1,4,620,14
2385-001,R02,.1,5,620,13
2385-001,R03,0,7,620,11
2386-001,R01,.4,13,710,11
2386-001,R02,.3,14,730,11
2386-001,R03,.6,21,700,11
2386-001,R04,.1,15,730,12
2386-001,R05,1.7,28,680,11
2387-001,R01,.5,3,630,15
2387-001,R02,.3,5,630,14
2388-001,R01,,,,
2389-001,R01,.1,6,610,14
2389-001,R02,.1,7,610,14
2389-002,R01,20.5,8,600,11
2389-002,R02,.5,7,920,12
2389-002,R03,.5,7,920,12
2390-001,R01,.1,9,750,13
2390-001,R02,2,23,650,11
2390-001,R03,.9,8,690,17
2391-001,R01,.3,4,630,16
2391-001,R02,.1,2,630,13
2392-001,R01,.4,16,750,12
2392-001,R02,.4,12,720,12
2392-003,R01,.3,14,740,12
2393-001,R01,0,8,630,13
2394-001,R01,0,23,700,11
2394-001,R02,.1,22,730,11
2394-004,R01,0,19,700,11
2394-004,R02,.2,27,730,11
2395-001,R01,.6,6,630,13
2396-001,R01,.5,18,740,12
2396-001,R02,.4,10,740,12
2396-001,R03,.5,11,730,11
2397-001,R01,.3,4,630,15
2397-001,R02,.2,3,620,14
2397-001,R03,.3,2,620,16
2398-001,R01,.1,14,720,11
2398-001,R02,1.4,12,660,14
2398-001,R03,1.2,14,640,11
2399-001,R01,0,2,650,17
2399-001,R02,,,,
2399-001,R03,,,,
2399-004,R01,.3,2,630,16
2400-001,R01,.1,16,680,14
2401-001,R01,,,,
2401-001,R02,1.6,7,640,13
2401-001,R03,2.1,7,670,12
2402-001,R01,29.2,16,650,17
2402-001,R02,29.1,26,670,13
2403-001,R01,4.3,6,650,13
2403-001,R02,4.2,2,680,12
2404-001,R01,1,38,630,12
2404-001,R02,.6,10,690,18
2404-001,R03,.2,20,720,12
2404-003,R01,,,,
2405-001,R01,3.4,8,700,13
2406-001,R01,.2,12,740,11
2406-003,R01,.7,20,670,11
2406-005,R01,3.7,11,850,12
2406-005,R02,.7,19,770,12
2407-001,R01,.6,8,690,15
2407-001,R02,.5,8,690,15
2407-003,R01,,,,
2408-001,R01,1.2,10,780,12
2408-001,R02,0,11,760,12
2409-001,R01,0,4,680,14
2409-001,R02,.1,7,670,12
2409-001,R03,1.1,6,640,14
2410-002,R01,0,3,780,18
2411-001,R01,1.1,11,640,11
2411-001,R02,1,8,660,11
2412-001,R01,.1,16,770,15
2412-001,R02,.1,16,770,14
2412-001,R03,.1,14,790,12
2413-001,R01,1,2,670,15
2413-001,R02,.9,7,680,14
2414-001,R01,0,6,790,12
2414-001,R02,.4,13,760,11
2414-001,R03,.4,13,760,12
2415-001,R01,.7,5,650,12
2415-001,R02,.7,5,650,13
2416-001,R01,.1,8,770,17
2416-001,R02,.1,5,780,12
2417-001,R01,18.4,5,690,12
2417-001,R02,18.1,6,680,15
2419-001,R01,20,3,630,13
2419-001,R02,20,3,630,13
2419-002,R01,0,7,660,12
2419-002,R02,0,7,660,12
2419-002,R03,.9,13,690,11
2420-001,R01,0,9,790,13
2420-001,R02,0,10,790,14
2420-001,R03,.1,7,780,15
2420-001,R04,0,10,790,13
2421-001,R01,0,3,650,13
2422-001,R01,0,11,840,13
2422-001,R02,.4,5,800,17
2422-003,R01,.5,5,810,17
2422-003,R02,.8,11,840,12
2423-001,R01,0,7,690,13
2423-001,R02,.2,6,690,13
2424-001,R01,2.3,9,810,17
2425-001,R01,.4,5,690,14
2425-001,R02,0,3,680,12
2426-001,R01,34.8,8,720,16
2427-001,R01,1.1,7,660,12
2427-001,R02,1.3,7,660,12
2429-001,R01,.5,7,680,14
2429-001,R02,.5,7,690,14
2430-001,R01,.2,15,830,12
2430-001,R02,.2,9,800,16
2430-001,R03,.1,13,810,13
2430-003,R01,0,4,860,15
2431-001,R01,1.2,5,640,14
2432-001,R01,.1,12,820,14
2432-001,R02,.1,11,840,13
2432-001,R03,.1,11,840,12
2434-001,R01,.2,8,800,12
2434-001,R02,0,6,790,14
2436-001,R01,0,6,800,16
2436-001,R02,.2,10,810,14
2438-001,R01,1.1,6,860,13
2438-001,R02,.1,8,810,12
2438-003,R01,1.3,12,860,13
2439-001,R01,.1,7,1120,13
2439-001,R02,.6,4,1170,12
2440-001,R01,.3,11,790,14
2440-001,R02,.3,10,790,14
2440-001,R03,1.4,3,820,14
2441-001,R01,1.5,4,670,14
2442-001,R01,.1,5,740,13
2442-001,R02,.4,5,730,12
2444-001,R01,0,4,640,14
2446-001,R01,33.7,1,720,18
2446-001,R02,33.7,1,720,16
2448-001,R01,1.7,4,740,15
2448-001,R02,1.7,3,750,13
2448-001,R03,1.8,4,740,17
2448-001,R04,2.4,6,750,15
2448-001,R05,2,4,760,12
2448-002,R01,.1,6,730,13
2450-001,R01,.4,6,750,15
2450-003,R01,.6,6,750,13
2450-003,R02,.7,5,750,13
2450-003,R03,0,3,750,12
2451-002,R01,.2,5,680,16
2452-001,R01,.5,5,730,13
2454-001,R01,.1,5,750,13
2454-001,R02,5,4,820,13
2456-001,R01,0,5,690,13
2456-003,R01,5.4,5,720,18
2459-001,R01,1.4,10,840,11
2460-001,R01,.1,2,720,13
2461-001,R01,,,,
2461-001,R02,,,,
2461-001,R03,,,,
2461-001,R04,,,,
2461-001,R05,,,,
2462-001,R01,.4,4,760,15
2462-001,R02,1.2,3,750,12
2464-001,R01,0,3,740,13
2464-001,R02,0,3,740,13
2465-002,R01,.2,7,760,13
2465-002,R02,.7,10,680,13
2465-003,R01,47.8,3,640,13
2466-001,R01,.5,7,740,14
2467-001,R01,.4,9,810,12
2467-001,R02,.1,9,810,12
2468-001,R01,.1,6,730,13
2469-001,R01,0,11,810,12
2469-001,R02,1,18,810,12
2470-001,R01,.3,5,720,18
2471-002,R01,.5,15,720,12
2471-002,R02,.4,18,730,12
2473-001,R01,0,10,810,12
2473-001,R02,.3,7,790,12
2474-001,R01,0,3,640,15
2474-001,R02,0,3,640,15
2474-001,R03,.1,4,650,13
2475-001,R01,.2,22,900,11
2475-001,R02,12.6,12,610,11
2476-001,R01,,,,
2477-001,R01,.1,12,780,15
2477-001,R02,1.2,19,800,12
2477-002,R01,,,,
2477-002,R02,,,,
2477-002,R03,,,,
2478-002,R01,0,8,1140,13
2479-001,R01,.7,27,770,13
2479-001,R02,.8,27,740,13
2479-001,R03,,,,
2480-001,R01,3.3,13,1080,15
2481-001,R01,1.3,8,710,12
2481-001,R02,1.4,7,700,12
2482-001,R01,,,,
2483-001,R01,1.6,13,780,11
2483-001,R02,1,18,810,11
2484-001,R01,,,,
2484-003,R01,.8,23,1200,12
2484-003,R02,1.7,20,1260,12
2484-003,R03,1.1,24,1180,11
2484-003,R04,,,,
2485-001,R01,2.5,6,660,14
2487-001,R01,.9,6,660,14
2487-001,R02,.6,21,690,12
2489-001,R01,0,7,820,12
2489-001,R02,.6,6,790,11
2490-001,R01,34.7,2,700,13
2491-001,R01,.1,7,830,12
2492-001,R01,,,,
2496-001,R01,.3,5,570,17
2496-001,R02,.4,9,590,13
2496-001,R03,.4,11,590,13
2496-001,R04,,,,
2496-001,R05,,,,
2496-001,R06,,,,
2496-001,R07,,,,
2497-003,R01,.2,17,1010,12
2497-003,R02,.1,16,1010,12
2498-001,R01,,,,
2498-001,R02,,,,
2499-001,R01,,,,
2500-001,R01,0,19,730,12
2501-001,R01,,,,
2501-001,R02,2.1,28,1150,14
2502-001,R01,2.2,2,600,13
2502-001,R02,3,5,630,14
2503-001,R01,14.2,10,1110,13
2504-001,R01,.4,3,630,12
2505-001,R01,0,23,540,11
2505-001,R02,.1,23,540,11
2506-001,R01,.6,1,610,15
2506-001,R02,.4,5,640,13
2508-001,R01,1,1,600,15
2508-001,R02,.5,4,640,13
2509-001,R01,.1,15,880,11
2509-001,R02,.1,14,890,11
2509-001,R03,.1,14,890,11
2509-001,R04,.1,16,880,11
2509-001,R05,1,26,770,11
2509-001,R06,1,27,750,11
2511-001,R01,,,,
2511-001,R02,5.4,7,910,16
2512-001,R01,.6,5,620,14
2512-001,R02,.4,4,630,13
2512-001,R03,.7,4,630,17
2512-001,R04,.2,2,610,14
2513-001,R01,3.1,11,950,11
2514-001,R01,.5,1,610,15
2515-001,R01,.1,21,580,12
2515-001,R02,.7,19,550,13
2516-001,R01,.5,3,630,12
2516-001,R02,.4,1,610,18
2516-003,R01,2.1,8,770,12
2517-002,R01,.3,14,1100,12
2517-002,R02,.2,14,1090,13
2518-001,R01,.8,1,610,15
2519-001,R01,,,,
2519-001,R02,,,,
2520-001,R01,.4,3,610,13
2520-001,R02,.9,1,630,17
2521-001,R01,,,,
2521-002,R01,.8,7,760,12
2522-001,R01,.2,5,610,12
2522-001,R02,.5,6,630,13
2522-001,R03,1,30,680,12
2524-001,R01,.9,26,680,12
2524-001,R02,1,3,610,14
2524-001,R03,1.2,6,610,15
2525-001,R01,.2,7,870,15
2525-001,R02,.1,7,870,13
2525-001,R03,.1,7,870,13
2526-001,R01,0,5,620,15
2526-001,R02,1,16,660,11
2526-001,R03,.1,4,620,15
2526-001,R04,.1,4,620,14
2527-001,R01,6.5,25,1170,11
2527-001,R02,8,20,1200,11
2528-001,R01,.5,3,610,13
2528-001,R02,.5,1,610,15
2529-001,R01,.3,5,1060,12
2529-001,R02,1,13,1030,12
2529-003,R01,1.1,19,1030,12
2529-003,R02,2.2,7,1030,14
2530-001,R01,.7,3,610,13
2530-001,R02,.7,2,610,15
2530-001,R03,1,33,710,11
2530-001,R04,.9,10,650,12
2531-001,R01,.1,11,1060,16
2531-001,R02,.1,12,1060,13
2531-003,R01,.9,8,980,13
2532-001,R01,.8,3,610,12
2533-001,R01,1.4,8,1050,13
2533-001,R02,.1,9,1030,14
2534-001,R01,.9,4,700,14
2534-001,R02,.5,2,700,13
2535-002,R01,5.3,5,1050,12
2536-001,R01,0,3,710,13
2536-001,R02,.4,3,720,13
2536-001,R03,0,4,710,13
2537-001,R01,.4,9,1080,12
2538-001,R01,0,5,690,14
2539-001,R01,11.1,23,1040,13
2539-001,R02,.7,6,1070,12
2539-001,R03,.7,6,1070,12
2540-001,R01,.4,0,720,14
2541-001,R01,,,,
2542-004,R01,.5,3,680,14
2542-004,R02,.1,5,680,14
2543-001,R01,.7,11,1050,13
2544-002,R01,.4,1,710,13
2544-002,R02,.2,3,710,15
2545-001,R01,.1,11,1040,11
2545-001,R02,0,10,1040,11
2545-002,R01,3.8,13,1030,14
2546-001,R01,1.8,4,700,12
2547-001,R01,.5,5,1110,12
2548-001,R01,.4,7,690,13
2548-001,R02,.3,4,680,13
2549-002,R01,.6,9,1080,12
2550-001,R01,.5,2,720,14
2550-001,R02,.5,3,690,13
2551-001,R01,.2,9,1080,13
2552-001,R01,.9,4,700,14
2552-001,R02,.4,4,680,15
2552-003,R01,.9,4,700,14
2553-001,R01,4.2,13,1080,13
2554-003,R01,.2,4,680,13
2554-003,R02,.5,4,670,12
2555-001,R01,0,11,1030,12
2555-001,R02,1.4,5,1060,12
2556-001,R01,.4,5,690,14
2557-001,R01,3.6,3,880,13
2557-001,R02,5.5,21,940,11
2557-002,R01,0,9,1090,12
2558-001,R01,.6,2,690,12
2558-001,R02,.1,5,710,14
2558-001,R03,0,2,710,13
2558-001,R04,.6,3,690,12
2559-001,R01,3.8,5,1100,12
2559-001,R02,3.9,8,1070,13
2559-001,R03,4.8,10,1030,12
2560-002,R01,.8,3,690,13
2560-002,R02,.2,3,710,13
2560-002,R03,.5,3,700,15
2561-001,R01,0,21,740,12
2562-002,R01,1.1,3,710,13
2562-002,R02,1.1,3,710,13
2563-001,R01,1.1,13,760,11
2564-001,R01,0,6,690,12
2565-002,R01,.1,27,710,10
2565-002,R02,.2,28,700,11
2566-001,R01,.8,1,730,14
2566-001,R02,2.1,1,720,14
2566-001,R03,1.7,2,730,14
2567-002,R01,0,9,730,12
2567-002,R02,.7,14,760,12
2568-001,R01,.2,8,770,12
2568-001,R02,.4,12,780,12
2568-001,R03,.5,4,750,13
2568-001,R04,2.1,3,730,15
2568-004,R01,.4,6,770,13
2569-001,R01,1.3,30,590,10
2569-001,R02,3.8,14,700,13
2569-001,R03,4,26,730,12
2571-001,R01,,,,
2572-001,R01,1.5,1,730,14
2573-001,R01,.8,28,520,11
2574-001,R01,.3,2,750,14
2574-001,R02,1.3,2,730,15
2574-001,R03,.6,3,740,13
2574-001,R04,1.5,3,740,15
2575-001,R01,.8,16,760,11
2576-001,R01,0,8,780,14
2576-001,R02,.1,7,770,14
2576-001,R03,.1,7,770,14
2576-001,R04,.2,7,770,15
2576-001,R05,1.8,1,730,16
2576-001,R06,1.9,1,730,17
2577-001,R01,,,,
2578-001,R01,0,3,760,14
2578-001,R02,1.8,2,730,15
2579-001,R01,1.3,45,700,10
2581-001,R01,.5,46,380,11
2581-001,R02,.4,24,410,10
2582-001,R01,.2,8,770,12
2583-001,R01,.1,6,290,14
2583-001,R02,.1,8,290,13
2584-001,R01,186.3,1,720,14
2585-001,R01,.1,20,340,11
2586-002,R01,1.2,3,740,14
2587-001,R01,,,,
2587-001,R02,0,14,390,12
2587-001,R03,3.2,13,370,11
2587-002,R01,.3,32,780,10
2587-002,R02,.2,16,710,14
2587-002,R03,1.1,45,600,12
2588-001,R01,36.2,1,730,19
2588-001,R02,37.2,2,750,14
2589-001,R01,.1,5,280,17
2589-002,R01,0,5,280,15
2590-001,R01,1.4,1,730,16
2590-001,R02,.7,3,740,14
2591-003,R01,1.3,16,660,11
2591-003,R02,.6,13,730,13
2591-003,R03,.1,25,700,10
2592-001,R01,1.3,2,730,15
2592-001,R02,0,3,750,13
2593-001,R01,.3,5,560,13
2593-001,R02,.2,5,550,16
2593-001,R03,.1,5,560,13
2594-001,R01,.2,8,770,12
2594-001,R02,.5,32,830,12
2594-001,R03,.2,7,760,12
2594-002,R01,.3,1,730,14
2594-002,R02,.8,2,730,13
2595-001,R01,0,6,550,13
2595-001,R02,.1,6,560,12
2595-001,R03,.2,7,560,15
2595-001,R04,.3,4,560,14
2596-001,R01,1.1,3,750,14
2597-001,R01,.1,5,570,13
2597-001,R02,.1,6,570,13
2597-001,R03,.2,6,570,13
2598-001,R01,2.3,2,650,14
2598-001,R02,2.2,1,650,14
2598-001,R03,2.6,3,650,14
2598-001,R04,2.6,1,640,15
2599-001,R01,.1,4,570,12
2599-001,R02,.2,5,580,12
2600-001,R01,2,1,640,15
2600-001,R02,2.2,1,650,14
2601-001,R01,.4,5,590,12
2601-001,R02,.6,5,580,12
2601-001,R03,.1,3,580,13
2602-001,R01,1.7,2,640,16
2602-001,R02,.6,2,650,14
2603-001,R01,0,4,560,12
2603-001,R02,0,4,560,12
2603-001,R03,.1,3,560,12
2604-001,R01,0,2,660,15
2604-001,R02,1.2,3,650,14
2604-001,R03,1.1,2,660,15
2604-003,R01,.3,2,660,14
2605-001,R01,.2,2,550,15
2605-001,R02,.3,5,560,13
2606-001,R01,0,1,650,14
2607-002,R01,0,6,560,13
2607-002,R02,.2,5,550,12
2608-002,R01,.1,1,660,13
2608-002,R02,.8,4,660,17
2608-002,R03,.9,3,660,14
2609-002,R01,.2,5,550,14
2609-002,R02,.2,5,550,14
2610-001,R01,0,1,660,15
2610-001,R02,.1,2,660,15
2611-001,R01,.4,5,550,13
2611-001,R02,.1,3,550,13
2612-001,R01,,,,
2612-001,R02,.9,2,660,15
2612-001,R03,.6,2,660,14
2613-001,R01,0,3,580,13
2613-001,R02,.3,5,580,12
2613-001,R03,.4,5,580,13
2613-001,R04,.4,5,580,13
2613-001,R05,.4,5,590,12
2614-001,R01,1.4,3,650,14
2614-001,R02,1.9,2,660,14
2614-001,R03,1.9,2,660,18
2614-001,R04,.9,1,660,15
2614-001,R05,1.5,1,660,14
2615-001,R01,.1,3,550,12
2615-001,R02,.1,4,560,13
2616-001,R01,0,2,660,16
2616-001,R02,.7,2,650,13
2616-003,R01,.8,3,650,15
2618-001,R01,.3,2,660,16
2618-001,R02,.1,1,660,13
2619-001,R01,.1,3,560,13
2619-001,R02,1.8,2,530,14
2619-001,R03,1.8,2,530,13
2620-001,R01,0,3,660,13
2620-002,R01,.2,2,650,18
2620-002,R02,0,1,650,13
2621-001,R01,0,7,570,13
2622-001,R01,.4,2,650,13
2622-001,R02,.4,4,650,13
2623-001,R01,.5,7,570,13
2623-001,R02,2.2,3,540,13
2624-002,R01,0,2,660,14
2624-002,R02,.1,2,660,15
2624-002,R03,.1,2,660,13
2625-001,R01,.3,4,700,13
2626-001,R01,,,,
2626-006,R01,,,,
2626-006,R02,,,,
2626-006,R03,,,,
2627-001,R01,.5,1,700,14
2627-001,R02,.4,5,690,13
2628-001,R01,,,,
2629-002,R01,.8,2,700,13
2630-001,R01,.5,2,730,14
2630-001,R02,.6,1,730,16
2630-001,R03,.5,2,730,14
2631-001,R01,,,,11
2632-001,R01,.4,1,740,13
2632-001,R02,.1,1,730,17
2632-001,R03,9.800000000000001,3,720,13
2632-001,R04,0,3,730,15
2633-001,R01,1.7,1,710,14
2634-001,R01,.8,3,730,17
2634-001,R02,1,3,740,12
2634-001,R03,0,2,740,14
2635-001,R01,.1,4,710,13
2635-001,R02,.5,2,700,12
2635-003,R01,1.5,2,710,14
2635-003,R02,1.4,2,710,14
2635-003,R03,.4,5,690,13
2636-001,R01,0,1,730,14
2636-001,R02,.5,3,730,14
2637-001,R01,.1,5,690,13
2637-001,R02,.1,4,700,12
2637-001,R03,.2,2,690,13
2637-001,R04,.4,6,690,13
2638-001,R01,.6,1,720,14
2638-001,R02,0,2,720,13
2639-001,R01,.9,3,700,13
2639-001,R02,1.3,2,700,16
2639-001,R03,.6,2,690,13
2640-001,R01,.1,2,740,13
2640-001,R02,4.6,1,710,15
2641-001,R01,1.7,2,700,16
2641-001,R02,.3,1,700,13
2641-001,R03,.4,2,700,14
2642-002,R01,0,3,740,15
2642-002,R02,.4,1,740,15
2643-001,R01,.7,2,660,25
2644-002,R01,0,3,730,14
2645-001,R01,1.3,2,710,14
2645-001,R02,1.1,3,710,13
2645-001,R03,.9,1,700,14
2645-001,R04,.9,3,700,13
2646-001,R01,0,3,730,13
2648-001,R01,1.2,2,740,14
2648-001,R02,0,1,730,14
2648-001,R03,1.2,3,740,16
2649-001,R01,.6,4,690,13
2649-001,R02,1,3,700,14
2649-001,R03,1,3,700,14
2650-001,R01,0,3,740,15
2650-001,R02,1.1,2,730,15
2650-001,R03,3,2,710,16
2651-002,R01,.7,5,670,13
2651-002,R02,.4,5,680,12
2651-002,R03,1.7,1,700,15
2652-001,R01,0,2,730,15
2652-001,R02,.5,1,730,15
2652-002,R01,.5,1,730,14
2652-002,R02,0,2,730,14
2653-001,R01,,,,
2654-001,R01,.1,2,740,13
2654-001,R02,2.9,4,750,15
2654-001,R03,2.4,2,720,18
2654-001,R04,1.2,2,730,14
2655-002,R01,.6,3,660,13
2656-001,R01,0,2,730,13
2656-001,R02,.2,1,730,14
2656-001,R03,.9,1,730,16
2657-001,R01,.6,2,710,15
2657-001,R02,0,1,710,14
2657-001,R03,0,1,710,14
2658-001,R01,.2,2,730,15
2658-001,R02,0,2,740,16
2659-001,R01,.3,2,720,17
2659-001,R02,0,1,720,15
2661-001,R01,0,1,720,18
2661-001,R02,.1,1,720,16
2661-001,R03,.1,1,720,17
2662-001,R01,2,3,170,14
2662-001,R02,2,1,130,13
2662-001,R03,1.1,1,170,14
2662-001,R04,1.1,1,170,14
2662-002,R01,1.4,2,80,14
2662-002,R02,,,,
2662-002,R03,.7,2,80,15
2663-001,R01,0,1,720,16
2663-001,R02,.6,1,720,14
2664-001,R01,.2,0,130,14
2664-001,R02,.1,2,130,13
2665-001,R01,.3,2,710,14
2665-001,R02,0,1,710,13
2666-001,R01,.2,0,130,14
2666-001,R02,.1,1,140,15
2666-003,R01,3.7,4,160,21
2666-003,R02,.3,1,130,15
2667-001,R01,.1,1,710,14
2667-001,R02,.1,1,710,14
2667-001,R03,.1,2,710,15
2668-001,R01,2.6,2,170,13
2668-001,R02,2.6,2,180,13
2668-001,R03,2.4,3,180,14
2669-001,R01,0,2,710,14
2669-001,R02,.3,1,710,17
2670-001,R01,2,3,160,13
2670-001,R02,1,1,130,15
2671-001,R01,0,1,720,14
2671-001,R02,.6,1,720,17
2672-001,R01,.3,2,150,17
2672-001,R02,1,2,160,13
2673-001,R01,.1,1,710,15
2673-001,R02,0,2,710,14
2674-002,R01,.5,2,140,13
2674-002,R02,.6,2,140,14
2674-002,R03,2.5,3,160,13
2675-001,R01,1.1,2,720,14
2675-001,R02,0,1,710,16
2675-001,R03,.7,1,710,15
2676-001,R01,.1,1,150,17
2676-001,R02,.2,4,150,14
2676-001,R03,.5,1,150,15
2676-004,R01,.7,3,160,15
