HHID,case_id,qx_type,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
1092,206016260092,Panel B,1,20601626,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Truck / Bus / Minibus,,400,9600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1092,206016260092,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,206016260104,Panel B,1,20601626,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,On Foot,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1102,206016260104,Panel B,1,20601626,Yes,CAN,,10,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,206016260104,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,50,Kilogram,,On Foot,,0,5300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1102,206016260104,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,206016260116,Panel B,1,20601626,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Own Bicycle or Oxcart,,200,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1108,206016260116,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,50,Kilogram,,Own Bicycle or Oxcart,,200,5200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1108,206016260116,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,206016260139,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,200,Kilogram,,Bicycle Taxi,,50,19940,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1096,206016260139,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,206016260139,Panel B,1,20601626,Yes,UREA,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2000,Kilogram,,Bicycle Taxi,,50,19200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1116,206016260151,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,206016260151,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,2800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1116,206016260151,Panel B,1,20601626,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,25,Kilogram,,On Foot,,0,2650,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1104,206016260163,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,206016260163,Panel B,1,20601626,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N07,1,50 kg bag,,Own Bicycle or Oxcart,,0,1700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1088,206016260175,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1088,206016260175,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,206016260175,Panel B,1,20601626,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1098,206016260210,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,206016260210,Panel B,1,20601626,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,206016260210,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,206016260222,Panel B,1,20601626,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,10400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1110,206016260222,Panel B,1,20601626,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,75,Kilogram,,Own Bicycle or Oxcart,,0,7200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1110,206016260222,Panel B,1,20601626,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,206023630017,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,300,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,6,50 kg bag,,Own Bicycle or Oxcart,,0,28800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1132,206023630017,Panel B,1,20602363,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Own Bicycle or Oxcart,,0,14100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1132,206023630017,Panel B,1,20602363,Yes,CAN,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Own Bicycle or Oxcart,,0,13500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1132,206023630017,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,10,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,10,Ox cart,
1146,206023630037,Panel B,1,20602363,Yes,UREA,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,Yes,5,5 kg bag,,N03,,0,No,,,,,,,
1146,206023630037,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1146,206023630037,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,206023630057,Panel B,1,20602363,Yes,CAN,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,3,50 kg bag,,Own Bicycle or Oxcart,,0,14400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1136,206023630057,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,30,Ox cart,,"Yes, The Figures Matched",No,Yes,N05,30,Ox cart,,Own Bicycle or Oxcart,,0,6000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,No,,,
1136,206023630057,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,1800,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,15,50 kg bag,,Own Bicycle or Oxcart,,0,8500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1136,206023630057,Panel B,1,20602363,Yes,UREA,,1100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,11,50 kg bag,,Own Bicycle or Oxcart,,0,55000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1134,206023630097,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,300,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,5,50 kg bag,,Own Bicycle or Oxcart,,0,25000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1134,206023630097,Panel B,1,20602363,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1134,206023630097,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,44,Ox cart,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,206023630116,Panel B,1,20602363,Yes,UREA,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Own Bicycle or Oxcart,,0,17100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1142,206023630116,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,206023630116,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,3,50 kg bag,,Own Bicycle or Oxcart,,0,17400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1128,206023630136,Panel B,1,20602363,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,206023630215,Panel B,1,20602363,Yes,CAN,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,150,Kilogram,,Own Bicycle or Oxcart,,0,10500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1130,206023630215,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,206023630215,Panel B,1,20602363,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,100,Kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1130,206023630215,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,250,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,250,Kilogram,,Own Bicycle or Oxcart,,0,22500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1126,206023630275,Panel B,1,20602363,Yes,CAN,,1100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1100,Kilogram,,Own Bicycle or Oxcart,,0,99000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1126,206023630275,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,206023630275,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,1500,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1500,Kilogram,,Own Bicycle or Oxcart,,0,165000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1140,206023630295,Panel B,1,20602363,Yes,UREA,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,200,Kilogram,,Own Bicycle or Oxcart,,0,20800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1140,206023630295,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,200,Kilogram,,Own Bicycle or Oxcart,,0,19200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1140,206023630295,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,206023630334,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Ox cart,,No,,,
1124,206023630334,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1124,206023630334,Panel B,1,20602363,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,206023630354,Panel B,1,20602363,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,206023630354,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,206023630354,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,206023630414,Panel B,1,20602363,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,206023630414,Panel B,1,20602363,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,1,50 kg bag,,Own Bicycle or Oxcart,,0,4100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1164,206030900002,Panel B,1,20603090,Yes,UREA,,550,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,550,Kilogram,,Own Bicycle or Oxcart,,0,66000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1164,206030900002,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,600,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,600,Kilogram,,Own Bicycle or Oxcart,,0,72000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1164,206030900002,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,206030900017,Panel B,1,20603090,Yes,UREA,,20,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,20,Kilogram,,Bicycle Taxi,,0,4000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1150,206030900017,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,206030900031,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,206030900031,Panel B,1,20603090,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,206030900046,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,60,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,60,Kilogram,
1172,206030900060,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,206030900060,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"No, The Entries In Ag-Module AG_C1, And Question 1 Of Ag-Module F Were Adjusted",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1158,206030900074,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,206030900074,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,5,5 kg bag,,Own Bicycle or Oxcart,,0,600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1158,206030900074,Panel B,1,20603090,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,1,50 kg bag,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1152,206030900103,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,5,Ox cart,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,5,Ox cart,
1148,206030900161,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,206030900161,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,206030900161,Panel B,1,20603090,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Bicycle Taxi,,100,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1170,206030900175,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,206030900175,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,206030900175,Panel B,1,20603090,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1154,206030900189,Panel B,1,20603090,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,206030900218,Panel B,1,20603090,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,206030900233,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,0,5700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1160,206030900233,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,206030900233,Panel B,1,20603090,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1160,206030900233,Panel B,1,20603090,Yes,CAN,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,2,50 kg bag,,On Foot,,0,10500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1168,206030900247,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,206030900247,Panel B,1,20603090,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,206030900247,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,15,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,15,Kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1174,206030900276,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,206030900276,Panel B,1,20603090,Yes,UREA,,50,Gram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1166,206030900290,Panel B,1,20603090,Yes,UREA,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1166,206030900290,Panel B,1,20603090,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,206030900290,Panel B,1,20603090,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,206030900290,Panel B,1,20603090,Yes,CAN,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N03,1,50 kg bag,,Own Bicycle or Oxcart,,0,5300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1175,206035330008,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,206035330008,Panel A,1,20603533,Yes,UREA,,12.5,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,50 kg bag,,N01,,0,No,,,,,,,
1175,206035330008,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,150,Kilogram,,"Yes, The Figures Matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,50 kg bag,,N01,,0,No,,,,,,,
1155,206035330017,Panel A,1,20603533,Yes,UREA,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1155,206035330017,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,25,Kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1155,206035330017,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,206035330026,Panel A,1,20603533,Yes,CAN,,200,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,200,Kilogram,,On Foot,,0,9600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1159,206035330026,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,206035330026,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,350,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,350,Kilogram,,On Foot,,0,33800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1159,206035330026,Panel A,1,20603533,Yes,UREA,,325,Kilogram,,"Yes, The Figures Matched",No,Yes,N01,325,Kilogram,,On Foot,,0,16450,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1173,206035330045,Panel A,1,20603533,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,206035330054,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,206035330054,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,N04,1,50 kg bag,,On Foot,,0,9000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1181,206035330054,Panel A,1,20603533,Yes,UREA,,50,Kilogram,,"Yes, The Figures Matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,206035330091,Panel A,1,20603533,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,N02,1,50 kg bag,,On Foot,,0,5800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
1153,206035330091,Panel A,1,20603533,Yes,ORGANIC FERTILIZER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
