occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
2,1534-003,PANEL B,Panel B - 2 Visits,R02,GNUTS,RG01,25,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1534-004,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.25,ACRE,.20999999,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1534-005,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,.25,ACRE,.2,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1535-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.91000003,,10,CLEAR / SUNNY
2,1535-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,.5,ACRE,.50999999,,11,
3,1535-001,PANEL A,Panel A - 2 Visits,R03,PEAS,RG03,.5,ACRE,.55000001,,12,
1,1536-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2.5,ACRE,1,,10,CLEAR / SUNNY
2,1536-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,.079999998,,11,CLEAR / SUNNY
3,1536-001,PANEL B,Panel B - 2 Visits,R03,GROUNDNUTS,RG01,.5,ACRE,.23999999,,11,CLEAR / SUNNY
1,1537-002,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.80000001,ACRE,.77999997,,11,CLEAR / SUNNY
1,1539-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.58,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1540-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,0,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1540-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,0,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,1540-001,PANEL B,Panel B - 2 Visits,R03,SOYABEAN,RG03,.25,ACRE,0,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1540-002,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,.41999999,,11,CLEAR / SUNNY
2,1540-002,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,0,,11,CLEAR / SUNNY
3,1540-002,PANEL B,Panel B - 2 Visits,R03,GROUNDNUTS,RG03,.25,ACRE,0,,11,CLEAR / SUNNY
1,1541-002,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,.75,ACRE,.1,,10,CLEAR / SUNNY
2,1541-002,PANEL A,Panel A - 2 Visits,R02,LOCAL,RG02,1.75,ACRE,1.75,,10,CLEAR / SUNNY
1,1542-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.66000003,,9,COMPLETELY CLOUDY
2,1542-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,.63999999,,11,COMPLETELY CLOUDY
1,1543-002,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.25,ACRE,1.59,,21,MOSTLY CLEAR / MOSTLY SUNNY
1,1544-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.47999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,1544-001,PANEL B,Panel B - 2 Visits,R02,HYBRID RECYCLED,RG02,1.5,ACRE,.51999998,,8,CLEAR / SUNNY
1,1545-001,PANEL A,Panel A - 2 Visits,R01,HYBRID RECYCLED,RG01,2,ACRE,.81,,11,CLEAR / SUNNY
2,1545-001,PANEL A,Panel A - 2 Visits,R02,LOCAL MAIZE,RG02,3,ACRE,.97000003,,12,CLEAR / SUNNY
1,1546-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.75,ACRE,.44,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1547-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,3,ACRE,3.51,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1547-001,PANEL A,Panel A - 2 Visits,R02,SWEET POTATO,RG02,1.5,ACRE,1.52,,10,CLEAR / SUNNY
1,1547-003,PANEL A,Panel A - 2 Visits,R01,BINYA,RG01,2,ACRE,,TOO FAR,,
2,1547-003,PANEL A,Panel A - 2 Visits,R02,KAZANGAZA,RG02,2,ACRE,,TOO FAR,,
3,1547-003,PANEL A,Panel A - 2 Visits,R03,NAUDZU,RG03,1,ACRE,,TOO FAR,,
1,1548-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2.5,ACRE,1.45,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1548-001,PANEL B,Panel B - 2 Visits,R02,GNUTS,RG01,.5,ACRE,1.03,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1549-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,1,,10,CLEAR / SUNNY
1,1550-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.62,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1551-002,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1,ACRE,1.17,,23,CLEAR / SUNNY
1,1551-004,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.03,,28,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1551-004,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG01,1.5,ACRE,1.38,,28,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1552-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.52999997,,13,CLEAR / SUNNY
1,1553-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.3,ACRE,1.35,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1553-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,1,ACRE,.52999997,,10,CLEAR / SUNNY
1,1554-001,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1,ACRE,.58999997,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1555-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.47,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1555-002,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.64999998,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1556-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.44,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1556-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.0099999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1557-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.75,,10,CLEAR / SUNNY
1,1558-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,.73000002,,9,COMPLETELY CLOUDY
2,1558-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,2,ACRE,1.41,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1559-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,3.28,,32,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1559-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG01,.2,ACRE,.38999999,,32,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1560-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.05,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1560-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.5,ACRE,1.05,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1561-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.98000002,ACRE,.72000003,,11,CLEAR / SUNNY
2,1561-001,PANEL A,Panel A - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,.85000002,,10,CLEAR / SUNNY
1,1562-002,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,2.0999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1563-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1,ACRE,.86000001,,12,CLEAR / SUNNY
1,1564-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.85000002,,21,CLEAR / SUNNY
2,1564-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,1.02,,21,CLEAR / SUNNY
1,1565-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.2,,10,CLEAR / SUNNY
1,1566-001,PANEL B,Panel B - 2 Visits,R01,MAIZE PLOT,RG01,.30000001,ACRE,.57999998,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1566-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS PLOT,RG02,.2,ACRE,.13,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1566-001,PANEL B,Panel B - 2 Visits,R03,MAIZE PLOT,RG03,.1,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1567-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.3,,24,MOSTLY CLEAR / MOSTLY SUNNY
1,1568-002,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,3,ACRE,1,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1568-002,PANEL B,Panel B - 2 Visits,R02,GNUTS,RG02,1,ACRE,.34,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1569-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.69999999,,11,CLEAR / SUNNY
2,1569-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.17,,12,CLEAR / SUNNY
3,1569-001,PANEL A,Panel A - 2 Visits,R03,LOCAL MAIZE,RG03,1,ACRE,1.1900001,,11,CLEAR / SUNNY
1,1570-001,PANEL B,Panel B - 2 Visits,R01,LOCAL M,RG01,1,ACRE,.5,,10,CLEAR / SUNNY
2,1570-001,PANEL B,Panel B - 2 Visits,R02,HYBRID M,RG02,.5,ACRE,1,,10,CLEAR / SUNNY
1,1570-401,PANEL B,Panel B - Combined Visit,R01,LOCAL MAIZE,RG01,1,ACRE,1.12,,9,CLEAR / SUNNY
2,1570-401,PANEL B,Panel B - Combined Visit,R02,GROUNDNUTS,RG01,.25,ACRE,.28999999,,10,CLEAR / SUNNY
3,1570-401,PANEL B,Panel B - Combined Visit,R03,SOYA,RG01,.25,ACRE,.15000001,,9,CLEAR / SUNNY
1,1571-002,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,0,,11,CLEAR / SUNNY
1,1572-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.82999998,,8,CLEAR / SUNNY
2,1572-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.5,ACRE,.41,,8,CLEAR / SUNNY
3,1572-001,PANEL B,Panel B - 2 Visits,R03,LOCAL MAIZE,RG03,.5,ACRE,.34,,8,CLEAR / SUNNY
4,1572-001,PANEL B,Panel B - 2 Visits,R04,GROUNDNUTS,RG03,.25,ACRE,.27000001,,8,CLEAR / SUNNY
1,1573-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2.5,ACRE,1.72,,13,CLEAR / SUNNY
2,1573-001,PANEL A,Panel A - 2 Visits,R02,LOCAL MAIZE,RG01,.5,ACRE,.74000001,,13,CLEAR / SUNNY
3,1573-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG02,.5,ACRE,.64999998,,13,CLEAR / SUNNY
1,1574-002,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID,RG01,1.5,ACRE,.94999999,,11,CLEAR / SUNNY
2,1574-002,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,.62,,11,CLEAR / SUNNY
1,1575-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.3,,11,CLEAR / SUNNY
2,1575-001,PANEL A,Panel A - 2 Visits,R02,RICE,RG02,.5,ACRE,.56,,11,CLEAR / SUNNY
3,1575-001,PANEL A,Panel A - 2 Visits,R03,GROUNDNUTS,RG03,.25,ACRE,.34999999,,11,CLEAR / SUNNY
1,1576-001,PANEL B,Panel B - 2 Visits,R01,RECYCLED HYBRID MAIZE,RG01,1.5,ACRE,1.46,,12,CLEAR / SUNNY
2,1576-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.51999998,ACRE,.73000002,,12,CLEAR / SUNNY
3,1576-001,PANEL B,Panel B - 2 Visits,R03,GNUTS,RG03,.69999999,ACRE,.34,,12,CLEAR / SUNNY
4,1576-001,PANEL B,Panel B - 2 Visits,R04,TOBACCO,RG04,.5,ACRE,.54000002,,12,CLEAR / SUNNY
5,1576-001,PANEL B,Panel B - 2 Visits,R05,SOYA BEANS,RG05,.25,ACRE,.23999999,,12,CLEAR / SUNNY
1,1577-001,PANEL A,Panel A - 2 Visits,R01,RECYCLED HYBRID,RG01,1.5,ACRE,1.02,,11,CLEAR / SUNNY
1,1578-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,,,,,,
2,1578-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,,,,,,
1,1580-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,2.05,,32,CLEAR / SUNNY
2,1580-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG01,.5,ACRE,.25,,32,CLEAR / SUNNY
1,1581-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,1.76,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1581-001,PANEL A,Panel A - 2 Visits,R02,SWEET POTATOES,RG02,1,ACRE,.44999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1582-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,3,ACRE,1.48,,12,MOSTLY CLEAR / MOSTLY SUNNY
2,1582-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,1,ACRE,.62,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,1582-001,PANEL B,Panel B - 2 Visits,R03,FINGER MILLET,RG03,1,ACRE,.47999999,,11,CLEAR / SUNNY
1,1582-003,PANEL B,Panel B - 2 Visits,R01,HYBRID RECYCLED,RG01,1,ACRE,.25999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1583-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,2.5,,9,CLEAR / SUNNY
2,1583-001,PANEL A,Panel A - 2 Visits,R02,HYBRID RECYCLED,RG02,1,ACRE,.69999999,,10,CLEAR / SUNNY
1,1584-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1,,12,CLEAR / SUNNY
2,1584-001,PANEL B,Panel B - 2 Visits,R02,GNUTS,RG02,1,ACRE,.73000002,,12,CLEAR / SUNNY
3,1584-001,PANEL B,Panel B - 2 Visits,R03,SOYA BEANS,RG03,.25,ACRE,.14,,12,CLEAR / SUNNY
1,1585-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,2.03,,9,CLEAR / SUNNY
2,1585-001,PANEL A,Panel A - 2 Visits,R02,HYBRID MAIZE,RG02,.37,ACRE,.17,,10,CLEAR / SUNNY
3,1585-001,PANEL A,Panel A - 2 Visits,R03,TOBACCO,RG03,1,ACRE,1.05,,10,CLEAR / SUNNY
4,1585-001,PANEL A,Panel A - 2 Visits,R04,GROUNDNUTS,RG04,.40000001,ACRE,.54000002,,10,CLEAR / SUNNY
1,1586-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.1,,11,CLEAR / SUNNY
2,1586-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.75,,11,CLEAR / SUNNY
1,1587-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.14,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1588-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.37,,21,CLEAR / SUNNY
2,1588-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG01,.25,ACRE,.18000001,,21,CLEAR / SUNNY
1,1589-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,1.55,,12,CLEAR / SUNNY
2,1589-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG01,1,ACRE,1.01,,12,CLEAR / SUNNY
3,1589-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG02,1.5,ACRE,1.25,,12,CLEAR / SUNNY
1,1590-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.38,,11,CLEAR / SUNNY
2,1590-001,PANEL B,Panel B - 2 Visits,R02,HYBRID RECYCLED,RG02,1,ACRE,.5,,11,CLEAR / SUNNY
1,1591-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.80000001,,10,CLEAR / SUNNY
2,1591-001,PANEL A,Panel A - 2 Visits,R02,RECYCLED HYBRID MAIZE,RG02,1.75,ACRE,1.4,,10,CLEAR / SUNNY
1,1592-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1.5,ACRE,1.5,,11,CLEAR / SUNNY
1,1593-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.25,ACRE,.11,,13,CLEAR / SUNNY
1,1594-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.69999999,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1594-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG01,.25,ACRE,.23999999,,12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1595-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.97,,12,CLEAR / SUNNY
2,1595-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG01,1,ACRE,.62,,12,CLEAR / SUNNY
3,1595-001,PANEL A,Panel A - 2 Visits,R03,LOCAL MAIZE,RG02,1.5,ACRE,.47,,12,CLEAR / SUNNY
4,1595-001,PANEL A,Panel A - 2 Visits,R04,GNUTS,RG02,.5,ACRE,.19,,12,CLEAR / SUNNY
1,1595-004,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.0700001,,12,CLEAR / SUNNY
1,1596-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,.72000003,,9,PARTLY CLOUDY / PARTLY SUNNY
2,1596-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG02,1,ACRE,.13,,9,PARTLY CLOUDY / PARTLY SUNNY
1,1596-007,PANEL B,Panel B - Combined Visit,R01,LOCAL MAIZE,RG01,.5,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1596-007,PANEL B,Panel B - Combined Visit,R02,LOCAL MAIZE,RG02,.5,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1597-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.35,,11,CLEAR / SUNNY
1,1599-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.5,ACRE,.5,,10,CLEAR / SUNNY
2,1599-001,PANEL A,Panel A - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,1.1,,10,CLEAR / SUNNY
1,1600-001,PANEL B,Panel B - 2 Visits,R01,HYBRID M,RG01,.5,ACRE,.68000001,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1600-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG01,.5,ACRE,.28999999,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1600-001,PANEL B,Panel B - 2 Visits,R03,GREEN PAPER,RG01,.25,ACRE,.039999999,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1601-001,PANEL A,Panel A - Combined Visit,R01,KUNGAIZI,RG01,2,ACRE,,TOO FAR,,
2,1601-001,PANEL A,Panel A - Combined Visit,R02,KU MISSION,RG02,1,ACRE,,TOO FAR,,
3,1601-001,PANEL A,Panel A - Combined Visit,R03,PAKHOMO,RG03,.25,ACRE,,TOO FAR,,
4,1601-001,PANEL A,Panel A - Combined Visit,R04,KUNGAIZI,RG04,2,ACRE,,TOO FAR,,
1,1602-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.30000001,,28,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1602-001,PANEL B,Panel B - 2 Visits,R02,PEA,RG02,1,ACRE,.64999998,,28,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1603-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.30000001,ACRE,.63999999,,12,CLEAR / SUNNY
2,1603-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG02,2,ACRE,2.7,,12,CLEAR / SUNNY
3,1603-001,PANEL A,Panel A - 2 Visits,R03,HYBRID MAIZE,RG03,1.5,ACRE,.38,,12,CLEAR / SUNNY
1,1604-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.89999998,ACRE,.67000002,,10,CLEAR / SUNNY
2,1604-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG02,3,ACRE,3.4100001,,10,CLEAR / SUNNY
1,1604-002,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.22,,11,CLEAR / SUNNY
1,1605-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.80000001,,8,CLEAR / SUNNY
2,1605-001,PANEL A,Panel A - 2 Visits,R02,LOCAL MAIZE,RG02,1,ACRE,1.25,,8,CLEAR / SUNNY
3,1605-001,PANEL A,Panel A - 2 Visits,R03,LOCAL MAIZE,RG03,1,ACRE,1.1,,8,CLEAR / SUNNY
4,1605-001,PANEL A,Panel A - 2 Visits,R04,LOCAL MAIZE,RG04,1,ACRE,1.3,,9,CLEAR / SUNNY
5,1605-001,PANEL A,Panel A - 2 Visits,R05,GNUTS,RG05,1,ACRE,1,,9,CLEAR / SUNNY
1,1606-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,3.4000001,,11,CLEAR / SUNNY
2,1606-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,.5,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1607-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1608-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.4,,10,CLEAR / SUNNY
2,1608-001,PANEL B,Panel B - 2 Visits,R02,HYBRID MAIZE,RG02,1,ACRE,.5,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1610-001,PANEL B,Panel B - Combined Visit,R01,LOCAL MAIZE,RG01,.75,ACRE,.63999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1610-001,PANEL B,Panel B - Combined Visit,R02,RECYCLED HYBRID,RG02,.25,ACRE,.27000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1611-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,.25,ACRE,.41,,2,PARTLY CLOUDY / PARTLY SUNNY
1,1612-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,.75,ACRE,1.5,,18,MOSTLY CLEAR / MOSTLY SUNNY
1,1613-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.88999999,,6,CLEAR / SUNNY
1,1614-002,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.91000003,,10,CLEAR / SUNNY
2,1614-002,PANEL B,Panel B - 2 Visits,R02,COTTON,RG02,.25,ACRE,.27000001,,10,CLEAR / SUNNY
1,1615-001,PANEL A,Panel A - 2 Visits,R01,HYBRID M,RG01,.80000001,ACRE,.44,,8,CLEAR / SUNNY
2,1615-001,PANEL A,Panel A - 2 Visits,R02,LOCAL M,RG01,.89999998,ACRE,.86000001,,8,CLEAR / SUNNY
3,1615-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG01,1,ACRE,1.14,,8,CLEAR / SUNNY
1,1616-001,PANEL B,Panel B - 2 Visits,R01,PANKHOMO,RG01,1,ACRE,1.03,,10,CLEAR / SUNNY
1,1616-006,PANEL B,Panel B - Combined Visit,R01,LOCAL MAIZE,RG01,.5,ACRE,.22,,9,PARTLY CLOUDY / PARTLY SUNNY
2,1616-006,PANEL B,Panel B - Combined Visit,R02,LOCAL MAIZE,RG02,.5,ACRE,.25999999,,9,PARTLY CLOUDY / PARTLY SUNNY
1,1617-001,PANEL A,Panel A - 2 Visits,R01,PAKHOMO,RG01,1,,1.24,,11,CLEAR / SUNNY
2,1617-001,PANEL A,Panel A - 2 Visits,R02,KU ADMARC,RG02,1,,1.4,,10,CLEAR / SUNNY
1,1618-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.34999999,,13,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1618-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.95999998,ACRE,.95999998,,18,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,1618-001,PANEL B,Panel B - 2 Visits,R03,LOCAL MAIZE,RG03,.60000002,ACRE,.60000002,,18,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1619-001,PANEL A,Panel A - 2 Visits,R01,GROUNDNUTS,RG01,1,ACRE,2.47,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1620-001,PANEL B,Panel B - 2 Visits,R01,KUSELI,RG01,1,ACRE,3.3,,10,CLEAR / SUNNY
2,1620-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG02,1.5,ACRE,2.04,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1621-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.5,,10,CLEAR / SUNNY
1,1623-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG04,.5,ACRE,.75,,12,CLEAR / SUNNY
2,1623-001,PANEL A,Panel A - 2 Visits,R02,COTTON,RG03,.64999998,ACRE,.89999998,,12,CLEAR / SUNNY
3,1623-001,PANEL A,Panel A - 2 Visits,R03,COTTON,RG02,1.15,ACRE,1.24,,12,CLEAR / SUNNY
