occ,y2_hhid,qx_type,interview_status,ag_a1_start,ag_a1_end,ag_a2_start,ag_a2_end,ag_b_start,ag_b_end,ag_b_start_day,ag_b_start_month,ag_b_start_hour,ag_b_start_minute,ag_b_end_hour,ag_b_end_minute,ag_b_respondent,ag_b1_start,ag_b1_end,ag_b1_start_day,ag_b1_start_month,ag_b1_start_hour,ag_b1_start_minute,ag_b1_end_hour,ag_b1_end_minute,ag_b1_respondent,ag_c_start,ag_c_end,ag_c_start_day,ag_c_start_month,ag_c_start_hour,ag_c_start_minute,ag_c_end_hour,ag_c_end_minute,ag_c_respondent,ag_d_start,ag_d_end,ag_d_start_day,ag_d_start_month,ag_d_start_hour,ag_d_start_minute,ag_d_end_hour,ag_d_end_minute,ag_d_respondent,ag_e_start,ag_e_end,ag_e_start_day,ag_e_start_month,ag_e_start_hour,ag_e_start_minute,ag_e_end_hour,ag_e_end_minute,ag_e_respondent,ag_f_start,ag_f_end,ag_f_start_day,ag_f_start_month,ag_f_start_hour,ag_f_start_minute,ag_f_end_hour,ag_f_end_minute,ag_f_respondent,ag_g_start,ag_g_end,ag_g_start_day,ag_g_start_month,ag_g_start_hour,ag_g_start_minute,ag_g_end_hour,ag_g_end_minute,ag_h_start,ag_h_end,ag_h_start_day,ag_h_start_month,ag_h_start_hour,ag_h_start_minute,ag_h_end_hour,ag_h_end_minute,ag_h_respondent,ag_r_start,ag_r_end,ag_r_start_day,ag_r_start_month,ag_r_start_hour,ag_r_start_minute,ag_r_end_hour,ag_r_end_minute,ag_s_start,ag_s_end,ag_s_start_day,ag_s_start_month,ag_s_start_hour,ag_s_start_minute,ag_s_end_hour,ag_s_end_minute,ag_s_respondent,ag_i_start,ag_i_end,ag_i_start_day,ag_i_start_month,ag_i_start_hour,ag_i_start_minute,ag_i_end_hour,ag_i_end_minute,ag_i1_start,ag_i1_end,ag_i1_start_day,ag_i1_start_month,ag_i1_start_hour,ag_i1_start_minute,ag_i1_end_hour,ag_i1_end_minute,ag_i1_respondent,ag_j_start,ag_j_end,ag_j_start_day,ag_j_start_month,ag_j_start_hour,ag_j_start_minute,ag_j_end_hour,ag_j_end_minute,ag_j_respondent,ag_k_start,ag_k_end,ag_k_start_day,ag_k_start_month,ag_k_start_hour,ag_k_start_minute,ag_k_end_hour,ag_k_end_minute,ag_k_respondent,ag_l_start,ag_l_end,ag_l_start_day,ag_l_start_month,ag_l_start_hour,ag_l_start_minute,ag_l_end_hour,ag_l_end_minute,ag_l_respondent,ag_m_start,ag_m_end,ag_m_start_day,ag_m_start_month,ag_m_start_hour,ag_m_start_minute,ag_m_end_hour,ag_m_end_minute,ag_m_respondent,ag_n_start,ag_n_end,ag_n_start_day,ag_n_start_month,ag_n_start_hour,ag_n_start_minute,ag_n_end_hour,ag_n_end_minute,ag_n_respondent,ag_o1_start,ag_o1_end,ag_o1_start_day,ag_o1_start_month,ag_o1_start_hour,ag_o1_start_minute,ag_o1_end_hour,ag_o1_end_minute,ag_o11_start,ag_o11_end,ag_o11_start_day,ag_o11_start_month,ag_o11_start_hour,ag_o11_start_minute,ag_o11_end_hour,ag_o11_end_minute,ag_o11_respondent,ag_o2_start,ag_o2_end,ag_o2_start_day,ag_o2_start_month,ag_o2_start_hour,ag_o2_start_minute,ag_o2_end_hour,ag_o2_end_minute,ag_o2_respondent,ag_p_start,ag_p_end,ag_p_start_day,ag_p_start_month,ag_p_start_hour,ag_p_start_minute,ag_p_end_hour,ag_p_end_minute,ag_p_respondent,ag_q_start,ag_q_end,ag_q_start_day,ag_q_start_month,ag_q_start_hour,ag_q_start_minute,ag_q_end_hour,ag_q_end_minute,ag_t_start,ag_t_end,ag_t_start_day,ag_t_start_month,ag_t_start_hour,ag_t_start_minute,ag_t_end_hour,ag_t_end_minute,ag_t_respondent,ag_u1_start,ag_u1_end,ag_u1_start_day,ag_u1_start_month,ag_u1_start_hour,ag_u1_start_minute,ag_u1_manager,ag_u1_manager_a,ag_u1_end_hour,ag_u1_end_minute,ag_u2_start,ag_u2_end,ag_u2_start_day,ag_u2_start_month,ag_u2_start_hour,ag_u2_start_minute,ag_u2_manager_a,ag_u2_end_hour,ag_u2_end_minute,ag_u3_start,ag_u3_end,ag_u3_start_day,ag_u3_start_month,ag_u3_start_hour,ag_u3_start_minute,ag_u3_manager_a,ag_u3_end_hour,ag_u3_end_minute,ag_u4_start,ag_u4_end,ag_u4_start_day,ag_u4_start_month,ag_u4_start_hour,ag_u4_start_minute,ag_u4_manager_a,ag_u4_end_hour,ag_u4_end_minute,ag_nr_start,ag_nr_end
1,2473-001,PANEL A,Panel A - 2 Visits,03/06/13 21:14:45,03/06/13 21:18:02,,02/09/13 14:58:38,03/06/13 21:18:02,02/09/13 14:58:38,22,MAY,10,50,10,58,1,03/06/13 21:21:20,02/09/13 14:58:38,22,MAY,10,59,11,3,1,03/06/13 21:25:18,02/09/13 14:58:39,22,MAY,11,3,11,5,1,03/06/13 21:30:56,02/09/13 14:58:39,22,MAY,11,5,11,24,1,03/06/13 21:39:04,02/09/13 14:58:43,22,MAY,11,24,11,32,2,03/06/13 21:48:23,02/09/13 14:58:43,22,MAY,11,32,11,32,2,03/06/13 21:49:18,02/09/13 14:58:43,22,MAY,11,33,11,36,03/06/13 21:53:06,02/09/13 14:58:43,22,MAY,11,36,11,41,1,03/06/13 21:55:30,02/09/13 14:58:44,22,MAY,11,41,11,48,03/06/13 21:58:20,02/09/13 14:58:44,22,MAY,11,48,11,51,1,02/09/13 15:03:02,02/09/13 15:04:52,26,AUGUST,10,28,10,32,02/09/13 15:04:52,02/09/13 15:06:12,26,AUGUST,10,32,10,33,4,02/09/13 15:06:12,02/09/13 15:07:21,26,AUGUST,10,34,10,34,4,02/09/13 15:07:21,02/09/13 15:10:43,26,AUGUST,10,35,10,51,4,02/09/13 15:10:43,02/09/13 15:14:27,26,AUGUST,10,51,10,56,4,02/09/13 15:14:27,02/09/13 15:16:43,26,AUGUST,10,57,11,1,4,02/09/13 15:16:43,02/09/13 15:19:21,26,AUGUST,11,1,11,4,4,02/09/13 15:19:21,02/09/13 15:21:27,26,AUGUST,11,4,11,8,02/09/13 15:21:27,02/09/13 15:23:24,26,AUGUST,11,8,11,10,1,02/09/13 15:23:24,02/09/13 15:28:52,26,AUGUST,11,11,11,13,1,02/09/13 15:28:52,02/09/13 15:31:56,26,AUGUST,11,13,11,24,1,02/09/13 15:31:56,02/09/13 15:34:28,26,AUGUST,11,24,11,31,02/09/13 15:34:28,02/09/13 15:34:54,26,AUGUST,11,31,,,,02/09/13 15:34:54,02/09/13 15:37:08,26,AUGUST,12,8,2,1,12,15,02/09/13 15:37:08,02/09/13 15:37:36,26,AUGUST,12,8,1,12,15,02/09/13 15:37:36,,,,,,,,,,,,,,,,,,03/06/13 21:59:26,03/06/13 22:01:38
1,2474-001,PANEL B,Panel B - Combined Visit,11/09/13 22:20:04,11/09/13 22:21:17,,12/09/13 06:44:28,11/09/13 22:21:17,11/09/13 22:23:06,31,AUGUST,14,7,14,13,1,11/09/13 22:23:06,11/09/13 22:25:39,31,AUGUST,14,15,17,30,1,11/09/13 22:25:39,11/09/13 22:28:26,31,AUGUST,14,18,17,30,1,11/09/13 22:28:26,11/09/13 22:33:52,31,AUGUST,14,22,14,35,1,11/09/13 22:33:52,11/09/13 22:38:00,31,AUGUST,14,35,14,43,1,11/09/13 22:38:00,11/09/13 22:39:02,31,AUGUST,14,43,14,48,1,11/09/13 22:39:02,11/09/13 22:42:26,31,AUGUST,14,48,14,57,11/09/13 22:42:26,11/09/13 22:44:33,31,AUGUST,14,57,15,6,1,11/09/13 22:44:33,11/09/13 22:46:17,31,AUGUST,15,6,15,15,11/09/13 22:46:17,11/09/13 22:46:57,31,AUGUST,15,15,15,18,1,12/09/13 06:49:00,12/09/13 06:50:32,31,AUGUST,15,30,15,35,12/09/13 06:50:32,,,,,,,,,12/09/13 06:51:46,12/09/13 06:53:13,31,AUGUST,15,36,15,39,1,12/09/13 06:53:13,12/09/13 06:54:36,31,AUGUST,15,39,15,45,1,12/09/13 06:54:36,12/09/13 06:55:05,31,AUGUST,15,45,15,47,1,12/09/13 06:55:05,12/09/13 06:55:58,31,AUGUST,15,47,15,50,1,12/09/13 06:55:58,12/09/13 06:56:52,31,AUGUST,15,50,15,55,1,12/09/13 06:56:52,12/09/13 06:57:33,31,AUGUST,15,55,16,0,12/09/13 06:50:48,12/09/13 06:58:50,31,AUGUST,16,0,16,55,1,12/09/13 06:58:50,12/09/13 07:01:27,31,AUGUST,16,2,16,55,1,12/09/13 07:01:27,12/09/13 07:04:04,31,AUGUST,16,6,16,10,1,12/09/13 07:04:04,12/09/13 07:05:04,31,AUGUST,16,10,16,14,12/09/13 07:05:04,12/09/13 07:06:28,31,AUGUST,16,14,16,20,1,12/09/13 07:06:28,12/09/13 07:08:22,31,AUGUST,16,20,2,1,16,30,12/09/13 07:08:22,12/09/13 07:09:08,31,AUGUST,16,30,1,16,38,12/09/13 07:09:08,12/09/13 07:11:21,31,AUGUST,16,39,2,16,40,12/09/13 07:11:21,12/09/13 07:12:03,1,JUNE,4,0,2,16,54,11/09/13 22:46:58,11/09/13 22:48:27
1,2475-001,PANEL A,Panel A - 2 Visits,05/06/13 08:53:45,05/06/13 09:00:24,,03/09/13 15:49:04,05/06/13 09:00:24,03/09/13 15:49:05,24,MAY,11,3,11,5,2,05/06/13 09:03:40,03/09/13 15:49:05,24,MAY,11,5,11,6,1,05/06/13 09:31:19,03/09/13 15:49:05,24,MAY,11,5,11,7,2,05/06/13 09:58:20,03/09/13 15:49:05,24,MAY,11,7,11,12,2,05/06/13 10:12:45,03/09/13 15:49:05,24,MAY,11,12,11,14,2,05/06/13 10:14:24,03/09/13 15:49:05,24,MAY,11,14,11,16,2,05/06/13 10:26:56,03/09/13 15:49:05,24,MAY,11,16,11,19,05/06/13 10:30:12,03/09/13 15:49:06,24,MAY,11,19,11,23,2,05/06/13 10:31:58,03/09/13 15:49:08,24,MAY,11,24,11,24,,03/09/13 15:49:08,,,,,,,,03/09/13 15:54:04,03/09/13 15:56:02,27,AUGUST,11,8,11,16,03/09/13 15:56:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/13 15:56:05,,,,,,,,,03/09/13 15:56:30,,,,,,,,,,,,,,,,,,,,,,,,,,03/09/13 15:56:30,03/09/13 15:57:21,27,AUGUST,11,17,11,20,2,03/09/13 15:57:21,03/09/13 16:00:02,27,AUGUST,11,21,1,2,11,24,03/09/13 16:00:02,03/09/13 16:00:53,27,AUGUST,11,25,2,11,27,03/09/13 16:00:53,,,,,,,,,,,,,,,,,,05/06/13 10:32:28,05/06/13 10:33:06
1,2476-001,PANEL B,Panel B - 2 Visits,21/07/13 10:09:41,21/07/13 10:10:57,,12/11/13 10:45:52,21/07/13 10:10:57,12/11/13 10:45:52,2,JULY,13,6,13,7,1,21/07/13 10:11:26,12/11/13 10:46:18,2,JULY,13,7,13,8,1,21/07/13 10:12:51,12/11/13 10:46:26,2,JULY,13,9,13,9,1,21/07/13 10:14:15,12/11/13 10:46:26,2,JULY,13,10,13,21,1,21/07/13 10:17:15,12/11/13 10:46:26,2,JULY,13,20,13,22,1,21/07/13 10:18:20,12/11/13 10:46:27,2,JULY,13,23,13,27,1,21/07/13 10:20:08,12/11/13 10:46:27,2,JULY,13,27,13,30,21/07/13 10:22:37,12/11/13 10:46:27,2,JULY,13,30,13,34,1,21/07/13 10:25:05,12/11/13 10:46:27,2,JULY,13,34,13,44,21/07/13 10:27:55,12/11/13 10:46:28,2,JULY,13,44,13,46,1,12/11/13 10:49:04,12/11/13 10:50:03,10,OCTOBER,12,17,12,24,12/11/13 10:50:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/13 10:50:05,,,,,,,,,12/11/13 10:50:19,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/13 10:50:20,12/11/13 10:51:08,10,OCTOBER,12,27,12,30,1,12/11/13 10:51:08,12/11/13 10:59:01,10,OCTOBER,12,30,1,1,12,37,12/11/13 10:59:01,12/11/13 10:59:22,10,OCTOBER,12,38,1,12,43,12/11/13 10:59:22,,,,,,,,,,,,,,,,,,21/07/13 10:28:49,21/07/13 10:29:24
1,2477-001,PANEL A,Panel A - 2 Visits,07/06/13 11:05:39,07/06/13 11:08:10,,02/09/13 11:18:43,07/06/13 11:08:10,02/09/13 11:18:47,22,MAY,12,39,12,50,1,07/06/13 11:11:44,02/09/13 11:18:47,22,MAY,12,50,12,55,1,07/06/13 11:15:35,02/09/13 11:18:47,22,MAY,12,55,12,56,1,07/06/13 11:18:44,02/09/13 11:18:47,22,MAY,12,58,13,18,1,07/06/13 11:25:46,02/09/13 11:18:47,22,MAY,13,18,13,26,1,07/06/13 11:29:34,02/09/13 11:18:47,22,MAY,13,26,13,27,1,07/06/13 11:29:50,02/09/13 11:18:47,22,MAY,13,27,13,33,07/06/13 11:35:21,02/09/13 11:18:47,22,MAY,13,34,13,37,1,07/06/13 11:36:46,02/09/13 11:18:48,22,MAY,13,37,13,46,07/06/13 11:39:00,02/09/13 11:18:48,22,MAY,13,46,13,47,1,02/09/13 11:25:25,02/09/13 11:28:57,27,AUGUST,8,40,8,45,02/09/13 11:28:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/09/13 11:29:01,02/09/13 11:33:22,27,AUGUST,8,46,8,47,1,02/09/13 11:33:22,02/09/13 11:37:23,27,AUGUST,8,47,8,49,1,02/09/13 11:37:23,02/09/13 11:39:57,27,AUGUST,8,49,8,55,1,02/09/13 11:39:57,02/09/13 11:43:07,27,AUGUST,8,55,9,0,02/09/13 11:43:07,02/09/13 11:45:21,27,AUGUST,9,3,9,10,1,02/09/13 11:45:21,02/09/13 11:47:40,27,AUGUST,9,10,1,1,9,20,02/09/13 11:47:40,02/09/13 11:48:28,27,AUGUST,9,21,1,9,28,02/09/13 11:48:28,,,,,,,,,,,,,,,,,,07/06/13 11:39:41,07/06/13 11:40:46
1,2477-002,PANEL A,Panel A - Combined Visit,20/11/13 16:36:28,20/11/13 16:38:13,,25/11/13 08:47:54,20/11/13 16:38:13,20/11/13 16:42:18,3,NOVEMBER,10,53,10,57,1,20/11/13 16:42:18,20/11/13 16:49:23,3,NOVEMBER,10,57,10,58,2,20/11/13 16:49:23,20/11/13 16:53:58,3,NOVEMBER,10,58,11,1,1,21/11/13 16:44:05,21/11/13 16:48:17,3,NOVEMBER,11,1,11,18,2,21/11/13 16:48:17,21/11/13 16:49:09,3,NOVEMBER,11,18,11,22,1,21/11/13 16:49:09,21/11/13 16:50:17,3,NOVEMBER,11,22,11,27,2,21/11/13 16:50:17,21/11/13 16:51:39,3,NOVEMBER,11,27,11,31,21/11/13 16:51:39,21/11/13 16:53:48,3,NOVEMBER,11,31,11,40,2,21/11/13 16:53:48,21/11/13 16:54:47,3,NOVEMBER,11,40,11,45,21/11/13 16:54:47,21/11/13 16:55:18,3,NOVEMBER,11,45,11,49,2,25/11/13 08:53:28,25/11/13 08:54:48,3,NOVEMBER,11,57,12,2,25/11/13 08:54:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/11/13 08:54:50,25/11/13 08:56:29,3,NOVEMBER,12,2,12,2,2,25/11/13 08:56:29,25/11/13 08:57:31,3,NOVEMBER,12,2,12,3,2,25/11/13 08:57:31,25/11/13 08:58:45,3,NOVEMBER,12,3,12,7,2,25/11/13 08:58:45,25/11/13 08:59:29,3,NOVEMBER,12,7,12,10,25/11/13 08:59:29,25/11/13 09:00:11,3,NOVEMBER,12,10,12,12,2,25/11/13 09:00:11,25/11/13 09:01:30,3,NOVEMBER,12,12,1,2,12,18,25/11/13 09:01:30,25/11/13 09:02:10,3,NOVEMBER,12,18,2,12,22,25/11/13 09:02:10,,,,,,,,,,,,,,,,,,21/11/13 16:55:19,21/11/13 16:55:58
1,2478-002,PANEL B,Panel B - 2 Visits,21/07/13 11:55:25,21/07/13 13:41:11,,08/11/13 11:17:41,21/07/13 13:41:11,08/11/13 11:17:52,2,JULY,10,40,10,53,2,21/07/13 13:43:33,08/11/13 11:17:52,2,JULY,10,54,10,55,2,21/07/13 13:44:55,08/11/13 11:17:52,2,JULY,10,55,10,55,2,21/07/13 13:46:01,08/11/13 11:17:53,2,JULY,10,56,11,2,2,21/07/13 13:49:25,08/11/13 11:17:53,2,JULY,11,2,11,7,2,21/07/13 13:50:38,08/11/13 11:17:53,2,JULY,11,7,11,16,2,21/07/13 13:52:40,08/11/13 11:17:54,2,JULY,11,16,11,18,21/07/13 13:53:50,08/11/13 11:17:54,2,JULY,11,18,11,22,2,21/07/13 13:55:20,08/11/13 11:17:54,2,JULY,11,22,11,27,21/07/13 13:57:05,08/11/13 11:17:54,2,JULY,11,27,11,28,2,08/11/13 11:20:12,08/11/13 11:27:49,10,OCTOBER,11,4,11,6,08/11/13 11:27:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/11/13 11:27:51,,,,,,,,,08/11/13 11:28:04,08/11/13 11:35:02,10,OCTOBER,11,7,11,8,2,08/11/13 11:35:02,08/11/13 11:36:00,10,OCTOBER,11,8,11,12,2,08/11/13 11:36:00,08/11/13 11:36:33,10,OCTOBER,11,12,11,14,08/11/13 11:36:33,08/11/13 11:36:48,10,OCTOBER,11,14,11,17,2,08/11/13 11:36:48,08/11/13 11:38:37,,,,,,,,,08/11/13 11:38:37,08/11/13 11:40:32,,,,,,,,08/11/13 11:40:32,,,,,,,,,,,,,,,,,,21/07/13 13:57:25,21/07/13 13:59:07
1,2479-001,PANEL A,Panel A - 2 Visits,06/06/13 09:48:01,06/06/13 09:59:06,,03/09/13 14:43:59,06/06/13 09:59:06,03/09/13 14:43:59,22,MAY,14,45,14,52,1,06/06/13 10:05:52,03/09/13 14:44:09,22,MAY,14,52,14,56,1,06/06/13 10:10:08,03/09/13 14:44:22,22,MAY,14,55,14,57,1,06/06/13 10:14:10,03/09/13 14:44:22,22,MAY,14,57,15,10,1,06/06/13 10:26:35,03/09/13 14:44:22,22,MAY,15,11,15,14,2,06/06/13 10:28:00,03/09/13 14:44:23,22,MAY,15,14,15,18,2,06/06/13 10:31:26,03/09/13 14:44:25,22,MAY,15,18,15,22,06/06/13 10:40:03,03/09/13 14:44:25,22,MAY,15,22,15,28,2,06/06/13 10:42:44,03/09/13 14:45:42,22,MAY,15,28,15,35,06/06/13 10:49:52,03/09/13 14:45:42,22,MAY,15,35,15,38,1,03/09/13 14:55:17,03/09/13 14:58:54,27,AUGUST,10,15,10,20,03/09/13 14:58:54,03/09/13 15:00:10,27,AUGUST,10,20,10,22,1,03/09/13 15:00:10,03/09/13 15:01:32,27,AUGUST,10,22,10,23,1,03/09/13 15:01:32,03/09/13 15:03:59,27,AUGUST,10,23,10,30,1,03/09/13 15:03:59,03/09/13 15:04:26,27,AUGUST,10,30,10,31,1,03/09/13 15:04:26,03/09/13 15:06:09,27,AUGUST,10,31,10,33,1,03/09/13 15:06:09,03/09/13 15:07:37,27,AUGUST,10,34,10,37,1,03/09/13 15:07:37,03/09/13 15:11:22,27,AUGUST,10,38,10,42,03/09/13 15:11:22,,,,,,,,,03/09/13 15:11:27,03/09/13 15:12:48,27,AUGUST,10,43,10,44,1,03/09/13 15:12:48,03/09/13 15:14:45,27,AUGUST,10,45,10,49,1,03/09/13 15:14:45,03/09/13 15:15:54,27,AUGUST,10,49,10,53,03/09/13 15:15:54,03/09/13 15:16:24,27,AUGUST,10,53,10,35,1,03/09/13 15:16:24,03/09/13 15:18:10,27,AUGUST,10,56,1,1,11,2,03/09/13 15:18:10,03/09/13 15:18:49,27,AUGUST,11,2,1,11,6,03/09/13 15:18:49,,,,,,,,,,,,,,,,,,06/06/13 10:51:40,06/06/13 10:53:10
1,2480-001,PANEL B,Panel B - 2 Visits,22/07/13 10:42:35,22/07/13 10:44:06,,11/11/13 15:11:48,22/07/13 10:44:06,11/11/13 15:11:49,2,JULY,12,16,12,21,1,22/07/13 10:46:39,11/11/13 15:11:49,2,JULY,12,21,12,22,1,22/07/13 10:50:27,11/11/13 15:11:49,2,JULY,12,22,12,22,1,22/07/13 10:51:48,11/11/13 15:11:49,2,JULY,12,22,12,37,1,22/07/13 10:55:19,11/11/13 15:11:50,2,JULY,12,37,13,0,1,22/07/13 11:01:56,11/11/13 15:11:50,2,JULY,13,0,13,2,1,22/07/13 11:02:41,11/11/13 15:11:51,2,JULY,13,2,13,7,22/07/13 11:04:19,11/11/13 15:11:51,2,JULY,13,7,13,10,1,22/07/13 11:06:01,11/11/13 15:11:53,2,JULY,13,11,13,11,,11/11/13 15:11:53,,,,,,,,11/11/13 15:14:03,11/11/13 15:15:01,11,OCTOBER,9,37,9,40,11/11/13 15:15:01,11/11/13 15:15:59,11,OCTOBER,9,40,9,41,1,11/11/13 15:15:59,11/11/13 15:20:10,11,OCTOBER,9,41,9,41,1,11/11/13 15:20:10,11/11/13 15:22:18,11,OCTOBER,9,42,9,46,1,11/11/13 15:22:18,11/11/13 15:23:11,11,OCTOBER,9,46,9,49,1,11/11/13 15:23:11,11/11/13 15:25:43,11,OCTOBER,9,49,9,52,1,11/11/13 15:25:43,11/11/13 15:26:35,11,OCTOBER,9,52,9,54,1,11/11/13 15:26:35,11/11/13 15:27:58,11,OCTOBER,9,55,9,57,11/11/13 15:27:58,,,,,,,,,11/11/13 15:28:09,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/13 15:28:10,11/11/13 15:29:18,11,OCTOBER,9,58,10,0,1,11/11/13 15:29:18,11/11/13 15:32:53,11,OCTOBER,10,0,1,1,10,6,11/11/13 15:32:54,11/11/13 15:33:15,11,OCTOBER,10,6,1,10,11,11/11/13 15:33:16,,,,,,,,,,,,,,,,,,22/07/13 11:06:30,22/07/13 11:07:49
1,2481-001,PANEL A,Panel A - 2 Visits,31/05/13 17:11:46,31/05/13 17:15:00,,04/09/13 07:59:40,31/05/13 17:15:00,04/09/13 07:59:41,22,MAY,12,24,12,32,1,31/05/13 17:18:07,04/09/13 08:00:05,22,MAY,12,32,12,33,1,31/05/13 17:21:32,04/09/13 08:00:07,22,MAY,12,35,12,35,1,31/05/13 17:25:30,04/09/13 08:00:07,22,MAY,12,36,12,47,1,31/05/13 17:35:16,04/09/13 08:00:07,22,MAY,12,46,12,49,1,31/05/13 17:36:42,04/09/13 08:00:07,22,MAY,12,50,12,50,1,31/05/13 17:37:51,04/09/13 08:00:07,22,MAY,12,51,12,56,31/05/13 17:40:46,04/09/13 08:00:07,22,MAY,12,56,12,58,1,31/05/13 17:43:08,04/09/13 08:00:56,22,MAY,12,59,13,5,31/05/13 17:46:40,04/09/13 08:00:56,22,MAY,13,5,13,6,1,04/09/13 08:05:07,04/09/13 08:07:26,26,AUGUST,13,20,13,23,04/09/13 08:07:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/09/13 08:07:29,04/09/13 08:08:55,26,AUGUST,13,24,13,25,1,04/09/13 08:08:55,04/09/13 08:10:53,26,AUGUST,13,24,13,26,1,04/09/13 08:10:53,04/09/13 08:24:46,26,AUGUST,13,27,13,39,1,04/09/13 08:24:46,04/09/13 08:27:18,26,AUGUST,13,42,13,49,04/09/13 08:27:18,04/09/13 08:28:18,26,AUGUST,13,50,13,54,1,04/09/13 08:28:18,04/09/13 08:30:07,26,AUGUST,13,55,1,1,14,2,04/09/13 08:30:07,04/09/13 08:30:46,26,AUGUST,14,3,1,14,6,04/09/13 08:30:46,,,,,,,,,,,,,,,,,,31/05/13 17:47:09,31/05/13 17:47:10
1,2482-001,PANEL B,Panel B - 2 Visits,21/07/13 15:35:16,21/07/13 15:36:42,,11/11/13 11:29:13,21/07/13 15:36:42,11/11/13 11:29:15,2,JULY,15,6,15,23,2,21/07/13 15:39:11,11/11/13 11:29:25,2,JULY,15,23,15,26,2,21/07/13 15:40:47,11/11/13 11:29:30,2,JULY,15,26,15,27,2,21/07/13 15:42:05,11/11/13 11:29:34,2,JULY,15,28,15,56,2,21/07/13 15:46:52,11/11/13 11:29:34,2,JULY,15,56,16,0,2,21/07/13 15:48:36,11/11/13 11:29:34,2,JULY,16,0,16,15,1,21/07/13 15:49:47,11/11/13 11:29:34,2,JULY,16,15,16,18,21/07/13 15:51:08,11/11/13 11:29:35,2,JULY,16,18,16,24,2,21/07/13 15:52:53,11/11/13 11:29:35,2,JULY,16,24,16,35,21/07/13 15:56:05,11/11/13 11:29:35,2,JULY,16,35,16,38,1,11/11/13 11:30:52,11/11/13 11:40:37,10,OCTOBER,12,50,12,58,11/11/13 11:40:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/13 11:40:39,,,,,,,,,11/11/13 11:40:46,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/13 11:40:46,11/11/13 11:41:40,10,OCTOBER,13,3,13,5,1,11/11/13 11:41:40,11/11/13 11:42:50,10,OCTOBER,13,5,1,1,13,15,11/11/13 11:42:50,11/11/13 11:44:42,10,OCTOBER,13,15,1,13,30,11/11/13 11:44:42,,,,,,,,,,,,,,,,,,21/07/13 15:57:03,21/07/13 15:58:25
1,2482-004,PANEL B,Panel B - 2 Visits,21/07/13 15:03:31,21/07/13 15:06:27,,12/11/13 11:28:29,21/07/13 15:06:27,12/11/13 11:28:29,4,JULY,12,22,12,24,1,21/07/13 15:06:51,12/11/13 11:28:29,4,JULY,12,24,12,24,1,,,,,,,,,,,,,,,,,,,21/07/13 15:07:07,12/11/13 11:28:29,4,JULY,12,25,12,28,1,21/07/13 15:08:12,12/11/13 11:28:30,4,JULY,12,28,12,28,1,21/07/13 15:08:38,12/11/13 11:28:30,4,JULY,12,28,12,29,,,,,,,,,,21/07/13 15:08:58,12/11/13 11:28:43,4,JULY,12,30,12,46,21/07/13 15:11:21,12/11/13 11:28:43,4,JULY,12,46,12,50,1,,,,,,,,,12/11/13 11:28:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/13 11:29:38,,,,,,,,,12/11/13 11:30:13,,,,,,,,,,,,,,,,,,,,,,,,,,12/11/13 11:30:14,12/11/13 11:31:02,11,OCTOBER,14,56,14,58,1,12/11/13 11:31:02,12/11/13 11:33:32,,,,,,,,,12/11/13 11:33:32,12/11/13 11:34:07,,,,,,,,12/11/13 11:34:07,,,,,,,,,,,,,,,,,,21/07/13 15:11:44,21/07/13 15:12:21
