HHID,case_id,qx_type,visit,ea_id,hh_p0a,hh_p0a_os,hh_p01,hh_p02,hh_p03a,hh_p03b,hh_p03c,hh_p04a,hh_p04b
1154,206030900189,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,Yes,,6500,0,0,1,2
1154,206030900189,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1154,206030900189,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1154,206030900189,Panel B,2,20603090,Pension Income,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1154,206030900189,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1154,206030900189,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1154,206030900189,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1154,206030900189,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Inheritance,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1154,206030900189,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1162,206030900218,Panel B,2,20603090,Cash Transfers/Gifts from individuals,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1162,206030900218,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1162,206030900218,Panel B,2,20603090,Pension Income,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1162,206030900218,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1162,206030900218,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1162,206030900218,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1162,206030900218,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Inheritance,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1162,206030900218,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1160,206030900233,Panel B,2,20603090,Cash Transfers/Gifts from individuals,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1160,206030900233,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1160,206030900233,Panel B,2,20603090,Pension Income,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1160,206030900233,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1160,206030900233,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1160,206030900233,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1160,206030900233,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Inheritance,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1160,206030900233,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1168,206030900247,Panel B,2,20603090,Cash Transfers/Gifts from individuals,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1168,206030900247,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1168,206030900247,Panel B,2,20603090,Pension Income,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1168,206030900247,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1168,206030900247,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1168,206030900247,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1168,206030900247,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Inheritance,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1168,206030900247,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1174,206030900276,Panel B,2,20603090,Cash Transfers/Gifts from individuals,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1174,206030900276,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1174,206030900276,Panel B,2,20603090,Pension Income,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1174,206030900276,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1174,206030900276,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1174,206030900276,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1174,206030900276,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Inheritance,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1174,206030900276,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1166,206030900290,Panel B,2,20603090,Cash Transfers/Gifts from individuals,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Food Transfers/Gifts from Individuals,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1166,206030900290,Panel B,2,20603090,"Savings, Interest or Other Investment Income",,No,,,,,,
1166,206030900290,Panel B,2,20603090,Pension Income,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Income from Non-Agricultural Land Rental,,No,,,,,,
1166,206030900290,Panel B,2,20603090,"Income form Apartment, House Rental",,No,,,,,,
1166,206030900290,Panel B,2,20603090,"Income from Sho, Store Rental",,No,,,,,,
1166,206030900290,Panel B,2,20603090,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1166,206030900290,Panel B,2,20603090,Income from Real Estate Sales,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Inheritance,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Lottery/Gambling Winnings,,No,,,,,,
1166,206030900290,Panel B,2,20603090,Other Income (Specify),,No,,,,,,
1175,206035330008,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1175,206035330008,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1175,206035330008,Panel A,1,20603533,Pension Income,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1175,206035330008,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1175,206035330008,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1175,206035330008,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1175,206035330008,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Inheritance,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1175,206035330008,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1155,206035330017,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,Yes,,0,2000,0,1,2
1155,206035330017,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,0,400,0,2,
1155,206035330017,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1155,206035330017,Panel A,1,20603533,Pension Income,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1155,206035330017,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1155,206035330017,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1155,206035330017,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1155,206035330017,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Inheritance,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1155,206035330017,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1159,206035330026,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,4500,0,0,1,
1159,206035330026,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,Yes,2500,,,,1,
1159,206035330026,Panel A,1,20603533,Pension Income,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1159,206035330026,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1159,206035330026,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1159,206035330026,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1159,206035330026,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Inheritance,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1159,206035330026,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1183,206035330035,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1183,206035330035,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1183,206035330035,Panel A,1,20603533,Pension Income,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1183,206035330035,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1183,206035330035,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1183,206035330035,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1183,206035330035,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Inheritance,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1183,206035330035,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1173,206035330045,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1173,206035330045,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1173,206035330045,Panel A,1,20603533,Pension Income,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1173,206035330045,Panel A,1,20603533,"Income form Apartment, House Rental",,Yes,1500,,,,1,
1173,206035330045,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1173,206035330045,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1173,206035330045,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Inheritance,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1173,206035330045,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1181,206035330054,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1181,206035330054,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1181,206035330054,Panel A,1,20603533,Pension Income,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1181,206035330054,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1181,206035330054,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1181,206035330054,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1181,206035330054,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Inheritance,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1181,206035330054,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1157,206035330063,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1157,206035330063,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1157,206035330063,Panel A,1,20603533,Pension Income,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1157,206035330063,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1157,206035330063,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1157,206035330063,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1157,206035330063,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Inheritance,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1157,206035330063,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1165,206035330073,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1165,206035330073,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1165,206035330073,Panel A,1,20603533,Pension Income,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1165,206035330073,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1165,206035330073,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1165,206035330073,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1165,206035330073,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Inheritance,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1165,206035330073,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1153,206035330091,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,Yes,,500,2500,500,1,
1153,206035330091,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1153,206035330091,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1153,206035330091,Panel A,1,20603533,Pension Income,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1153,206035330091,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1153,206035330091,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1153,206035330091,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1153,206035330091,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Inheritance,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1153,206035330091,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1163,206035330110,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1163,206035330110,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1163,206035330110,Panel A,1,20603533,Pension Income,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1163,206035330110,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1163,206035330110,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1163,206035330110,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1163,206035330110,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Inheritance,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1163,206035330110,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1169,206035330119,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1169,206035330119,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1169,206035330119,Panel A,1,20603533,Pension Income,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1169,206035330119,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1169,206035330119,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1169,206035330119,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1169,206035330119,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Inheritance,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1169,206035330119,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1177,206035330128,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1177,206035330128,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1177,206035330128,Panel A,1,20603533,Pension Income,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1177,206035330128,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1177,206035330128,Panel A,1,20603533,"Income from Sho, Store Rental",,Yes,70000,,,,1,
1177,206035330128,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1177,206035330128,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Inheritance,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1177,206035330128,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1161,206035330138,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1161,206035330138,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1161,206035330138,Panel A,1,20603533,Pension Income,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1161,206035330138,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1161,206035330138,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1161,206035330138,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1161,206035330138,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Inheritance,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1161,206035330138,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1167,206035330156,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1167,206035330156,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1167,206035330156,Panel A,1,20603533,Pension Income,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1167,206035330156,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1167,206035330156,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1167,206035330156,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1167,206035330156,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Inheritance,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1167,206035330156,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1171,206035330165,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1171,206035330165,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
1171,206035330165,Panel A,1,20603533,Pension Income,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Income from Non-Agricultural Land Rental,,No,,,,,,
1171,206035330165,Panel A,1,20603533,"Income form Apartment, House Rental",,No,,,,,,
1171,206035330165,Panel A,1,20603533,"Income from Sho, Store Rental",,No,,,,,,
1171,206035330165,Panel A,1,20603533,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
1171,206035330165,Panel A,1,20603533,Income from Real Estate Sales,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Inheritance,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Lottery/Gambling Winnings,,No,,,,,,
1171,206035330165,Panel A,1,20603533,Other Income (Specify),,No,,,,,,
1179,206035330184,Panel A,1,20603533,Cash Transfers/Gifts from individuals,,Yes,,500,0,0,1,
1179,206035330184,Panel A,1,20603533,Food Transfers/Gifts from Individuals,,Yes,,1000,0,0,1,
1179,206035330184,Panel A,1,20603533,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
1179,206035330184,Panel A,1,20603533,"Savings, Interest or Other Investment Income",,No,,,,,,
