occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
1,1323-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,IRREGULAR RAINS,,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1324-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,2,OX-CART,UNSHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1324-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,4,50 KG BAG,UNSHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1324-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,NO,,,2,BALE,NOT APPLICABLE,FEBRUARY,MARCH,YES,2,BALE,NOT APPLICABLE,90000,1,2,2500,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1325-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,1,BALE,NOT APPLICABLE,FEBRUARY,MARCH,YES,1,BALE,NOT APPLICABLE,15000,1,,1500,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
2,1325-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.0099999998,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,150,KILOGRAM,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1325-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.0099999998,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,100,KILOGRAM,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1326-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,3,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1326-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,20,50 KG BAG,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,4,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1327-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,4,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1327-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,NO,,,1,BALE,NOT APPLICABLE,JANUARY,APRIL,YES,1,BALE,SHELLED,5000,1,,0,0,,,0,,,0,,,0,,,5,OTHER (SPECIFY),SHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1328-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.029999999,ACRE,NO,,,15,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1328-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.0099999998,ACRE,NO,,,6,50 KG BAG,UNSHELLED,APRIL,APRIL,YES,3,50 KG BAG,UNSHELLED,18000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1329-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,10,KILOGRAM,SHELLED,OCTOBER,OCTOBER,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1329-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,NO,,,2,BALE,NOT APPLICABLE,SEPTEMBER,DECEMBER,YES,2,BALE,NOT APPLICABLE,20000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,TO SELL AT A HIGHER PRICE
1,1330-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1330-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,YES,DISEASES,,11,PAIL (LARGE),UNSHELLED,MAY,MAY,YES,5,PAIL (LARGE),UNSHELLED,5000,2,,0,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1330-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,YES,OTHER (SPECIFY),,110,KILOGRAM,NOT APPLICABLE,MARCH,APRIL,YES,110,KILOGRAM,NOT APPLICABLE,32000,2,,1500,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1331-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,3,ACRE,YES,OTHER (SPECIFY),,3,OX-CART,UNSHELLED,MAY,MAY,YES,2,PAIL (LARGE),SHELLED,3000,1,2,0,0,,,0,,,0,,,0,,,2,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1331-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,YES,IRREGULAR RAINS,,6,PAIL (LARGE),UNSHELLED,MAY,MAY,YES,4,PAIL (LARGE),UNSHELLED,4000,1,2,0,0,,,0,,,0,,,0,,,2,PAIL (SMALL),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1331-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.25,ACRE,YES,OTHER (SPECIFY),,50,KILOGRAM,NOT APPLICABLE,FEBRUARY,MARCH,YES,50,KILOGRAM,NOT APPLICABLE,5000,1,2,0,0,,,0,,,0,,,0,,,4,OTHER (SPECIFY),NOT APPLICABLE,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,1331-007,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,4,OX-CART,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1331-007,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.25,ACRE,NO,,,1,OX-CART,UNSHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1332-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,4,ACRE,YES,DROUGHT,,7,BALE,NOT APPLICABLE,FEBRUARY,FEBRUARY,YES,7,BALE,NOT APPLICABLE,530000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1332-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,YES,DROUGHT,,14,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,8,50 KG BAG,UNSHELLED,38000,1,2,0,0,,,0,,,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,,ROTTING,INSECTS,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1332-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,3,ACRE,YES,DROUGHT,,8,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1333-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),,2,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1333-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,NO,,,1,BALE,NOT APPLICABLE,FEBRUARY,APRIL,YES,1,BALE,NOT APPLICABLE,11500,1,2,0,0,,,0,,,0,,,0,,,5,OTHER (SPECIFY),NOT APPLICABLE,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,WAIT FOR THE ARRIVAL OF BUYER
1,1333-003,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,6,KILOGRAM,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,5,KILOGRAM,UNSHELLED,,RODENTS/PESTS,INSECTS,NO,,,,,,,FOOD FOR HOUSEHOLD,OTHER (SPECIFY)
2,1333-003,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,NO,,,1,BALE,NOT APPLICABLE,MARCH,MARCH,YES,1,BALE,NOT APPLICABLE,7000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,1333-008,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,1,50 KG BAG,SHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1333-008,PANEL A,Panel A - 2 Visits,YES,SOYABEAN,1,ACRE,YES,IRREGULAR RAINS,,2,50 KG BAG,SHELLED,APRIL,APRIL,YES,2,50 KG BAG,SHELLED,1000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,1334-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2,ACRE,NO,,,2.5,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,5,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1334-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1.5,ACRE,NO,,,15,50 KG BAG,UNSHELLED,MAY,MAY,YES,10,50 KG BAG,UNSHELLED,8000,1,,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1335-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.0099999998,ACRE,YES,IRREGULAR RAINS,,1,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1335-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,YES,IRREGULAR RAINS,,5,PAIL (LARGE),UNSHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,1335-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.5,ACRE,YES,IRREGULAR RAINS,,1,BALE,NOT APPLICABLE,MARCH,MARCH,YES,3,BALE,NOT APPLICABLE,24000,2,4,1000,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,1336-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.0099999998,ACRE,NO,,,3,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1336-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,3,50 KG BAG,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1337-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,2,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1337-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.44999999,SQUARE METERS,NO,,,3,PAIL (LARGE),UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,1337-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.44999999,ACRE,NO,,,5,BALE,NOT APPLICABLE,JANUARY,FEBRUARY,YES,5,BALE,NOT APPLICABLE,18000,1,2,900,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,FOOD FOR HOUSEHOLD
1,1338-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1.5,ACRE,YES,OTHER (SPECIFY),,2.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,4,50 KG BAG,SHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1338-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1.5,ACRE,NO,,,3.3,50 KG BAG,UNSHELLED,JUNE,JULY,YES,24,50 KG BAG,UNSHELLED,56000,1,,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1339-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1340-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2,ACRE,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,4,50 KG BAG,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1341-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,2,ACRE,NO,,,4,OX-CART,UNSHELLED,JULY,JULY,NO,,,,,,,,8,PAIL (LARGE),SHELLED,0,,,0,,,0,,,3,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1341-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,1.5,ACRE,YES,OTHER (SPECIFY),,3,BALE,NOT APPLICABLE,MARCH,APRIL,YES,3,BALE,NOT APPLICABLE,65000,1,2,7000,0,,,0,,,0,,,0,,,10,OTHER (SPECIFY),NOT APPLICABLE,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,1341-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,2,ACRE,NO,,,30,50 KG BAG,UNSHELLED,JULY,JULY,YES,20,50 KG BAG,UNSHELLED,45000,1,2,0,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,8,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1341-013,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,1,OX-CART,UNSHELLED,MAY,MAY,YES,2,50 KG BAG,SHELLED,3000,1,,0,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1341-013,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,YES,IRREGULAR RAINS,,2,PAIL (SMALL),UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,8,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1342-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1342-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,YES,IRREGULAR RAINS,,3,50 KG BAG,UNSHELLED,MAY,JUNE,YES,1,50 KG BAG,UNSHELLED,500,1,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,1,50 KG BAG,UNSHELLED,,THEFT,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1343-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,.0099999998,ACRE,YES,IRREGULAR RAINS,,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,7,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1343-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.07,ACRE,YES,IRREGULAR RAINS,,1,BALE,NOT APPLICABLE,JANUARY,MARCH,YES,1,BALE,NOT APPLICABLE,15000,1,,300,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,1344-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1344-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,1,ACRE,YES,IRREGULAR RAINS,,5,50 KG BAG,UNSHELLED,APRIL,APRIL,YES,2,50 KG BAG,UNSHELLED,6800,1,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1345-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,IRREGULAR RAINS,,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1345-001,PANEL A,Panel A - 2 Visits,YES,TOBACCO BURLEY,.25,ACRE,YES,IRREGULAR RAINS,,50,KILOGRAM,NOT APPLICABLE,FEBRUARY,MARCH,YES,50,KILOGRAM,NOT APPLICABLE,5000,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1346-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1346-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,10,50 KG BAG,UNSHELLED,MAY,MAY,YES,6,50 KG BAG,UNSHELLED,14000,1,2,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1347-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,2,ACRE,NO,,,5,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1347-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1.45,ACRE,NO,,,5,50 KG BAG,UNSHELLED,APRIL,APRIL,YES,2,50 KG BAG,UNSHELLED,13000,1,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1348-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,6,OX-CART,UNSHELLED,MARCH,MARCH,NO,,,,,,,,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1348-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,NO,,,10,50 KG BAG,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1348-003,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,1,OX-CART,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1348-003,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,NO,,,4,50 KG BAG,UNSHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1349-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,OTHER (SPECIFY),,1.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1349-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,1,ACRE,YES,FLOODING,,3,50 KG BAG,UNSHELLED,MAY,MAY,YES,2,50 KG BAG,UNSHELLED,9000,1,,0,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,FOOD FOR HOUSEHOLD
1,1350-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,OTHER (SPECIFY),LACK OF HIRED LABOR,2.5,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,3,50 KG BAG,UNSHELLED,,RODENTS/PESTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1350-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,.5,ACRE,YES,INSECTS,,7,50 KG BAG,UNSHELLED,MAY,MAY,YES,.5,50 KG BAG,SHELLED,3000,1,,0,0,,,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,2,50 KG BAG,UNSHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,1351-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,3,OX-CART,UNSHELLED,JUNE,JUNE,NO,,,,,,,,50,KILOGRAM,SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,3,50 KG BAG,UNSHELLED,,INSECTS,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1351-001,PANEL A,Panel A - 2 Visits,YES,GROUNDNUT CG7,.5,ACRE,NO,,,6,50 KG BAG,UNSHELLED,JULY,JULY,YES,3,50 KG BAG,UNSHELLED,3000,1,,150,0,,,0,,,0,,,0,,,3,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,1351-002,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.0099999998,ACRE,YES,DROUGHT,,6,OX-CART,UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1351-002,PANEL A,Panel A - 2 Visits,YES,SOYABEAN,.0099999998,ACRE,YES,DROUGHT,,7,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1352-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,4,ACRE,YES,IRREGULAR RAINS,,17,OX-CART,UNSHELLED,MAY,MAY,YES,47,50 KG BAG,SHELLED,166850,1,2,0,0,,,0,,,0,,,0,,,62,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1352-001,PANEL B,Panel B - 2 Visits,YES,TOBACCO BURLEY,1,ACRE,NO,,,6,BALE,NOT APPLICABLE,JANUARY,MARCH,YES,6,BALE,NOT APPLICABLE,120000,1,2,7500,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
3,1352-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CHALIMBANA,2,ACRE,YES,IRREGULAR RAINS,,3,OX-CART,UNSHELLED,JUNE,JUNE,YES,7,50 KG BAG,SHELLED,80500,1,2,0,0,,,0,,,0,,,0,,,100,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
