HHID,case_id,qx_type,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
1721,210524270226,Panel A,1,21052427,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1721,210524270226,Panel A,1,21052427,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1721,210524270226,Panel A,1,21052427,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1702,210537450001,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1702,210537450001,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,900,0,1,
1702,210537450001,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1694,210537450008,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1694,210537450008,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1694,210537450008,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1712,210537450015,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,25000,0,0,1,2
1712,210537450015,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1712,210537450015,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1708,210537450023,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,50000,0,0,1,
1708,210537450023,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1708,210537450023,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,18000,0,0,1,
1692,210537450030,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1692,210537450030,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1692,210537450030,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1718,210537450045,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,5000,0,1,2
1718,210537450045,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,1,2
1718,210537450045,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1698,210537450052,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,2
1698,210537450052,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,1,2
1698,210537450052,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1706,210537450059,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,14000,0,0,1,2
1706,210537450059,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,Yes,7000,0,0,1,2
1706,210537450059,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1696,210537450067,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,1000,0,1,
1696,210537450067,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1500,0,1,2
1696,210537450067,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1690,210537450081,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1690,210537450081,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1690,210537450081,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1704,210537450096,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,2
1704,210537450096,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1704,210537450096,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,10000,5000,0,1,2
1716,210537450103,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,50000,0,0,1,2
1716,210537450103,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1716,210537450103,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1700,210537450118,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1700,210537450118,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1700,210537450118,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1710,210537450125,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1710,210537450125,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1710,210537450125,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1688,210537450133,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1688,210537450133,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1688,210537450133,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1714,210537450147,Panel B,2,21053745,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,
1714,210537450147,Panel B,2,21053745,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1714,210537450147,Panel B,2,21053745,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1742,210552410021,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,2
1742,210552410021,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1742,210552410021,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,10000,15000,0,1,2
1736,210552410097,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1736,210552410097,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1736,210552410097,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1748,210552410123,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,15000,0,0,1,2
1748,210552410123,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,Yes,7000,25000,0,1,2
1748,210552410123,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1732,210552410148,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1732,210552410148,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1732,210552410148,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1726,210552410174,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,2
1726,210552410174,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,Yes,90000,0,0,1,2
1726,210552410174,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,65000,0,0,1,2
1746,210552410199,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
1746,210552410199,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1746,210552410199,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1724,210552410225,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,60000,0,0,1,
1724,210552410225,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1724,210552410225,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1738,210552410301,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1738,210552410301,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1738,210552410301,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1728,210552410327,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1728,210552410327,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1728,210552410327,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1744,210552410353,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,12000,0,1,2
1744,210552410353,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1744,210552410353,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,65000,0,0,1,2
1734,210552410378,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,9500,0,0,1,2
1734,210552410378,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,Yes,6000,0,0,1,2
1734,210552410378,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,1,
1750,210552410404,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1750,210552410404,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1750,210552410404,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1720,210552410429,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,40000,0,0,1,2
1720,210552410429,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,Yes,10000,0,0,1,2
1720,210552410429,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,20000,0,0,1,2
1740,210552410455,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2500,0,0,1,
1740,210552410455,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1740,210552410455,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1730,210552410480,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200000,0,0,1,2
1730,210552410480,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1730,210552410480,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,100000,0,0,1,2
1722,210552410531,Panel B,2,21055241,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1722,210552410531,Panel B,2,21055241,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1722,210552410531,Panel B,2,21055241,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1731,210556930002,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
1731,210556930002,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,1,2
1731,210556930002,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,3500,0,1,2
1759,210556930146,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,9000,0,0,1,2
1759,210556930146,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1759,210556930146,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1749,210556930273,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1749,210556930273,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1749,210556930273,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1735,210556930402,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,
1735,210556930402,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1735,210556930402,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1753,210556930426,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,16000,0,0,1,
1753,210556930426,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1753,210556930426,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1741,210556930550,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1741,210556930550,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1741,210556930550,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1757,210556930609,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,100000,50000,0,1,
1757,210556930609,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,4000,0,1,
1757,210556930609,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1733,210556930638,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,6000,0,0,1,
1733,210556930638,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1733,210556930638,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1743,210556930789,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1743,210556930789,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1743,210556930789,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1737,210556930806,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2500,3000,0,1,2
1737,210556930806,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,1500,0,2,
1737,210556930806,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2800,200,0,1,2
1755,210556930809,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,2
1755,210556930809,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1755,210556930809,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1729,210556930847,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,25000,0,1,2
1729,210556930847,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1729,210556930847,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1745,210556930881,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,2
1745,210556930881,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,2,
1745,210556930881,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,1000,0,1,2
1747,210556930940,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,1000,0,2,
1747,210556930940,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,500,0,1,2
1747,210556930940,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,1,2
1739,210556930960,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
1739,210556930960,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1739,210556930960,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1751,210556930970,Panel A,1,21055693,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1751,210556930970,Panel A,1,21055693,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1751,210556930970,Panel A,1,21055693,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1752,210660960013,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,50000,0,0,1,2
1752,210660960013,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1752,210660960013,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1758,210660960055,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,2,
1758,210660960055,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,10000,0,1,2
1758,210660960055,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,7000,0,0,1,2
1774,210660960138,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1774,210660960138,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1774,210660960138,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1756,210660960179,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1756,210660960179,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1756,210660960179,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1768,210660960221,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,25000,0,0,1,2
1768,210660960221,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1768,210660960221,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1776,210660960262,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,18000,0,0,1,
1776,210660960262,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1776,210660960262,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1766,210660960303,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1766,210660960303,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1766,210660960303,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1770,210660960345,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1770,210660960345,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1770,210660960345,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1764,210660960386,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1764,210660960386,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1764,210660960386,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1780,210660960511,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
1780,210660960511,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1780,210660960511,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1772,210660960593,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,5000,0,1,2
1772,210660960593,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,2000,0,1,2
1772,210660960593,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,8000,0,0,1,2
1760,210660960676,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,
1760,210660960676,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1760,210660960676,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1754,210660960718,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,2
1754,210660960718,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1754,210660960718,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,1,2
1762,210660960759,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,
1762,210660960759,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1762,210660960759,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1778,210660960842,Panel B,2,21066096,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,30000,0,0,1,2
1778,210660960842,Panel B,2,21066096,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1778,210660960842,Panel B,2,21066096,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1783,210663390015,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1783,210663390015,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1783,210663390015,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1777,210663390033,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1777,210663390033,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1777,210663390033,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1765,210663390140,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,800,0,2,
1765,210663390140,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,1,
1765,210663390140,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,500,0,1,
1775,210663390154,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,10000,0,1,
1775,210663390154,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1000,0,1,
1775,210663390154,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,0,3500,0,1,
1763,210663390400,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,7000,0,0,1,
1763,210663390400,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1763,210663390400,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,4500,0,0,1,
1781,210663390423,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1781,210663390423,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1781,210663390423,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1761,210663390451,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1761,210663390451,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1761,210663390451,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1791,210663390523,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1600,0,0,1,2
1791,210663390523,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,2,
1791,210663390523,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1769,210663390578,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1769,210663390578,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1769,210663390578,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1771,210663390593,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
1771,210663390593,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1771,210663390593,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1789,210663390682,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,3000,0,2,
1789,210663390682,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1789,210663390682,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1767,210663390754,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,200000,0,1,2
1767,210663390754,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,50000,0,1,2
1767,210663390754,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,100000,250000,0,1,2
1779,210663390797,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3500,0,0,1,
1779,210663390797,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1779,210663390797,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,6000,0,0,1,
1785,210663390868,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,100,0,1,
1785,210663390868,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
1785,210663390868,Panel A,1,21066339,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
1773,210663390913,Panel A,1,21066339,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,9000,0,0,1,2
1773,210663390913,Panel A,1,21066339,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
