HHID,case_id,qx_type,visit,ea_id,hh_h01,hh_h02a,hh_h02b,hh_h02c,hh_h02d,hh_h02e,hh_h03a,hh_h03b,hh_h04,hh_h05a_01,hh_h05a_02,hh_h05a_03,hh_h05a_04,hh_h05a_05,hh_h05a_06,hh_h05a_07,hh_h05a_08,hh_h05a_09,hh_h05a_10,hh_h05b_01,hh_h05b_02,hh_h05b_03,hh_h05b_04,hh_h05b_05,hh_h05b_06,hh_h05b_07,hh_h05b_08,hh_h05b_09,hh_h05b_10,hh_h05b_11,hh_h05b_12,hh_h05b_13,hh_h05b_14,hh_h05b_15,hh_h06a,hh_h06a_os,hh_h06b,hh_h06b_os,hh_h06c,hh_h06c_os
1663,210375360059,Panel A,1,21037536,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,210375360066,Panel A,1,21037536,No,0,0,0,0,0,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,210375360081,Panel A,1,21037536,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,210375360091,Panel A,1,21037536,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,210375360135,Panel A,1,21037536,Yes,2,2,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1645,210375360166,Panel A,1,21037536,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,210375360226,Panel A,1,21037536,Yes,2,1,1,0,0,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1635,210375360303,Panel A,1,21037536,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,210375360358,Panel A,1,21037536,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,210375360367,Panel A,1,21037536,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,210375360376,Panel A,1,21037536,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,210375360451,Panel A,1,21037536,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,210375360456,Panel A,1,21037536,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,210487640009,Panel A,1,21048764,Yes,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,210487640016,Panel A,1,21048764,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,210487640017,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,210487640032,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,210487640035,Panel A,1,21048764,No,4,0,4,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,210487640090,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,210487640100,Panel A,1,21048764,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,210487640103,Panel A,1,21048764,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,210487640138,Panel A,1,21048764,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,210487640147,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,210487640150,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,210487640179,Panel A,1,21048764,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,210487640181,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,210487640185,Panel A,1,21048764,No,0,0,0,0,0,3,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,210487640200,Panel A,1,21048764,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,210512030007,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,2,21051203,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,210512030036,Panel B,2,21051203,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,210512030065,Panel B,2,21051203,No,2,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,210512030079,Panel B,2,21051203,Yes,7,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,210512030094,Panel B,2,21051203,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,210512030108,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,210512030123,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,210512030152,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,210512030166,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,210512030181,Panel B,2,21051203,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,210512030195,Panel B,2,21051203,No,0,0,0,0,0,3,3,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
1682,210512030210,Panel B,2,21051203,Yes,4,5,6,3,2,2,2,Yes,,,,,,,,,,,,,,,,,,,,X,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,
1684,210512030239,Panel B,2,21051203,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,210512030253,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,210512030267,Panel B,2,21051203,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,210524270039,Panel A,1,21052427,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,210524270049,Panel A,1,21052427,No,2,0,0,0,0,4,4,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1697,210524270052,Panel A,1,21052427,Yes,2,2,7,2,1,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,210524270056,Panel A,1,21052427,No,2,2,1,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,210524270105,Panel A,1,21052427,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1707,210524270120,Panel A,1,21052427,No,0,0,1,0,0,3,3,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1703,210524270130,Panel A,1,21052427,Yes,3,3,0,0,2,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1719,210524270133,Panel A,1,21052427,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,210524270151,Panel A,1,21052427,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,210524270154,Panel A,1,21052427,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,210524270157,Panel A,1,21052427,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Unable to reach the market due to high transportation costs,,,,,
1727,210524270193,Panel A,1,21052427,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,210524270203,Panel A,1,21052427,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,210524270222,Panel A,1,21052427,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,210524270224,Panel A,1,21052427,No,0,0,0,0,0,2,,Yes,,,,,,,,X,,,,,,,,,,,,,,,,,,Other (Specify),INADEQUATE FARM INPUTS,,,,
1721,210524270226,Panel A,1,21052427,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,2,21053745,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,210537450008,Panel B,2,21053745,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,210537450015,Panel B,2,21053745,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,210537450023,Panel B,2,21053745,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,210537450030,Panel B,2,21053745,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,210537450045,Panel B,2,21053745,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,210537450052,Panel B,2,21053745,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,210537450059,Panel B,2,21053745,No,0,0,0,0,0,3,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,210537450067,Panel B,2,21053745,No,0,0,0,0,0,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,210537450081,Panel B,2,21053745,No,1,1,0,0,0,2,,Yes,,,,,,,,,,,,,,,,X,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
1704,210537450096,Panel B,2,21053745,No,0,0,0,0,0,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,210537450103,Panel B,2,21053745,No,0,0,0,0,0,4,4,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1700,210537450118,Panel B,2,21053745,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,210537450125,Panel B,2,21053745,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,210537450133,Panel B,2,21053745,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,2,21053745,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,210552410021,Panel B,2,21055241,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,210552410097,Panel B,2,21055241,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,210552410123,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,210552410148,Panel B,2,21055241,No,0,0,0,0,0,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,210552410174,Panel B,2,21055241,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,210552410199,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,210552410225,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,210552410301,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,210552410327,Panel B,2,21055241,Yes,1,2,1,1,0,2,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),NOT WORKING,,,,
1744,210552410353,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,210552410378,Panel B,2,21055241,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,210552410404,Panel B,2,21055241,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Other (Specify),DID NOT CULTIVATE,,,,
1720,210552410429,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,210552410455,Panel B,2,21055241,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,210552410480,Panel B,2,21055241,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,210552410531,Panel B,2,21055241,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,210556930002,Panel A,1,21055693,Yes,2,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,210556930146,Panel A,1,21055693,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,210556930273,Panel A,1,21055693,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,210556930402,Panel A,1,21055693,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,210556930426,Panel A,1,21055693,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,210556930550,Panel A,1,21055693,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Other (Specify),LACK OF LAND,Other (Specify),LACK OF LAND,,
1757,210556930609,Panel A,1,21055693,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,210556930638,Panel A,1,21055693,No,2,2,2,2,2,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,210556930789,Panel A,1,21055693,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,210556930806,Panel A,1,21055693,No,0,0,0,0,0,4,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,210556930809,Panel A,1,21055693,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,210556930847,Panel A,1,21055693,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,2,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,210556930940,Panel A,1,21055693,Yes,1,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,210556930960,Panel A,1,21055693,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1751,210556930970,Panel A,1,21055693,Yes,2,0,2,0,0,2,3,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1752,210660960013,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,210660960055,Panel B,2,21066096,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,210660960138,Panel B,2,21066096,No,0,0,0,0,0,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1756,210660960179,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,210660960221,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,210660960262,Panel B,2,21066096,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,210660960303,Panel B,2,21066096,Yes,1,0,2,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,210660960345,Panel B,2,21066096,Yes,0,0,2,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,210660960386,Panel B,2,21066096,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,210660960511,Panel B,2,21066096,Yes,1,0,2,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,210660960593,Panel B,2,21066096,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,210660960676,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,210660960718,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,210660960759,Panel B,2,21066096,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,210660960842,Panel B,2,21066096,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,210663390015,Panel A,1,21066339,Yes,1,1,3,0,0,3,3,Yes,,,,,,,,,,,,,,X,X,,,,,,,,,,,Food in the market was very expensive,,,,,
1777,210663390033,Panel A,1,21066339,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Food in the market was very expensive,,,
1765,210663390140,Panel A,1,21066339,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,210663390154,Panel A,1,21066339,No,0,0,0,0,0,3,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,210663390400,Panel A,1,21066339,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,210663390423,Panel A,1,21066339,No,2,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,210663390451,Panel A,1,21066339,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
1791,210663390523,Panel A,1,21066339,No,0,0,0,0,0,3,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,210663390578,Panel A,1,21066339,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,210663390593,Panel A,1,21066339,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,210663390682,Panel A,1,21066339,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,210663390754,Panel A,1,21066339,No,0,0,0,0,0,4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,210663390797,Panel A,1,21066339,No,0,0,0,0,0,1,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,210663390868,Panel A,1,21066339,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,210663390913,Panel A,1,21066339,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,210663390974,Panel A,1,21066339,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,,X,X,X,,,,,,,,,,,,Food in the market was very expensive,,Other (Specify),LACK OF LAND,,
1807,210745100075,Panel A,1,21074510,Yes,2,7,2,2,2,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1793,210745100092,Panel A,1,21074510,No,0,0,0,0,0,3,,Yes,,,,,,,,,X,,,,,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
1805,210745100102,Panel A,1,21074510,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,210745100193,Panel A,1,21074510,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,210745100200,Panel A,1,21074510,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,210745100332,Panel A,1,21074510,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,210745100381,Panel A,1,21074510,Yes,1,3,3,0,0,3,3,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1819,210745100476,Panel A,1,21074510,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,210745100501,Panel A,1,21074510,No,2,2,0,3,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,210745100624,Panel A,1,21074510,No,0,0,0,0,0,3,3,Yes,,,,,,,,,X,,,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1795,210745100640,Panel A,1,21074510,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,210745100773,Panel A,1,21074510,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,210745100867,Panel A,1,21074510,No,2,1,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1817,210745100885,Panel A,1,21074510,No,5,3,7,0,3,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1809,210745100917,Panel A,1,21074510,Yes,0,3,0,0,0,3,,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Other (Specify),LARGE HOUSEHOLD SIZE,,
1821,210745100948,Panel A,1,21074510,Yes,1,0,0,0,0,3,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,210777250008,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,210777250025,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,210777250033,Panel B,2,21077725,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,210777250041,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,210777250058,Panel B,2,21077725,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,210777250066,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,210777250074,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,210777250083,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,210777250091,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,210777250099,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,210777250107,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,210777250116,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,210777250149,Panel B,2,21077725,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,210777250157,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,210777250165,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,210777250174,Panel B,2,21077725,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,210803080100,Panel A,1,21080308,Yes,1,2,2,0,2,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,210803080310,Panel A,1,21080308,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,210803080313,Panel A,1,21080308,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1841,210803080348,Panel A,1,21080308,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,210803080358,Panel A,1,21080308,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,210803080472,Panel A,1,21080308,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,210803080492,Panel A,1,21080308,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,210803080571,Panel A,1,21080308,Yes,0,0,3,0,2,3,,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
1847,210803080576,Panel A,1,21080308,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,210803080596,Panel A,1,21080308,Yes,1,1,1,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,210803080685,Panel A,1,21080308,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,210803080699,Panel A,1,21080308,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,210803080875,Panel A,1,21080308,Yes,3,0,2,0,0,3,,Yes,,,,,,,X,X,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1825,210803080880,Panel A,1,21080308,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,210803080888,Panel A,1,21080308,Yes,1,0,3,0,0,3,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),NOT WORKING,,,,
1839,210803080906,Panel A,1,21080308,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,210815730045,Panel B,2,21081573,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,210815730065,Panel B,2,21081573,Yes,5,2,4,0,0,2,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),LACK OF EMPLOYMENT,,,,
1822,210815730107,Panel B,2,21081573,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
