occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
4,20106042,FARMERS` GROUP,YES,18,OTHER (SPECIFY),15,0,7
5,20106042,SAVING AND CREDIT COOP,NO,,,,,
6,20106042,BUSINESS ASSOC,NO,,,,,
7,20106042,WOMEN`S GROUP,YES,16,WEEKLY,23,20,10
8,20106042,YOUTH GROUP,NO,,,,,
9,20106042,POLITICAL GROUP,YES,4,OTHER (SPECIFY),436,259,110
10,20106042,RELIGIOUS GROUP,YES,9,WEEKLY,242,141,119
11,20106042,CULTURAL GROUP,YES,1,OTHER (SPECIFY),341,2118,69
12,20106042,HEALTH COMMITTEE,YES,7,WEEKLY,10,6,3
13,20106042,SCHOOL COMMITTEE,YES,3,WEEKLY,10,5,2
14,20106042,PARENT-TEACHER ASSOC.,YES,3,WEEKLY,10,4,3
15,20106042,SPORTS GROUP,YES,2,WEEKLY,36,0,24
16,20106042,NGO,YES,3,MONTHLY,1810,915,462
17,20106042,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,20106042,DISABLED ASSOC.,YES,1,OTHER (SPECIFY),10,6,3
19,20106042,OTHER (SPECIFY),NO,,,,,
1,20110620,VILLAGE DEVELOPMENT COMMITTE,YES,48,MONTHLY,8,4,6
2,20110620,AGRICULTURAL COOP,NO,,,,,
3,20110620,TOBACCO CLUB,YES,15,OTHER (SPECIFY),5,5,0
4,20110620,FARMERS` GROUP,NO,,,,,
5,20110620,SAVING AND CREDIT COOP,YES,10,WEEKLY,12,12,2
6,20110620,BUSINESS ASSOC,NO,,,,,
7,20110620,WOMEN`S GROUP,YES,10,WEEKLY,22,22,5
8,20110620,YOUTH GROUP,NO,,,,,
9,20110620,POLITICAL GROUP,YES,5,WEEKLY,400,157,68
10,20110620,RELIGIOUS GROUP,YES,11,WEEKLY,275,123,58
11,20110620,CULTURAL GROUP,NO,,,,,
12,20110620,HEALTH COMMITTEE,YES,26,MONTHLY,10,4,2
13,20110620,SCHOOL COMMITTEE,YES,2,WEEKLY,10,4,0
14,20110620,PARENT-TEACHER ASSOC.,YES,2,WEEKLY,10,4,0
15,20110620,SPORTS GROUP,YES,7,WEEKLY,40,0,22
16,20110620,NGO,YES,2,OTHER (SPECIFY),100,76,28
17,20110620,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,20110620,DISABLED ASSOC.,NO,,,,,
19,20110620,OTHER (SPECIFY),NO,,,,,
1,20111718,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,10,5,2
2,20111718,AGRICULTURAL COOP,NO,,,,,
3,20111718,TOBACCO CLUB,NO,,,,,
4,20111718,FARMERS` GROUP,NO,,,,,
5,20111718,SAVING AND CREDIT COOP,NO,,,,,
6,20111718,BUSINESS ASSOC,NO,,,,,
7,20111718,WOMEN`S GROUP,YES,14,WEEKLY,30,30,18
8,20111718,YOUTH GROUP,NO,,,,,
9,20111718,POLITICAL GROUP,YES,4,OTHER (SPECIFY),257,150,93
10,20111718,RELIGIOUS GROUP,YES,11,WEEKLY,189,103,87
11,20111718,CULTURAL GROUP,NO,,,,,
12,20111718,HEALTH COMMITTEE,YES,3,OTHER (SPECIFY),10,4,0
13,20111718,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,5,2
14,20111718,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,4,2
15,20111718,SPORTS GROUP,YES,1,WEEKLY,28,0,19
16,20111718,NGO,NO,,,,,
17,20111718,COMMUNITY POLICE/WATCH GROUP,YES,3,MONTHLY,14,4,2
18,20111718,DISABLED ASSOC.,NO,,,,,
19,20111718,OTHER (SPECIFY),NO,,,,,
1,20112661,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,14,6,10
2,20112661,AGRICULTURAL COOP,NO,,,,,
3,20112661,TOBACCO CLUB,YES,2,MONTHLY,26,4,10
4,20112661,FARMERS` GROUP,NO,,,,,
5,20112661,SAVING AND CREDIT COOP,NO,,,,,
6,20112661,BUSINESS ASSOC,NO,,,,,
7,20112661,WOMEN`S GROUP,YES,7,WEEKLY,20,20,0
8,20112661,YOUTH GROUP,YES,2,WEEKLY,22,0,15
9,20112661,POLITICAL GROUP,YES,4,WEEKLY,60,50,40
10,20112661,RELIGIOUS GROUP,YES,2,MONTHLY,22,22,15
11,20112661,CULTURAL GROUP,YES,3,SEMI-ANNUALLY,15,10,0
12,20112661,HEALTH COMMITTEE,YES,15,MONTHLY,10,5,0
13,20112661,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,4
14,20112661,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,3
15,20112661,SPORTS GROUP,NO,,,,,
16,20112661,NGO,NO,,,,,
17,20112661,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,0,4
18,20112661,DISABLED ASSOC.,NO,,,,,
19,20112661,OTHER (SPECIFY),NO,,,,,
1,20113112,VILLAGE DEVELOPMENT COMMITTE,YES,4,WEEKLY,18,8,2
2,20113112,AGRICULTURAL COOP,NO,,,,,
3,20113112,TOBACCO CLUB,YES,5,WEEKLY,28,6,12
4,20113112,FARMERS` GROUP,YES,8,WEEKLY,20,8,6
5,20113112,SAVING AND CREDIT COOP,NO,,,,,
6,20113112,BUSINESS ASSOC,NO,,,,,
7,20113112,WOMEN`S GROUP,YES,4,WEEKLY,30,30,2
8,20113112,YOUTH GROUP,NO,,,,,
9,20113112,POLITICAL GROUP,YES,3,OTHER (SPECIFY),1843,6,327
10,20113112,RELIGIOUS GROUP,NO,,,,,
11,20113112,CULTURAL GROUP,NO,,,,,
12,20113112,HEALTH COMMITTEE,YES,1,OTHER (SPECIFY),10,6,3
13,20113112,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,4,2
14,20113112,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,4,0
15,20113112,SPORTS GROUP,YES,3,WEEKLY,28,0,23
16,20113112,NGO,YES,8,OTHER (SPECIFY),45,5,29
17,20113112,COMMUNITY POLICE/WATCH GROUP,YES,2,QUARTERLY,10,0,3
18,20113112,DISABLED ASSOC.,NO,,,,,
19,20113112,OTHER (SPECIFY),NO,,,,,
1,20115434,VILLAGE DEVELOPMENT COMMITTE,YES,4,MONTHLY,10,4,0
2,20115434,AGRICULTURAL COOP,NO,,,,,
3,20115434,TOBACCO CLUB,YES,30,OTHER (SPECIFY),15,4,4
4,20115434,FARMERS` GROUP,YES,30,OTHER (SPECIFY),25,9,8
5,20115434,SAVING AND CREDIT COOP,NO,,,,,
6,20115434,BUSINESS ASSOC,NO,,,,,
7,20115434,WOMEN`S GROUP,YES,4,WEEKLY,25,25,7
8,20115434,YOUTH GROUP,YES,3,WEEKLY,36,0,28
9,20115434,POLITICAL GROUP,YES,4,OTHER (SPECIFY),612,417,363
10,20115434,RELIGIOUS GROUP,YES,5,WEEKLY,621,410,289
11,20115434,CULTURAL GROUP,NO,,,,,
12,20115434,HEALTH COMMITTEE,YES,4,OTHER (SPECIFY),10,4,4
13,20115434,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,0
14,20115434,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,3,0
15,20115434,SPORTS GROUP,NO,,,,,
16,20115434,NGO,YES,1,OTHER (SPECIFY),22,2,10
17,20115434,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),10,4,3
18,20115434,DISABLED ASSOC.,NO,,,,,
19,20115434,OTHER (SPECIFY),NO,,,,,
1,20205207,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,15,5,3
2,20205207,AGRICULTURAL COOP,NO,,,,,
3,20205207,TOBACCO CLUB,NO,,,,,
4,20205207,FARMERS` GROUP,NO,,,,,
5,20205207,SAVING AND CREDIT COOP,NO,,,,,
6,20205207,BUSINESS ASSOC,NO,,,,,
7,20205207,WOMEN`S GROUP,YES,7,OTHER (SPECIFY),210,148,75
8,20205207,YOUTH GROUP,YES,9,WEEKLY,153,95,74
9,20205207,POLITICAL GROUP,YES,4,OTHER (SPECIFY),210,148,75
10,20205207,RELIGIOUS GROUP,YES,9,WEEKLY,153,95,74
11,20205207,CULTURAL GROUP,NO,,,,,
12,20205207,HEALTH COMMITTEE,YES,4,MONTHLY,10,5,4
13,20205207,SCHOOL COMMITTEE,YES,1,WEEKLY,9,2,0
14,20205207,PARENT-TEACHER ASSOC.,YES,2,WEEKLY,10,3,0
15,20205207,SPORTS GROUP,YES,2,WEEKLY,32,0,27
16,20205207,NGO,YES,1,OTHER (SPECIFY),30,19,7
17,20205207,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),10,0,0
18,20205207,DISABLED ASSOC.,YES,1,OTHER (SPECIFY),10,4,0
19,20205207,OTHER (SPECIFY),NO,,,,,
1,20206362,VILLAGE DEVELOPMENT COMMITTE,YES,4,OTHER (SPECIFY),10,4,0
2,20206362,AGRICULTURAL COOP,YES,1,OTHER (SPECIFY),122,38,14
3,20206362,TOBACCO CLUB,YES,2,OTHER (SPECIFY),12,2,3
4,20206362,FARMERS` GROUP,YES,5,OTHER (SPECIFY),16,7,2
5,20206362,SAVING AND CREDIT COOP,YES,1,WEEKLY,76,26,16
6,20206362,BUSINESS ASSOC,NO,,,,,
7,20206362,WOMEN`S GROUP,YES,5,WEEKLY,23,23,7
8,20206362,YOUTH GROUP,YES,1,WEEKLY,18,9,14
9,20206362,POLITICAL GROUP,YES,3,OTHER (SPECIFY),136,79,26
10,20206362,RELIGIOUS GROUP,YES,7,WEEKLY,87,80,38
11,20206362,CULTURAL GROUP,NO,,,,,
12,20206362,HEALTH COMMITTEE,YES,2,MONTHLY,10,6,4
13,20206362,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,4,0
14,20206362,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,4,0
15,20206362,SPORTS GROUP,YES,3,WEEKLY,28,0,18
16,20206362,NGO,YES,4,OTHER (SPECIFY),25,10,12
17,20206362,COMMUNITY POLICE/WATCH GROUP,YES,6,OTHER (SPECIFY),12,2,6
18,20206362,DISABLED ASSOC.,NO,,,,,
19,20206362,OTHER (SPECIFY),NO,,,,,
1,20302539,VILLAGE DEVELOPMENT COMMITTE,YES,7,OTHER (SPECIFY),10,5,4
2,20302539,AGRICULTURAL COOP,NO,,,,,
3,20302539,TOBACCO CLUB,NO,,,,,
4,20302539,FARMERS` GROUP,YES,9,WEEKLY,16,7,4
5,20302539,SAVING AND CREDIT COOP,NO,,,,,
6,20302539,BUSINESS ASSOC,NO,,,,,
7,20302539,WOMEN`S GROUP,YES,10,WEEKLY,16,16,10
8,20302539,YOUTH GROUP,YES,5,OTHER (SPECIFY),20,10,20
9,20302539,POLITICAL GROUP,NO,,,,,
10,20302539,RELIGIOUS GROUP,YES,7,WEEKLY,450,310,126
11,20302539,CULTURAL GROUP,NO,,,,,
12,20302539,HEALTH COMMITTEE,YES,7,OTHER (SPECIFY),10,5,7
13,20302539,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,6,5
14,20302539,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),20,12,5
15,20302539,SPORTS GROUP,YES,12,WEEKLY,40,40,36
16,20302539,NGO,YES,2,WEEKLY,16,7,4
17,20302539,COMMUNITY POLICE/WATCH GROUP,YES,7,OTHER (SPECIFY),11,2,8
18,20302539,DISABLED ASSOC.,NO,,,,,
19,20302539,OTHER (SPECIFY),NO,,,,,
1,20303065,VILLAGE DEVELOPMENT COMMITTE,YES,12,MONTHLY,10,4,0
2,20303065,AGRICULTURAL COOP,NO,,,,,
3,20303065,TOBACCO CLUB,YES,4,MONTHLY,12,0,0
4,20303065,FARMERS` GROUP,YES,12,OTHER (SPECIFY),10,8,0
5,20303065,SAVING AND CREDIT COOP,NO,,,,,
6,20303065,BUSINESS ASSOC,NO,,,,,
7,20303065,WOMEN`S GROUP,YES,18,WEEKLY,15,13,4
8,20303065,YOUTH GROUP,NO,,,,,
9,20303065,POLITICAL GROUP,YES,3,OTHER (SPECIFY),482,213,211
10,20303065,RELIGIOUS GROUP,YES,5,WEEKLY,522,317,261
11,20303065,CULTURAL GROUP,NO,,,,,
12,20303065,HEALTH COMMITTEE,YES,12,MONTHLY,10,6,4
13,20303065,SCHOOL COMMITTEE,YES,2,WEEKLY,10,4,0
14,20303065,PARENT-TEACHER ASSOC.,YES,2,WEEKLY,9,5,0
15,20303065,SPORTS GROUP,YES,7,WEEKLY,37,0,24
16,20303065,NGO,YES,1,MONTHLY,10,5,2
17,20303065,COMMUNITY POLICE/WATCH GROUP,YES,12,,25,8,6
18,20303065,DISABLED ASSOC.,NO,,,,,
19,20303065,OTHER (SPECIFY),NO,,,,,
1,20305301,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,20305301,AGRICULTURAL COOP,YES,2,OTHER (SPECIFY),60,25,5
3,20305301,TOBACCO CLUB,YES,25,OTHER (SPECIFY),10,10,8
4,20305301,FARMERS` GROUP,YES,30,OTHER (SPECIFY),25,6,5
5,20305301,SAVING AND CREDIT COOP,YES,1,OTHER (SPECIFY),25,25,8
6,20305301,BUSINESS ASSOC,NO,,,,,
7,20305301,WOMEN`S GROUP,YES,10,WEEKLY,25,25,18
8,20305301,YOUTH GROUP,YES,4,OTHER (SPECIFY),310,193,110
9,20305301,POLITICAL GROUP,NO,,,,,
10,20305301,RELIGIOUS GROUP,YES,1,OTHER (SPECIFY),10,4,1
11,20305301,CULTURAL GROUP,YES,1,WEEKLY,10,3,4
12,20305301,HEALTH COMMITTEE,YES,1,WEEKLY,10,4,2
13,20305301,SCHOOL COMMITTEE,YES,2,OTHER (SPECIFY),45,45,30
14,20305301,PARENT-TEACHER ASSOC.,NO,,,,,
15,20305301,SPORTS GROUP,YES,2,OTHER (SPECIFY),10,0,6
16,20305301,NGO,NO,,,,,
17,20305301,COMMUNITY POLICE/WATCH GROUP,YES,2,OTHER (SPECIFY),10,0,6
18,20305301,DISABLED ASSOC.,NO,,,,,
19,20305301,OTHER (SPECIFY),YES,1,OTHER (SPECIFY),10,4,1
1,20306557,VILLAGE DEVELOPMENT COMMITTE,YES,4,OTHER (SPECIFY),10,4,0
2,20306557,AGRICULTURAL COOP,NO,,,,,
3,20306557,TOBACCO CLUB,YES,13,OTHER (SPECIFY),16,0,2
4,20306557,FARMERS` GROUP,NO,,,,,
5,20306557,SAVING AND CREDIT COOP,NO,,,,,
6,20306557,BUSINESS ASSOC,NO,,,,,
7,20306557,WOMEN`S GROUP,YES,7,WEEKLY,19,19,9
8,20306557,YOUTH GROUP,NO,,,,,
9,20306557,POLITICAL GROUP,YES,4,OTHER (SPECIFY),753,444,205
10,20306557,RELIGIOUS GROUP,YES,8,WEEKLY,611,297,224
11,20306557,CULTURAL GROUP,NO,,,,,
12,20306557,HEALTH COMMITTEE,YES,4,OTHER (SPECIFY),10,6,0
13,20306557,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,20306557,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,2
15,20306557,SPORTS GROUP,YES,3,WEEKLY,40,0,30
16,20306557,NGO,YES,1,WEEKLY,42,21,7
17,20306557,COMMUNITY POLICE/WATCH GROUP,YES,4,OTHER (SPECIFY),10,0,7
18,20306557,DISABLED ASSOC.,NO,,,,,
19,20306557,OTHER (SPECIFY),NO,,,,,
1,20402198,VILLAGE DEVELOPMENT COMMITTE,YES,3,OTHER (SPECIFY),10,4,0
2,20402198,AGRICULTURAL COOP,NO,,,,,
3,20402198,TOBACCO CLUB,YES,20,WEEKLY,10,3,4
4,20402198,FARMERS` GROUP,NO,,,,,
5,20402198,SAVING AND CREDIT COOP,NO,,,,,
6,20402198,BUSINESS ASSOC,NO,,,,,
7,20402198,WOMEN`S GROUP,YES,4,WEEKLY,14,14,3
8,20402198,YOUTH GROUP,NO,,,,,
9,20402198,POLITICAL GROUP,YES,4,OTHER (SPECIFY),218,147,54
10,20402198,RELIGIOUS GROUP,YES,6,WEEKLY,147,97,48
11,20402198,CULTURAL GROUP,YES,1,OTHER (SPECIFY),14,0,0
12,20402198,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,3
13,20402198,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,3
14,20402198,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,2,1
15,20402198,SPORTS GROUP,YES,1,WEEKLY,48,48,40
16,20402198,NGO,NO,,,,,
17,20402198,COMMUNITY POLICE/WATCH GROUP,YES,3,OTHER (SPECIFY),10,3,0
18,20402198,DISABLED ASSOC.,NO,,,,,
19,20402198,OTHER (SPECIFY),NO,,,,,
1,20404032,VILLAGE DEVELOPMENT COMMITTE,YES,7,OTHER (SPECIFY),10,7,1
2,20404032,AGRICULTURAL COOP,NO,,,,,
3,20404032,TOBACCO CLUB,NO,,,,,
4,20404032,FARMERS` GROUP,YES,2,WEEKLY,10,4,2
5,20404032,SAVING AND CREDIT COOP,NO,,,,,
6,20404032,BUSINESS ASSOC,NO,,,,,
7,20404032,WOMEN`S GROUP,YES,7,WEEKLY,12,12,7
8,20404032,YOUTH GROUP,NO,,,,,
9,20404032,POLITICAL GROUP,YES,3,OTHER (SPECIFY),192,121,90
10,20404032,RELIGIOUS GROUP,YES,11,WEEKLY,259,149,102
11,20404032,CULTURAL GROUP,YES,2,OTHER (SPECIFY),59,19,32
12,20404032,HEALTH COMMITTEE,YES,7,OTHER (SPECIFY),10,4,1
13,20404032,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,4,0
14,20404032,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,4,0
15,20404032,SPORTS GROUP,YES,7,WEEKLY,36,6,27
16,20404032,NGO,NO,,,,,
17,20404032,COMMUNITY POLICE/WATCH GROUP,YES,7,OTHER (SPECIFY),10,0,3
18,20404032,DISABLED ASSOC.,NO,,,,,
19,20404032,OTHER (SPECIFY),NO,,,,,
1,20404575,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,10,4,3
2,20404575,AGRICULTURAL COOP,NO,,,,,
3,20404575,TOBACCO CLUB,YES,3,MONTHLY,25,0,20
4,20404575,FARMERS` GROUP,NO,,,,,
5,20404575,SAVING AND CREDIT COOP,NO,,,,,
6,20404575,BUSINESS ASSOC,NO,,,,,
7,20404575,WOMEN`S GROUP,YES,12,WEEKLY,30,19,25
8,20404575,YOUTH GROUP,NO,,,,,
9,20404575,POLITICAL GROUP,YES,4,OTHER (SPECIFY),10,0,0
10,20404575,RELIGIOUS GROUP,YES,10,WEEKLY,132,89,53
11,20404575,CULTURAL GROUP,YES,6,OTHER (SPECIFY),100,45,65
12,20404575,HEALTH COMMITTEE,YES,2,MONTHLY,10,6,6
13,20404575,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),10,5,5
14,20404575,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),9,3,2
15,20404575,SPORTS GROUP,YES,5,WEEKLY,45,0,30
16,20404575,NGO,YES,3,OTHER (SPECIFY),36,21,18
17,20404575,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),10,2,4
18,20404575,DISABLED ASSOC.,NO,,,,,
19,20404575,OTHER (SPECIFY),NO,,,,,
1,20405366,VILLAGE DEVELOPMENT COMMITTE,YES,2,OTHER (SPECIFY),12,5,6
2,20405366,AGRICULTURAL COOP,NO,,,,,
3,20405366,TOBACCO CLUB,YES,2,MONTHLY,6,6,0
4,20405366,FARMERS` GROUP,NO,,,,,
5,20405366,SAVING AND CREDIT COOP,NO,,,,,
6,20405366,BUSINESS ASSOC,NO,,,,,
7,20405366,WOMEN`S GROUP,YES,2,WEEKLY,46,46,25
8,20405366,YOUTH GROUP,NO,,,,,
9,20405366,POLITICAL GROUP,YES,4,OTHER (SPECIFY),76,55,28
10,20405366,RELIGIOUS GROUP,YES,7,WEEKLY,618,430,310
11,20405366,CULTURAL GROUP,NO,,,,,
12,20405366,HEALTH COMMITTEE,YES,2,MONTHLY,12,6,1
13,20405366,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),9,2,6
14,20405366,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,4,2
15,20405366,SPORTS GROUP,YES,3,WEEKLY,30,30,24
16,20405366,NGO,NO,,,,,
17,20405366,COMMUNITY POLICE/WATCH GROUP,YES,2,OTHER (SPECIFY),3,3,1
18,20405366,DISABLED ASSOC.,NO,,,,,
19,20405366,OTHER (SPECIFY),NO,,,,,
1,20407398,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,6
2,20407398,AGRICULTURAL COOP,NO,,,,,
3,20407398,TOBACCO CLUB,YES,3,WEEKLY,30,1,0
4,20407398,FARMERS` GROUP,NO,,,,,
5,20407398,SAVING AND CREDIT COOP,NO,,,,,
6,20407398,BUSINESS ASSOC,NO,,,,,
7,20407398,WOMEN`S GROUP,YES,4,WEEKLY,30,30,4
8,20407398,YOUTH GROUP,NO,,,,,
9,20407398,POLITICAL GROUP,YES,4,OTHER (SPECIFY),247,132,43
10,20407398,RELIGIOUS GROUP,YES,8,WEEKLY,250,157,69
11,20407398,CULTURAL GROUP,NO,,,,,
12,20407398,HEALTH COMMITTEE,YES,9,OTHER (SPECIFY),10,6,3
13,20407398,SCHOOL COMMITTEE,YES,1,WEEKLY,9,4,2
14,20407398,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,9,3,1
15,20407398,SPORTS GROUP,YES,3,OTHER (SPECIFY),30,0,26
16,20407398,NGO,NO,,,,,
17,20407398,COMMUNITY POLICE/WATCH GROUP,YES,1,OTHER (SPECIFY),10,10,4
18,20407398,DISABLED ASSOC.,NO,,,,,
19,20407398,OTHER (SPECIFY),NO,,,,,
1,20407481,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,17,8,5
2,20407481,AGRICULTURAL COOP,NO,,,,,
3,20407481,TOBACCO CLUB,NO,,,,,
4,20407481,FARMERS` GROUP,YES,2,MONTHLY,30,18,7
5,20407481,SAVING AND CREDIT COOP,YES,2,WEEKLY,15,14,6
6,20407481,BUSINESS ASSOC,NO,,,,,
7,20407481,WOMEN`S GROUP,YES,2,WEEKLY,107,107,18
8,20407481,YOUTH GROUP,YES,2,OTHER (SPECIFY),78,64,78
9,20407481,POLITICAL GROUP,YES,4,OTHER (SPECIFY),148,85,35
10,20407481,RELIGIOUS GROUP,YES,11,WEEKLY,1204,762,402
11,20407481,CULTURAL GROUP,YES,1,OTHER (SPECIFY),22,10,6
12,20407481,HEALTH COMMITTEE,YES,1,WEEKLY,10,6,3
13,20407481,SCHOOL COMMITTEE,YES,2,MONTHLY,15,8,3
14,20407481,PARENT-TEACHER ASSOC.,YES,2,MONTHLY,15,8,25
15,20407481,SPORTS GROUP,YES,2,WEEKLY,27,2,23
16,20407481,NGO,YES,2,WEEKLY,30,12,14
17,20407481,COMMUNITY POLICE/WATCH GROUP,YES,2,MONTHLY,10,6,8
18,20407481,DISABLED ASSOC.,NO,,,,,
19,20407481,OTHER (SPECIFY),NO,,,,,
1,20507089,VILLAGE DEVELOPMENT COMMITTE,YES,4,OTHER (SPECIFY),10,3,3
2,20507089,AGRICULTURAL COOP,NO,,,,,
3,20507089,TOBACCO CLUB,NO,,,,,
4,20507089,FARMERS` GROUP,YES,17,MONTHLY,20,8,11
5,20507089,SAVING AND CREDIT COOP,NO,,,,,
6,20507089,BUSINESS ASSOC,NO,,,,,
7,20507089,WOMEN`S GROUP,YES,2,OTHER (SPECIFY),30,30,18
8,20507089,YOUTH GROUP,YES,1,WEEKLY,63,24,149
9,20507089,POLITICAL GROUP,YES,10,OTHER (SPECIFY),250,150,149
10,20507089,RELIGIOUS GROUP,YES,10,WEEKLY,57,36,22
11,20507089,CULTURAL GROUP,YES,1,OTHER (SPECIFY),100,40,35
12,20507089,HEALTH COMMITTEE,YES,3,WEEKLY,10,4,3
13,20507089,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,0
14,20507089,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,4,0
15,20507089,SPORTS GROUP,YES,1,WEEKLY,10,4,0
16,20507089,NGO,YES,3,WEEKLY,45,0,40
17,20507089,COMMUNITY POLICE/WATCH GROUP,YES,3,WEEKLY,40,20,20
18,20507089,DISABLED ASSOC.,YES,1,OTHER (SPECIFY),10,10,6
19,20507089,OTHER (SPECIFY),NO,,,,,
1,20507459,VILLAGE DEVELOPMENT COMMITTE,YES,9,MONTHLY,10,5,4
2,20507459,AGRICULTURAL COOP,YES,1,WEEKLY,45,26,25
3,20507459,TOBACCO CLUB,YES,2,WEEKLY,15,15,4
4,20507459,FARMERS` GROUP,YES,10,WEEKLY,20,6,0
5,20507459,SAVING AND CREDIT COOP,YES,3,WEEKLY,15,8,8
6,20507459,BUSINESS ASSOC,NO,,,,,
7,20507459,WOMEN`S GROUP,YES,6,OTHER (SPECIFY),23,23,14
8,20507459,YOUTH GROUP,NO,,,,,
9,20507459,POLITICAL GROUP,YES,3,OTHER (SPECIFY),330,201,136
10,20507459,RELIGIOUS GROUP,YES,4,WEEKLY,427,216,249
11,20507459,CULTURAL GROUP,NO,,,,,
12,20507459,HEALTH COMMITTEE,YES,9,OTHER (SPECIFY),10,5,10
13,20507459,SCHOOL COMMITTEE,YES,2,WEEKLY,10,4,2
14,20507459,PARENT-TEACHER ASSOC.,YES,2,WEEKLY,10,5,0
15,20507459,SPORTS GROUP,YES,3,WEEKLY,40,30,30
16,20507459,NGO,YES,2,OTHER (SPECIFY),30,12,7
17,20507459,COMMUNITY POLICE/WATCH GROUP,YES,9,OTHER (SPECIFY),10,10,2
18,20507459,DISABLED ASSOC.,NO,,,,,
19,20507459,OTHER (SPECIFY),NO,,,,,
1,20508349,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,7800,4500,2500
2,20508349,AGRICULTURAL COOP,YES,37,WEEKLY,4500,700,1500
3,20508349,TOBACCO CLUB,YES,10,WEEKLY,2500,100,1200
4,20508349,FARMERS` GROUP,NO,,,,,
5,20508349,SAVING AND CREDIT COOP,NO,,,,,
6,20508349,BUSINESS ASSOC,NO,,,,,
7,20508349,WOMEN`S GROUP,YES,15,WEEKLY,450,450,50
8,20508349,YOUTH GROUP,YES,5,WEEKLY,1800,500,1800
9,20508349,POLITICAL GROUP,YES,3,WEEKLY,9000,5000,1500
10,20508349,RELIGIOUS GROUP,YES,10,WEEKLY,15000,9000,10000
11,20508349,CULTURAL GROUP,YES,1,WEEKLY,800,50,750
12,20508349,HEALTH COMMITTEE,YES,1,WEEKLY,10,4,6
13,20508349,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,6
14,20508349,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,4,6
15,20508349,SPORTS GROUP,YES,1,WEEKLY,10,4,6
16,20508349,NGO,YES,1,WEEKLY,10,4,6
17,20508349,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,4,6
18,20508349,DISABLED ASSOC.,NO,,,,,
19,20508349,OTHER (SPECIFY),NO,,,,,
1,20601141,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,20,6,6
2,20601141,AGRICULTURAL COOP,NO,,,,,
3,20601141,TOBACCO CLUB,YES,2,WEEKLY,20,0,20
4,20601141,FARMERS` GROUP,NO,,,,,
5,20601141,SAVING AND CREDIT COOP,NO,,,,,
6,20601141,BUSINESS ASSOC,NO,,,,,
7,20601141,WOMEN`S GROUP,YES,1,WEEKLY,30,30,30
8,20601141,YOUTH GROUP,YES,2,WEEKLY,100,0,100
9,20601141,POLITICAL GROUP,YES,2,MONTHLY,60,20,40
10,20601141,RELIGIOUS GROUP,YES,10,WEEKLY,300,150,200
