HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
1442,208031560320,20803156,Panel B,,Yes,,No,,Yes,both in master and using data
1458,208031560337,20803156,Panel B,,Yes,,No,,Yes,both in master and using data
1441,208044050016,20804405,Panel A,,Yes,,No,,No,both in master and using data
1457,208044050067,20804405,Panel A,,Yes,,No,,No,both in master and using data
1461,208044050092,20804405,Panel A,,Yes,,No,,No,both in master and using data
1453,208044050095,20804405,Panel A,,Yes,,No,,No,both in master and using data
1443,208044050152,20804405,Panel A,,Yes,,No,,Yes,both in master and using data
1455,208044050163,20804405,Panel A,,Yes,,No,,Yes,both in master and using data
1459,208044050172,20804405,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1469,208044050185,20804405,Panel A,,Yes,,No,,No,both in master and using data
1465,208044050247,20804405,Panel A,,Yes,,No,,No,both in master and using data
1463,208044050269,20804405,Panel A,,Yes,,,,No,both in master and using data
1449,208044050279,20804405,Panel A,,Yes,,No,,Yes,both in master and using data
1445,208044050319,20804405,Panel A,,Yes,,No,,Yes,both in master and using data
1467,208044050380,20804405,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1447,208044050412,20804405,Panel A,,Yes,,No,,No,both in master and using data
1474,208047680004,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1472,208047680022,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1478,208047680032,20804768,Panel B,,Yes,,No,,No,both in master and using data
1484,208047680035,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1466,208047680046,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1482,208047680058,20804768,Panel B,,Yes,,No,,No,both in master and using data
1464,208047680075,20804768,Panel B,,Yes,,No,,No,both in master and using data
1476,208047680076,20804768,Panel B,,Yes,,No,,No,both in master and using data
1468,208047680083,20804768,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1486,208047680094,20804768,Panel B,,Yes,,,,Yes,both in master and using data
1488,208047680118,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1470,208047680166,20804768,Panel B,,Yes,,No,,No,both in master and using data
1492,208047680220,20804768,Panel B,,No,,No,,Yes,both in master and using data
1480,208047680238,20804768,Panel B,,Yes,,No,,No,both in master and using data
1490,208047680274,20804768,Panel B,,Yes,,No,,Yes,both in master and using data
1485,208061310011,20806131,Panel A,,Yes,,No,,No,both in master and using data
1503,208061310023,20806131,Panel A,,Yes,,Yes,,Yes,both in master and using data
1489,208061310026,20806131,Panel A,,Yes,,No,,No,both in master and using data
1487,208061310035,20806131,Panel A,,Yes,,No,,Yes,both in master and using data
1497,208061310081,20806131,Panel A,,No,,No,,Yes,both in master and using data
1477,208061310083,20806131,Panel A,,Yes,,No,,No,both in master and using data
1481,208061310120,20806131,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1495,208061310128,20806131,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1491,208061310132,20806131,Panel A,,Yes,,No,,No,both in master and using data
1493,208061310139,20806131,Panel A,,Yes,,Yes,,No,both in master and using data
1483,208061310146,20806131,Panel A,,Yes,,No,,No,both in master and using data
1475,208061310221,20806131,Panel A,,Yes,,No,,No,both in master and using data
1479,208061310235,20806131,Panel A,,Yes,,No,,Yes,both in master and using data
1499,208061310244,20806131,Panel A,,Yes,,No,,Yes,both in master and using data
1501,208061310263,20806131,Panel A,,Yes,,No,,No,both in master and using data
1473,208061310274,20806131,Panel A,,Yes,,No,,No,both in master and using data
1521,208077270023,20807727,Panel A,,Yes,,No,,No,both in master and using data
1523,208077270060,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1515,208077270079,20807727,Panel A,,Yes,,No,,No,both in master and using data
1507,208077270095,20807727,Panel A,,Yes,,No,,No,both in master and using data
1529,208077270118,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1533,208077270119,20807727,Panel A,,Yes,,No,,No,both in master and using data
1531,208077270120,20807727,Panel A,,Yes,,No,,No,both in master and using data
1509,208077270160,20807727,Panel A,,Yes,,No,,No,both in master and using data
1505,208077270164,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1525,208077270175,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1519,208077270183,20807727,Panel A,,Yes,,No,,No,both in master and using data
1535,208077270294,20807727,Panel A,,Yes,,No,,No,both in master and using data
1517,208077270339,20807727,Panel A,,Yes,,No,,No,both in master and using data
1511,208077270371,20807727,Panel A,,Yes,,No,,No,both in master and using data
1513,208077270372,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1527,208077270388,20807727,Panel A,,Yes,,No,,Yes,both in master and using data
1510,208084210007,20808421,Panel B,,Yes,,No,,No,both in master and using data
1512,208084210015,20808421,Panel B,,Yes,,No,,No,both in master and using data
1508,208084210016,20808421,Panel B,,Yes,,No,,No,both in master and using data
1500,208084210032,20808421,Panel B,,Yes,,No,,No,both in master and using data
1506,208084210033,20808421,Panel B,,Yes,,No,,No,both in master and using data
1496,208084210049,20808421,Panel B,,Yes,,No,,Yes,both in master and using data
1524,208084210066,20808421,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1498,208084210074,20808421,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1502,208084210082,20808421,Panel B,,Yes,,No,,No,both in master and using data
1520,208084210091,20808421,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1514,208084210099,20808421,Panel B,,Yes,,No,,No,both in master and using data
1516,208084210116,20808421,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1522,208084210141,20808421,Panel B,,Yes,,No,,Yes,both in master and using data
1504,208084210149,20808421,Panel B,,Yes,,No,,Yes,both in master and using data
1526,208084210166,20808421,Panel B,,Yes,,No,,No,both in master and using data
1518,208084210174,20808421,Panel B,,Yes,,No,,No,both in master and using data
1558,209035830002,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1544,209035830022,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1542,209035830041,20903583,Panel B,,Yes,,No,,No,both in master and using data
1554,209035830061,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1556,209035830081,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1532,209035830100,20903583,Panel B,,Yes,,No,,No,both in master and using data
1552,209035830140,20903583,Panel B,,Yes,,No,,No,both in master and using data
1546,209035830159,20903583,Panel B,,Yes,,No,,No,both in master and using data
1528,209035830179,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1550,209035830238,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1536,209035830258,20903583,Panel B,,Yes,,No,,No,both in master and using data
1534,209035830297,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1548,209035830317,20903583,Panel B,,Yes,,No,,No,both in master and using data
1530,209035830336,20903583,Panel B,,Yes,,No,,No,both in master and using data
1540,209035830376,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1538,209035830395,20903583,Panel B,,Yes,,No,,Yes,both in master and using data
1541,209065240013,20906524,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1549,209065240020,20906524,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1565,209065240027,20906524,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1567,209065240061,20906524,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1563,209065240102,20906524,Panel A,,Yes,,No,,No,both in master and using data
1559,209065240152,20906524,Panel A,,Yes,,No,,Yes,both in master and using data
1551,209065240160,20906524,Panel A,,Yes,,No,,No,both in master and using data
1545,209065240180,20906524,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1555,209065240193,20906524,Panel A,,Yes,,No,,No,both in master and using data
1537,209065240205,20906524,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1539,209065240211,20906524,Panel A,,Yes,,No,,Yes,both in master and using data
1561,209065240225,20906524,Panel A,,Yes,,No,,Yes,both in master and using data
1547,209065240246,20906524,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1543,209065240253,20906524,Panel A,,Yes,,No,,Yes,both in master and using data
1557,209065240263,20906524,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1553,209065240299,20906524,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1562,209066050011,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1560,209066050025,20906605,Panel B,,Yes,,No,,No,both in master and using data
1570,209066050038,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1566,209066050065,20906605,Panel B,,Yes,,No,,No,both in master and using data
1574,209066050078,20906605,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1588,209066050092,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1580,209066050119,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1568,209066050132,20906605,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1590,209066050145,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1576,209066050172,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1584,209066050185,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1564,209066050199,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1586,209066050226,20906605,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1578,209066050239,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1572,209066050252,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1582,209066050279,20906605,Panel B,,Yes,,No,,Yes,both in master and using data
1631,209080880004,20908088,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1621,209080880012,20908088,Panel A,,Yes,,No,,No,both in master and using data
1625,209080880013,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1603,209080880052,20908088,Panel A,,Yes,,No,,No,both in master and using data
1627,209080880064,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1617,209080880075,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1601,209080880076,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1613,209080880086,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1619,209080880090,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1607,209080880093,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1611,209080880120,20908088,Panel A,,Yes,,No,,No,both in master and using data
1605,209080880166,20908088,Panel A,,Yes,,No,,Yes,both in master and using data
1629,209080880169,20908088,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1615,209080880173,20908088,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1609,209080880192,20908088,Panel A,,Yes,,No,,No,both in master and using data
1623,209080880198,20908088,Panel A,,Yes,,,,Yes,both in master and using data
1593,209081190042,20908119,Panel A,,Yes,,No,,No,both in master and using data
1591,209081190062,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1573,209081190063,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1595,209081190089,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1597,209081190095,20908119,Panel A,,Yes,,No,,No,both in master and using data
1569,209081190116,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1571,209081190156,20908119,Panel A,,Yes,,No,,No,both in master and using data
1589,209081190189,20908119,Panel A,,Yes,,No,,No,both in master and using data
1575,209081190229,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1587,209081190230,20908119,Panel A,,Yes,,No,,No,both in master and using data
1585,209081190235,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1583,209081190269,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1579,209081190279,20908119,Panel A,,Yes,,No,,No,both in master and using data
1577,209081190303,20908119,Panel A,,Yes,,No,,No,both in master and using data
1581,209081190307,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1599,209081190318,20908119,Panel A,,Yes,,No,,Yes,both in master and using data
1600,209091130006,20909113,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1616,209091130013,20909113,Panel B,,Yes,,No,,No,both in master and using data
1620,209091130019,20909113,Panel B,,Yes,,No,,Yes,both in master and using data
1602,209091130025,20909113,Panel B,,Yes,,No,,No,both in master and using data
1598,209091130037,20909113,Panel B,,Yes,,No,,No,both in master and using data
1614,209091130043,20909113,Panel B,,Yes,,No,,No,both in master and using data
1608,209091130049,20909113,Panel B,,Yes,,,,No,both in master and using data
1592,209091130056,20909113,Panel B,,Yes,,No,,No,both in master and using data
1596,209091130074,20909113,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1618,209091130080,20909113,Panel B,,Yes,,No,,Yes,both in master and using data
1622,209091130086,20909113,Panel B,,Yes,,No,,Yes,both in master and using data
1594,209091130099,20909113,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1612,209091130105,20909113,Panel B,,Yes,,No,,No,both in master and using data
1604,209091130111,20909113,Panel B,,Yes,,No,,Yes,both in master and using data
1606,209091130123,20909113,Panel B,,Yes,,,,No,both in master and using data
1642,210370300001,21037030,Panel B,,Yes,,No,,No,both in master and using data
1648,210370300010,21037030,Panel B,,No,,No,,Yes,both in master and using data
1630,210370300014,21037030,Panel B,,Yes,,,,No,both in master and using data
1624,210370300018,21037030,Panel B,,Yes,,No,,No,both in master and using data
1628,210370300036,21037030,Panel B,,Yes,,No,,No,both in master and using data
1640,210370300045,21037030,Panel B,,Yes,,No,,No,both in master and using data
1650,210370300054,21037030,Panel B,,Yes,,No,,No,both in master and using data
1652,210370300058,21037030,Panel B,,Yes,,No,,Yes,both in master and using data
1626,210370300067,21037030,Panel B,,Yes,,No,,No,both in master and using data
1646,210370300071,21037030,Panel B,,Yes,,,,No,both in master and using data
1638,210370300075,21037030,Panel B,,Yes,,,,No,both in master and using data
1653,210375360051,21037536,Panel A,,Yes,,,,No,both in master and using data
1649,210375360081,21037536,Panel A,,Yes,,,,No,both in master and using data
1645,210375360166,21037536,Panel A,,No,,No,,Yes,both in master and using data
1635,210375360303,21037536,Panel A,,Yes,,,,No,both in master and using data
1669,210487640009,21048764,Panel A,,Yes,,,,No,both in master and using data
1691,210487640016,21048764,Panel A,,No,,No,,Yes,both in master and using data
1693,210487640032,21048764,Panel A,,Yes,,No,,No,both in master and using data
1665,210487640035,21048764,Panel A,,Yes,,No,,No,both in master and using data
1675,210487640090,21048764,Panel A,,Yes,,No,,No,both in master and using data
1677,210487640099,21048764,Panel A,,Yes,,No,,Yes,both in master and using data
1681,210487640100,21048764,Panel A,,Yes,,,,No,both in master and using data
1673,210487640103,21048764,Panel A,,Yes,,No,,No,both in master and using data
1679,210487640147,21048764,Panel A,,Yes,,No,,No,both in master and using data
1685,210487640179,21048764,Panel A,,Yes,,No,,No,both in master and using data
1667,210487640200,21048764,Panel A,,Yes,,,,No,both in master and using data
1678,210512030007,21051203,Panel B,,Yes,,,,No,both in master and using data
1664,210512030021,21051203,Panel B,,Yes,,No,,Yes,both in master and using data
1686,210512030065,21051203,Panel B,,Yes,,,,No,both in master and using data
1676,210512030108,21051203,Panel B,,,,,,No,both in master and using data
1674,210512030181,21051203,Panel B,,Yes,,,,No,both in master and using data
1682,210512030210,21051203,Panel B,,Yes,,,,No,both in master and using data
1666,210512030253,21051203,Panel B,,Yes,,,,No,both in master and using data
1717,210524270049,21052427,Panel A,,Yes,,,,No,both in master and using data
1723,210524270056,21052427,Panel A,,Yes,,No,,No,both in master and using data
1701,210524270105,21052427,Panel A,,No,,,,Yes,both in master and using data
1703,210524270130,21052427,Panel A,,Yes,,,,No,both in master and using data
1719,210524270133,21052427,Panel A,,Yes,,,,Yes,both in master and using data
1705,210524270222,21052427,Panel A,,Yes,,,,No,both in master and using data
1711,210524270224,21052427,Panel A,,Yes,,No,,No,both in master and using data
1702,210537450001,21053745,Panel B,,No,,No,,Yes,both in master and using data
1708,210537450023,21053745,Panel B,,Yes,,,,No,both in master and using data
1692,210537450030,21053745,Panel B,,Yes,,No,,No,both in master and using data
1706,210537450059,21053745,Panel B,,Yes,,,,No,both in master and using data
1688,210537450133,21053745,Panel B,,Yes,,,,No,both in master and using data
1714,210537450147,21053745,Panel B,,Yes,,No,,Yes,both in master and using data
1748,210552410123,21055241,Panel B,,Yes,,No,,No,both in master and using data
1732,210552410148,21055241,Panel B,,Yes,,,,No,both in master and using data
1726,210552410174,21055241,Panel B,,Yes,,No,,No,both in master and using data
1746,210552410199,21055241,Panel B,,Yes,,,,No,both in master and using data
1738,210552410301,21055241,Panel B,,Yes,,No,,No,both in master and using data
1744,210552410353,21055241,Panel B,,Yes,,No,,Yes,both in master and using data
1734,210552410378,21055241,Panel B,,Yes,,,,No,both in master and using data
1750,210552410404,21055241,Panel B,,Yes,,No,,No,both in master and using data
1720,210552410429,21055241,Panel B,,Yes,,No,,Yes,both in master and using data
1730,210552410480,21055241,Panel B,,Yes,,,,No,both in master and using data
1722,210552410531,21055241,Panel B,,Yes,,No,,No,both in master and using data
1749,210556930273,21055693,Panel A,,Yes,,No,,No,both in master and using data
1753,210556930426,21055693,Panel A,,Yes,,No,,No,both in master and using data
1757,210556930609,21055693,Panel A,,No,,,,Yes,both in master and using data
1733,210556930638,21055693,Panel A,,Yes,,,,No,both in master and using data
1743,210556930789,21055693,Panel A,,Yes,,No,,No,both in master and using data
1745,210556930881,21055693,Panel A,,Yes,,,,Yes,both in master and using data
1739,210556930960,21055693,Panel A,,Yes,,,,No,both in master and using data
1752,210660960013,21066096,Panel B,,Yes,,No,,Yes,both in master and using data
1774,210660960138,21066096,Panel B,,Yes,,,,No,both in master and using data
1756,210660960179,21066096,Panel B,,Yes,,No,,No,both in master and using data
1766,210660960303,21066096,Panel B,,Yes,,No,,No,both in master and using data
1764,210660960386,21066096,Panel B,,Yes,,No,,Yes,both in master and using data
1780,210660960511,21066096,Panel B,,Yes,,No,,No,both in master and using data
1772,210660960593,21066096,Panel B,,Yes,,,,No,both in master and using data
1760,210660960676,21066096,Panel B,,Yes,,No,,No,both in master and using data
1754,210660960718,21066096,Panel B,,Yes,,,,No,both in master and using data
1778,210660960842,21066096,Panel B,,No,,No,,Yes,both in master and using data
1777,210663390033,21066339,Panel A,,Yes,,No,,No,both in master and using data
1781,210663390423,21066339,Panel A,,Yes,,,,No,both in master and using data
1761,210663390451,21066339,Panel A,,Yes,,No,,No,both in master and using data
1769,210663390578,21066339,Panel A,,Yes,,,,Yes,both in master and using data
1789,210663390682,21066339,Panel A,,Yes,,No,,No,both in master and using data
1767,210663390754,21066339,Panel A,,Yes,,,,No,both in master and using data
1773,210663390913,21066339,Panel A,,Yes,,,,No,both in master and using data
1807,210745100075,21074510,Panel A,,Yes,,,,Yes,both in master and using data
1801,210745100501,21074510,Panel A,,Yes,,,,Yes,both in master and using data
1795,210745100640,21074510,Panel A,,Yes,,No,,No,both in master and using data
1817,210745100885,21074510,Panel A,,Yes,,,,No,both in master and using data
1809,210745100917,21074510,Panel A,,Yes,,,,No,both in master and using data
1821,210745100948,21074510,Panel A,,Yes,,,,Yes,both in master and using data
1800,210777250033,21077725,Panel B,,Yes,,No,,No,both in master and using data
1802,210777250041,21077725,Panel B,,No,,,,Yes,both in master and using data
1812,210777250058,21077725,Panel B,,Yes,,,,No,both in master and using data
1786,210777250066,21077725,Panel B,,Yes,,,,No,both in master and using data
1810,210777250074,21077725,Panel B,,Yes,,,,No,both in master and using data
1808,210777250157,21077725,Panel B,,Yes,,No,,Yes,both in master and using data
1796,210777250174,21077725,Panel B,,Yes,,,,No,both in master and using data
1849,210803080100,21080308,Panel A,,Yes,,No,,Yes,both in master and using data
1853,210803080358,21080308,Panel A,,Yes,,,,No,both in master and using data
1843,210803080685,21080308,Panel A,,Yes,,,,No,both in master and using data
1825,210803080880,21080308,Panel A,,Yes,,No,,Yes,both in master and using data
1836,210815730045,21081573,Panel B,,Yes,,No,,Yes,both in master and using data
1822,210815730107,21081573,Panel B,,Yes,,,,No,both in master and using data
1818,210815730169,21081573,Panel B,,Yes,,No,,Yes,both in master and using data
1832,210815730190,21081573,Panel B,,Yes,,,,No,both in master and using data
1840,210815730253,21081573,Panel B,,Yes,,,,Yes,both in master and using data
1834,210815730273,21081573,Panel B,,Yes,,,,No,both in master and using data
1824,210815730315,21081573,Panel B,,Yes,,No,,No,both in master and using data
1820,210815730357,21081573,Panel B,,Yes,,No,,Yes,both in master and using data
1856,210860690053,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1870,210860690065,21086069,Panel B,,Yes,,No,,No,both in master and using data
1862,210860690077,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1860,210860690100,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1872,210860690112,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1844,210860690123,21086069,Panel B,,Yes,,,,No,both in master and using data
1854,210860690146,21086069,Panel B,,Yes,,No,,No,both in master and using data
1846,210860690158,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1866,210860690170,21086069,Panel B,,Yes,,,,Yes,both in master and using data
1848,210860690181,21086069,Panel B,,Yes,,,,No,both in master and using data
1850,210860690204,21086069,Panel B,,Yes,,No,,Yes,both in master and using data
1868,210860690216,21086069,Panel B,,Yes,,No,,No,both in master and using data
1873,210864360023,21086436,Panel A,,Yes,,No,,No,both in master and using data
1865,210864360071,21086436,Panel A,,Yes,,No,,No,both in master and using data
1875,210864360087,21086436,Panel A,,Yes,,No,,No,both in master and using data
1879,210864360119,21086436,Panel A,,Yes,,No,,Yes,both in master and using data
1871,210864360135,21086436,Panel A,,Yes,,No,,No,both in master and using data
1887,210864360167,21086436,Panel A,,Yes,,,,Yes,both in master and using data
1857,210864360183,21086436,Panel A,,Yes,,No,,Yes,both in master and using data
1859,210864360200,21086436,Panel A,,Yes,,No,,Yes,both in master and using data
1867,210864360216,21086436,Panel A,,Yes,,No,,No,both in master and using data
1877,210864360264,21086436,Panel A,,Yes,,,,No,both in master and using data
1881,210864360280,21086436,Panel A,,Yes,,,,Yes,both in master and using data
1885,210864360296,21086436,Panel A,,Yes,,,,No,both in master and using data
1863,210864360312,21086436,Panel A,,Yes,,,,No,both in master and using data
1915,210875310152,21087531,Panel A,,Yes,,,,No,both in master and using data
1901,210875310213,21087531,Panel A,,Yes,,No,,Yes,both in master and using data
1889,210875310313,21087531,Panel A,,Yes,,No,,No,both in master and using data
1909,210875310374,21087531,Panel A,,No,,Yes,Yes,Yes,both in master and using data
1919,210875310399,21087531,Panel A,,Yes,,No,,Yes,both in master and using data
1874,210885970005,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1892,210885970026,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1902,210885970047,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1880,210885970068,21088597,Panel B,,Yes,,No,,No,both in master and using data
1890,210885970089,21088597,Panel B,,Yes,,,,Yes,both in master and using data
1896,210885970174,21088597,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1900,210885970195,21088597,Panel B,,Yes,,No,,No,both in master and using data
1886,210885970237,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1878,210885970258,21088597,Panel B,,Yes,,No,,No,both in master and using data
1882,210885970321,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1876,210885970342,21088597,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1898,210885970363,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1894,210885970405,21088597,Panel B,,Yes,,No,,No,both in master and using data
1888,210885970426,21088597,Panel B,,Yes,,No,,Yes,both in master and using data
1951,301012800005,30101280,Panel A,,Yes,,No,,No,both in master and using data
1941,301012800051,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1923,301012800063,30101280,Panel A,,Yes,,No,,No,both in master and using data
1935,301012800066,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1929,301012800072,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1933,301012800089,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1925,301012800118,30101280,Panel A,,Yes,,No,,No,both in master and using data
1945,301012800121,30101280,Panel A,,Yes,,No,,No,both in master and using data
1943,301012800128,30101280,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1949,301012800130,30101280,Panel A,,Yes,,No,,No,both in master and using data
1939,301012800172,30101280,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1931,301012800179,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1947,301012800247,30101280,Panel A,,Yes,,No,,No,both in master and using data
1927,301012800312,30101280,Panel A,,Yes,,No,,No,both in master and using data
1921,301012800326,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1937,301012800351,30101280,Panel A,,Yes,,No,,Yes,both in master and using data
1922,301015450010,30101545,Panel B,,Yes,,No,,No,both in master and using data
1908,301015450016,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1914,301015450023,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1924,301015450030,30101545,Panel B,,Yes,,No,,No,both in master and using data
1920,301015450043,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1932,301015450050,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1930,301015450057,30101545,Panel B,,Yes,,No,,No,both in master and using data
1910,301015450063,30101545,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1934,301015450077,30101545,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1904,301015450083,30101545,Panel B,,Yes,,Yes,No,No,both in master and using data
1912,301015450090,30101545,Panel B,,Yes,,No,,No,both in master and using data
1926,301015450097,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1916,301015450110,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1906,301015450117,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1928,301015450124,30101545,Panel B,,Yes,,No,,No,both in master and using data
1918,301015450137,30101545,Panel B,,Yes,,No,,Yes,both in master and using data
1983,301020280005,30102028,Panel A,,Yes,,No,,No,both in master and using data
1955,301020280030,30102028,Panel A,,Yes,,No,,No,both in master and using data
1981,301020280052,30102028,Panel A,,Yes,,No,,No,both in master and using data
1965,301020280075,30102028,Panel A,,Yes,,No,,No,both in master and using data
1977,301020280084,30102028,Panel A,,Yes,,No,,No,both in master and using data
1953,301020280090,30102028,Panel A,,Yes,,No,,No,both in master and using data
1967,301020280096,30102028,Panel A,,Yes,,No,,Yes,both in master and using data
1957,301020280102,30102028,Panel A,,Yes,,No,,Yes,both in master and using data
1959,301020280135,30102028,Panel A,,Yes,,No,,No,both in master and using data
1961,301020280151,30102028,Panel A,,Yes,,No,,No,both in master and using data
1963,301020280165,30102028,Panel A,,Yes,,No,,Yes,both in master and using data
1973,301020280188,30102028,Panel A,,Yes,,No,,Yes,both in master and using data
1971,301020280191,30102028,Panel A,,Yes,,No,,No,both in master and using data
1975,301020280228,30102028,Panel A,,Yes,,No,,Yes,both in master and using data
1969,301020280236,30102028,Panel A,,Yes,,No,,No,both in master and using data
1979,301020280258,30102028,Panel A,,Yes,,No,,No,both in master and using data
1964,301025400018,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1954,301025400027,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1960,301025400037,30102540,Panel B,,Yes,,No,,No,both in master and using data
1966,301025400046,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1938,301025400065,30102540,Panel B,,Yes,,No,,No,both in master and using data
1956,301025400075,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1942,301025400085,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1940,301025400094,30102540,Panel B,,Yes,,No,,No,both in master and using data
1962,301025400113,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1936,301025400123,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1946,301025400132,30102540,Panel B,,Yes,,No,,No,both in master and using data
1950,301025400142,30102540,Panel B,,Yes,,No,,Yes,both in master and using data
1948,301025400161,30102540,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
