HHID,case_id,qx_type,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
1581,209081190307,Panel A,1,20908119,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1599,209081190318,Panel A,1,20908119,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1600,209091130006,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1616,209091130013,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1620,209091130019,Panel B,2,20909113,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1602,209091130025,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1598,209091130037,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1614,209091130043,Panel B,2,20909113,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1608,209091130049,Panel B,2,20909113,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1592,209091130056,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1610,209091130068,Panel B,2,20909113,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1596,209091130074,Panel B,2,20909113,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1618,209091130080,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1622,209091130086,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1594,209091130099,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1612,209091130105,Panel B,2,20909113,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1604,209091130111,Panel B,2,20909113,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1606,209091130123,Panel B,2,20909113,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1642,210370300001,Panel B,2,21037030,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1654,210370300005,Panel B,2,21037030,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1648,210370300010,Panel B,2,21037030,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1630,210370300014,Panel B,2,21037030,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1624,210370300018,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1634,210370300032,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1628,210370300036,Panel B,2,21037030,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1640,210370300045,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1650,210370300054,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1652,210370300058,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1626,210370300067,Panel B,2,21037030,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1646,210370300071,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1638,210370300075,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1632,210370300080,Panel B,2,21037030,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1636,210370300084,Panel B,2,21037030,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1644,210370300089,Panel B,2,21037030,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1647,210375360041,Panel A,1,21037536,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO
1653,210375360051,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1661,210375360052,Panel A,1,21037536,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1663,210375360059,Panel A,1,21037536,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1655,210375360066,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1649,210375360081,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1643,210375360091,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1637,210375360135,Panel A,1,21037536,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES
1645,210375360166,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1641,210375360226,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1635,210375360303,Panel A,1,21037536,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1633,210375360358,Panel A,1,21037536,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1659,210375360367,Panel A,1,21037536,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1639,210375360376,Panel A,1,21037536,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1657,210375360451,Panel A,1,21037536,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1651,210375360456,Panel A,1,21037536,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1669,210487640009,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1691,210487640016,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1683,210487640017,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1693,210487640032,Panel A,1,21048764,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1665,210487640035,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1675,210487640090,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1677,210487640099,Panel A,1,21048764,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1681,210487640100,Panel A,1,21048764,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1673,210487640103,Panel A,1,21048764,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1687,210487640138,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1679,210487640147,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1695,210487640150,Panel A,1,21048764,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1685,210487640179,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1671,210487640181,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1689,210487640185,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1667,210487640200,Panel A,1,21048764,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1678,210512030007,Panel B,2,21051203,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1664,210512030021,Panel B,2,21051203,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1670,210512030036,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1686,210512030065,Panel B,2,21051203,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1668,210512030079,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1658,210512030094,Panel B,2,21051203,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1676,210512030108,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1672,210512030123,Panel B,2,21051203,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1656,210512030152,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1660,210512030166,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1674,210512030181,Panel B,2,21051203,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1662,210512030195,Panel B,2,21051203,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1682,210512030210,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1684,210512030239,Panel B,2,21051203,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1666,210512030253,Panel B,2,21051203,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1680,210512030267,Panel B,2,21051203,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1725,210524270039,Panel A,1,21052427,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1717,210524270049,Panel A,1,21052427,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES
1697,210524270052,Panel A,1,21052427,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1723,210524270056,Panel A,1,21052427,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO
1701,210524270105,Panel A,1,21052427,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1707,210524270120,Panel A,1,21052427,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES
1703,210524270130,Panel A,1,21052427,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES
1719,210524270133,Panel A,1,21052427,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1699,210524270151,Panel A,1,21052427,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO
1715,210524270154,Panel A,1,21052427,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1713,210524270157,Panel A,1,21052427,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1727,210524270193,Panel A,1,21052427,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1709,210524270203,Panel A,1,21052427,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1705,210524270222,Panel A,1,21052427,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1711,210524270224,Panel A,1,21052427,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1721,210524270226,Panel A,1,21052427,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1702,210537450001,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1694,210537450008,Panel B,2,21053745,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1712,210537450015,Panel B,2,21053745,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES
1708,210537450023,Panel B,2,21053745,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1692,210537450030,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1718,210537450045,Panel B,2,21053745,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1698,210537450052,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1706,210537450059,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1696,210537450067,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1690,210537450081,Panel B,2,21053745,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1704,210537450096,Panel B,2,21053745,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO
1716,210537450103,Panel B,2,21053745,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1700,210537450118,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1710,210537450125,Panel B,2,21053745,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1688,210537450133,Panel B,2,21053745,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1714,210537450147,Panel B,2,21053745,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO
1742,210552410021,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1736,210552410097,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1748,210552410123,Panel B,2,21055241,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1732,210552410148,Panel B,2,21055241,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1726,210552410174,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1746,210552410199,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1724,210552410225,Panel B,2,21055241,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1738,210552410301,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1728,210552410327,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1744,210552410353,Panel B,2,21055241,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1734,210552410378,Panel B,2,21055241,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1750,210552410404,Panel B,2,21055241,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1720,210552410429,Panel B,2,21055241,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1740,210552410455,Panel B,2,21055241,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1730,210552410480,Panel B,2,21055241,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1722,210552410531,Panel B,2,21055241,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1731,210556930002,Panel A,1,21055693,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1759,210556930146,Panel A,1,21055693,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1749,210556930273,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1735,210556930402,Panel A,1,21055693,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO
1753,210556930426,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1741,210556930550,Panel A,1,21055693,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1757,210556930609,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1733,210556930638,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1743,210556930789,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1737,210556930806,Panel A,1,21055693,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO
1755,210556930809,Panel A,1,21055693,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1729,210556930847,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1745,210556930881,Panel A,1,21055693,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES
1747,210556930940,Panel A,1,21055693,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO
1739,210556930960,Panel A,1,21055693,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1751,210556930970,Panel A,1,21055693,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1752,210660960013,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1758,210660960055,Panel B,2,21066096,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES
1774,210660960138,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1756,210660960179,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1768,210660960221,Panel B,2,21066096,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1776,210660960262,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1766,210660960303,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1770,210660960345,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1764,210660960386,Panel B,2,21066096,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1780,210660960511,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1772,210660960593,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1760,210660960676,Panel B,2,21066096,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO
1754,210660960718,Panel B,2,21066096,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1762,210660960759,Panel B,2,21066096,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1778,210660960842,Panel B,2,21066096,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1783,210663390015,Panel A,1,21066339,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO
1777,210663390033,Panel A,1,21066339,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1765,210663390140,Panel A,1,21066339,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1775,210663390154,Panel A,1,21066339,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1763,210663390400,Panel A,1,21066339,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1781,210663390423,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1761,210663390451,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1791,210663390523,Panel A,1,21066339,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES
1769,210663390578,Panel A,1,21066339,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO
1771,210663390593,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1789,210663390682,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1767,210663390754,Panel A,1,21066339,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1779,210663390797,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1785,210663390868,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1773,210663390913,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1787,210663390974,Panel A,1,21066339,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1807,210745100075,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1793,210745100092,Panel A,1,21074510,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1805,210745100102,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1803,210745100193,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1813,210745100200,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1811,210745100332,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1815,210745100381,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1819,210745100476,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1801,210745100501,Panel A,1,21074510,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1823,210745100624,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1795,210745100640,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1797,210745100773,Panel A,1,21074510,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1799,210745100867,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1817,210745100885,Panel A,1,21074510,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1809,210745100917,Panel A,1,21074510,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES
1821,210745100948,Panel A,1,21074510,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES
1806,210777250008,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1782,210777250025,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1800,210777250033,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1802,210777250041,Panel B,2,21077725,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO
1812,210777250058,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1786,210777250066,Panel B,2,21077725,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1810,210777250074,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1788,210777250083,Panel B,2,21077725,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1792,210777250091,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1794,210777250099,Panel B,2,21077725,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1784,210777250107,Panel B,2,21077725,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO
1798,210777250116,Panel B,2,21077725,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1804,210777250149,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1808,210777250157,Panel B,2,21077725,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO
1790,210777250165,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1796,210777250174,Panel B,2,21077725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1849,210803080100,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1827,210803080310,Panel A,1,21080308,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1851,210803080313,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1841,210803080348,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1853,210803080358,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1845,210803080472,Panel A,1,21080308,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1837,210803080492,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1831,210803080571,Panel A,1,21080308,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1847,210803080576,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1833,210803080596,Panel A,1,21080308,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES
1843,210803080685,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1835,210803080699,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1855,210803080875,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1825,210803080880,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1829,210803080888,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1839,210803080906,Panel A,1,21080308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1836,210815730045,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1814,210815730065,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1822,210815730107,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1826,210815730128,Panel B,2,21081573,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1838,210815730149,Panel B,2,21081573,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES
1818,210815730169,Panel B,2,21081573,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES
1832,210815730190,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1830,210815730232,Panel B,2,21081573,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1840,210815730253,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1834,210815730273,Panel B,2,21081573,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1824,210815730315,Panel B,2,21081573,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1816,210815730336,Panel B,2,21081573,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1820,210815730357,Panel B,2,21081573,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1828,210815730398,Panel B,2,21081573,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1842,210860690007,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1856,210860690053,Panel B,2,21086069,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1870,210860690065,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1862,210860690077,Panel B,2,21086069,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1860,210860690100,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1872,210860690112,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1844,210860690123,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1854,210860690146,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1846,210860690158,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1866,210860690170,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1848,210860690181,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1864,210860690193,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1850,210860690204,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1868,210860690216,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1852,210860690228,Panel B,2,21086069,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1858,210860690239,Panel B,2,21086069,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1869,210864360006,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1873,210864360023,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1865,210864360071,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1875,210864360087,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1883,210864360103,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1879,210864360119,Panel A,1,21086436,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1871,210864360135,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1887,210864360167,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1857,210864360183,Panel A,1,21086436,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1859,210864360200,Panel A,1,21086436,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1867,210864360216,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1861,210864360232,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1877,210864360264,Panel A,1,21086436,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1881,210864360280,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1885,210864360296,Panel A,1,21086436,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1863,210864360312,Panel A,1,21086436,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
1891,210875310014,Panel A,1,21087531,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1905,210875310030,Panel A,1,21087531,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES
1917,210875310067,Panel A,1,21087531,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1897,210875310089,Panel A,1,21087531,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1895,210875310116,Panel A,1,21087531,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
1913,210875310120,Panel A,1,21087531,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES
1893,210875310132,Panel A,1,21087531,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES
1915,210875310152,Panel A,1,21087531,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1899,210875310200,Panel A,1,21087531,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1901,210875310213,Panel A,1,21087531,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES
1911,210875310258,Panel A,1,21087531,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1889,210875310313,Panel A,1,21087531,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES
1907,210875310322,Panel A,1,21087531,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
