HHID,case_id,qx_type,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1946,301025400132,Panel B,2,30102540,1,KACHASU BREWERING,31,1,,1,1,,0,0,,1,2005,Loan from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,Yes,,,,,,1,10,10,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1000,Average sales,,,500,2000,,,2000,500,0,0,0,0,0,0,0
1950,301025400142,Panel B,2,30102540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,301025400161,Panel B,2,30102540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,301025400171,Panel B,2,30102540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,301025400180,Panel B,2,30102540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,301025400199,Panel B,2,30102540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,301030740024,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,301030740038,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,301030740051,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,301030740064,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,301030740091,Panel A,1,30103074,1,TRDITIONAL HEALER,93,1,2,1,1,2,0,0,,4,1985,Inherited,,Other (specify),,Home (inside residence),,,Final consumers,,No,No,Yes,No,Yes,Forest/wild park reserve,,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,,,,Yes,,,,,,1,30,12,12,2,30,12,12,,,,,,,,,0,,,,0,,,,0,,,,5000,Average sales,,,3000,10000,,,5000,0,0,0,0,0,0,0,0
1987,301030740104,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,301030740118,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,301030740131,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,301030740158,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,301030740171,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,301030740184,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,301030740198,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,301030740224,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,301030740238,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,301030740251,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,301030740278,Panel A,1,30103074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,301047080010,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,301047080023,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,301047080037,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,301047080062,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,301047080065,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,301047080078,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,301047080092,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,301047080102,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,301047080119,Panel B,2,30104708,1,SUGARCANE SELLER,62,2,3,2,2,,0,0,,4,2008,Own-savings from agriculture,,,,Home (outside residence),,,Other small businesses,,No,No,No,No,No,,,,,,,,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,Yes,,,,,,2,5,4,1,3,5,4,1,,,,,,,,,0,,,,0,,,,0,,,,2000,Average sales,,,1000,3000,,,2000,0,0,0,0,0,0,0,0
1992,301047080133,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,301047080147,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,301047080174,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,301047080188,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,301047080229,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,301047080257,Panel B,2,30104708,1,BICYCLE REPAIR,95,1,,1,1,,0,0,,7,2009,Own-savings from non-agriculture,,Other (specify),,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Yes,,,,,,1,30,240,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,High sales,,,,,2800,4000,7500,0,0,0,200,0,0,0,0
1994,301047080284,Panel B,2,30104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,301053250034,Panel A,1,30105325,1,AFRICAN CAKE BAKING,31,2,,2,2,,0,0,,1,2002,Own-savings from agriculture,,,,Traditional market place,,,Traders,,No,No,No,No,No,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,LOW,HIGH,,,,,,,,,,,,,,,,Yes,,,,,,2,4,11,12,3,4,11,12,,,,,,,,,0,,,,0,,,,0,,,,3000,High sales,,,,,800,1000,2000,500,0,0,1200,0,0,0,0
2037,301053250101,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,301053250109,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,301053250111,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,301053250124,Panel A,1,30105325,1,MANDASI SELLER,31,2,,2,2,,0,0,,8,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,,,,,,,,,,,,,,,,,Yes,,,,,,2,6,4,1,3,4,4,1,,,,,,,,,0,,,,0,,,,0,,,,2000,High sales,,,,,550,1200,500,500,0,100,0,0,0,0,0
2041,301053250136,Panel A,1,30105325,1,MANDAZI BAKING,31,1,,1,1,,0,0,,1,2001,Own-savings from agriculture,,,,Traditional market place,,,Traders,,No,No,No,No,No,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,,,,,,,,Lack of cash,,,,Yes,,,,,,1,7,9,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,High sales,,,,,900,1500,750,1800,0,0,450,0,0,0,0
2043,301053250141,Panel A,1,30105325,1,SELLING OF DRYED FISH,62,1,,1,1,,0,0,,1,2002,Gift from family/friends,,Own-savings from non-agriculture,,Roadside,,,Final consumers,,No,No,No,No,No,,,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,LOW,LOW,LOW,,,,,,,,,,,,,,,,,Yes,,,,,,1,5,5,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,2000,5000,3000,500,0,1000,0,0,0,0,0
2039,301053250145,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,301053250181,Panel A,1,30105325,1,GROCERIES,62,2,3,2,2,,0,0,,7,2002,Own-savings from agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,AVERAGE,,,,,,,,,,,,,,,,,Yes,,,,,,2,28,6,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,Low sales,30000,50000,,,,,4000,0,25000,600,0,0,0,0,140
2017,301053250201,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,301053250223,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,301053250227,Panel A,1,30105325,1,MANDASI BAKING,31,2,,2,2,,0,0,,10,2009,Own-savings from agriculture,,,,Roadside,,,Other small businesses,,No,No,No,No,No,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,HIGH,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,Seasonal work,,,,No,Yes,,,,,2,1,7,2,,,,,,,,,,,,,0,,,,0,,,,0,,,,1600,High sales,,,,,0,0,810,780,0,0,300,0,0,0,0
2019,301053250263,Panel A,1,30105325,1,WELDING,38,1,,1,1,,0,0,,10,2004,Own-savings from non-agriculture,,,,Other fixed place,Yes,ESCOM/Grid,Final consumers,,No,No,No,No,No,,,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,,,,,,,,,,,,,,,,,,Yes,,,,,,1,6,48,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,Low sales,28000,60000,,,,,4000,11000,0,1000,0,2000,0,0,0
2047,301053250266,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,301053250271,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,301053250273,Panel A,1,30105325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,301054480005,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,301054480020,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,301054480037,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,301054480065,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,301054480087,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,301054480103,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,301054480136,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,301054480152,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,301054480168,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,301054480201,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,301054480217,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,301054480234,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,301054480266,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,301054480283,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,301054480299,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,301054480332,Panel B,2,30105448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,301076240005,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,301076240010,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,301076240026,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,301076240032,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,301076240037,Panel B,2,30107624,1,KUPOTA (KUGULISA) ZINGWE,32,1,,1,1,,0,0,,1,2008,Other (specify),,,,Traditional market place,,,Traders,,No,No,No,No,Yes,Communal land,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,LOW,AVERAGE,AVERAGE,,,,,,,,,,,Yes,,,,,,1,4,8,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,2400,Average sales,,,900,4800,,,2400,0,0,0,0,0,0,0,0
2044,301076240044,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,301076240048,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,301076240053,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,301076240059,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,301076240064,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,301076240070,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,301076240086,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,301076240091,Panel B,2,30107624,1,KUSOKA MPHASA,32,1,,1,1,,0,0,,1,2005,Other (specify),,,,Traditional market place,,,Other small businesses,Traders,No,No,No,No,Yes,Communal land,,,,,,,,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,HIGH,HIGH,LOW,LOW,,,,,,,Seasonal work,,Not profitable,,Yes,,,,,,1,3,6,7,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,Low sales,3000,6000,,,,,2000,0,0,0,0,0,0,0,0
2058,301076240102,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,301076240113,Panel B,2,30107624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,301084010009,Panel A,1,30108401,1,SELLING CLOTHES,62,1,,2,1,,0,0,,11,2008,Sale of assets owned,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,HIGH,LOW,AVERAGE,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,,,,,,,,Not profitable,,,,No,Yes,,,,,1,7,5,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,Low sales,2000,20000,,,,,1000,0,1000,2000,0,0,0,0,0
