HHID,case_id,qx_type,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
1706,210537450059,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,210537450133,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,210537450147,Panel B,1,21053745,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,210552410123,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,210552410148,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,210552410174,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,210552410199,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,210552410301,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,210552410378,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,210552410404,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,210552410480,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,210552410531,Panel B,1,21055241,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,210556930273,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,210556930426,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,210556930638,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,210556930789,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,210556930960,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,210660960013,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,210660960138,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,210660960179,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,210660960303,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,210660960386,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,210660960511,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,210660960593,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,210660960676,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,210660960718,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,210660960842,Panel B,1,21066096,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,210663390033,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,210663390423,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,210663390451,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,210663390578,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,210663390682,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,210663390754,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,210663390913,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,210745100075,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,210745100501,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,210745100640,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,210745100885,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,210745100917,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,210745100948,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,210777250033,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,210777250041,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,210777250058,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,210777250066,Panel B,1,21077725,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),OWN CAR,0,500,N02,,Yes,,,,,,,,,,,
1786,210777250066,Panel B,1,21077725,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),OWN CAR,0,500,N02,,Yes,,,,,,,,,,,
1786,210777250066,Panel B,1,21077725,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),OWN CAR,0,0,N02,,Yes,,,,,,,,,,,
1810,210777250074,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,210777250157,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,210777250174,Panel B,1,21077725,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,210803080100,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,210803080358,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,210803080685,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,210803080880,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,210815730045,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,210815730107,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,210815730169,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,210815730190,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,210815730253,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,210815730273,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,210815730315,Panel B,1,21081573,Yes,2,Maize seed,,1,N02,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
1824,210815730315,Panel B,1,21081573,Yes,2,23:21:0+4S/Chitowe,,2,N01,N02,No,,November,2009,2,23:21:0+4s/Chitowe,,100,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,1000,N03,,Yes,,,,,,,,,,,
1820,210815730357,Panel B,1,21081573,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,210860690053,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,210860690065,Panel B,1,21086069,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1862,210860690077,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,210860690100,Panel B,1,21086069,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1872,210860690112,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,210860690123,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,210860690146,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,210860690158,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,210860690170,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,210860690181,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,210860690204,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,210860690216,Panel B,1,21086069,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,210864360023,Panel A,1,21086436,Yes,1,D Compound,,1,N02,,No,,January,2010,1,D compound,,50,KILOGRAM,,Yes,25,KILOGRAM,,Urea,,25,KILOGRAM,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
1865,210864360071,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,210864360087,Panel A,1,21086436,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,January,2010,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
1879,210864360119,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,210864360135,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,210864360167,Panel A,1,21086436,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N03,,Yes,,,,,,,,,,,
1857,210864360183,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,210864360200,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,210864360216,Panel A,1,21086436,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,50,500,N02,,Yes,,,,,,,,,,,
1877,210864360264,Panel A,1,21086436,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1877,210864360264,Panel A,1,21086436,Yes,1,D Compound,,1,N01,,No,,November,2009,1,D compound,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1881,210864360280,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,210864360296,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,210864360312,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,210875310152,Panel A,1,21087531,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N03,,Yes,,,,,,,,,,,
1915,210875310152,Panel A,1,21087531,Yes,2,Urea,,1,N02,,No,,November,2009,1,Urea,,50,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N03,,Yes,,,,,,,,,,,
1901,210875310213,Panel A,1,21087531,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,210875310313,Panel A,1,21087531,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,210875310374,Panel A,1,21087531,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,210875310399,Panel A,1,21087531,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,40,500,N03,,Yes,,,,,,,,,,,
1874,210885970005,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,210885970026,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,210885970047,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,210885970068,Panel B,1,21088597,Yes,2,23:21:0+4S/Chitowe,,1,N01,,Yes,1000,October,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
1890,210885970089,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,210885970174,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,210885970195,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,210885970237,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,210885970258,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,210885970321,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,210885970342,Panel B,1,21088597,Yes,1,Urea,,1,N01,,No,,February,2010,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1898,210885970363,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,210885970405,Panel B,1,21088597,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,210885970426,Panel B,1,21088597,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,On Foot,,0,200,N01,,Yes,,,,,,,,,,,
1888,210885970426,Panel B,1,21088597,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N01,,Yes,,,,,,,,,,,
1888,210885970426,Panel B,1,21088597,Yes,1,Urea,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,Other (Specify),
1951,301012800005,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,301012800051,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,301012800063,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,301012800066,Panel A,1,30101280,Yes,2,CAN,,1,N01,,No,,November,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,400,500,N02,,Yes,,,,,,,,,,,
1935,301012800066,Panel A,1,30101280,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,400,500,N02,,Yes,,,,,,,,,,,
1935,301012800066,Panel A,1,30101280,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,100,N02,,Yes,,,,,,,,,,,
1929,301012800072,Panel A,1,30101280,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
1933,301012800089,Panel A,1,30101280,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,2,5 KG BAG,,No,,,,,,,,,Yes,1,5 KG BAG,,Bicycle Taxi,,0,0,N02,,Yes,,,,,,,,,,,
1933,301012800089,Panel A,1,30101280,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,250,500,N02,,Yes,,,,,,,,,,,
1933,301012800089,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,250,500,N02,,Yes,,,,,,,,,,,
1925,301012800118,Panel A,1,30101280,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1925,301012800118,Panel A,1,30101280,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1925,301012800118,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1925,301012800118,Panel A,1,30101280,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,,
1945,301012800121,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,301012800128,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,200,1000,N02,,Yes,,,,,,,,,,,
1943,301012800128,Panel A,1,30101280,Yes,2,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,200,1000,N02,,Yes,,,,,,,,,,,
1949,301012800130,Panel A,1,30101280,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,250,500,N02,,Yes,,,,,,,,,,,
1949,301012800130,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,250,500,N02,,Yes,,,,,,,,,,,
1949,301012800130,Panel A,1,30101280,Yes,2,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,250,250,N02,,Yes,,,,,,,,,,,
1949,301012800130,Panel A,1,30101280,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Own Bicycle or Oxcart,,250,500,N02,,Yes,,,,,,,,,,,
1939,301012800172,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,301012800179,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
1931,301012800179,Panel A,1,30101280,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
1947,301012800247,Panel A,1,30101280,Yes,2,Maize seed,,1,N02,,No,,October,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,Yes,5,KILOGRAM,,Bicycle Taxi,,0,50,N02,,Yes,,,,,,,,,,,
1947,301012800247,Panel A,1,30101280,Yes,2,23:21:0+4S/Chitowe,,1,N02,,No,,October,2009,1,23:21:0+4s/Chitowe,,25,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,250,250,N02,,Yes,,,,,,,,,,,
1947,301012800247,Panel A,1,30101280,Yes,2,Urea,,1,N02,,No,,October,2009,1,Urea,,25,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,250,250,N02,,Yes,,,,,,,,,,,
1927,301012800312,Panel A,1,30101280,Yes,1,CAN,,1,N01,,No,,December,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,800,N02,,Yes,,,,,,,,,,,
1927,301012800312,Panel A,1,30101280,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,800,N02,,Yes,,,,,,,,,,,
1921,301012800326,Panel A,1,30101280,Yes,2,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,2,5 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N02,,Yes,,,,,,,,,,,
1921,301012800326,Panel A,1,30101280,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
1921,301012800326,Panel A,1,30101280,Yes,2,CAN,,1,N01,,No,,November,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
1921,301012800326,Panel A,1,30101280,Yes,2,Flexi voucher,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,1,No,,All coupons have been accounted for,
1937,301012800351,Panel A,1,30101280,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,301015450010,Panel B,1,30101545,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,August,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
1908,301015450016,Panel B,1,30101545,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1908,301015450016,Panel B,1,30101545,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,Yes,25,KILOGRAM,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1908,301015450016,Panel B,1,30101545,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,10,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,0,N02,,Yes,,,,,,,,,,,
1914,301015450023,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,301015450030,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,301015450043,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,301015450050,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,301015450057,Panel B,1,30101545,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
