HHID,case_id,qx_type,visit,ea_id,hh_g08a,hh_g08b,hh_g08c
1886,210885970237,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,1
1886,210885970237,Panel B,2,21088597,J,Spices/Condiments,7
1878,210885970258,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",0
1878,210885970258,Panel B,2,21088597,B,"Root, Tubers and Plantains",0
1878,210885970258,Panel B,2,21088597,C,Nuts and Pulses,3
1878,210885970258,Panel B,2,21088597,D,Vegetables,7
1878,210885970258,Panel B,2,21088597,E,"Meat, Fish and Animal Products",0
1878,210885970258,Panel B,2,21088597,F,Fruits,2
1878,210885970258,Panel B,2,21088597,G,Milk/Milk Products,0
1878,210885970258,Panel B,2,21088597,H,Fats/Oil,3
1878,210885970258,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,0
1878,210885970258,Panel B,2,21088597,J,Spices/Condiments,7
1884,210885970279,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1884,210885970279,Panel B,2,21088597,B,"Root, Tubers and Plantains",0
1884,210885970279,Panel B,2,21088597,C,Nuts and Pulses,5
1884,210885970279,Panel B,2,21088597,D,Vegetables,7
1884,210885970279,Panel B,2,21088597,E,"Meat, Fish and Animal Products",3
1884,210885970279,Panel B,2,21088597,F,Fruits,0
1884,210885970279,Panel B,2,21088597,G,Milk/Milk Products,7
1884,210885970279,Panel B,2,21088597,H,Fats/Oil,0
1884,210885970279,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,7
1884,210885970279,Panel B,2,21088597,J,Spices/Condiments,7
1882,210885970321,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1882,210885970321,Panel B,2,21088597,B,"Root, Tubers and Plantains",2
1882,210885970321,Panel B,2,21088597,C,Nuts and Pulses,3
1882,210885970321,Panel B,2,21088597,D,Vegetables,7
1882,210885970321,Panel B,2,21088597,E,"Meat, Fish and Animal Products",3
1882,210885970321,Panel B,2,21088597,F,Fruits,6
1882,210885970321,Panel B,2,21088597,G,Milk/Milk Products,7
1882,210885970321,Panel B,2,21088597,H,Fats/Oil,7
1882,210885970321,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,7
1882,210885970321,Panel B,2,21088597,J,Spices/Condiments,7
1876,210885970342,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1876,210885970342,Panel B,2,21088597,B,"Root, Tubers and Plantains",1
1876,210885970342,Panel B,2,21088597,C,Nuts and Pulses,3
1876,210885970342,Panel B,2,21088597,D,Vegetables,7
1876,210885970342,Panel B,2,21088597,E,"Meat, Fish and Animal Products",2
1876,210885970342,Panel B,2,21088597,F,Fruits,0
1876,210885970342,Panel B,2,21088597,G,Milk/Milk Products,0
1876,210885970342,Panel B,2,21088597,H,Fats/Oil,2
1876,210885970342,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,7
1876,210885970342,Panel B,2,21088597,J,Spices/Condiments,7
1898,210885970363,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1898,210885970363,Panel B,2,21088597,B,"Root, Tubers and Plantains",0
1898,210885970363,Panel B,2,21088597,C,Nuts and Pulses,7
1898,210885970363,Panel B,2,21088597,D,Vegetables,7
1898,210885970363,Panel B,2,21088597,E,"Meat, Fish and Animal Products",0
1898,210885970363,Panel B,2,21088597,F,Fruits,0
1898,210885970363,Panel B,2,21088597,G,Milk/Milk Products,0
1898,210885970363,Panel B,2,21088597,H,Fats/Oil,4
1898,210885970363,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,0
1898,210885970363,Panel B,2,21088597,J,Spices/Condiments,7
1894,210885970405,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1894,210885970405,Panel B,2,21088597,B,"Root, Tubers and Plantains",3
1894,210885970405,Panel B,2,21088597,C,Nuts and Pulses,2
1894,210885970405,Panel B,2,21088597,D,Vegetables,7
1894,210885970405,Panel B,2,21088597,E,"Meat, Fish and Animal Products",3
1894,210885970405,Panel B,2,21088597,F,Fruits,7
1894,210885970405,Panel B,2,21088597,G,Milk/Milk Products,0
1894,210885970405,Panel B,2,21088597,H,Fats/Oil,7
1894,210885970405,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,7
1894,210885970405,Panel B,2,21088597,J,Spices/Condiments,7
1888,210885970426,Panel B,2,21088597,A,"Cereals, Grains and Cereal Products",7
1888,210885970426,Panel B,2,21088597,B,"Root, Tubers and Plantains",7
1888,210885970426,Panel B,2,21088597,C,Nuts and Pulses,3
1888,210885970426,Panel B,2,21088597,D,Vegetables,7
1888,210885970426,Panel B,2,21088597,E,"Meat, Fish and Animal Products",7
1888,210885970426,Panel B,2,21088597,F,Fruits,0
1888,210885970426,Panel B,2,21088597,G,Milk/Milk Products,0
1888,210885970426,Panel B,2,21088597,H,Fats/Oil,7
1888,210885970426,Panel B,2,21088597,I,Sugar/Sugar Products/Honey,7
1888,210885970426,Panel B,2,21088597,J,Spices/Condiments,7
1951,301012800005,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1951,301012800005,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1951,301012800005,Panel A,1,30101280,C,Nuts and Pulses,1
1951,301012800005,Panel A,1,30101280,D,Vegetables,3
1951,301012800005,Panel A,1,30101280,E,"Meat, Fish and Animal Products",1
1951,301012800005,Panel A,1,30101280,F,Fruits,1
1951,301012800005,Panel A,1,30101280,G,Milk/Milk Products,0
1951,301012800005,Panel A,1,30101280,H,Fats/Oil,0
1951,301012800005,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1951,301012800005,Panel A,1,30101280,J,Spices/Condiments,0
1941,301012800051,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1941,301012800051,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1941,301012800051,Panel A,1,30101280,C,Nuts and Pulses,1
1941,301012800051,Panel A,1,30101280,D,Vegetables,5
1941,301012800051,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1941,301012800051,Panel A,1,30101280,F,Fruits,2
1941,301012800051,Panel A,1,30101280,G,Milk/Milk Products,0
1941,301012800051,Panel A,1,30101280,H,Fats/Oil,7
1941,301012800051,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1941,301012800051,Panel A,1,30101280,J,Spices/Condiments,7
1923,301012800063,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1923,301012800063,Panel A,1,30101280,B,"Root, Tubers and Plantains",2
1923,301012800063,Panel A,1,30101280,C,Nuts and Pulses,1
1923,301012800063,Panel A,1,30101280,D,Vegetables,4
1923,301012800063,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1923,301012800063,Panel A,1,30101280,F,Fruits,0
1923,301012800063,Panel A,1,30101280,G,Milk/Milk Products,0
1923,301012800063,Panel A,1,30101280,H,Fats/Oil,0
1923,301012800063,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1923,301012800063,Panel A,1,30101280,J,Spices/Condiments,2
1935,301012800066,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1935,301012800066,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1935,301012800066,Panel A,1,30101280,C,Nuts and Pulses,2
1935,301012800066,Panel A,1,30101280,D,Vegetables,7
1935,301012800066,Panel A,1,30101280,E,"Meat, Fish and Animal Products",3
1935,301012800066,Panel A,1,30101280,F,Fruits,7
1935,301012800066,Panel A,1,30101280,G,Milk/Milk Products,0
1935,301012800066,Panel A,1,30101280,H,Fats/Oil,2
1935,301012800066,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1935,301012800066,Panel A,1,30101280,J,Spices/Condiments,0
1929,301012800072,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1929,301012800072,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1929,301012800072,Panel A,1,30101280,C,Nuts and Pulses,0
1929,301012800072,Panel A,1,30101280,D,Vegetables,6
1929,301012800072,Panel A,1,30101280,E,"Meat, Fish and Animal Products",0
1929,301012800072,Panel A,1,30101280,F,Fruits,0
1929,301012800072,Panel A,1,30101280,G,Milk/Milk Products,0
1929,301012800072,Panel A,1,30101280,H,Fats/Oil,0
1929,301012800072,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1929,301012800072,Panel A,1,30101280,J,Spices/Condiments,7
1933,301012800089,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1933,301012800089,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1933,301012800089,Panel A,1,30101280,C,Nuts and Pulses,2
1933,301012800089,Panel A,1,30101280,D,Vegetables,7
1933,301012800089,Panel A,1,30101280,E,"Meat, Fish and Animal Products",0
1933,301012800089,Panel A,1,30101280,F,Fruits,0
1933,301012800089,Panel A,1,30101280,G,Milk/Milk Products,2
1933,301012800089,Panel A,1,30101280,H,Fats/Oil,4
1933,301012800089,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,2
1933,301012800089,Panel A,1,30101280,J,Spices/Condiments,7
1925,301012800118,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1925,301012800118,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1925,301012800118,Panel A,1,30101280,C,Nuts and Pulses,2
1925,301012800118,Panel A,1,30101280,D,Vegetables,6
1925,301012800118,Panel A,1,30101280,E,"Meat, Fish and Animal Products",5
1925,301012800118,Panel A,1,30101280,F,Fruits,7
1925,301012800118,Panel A,1,30101280,G,Milk/Milk Products,0
1925,301012800118,Panel A,1,30101280,H,Fats/Oil,4
1925,301012800118,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1925,301012800118,Panel A,1,30101280,J,Spices/Condiments,7
1945,301012800121,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1945,301012800121,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1945,301012800121,Panel A,1,30101280,C,Nuts and Pulses,0
1945,301012800121,Panel A,1,30101280,D,Vegetables,4
1945,301012800121,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1945,301012800121,Panel A,1,30101280,F,Fruits,2
1945,301012800121,Panel A,1,30101280,G,Milk/Milk Products,0
1945,301012800121,Panel A,1,30101280,H,Fats/Oil,7
1945,301012800121,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1945,301012800121,Panel A,1,30101280,J,Spices/Condiments,7
1943,301012800128,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1943,301012800128,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1943,301012800128,Panel A,1,30101280,C,Nuts and Pulses,1
1943,301012800128,Panel A,1,30101280,D,Vegetables,3
1943,301012800128,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1943,301012800128,Panel A,1,30101280,F,Fruits,0
1943,301012800128,Panel A,1,30101280,G,Milk/Milk Products,0
1943,301012800128,Panel A,1,30101280,H,Fats/Oil,3
1943,301012800128,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,3
1943,301012800128,Panel A,1,30101280,J,Spices/Condiments,7
1949,301012800130,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1949,301012800130,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1949,301012800130,Panel A,1,30101280,C,Nuts and Pulses,0
1949,301012800130,Panel A,1,30101280,D,Vegetables,7
1949,301012800130,Panel A,1,30101280,E,"Meat, Fish and Animal Products",2
1949,301012800130,Panel A,1,30101280,F,Fruits,0
1949,301012800130,Panel A,1,30101280,G,Milk/Milk Products,0
1949,301012800130,Panel A,1,30101280,H,Fats/Oil,3
1949,301012800130,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,2
1949,301012800130,Panel A,1,30101280,J,Spices/Condiments,7
1939,301012800172,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",5
1939,301012800172,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1939,301012800172,Panel A,1,30101280,C,Nuts and Pulses,2
1939,301012800172,Panel A,1,30101280,D,Vegetables,7
1939,301012800172,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1939,301012800172,Panel A,1,30101280,F,Fruits,0
1939,301012800172,Panel A,1,30101280,G,Milk/Milk Products,0
1939,301012800172,Panel A,1,30101280,H,Fats/Oil,0
1939,301012800172,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1939,301012800172,Panel A,1,30101280,J,Spices/Condiments,3
1931,301012800179,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",5
1931,301012800179,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1931,301012800179,Panel A,1,30101280,C,Nuts and Pulses,0
1931,301012800179,Panel A,1,30101280,D,Vegetables,5
1931,301012800179,Panel A,1,30101280,E,"Meat, Fish and Animal Products",0
1931,301012800179,Panel A,1,30101280,F,Fruits,0
1931,301012800179,Panel A,1,30101280,G,Milk/Milk Products,0
1931,301012800179,Panel A,1,30101280,H,Fats/Oil,0
1931,301012800179,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1931,301012800179,Panel A,1,30101280,J,Spices/Condiments,0
1947,301012800247,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1947,301012800247,Panel A,1,30101280,B,"Root, Tubers and Plantains",0
1947,301012800247,Panel A,1,30101280,C,Nuts and Pulses,0
1947,301012800247,Panel A,1,30101280,D,Vegetables,7
1947,301012800247,Panel A,1,30101280,E,"Meat, Fish and Animal Products",0
1947,301012800247,Panel A,1,30101280,F,Fruits,0
1947,301012800247,Panel A,1,30101280,G,Milk/Milk Products,7
1947,301012800247,Panel A,1,30101280,H,Fats/Oil,2
1947,301012800247,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1947,301012800247,Panel A,1,30101280,J,Spices/Condiments,0
1927,301012800312,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1927,301012800312,Panel A,1,30101280,B,"Root, Tubers and Plantains",7
1927,301012800312,Panel A,1,30101280,C,Nuts and Pulses,0
1927,301012800312,Panel A,1,30101280,D,Vegetables,7
1927,301012800312,Panel A,1,30101280,E,"Meat, Fish and Animal Products",5
1927,301012800312,Panel A,1,30101280,F,Fruits,0
1927,301012800312,Panel A,1,30101280,G,Milk/Milk Products,0
1927,301012800312,Panel A,1,30101280,H,Fats/Oil,0
1927,301012800312,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,0
1927,301012800312,Panel A,1,30101280,J,Spices/Condiments,0
1921,301012800326,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1921,301012800326,Panel A,1,30101280,B,"Root, Tubers and Plantains",3
1921,301012800326,Panel A,1,30101280,C,Nuts and Pulses,3
1921,301012800326,Panel A,1,30101280,D,Vegetables,7
1921,301012800326,Panel A,1,30101280,E,"Meat, Fish and Animal Products",7
1921,301012800326,Panel A,1,30101280,F,Fruits,3
1921,301012800326,Panel A,1,30101280,G,Milk/Milk Products,0
1921,301012800326,Panel A,1,30101280,H,Fats/Oil,4
1921,301012800326,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1921,301012800326,Panel A,1,30101280,J,Spices/Condiments,7
1937,301012800351,Panel A,1,30101280,A,"Cereals, Grains and Cereal Products",7
1937,301012800351,Panel A,1,30101280,B,"Root, Tubers and Plantains",3
1937,301012800351,Panel A,1,30101280,C,Nuts and Pulses,1
1937,301012800351,Panel A,1,30101280,D,Vegetables,4
1937,301012800351,Panel A,1,30101280,E,"Meat, Fish and Animal Products",2
1937,301012800351,Panel A,1,30101280,F,Fruits,2
1937,301012800351,Panel A,1,30101280,G,Milk/Milk Products,7
1937,301012800351,Panel A,1,30101280,H,Fats/Oil,7
1937,301012800351,Panel A,1,30101280,I,Sugar/Sugar Products/Honey,7
1937,301012800351,Panel A,1,30101280,J,Spices/Condiments,7
1922,301015450010,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1922,301015450010,Panel B,2,30101545,B,"Root, Tubers and Plantains",2
1922,301015450010,Panel B,2,30101545,C,Nuts and Pulses,3
1922,301015450010,Panel B,2,30101545,D,Vegetables,4
1922,301015450010,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1922,301015450010,Panel B,2,30101545,F,Fruits,0
1922,301015450010,Panel B,2,30101545,G,Milk/Milk Products,0
1922,301015450010,Panel B,2,30101545,H,Fats/Oil,3
1922,301015450010,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1922,301015450010,Panel B,2,30101545,J,Spices/Condiments,7
1908,301015450016,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1908,301015450016,Panel B,2,30101545,B,"Root, Tubers and Plantains",2
1908,301015450016,Panel B,2,30101545,C,Nuts and Pulses,0
1908,301015450016,Panel B,2,30101545,D,Vegetables,6
1908,301015450016,Panel B,2,30101545,E,"Meat, Fish and Animal Products",4
1908,301015450016,Panel B,2,30101545,F,Fruits,2
1908,301015450016,Panel B,2,30101545,G,Milk/Milk Products,0
1908,301015450016,Panel B,2,30101545,H,Fats/Oil,0
1908,301015450016,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1908,301015450016,Panel B,2,30101545,J,Spices/Condiments,7
1914,301015450023,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1914,301015450023,Panel B,2,30101545,B,"Root, Tubers and Plantains",2
1914,301015450023,Panel B,2,30101545,C,Nuts and Pulses,3
1914,301015450023,Panel B,2,30101545,D,Vegetables,7
1914,301015450023,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1914,301015450023,Panel B,2,30101545,F,Fruits,2
1914,301015450023,Panel B,2,30101545,G,Milk/Milk Products,0
1914,301015450023,Panel B,2,30101545,H,Fats/Oil,2
1914,301015450023,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,1
1914,301015450023,Panel B,2,30101545,J,Spices/Condiments,7
1924,301015450030,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1924,301015450030,Panel B,2,30101545,B,"Root, Tubers and Plantains",1
1924,301015450030,Panel B,2,30101545,C,Nuts and Pulses,3
1924,301015450030,Panel B,2,30101545,D,Vegetables,4
1924,301015450030,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1924,301015450030,Panel B,2,30101545,F,Fruits,0
1924,301015450030,Panel B,2,30101545,G,Milk/Milk Products,0
1924,301015450030,Panel B,2,30101545,H,Fats/Oil,2
1924,301015450030,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,3
1924,301015450030,Panel B,2,30101545,J,Spices/Condiments,7
1920,301015450043,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1920,301015450043,Panel B,2,30101545,B,"Root, Tubers and Plantains",4
1920,301015450043,Panel B,2,30101545,C,Nuts and Pulses,4
1920,301015450043,Panel B,2,30101545,D,Vegetables,5
1920,301015450043,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1920,301015450043,Panel B,2,30101545,F,Fruits,4
1920,301015450043,Panel B,2,30101545,G,Milk/Milk Products,0
1920,301015450043,Panel B,2,30101545,H,Fats/Oil,0
1920,301015450043,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,5
1920,301015450043,Panel B,2,30101545,J,Spices/Condiments,7
1932,301015450050,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1932,301015450050,Panel B,2,30101545,B,"Root, Tubers and Plantains",2
1932,301015450050,Panel B,2,30101545,C,Nuts and Pulses,3
1932,301015450050,Panel B,2,30101545,D,Vegetables,4
1932,301015450050,Panel B,2,30101545,E,"Meat, Fish and Animal Products",3
1932,301015450050,Panel B,2,30101545,F,Fruits,0
1932,301015450050,Panel B,2,30101545,G,Milk/Milk Products,0
1932,301015450050,Panel B,2,30101545,H,Fats/Oil,3
1932,301015450050,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,7
1932,301015450050,Panel B,2,30101545,J,Spices/Condiments,7
1930,301015450057,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1930,301015450057,Panel B,2,30101545,B,"Root, Tubers and Plantains",4
1930,301015450057,Panel B,2,30101545,C,Nuts and Pulses,7
1930,301015450057,Panel B,2,30101545,D,Vegetables,3
1930,301015450057,Panel B,2,30101545,E,"Meat, Fish and Animal Products",0
1930,301015450057,Panel B,2,30101545,F,Fruits,4
1930,301015450057,Panel B,2,30101545,G,Milk/Milk Products,0
1930,301015450057,Panel B,2,30101545,H,Fats/Oil,4
1930,301015450057,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,7
1930,301015450057,Panel B,2,30101545,J,Spices/Condiments,7
1910,301015450063,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1910,301015450063,Panel B,2,30101545,B,"Root, Tubers and Plantains",7
1910,301015450063,Panel B,2,30101545,C,Nuts and Pulses,7
1910,301015450063,Panel B,2,30101545,D,Vegetables,3
1910,301015450063,Panel B,2,30101545,E,"Meat, Fish and Animal Products",0
1910,301015450063,Panel B,2,30101545,F,Fruits,2
1910,301015450063,Panel B,2,30101545,G,Milk/Milk Products,0
1910,301015450063,Panel B,2,30101545,H,Fats/Oil,0
1910,301015450063,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1910,301015450063,Panel B,2,30101545,J,Spices/Condiments,7
1934,301015450077,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1934,301015450077,Panel B,2,30101545,B,"Root, Tubers and Plantains",0
1934,301015450077,Panel B,2,30101545,C,Nuts and Pulses,3
1934,301015450077,Panel B,2,30101545,D,Vegetables,7
1934,301015450077,Panel B,2,30101545,E,"Meat, Fish and Animal Products",0
1934,301015450077,Panel B,2,30101545,F,Fruits,2
1934,301015450077,Panel B,2,30101545,G,Milk/Milk Products,0
1934,301015450077,Panel B,2,30101545,H,Fats/Oil,0
1934,301015450077,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,3
1934,301015450077,Panel B,2,30101545,J,Spices/Condiments,7
1904,301015450083,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1904,301015450083,Panel B,2,30101545,B,"Root, Tubers and Plantains",7
1904,301015450083,Panel B,2,30101545,C,Nuts and Pulses,2
1904,301015450083,Panel B,2,30101545,D,Vegetables,3
1904,301015450083,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1904,301015450083,Panel B,2,30101545,F,Fruits,2
1904,301015450083,Panel B,2,30101545,G,Milk/Milk Products,0
1904,301015450083,Panel B,2,30101545,H,Fats/Oil,7
1904,301015450083,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,7
1904,301015450083,Panel B,2,30101545,J,Spices/Condiments,7
1912,301015450090,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1912,301015450090,Panel B,2,30101545,B,"Root, Tubers and Plantains",0
1912,301015450090,Panel B,2,30101545,C,Nuts and Pulses,0
1912,301015450090,Panel B,2,30101545,D,Vegetables,6
1912,301015450090,Panel B,2,30101545,E,"Meat, Fish and Animal Products",3
1912,301015450090,Panel B,2,30101545,F,Fruits,2
1912,301015450090,Panel B,2,30101545,G,Milk/Milk Products,0
1912,301015450090,Panel B,2,30101545,H,Fats/Oil,0
1912,301015450090,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1912,301015450090,Panel B,2,30101545,J,Spices/Condiments,7
1926,301015450097,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1926,301015450097,Panel B,2,30101545,B,"Root, Tubers and Plantains",0
1926,301015450097,Panel B,2,30101545,C,Nuts and Pulses,4
1926,301015450097,Panel B,2,30101545,D,Vegetables,6
1926,301015450097,Panel B,2,30101545,E,"Meat, Fish and Animal Products",7
1926,301015450097,Panel B,2,30101545,F,Fruits,4
1926,301015450097,Panel B,2,30101545,G,Milk/Milk Products,0
1926,301015450097,Panel B,2,30101545,H,Fats/Oil,0
1926,301015450097,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,7
1926,301015450097,Panel B,2,30101545,J,Spices/Condiments,7
1916,301015450110,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1916,301015450110,Panel B,2,30101545,B,"Root, Tubers and Plantains",1
1916,301015450110,Panel B,2,30101545,C,Nuts and Pulses,4
1916,301015450110,Panel B,2,30101545,D,Vegetables,4
1916,301015450110,Panel B,2,30101545,E,"Meat, Fish and Animal Products",1
1916,301015450110,Panel B,2,30101545,F,Fruits,0
1916,301015450110,Panel B,2,30101545,G,Milk/Milk Products,0
1916,301015450110,Panel B,2,30101545,H,Fats/Oil,5
1916,301015450110,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,2
1916,301015450110,Panel B,2,30101545,J,Spices/Condiments,7
1906,301015450117,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1906,301015450117,Panel B,2,30101545,B,"Root, Tubers and Plantains",3
1906,301015450117,Panel B,2,30101545,C,Nuts and Pulses,4
1906,301015450117,Panel B,2,30101545,D,Vegetables,5
1906,301015450117,Panel B,2,30101545,E,"Meat, Fish and Animal Products",2
1906,301015450117,Panel B,2,30101545,F,Fruits,1
1906,301015450117,Panel B,2,30101545,G,Milk/Milk Products,0
1906,301015450117,Panel B,2,30101545,H,Fats/Oil,0
1906,301015450117,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1906,301015450117,Panel B,2,30101545,J,Spices/Condiments,7
1928,301015450124,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1928,301015450124,Panel B,2,30101545,B,"Root, Tubers and Plantains",4
1928,301015450124,Panel B,2,30101545,C,Nuts and Pulses,4
1928,301015450124,Panel B,2,30101545,D,Vegetables,3
1928,301015450124,Panel B,2,30101545,E,"Meat, Fish and Animal Products",2
1928,301015450124,Panel B,2,30101545,F,Fruits,1
1928,301015450124,Panel B,2,30101545,G,Milk/Milk Products,0
1928,301015450124,Panel B,2,30101545,H,Fats/Oil,2
1928,301015450124,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,5
1928,301015450124,Panel B,2,30101545,J,Spices/Condiments,7
1918,301015450137,Panel B,2,30101545,A,"Cereals, Grains and Cereal Products",7
1918,301015450137,Panel B,2,30101545,B,"Root, Tubers and Plantains",3
1918,301015450137,Panel B,2,30101545,C,Nuts and Pulses,4
1918,301015450137,Panel B,2,30101545,D,Vegetables,4
1918,301015450137,Panel B,2,30101545,E,"Meat, Fish and Animal Products",0
1918,301015450137,Panel B,2,30101545,F,Fruits,4
1918,301015450137,Panel B,2,30101545,G,Milk/Milk Products,0
1918,301015450137,Panel B,2,30101545,H,Fats/Oil,0
1918,301015450137,Panel B,2,30101545,I,Sugar/Sugar Products/Honey,0
1918,301015450137,Panel B,2,30101545,J,Spices/Condiments,7
1983,301020280005,Panel A,1,30102028,A,"Cereals, Grains and Cereal Products",7
1983,301020280005,Panel A,1,30102028,B,"Root, Tubers and Plantains",4
1983,301020280005,Panel A,1,30102028,C,Nuts and Pulses,0
1983,301020280005,Panel A,1,30102028,D,Vegetables,4
1983,301020280005,Panel A,1,30102028,E,"Meat, Fish and Animal Products",0
1983,301020280005,Panel A,1,30102028,F,Fruits,7
1983,301020280005,Panel A,1,30102028,G,Milk/Milk Products,0
1983,301020280005,Panel A,1,30102028,H,Fats/Oil,0
1983,301020280005,Panel A,1,30102028,I,Sugar/Sugar Products/Honey,7
1983,301020280005,Panel A,1,30102028,J,Spices/Condiments,2
1955,301020280030,Panel A,1,30102028,A,"Cereals, Grains and Cereal Products",7
1955,301020280030,Panel A,1,30102028,B,"Root, Tubers and Plantains",4
1955,301020280030,Panel A,1,30102028,C,Nuts and Pulses,0
1955,301020280030,Panel A,1,30102028,D,Vegetables,6
1955,301020280030,Panel A,1,30102028,E,"Meat, Fish and Animal Products",4
1955,301020280030,Panel A,1,30102028,F,Fruits,0
1955,301020280030,Panel A,1,30102028,G,Milk/Milk Products,0
1955,301020280030,Panel A,1,30102028,H,Fats/Oil,3
