HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
1560,209066050025,Panel B,2,20906605,NO,,,,,,,,,,,,,,,,,,,,,,
1570,209066050038,Panel B,2,20906605,NO,,,,,,,,,,,,,,,,,,,,,,
1566,209066050065,Panel B,2,20906605,NO,,,,,,,,,,,,,,,,,,,,,,
1574,209066050078,Panel B,2,20906605,YES,R1,MANGO,,SCATTERED,,,,7,1999,0,November,2009,February,2010,NO,,,,,10,BASKET (DENGU),
1588,209066050092,Panel B,2,20906605,YES,R1,MANGO,,SCATTERED,,,,4,1998,0,December,2009,February,2010,YES,Crop theft,,,,2,BASKET (DENGU),
1580,209066050119,Panel B,2,20906605,NO,,,,,,,,,,,,,,,,,,,,,,
1568,209066050132,Panel B,2,20906605,YES,T1,AVOCADO,,SCATTERED,,,,1,1997,0,January,2010,March,2010,NO,,,,,2,BASKET (DENGU),
1590,209066050145,Panel B,2,20906605,YES,T1,MANGO,,SCATTERED,,,,5,1947,0,December,2009,March,2010,NO,,,,,15,BASKET (DENGU),
1576,209066050172,Panel B,2,20906605,YES,T1,MANGO,,SCATTERED,,,,16,1980,0,November,2009,February,2010,NO,,,,,40,BASKET (DENGU),
1584,209066050185,Panel B,2,20906605,YES,T1,ORANGE,,SCATTERED,,,,1,1991,0,February,2010,June,2010,NO,,,,,1,BASKET (DENGU),
1564,209066050199,Panel B,2,20906605,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,1998,1,September,2009,December,2009,NO,,,,,3,BASKET (DENGU),
1564,209066050199,Panel B,2,20906605,YES,T1,GUAVA,,SCATTERED,,,,1,1992,0,April,2009,July,2010,NO,,,,,1,BASKET (DENGU),
1564,209066050199,Panel B,2,20906605,YES,T1,MANGO,,SCATTERED,,,,4,1990,0,December,2009,February,2010,NO,,,,,4,BASKET (DENGU),
1586,209066050226,Panel B,2,20906605,YES,T1,MEXICAN APPLE [MASUKU],,SCATTERED,,,,1,2006,0,September,2009,December,2009,NO,,,,,2,BASKET (DENGU),
1578,209066050239,Panel B,2,20906605,YES,R1,MANGO,,SCATTERED,,,,6,2000,0,November,2009,February,2010,NO,,,,,5,BASKET (DENGU),
1578,209066050239,Panel B,2,20906605,YES,R2,MANGO,,SCATTERED,,,,3,1995,0,December,2009,February,2010,NO,,,,,8,BASKET (DENGU),
1572,209066050252,Panel B,2,20906605,YES,T1,BANANA,,SCATTERED,,,,40,1990,0,August,2009,July,2010,NO,,,,,12,BASKET (DENGU),
1572,209066050252,Panel B,2,20906605,YES,T2,MANGO,,SCATTERED,,,,17,1990,0,November,2009,February,2010,NO,,,,,40,BASKET (DENGU),
1572,209066050252,Panel B,2,20906605,YES,T1,GUAVA,,SCATTERED,,,,6,1990,0,March,2010,May,2010,NO,,,,,5,BASKET (DENGU),
1582,209066050279,Panel B,2,20906605,YES,R1,CASSAVA,,SCATTERED,,,,,,,May,2010,July,2010,YES,Animals,,,,3,50 KG BAG,
1631,209080880004,Panel A,2,20908088,YES,R1,MASAU,,SCATTERED,,,,2,1999,3,May,2010,July,2010,NO,,,,,2,50 KG BAG,
1631,209080880004,Panel A,2,20908088,YES,T1,ORANGE,,SCATTERED,,,,3,2002,2,June,2010,July,2010,NO,,,,,6,BASKET (DENGU),
1621,209080880012,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1625,209080880013,Panel A,2,20908088,YES,R1,MANGO,,SCATTERED,,,,3,2001,0,November,2009,February,2010,NO,,,,,10,PAIL (LARGE),
1603,209080880052,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1627,209080880064,Panel A,2,20908088,YES,T1,MANGO,,SCATTERED,,,,15,1984,0,November,2009,February,2010,YES,Crop theft,,,,20,BASKET (DENGU),
1627,209080880064,Panel A,2,20908088,YES,T1,MASAU,,SCATTERED,,,,3,1986,0,June,2010,August,2010,NO,,,,,3,BASKET (DENGU),
1617,209080880075,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1601,209080880076,Panel A,2,20908088,YES,T1,MANGO,,SCATTERED,,,,10,1990,0,November,2009,January,2010,NO,,,,,15,BASKET (DENGU),
1601,209080880076,Panel A,2,20908088,YES,T1,OTHER (SPECIFY),,SCATTERED,,,,2,1994,0,October,2009,November,2009,NO,,,,,1,BASKET (DENGU),
1601,209080880076,Panel A,2,20908088,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,12,1999,0,June,2009,January,2010,NO,,,,,40,PIECE,
1613,209080880086,Panel A,2,20908088,YES,R1,MANGO,,SCATTERED,,,,2,1997,0,December,2009,January,2010,YES,Crop theft,,,,4,PAIL (LARGE),
1619,209080880090,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1607,209080880093,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1611,209080880120,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1605,209080880166,Panel A,2,20908088,YES,R5,MANGO,,SCATTERED,,,,1,2004,0,November,2009,February,2010,YES,Crop theft,,,,2,BASKET (DENGU),
1629,209080880169,Panel A,2,20908088,YES,T1,GUAVA,,SCATTERED,,,,7,1982,0,January,2010,February,2010,NO,,,,,5,50 KG BAG,
1629,209080880169,Panel A,2,20908088,YES,T1,MANGO,,SCATTERED,,,,6,1960,0,October,2009,January,2010,NO,,,,,15,50 KG BAG,
1629,209080880169,Panel A,2,20908088,YES,T1,MASAU,,SCATTERED,,,,11,1982,0,May,2009,July,2009,NO,,,,,20,50 KG BAG,
1629,209080880169,Panel A,2,20908088,YES,T1,LEMON,LEMONS,SCATTERED,,,,2,1982,0,May,2010,July,2010,NO,,,,,10,BASKET (DENGU),
1615,209080880173,Panel A,2,20908088,YES,T1,MASAU,,SCATTERED,,,,4,1985,0,June,2009,August,2009,NO,,,,,7,BASKET (DENGU),
1615,209080880173,Panel A,2,20908088,YES,T1,MANGO,,SCATTERED,,,,7,1988,0,October,2009,January,2010,NO,,,,,10,BASKET (DENGU),
1609,209080880192,Panel A,2,20908088,NO,,,,,,,,,,,,,,,,,,,,,,
1623,209080880198,Panel A,2,20908088,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,2007,0,May,2009,January,2010,NO,,,,,2,BASKET (DENGU),
1593,209081190042,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1591,209081190062,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1573,209081190063,Panel A,2,20908119,YES,R1,MANGO,,SCATTERED,,,,4,1980,0,November,2009,February,2010,YES,Crop theft,,,,10,BASKET (DENGU),
1595,209081190089,Panel A,2,20908119,YES,T1,BANANA,,SCATTERED,,,,13,2007,0,August,2010,August,2010,NO,,,,,13,OTHER (SPECIFY),MKOKO
1595,209081190089,Panel A,2,20908119,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,3,2001,0,August,2009,August,2010,NO,,,,,4,BASKET (DENGU),
1595,209081190089,Panel A,2,20908119,YES,T1,GUAVA,,SCATTERED,,,,4,2007,0,March,2010,April,2010,NO,,,,,2,BASKET (DENGU),
1597,209081190095,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1569,209081190116,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1571,209081190156,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1589,209081190189,Panel A,2,20908119,YES,T1,MANGO,,SCATTERED,,,,16,1985,4,November,2009,January,2010,NO,,,,,30,BASKET (DENGU),
1575,209081190229,Panel A,2,20908119,YES,R1,MANGO,,SCATTERED,,,,4,1989,2,November,2009,February,2010,NO,,,,,6,BASKET (DENGU),
1587,209081190230,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1585,209081190235,Panel A,2,20908119,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,2,2006,0,March,2010,September,2010,NO,,,,,2,BASKET (DENGU),
1583,209081190269,Panel A,2,20908119,YES,R1,MANGO,,SCATTERED,,,,4,1987,0,November,2009,February,2010,NO,,,,,8,BASKET (DENGU),
1579,209081190279,Panel A,2,20908119,YES,T1,MANGO,,SCATTERED,,,,3,1982,0,September,2009,December,2009,NO,,,,,2,BASKET (DENGU),
1579,209081190279,Panel A,2,20908119,YES,T1,MASAU,,SCATTERED,,,,2,1949,0,June,2010,August,2010,NO,,,,,3,BASKET (DENGU),
1577,209081190303,Panel A,2,20908119,NO,,,,,,,,,,,,,,,,,,,,,,
1581,209081190307,Panel A,2,20908119,YES,T1,BANANA,,SCATTERED,,,,10,2008,0,November,2009,July,2010,NO,,,,,3,OTHER (SPECIFY),MKOKO
1581,209081190307,Panel A,2,20908119,YES,T1,MANGO,,SCATTERED,,,,4,1983,0,October,2009,December,2009,NO,,,,,10,BASKET (DENGU),
1599,209081190318,Panel A,2,20908119,YES,R1,MANGO,,SCATTERED,,,,1,1998,0,November,2009,February,2010,NO,,,,,4,BASKET (DENGU),
1600,209091130006,Panel B,2,20909113,YES,R1,MANGO,,SCATTERED,,,,1,1997,0,November,2009,January,2010,NO,,,,,2,BASKET (DENGU),
1616,209091130013,Panel B,2,20909113,YES,R2,BANANA,,SCATTERED,,,,3,1998,0,November,2009,January,2010,NO,,,,,10,BASKET (DENGU),
1616,209091130013,Panel B,2,20909113,YES,R2,MANGO,,SCATTERED,,,,8,2005,0,March,2010,June,2010,NO,,,,,4,BASKET (DENGU),
1616,209091130013,Panel B,2,20909113,YES,R2,GUAVA,,SCATTERED,,,,1,2001,0,December,2009,February,2009,NO,,,,,4,PAIL (LARGE),
1620,209091130019,Panel B,2,20909113,YES,T1,MASAU,,SCATTERED,,,,1,1991,0,June,2009,August,2009,NO,,,,,2,BASKET (DENGU),
1620,209091130019,Panel B,2,20909113,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,5,2008,0,July,2009,October,2009,NO,,,,,5,BASKET (DENGU),
1602,209091130025,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1598,209091130037,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1614,209091130043,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1608,209091130049,Panel B,2,20909113,YES,T1,MANGO,,SCATTERED,,,,3,1984,0,November,2009,March,2010,NO,,,,,5,BASKET (DENGU),
1592,209091130056,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1596,209091130074,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1618,209091130080,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1622,209091130086,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1594,209091130099,Panel B,2,20909113,YES,T1,MANGO,,SCATTERED,,,,3,1998,0,October,2009,February,2010,NO,,,,,2,BASKET (DENGU),
1594,209091130099,Panel B,2,20909113,YES,T1,MASAU,,SCATTERED,,,,3,1994,0,June,2009,August,2009,NO,,,,,3,BASKET (DENGU),
1612,209091130105,Panel B,2,20909113,YES,T1,MANGO,,SCATTERED,,,,5,1990,0,October,2008,December,2008,NO,,,,,3,BASKET (DENGU),
1604,209091130111,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1606,209091130123,Panel B,2,20909113,NO,,,,,,,,,,,,,,,,,,,,,,
1642,210370300001,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1648,210370300010,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1630,210370300014,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1624,210370300018,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1628,210370300036,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1640,210370300045,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1650,210370300054,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1652,210370300058,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1626,210370300067,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1646,210370300071,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1638,210370300075,Panel B,2,21037030,NO,,,,,,,,,,,,,,,,,,,,,,
1653,210375360051,Panel A,2,21037536,YES,T1,ORANGE,,SCATTERED,,,,1,,0,June,2010,August,2010,NO,,,,,12,BASKET (DENGU),
1649,210375360081,Panel A,2,21037536,NO,,,,,,,,,,,,,,,,,,,,,,
1645,210375360166,Panel A,2,21037536,,,,,,,,,,,,,,,,,,,,,,,
1635,210375360303,Panel A,2,21037536,NO,,,,,,,,,,,,,,,,,,,,,,
1669,210487640009,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1691,210487640016,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1693,210487640032,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1665,210487640035,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1675,210487640090,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1677,210487640099,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1681,210487640100,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1673,210487640103,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1679,210487640147,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1685,210487640179,Panel A,2,21048764,YES,T1,AVOCADO,,SCATTERED,,,,1,2002,0,,,,,NO,,,,,,,
1685,210487640179,Panel A,2,21048764,YES,T1,MANGO,,SCATTERED,,,,2,1994,0,November,2009,January,2010,NO,,,,,3,BASKET (DENGU),
1685,210487640179,Panel A,2,21048764,YES,T1,GUAVA,,SCATTERED,,,,6,2000,0,April,2010,August,2010,NO,,,,,4,BASKET (DENGU),
1685,210487640179,Panel A,2,21048764,YES,T1,LEMON,LEMONS,SCATTERED,,,,1,2000,0,,,,,NO,,,,,,,
1667,210487640200,Panel A,2,21048764,NO,,,,,,,,,,,,,,,,,,,,,,
1678,210512030007,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1664,210512030021,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1686,210512030065,Panel B,2,21051203,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,2,2007,0,May,2009,January,2010,NO,,,,,10,BASKET (DENGU),
1686,210512030065,Panel B,2,21051203,YES,T1,MANGO,,SCATTERED,,,,7,2006,0,November,2009,January,2010,NO,,,,,15,BASKET (DENGU),
1676,210512030108,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1674,210512030181,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1682,210512030210,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1666,210512030253,Panel B,2,21051203,NO,,,,,,,,,,,,,,,,,,,,,,
1717,210524270049,Panel A,2,21052427,YES,R1,MANGO,,SCATTERED,,,,4,2004,0,October,2009,November,2009,NO,,,,,4,PAIL (LARGE),
1717,210524270049,Panel A,2,21052427,YES,R1,PAWPAW/PAPAYA,,SCATTERED,,,,12,2008,9,June,2010,July,2010,NO,,,,,1,BASKET (DENGU),
1717,210524270049,Panel A,2,21052427,YES,R1,GUAVA,,SCATTERED,,,,1,2004,0,March,2010,February,2010,NO,,,,,1,BASKET (DENGU),
1723,210524270056,Panel A,2,21052427,YES,T1,,,SCATTERED,,,,2,2005,0,November,2009,December,2009,NO,,,,,2,50 KG BAG,
1723,210524270056,Panel A,2,21052427,YES,T1,,,SCATTERED,,,,2,2007,0,June,2010,July,2010,NO,,,,,2,OTHER (SPECIFY),WHEELBARROW
1701,210524270105,Panel A,2,21052427,,,,,,,,,,,,,,,,,,,,,,,
1703,210524270130,Panel A,2,21052427,NO,,,,,,,,,,,,,,,,,,,,,,
1719,210524270133,Panel A,2,21052427,YES,R1,MANGO,,SCATTERED,,,,14,1994,0,November,2009,January,2010,NO,,,,,4,50 KG BAG,
1705,210524270222,Panel A,2,21052427,NO,,,,,,,,,,,,,,,,,,,,,,
1711,210524270224,Panel A,2,21052427,NO,,,,,,,,,,,,,,,,,,,,,,
1702,210537450001,Panel B,2,21053745,,,,,,,,,,,,,,,,,,,,,,,
1708,210537450023,Panel B,2,21053745,NO,,,,,,,,,,,,,,,,,,,,,,
1692,210537450030,Panel B,2,21053745,NO,,,,,,,,,,,,,,,,,,,,,,
1706,210537450059,Panel B,2,21053745,NO,,,,,,,,,,,,,,,,,,,,,,
1688,210537450133,Panel B,2,21053745,YES,T1,[CUSTADE APPLE] POZA,,SCATTERED,,,,2,2006,0,June,2010,July,2010,NO,,,,,2,PAIL (SMALL),
1688,210537450133,Panel B,2,21053745,YES,T2,MANGO,,SCATTERED,,,,3,2004,0,December,2009,February,2009,NO,,,,,3,BASKET (DENGU),
1714,210537450147,Panel B,2,21053745,NO,,,,,,,,,,,,,,,,,,,,,,
1748,210552410123,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1732,210552410148,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1726,210552410174,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1746,210552410199,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1738,210552410301,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1744,210552410353,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1734,210552410378,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1750,210552410404,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1730,210552410480,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1722,210552410531,Panel B,2,21055241,NO,,,,,,,,,,,,,,,,,,,,,,
1749,210556930273,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1753,210556930426,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1733,210556930638,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1743,210556930789,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,2,21055693,YES,T1,MANGO,,SCATTERED,,,,4,2005,0,November,2009,December,2009,NO,,,,,1,BASKET (DENGU),
1739,210556930960,Panel A,2,21055693,NO,,,,,,,,,,,,,,,,,,,,,,
1752,210660960013,Panel B,2,21066096,YES,T1,MANGO,,SCATTERED,,,,20,2005,0,November,2009,February,2010,NO,,,,,20,BASKET (DENGU),
1752,210660960013,Panel B,2,21066096,YES,T2,PEACH,,SCATTERED,,,,25,2005,0,December,2009,March,2010,NO,,,,,30,BASKET (DENGU),
1774,210660960138,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1756,210660960179,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1766,210660960303,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1764,210660960386,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1780,210660960511,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1772,210660960593,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1760,210660960676,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1754,210660960718,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1778,210660960842,Panel B,2,21066096,NO,,,,,,,,,,,,,,,,,,,,,,
1777,210663390033,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1781,210663390423,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1761,210663390451,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1769,210663390578,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1789,210663390682,Panel A,2,21066339,YES,T1,MANGO,,SCATTERED,,,,2,2003,0,October,2009,January,2010,NO,,,,,22,BASKET (DENGU),
1789,210663390682,Panel A,2,21066339,YES,T2,PAWPAW/PAPAYA,,SCATTERED,,,,4,2003,0,June,2010,August,2010,NO,,,,,10,BASKET (DENGU),
1767,210663390754,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1773,210663390913,Panel A,2,21066339,NO,,,,,,,,,,,,,,,,,,,,,,
1807,210745100075,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1801,210745100501,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1795,210745100640,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1817,210745100885,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1809,210745100917,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1821,210745100948,Panel A,2,21074510,NO,,,,,,,,,,,,,,,,,,,,,,
1800,210777250033,Panel B,2,21077725,NO,,,,,,,,,,,,,,,,,,,,,,
1802,210777250041,Panel B,2,21077725,,,,,,,,,,,,,,,,,,,,,,,
1812,210777250058,Panel B,2,21077725,YES,T1,MANGO,,SCATTERED,,,,2,2004,0,November,2009,December,2010,NO,,,,,1,BASKET (DENGU),
1812,210777250058,Panel B,2,21077725,YES,T2,LEMON,LEMONS,SCATTERED,,,,2,2004,0,November,2009,December,2010,NO,,,,,1,BASKET (DENGU),
1812,210777250058,Panel B,2,21077725,YES,T3,BANANA,,SCATTERED,,,,3,2009,0,June,2010,July,2010,NO,,,,,1,BUNCH,
1786,210777250066,Panel B,2,21077725,NO,,,,,,,,,,,,,,,,,,,,,,
1810,210777250074,Panel B,2,21077725,YES,T3,BANANA,,SCATTERED,,,,4,2008,0,June,2010,June,2010,NO,,,,,2,BASKET (DENGU),
1810,210777250074,Panel B,2,21077725,YES,T2,MANGO,,SCATTERED,,,,1,2005,0,November,2009,December,2010,NO,,,,,4,OTHER (SPECIFY),WHEELBARROW
1810,210777250074,Panel B,2,21077725,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,4,2008,0,June,2010,July,2010,NO,,,,,3,OTHER (SPECIFY),WHEELBARROW
1808,210777250157,Panel B,2,21077725,YES,T1,MANGO,,SCATTERED,,,,999,,0,November,2009,January,2010,NO,,,,,25,BASKET (DENGU),
1796,210777250174,Panel B,2,21077725,NO,,,,,,,,,,,,,,,,,,,,,,
1849,210803080100,Panel A,2,21080308,NO,,,,,,,,,,,,,,,,,,,,,,
1853,210803080358,Panel A,2,21080308,NO,,,,,,,,,,,,,,,,,,,,,,
1843,210803080685,Panel A,2,21080308,NO,,,,,,,,,,,,,,,,,,,,,,
1825,210803080880,Panel A,2,21080308,NO,,,,,,,,,,,,,,,,,,,,,,
1836,210815730045,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1822,210815730107,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1818,210815730169,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1832,210815730190,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1840,210815730253,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1834,210815730273,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1824,210815730315,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1820,210815730357,Panel B,2,21081573,NO,,,,,,,,,,,,,,,,,,,,,,
1856,210860690053,Panel B,2,21086069,YES,T1,GUAVA,,SCATTERED,,,,17,1997,0,May,2010,August,2010,NO,,,,,20,BASKET (DENGU),
1870,210860690065,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1862,210860690077,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1860,210860690100,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1872,210860690112,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1844,210860690123,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1854,210860690146,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1846,210860690158,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1866,210860690170,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1848,210860690181,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1850,210860690204,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1868,210860690216,Panel B,2,21086069,NO,,,,,,,,,,,,,,,,,,,,,,
1873,210864360023,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1865,210864360071,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1875,210864360087,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1879,210864360119,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1871,210864360135,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1887,210864360167,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1857,210864360183,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1859,210864360200,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1867,210864360216,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1877,210864360264,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1881,210864360280,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1885,210864360296,Panel A,2,21086436,NO,,,,,,,,,,,,,,,,,,,,,,
1863,210864360312,Panel A,2,21086436,YES,T1,PAWPAW/PAPAYA,,SCATTERED,,,,1,2006,0,September,2009,November,2009,NO,,,,,1,OX - CART,
1915,210875310152,Panel A,2,21087531,NO,,,,,,,,,,,,,,,,,,,,,,
1901,210875310213,Panel A,2,21087531,YES,T1,OTHER (SPECIFY),JAMBULA,SCATTERED,,,,1,2003,1,January,2010,February,2010,NO,,,,,2,OTHER (SPECIFY),WHEELBARROW
1889,210875310313,Panel A,2,21087531,NO,,,,,,,,,,,,,,,,,,,,,,
1909,210875310374,Panel A,2,21087531,YES,R1,PEACH,,SCATTERED,,,,4,2001,0,January,2009,March,2010,NO,,,,,50,KILOGRAM,
1909,210875310374,Panel A,2,21087531,YES,R1,AVOCADO,,SCATTERED,,,,2,2009,0,,,,,NO,,,,,0,,
1909,210875310374,Panel A,2,21087531,YES,R1,LEMON,LEMONS,SCATTERED,,,,2,1999,0,January,2010,December,2010,NO,,,,,100,KILOGRAM,
1909,210875310374,Panel A,2,21087531,YES,R1,ORANGE,,SCATTERED,,,,1,2000,0,,,,,NO,,,,,0,,
1909,210875310374,Panel A,2,21087531,YES,R1,LEMON,GRANADILA,SCATTERED,,,,1,2008,0,January,2010,January,2010,YES,Rains,,,,25,KILOGRAM,
1909,210875310374,Panel A,2,21087531,YES,R1,MANGO,,SCATTERED,,,,5,1999,0,November,2009,January,2010,NO,,,,,2000,KILOGRAM,
1909,210875310374,Panel A,2,21087531,YES,R1,GUAVA,,SCATTERED,,,,1,1999,0,April,2010,July,2010,NO,,,,,50,KILOGRAM,
