occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,1409-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,1409-001,PANEL A,Panel A - 2 Visits,YES,D02,S/POTATO,SWEET POTATO,1,PURE STAND,,,1,5 KG BAG,MAY,2013,NO,4,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1409-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1410-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1411-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1412-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,20,KILOGRAM,JUNE,2013,YES,,,,NO,,,4,50 KG BAG,NOT APPLICABLE,SEPTEMBER,SEPTEMBER,1,
1,1413-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1414-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1415-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1415-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1416-001,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID,MAIZE HYBRID RECYCLED,1,PURE STAND,,,5,KILOGRAM,SEPTEMBER,2013,NO,2,OXCART,UNSHELLED,,,,,,,,,,
1,1419-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1420-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,OCTOBER,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,1420-002,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,,MORE THAN 3/4,2,GRAM,OCTOBER,2013,NO,1,KILOGRAM,SHELLED,,,,,,,,,,
2,1420-002,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,,LESS THAN 1/4,.5,KILOGRAM,OCTOBER,2013,NO,10,KILOGRAM,SHELLED,,,,,,,,,,
3,1420-002,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,,LESS THAN 1/4,2,GRAM,OCTOBER,2013,NO,1,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,1421-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,NO,3/4,5,KILOGRAM,AUGUST,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
2,1421-001,PANEL A,Panel A - 2 Visits,YES,D01,SWEET POTATOE,SWEET POTATO,1,MIXED STAND,NO,3/4,50,GRAM,APRIL,2013,YES,,,,NO,,,100,PIECE,NOT APPLICABLE,JUNE,JUNE,1,
1,1421-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1422-002,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,PURE STAND,,,.5,GRAM,OCTOBER,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
1,1423-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1424-001,PANEL B,Panel B - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,2,KILOGRAM,OCTOBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,1424-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1424-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1424-005,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,MAIZE HYBRID RECYCLED,1,PURE STAND,,,30,GRAM,JUNE,2013,NO,15,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1425-001,PANEL A,Panel A - 2 Visits,YES,D01,S/POTATO,SWEET POTATO,1,PURE STAND,,,2,10 KG BAG,JUNE,2013,NO,1,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
2,1425-001,PANEL A,Panel A - 2 Visits,YES,D02,I/POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,1,5 KG BAG,JULY,2013,NO,1,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,1426-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,PURE STAND,,,10,KILOGRAM,SEPTEMBER,2013,NO,2,OXCART,UNSHELLED,,,,,,,,,,
1,1426-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1428-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,SEPTEMBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,1429-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1430-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1431-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1431-009,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1431-012,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1432-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1433-001,PANEL A,Panel A - 2 Visits,YES,D01,S/POTATO,SWEET POTATO,1,PURE STAND,,,10,50 KG BAG,MARCH,2013,YES,,,,YES,IRREGULAR RAINS,,.75,OXCART,NOT APPLICABLE,AUGUST,AUGUST,1,
1,1433-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1433-006,PANEL A,Panel A - Only Visit 1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1434-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,.5,KILOGRAM,JULY,2013,NO,25,KILOGRAM,SHELLED,,,,,,,,,,
1,1436-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1437-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1438-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1439-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1440-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1441-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,MIXED STAND,NO,1/4,1,OTHER (SPECIFY),JULY,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,1441-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,MIXED STAND,NO,3/4,100,GRAM,AUGUST,2013,NO,6,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1442-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1443-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1444-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1445-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
1,1446-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1447-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1447-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1448-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1449-001,PANEL A,Panel A - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,1,MIXED STAND,YES,,2,KILOGRAM,APRIL,2013,NO,60,KILOGRAM,SHELLED,,,,,,,,,,
2,1449-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,NO,1/4,2,KILOGRAM,MAY,2013,NO,50,50 KG BAG,SHELLED,,,,,,,,,,
1,1452-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1453-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1454-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,3,KILOGRAM,JULY,2013,NO,50,KILOGRAM,SHELLED,,,,,,,,,,
1,1455-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,MIXED STAND,NO,MORE THAN 3/4,2,KILOGRAM,JULY,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,1455-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,MIXED STAND,NO,1/2,4,KILOGRAM,AUGUST,2013,NO,1,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1456-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1457-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1458-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1459-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,10,GRAM,APRIL,2013,YES,,,,YES,DROUGHT,,3,OTHER (SPECIFY),NOT APPLICABLE,AUGUST,SEPTEMBER,1,2
1,1460-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1461-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1462-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1463-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1464-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1464-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1465-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,PURE STAND,,,1,KILOGRAM,AUGUST,2013,NO,1,50 KG BAG,SHELLED,,,,,,,,,,
1,1466-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,15,KILOGRAM,JULY,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1467-001,PANEL A,Panel A - 2 Visits,YES,D01,TOBACCO,TOBACCO FLUE CURED,1,PURE STAND,,,.5,GRAM,FEBRUARY,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1468-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,2,GRAM,JUNE,2013,NO,20,50 KG BAG,SHELLED,,,,,,,,,,
1,1469-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1470-001,PANEL B,Panel B - 2 Visits,YES,D01,NSAWAWA,OTHER (SPECIFY),1,MIXED STAND,NO,3/4,.5,KILOGRAM,JUNE,2013,NO,50,50 KG BAG,UNSHELLED,,,,,,,,,,
2,1470-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,MIXED STAND,NO,LESS THAN 1/4,1,OTHER (SPECIFY),JUNE,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1472-003,PANEL B,Panel B - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,2,PURE STAND,,,10,KILOGRAM,FEBRUARY,2013,YES,,,,NO,,,1,50 KG BAG,SHELLED,JULY,JULY,1,2
1,1473-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,1,KILOGRAM,OCTOBER,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,1474-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,2,PAIL (LARGE),SHELLED,,,,,,,,,,
1,1475-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1476-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,1,GRAM,AUGUST,2013,NO,10,KILOGRAM,SHELLED,,,,,,,,,,
2,1476-001,PANEL B,Panel B - 2 Visits,YES,D02,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,1,10 KG BAG,AUGUST,2013,NO,1,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1477-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,50,KILOGRAM,APRIL,2013,YES,,,,NO,,,12,50 KG BAG,NOT APPLICABLE,JULY,JULY,1,2
1,1478-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,JULY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
2,1478-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,NO,1/2,1,KILOGRAM,JUNE,2013,NO,5,KILOGRAM,SHELLED,,,,,,,,,,
3,1478-001,PANEL B,Panel B - 2 Visits,YES,D02,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,.25,50 KG BAG,JULY,2013,NO,15,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1478-002,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,1,KILOGRAM,SEPTEMBER,2013,NO,4,50 KG BAG,UNSHELLED,,,,,,,,,,
2,1478-002,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,NO,1/2,.25,KILOGRAM,SEPTEMBER,2013,NO,6,KILOGRAM,SHELLED,,,,,,,,,,
1,1478-003,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,1,OTHER (SPECIFY),MAY,2013,YES,,,,YES,OTHER (SPECIFY),,2,PAIL (LARGE),NOT APPLICABLE,AUGUST,AUGUST,1,
1,1479-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,4,50 KG BAG,JUNE,2013,YES,,,,NO,,,6,50 KG BAG,NOT APPLICABLE,OCTOBER,JANUARY,1,2
1,1480-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1482-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,50,KILOGRAM,JUNE,2013,YES,,,,NO,,,3,50 KG BAG,NOT APPLICABLE,AUGUST,SEPTEMBER,1,2
2,1482-001,PANEL B,Panel B - 2 Visits,YES,D02,BEANS,BEANS,2,PURE STAND,,,2,KILOGRAM,JUNE,2013,NO,25,50 KG BAG,SHELLED,,,,,,,,,,
1,1482-003,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,30,KILOGRAM,MAY,2013,YES,,,,NO,,,3,50 KG BAG,NOT APPLICABLE,AUGUST,AUGUST,1,2
2,1482-003,PANEL B,Panel B - 2 Visits,YES,D02,BEANS,BEANS,2,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,25,50 KG BAG,SHELLED,,,,,,,,,,
1,1483-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1483-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1484-002,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,9,PURE STAND,,,1,50 KG BAG,JUNE,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1485-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1486-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,1,50 KG BAG,JUNE,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1487-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1488-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,2,MIXED STAND,YES,,2,KILOGRAM,SEPTEMBER,2013,NO,5,50 KG BAG,SHELLED,,,,,,,,,,
2,1488-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,2,MIXED STAND,YES,,2,GRAM,SEPTEMBER,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1489-001,PANEL A,Panel A - 2 Visits,YES,D01,NSAWAWA,OTHER (SPECIFY),1,PURE STAND,,,1,KILOGRAM,JUNE,2013,YES,,,,YES,INSECTS,,3,PAIL (LARGE),UNSHELLED,AUGUST,AUGUST,1,
1,1490-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1491-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,2,MIXED STAND,YES,,1,GRAM,OCTOBER,2013,NO,75,KILOGRAM,SHELLED,,,,,,,,,,
2,1491-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,5,GRAM,OCTOBER,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1492-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,1493-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,9,50 KG BAG,APRIL,2013,YES,,,,YES,DISEASES,,9,50 KG BAG,NOT APPLICABLE,OCTOBER,OCTOBER,1,2
1,1495-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1496-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,36,KILOGRAM,APRIL,2013,YES,,,,NO,,,8,50 KG BAG,NOT APPLICABLE,JUNE,JUNE,2,1
1,1496-004,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,30,KILOGRAM,APRIL,2013,YES,,,,YES,DISEASES,,4,50 KG BAG,NOT APPLICABLE,JULY,JULY,2,
1,1497-001,PANEL A,Panel A - 2 Visits,YES,D01,RECYCLED HYBRID MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,KILOGRAM,SEPTEMBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,1498-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,2,PURE STAND,,,8,GRAM,JULY,2013,NO,50,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1499-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1499-003,PANEL A,Panel A - 2 Visits,YES,D01,LOCAL MAIZE,MAIZE LOCAL,2,PURE STAND,,,1.5,KILOGRAM,OCTOBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,1500-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATOES,TOMATO,2,PURE STAND,,,5,GRAM,JULY,2013,NO,12,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,1501-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1501-003,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,,,,1,50 KG BAG,JULY,2013,YES,,,,NO,,,3,50 KG BAG,NOT APPLICABLE,SEPTEMBER,SEPTEMBER,1,2
1,1502-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1503-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1504-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,25,KILOGRAM,MARCH,2013,YES,,,,NO,,,6,50 KG BAG,NOT APPLICABLE,JULY,AUGUST,1,2
2,1504-001,PANEL B,Panel B - 2 Visits,YES,D02,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,50,50 KG BAG,JUNE,2013,NO,10,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1505-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1506-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,1506-005,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,50,KILOGRAM,JUNE,2013,NO,15,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1507-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1508-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,5,GRAM,APRIL,2013,NO,50,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,1508-001,PANEL B,Panel B - 2 Visits,YES,D02,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,2,50 KG BAG,JUNE,2013,NO,11,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1508-006,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,15,KILOGRAM,JULY,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1509-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1510-001,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,6,GRAM,JUNE,2013,NO,10,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,1511-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1512-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1513-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1513-003,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID RECYCLED,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,10 KG BAG,MAY,2013,NO,2,50 KG BAG,SHELLED,YES,ANIMALS,,0,,,,,,
2,1513-003,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,2,GRAM,MAY,2013,NO,5,PAIL (LARGE),NOT APPLICABLE,YES,ANIMALS,,0,,,,,,
3,1513-003,PANEL A,Panel A - 2 Visits,YES,D02,HYBRID RECYCLED,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,10 KG BAG,JUNE,2013,NO,3,50 KG BAG,SHELLED,YES,ANIMALS,,0,,,,,,
4,1513-003,PANEL A,Panel A - 2 Visits,YES,D02,NKHWANI,NKHWANI,1,MIXED STAND,YES,,2,GRAM,JUNE,2013,NO,4,PAIL (LARGE),NOT APPLICABLE,YES,ANIMALS,,0,,,,,,
1,1513-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1514-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1515-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1516-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,30,KILOGRAM,APRIL,2013,YES,,,,NO,,,4,50 KG BAG,NOT APPLICABLE,AUGUST,AUGUST,1,2
1,1517-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1517-003,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1518-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,50,KILOGRAM,JUNE,2013,YES,,,,NO,,,7,50 KG BAG,NOT APPLICABLE,AUGUST,AUGUST,1,2
2,1518-001,PANEL B,Panel B - 2 Visits,YES,D02,TOMATO,TOMATO,2,PURE STAND,,,10,GRAM,APRIL,2013,YES,,,,NO,,,10,PAIL (LARGE),NOT APPLICABLE,AUGUST,AUGUST,1,2
1,1518-003,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,50,KILOGRAM,JULY,2013,NO,5,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1519-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1520-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,2,PURE STAND,,,70,KILOGRAM,MARCH,2013,YES,,,,NO,,,10,50 KG BAG,NOT APPLICABLE,JUNE,JUNE,1,2
1,1521-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1522-001,PANEL B,Panel B - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,20,KILOGRAM,APRIL,2013,YES,,,,NO,,,8,50 KG BAG,NOT APPLICABLE,AUGUST,JANUARY,1,2
2,1522-001,PANEL B,Panel B - 2 Visits,YES,D02,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,15,KILOGRAM,AUGUST,2013,NO,7,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,1522-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
