occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
1,1772-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1773-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1774-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1774-002,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,1777-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1777-007,PANEL A,Panel A - 2 Visits,,,,,,,,,,
1,1781-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1786-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,1789-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1794-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1795-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1801-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1803-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1803-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1806-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1808-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.050000001,ACRE,,HOUSEHOLD REFUSED,,CLEAR/SUNNY
2,1808-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,.050000001,ACRE,,HOUSEHOLD REFUSED,,CLEAR/SUNNY
1,1809-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1810-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,30.5,ACRE,2.8800001,,9,PARTLY CLOUDY/PARTLY SUNNY
2,1810-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,0,ACRE,0,,10,CLEAR/SUNNY
3,1810-001,PANEL B,Panel B - 2 Visits,YES,T03,PAPAYA,TG03,0,ACRE,0,,10,CLEAR/SUNNY
4,1810-001,PANEL B,Panel B - 2 Visits,YES,T04,CASSAVA PLOT,TG04,1,ACRE,1.23,,10,CLEAR/SUNNY
1,1812-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1813-002,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,1818-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1818-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1819-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1821-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1822-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1824-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1825-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1827-001,PANEL A,Panel A - Only Visit 1,NO,,,,,,,,,
1,1832-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1832-005,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.60000002,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1833-001,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,1835-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1836-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1840-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1842-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1843-001,PANEL A,Panel A - Only Visit 1,NO,,,,,,,,,
1,1844-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1849-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1853-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1854-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1855-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.75999999,,9,CLEAR/SUNNY
1,1856-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1857-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1859-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1859-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1859-006,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1859-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1860-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1861-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1862-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1863-001,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,1865-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1866-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1867-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1870-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1871-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1872-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1873-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1874-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1876-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1876-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1877-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1877-003,PANEL A,Panel A - Combined Visit,YES,T01,MANGO,TG01,1.5,ACRE,.2,,10,CLEAR/SUNNY
2,1877-003,PANEL A,Panel A - Combined Visit,YES,T02,BANANA,TG01,1.5,ACRE,.2,,10,CLEAR/SUNNY
3,1877-003,PANEL A,Panel A - Combined Visit,YES,T03,ORANGE,DG01,1,,1.8,,9,CLEAR/SUNNY
4,1877-003,PANEL A,Panel A - Combined Visit,YES,T04,GUAVAS,DG01,1,,1.8,,9,CLEAR/SUNNY
1,1879-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1880-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1881-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1882-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1883-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1886-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1887-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1887-002,PANEL A,Panel A - Combined Visit,YES,T01,BANANA,RG03,.2,ACRE,.30000001,,11,CLEAR/SUNNY
1,1888-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1889-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1890-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,0,OTHER (SPECIFY),11,CLEAR/SUNNY
2,1890-001,PANEL B,Panel B - 2 Visits,YES,T02,PEACHES,TG02,0,ACRE,0,OTHER (SPECIFY),10,CLEAR/SUNNY
3,1890-001,PANEL B,Panel B - 2 Visits,YES,T03,ORANGE,TG03,0,ACRE,,OTHER (SPECIFY),,CLEAR/SUNNY
4,1890-001,PANEL B,Panel B - 2 Visits,YES,T04,LEMMONS,TG04,0,ACRE,,OTHER (SPECIFY),,CLEAR/SUNNY
5,1890-001,PANEL B,Panel B - 2 Visits,YES,T05,POZA,TG05,0,ACRE,0,OTHER (SPECIFY),10,CLEAR/SUNNY
1,1892-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1893-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1894-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1896-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1898-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,.1,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
2,1898-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,TG01,.050000001,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
3,1898-001,PANEL B,Panel B - 2 Visits,YES,T03,ORANGES,TG01,.050000001,ACRE,.050000001,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1898-005,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1901-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1902-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1904-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1906-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.1,,6,CLEAR/SUNNY
1,1908-001,PANEL B,Panel B - 2 Visits,YES,T01,PAPAYA,TG01,0,ACRE,0,,10,CLEAR/SUNNY
1,1909-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,
2,1909-001,PANEL A,Panel A - 2 Visits,YES,T02,LEMONS,TG01,,,,,,
3,1909-001,PANEL A,Panel A - 2 Visits,YES,T03,PEACHES,TG01,,,,,,
4,1909-001,PANEL A,Panel A - 2 Visits,YES,T04,GUAVA,TG01,,,,,,
5,1909-001,PANEL A,Panel A - 2 Visits,YES,T05,PEARS,TG01,,,,,,
1,1909-005,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,1910-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,9,MOSTLY CLEAR/MOSTLY SUNNY
2,1910-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG01,1,ACRE,1,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1912-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1914-002,PANEL B,Panel B - 2 Visits,YES,T01,CUSTADE APPLE,TG01,.0099999998,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,1914-002,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,RG01,.5,ACRE,.80000001,,11,CLEAR/SUNNY
1,1915-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1915-010,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,TG01,0,ACRE,0,,10,CLEAR/SUNNY
1,1916-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1917-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1918-002,PANEL B,Panel B - 2 Visits,YES,T01,AVOCADO,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
1,1918-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1918-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1919-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1920-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,RG02,1,ACRE,.89999998,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1921-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.050000001,ACRE,.1,,11,CLEAR/SUNNY
2,1921-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG01,.050000001,ACRE,0,,11,CLEAR/SUNNY
1,1922-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1923-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1923-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1924-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,1,ACRE,.69999999,,10,CLEAR/SUNNY
2,1924-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,1,ACRE,.69999999,,10,CLEAR/SUNNY
3,1924-001,PANEL B,Panel B - 2 Visits,YES,T03,GUAVA,TG01,1,ACRE,.69999999,,10,CLEAR/SUNNY
1,1924-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1925-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1926-001,PANEL B,Panel B - 2 Visits,YES,T01,MASUKU,TG01,0,ACRE,0,,10,CLEAR/SUNNY
2,1926-001,PANEL B,Panel B - 2 Visits,YES,T02,MPOZA,TG01,0,ACRE,0,,10,CLEAR/SUNNY
3,1926-001,PANEL B,Panel B - 2 Visits,YES,T03,AVOCADO,TG01,0,ACRE,0,,10,CLEAR/SUNNY
4,1926-001,PANEL B,Panel B - 2 Visits,YES,T04,BANANA,TG02,.5,ACRE,.2,,10,CLEAR/SUNNY
1,1927-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1928-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,1,ACRE,.5,,10,CLEAR/SUNNY
1,1929-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.0099999998,,11,CLEAR/SUNNY
1,1930-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1931-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1932-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG04,.5,ACRE,.0099999998,,11,CLEAR/SUNNY
2,1932-001,PANEL B,Panel B - 2 Visits,YES,T02,MASUKU,RG14,.5,ACRE,,,,
1,1933-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1933-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1934-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,RG01,1,ACRE,1.7,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1935-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
2,1935-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,TG01,.5,ACRE,0,,11,CLEAR/SUNNY
3,1935-001,PANEL A,Panel A - 2 Visits,YES,T03,BANANA,DG01,.5,ACRE,0,,11,CLEAR/SUNNY
4,1935-001,PANEL A,Panel A - 2 Visits,YES,T04,GWAVA,DG01,.5,ACRE,0,,11,CLEAR/SUNNY
1,1937-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1937-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1937-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1938-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1938-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1939-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1941-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,,,,
1,1942-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1943-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1944-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,1.3,,11,CLEAR/SUNNY
1,1944-002,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,TG01,.02,ACRE,0,,11,COMPLETELY CLOUDY
1,1945-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.2,ACRE,.2,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1946-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.7,,12,CLEAR/SUNNY
1,1947-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1948-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,RG01,1,ACRE,2.9000001,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1949-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.60000002,,12,CLEAR/SUNNY
2,1949-002,PANEL A,Panel A - 2 Visits,YES,T02,MASAU,TG02,.25,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1950-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1951-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,DG01,1,ACRE,0,,10,CLEAR/SUNNY
1,1951-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.029999999,ACRE,.1,,10,CLEAR/SUNNY
2,1951-002,PANEL A,Panel A - 2 Visits,YES,T02,CUSTADE APPLE,TG01,.02,ACRE,0,,10,CLEAR/SUNNY
1,1952-001,PANEL B,Panel B - 2 Visits,YES,T01,PAPAYA,01,.5,ACRE,,,,
1,1953-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1953-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1954-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.0099999998,,9,PARTLY CLOUDY/PARTLY SUNNY
1,1954-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1954-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1955-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1956-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,1957-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,0,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1958-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG02,.2,ACRE,.1,,11,CLEAR/SUNNY
2,1958-002,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,RG01,.5,ACRE,.40000001,,11,CLEAR/SUNNY
1,1959-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.2,,11,CLEAR/SUNNY
1,1959-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,DG01,.2,ACRE,.14,,10,COMPLETELY CLOUDY
1,1960-002,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.1,ACRE,0,,11,COMPLETELY CLOUDY
1,1961-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1962-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,1962-001,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,TG01,.5,ACRE,.2,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1963-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.3,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1964-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,RG01,.5,ACRE,.029999999,,11,CLEAR/SUNNY
1,1965-001,PANEL A,Panel A - 2 Visits,YES,T01,SUGAR CANE,TG01,.5,ACRE,.029999999,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1965-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.2,,10,COMPLETELY CLOUDY
1,1966-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.2,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
2,1966-002,PANEL B,Panel B - 2 Visits,YES,T02,LEMON,TG01,.5,ACRE,.2,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
3,1966-002,PANEL B,Panel B - 2 Visits,YES,T03,CASSAVA,RG01,.5,ACRE,.5,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
4,1966-002,PANEL B,Panel B - 2 Visits,YES,T04,BANANA,RG01,.5,ACRE,.5,,9,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1967-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
2,1967-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG01,1,ACRE,.89999998,,9,CLEAR/SUNNY
1,1968-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1968-005,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
2,1968-005,PANEL B,Panel B - 2 Visits,YES,T02,CUSTARD APPLE,TG01,.1,ACRE,0,,11,CLEAR/SUNNY
3,1968-005,PANEL B,Panel B - 2 Visits,YES,T03,SUGARCANE,DG01,.1,ACRE,.1,,9,CLEAR/SUNNY
1,1969-001,PANEL A,Panel A - Only Visit 1,,,,,,,,,,
1,1970-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1971-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO & MASUKU,RG02,.5,ACRE,.2,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1972-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1973-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.02,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1974-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,RG01,.75,ACRE,.44999999,,12,PARTLY CLOUDY/PARTLY SUNNY
1,1975-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.2,,11,CLEAR/SUNNY
2,1975-001,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG02,1,ACRE,1,,11,CLEAR/SUNNY
1,1976-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1976-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1977-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1978-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1979-001,PANEL A,Panel A - Combined Visit,YES,T01,PHAZI,RG01,1.5,ACRE,,TOO FAR,,
1,1980-001,PANEL B,Panel B - 2 Visits,YES,T01,MASUKU,TG01,.1,ACRE,.1,,11,CLEAR/SUNNY
1,1981-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.5,ACRE,.02,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1982-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1983-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,TG01,.2,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
2,1983-001,PANEL A,Panel A - 2 Visits,YES,T02,BANANA,RG01,1,ACRE,1.4,,11,CLEAR/SUNNY
1,1984-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1985-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,.5,ACRE,1,,11,CLEAR/SUNNY
2,1985-001,PANEL A,Panel A - 2 Visits,YES,T02,MASAU,RG02,.5,ACRE,1,,11,CLEAR/SUNNY
1,1986-001,PANEL B,Panel B - 2 Visits,YES,T01,SUGAR CANE,TG01,.5,ACRE,.54000002,,11,PARTLY CLOUDY/PARTLY SUNNY
2,1986-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG02,.5,ACRE,.13,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1987-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.1,ACRE,.0099999998,,11,CLEAR/SUNNY
1,1988-001,PANEL B,Panel B - 2 Visits,YES,T01,CUSTADE APPLE,TG01,.0099999998,ACRE,.02,,11,CLEAR/SUNNY
1,1989-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,9,ACRE,7.0999999,,12,CLEAR/SUNNY
1,1990-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1991-001,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,TG01,.1,ACRE,0,,9,CLEAR/SUNNY
2,1991-001,PANEL A,Panel A - 2 Visits,YES,T02,POZA,TG01,.1,ACRE,0,,9,CLEAR/SUNNY
3,1991-001,PANEL A,Panel A - 2 Visits,YES,T03,MANGO,TG02,1,ACRE,1.7,,9,CLEAR/SUNNY
4,1991-001,PANEL A,Panel A - 2 Visits,YES,T04,BANANA,TG02,1,ACRE,1.7,,9,CLEAR/SUNNY
1,1992-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1993-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,RG01,.5,ACRE,2.8,,12,CLEAR/SUNNY
1,1994-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,1995-001,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,RG01,.5,ACRE,1.9,,12,CLEAR/SUNNY
1,1996-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.1,ACRE,.1,,11,CLEAR/SUNNY
2,1996-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,RG01,.1,ACRE,.1,,11,CLEAR/SUNNY
1,1997-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,1998-002,PANEL B,Panel B - 2 Visits,YES,T01,MEXICANE APPLE,TG01,.0099999998,ACRE,.02,,11,CLEAR/SUNNY
1,1999-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2000-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2000-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2001-001,PANEL A,Panel A - 2 Visits,YES,T01,MASAU,RG01,1,ACRE,.30000001,,12,CLEAR/SUNNY
2,2001-001,PANEL A,Panel A - 2 Visits,YES,T02,CASSAVA,RG02,1,ACRE,3.5999999,,12,CLEAR/SUNNY
1,2003-001,PANEL A,Panel A - 2 Visits,YES,T01,PAPAYA,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
2,2003-001,PANEL A,Panel A - 2 Visits,YES,T02,MASAU,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
3,2003-001,PANEL A,Panel A - 2 Visits,YES,T03,MATOWO,TG01,.1,ACRE,0,,10,CLEAR/SUNNY
1,2004-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2004-007,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2005-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.9,,12,PARTLY CLOUDY/PARTLY SUNNY
1,2006-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.15000001,ACRE,.029999999,,9,CLEAR/SUNNY
1,2007-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2008-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.80000001,,11,COMPLETELY CLOUDY
1,2009-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2010-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.15000001,,12,COMPLETELY CLOUDY
1,2011-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.40000001,ACRE,.2,,11,CLEAR/SUNNY
2,2011-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,RG01,.050000001,ACRE,.23999999,,11,CLEAR/SUNNY
1,2011-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2011-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2011-005,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2012-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2013-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,2014-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,2015-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,0,ACRE,0,,10,CLEAR/SUNNY
