occ,y2_hhid,case_id,qx_type,interview_status,ag_a21,ag_a23a_1,ag_a23a_2,ag_a23a_3,ag_a23a_4,ag_a23a_5,ag_a23a_6,ag_a23a_7,ag_a23a_8,ag_a23b_1,ag_a23b_2,ag_a23b_3,ag_a23b_4,ag_a23b_5,ag_a23b_6,ag_a23b_7,ag_a23b_8,ag_a23c_1,ag_a23c_2,ag_a23c_3,ag_a23c_4,ag_a23c_5,ag_a23c_6,ag_a23c_7,ag_a23c_8,ag_a24,ag_a26a,ag_a26b,ag_a26c,ag_a27,ag_a29a,ag_a29b,ag_a29c,ag_a35,ag_a37a_1,ag_a37a_2,ag_a37a_3,ag_a37a_4,ag_a37a_5,ag_a37a_6,ag_a37a_7,ag_a37a_8,ag_a37b_1,ag_a37b_2,ag_a37b_3,ag_a37b_4,ag_a37b_5,ag_a37b_6,ag_a37b_7,ag_a37b_8,ag_a38,ag_a37c_1,ag_a37c_2,ag_a37c_3,ag_a37c_4,ag_a37c_5,ag_a37c_6,ag_a37c_7,ag_a37c_8,ag_a40a,ag_a40b,ag_a40c,ag_a41,ag_a43a,ag_a43b,ag_a43c,ag_a44,ag_a46a,ag_a46b,ag_a46c,ag_b0a,ag_b101,ag_e01,ag_f0a,ag_g0a,ag_i00,ag_k0a,ag_m101,ag_m102,ag_m102_1,ag_p0a,ag_q0a,ag_s101,ag_t01
1,1918-002,301010660137,PANEL B,Panel B - 2 Visits,132,25,6,2013,7,55,8,26,A-J,,,,,,,,,,,,,,,,,80,25,6,2013,89,27,6,2013,132,28,9,2013,9,19,9,50,ALL,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,30,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,1918-003,301010660137,PANEL B,Panel B - 2 Visits,132,25,7,2013,15,59,16,25,ALL,,,,,,,,,,,,,,,,,80,25,7,2013,119,17,1,2014,132,9,10,2013,9,30,10,4,ALL,,,,,,,,,130,,,,,,,,,24,10,2013,119,17,1,2014,906,21,1,2014,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,1918-004,301010660137,PANEL B,Panel B - 2 Visits,132,25,6,2013,10,30,10,56,A-J,,,,,,,,,,,,,,,,,80,25,6,2013,89,27,6,2013,132,27,9,2013,13,30,14,3,ALL,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,30,12,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1919-001,210870360399,PANEL A,Panel A - 2 Visits,131,27,4,2013,13,0,13,40,A-J,,,,,,,,,,,,,,,,,130,28,4,2013,59,11,5,2013,84,1,8,2013,11,11,11,56,K-X,,,,,,,,,50,,,,,,,,,2,8,2013,59,14,8,2013,915,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1920-001,301010660043,PANEL B,Panel B - 2 Visits,82,24,6,2013,10,5,10,35,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,24,6,2013,89,29,6,2013,111,27,9,2013,13,43,14,19,K-X_2,,,,,,,,,130,,,,,,,,,28,9,2013,89,30,9,2013,901,2,1,2014,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,1921-001,301010370326,PANEL A,Panel A - 2 Visits,83,29,4,2013,10,59,12,35,ALL,,,,,,,,,,,,,,,,,80,29,4,2013,89,10,5,2013,83,7,8,2013,7,39,8,27,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,22,10,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1922-001,301010660010,PANEL B,Panel B - 2 Visits,82,24,6,2013,13,1,13,19,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,24,6,2013,89,27,6,2013,111,28,9,2013,11,24,11,52,K-X-2,,,,,,,,,130,,,,,,,,,28,9,2013,89,1,10,2013,901,30,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1923-001,301010370063,PANEL A,Panel A - 2 Visits,84,1,5,2013,8,49,9,31,VISIT 1 MODULE,,,,,,,,,,,,,,,,,80,1,5,2013,89,10,5,2013,132,7,8,2013,11,39,12,15,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,18,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO
1,1923-002,301010370063,PANEL A,Panel A - 2 Visits,84,29,4,2013,10,25,10,49,VISIT 1,,,,,,,,,,,,,,,,,80,29,4,2013,89,10,5,2013,132,7,8,2013,9,32,10,8,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,21,10,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO
1,1924-001,301010660030,PANEL B,Panel B - 2 Visits,81,24,6,2013,14,13,14,46,A-J,,,,,,,,,,,,,,,,,80,24,6,2013,89,27,6,2013,81,28,9,2013,9,35,10,54,VISIT 2,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,30,12,2013,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES
1,1924-002,301010660030,PANEL B,Panel B - 2 Visits,81,25,7,2013,15,18,15,41,VISIT 1,,,,,,,,,,,,,,,,,80,25,7,2013,89,4,8,2013,81,9,10,2013,15,32,,,VISIT 2,,,,,,,,,130,,,,,,,,,9,10,2013,69,9,12,2013,901,3,1,2014,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1925-001,301010370118,PANEL A,Panel A - 2 Visits,82,6,5,2013,9,9,9,30,VISIT 1,,,,,,,,,,,,,,,,,80,6,5,2013,,,,,82,11,8,2013,8,15,8,59,VISIT 2,,,,,,,,,80,,,,,,,,,11,8,2013,89,14,8,2013,903,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1926-001,301010660097,PANEL B,Panel B - 2 Visits,81,24,6,2013,8,32,9,33,A-J,,,,,,,,,,,,,,,,,80,24,6,2013,89,29,6,2013,81,27,9,2013,9,56,11,19,VISIT 2,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,2,1,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1927-001,301010370312,PANEL A,Panel A - 2 Visits,81,30,4,2013,11,21,12,10,A-J,,,,,,,,,,,,,,,,,80,30,4,2013,89,8,5,2013,81,7,8,2013,9,24,9,52,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,15,8,2013,903,17,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,1928-001,301010660124,PANEL B,Panel B - 2 Visits,81,24,6,2013,15,46,16,28,A-J,,,,,,,,,,,,,,,,,80,24,6,2013,89,28,6,2013,81,27,9,2013,16,20,17,26,VISIT 2,,,,,,,,,130,,,,,,,,,28,9,2013,89,2,10,2013,901,31,12,2013,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES
1,1929-001,301010370072,PANEL A,Panel A - 2 Visits,84,30,4,2013,10,22,10,55,VISIT 1 MODULES,,,,,,,,,,,,,,,,,80,30,4,2013,89,9,5,2013,132,15,8,2013,9,46,10,22,ALL,,,,,,,,,80,,,,,,,,,15,0,2013,89,15,8,2013,903,17,10,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES
1,1930-001,301010660057,PANEL B,Panel B - 2 Visits,132,26,6,2013,8,56,9,35,A-J,,,,,,,,,,,,,,,,,80,26,6,2013,89,28,6,2013,132,27,9,2013,11,45,12,15,ALL,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,31,12,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,1931-001,301010370179,PANEL A,Panel A - 2 Visits,83,1,5,2013,10,21,11,12,ALL,,,,,,,,,,,,,,,,,80,1,5,2013,89,10,5,2013,83,7,8,2013,11,58,12,25,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,21,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO
1,1932-001,301010660050,PANEL B,Panel B - 2 Visits,82,24,6,2013,8,13,8,39,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,24,6,2013,89,29,6,2013,132,27,9,2013,9,54,10,33,ALL,,,,,,,,,130,,,,,,,,,28,9,2013,89,4,10,2013,901,3,1,2014,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,1933-001,301010370089,PANEL A,Panel A - 2 Visits,81,1,5,2013,9,31,9,30,A-J,,,,,,,,,,,,,,,,,80,1,5,2013,89,8,5,2013,81,7,8,2013,8,4,8,36,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,17,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,1933-004,301010370089,PANEL A,Panel A - 2 Visits,81,24,5,2013,12,25,13,0,A-J,,,,,,,,,,,,,,,,,80,24,5,2013,69,21,1,2014,81,29,8,2013,10,12,11,15,VISIT 2,,,,,,,,,80,,,,,,,,,29,8,2013,69,21,1,2014,914,21,1,2014,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,1934-001,301010660077,PANEL B,Panel B - 2 Visits,82,24,6,2013,14,6,14,27,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,24,6,2013,89,26,6,2013,111,27,9,2013,10,34,11,11,K-X2,,,,,,,,,130,,,,,,,,,28,9,2013,89,30,9,2013,901,28,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,1935-001,301010370066,PANEL A,Panel A - 2 Visits,84,29,4,2013,13,6,13,39,VISIT 1,,,,,,,,,,,,,,,,,80,29,4,2013,89,9,5,2013,132,7,8,2013,7,44,8,52,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,22,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1937-001,301010370351,PANEL A,Panel A - 2 Visits,81,29,4,2013,11,1,11,52,A-J,,,,,,,,,,,,,,,,,80,29,4,2013,89,9,5,2013,81,7,8,2013,10,14,11,15,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,15,8,2013,903,21,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,1937-003,301010370351,PANEL A,Panel A - 2 Visits,81,30,4,2013,8,41,9,12,A-J,,,,,,,,,,,,,,,,,80,30,4,2013,89,9,5,2013,81,7,8,2013,13,15,13,57,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,21,14,2013,YES,YES,NO,NO,YES,YES,YES,NO,,,,,NO,NO
1,1937-007,301010370351,PANEL A,Panel A - 2 Visits,81,29,4,2013,13,58,14,33,A-J,,,,,,,,,,,,,,,,,80,29,4,2013,89,9,5,2013,81,7,8,2013,12,3,12,38,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,18,10,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1938-001,301020860065,PANEL B,Panel B - 2 Visits,83,28,6,2013,9,25,9,40,ALL,,,,,,,,,,,,,,,,,80,28,6,2013,89,1,7,2013,83,1,10,2013,10,4,10,34,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,31,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1938-002,301020860065,PANEL B,Panel B - 2 Visits,83,28,6,2013,8,45,9,6,A-J,,,,,,,,,,,,,,,,,80,28,6,2013,89,1,7,2013,81,1,10,2013,10,12,10,50,VISIT 2,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,1,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1939-002,301010370172,PANEL A,Panel A - 2 Visits,82,1,5,2013,8,44,9,10,VISIT 1,,,,,,,,,,,,,,,,,80,1,5,2013,89,9,5,2013,82,7,8,2013,11,6,11,56,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1941-001,301010370051,PANEL A,Panel A - 2 Visits,84,30,4,2013,7,54,8,12,VISIT 1,,,,,,,,,,,,,,,,,80,30,4,2013,89,9,5,2013,132,7,8,2013,9,4,9,39,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,1942-001,301020860085,PANEL B,Panel B - 2 Visits,82,28,6,2013,8,39,9,28,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,28,6,2013,89,1,7,2013,111,1,10,2013,10,51,11,32,K-X-2,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,31,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,1943-001,301010370128,PANEL A,Panel A - 2 Visits,82,30,4,2013,8,22,8,49,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,30,4,2013,,,,,82,7,8,2013,9,34,10,38,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,17,10,2013,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
1,1944-001,301020860171,PANEL B,Panel B - 2 Visits,83,27,6,2013,14,4,14,26,ALL,,,,,,,,,,,,,,,,,80,27,6,2013,89,30,6,2013,83,30,9,2013,13,41,14,18,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,5,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,1944-002,301020860171,PANEL B,Panel B - 2 Visits,83,27,6,2013,9,54,10,22,ALL,,,,,,,,,,,,,,,,,80,27,6,2013,89,1,7,2013,83,30,9,2013,15,16,16,16,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,1,11,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1945-001,301010370121,PANEL A,Panel A - 2 Visits,83,29,4,2013,15,37,16,3,ALL,,,,,,,,,,,,,,,,,80,29,4,2013,89,10,5,2013,83,7,8,2013,10,32,10,53,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,22,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,1946-001,301020860132,PANEL B,Panel B - 2 Visits,82,27,6,2013,9,5,9,25,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,27,6,2013,89,1,7,2013,111,30,9,2013,12,42,13,24,K-X-2,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,1,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,1947-001,301010370247,PANEL A,Panel A - 2 Visits,82,29,4,2013,14,14,14,40,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,29,4,2013,89,9,5,2013,82,7,8,2013,8,45,9,20,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,18,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,1948-001,301020860161,PANEL B,Panel B - 2 Visits,82,27,6,2013,10,21,10,48,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,27,6,2013,89,1,7,2013,111,30,9,2013,15,24,16,11,K-X-2,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,31,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,1949-002,301010370130,PANEL A,Panel A - 2 Visits,82,29,4,2013,11,15,12,0,VISIT 1,,,,,,,,,,,,,,,,,80,29,4,2013,89,10,5,2013,82,7,8,2013,7,40,8,36,VISIT 2,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,21,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,1950-001,301020860142,PANEL B,Panel B - 2 Visits,82,27,6,2013,11,58,12,11,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,27,6,2013,89,1,7,2013,111,30,9,2013,10,43,11,8,K-X-2,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,1,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1951-001,301010370005,PANEL A,Panel A - 2 Visits,83,1,5,2013,10,11,11,29,ALL,,,,,,,,,,,,,,,,,80,1,5,2013,89,10,5,2013,83,7,8,2013,12,39,13,39,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,22,10,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES
1,1951-002,301010370005,PANEL A,Panel A - 2 Visits,83,30,4,2013,9,25,10,19,ALL,,,,,,,,,,,,,,,,,80,30,4,2013,89,10,5,2013,83,7,8,2013,8,40,9,16,ALL,,,,,,,,,80,,,,,,,,,7,8,2013,89,14,8,2013,903,22,10,2013,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES
1,1952-001,301020860199,PANEL B,Panel B - 2 Visits,132,27,6,2013,14,50,15,9,A-J,,,,,,,,,,,,,,,,,80,27,6,2013,89,1,7,2013,132,30,9,2013,9,43,10,20,ALL,,,,,,,,,130,,,,,,,,,1,10,2013,,,,,909,4,11,2013,YES,NO,NO,,,YES,NO,NO,,,,,YES,YES
1,1953-001,301020550090,PANEL A,Panel A - 2 Visits,81,15,7,2013,12,6,12,32,VISIT 1,,,,,,,,,,,,,,,,,80,15,7,2013,89,22,7,2013,81,2,10,2013,13,10,13,43,VISIT 2,,,,,,,,,130,,,,,,,,,4,10,2013,,,,,904,19,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1953-002,301020550090,PANEL A,Panel A - 2 Visits,81,15,7,2013,9,36,10,12,VISIT 1,,,,,,,,,,,,,,,,,80,15,7,2013,89,,,,81,2,10,2013,11,45,12,33,VISIT 2,,,,,,,,,130,,,,,,,,,3,10,2013,89,7,10,2013,904,18,12,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,1954-001,301020860027,PANEL B,Panel B - 2 Visits,132,28,6,2013,8,14,8,59,A-J,,,,,,,,,,,,,,,,,80,28,6,2013,89,1,7,2013,132,1,10,2013,9,30,10,7,ALL,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,4,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,1954-003,301020860027,PANEL B,Panel B - 2 Visits,132,28,6,2013,13,34,13,57,A-J,,,,,,,,,,,,,,,,,80,28,6,2013,89,1,7,2013,132,1,10,2013,12,55,13,27,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,4,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1954-004,301020860027,PANEL B,Panel B - 2 Visits,132,16,7,2013,12,45,13,13,A-J,,,,,,,,,,,,,,,,,80,16,7,2013,89,17,7,2013,132,1,10,2013,10,52,11,21,ALL,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,5,11,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1955-001,301020550030,PANEL A,Panel A - 2 Visits,82,15,7,2013,8,10,8,27,VIST 1 ONLY,,,,,,,,,,,,,,,,,80,15,7,2013,89,24,7,2013,111,2,10,2013,12,10,12,41,K-X-2,,,,,,,,,130,,,,,,,,,2,10,2013,89,7,10,2013,904,28,12,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1956-001,301020860075,PANEL B,Panel B - Combined Visit,52,10,9,2013,12,46,13,35,A-I,,,,,,,,,,,,,,,,,50,10,9,2013,59,19,9,2013,52,10,9,2013,13,36,14,22,K-X2,,,,,,,,,50,,,,,,,,,10,9,2013,59,19,9,2013,914,10,1,2014,NO,YES,NO,NO,YES,NO,YES,NO,,,,,NO,NO
1,1957-002,301020550102,PANEL A,Panel A - 2 Visits,132,15,7,2013,8,25,9,3,A-J,,,,,,,,,,,,,,,,,80,15,7,2013,89,25,7,2013,132,2,10,2013,11,47,12,29,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,6,10,2013,904,28,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,1958-002,301020860180,PANEL B,Panel B - 2 Visits,83,27,6,2013,8,49,9,23,ALL,,,,,,,,,,,,,,,,,80,27,6,2013,89,30,6,2013,83,30,9,2013,9,40,10,37,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,30,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
1,1959-001,301020550135,PANEL A,Panel A - 2 Visits,83,15,7,2013,9,36,10,9,ALL,,,,,,,,,,,,,,,,,80,15,7,2013,89,24,7,2013,83,2,10,2013,11,58,12,33,ALL,,,,,,,,,130,,,,,,,,,3,10,2013,89,7,10,2013,904,23,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,1959-002,301020550135,PANEL A,Panel A - 2 Visits,83,15,7,2013,13,38,14,7,ALL,,,,,,,,,,,,,,,,,80,15,7,2013,89,23,7,2013,83,2,10,2013,8,16,8,58,K-X2,,,,,,,,,130,,,,,,,,,3,10,2013,89,7,10,2013,904,19,12,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES
1,1960-002,301020860037,PANEL B,Panel B - 2 Visits,83,28,6,2013,13,2,13,26,ALL,,,,,,,,,,,,,,,,,,,,,89,1,7,2013,83,1,10,2013,13,7,13,54,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,,,,909,31,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,1961-001,301020550151,PANEL A,Panel A - 2 Visits,81,29,6,2013,12,45,13,5,A-J,,,,,,,,,,,,,,,,,80,29,6,2013,89,25,7,2013,81,2,10,2013,10,31,11,4,VISIT,,,,,,,,,130,,,,,,,,,4,10,2013,89,7,10,2013,904,19,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1962-001,301020860113,PANEL B,Panel B - 2 Visits,81,27,6,2013,12,57,13,44,A-J,,,,,,,,,,,,,,,,,80,27,6,2013,89,3,7,2013,81,30,9,2013,13,40,14,40,VISIT 2,,,,,,,,,130,,,,,,,,,30,9,2013,89,,,,909,5,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,YES,YES
1,1963-001,301020550165,PANEL A,Panel A - 2 Visits,82,29,6,2013,11,41,12,7,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,29,6,2013,89,25,7,2013,111,2,10,2013,9,9,10,18,K-X-2,,,,,,,,,130,,,,,,,,,3,10,2013,89,7,10,2013,904,28,12,2013,YES,YES,NO,YES,YES,YES,YES,YES,NO,,YES,YES,NO,YES
1,1964-001,301020860018,PANEL B,Panel B - 2 Visits,132,27,6,2013,10,52,12,37,A-J,,,,,,,,,,,,,,,,,80,27,6,2013,89,3,7,2013,132,30,9,2013,11,30,12,12,ALL,,,,,,,,,130,,,,,,,,,1,10,2013,89,,,,909,5,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,1965-001,301020550075,PANEL A,Panel A - 2 Visits,132,15,7,2013,13,5,13,20,A-J,,,,,,,,,,,,,,,,,80,15,7,2013,89,25,7,2013,132,2,10,2013,8,20,9,35,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,6,10,2013,904,30,12,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1965-003,301020550075,PANEL A,Panel A - 2 Visits,82,15,7,2013,11,36,12,1,VIST 1 ONLY,,,,,,,,,,,,,,,,,80,15,7,2013,89,25,7,2013,111,2,10,2013,10,44,11,33,K-X-2,,,,,,,,,130,,,,,,,,,2,10,2013,89,7,10,2013,904,28,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,1966-002,301020860046,PANEL B,Panel B - 2 Visits,81,27,6,2013,9,22,10,35,A-J,,,,,,,,,,,,,,,,,80,27,6,2013,89,30,6,2013,81,30,9,2013,10,0,11,31,VISIT 2,,,,,,,,,130,,,,,,,,,30,9,2013,89,,,,909,30,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1967-001,301020550096,PANEL A,Panel A - 2 Visits,83,29,6,2013,16,31,16,57,ALL,,,,,,,,,,,,,,,,,80,29,6,2013,89,23,7,2013,83,2,10,2013,12,41,13,31,K-X2,,,,,,,,,130,,,,,,,,,3,10,2013,89,7,10,2013,904,20,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,1968-001,301040100257,PANEL B,Panel B - 2 Visits,84,24,5,2013,9,14,9,39,VISIT 1,,,,,,,,,,,,,,,,,80,24,5,2013,89,24,5,2013,83,29,8,2013,9,22,9,46,ALL,,,,,,,,,80,,,,,,,,,29,8,2013,89,3,9,2013,914,22,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,1968-005,301040100257,PANEL B,Panel B - 2 Visits,83,24,5,2013,9,11,9,48,ALL,,,,,,,,,,,,,,,,,80,24,5,2013,89,24,5,2013,83,28,8,2013,15,13,16,8,ALL,,,,,,,,,80,,,,,,,,,28,8,2013,89,4,9,2013,914,17,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,1969-001,301020550236,PANEL A,Panel A - Only Visit 1,81,29,6,2013,16,24,17,0,A-J,,,,,,,,,,,,,,,,,80,29,6,2013,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,18,12,2013,YES,YES,NO,YES,YES,YES,,,,,,,,
1,1970-001,301040100037,PANEL B,Panel B - 2 Visits,84,23,5,2013,7,57,8,19,VISIT 1,,,,,,,,,,,,,,,,,80,23,5,2013,89,24,5,2013,82,28,8,2013,2,10,15,24,VISIT 2,,,,,,,,,80,,,,,,,,,28,8,2013,89,2,9,2013,914,23,10,2013,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
1,1971-001,301020550191,PANEL A,Panel A - 2 Visits,82,29,6,2013,10,1,10,49,VIST 1 ONLY,,,,,,,,,,,,,,,,,80,29,6,2013,89,24,7,2013,111,2,10,2013,8,6,8,48,K-X-2,,,,,,,,,130,,,,,,,,,2,10,2013,89,7,10,2013,904,28,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,1972-001,301040100092,PANEL B,Panel B - 2 Visits,83,23,5,2013,10,5,10,28,ALL,,,,,,,,,,,,,,,,,80,23,5,2013,89,24,5,2013,83,28,8,2013,10,7,10,32,ALL,,,,,,,,,80,,,,,,,,,28,8,2013,89,3,9,2013,914,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,1973-001,301020550188,PANEL A,Panel A - 2 Visits,132,29,6,2013,12,28,13,51,A-J,,,,,,,,,,,,,,,,,80,29,6,2013,89,26,7,2013,132,2,10,2013,10,22,11,20,ALL,,,,,,,,,130,,,,,,,,,2,10,2013,89,6,10,2013,904,30,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,1974-001,301040100229,PANEL B,Panel B - 2 Visits,82,22,5,2013,7,12,7,57,VISIT 1 ONLY,,,,,,,,,,,,,,,,,80,23,5,2013,89,24,5,2013,82,29,8,2013,9,0,10,30,VISIT 2,,,,,,,,,80,,,,,,,,,29,8,2013,89,3,9,2013,914,21,10,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
