HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e15_os,hh_e16,hh_e17,hh_e18,hh_e19a,hh_e19b,hh_e20a,hh_e20b,hh_e21,hh_e21_os,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26a,hh_e26b,hh_e27,hh_e28a,hh_e28b,hh_e29,hh_e30,hh_e31,hh_e32,hh_e33a,hh_e33b,hh_e34a,hh_e34b,hh_e35,hh_e36,hh_e37,hh_e38,hh_e39,hh_e40a,hh_e40b,hh_e41,hh_e42a,hh_e42b,hh_e43,hh_e44,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e49_os,hh_e50,hh_e51,hh_e52,hh_e53,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59,hh_e60,hh_e61,hh_e62,hh_e63,hh_e64,hh_e65
1433,207061630242,Panel A,1,143302,2,20706163,2,,Yes,,1,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143303,3,20706163,3,,No,2,1,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143304,4,20706163,4,,No,2,0,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143305,5,20706163,5,,No,2,0,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143306,6,20706163,6,,No,2,1,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143307,7,20706163,7,,No,2,1,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143308,8,20706163,8,,No,2,0,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143309,9,20706163,9,,No,2,0,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143310,10,20706163,10,,No,2,0,0,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1433,207061630242,Panel A,1,143311,11,20706163,11,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,207061630388,Panel A,1,140901,1,20706163,1,,Yes,,0,0,21,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140902,2,20706163,2,,No,1,3,1,21,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140903,3,20706163,3,,No,1,0,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140904,4,20706163,4,,No,1,1,.5,2,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140905,5,20706163,5,,No,1,1,.5,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140906,6,20706163,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140907,7,20706163,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140908,8,20706163,8,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140909,9,20706163,9,,No,1,0,0,21,0,0,0,0,0,Yes,,,,,,Yes,FARMING LABOURER,Agriculture and animal husbandry worker,FARMING FOR A PERSON,11,Private Individual,,10,4,4,35000,12,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140910,10,20706163,10,,No,1,1,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1409,207061630388,Panel A,1,140911,11,20706163,11,,No,1,1,.5,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141501,1,20706163,1,,Yes,,.5,.5,0,4,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141502,2,20706163,2,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141503,3,20706163,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141504,4,20706163,4,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141505,5,20706163,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141506,6,20706163,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1415,207061630451,Panel A,1,141507,7,20706163,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,207061630451,Panel A,1,141508,8,20706163,8,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,207061630451,Panel A,1,141509,9,20706163,9,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,207061630451,Panel A,1,141510,10,20706163,10,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,207061630454,Panel A,1,143101,1,20706163,1,,Yes,,0,0,0,63,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143102,2,20706163,2,,No,1,.5,.5,0,0,0,0,0,0,No,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143103,3,20706163,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143104,4,20706163,4,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143105,5,20706163,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143106,6,20706163,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143107,7,20706163,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,207061630454,Panel A,1,143108,8,20706163,8,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,207061630454,Panel A,1,143109,9,20706163,9,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1431,207061630454,Panel A,1,143110,10,20706163,10,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,207061630454,Panel A,1,143111,11,20706163,11,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,207061630454,Panel A,1,143112,12,20706163,12,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1437,207061630495,Panel A,1,143701,1,20706163,1,,Yes,,1,0,0,42,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1437,207061630495,Panel A,1,143702,2,20706163,2,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,207061630495,Panel A,1,143703,3,20706163,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1427,207061630497,Panel A,1,142701,1,20706163,1,,Yes,,0,0,0,0,4,0,0,0,Yes,,,,,,Yes,BICYCLE REPAIR,Labourers not elsewhere classified,CHARP,95,Private Individual,,12,4,10,6000,1,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,3,4,6,300,No,,,,,
1427,207061630497,Panel A,1,142702,2,20706163,2,,No,1,.5,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1427,207061630497,Panel A,1,142703,3,20706163,3,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,207061630586,Panel A,1,142901,1,20706163,1,,Yes,,0,0,15,56,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1429,207061630586,Panel A,1,142902,2,20706163,2,,Yes,,.5,0,0,30,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1429,207061630586,Panel A,1,142903,3,20706163,3,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,207061630586,Panel A,1,142904,4,20706163,4,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,207061630586,Panel A,1,142905,5,20706163,5,,No,1,.5,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1429,207061630586,Panel A,1,142906,6,20706163,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1429,207061630586,Panel A,1,142907,7,20706163,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1435,207061630599,Panel A,1,143501,1,20706163,1,,Yes,,0,0,15,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1435,207061630599,Panel A,1,143502,2,20706163,2,,Yes,,0,0,15,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,Yes,1,0,5,No,1
1435,207061630599,Panel A,1,143503,3,20706163,3,,No,1,.5,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1435,207061630599,Panel A,1,143504,4,20706163,4,,No,1,.5,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1435,207061630599,Panel A,1,143505,5,20706163,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1435,207061630599,Panel A,1,143506,6,20706163,6,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,207061630599,Panel A,1,143507,7,20706163,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,207061630623,Panel A,1,141301,1,20706163,1,,Yes,,0,0,0,0,0,0,48,0,Yes,,,,,,Yes,MECHANIC,"Machinery workers, machine assemblers,",PRIVATE GARAGE,38,Private Individual,,12,4,8,10000,1,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141302,2,20706163,2,,No,1,0,0,8,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141303,3,20706163,3,,No,1,0,0,0,0,0,0,0,30,No,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,MECHANIC,"Machinery workers, machine assemblers,",PRIVATE,96,Private Individual,,4,4,6,No,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141304,4,20706163,4,,No,1,.5,1,0,0,0,0,0,0,No,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141305,5,20706163,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141306,6,20706163,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141307,7,20706163,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141308,8,20706163,8,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1413,207061630623,Panel A,1,141309,9,20706163,9,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1396,208010460086,Panel B,2,139601,1,20801046,1,,Yes,,.5,.5,56,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1396,208010460086,Panel B,2,139602,2,20801046,2,,No,1,0,0,21,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1396,208010460086,Panel B,2,139603,3,20801046,3,,No,1,0,0,21,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138601,1,20801046,1,,No,2,0,0,42,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138602,2,20801046,2,,Yes,,.5,.5,42,42,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138603,3,20801046,3,,No,2,0,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138604,4,20801046,4,,No,2,0,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138605,5,20801046,5,,No,2,0,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138606,6,20801046,6,,No,2,.5,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138607,7,20801046,7,,No,2,.5,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1386,208010460098,Panel B,2,138608,8,20801046,8,,No,2,.5,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1382,208010460110,Panel B,2,138201,1,20801046,1,,Yes,,0,0,16,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,6,3,4,150,No,,,,,
1382,208010460110,Panel B,2,138202,2,20801046,2,,No,1,.5,1,10,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,3,2,3,100,No,,,,,
1382,208010460110,Panel B,2,138203,3,20801046,3,,No,1,0,0,7,0,0,8,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,4,4,6,100,No,,,,,
1382,208010460110,Panel B,2,138204,4,20801046,4,,No,1,.5,0,4,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1382,208010460110,Panel B,2,138205,5,20801046,5,,No,1,0,0,4,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1382,208010460110,Panel B,2,138206,6,20801046,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1382,208010460110,Panel B,2,138207,7,20801046,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,208010460110,Panel B,2,138208,8,20801046,8,,No,1,0,0,4,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1378,208010460148,Panel B,2,137801,1,20801046,1,,Yes,,1,0,36,0,0,6,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,2,2,6,120,No,,,,,
1378,208010460148,Panel B,2,137802,2,20801046,2,,Yes,,0,0,36,0,0,6,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,2,2,6,120,No,,,,,
1378,208010460148,Panel B,2,137803,3,20801046,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1380,208010460161,Panel B,2,138001,1,20801046,1,,Yes,,0,0,24,0,0,48,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1380,208010460161,Panel B,2,138002,2,20801046,2,,No,1,1,1,24,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1380,208010460161,Panel B,2,138003,3,20801046,3,,No,1,.5,1,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1380,208010460161,Panel B,2,138004,4,20801046,4,,No,1,1,1,1,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1380,208010460161,Panel B,2,138005,5,20801046,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137201,1,20801046,1,,Yes,,0,0,24,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137202,2,20801046,2,,Yes,,.5,.5,24,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137203,3,20801046,3,,No,1,.5,0,20,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137204,4,20801046,4,,No,1,0,0,0,0,0,0,0,0,No,Yes,Other (specify),TOO YOUNG,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137205,5,20801046,5,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,208010460164,Panel B,2,137206,6,20801046,6,,No,1,0,0,0,0,0,0,0,0,No,Yes,Other (specify),SCHOOL,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1372,208010460164,Panel B,2,137207,7,20801046,7,,No,1,0,0,0,0,0,0,0,0,No,Yes,Other (specify),TOO OLD,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1394,208010460171,Panel B,2,139401,1,20801046,1,,Yes,,.5,1,3,0,0,0,60,0,Yes,,,,,,Yes,PRIMARY TEACHER,Teachers,PRIMARY SCHOOL,93,Government,,12,4,60,19000,1,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1394,208010460171,Panel B,2,139402,2,20801046,2,,No,1,.5,0,3,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1394,208010460171,Panel B,2,139403,3,20801046,3,,No,1,.5,0,3,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
1388,208010460174,Panel B,2,138801,1,20801046,1,,No,2,0,0,0,0,0,0,0,0,No,No,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
