HHID,case_id,qx_type,visit,ea_id,hh_o00,hh_o0a,hh_o0b,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o09_os,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o14,hh_o15,hh_o16,hh_o16_os,hh_o17
1738,210552410301,Panel B,2,21055241,Yes,1,3,37,Female,TC Yr 2,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Unemployed,,,,Yes,Quarterly,,30000,Yes,Monthly,,20000
1738,210552410301,Panel B,2,21055241,Yes,1,4,28,Male,TC Yr 2,Yes,2004,Lilongwe City,Lilongwe City,6,Year,Unemployed,,,,No,,,,No,,,
1728,210552410327,Panel B,2,21055241,Yes,1,1,28,Male,std8,Yes,2009,Mulanje,Mulanje,1,Month,Unemployed,,,,No,,,,No,,,
1744,210552410353,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1734,210552410378,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1750,210552410404,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1720,210552410429,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1740,210552410455,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1730,210552410480,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1722,210552410531,Panel B,2,21055241,No,,,,,,,,,,,,,,,,,,,,,,,
1731,210556930002,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1759,210556930146,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1749,210556930273,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1735,210556930402,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1753,210556930426,Panel A,1,21055693,Yes,2,1,24,Female,form4,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Unemployed,,,,No,,,,No,,,
1753,210556930426,Panel A,1,21055693,Yes,2,2,19,Male,form4,Yes,2009,Lilongwe City,Lilongwe City,1,Year,Student,,,,No,,,,No,,,
1741,210556930550,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1757,210556930609,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1733,210556930638,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1743,210556930789,Panel A,1,21055693,Yes,2,1,30,Male,std8,Yes,2006,,0,4,Year,Other (specify),DO NOT KNOW,,,No,,,,No,,,
1743,210556930789,Panel A,1,21055693,Yes,2,2,28,Female,std8,Yes,2005,Nkhota kota,Nkhota kota,5,Year,Working,,,,No,,,,No,,,
1743,210556930789,Panel A,1,21055693,Yes,2,3,25,Male,form2,Yes,2010,South Africa,South Africa,4,Month,Unemployed,,,,No,,,,No,,,
1743,210556930789,Panel A,1,21055693,Yes,2,4,23,Female,form4,Yes,2004,Lilongwe City,Lilongwe City,6,Year,Student,,,,No,,,,No,,,
1737,210556930806,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1755,210556930809,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1729,210556930847,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1745,210556930881,Panel A,1,21055693,Yes,2,1,31,Male,std8,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Working,,,,No,,,,No,,,
1745,210556930881,Panel A,1,21055693,Yes,2,2,27,Female,std7,No,,Lilongwe City,Lilongwe City,27,Year,Unemployed,,,,No,,,,No,,,
1745,210556930881,Panel A,1,21055693,Yes,2,3,26,Female,form2,No,,Lilongwe City,Lilongwe City,26,Year,Working,,,,No,,,,No,,,
1745,210556930881,Panel A,1,21055693,Yes,2,4,25,Female,form2,Yes,2002,Lilongwe City,Lilongwe City,8,Year,Unemployed,,,,No,,,,Yes,Twice or more per month,,800
1745,210556930881,Panel A,1,21055693,Yes,2,5,19,Female,std7,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Unemployed,,,,No,,,,No,,,
1747,210556930940,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1739,210556930960,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1751,210556930970,Panel A,1,21055693,No,,,,,,,,,,,,,,,,,,,,,,,
1752,210660960013,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1758,210660960055,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1774,210660960138,Panel B,2,21066096,Yes,1,1,10,Male,std3,Yes,2007,Lilongwe,Lilongwe,3,Year,Unemployed,,,,No,,,,No,,,
1774,210660960138,Panel B,2,21066096,Yes,2,2,8,Female,std3,Yes,2007,Lilongwe,Lilongwe,3,Year,Unemployed,,,,No,,,,No,,,
1756,210660960179,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1768,210660960221,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1776,210660960262,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1766,210660960303,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1770,210660960345,Panel B,2,21066096,Yes,1,1,24,Female,std5,Yes,2003,Blantyre City,Blantyre City,3,Year,Unemployed,,,,No,,,,No,,,
1764,210660960386,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1780,210660960511,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1772,210660960593,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1760,210660960676,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1754,210660960718,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1762,210660960759,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1778,210660960842,Panel B,2,21066096,No,,,,,,,,,,,,,,,,,,,,,,,
1783,210663390015,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1777,210663390033,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1765,210663390140,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1775,210663390154,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1763,210663390400,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1781,210663390423,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1761,210663390451,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1791,210663390523,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1769,210663390578,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1771,210663390593,Panel A,1,21066339,Yes,2,1,28,Female,std3,Yes,2002,Lilongwe City,Lilongwe City,8,Year,Other (specify),MARRIED,,,Yes,Sporadically as needed,,6000,No,,,
1771,210663390593,Panel A,1,21066339,Yes,2,2,26,Female,std5,Yes,2004,Lilongwe City,Lilongwe City,6,Year,Other (specify),MARRIED,,,Yes,Sporadically as needed,,4000,No,,,
1789,210663390682,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1767,210663390754,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1779,210663390797,Panel A,1,21066339,No,,,,,,,,,,,,,,,,,,,,,,,
1785,210663390868,Panel A,1,21066339,Yes,1,1,40,Male,Nursery/Pre school,Yes,1985,Dedza,Dedza,8,Year,Unemployed,,,,No,,,,No,,,
1785,210663390868,Panel A,1,21066339,Yes,2,,36,Male,Nursery/Pre school,Yes,1991,Dedza,Dedza,8,Year,Unemployed,,,,No,,,,No,,,
1785,210663390868,Panel A,1,21066339,Yes,1,,32,Female,Nursery/Pre school,Yes,1995,Dedza,Dedza,8,Year,Unemployed,,,,No,,,,No,,,
1785,210663390868,Panel A,1,21066339,Yes,1,,28,Female,Nursery/Pre school,Yes,1997,Dedza,Dedza,8,Year,Unemployed,,,,No,,,,No,,,
1773,210663390913,Panel A,1,21066339,Yes,2,1,19,Female,std7,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,500
1773,210663390913,Panel A,1,21066339,Yes,2,2,15,Female,std7,Yes,2009,Lilongwe City,Lilongwe City,1,Year,Unemployed,,,,No,,,,No,,,
1787,210663390974,Panel A,1,21066339,Yes,1,1,24,Female,std6,No,,Nkhota kota,Nkhota kota,4,Year,Other (specify),MARRIED,,,No,,,,No,,,
1787,210663390974,Panel A,1,21066339,Yes,1,,22,Male,std4,No,,Nkhota kota,Nkhota kota,2,Year,Unemployed,,,,No,,,,No,,,
1787,210663390974,Panel A,1,21066339,Yes,1,,15,Female,std5,No,,Ntcheu,Ntcheu,15,Year,Unemployed,,,,No,,,,No,,,
1787,210663390974,Panel A,1,21066339,Yes,1,,18,Male,std5,No,,Ntcheu,Ntcheu,18,Year,Unemployed,,,,No,,,,No,,,
1807,210745100075,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1793,210745100092,Panel A,1,21074510,Yes,1,1,26,Female,form4,No,,Mozambique,Mozambique,20,Year,Working,,SHOP SALES LADY,45,No,,,,No,,,
1793,210745100092,Panel A,1,21074510,Yes,1,2,23,Female,std5,No,,Mozambique,Mozambique,18,Year,Unemployed,,,,No,,,,No,,,
1793,210745100092,Panel A,1,21074510,Yes,1,3,22,Male,TC Yr 2,No,,Mozambique,Mozambique,17,Year,Student,,,,No,,,,No,,,
1805,210745100102,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1803,210745100193,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1813,210745100200,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1811,210745100332,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1815,210745100381,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1819,210745100476,Panel A,1,21074510,Yes,2,1,29,Male,form4,Yes,2005,Lilongwe,Lilongwe,29,Year,Working,,,,No,,,,No,,,
1819,210745100476,Panel A,1,21074510,Yes,2,2,27,Female,Nursery/Pre school,No,,Kasungu,Kasungu,27,Year,Unemployed,,,,No,,,,No,,,
1801,210745100501,Panel A,1,21074510,Yes,1,1,35,Male,Nursery/Pre school,Yes,2002,Lilongwe City,Lilongwe City,35,Year,Working,,BLICK LAYER ASSISTANT,99,No,,,,Yes,Annually,,1500
1801,210745100501,Panel A,1,21074510,Yes,2,2,32,Male,form4,Yes,2006,Lilongwe City,Lilongwe City,32,Year,Working,,GUARD,55,Yes,Twice or more per month,3500,,Yes,Twice or more per month,,2500
1801,210745100501,Panel A,1,21074510,Yes,3,3,30,Female,std6,Yes,2006,Lilongwe City,Lilongwe City,30,Year,Unemployed,,,,Yes,Quarterly,,1000,No,,,
1823,210745100624,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1795,210745100640,Panel A,1,21074510,Yes,1,1,36,Male,form4,Yes,1999,South Africa,South Africa,2,Year,Working,,SHOP ASSISTANT,45,No,,,,No,,,
1795,210745100640,Panel A,1,21074510,Yes,2,2,34,Male,std8,Yes,2000,Lilongwe City,Lilongwe City,10,Year,Working,,GUARD,55,No,,,,Yes,Twice or more per month,,10000
1795,210745100640,Panel A,1,21074510,Yes,3,3,30,Male,form2,Yes,2006,Lilongwe City,Lilongwe City,4,Year,Working,,GURD,55,Yes,Twice or more per month,12000,,No,,,
1797,210745100773,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1799,210745100867,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1817,210745100885,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1809,210745100917,Panel A,1,21074510,Yes,1,1,42,Female,TC Yr 1,Yes,1995,Lilongwe City,Lilongwe City,15,Year,Working,,CASHIER(AIRPORT DEVT.LTD,71,Yes,Monthly,5000,,Yes,Quarterly,,8000
1821,210745100948,Panel A,1,21074510,No,,,,,,,,,,,,,,,,,,,,,,,
1806,210777250008,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1782,210777250025,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1800,210777250033,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1802,210777250041,Panel B,2,21077725,Yes,1,1,44,Female,univ 5 & above,Yes,1992,United Kingdom (UK),United Kingdom (UK),18,Year,Working,,FINANCIAL CONTROLLER,11,Yes,Sporadically as needed,,100000,No,,,
1802,210777250041,Panel B,2,21077725,Yes,3,,38,Male,univ 5 & above,Yes,1999,SWITZERLAND,Other Country(Specify),11,Year,Working,,WORLD PROPERTY MANAGER,21,Yes,Sporadically as needed,,200000,No,,,
1802,210777250041,Panel B,2,21077725,Yes,2,,41,Male,univ 5 & above,Yes,1999,Lilongwe City,Lilongwe City,11,Year,Working,,ADMINISTRATIVE OFFICER,21,Yes,Sporadically as needed,,100000,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,1,41,Female,TC Yr 2,No,,United Kingdom (UK),United Kingdom (UK),5,Year,Student,,,,No,,,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,2,37,Male,univ 5 & above,No,,United States of America,United States of America (USA),1,Year,Student,,,,No,,,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,3,35,Female,TC Yr 2,No,,United States of America,United States of America (USA),6,Year,Student,,,,No,,,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,4,34,Female,univ 5 & above,No,,United Kingdom (UK),United Kingdom (UK),8,Year,Student,,,,No,,,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,5,32,Female,univ 5 & above,Yes,2010,Lilongwe City,Lilongwe City,5,Month,Working,,CLINICIAN/HEALTH OFFICER,6,Yes,Monthly,180000,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,6,31,Male,form2,No,,Lilongwe City,Lilongwe City,17,Year,Unemployed,,,,No,,,,No,,,
1812,210777250058,Panel B,2,21077725,Yes,2,7,29,Male,univ 5 & above,No,,IRELAND,Other Country(Specify),2,Year,Student,,,,No,,,,No,,,
1786,210777250066,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1810,210777250074,Panel B,2,21077725,Yes,1,1,33,Female,univ 5 & above,Yes,2002,SWITZERLAND,Other Country(Specify),8,Year,Working,,HUMAN RESOURCES MANAGER,21,Yes,Quarterly,,600000,Yes,Monthly,,500000
1810,210777250074,Panel B,2,21077725,Yes,1,2,26,Male,univ 5 & above,Yes,2009,SWITZERLAND,Other Country(Specify),2,Year,Working,,CONSULTANT (IT),19,No,,,,No,,,
1788,210777250083,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1792,210777250091,Panel B,2,21077725,Yes,1,1,25,Male,univ 4,No,,United Kingdom (UK),United Kingdom (UK),8,Year,Working,,HOUSE WORKER,54,No,,,,No,,,
1792,210777250091,Panel B,2,21077725,Yes,1,,13,Male,form2,No,,United Kingdom (UK),United Kingdom (UK),8,Year,Student,,,,No,,,,No,,,
1792,210777250091,Panel B,2,21077725,Yes,1,,21,Male,form6,No,,United Kingdom (UK),United Kingdom (UK),8,Year,Working,,HOUSE WORKER,54,No,,,,No,,,
1794,210777250099,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1784,210777250107,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1798,210777250116,Panel B,2,21077725,Yes,1,1,9,Male,std3,No,,Dedza,Dedza,8,Year,Student,,,,No,,,,No,,,
1798,210777250116,Panel B,2,21077725,Yes,1,2,10,Female,std3,No,,Dedza,Dedza,10,Year,Student,,,,No,,,,No,,,
1798,210777250116,Panel B,2,21077725,Yes,1,3,8,Female,std2,No,,Dedza,Dedza,10,Year,Student,,,,No,,,,No,,,
1804,210777250149,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1808,210777250157,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1790,210777250165,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1796,210777250174,Panel B,2,21077725,No,,,,,,,,,,,,,,,,,,,,,,,
1849,210803080100,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1827,210803080310,Panel A,1,21080308,Yes,1,1,28,Female,std8,Yes,2003,Lilongwe City,Lilongwe City,16,Year,Unemployed,,,,No,,,,No,,,
1827,210803080310,Panel A,1,21080308,Yes,1,,24,Female,std6,Yes,2004,Zomba City,Zomba City,1,Year,Unemployed,,,,No,,,,No,,,
1827,210803080310,Panel A,1,21080308,Yes,1,,18,Male,std8,Yes,2008,Lilongwe City,Lilongwe City,16,Year,Working,,BRICKLAYER,95,No,,,,No,,,
1851,210803080313,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1841,210803080348,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1853,210803080358,Panel A,1,21080308,Yes,1,1,29,Male,Nursery/Pre school,Yes,1999,Lilongwe City,Lilongwe City,11,Year,Working,,DRIVER,98,Yes,Quarterly,,6000,Yes,Monthly,,12000
1853,210803080358,Panel A,1,21080308,Yes,1,2,26,Female,Nursery/Pre school,Yes,1999,Dedza,Dedza,11,Year,House work,,,,No,,,,No,,,
1853,210803080358,Panel A,1,21080308,Yes,1,3,24,Male,std6,Yes,2009,Lilongwe City,Lilongwe City,10,Month,Working,,HOUSE BOY,54,No,,,,No,,,
1853,210803080358,Panel A,1,21080308,Yes,1,4,21,Female,form4,Yes,2006,Lilongwe,Lilongwe,4,Year,Student,,,,No,,,,No,,,
1845,210803080472,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1837,210803080492,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1831,210803080571,Panel A,1,21080308,Yes,1,1,25,Male,std5,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Working,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,20,Male,std2,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Unemployed,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,13,Female,std3,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Student,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,7,Female,std2,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Student,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,9,Female,std2,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Student,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,18,Male,std6,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Student,,,,No,,,,No,,,
1831,210803080571,Panel A,1,21080308,Yes,1,,23,Male,std2,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Unemployed,,,,No,,,,No,,,
1847,210803080576,Panel A,1,21080308,Yes,2,1,32,Female,std8,No,,Mzimba,Mzimba,32,Year,Unemployed,,,,No,,,,No,,,
1847,210803080576,Panel A,1,21080308,Yes,2,,23,Female,form1,Yes,2000,Mzimba,Mzimba,10,Year,Unemployed,,,,No,,,,No,,,
1833,210803080596,Panel A,1,21080308,Yes,1,1,20,Female,Nursery/Pre school,Yes,2009,Salima,Salima,1,Year,Unemployed,,,,No,,,,No,,,
1843,210803080685,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1835,210803080699,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1855,210803080875,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1825,210803080880,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1829,210803080888,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1839,210803080906,Panel A,1,21080308,No,,,,,,,,,,,,,,,,,,,,,,,
1836,210815730045,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1814,210815730065,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1822,210815730107,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1826,210815730128,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1838,210815730149,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1818,210815730169,Panel B,2,21081573,Yes,2,1,23,Female,form1,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Unemployed,,,,No,,,,No,,,
1832,210815730190,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1830,210815730232,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1840,210815730253,Panel B,2,21081573,Yes,2,1,25,Male,form4,Yes,1992,Mzuzu City,Mzuzu City,1,Year,Working,,WELDER,19,Yes,Sporadically as needed,,50000,No,,,
1834,210815730273,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1824,210815730315,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1816,210815730336,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1820,210815730357,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1828,210815730398,Panel B,2,21081573,No,,,,,,,,,,,,,,,,,,,,,,,
1842,210860690007,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1856,210860690053,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1870,210860690065,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1862,210860690077,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1860,210860690100,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1872,210860690112,Panel B,2,21086069,Yes,1,1,41,Male,std8,Yes,1982,Lilongwe City,Lilongwe City,28,Year,Unemployed,,,,Yes,Sporadically as needed,,6000,Yes,Sporadically as needed,,2000
1872,210860690112,Panel B,2,21086069,Yes,1,2,36,Male,std6,Yes,1989,Lilongwe City,Lilongwe City,21,Year,Unemployed,,,,Yes,Sporadically as needed,,3000,Yes,Sporadically as needed,,1500
1872,210860690112,Panel B,2,21086069,Yes,1,3,31,Female,std7,Yes,1995,Lilongwe City,Lilongwe City,15,Year,Unemployed,,,,Yes,Sporadically as needed,,1600,Yes,Sporadically as needed,,1800
1844,210860690123,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1854,210860690146,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1846,210860690158,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1866,210860690170,Panel B,2,21086069,Yes,1,1,37,Female,std5,Yes,1999,Lilongwe,Lilongwe,11,Year,Unemployed,,,,No,,,,No,,,
1866,210860690170,Panel B,2,21086069,Yes,1,2,30,Male,std2,Yes,2000,Lilongwe,Lilongwe,10,Year,Unemployed,,,,No,,,,No,,,
1866,210860690170,Panel B,2,21086069,Yes,1,3,26,Male,std8,Yes,2000,Lilongwe,Lilongwe,10,Year,Unemployed,,,,No,,,,No,,,
1866,210860690170,Panel B,2,21086069,Yes,1,4,24,Male,std5,Yes,2000,Lilongwe,Lilongwe,10,Year,Unemployed,,,,No,,,,No,,,
1866,210860690170,Panel B,2,21086069,Yes,1,5,22,Female,form1,Yes,2008,Lilongwe City,Lilongwe City,2,Year,Unemployed,,,,No,,,,No,,,
1848,210860690181,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1864,210860690193,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1850,210860690204,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1868,210860690216,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1852,210860690228,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1858,210860690239,Panel B,2,21086069,No,,,,,,,,,,,,,,,,,,,,,,,
1869,210864360006,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1873,210864360023,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1865,210864360071,Panel A,1,21086436,Yes,1,1,40,Female,form4,Yes,1985,Chitipa,Chitipa,25,Year,Unemployed,,,,No,,,,Yes,Semi-annually,,1500
1865,210864360071,Panel A,1,21086436,Yes,1,2,37,Female,std7,Yes,1985,Mzimba,Mzimba,25,Year,Unemployed,,,,No,,,,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,3,35,Male,form1,Yes,1985,Mzimba,Mzimba,25,Year,Working,,,,No,,,,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,4,32,Male,std7,Yes,1985,Mzimba,Mzimba,25,Year,Working,,,,No,,,,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,5,30,Female,form1,Yes,1985,Mzimba,Mzimba,25,Year,Unemployed,,,,Yes,Quarterly,,60000,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,6,26,Male,TC Yr 2,Yes,1985,Ntchisi,Ntchisi,1,Month,Working,,ANIMAL HEALTH ASSISTANT,19,Yes,Twice or more per month,5000,,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,7,24,Female,form1,Yes,1990,Mzimba,Mzimba,20,Year,Unemployed,,,,No,,,,No,,,
1865,210864360071,Panel A,1,21086436,Yes,1,8,21,Female,form4,Yes,1990,Lilongwe City,Lilongwe City,2,Year,Working,,STORES KEEPER,45,No,,,,Yes,Semi-annually,,2000
1865,210864360071,Panel A,1,21086436,Yes,1,9,18,Female,form1,Yes,1999,Dedza,Dedza,11,Year,Unemployed,,,,No,,,,No,,,
1875,210864360087,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1883,210864360103,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1879,210864360119,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1871,210864360135,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1887,210864360167,Panel A,1,21086436,Yes,1,1,38,Male,std8,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Working,,BUILDER,95,No,,,,No,,,
1857,210864360183,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1859,210864360200,Panel A,1,21086436,Yes,3,1,38,Male,std7,Yes,2002,Lilongwe City,Lilongwe City,38,Year,Working,,GARDEN BOY,54,Yes,Sporadically as needed,,3000,No,,,
1859,210864360200,Panel A,1,21086436,Yes,3,2,35,Female,Nursery/Pre school,Yes,2003,Lilongwe City,Lilongwe City,35,Year,House work,,,,No,,,,Yes,Sporadically as needed,,5000
1859,210864360200,Panel A,1,21086436,Yes,3,3,29,Male,form2,Yes,2005,Lilongwe City,Lilongwe City,29,Year,Working,,HOUSE COOK,53,Yes,Sporadically as needed,,5000,Yes,Sporadically as needed,,6000
1859,210864360200,Panel A,1,21086436,Yes,3,4,27,Male,form3,Yes,2006,Lilongwe City,Lilongwe City,27,Year,Unemployed,,,,No,,,,No,,,
1859,210864360200,Panel A,1,21086436,Yes,3,5,23,Female,std7,Yes,2008,Lilongwe City,Lilongwe City,23,Year,House work,,,,No,,,,No,,,
1867,210864360216,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1861,210864360232,Panel A,1,21086436,No,,,,,,,,,,,,,,,,,,,,,,,
1877,210864360264,Panel A,1,21086436,Yes,1,1,12,Female,std6,No,,Dowa,Dowa,12,Year,Student,,,,No,,,,No,,,
