occ,y2_hhid,qx_type,interview_status,ag_j00,ag_j03,ag_j04_2,ag_j05a,ag_j05b,ag_j05c,ag_j06e,ag_j07,ag_j08
1,1463-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1464-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1464-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1465-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.029999999,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,1466-001,PANEL B,Panel B - 2 Visits,D01,LOCAL MAIZE,RG02,1,ACRE,.56999999,,11,CLEAR/SUNNY
1,1467-001,PANEL A,Panel A - 2 Visits,D01,MAIZE HYBRID,RG02,.5,ACRE,.72000003,,11,CLEAR/SUNNY
1,1468-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.1,ACRE,.02,,10,CLEAR/SUNNY
1,1469-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1470-001,PANEL B,Panel B - 2 Visits,D01,SAWAWA,DG01,.25,ACRE,.17,,12,CLEAR/SUNNY
1,1472-003,PANEL B,Panel B - 2 Visits,D01,LOCAL MAIZE,DG01,.02,ACRE,.0099999998,,11,CLEAR/SUNNY
1,1473-001,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,RG02,1.5,ACRE,.38999999,,9,CLEAR/SUNNY
1,1474-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,1.5,ACRE,0,,7,CLEAR/SUNNY
1,1475-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1476-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.1,ACRE,.0099999998,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,1476-001,PANEL B,Panel B - 2 Visits,D02,IRISH POTATO,DG01,.15000001,ACRE,.02,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1477-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.18000001,,11,CLEAR/SUNNY
1,1478-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.059999999,,11,CLEAR/SUNNY
2,1478-001,PANEL B,Panel B - 2 Visits,D02,IRISH POTATO,DG02,.25,ACRE,.18000001,,11,CLEAR/SUNNY
1,1478-002,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.059999999,,11,CLEAR/SUNNY
1,1478-003,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.11,,12,CLEAR/SUNNY
1,1479-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.18000001,,12,CLEAR/SUNNY
1,1480-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1482-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.14,,11,CLEAR/SUNNY
2,1482-001,PANEL B,Panel B - 2 Visits,D02,BEANS,DG02,.25,ACRE,.079999998,,11,CLEAR/SUNNY
1,1482-003,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.059999999,,10,PARTLY CLOUDY/PARTLY SUNNY
2,1482-003,PANEL B,Panel B - 2 Visits,D02,BEANS,DG02,.25,ACRE,.02,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1483-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1483-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1484-002,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.12,ACRE,.079999998,,11,CLEAR/SUNNY
1,1485-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1486-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.2,ACRE,.090000004,,12,CLEAR/SUNNY
1,1487-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1488-001,PANEL B,Panel B - 2 Visits,D01,ONION,RG02,.25,ACRE,.64999998,,10,CLEAR/SUNNY
1,1489-001,PANEL A,Panel A - 2 Visits,D01,PEAS(NSAWAWA),DG01,.25,ACRE,.15000001,,13,CLEAR/SUNNY
1,1490-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1491-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.0099999998,ACRE,.0099999998,,9,CLEAR/SUNNY
1,1492-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.02,ACRE,.02,,10,CLEAR/SUNNY
1,1493-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,RG01,.1,ACRE,.14,,9,CLEAR/SUNNY
1,1495-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1496-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.18000001,,11,CLEAR/SUNNY
1,1496-004,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.090000004,,12,CLEAR/SUNNY
1,1497-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED HYBRID MAIZE,DG01,.25,ACRE,.17,,13,CLEAR/SUNNY
1,1498-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.25,ACRE,.34,,10,CLEAR/SUNNY
1,1499-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1499-003,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,DG01,.0099999998,ACRE,.0099999998,,9,CLEAR/SUNNY
1,1500-001,PANEL B,Panel B - 2 Visits,D01,TOMATOES,DG01,.25,ACRE,.059999999,,9,PARTLY CLOUDY/PARTLY SUNNY
1,1501-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1501-003,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.15000001,ACRE,.12,,11,CLEAR/SUNNY
1,1502-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1503-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1504-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.059999999,,11,CLEAR/SUNNY
2,1504-001,PANEL B,Panel B - 2 Visits,D02,IRISH POTATO,DG02,1,ACRE,.2,,12,CLEAR/SUNNY
1,1505-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1506-001,PANEL B,Panel B - 2 Visits,D01,KUCHIPANDA,DG01,.25,ACRE,.039999999,,7,CLEAR/SUNNY
1,1506-005,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.11,,7,CLEAR/SUNNY
1,1507-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1508-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.15000001,ACRE,.40000001,,11,CLEAR/SUNNY
2,1508-001,PANEL B,Panel B - 2 Visits,D02,IRISH POTATO,DG02,.1,ACRE,.12,,11,CLEAR/SUNNY
1,1508-006,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.059999999,,12,CLEAR/SUNNY
1,1509-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1510-001,PANEL B,Panel B - 2 Visits,D01,TOMATO PLOT,DG01,.15000001,ACRE,.12,,10,CLEAR/SUNNY
1,1511-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1512-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1513-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1513-003,PANEL A,Panel A - 2 Visits,D01,HYBRID RECYCLED,RG01,.30000001,ACRE,.15000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,1513-003,PANEL A,Panel A - 2 Visits,D02,HYBRID RECYCLED,RG01,.40000001,ACRE,.28999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1513-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1514-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1515-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1516-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.050000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1517-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1517-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1518-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.090000004,,11,PARTLY CLOUDY/PARTLY SUNNY
2,1518-001,PANEL B,Panel B - 2 Visits,D02,TOMATO,DG02,.25,ACRE,.039999999,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1518-003,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.25,ACRE,.050000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1519-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1520-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.34,,12,CLEAR/SUNNY
1,1521-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1522-001,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.5,ACRE,.090000004,,12,CLEAR/SUNNY
2,1522-001,PANEL B,Panel B - 2 Visits,D02,IRISH POTATO,DG02,.5,ACRE,.12,,12,CLEAR/SUNNY
1,1522-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1523-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1523-004,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,DG01,.25,ACRE,.2,,10,CLEAR/SUNNY
1,1523-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1524-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.40000001,ACRE,.1,,12,CLEAR/SUNNY
1,1525-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1525-003,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.25,ACRE,.079999998,,10,PARTLY CLOUDY/PARTLY SUNNY
2,1525-003,PANEL A,Panel A - 2 Visits,D02,OKRA,DG02,.25,ACRE,.029999999,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1526-002,PANEL B,Panel B - 2 Visits,D01,IRISH POTATO,DG01,.75,ACRE,.25,,12,CLEAR/SUNNY
1,1527-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1528-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1528-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1529-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1530-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1531-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED HYBRID MAIZE,DG01,.25,ACRE,.30000001,,10,CLEAR/SUNNY
1,1532-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1533-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1534-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1534-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1534-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1534-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1534-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1535-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1536-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1537-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1539-001,PANEL A,Panel A - 2 Visits,D01,IRISH POTATO,DG01,.050000001,ACRE,0,,8,CLEAR/SUNNY
1,1540-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1540-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1541-002,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.25,ACRE,.02,,11,CLEAR/SUNNY
1,1542-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1543-002,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.14,,10,CLEAR/SUNNY
1,1544-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1545-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1546-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1547-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.62,,10,CLEAR/SUNNY
1,1547-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1548-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1549-001,PANEL A,Panel A - 2 Visits,D01,CABBAGE,DG01,.25,ACRE,.029999999,,11,PARTLY CLOUDY/PARTLY SUNNY
2,1549-001,PANEL A,Panel A - 2 Visits,D02,BEANS,DG02,.25,ACRE,.039999999,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1550-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1551-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1551-004,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.15000001,ACRE,.02,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1552-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1553-001,PANEL A,Panel A - 2 Visits,D01,KUMPULA,DG01,.050000001,ACRE,.0099999998,,10,CLEAR/SUNNY
1,1554-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1555-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1555-002,PANEL A,Panel A - 2 Visits,D01,KUMAKANDE,DG01,.25,ACRE,.029999999,,12,CLEAR/SUNNY
1,1556-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1557-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.2,ACRE,.050000001,,10,CLEAR/SUNNY
2,1557-001,PANEL A,Panel A - 2 Visits,D02,TOMATOES,DG02,.2,ACRE,.079999998,,10,CLEAR/SUNNY
3,1557-001,PANEL A,Panel A - 2 Visits,D03,CABBAGE,DG03,.1,ACRE,.039999999,,10,CLEAR/SUNNY
1,1558-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1559-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1560-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1561-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1562-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1563-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1564-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1565-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.1,ACRE,.029999999,,10,CLEAR/SUNNY
2,1565-001,PANEL A,Panel A - 2 Visits,D02,BEANS,DG02,.15000001,ACRE,.07,,10,CLEAR/SUNNY
1,1566-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1567-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1568-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1569-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1570-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1570-401,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1571-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1572-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.079999998,ACRE,.0099999998,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1573-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1574-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1575-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1576-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1577-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1578-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.25,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1580-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1581-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1582-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1582-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1583-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1584-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1585-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1586-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1587-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1588-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1589-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1590-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.050000001,ACRE,0,,9,CLEAR/SUNNY
1,1591-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1592-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1593-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1594-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1595-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1595-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1596-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1596-007,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1597-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1599-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1600-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1601-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1602-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1603-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1604-001,PANEL B,Panel B - 2 Visits,D01,,DG01,,,,,,
1,1604-002,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,RG01,1,ACRE,.22,,11,CLEAR/SUNNY
1,1605-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1606-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1607-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1608-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1610-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1611-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1612-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1613-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1614-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1615-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,RG02,.25,ACRE,.40000001,,8,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,1616-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1616-006,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1617-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1618-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1619-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1620-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1621-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1623-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1625-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1627-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1627-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1628-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1629-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.63999999,,9,PARTLY CLOUDY/PARTLY SUNNY
1,1631-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1633-004,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1633-006,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1635-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1636-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1637-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1645-003,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.25,ACRE,.059999999,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1647-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1648-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1649-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1650-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1651-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1652-001,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.050000001,ACRE,.029999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,1652-001,PANEL B,Panel B - 2 Visits,D02,CABBAGE,DG01,.15000001,ACRE,.0099999998,,11,MOSTLY CLEAR/MOSTLY SUNNY
3,1652-001,PANEL B,Panel B - 2 Visits,D03,ONIONS,DG01,.050000001,ACRE,.029999999,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,1653-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1659-005,PANEL A,Panel A - Combined Visit,D01,H/MAIZE,RG01,.5,ACRE,.40000001,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,1661-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1662-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1666-006,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1669-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1669-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1669-005,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1675-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1676-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1677-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1677-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1678-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1679-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1680-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1682-002,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1683-002,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1683-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1685-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1687-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1688-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1688-005,PANEL B,Panel B - Combined Visit,D01,NKHWANI,DG01,.5,ACRE,.30000001,,10,CLEAR/SUNNY
1,1691-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1691-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1692-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1693-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1697-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1698-009,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1698-010,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1701-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1705-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1707-003,PANEL A,Panel A - Combined Visit,D01,KUDAMBO,DG01,.25,ACRE,.2,,10,CLEAR/SUNNY
1,1708-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1710-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1714-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1715-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1716-005,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1717-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1717-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1719-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1719-009,PANEL A,Panel A - 2 Visits,D01,RECYCLED HYBRID MAIZE,DG01,.1,ACRE,.090000004,,13,CLEAR/SUNNY
1,1720-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1722-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1723-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1724-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1725-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1726-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1727-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1728-003,PANEL B,Panel B - Combined Visit,D01,VEGETABLE PLOT,DG01,.25,ACRE,.1,,8,CLEAR/SUNNY
1,1729-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1730-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1731-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1732-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1733-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1735-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1738-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1742-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1743-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1743-005,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1744-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1745-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1746-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1753-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1756-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1757-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1760-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1767-007,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1769-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1769-002,PANEL A,Panel A - Combined Visit,D01,FALLOW,DG01,1,ACRE,,TOO FAR,12,CLEAR/SUNNY
1,1772-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1773-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1774-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1774-002,PANEL B,Panel B - Combined Visit,D01,KWATELA,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1777-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1777-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1781-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1786-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1789-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1794-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1795-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1801-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1803-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1803-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1806-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1808-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1809-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1810-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1812-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1813-002,PANEL A,Panel A - Combined Visit,D01,PLOT 1,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1818-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
