HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_b01,hh_b03,hh_b04,hh_b04_os,hh_b05a,hh_b05b,hh_b06a,hh_b06b,hh_b07,hh_b08,hh_b09,hh_b10b,hh_b11,hh_b12,hh_b13,hh_b13_os,hh_b14,hh_b15b,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21,hh_b22,hh_b23,hh_b24,hh_b25,hh_b26a,hh_b26b,hh_b26c,hh_b26d,hh_b27,hh_b28,status
1958,301025400180,Panel B,2,195802,2,30102540,2,Female,Wife/Husband,,28,,3,1982,0,7,Village in other district,Thyolo,,21,Parents moved,,VILLAGE IN OTHER DISTRICT,Thyolo,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1958,301025400180,Panel B,2,195803,3,30102540,3,Male,Child/Adopted child,,9,,4,2001,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1958,301025400180,Panel B,2,195804,4,30102540,4,Male,Child/Adopted child,,7,,1,2003,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1958,301025400180,Panel B,2,195805,5,30102540,5,Female,Child/Adopted child,,6,,2,2004,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1958,301025400180,Panel B,2,195806,6,30102540,6,Male,Child/Adopted child,,1,6,4,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1952,301025400199,Panel B,2,195201,1,30102540,1,Male,Head,,78,,5,1932,0,7,Village in other district,Thyolo,,76,Parents moved,,VILLAGE IN OTHER DISTRICT,Thyolo,Dead,49,NONE,Dead,56,NONE,Ngoni,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1952,301025400199,Panel B,2,195202,2,30102540,2,Female,Wife/Husband,,66,,4,1944,0,7,Village in other district,Balaka,,38,Parents moved,,VILLAGE IN OTHER DISTRICT,Balaka,Dead,41,NONE,Dead,48,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2005,301030740024,Panel A,1,200501,1,30103074,1,Male,Head,,29,,4,1981,0,7,Other village in this district,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Chewa,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2005,301030740024,Panel A,1,200502,2,30103074,2,Female,Wife/Husband,,26,,9,1983,0,7,Town or urban centre in other district,Blantyre City,,3,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2005,301030740024,Panel A,1,200503,3,30103074,3,Female,Child/Adopted child,,6,,12,2003,0,0,Other village in this district,,no,3,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,,,,,,,,,,Stay
2005,301030740024,Panel A,1,200504,4,30103074,4,Female,Child/Adopted child,,2,2,3,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2005,301030740024,Panel A,2,200505,5,30103074,5,Male,Child/Adopted child,,0,3,6,2010,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,New
1985,301030740038,Panel A,1,198501,1,30103074,1,Male,Head,,24,,4,1986,0,7,Village in other district,Ntcheu,,6,Marriage,,VILLAGE IN OTHER DISTRICT,Ntcheu,Living outside HH,,NONE,Living outside HH,,NONE,Chewa,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1985,301030740038,Panel A,1,198502,2,30103074,2,Female,Wife/Husband,,22,,3,1988,0,7,Other village in this district,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1985,301030740038,Panel A,1,198503,3,30103074,3,Male,Child/Adopted child,,4,0,5,2006,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1985,301030740038,Panel A,1,198504,4,30103074,4,Female,Child/Adopted child,,1,2,3,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1993,301030740051,Panel A,1,199301,1,30103074,1,Male,Head,,38,,2,1972,0,7,Other village in this district,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",No,,,,,No,,Stay
1993,301030740051,Panel A,1,199302,2,30103074,2,Female,Wife/Husband,,35,,4,1975,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",No,,,,,No,,Stay
1993,301030740051,Panel A,1,199303,3,30103074,3,Female,Child/Adopted child,,11,,4,1999,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1993,301030740051,Panel A,1,199304,4,30103074,4,Male,Child/Adopted child,,8,,9,2001,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1993,301030740051,Panel A,1,199305,5,30103074,5,Female,Child/Adopted child,,6,,2,2004,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1993,301030740051,Panel A,1,199306,6,30103074,6,Female,Child/Adopted child,,2,2,3,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2007,301030740064,Panel A,1,200701,1,30103074,1,Male,Head,,22,,7,1987,0,7,Other village in this district,,no,1,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2007,301030740064,Panel A,1,200702,2,30103074,2,Female,Wife/Husband,,20,,5,1989,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2001,301030740091,Panel A,1,200101,1,30103074,1,Male,Head,,60,,1,1950,0,7,Village in other district,Lilongwe,,4,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Dead,42,NONE,Chewa,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2001,301030740091,Panel A,1,200102,2,30103074,2,Female,Wife/Husband,,62,,12,1947,0,7,Village in other district,Mulanje,,4,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,35,NONE,Dead,40,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2001,301030740091,Panel A,1,200103,3,30103074,3,Female,Child/Adopted child,,8,,1,2002,0,7,Other village in this district,,no,1,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Living outside HH,,NONE,,,,,,,,,,,Stay
1987,301030740104,Panel A,1,198701,1,30103074,1,Male,Head,,27,,2,1983,0,7,Town or urban centre in other district,Zomba,,10,Return from work elsewhere,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Zomba,Dead,15,NONE,Dead,7,NONE,Lomwe,Other religion,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1987,301030740104,Panel A,1,198702,2,30103074,2,Female,Wife/Husband,,24,,3,1986,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Other religion,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1987,301030740104,Panel A,1,198703,3,30103074,3,Female,Child/Adopted child,,5,1,4,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1987,301030740104,Panel A,1,198704,4,30103074,4,Male,Child/Adopted child,,2,10,7,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1987,301030740104,Panel A,1,198705,5,30103074,5,Female,Child/Adopted child,,0,4,1,2010,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1999,301030740118,Panel A,1,199901,1,30103074,1,Male,Head,,33,,8,1976,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1999,301030740118,Panel A,1,199902,2,30103074,2,Female,Wife/Husband,,26,,11,1983,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1999,301030740118,Panel A,1,199903,3,30103074,3,Female,Child/Adopted child,,13,,5,1997,0,7,This village,,yes,,,,,,1,,,2,,,,Islam,Never married,,,,,,,,Stay
1999,301030740118,Panel A,1,199904,4,30103074,4,Female,Child/Adopted child,,12,,2,1998,0,7,This village,,yes,,,,,,1,,,2,,,,Islam,Never married,,,,,,,,Stay
1999,301030740118,Panel A,1,199905,5,30103074,5,Male,Child/Adopted child,,8,,11,2001,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1999,301030740118,Panel A,1,199906,6,30103074,6,Male,Child/Adopted child,,4,7,10,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1991,301030740131,Panel A,1,199101,1,30103074,1,Male,Head,,26,,12,1983,0,7,Town or urban centre in other district,Machinga,,12,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Machinga,Living outside HH,,NONE,Living outside HH,,NONE,Nyanja,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1991,301030740131,Panel A,1,199102,2,30103074,2,Female,Wife/Husband,,27,,7,1982,0,7,Town or urban centre in other district,Zomba,,12,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Machinga,Dead,23,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1991,301030740131,Panel A,1,199103,3,30103074,3,Female,Child/Adopted child,,9,,3,2001,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1991,301030740131,Panel A,1,199104,4,30103074,4,Female,Child/Adopted child,,6,,2,2004,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1991,301030740131,Panel A,1,199105,5,30103074,5,Male,Child/Adopted child,,5,4,1,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1991,301030740131,Panel A,1,199106,6,30103074,6,Male,Child/Adopted child,,1,6,11,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1989,301030740158,Panel A,1,198901,1,30103074,1,Male,Head,,60,,12,1949,0,7,Town or urban centre in other district,Zomba,,8,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Zomba,Dead,0,NONE,Dead,20,NONE,Lomwe,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1989,301030740158,Panel A,1,198902,2,30103074,2,Female,Wife/Husband,,57,,2,1953,0,7,Town or urban centre in other district,Zomba,,8,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Zomba,Dead,37,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1989,301030740158,Panel A,1,198903,3,30103074,3,Female,Child/Adopted child,,11,,5,1998,0,7,This village,,yes,,,,,,Living outside HH,,MSCE,Dead,7,NONE,,,,,,,,,,,Stay
2013,301030740171,Panel A,1,201301,1,30103074,1,Male,Head,,40,,4,1970,0,5,Village in other district,Mulanje,,9,Parents moved,,VILLAGE IN OTHER DISTRICT,Mulanje,Living outside HH,,NONE,Living outside HH,,NONE,Chewa,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2013,301030740171,Panel A,1,201302,2,30103074,2,Female,Wife/Husband,,25,,3,1985,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2013,301030740171,Panel A,1,201303,3,30103074,3,Female,Child/Adopted child,,8,,2,2002,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2013,301030740171,Panel A,1,201304,4,30103074,4,Female,Child/Adopted child,,5,6,10,2004,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2013,301030740171,Panel A,1,201305,5,30103074,5,Male,Child/Adopted child,,0,5,11,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2015,301030740184,Panel A,1,201501,1,30103074,1,Male,Head,,30,,4,1980,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2015,301030740184,Panel A,1,201502,2,30103074,2,Female,Wife/Husband,,18,,5,1992,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2015,301030740184,Panel A,1,201503,3,30103074,3,Male,Child/Adopted child,,4,2,3,2006,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2015,301030740184,Panel A,1,201504,4,30103074,4,Female,Child/Adopted child,,1,6,11,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2011,301030740198,Panel A,1,201101,1,30103074,1,Male,Head,,53,,11,1956,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2011,301030740198,Panel A,1,201102,2,30103074,2,Female,Wife/Husband,,46,,7,1964,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2011,301030740198,Panel A,1,201103,3,30103074,3,Male,Child/Adopted child,,20,,7,1990,0,7,This village,,yes,,,,,,1,,,2,,,,Islam,Never married,,,,,,,,Stay
2011,301030740198,Panel A,1,201104,4,30103074,4,Female,Child/Adopted child,,17,,2,1993,0,7,This village,,yes,,,,,,1,,,2,,,,Islam,Never married,,,,,,,,Stay
2011,301030740198,Panel A,1,201105,5,30103074,5,Female,Child/Adopted child,,14,,11,1995,0,7,This village,,yes,,,,,,1,,,2,,,,Islam,Never married,,,,,,,,Stay
2011,301030740198,Panel A,1,201106,6,30103074,6,Female,Child/Adopted child,,11,,4,1999,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2011,301030740198,Panel A,2,201107,7,30103074,7,Female,Son/Daughter-in-law,,16,,7,1994,5,7,Other village in this district,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Polygamous,married or non formal union",Yes,3,,,,No,,New
1995,301030740224,Panel A,1,199501,1,30103074,1,Male,Head,,38,,2,1972,0,7,Town or urban centre in other district,Lilongwe,,4,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,Dead,32,NONE,Living outside HH,,NONE,Chewa,Other religion,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1995,301030740224,Panel A,1,199502,2,30103074,2,Female,Wife/Husband,,32,,2,1978,0,7,Town or urban centre in other district,Lilongwe,,4,Looking for land to farm,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,Living outside HH,,NONE,Living outside HH,,NONE,,Other religion,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1995,301030740224,Panel A,1,199503,3,30103074,3,Male,Child/Adopted child,,14,,10,1995,0,7,Town or urban centre in other district,Ntcheu,,4,Parents moved,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,1,,,2,,,,Other religion,Never married,,,,,,,,Stay
1995,301030740224,Panel A,1,199504,4,30103074,4,Female,Child/Adopted child,,11,,7,1998,0,7,Town or urban centre in other district,Ntcheu,,4,Parents moved,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,1,,,2,,,,,,,,,,,,,Stay
1995,301030740224,Panel A,1,199505,5,30103074,5,Female,Child/Adopted child,,9,,10,2000,0,7,Town or urban centre in other district,Ntcheu,,4,Parents moved,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,1,,,2,,,,,,,,,,,,,Stay
1995,301030740224,Panel A,1,199506,6,30103074,6,Female,Child/Adopted child,,6,,9,2003,0,7,Town or urban centre in other district,Ntcheu,,4,Parents moved,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,1,,,2,,,,,,,,,,,,,Stay
1995,301030740224,Panel A,1,199507,7,30103074,7,Male,Child/Adopted child,,4,5,11,2005,0,7,Town or urban centre in other district,Ntcheu,,4,Parents moved,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Ntcheu,1,,,2,,,,,,,,,,,,,Stay
1995,301030740224,Panel A,1,199508,8,30103074,8,Male,Child/Adopted child,,1,4,12,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
2003,301030740238,Panel A,1,200301,1,30103074,1,Male,Head,,42,,8,1967,0,7,Village in other district,Lilongwe,,3,Looking for land to farm,,VILLAGE IN OTHER DISTRICT,Lilongwe,Dead,25,NONE,Dead,25,NONE,Chewa,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
2003,301030740238,Panel A,1,200302,2,30103074,2,Female,Wife/Husband,,38,,5,1972,0,7,Village in other district,Lilongwe,,3,Looking for land to farm,,VILLAGE IN OTHER DISTRICT,Lilongwe,Dead,32,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
2003,301030740238,Panel A,1,200303,3,30103074,3,Male,Child/Adopted child,,17,,12,1992,0,7,Village in other district,Lilongwe,,3,Parents moved,,VILLAGE IN OTHER DISTRICT,Lilongwe,1,,,2,,,,None,Never married,,,,,,,,Stay
2003,301030740238,Panel A,1,200304,4,30103074,4,Female,Child/Adopted child,,11,,6,1998,0,7,Village in other district,Lilongwe,,3,Parents moved,,VILLAGE IN OTHER DISTRICT,Lilongwe,1,,,2,,,,,,,,,,,,,Stay
2003,301030740238,Panel A,1,200305,5,30103074,5,Male,Child/Adopted child,,9,,3,2001,0,0,Village in other district,Lilongwe,,3,Parents moved,,VILLAGE IN OTHER DISTRICT,Lilongwe,1,,,2,,,,,,,,,,,,,Stay
2003,301030740238,Panel A,1,200306,6,30103074,6,Male,Child/Adopted child,,6,,10,2003,0,7,Village in other district,Lilongwe,,3,Parents moved,,VILLAGE IN OTHER DISTRICT,Lilongwe,1,,,2,,,,,,,,,,,,,Stay
2003,301030740238,Panel A,1,200307,7,30103074,7,Male,Child/Adopted child,,1,5,12,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1997,301030740251,Panel A,1,199701,1,30103074,1,Male,Head,,28,,3,1982,0,7,Town or urban centre in other district,Balaka,,1,Marriage,,TOWN OR URBAN CENTRE IN OTHER DISTRICT,Balaka,Dead,18,NONE,Dead,6,NONE,Yao,Islam,"Polygamous,married or non formal union",Yes,2,,,,Yes,1,Stay
1997,301030740251,Panel A,1,199702,2,30103074,2,Female,Wife/Husband,,25,,2,1985,0,7,This village,,yes,,,,,,Dead,15,NONE,Living outside HH,,NONE,,None,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1997,301030740251,Panel A,1,199703,3,30103074,3,Male,Child/Adopted child,,8,,1,2002,0,7,This village,,yes,,,,,,Living outside HH,,NONE,2,,,,,,,,,,,,,Stay
1997,301030740251,Panel A,1,199704,4,30103074,4,Male,Child/Adopted child,,3,3,2,2007,0,7,This village,,yes,,,,,,Living outside HH,,NONE,2,,,,,,,,,,,,,Stay
2009,301030740278,Panel A,1,200901,1,30103074,1,Female,Head,,26,,3,1984,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Dead,25,NONE,Chewa,Christianity,Divorced,,,,,,,,Stay
2009,301030740278,Panel A,1,200902,2,30103074,2,Female,Child/Adopted child,,8,,6,2001,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
2009,301030740278,Panel A,1,200903,3,30103074,3,Female,Child/Adopted child,,6,,5,2004,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
2009,301030740278,Panel A,1,200904,4,30103074,4,Female,Child/Adopted child,,3,3,2,2007,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1976,301047080010,Panel B,2,197601,1,30104708,1,Male,Head,,30,,2,1980,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1976,301047080010,Panel B,2,197602,2,30104708,2,Female,Wife/Husband,,25,,3,1985,0,7,Other village in this district,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1976,301047080010,Panel B,2,197603,3,30104708,3,Male,Child/Adopted child,,3,3,4,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1976,301047080010,Panel B,2,197604,4,30104708,4,Female,Child/Adopted child,,2,4,3,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1980,301047080023,Panel B,2,198001,1,30104708,1,Male,Head,,55,,3,1955,0,0,Outside malawi,Mozambique,,4,Marriage,,OUTSIDE MALAWI,Mozambique,Living outside HH,,PSLC,Dead,35,NONE,Yao,Christianity,"Polygamous,married or non formal union",No,,,,,Yes,1,Stay
1980,301047080023,Panel B,2,198002,2,30104708,2,Female,Wife/Husband,,50,,2,1960,0,7,This village,,yes,,,,,,Dead,49,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",No,,,,,No,,Stay
1980,301047080023,Panel B,2,198003,3,30104708,3,Male,Child/Adopted child,,32,,6,1978,0,6,This village,,yes,,,,,,Dead,30,NONE,2,,,,Christianity,Never married,,,,,,,,Stay
1980,301047080023,Panel B,2,198004,4,30104708,4,Female,Child/Adopted child,,16,,2,1994,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,Never married,,,,,,,,Stay
1970,301047080037,Panel B,2,197001,1,30104708,1,Female,Head,,30,,5,1979,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,Separated,,,,,,,,Stay
1970,301047080037,Panel B,2,197002,2,30104708,2,Female,Child/Adopted child,,15,,7,1994,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,Islam,Separated,,,,,,,,Stay
1970,301047080037,Panel B,2,197003,3,30104708,3,Male,Child/Adopted child,,10,,3,2000,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1970,301047080037,Panel B,2,197004,4,30104708,4,Female,Child/Adopted child,,8,,11,2001,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1970,301047080037,Panel B,2,197005,5,30104708,5,Male,Child/Adopted child,,4,4,3,2006,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1984,301047080062,Panel B,2,198402,2,30104708,2,Female,Wife/Husband,,29,,7,1981,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1984,301047080062,Panel B,2,198403,3,30104708,3,Female,Child/Adopted child,,5,3,4,2005,0,7,Other village in this district,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1984,301047080062,Panel B,2,198404,4,30104708,4,Male,Child/Adopted child,,2,4,3,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1978,301047080065,Panel B,2,197801,1,30104708,1,Female,Head,,30,,12,1979,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Dead,26,NONE,Yao,Islam,Widowed or widower,,,,,,,,Stay
1978,301047080065,Panel B,2,197802,2,30104708,2,Female,Wife/Husband,,13,,6,1997,0,7,This village,,yes,,,,,,Dead,10,NONE,1,,,,Islam,Never married,,,,,,,,Stay
1988,301047080078,Panel B,2,198801,1,30104708,1,Male,Head,,88,,2,1922,0,7,Other village in this district,,yes,,,,,,Dead,56,NONE,Dead,62,NONE,Yao,Islam,Widowed or widower,,,,,,,,Stay
1988,301047080078,Panel B,2,198802,2,30104708,2,Female,Grandchild,,11,,10,1998,0,7,This village,,yes,,,,,,Living outside HH,,JCE,Living outside HH,,NONE,,,,,,,,,,,Stay
1988,301047080078,Panel B,2,198803,3,30104708,3,Female,Child/Adopted child,,5,1,3,2005,0,7,This village,,yes,,,,,,Living outside HH,,JCE,Living outside HH,,NONE,,,,,,,,,,,Stay
1972,301047080092,Panel B,2,197201,1,30104708,1,Female,Head,,25,,5,1985,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Dead,12,NONE,Yao,Islam,Separated,,,,,,,,Stay
1972,301047080092,Panel B,2,197202,2,30104708,2,Female,Wife/Husband,,4,5,2,2006,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1972,301047080092,Panel B,2,197203,3,30104708,3,Female,Child/Adopted child,,0,10,9,2009,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Stay
1998,301047080102,Panel B,2,199801,1,30104708,1,Male,Head,,34,,1,1976,0,7,This village,,yes,,,,,,Living outside HH,,NONE,4,,,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,Yes,1,Stay
1998,301047080102,Panel B,2,199802,2,30104708,2,Female,Wife/Husband,,24,,6,1986,0,7,This village,,yes,,,,,,Dead,12,PSLC,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1998,301047080102,Panel B,2,199804,4,30104708,4,Female,Child/Adopted child,,82,,1,1928,0,7,Other village in this district,,yes,,,,,,Dead,7,,Dead,18,PSLC,,Islam,Divorced,,,,,,,,Stay
1986,301047080119,Panel B,2,198601,1,30104708,1,Male,Head,,37,,2,1973,2,0,This village,,yes,,,,,,Dead,20,NONE,Living outside HH,,NONE,Yao,Christianity,"Polygamous,married or non formal union",Yes,2,,,,Yes,1,Stay
1986,301047080119,Panel B,2,198602,2,30104708,2,Female,Wife/Husband,,35,,3,1975,0,7,This village,,yes,,,,,,Dead,28,NONE,Dead,28,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1986,301047080119,Panel B,2,198603,3,30104708,3,Female,Child/Adopted child,,14,,1,1996,0,7,This village,,yes,,,,,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
1986,301047080119,Panel B,2,198604,4,30104708,4,Female,Child/Adopted child,,3,5,2,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1986,301047080119,Panel B,2,198605,5,30104708,5,Male,Child/Adopted child,,0,7,12,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1992,301047080133,Panel B,2,199201,1,30104708,1,Male,Head,,23,,11,1986,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
1992,301047080133,Panel B,2,199202,2,30104708,2,Female,Wife/Husband,,21,,2,1989,0,7,Other village in this district,,no,2,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,17,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
1992,301047080133,Panel B,2,199203,3,30104708,3,Male,Child/Adopted child,,2,7,12,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
1982,301047080147,Panel B,2,198201,1,30104708,1,Female,Head,,16,,3,1994,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Yao,Islam,Never married,,,,,,,,Stay
