occ,y2_hhid,qx_type,interview_status,hh_o0a,hh_o00,hh_o01_2,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o13_1a,hh_o13_1b,hh_o14,hh_o14_1a,hh_o14_1b,hh_o15,hh_o16,hh_o17,hh_o18a,hh_o18b
1,1698-010,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1699-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1699-002,PANEL A,Panel A - 2 Visits,3,YES,99,32,MALE,TC YR 4,YES,2005,KASUNGU,KASUNGU,8,YEAR,WORKING,SUPERVISOR AGRICULTURE,30,YES,SPORADICALLY AS NEEDED,,,,50000,1,2,NO,,,,
2,1699-002,PANEL A,Panel A - 2 Visits,3,YES,99,30,MALE,FORM2,YES,2012,LILONGWE,LILONGWE CITY,9,MONTH,WORKING,MACHANICAL,3,NO,,,,,,,,YES,ANNUALLY,3000,1,2
1,1699-004,PANEL A,Panel A - Combined Visit,3,YES,99,20,MALE,UNIV 1,YES,2013,BLANTYRE CITY,BLANTYRE CITY,8,MONTH,STUDENT,,,NO,,,,,,,,NO,,,,
2,1699-004,PANEL A,Panel A - Combined Visit,3,YES,99,18,MALE,FORM4,YES,2013,BLANTYRE CITY,BLANTYRE CITY,8,MONTH,STUDENT,,,NO,,,,,,,,NO,,,,
1,1700-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1700-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1701-001,PANEL A,Panel A - 2 Visits,2,YES,3,28,MALE,FORM4,YES,2011,LILONGWE,,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1701-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1702-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1703-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1704-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1705-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1706-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1707-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1707-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1707-003,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1708-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1709-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1710-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1710-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1710-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1711-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,MALE,STD4,YES,2000,LILONGWE,LILONGWE CITY,13,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1711-001,PANEL A,Panel A - 2 Visits,1,YES,99,24,MALE,FORM4,YES,2010,LILONGWE,LILONGWE CITY,3,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
3,1711-001,PANEL A,Panel A - 2 Visits,1,YES,99,22,FEMALE,FORM2,YES,2010,LILONGWE,LILONGWE CITY,3,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
4,1711-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,FEMALE,FORM2,YES,2010,LILONGWE,LILONGWE CITY,3,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,1712-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1713-001,PANEL A,Panel A - 2 Visits,2,YES,99,30,MALE,FORM4,NO,,SOUTH AFRICA,SOUTH AFRICA,6,YEAR,WORKING,SHOP ASSISTANT TO AN INDI,45,NO,,,,,,,,NO,,,,
2,1713-001,PANEL A,Panel A - 2 Visits,2,YES,3,25,FEMALE,FORM4,YES,2011,SOUTH AFRICA,SOUTH AFRICA,2,YEAR,WORKING,SHOP ASSISTANT TO AN INDI,45,NO,,,,,,,,YES,ANNUALLY,40000,1,2
3,1713-001,PANEL A,Panel A - 2 Visits,2,YES,4,23,MALE,FORM4,YES,2012,SOUTH AFRICA,SOUTH AFRICA,4,MONTH,WORKING,SHOP ASSISTANT TO AN INDI,45,NO,,,,,,,,YES,QUARTERLY,25000,1,2
1,1714-001,PANEL B,Panel B - 2 Visits,2,YES,99,28,MALE,FORM3,NO,,SOUTH AFRICA,SOUTH AFRICA,7,YEAR,WORKING,STORE BOY,45,NO,,,,,,,,NO,,,,
2,1714-001,PANEL B,Panel B - 2 Visits,2,YES,99,18,MALE,TC YR 1,NO,,LILONGWE CITY,LILONGWE CITY,5,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,1714-001,PANEL B,Panel B - 2 Visits,2,YES,99,16,FEMALE,FORM4,NO,,BLANTYRE CITY,BLANTYRE CITY,5,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1715-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1715-003,PANEL A,Panel A - 2 Visits,1,YES,99,31,MALE,NURSERY/PRE SCHOOL,NO,,SOUTH AFRICA,SOUTH AFRICA,4,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1715-003,PANEL A,Panel A - 2 Visits,1,YES,99,30,MALE,FORM4,YES,2008,SOUTH AFRICA,SOUTH AFRICA,6,YEAR,WORKING,SHOP ASSISTANT IN AN INDI,45,NO,,,,,,,,NO,,,,
3,1715-003,PANEL A,Panel A - 2 Visits,1,YES,99,17,MALE,FORM2,YES,2009,SOUTH AFRICA,SOUTH AFRICA,5,YEAR,WORKING,SHOP ASSISTANT SHOPRITE,45,NO,,,,,,,,NO,,,,
4,1715-003,PANEL A,Panel A - 2 Visits,1,YES,99,17,MALE,NURSERY/PRE SCHOOL,NO,,SOUTH AFRICA,SOUTH AFRICA,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1716-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1716-005,PANEL B,Panel B - 2 Visits,5,YES,99,35,FEMALE,FORM4,YES,2010,ZOMBA,ZOMBA CITY,3,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,30000,2,1,NO,,,,
2,1716-005,PANEL B,Panel B - 2 Visits,5,YES,2,32,FEMALE,FORM4,YES,2007,LILONGWE,LILONGWE CITY,6,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,65000,2,1,NO,,,,
1,1717-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1717-002,PANEL A,Panel A - 2 Visits,1,YES,99,16,MALE,STD5,YES,2004,NKHOTAKOTA,NKHOTA KOTA,9,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1717-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1718-001,PANEL B,Panel B - 2 Visits,2,YES,99,16,MALE,STD2,NO,,MANGOCHI,MANGOCHI,16,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1719-001,PANEL A,Panel A - 2 Visits,2,YES,3,30,FEMALE,TC YR 2,YES,2012,LILONGWE,LILONGWE CITY,30,YEAR,WORKING,PVT PRIMARY SCH TEACHER,13,YES,MONTHLY,5000,1,2,,,,NO,,,,
1,1719-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1719-009,PANEL A,Panel A - 2 Visits,3,YES,99,24,FEMALE,STD6,YES,2010,DEDZA,DEDZA,3,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,1720-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1720-005,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1721-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1722-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1723-001,PANEL A,Panel A - 2 Visits,1,YES,99,18,MALE,FORM3,YES,2006,CHIRADZULU,CHIRADZULU,7,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
2,1723-001,PANEL A,Panel A - 2 Visits,1,YES,99,16,MALE,STD7,YES,2006,CHIRADZULU,CHIRADZULU,7,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,1724-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725-001,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1726-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1727-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1727-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1728-001,PANEL B,Panel B - 2 Visits,2,YES,3,26,MALE,STD8,YES,2012,MULANJE,,10,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1728-001,PANEL B,Panel B - 2 Visits,2,YES,4,22,FEMALE,STD8,YES,2012,MULANJE,,10,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,1728-001,PANEL B,Panel B - 2 Visits,2,YES,5,19,MALE,STD6,YES,2012,MULANJE,,10,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1728-003,PANEL B,Panel B - Combined Visit,1,YES,99,35,MALE,STD4,YES,2006,MULANJE,MULANJE,35,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1728-003,PANEL B,Panel B - Combined Visit,1,YES,99,23,FEMALE,STD7,YES,2009,MULANJE,MULANJE,23,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,1729-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1730-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1731-001,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1732-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1733-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,MALE,FORM4,YES,2011,LILONGWE,LILONGWE CITY,2,YEAR,WORKING,JAPANESE TOBACCO INTERNAT,39,YES,MONTHLY,10000,1,2,,,,YES,SPORADICALLY AS NEEDED,120000,1,2
1,1734-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1735-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1736-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1737-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1738-001,PANEL B,Panel B - 2 Visits,3,YES,99,42,FEMALE,TC YR 1,YES,2008,BLANTYRE,BLANTYRE CITY,2,YEAR,WORKING,SECRETARY OF CHIEF JUSTIC,31,YES,SPORADICALLY AS NEEDED,,,,70000,1,,YES,SPORADICALLY AS NEEDED,30000,1,
2,1738-001,PANEL B,Panel B - 2 Visits,3,YES,99,38,FEMALE,TC YR 2,YES,1992,LILONGWE CITY,LILONGWE CITY,21,YEAR,WORKING,SECRETARY OF MRA,31,YES,SPORADICALLY AS NEEDED,,,,100000,1,,YES,MONTHLY,50000,1,
3,1738-001,PANEL B,Panel B - 2 Visits,3,YES,99,35,MALE,FORM4,YES,2005,UNITED KINGDOM,UNITED KINGDOM (UK),8,YEAR,WORKING,ARMY OFFICER,58,YES,SPORADICALLY AS NEEDED,,,,250000,,,YES,SPORADICALLY AS NEEDED,70000,1,
4,1738-001,PANEL B,Panel B - 2 Visits,3,YES,99,28,MALE,FORM4,YES,2007,LILONGWE CITY,LILONGWE CITY,6,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1739-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1739-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1740-001,PANEL B,Panel B - 2 Visits,2,YES,99,22,MALE,STD8,NO,,KARONGA,KARONGA,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1741-001,PANEL A,Panel A - 2 Visits,3,YES,99,25,MALE,FORM4,NO,,ZOMBA,ZOMBA,25,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1741-001,PANEL A,Panel A - 2 Visits,3,YES,3,22,FEMALE,FORM4,YES,2011,DOWA,DOWA,2,YEAR,WORKING,KULIMA GOLD CASHIER,33,YES,QUARTERLY,,,,15000,1,2,NO,,,,
1,1741-003,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1742-001,PANEL B,Panel B - 2 Visits,2,YES,3,27,MALE,UNIV 4,YES,2013,LILONGWE CITY,LILONGWE CITY,3,MONTH,WORKING,MECHANIC,84,NO,,,,,,,,NO,,,,
2,1742-001,PANEL B,Panel B - 2 Visits,2,YES,4,22,MALE,UNIV 2,YES,2013,BLANTYRE CITY,BLANTYRE CITY,1,MONTH,WORKING,AUDITOR AT DELOIT PRIVATE,11,NO,,,,,,,,NO,,,,
3,1742-001,PANEL B,Panel B - 2 Visits,2,YES,6,18,MALE,TC YR 2,YES,2013,BLANTYRE CITY,BLANTYRE CITY,3,MONTH,WORKING,IT CLERK AT MIN OF HEALTH,39,NO,,,,,,,,NO,,,,
1,1743-001,PANEL A,Panel A - 2 Visits,2,YES,99,30,MALE,STD8,YES,2007,NKHOTAKOTA,NKHOTA KOTA,6,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1743-001,PANEL A,Panel A - 2 Visits,2,YES,99,28,FEMALE,STD7,YES,2005,NKHOTAKOTA,NKHOTA KOTA,8,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,1743-001,PANEL A,Panel A - 2 Visits,2,YES,99,26,MALE,FORM2,YES,2010,SOUTH AFRICA,SOUTH AFRICA,3,YEAR,WORKING,SHOP ASSISTANT,45,YES,SEMI-ANNUALLY,,,,21000,1,2,NO,,,,
1,1743-005,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1744-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1744-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1744-006,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1745-001,PANEL A,Panel A - 2 Visits,1,YES,99,34,MALE,FORM2,YES,1999,LILONGWE,LILONGWE CITY,14,YEAR,WORKING,CFAO GENERAL WORK,55,YES,QUARTERLY,,,,3000,1,2,NO,,,,
2,1745-001,PANEL A,Panel A - 2 Visits,1,YES,99,32,FEMALE,STD8,YES,2008,LILONGWE,LILONGWE CITY,5,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,1745-001,PANEL A,Panel A - 2 Visits,1,YES,99,31,FEMALE,FORM2,YES,2001,BLANTYRE CITY,BLANTYRE CITY,12,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,1745-001,PANEL A,Panel A - 2 Visits,1,YES,99,28,FEMALE,FORM2,YES,2003,LILONGWE,LILONGWE CITY,10,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,1745-001,PANEL A,Panel A - 2 Visits,1,YES,99,22,FEMALE,STD7,YES,2008,LILONGWE,LILONGWE CITY,5,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1746-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1747-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1747-004,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1748-001,PANEL B,Panel B - 2 Visits,1,YES,99,36,MALE,FORM4,YES,2004,LILONGWE,LILONGWE CITY,9,YEAR,UNEMPLOYED,,,YES,ANNUALLY,,,,12000,1,2,NO,,,,
2,1748-001,PANEL B,Panel B - 2 Visits,1,YES,99,34,FEMALE,FORM4,YES,2003,LILONGWE,LILONGWE CITY,10,YEAR,WORKING,MECHANIC,84,YES,ANNUALLY,,,,14000,1,2,NO,,,,
3,1748-001,PANEL B,Panel B - 2 Visits,1,YES,99,32,MALE,FORM4,YES,2004,LILONGWE,LILONGWE CITY,9,YEAR,WORKING,SALESMAN,45,YES,SPORADICALLY AS NEEDED,,,,14000,1,2,NO,,,,
4,1748-001,PANEL B,Panel B - 2 Visits,1,YES,99,27,MALE,FORM4,YES,2003,LILONGWE,LILONGWE CITY,10,YEAR,WORKING,CATERING,53,YES,ANNUALLY,,,,16000,1,2,NO,,,,
5,1748-001,PANEL B,Panel B - 2 Visits,1,YES,3,29,FEMALE,FORM4,YES,2010,LILONGWE,LILONGWE CITY,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,1748-001,PANEL B,Panel B - 2 Visits,1,YES,4,23,FEMALE,FORM4,YES,2011,LILONGWE,LILONGWE CITY,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,1748-001,PANEL B,Panel B - 2 Visits,1,YES,6,21,MALE,FORM4,YES,2010,LILONGWE,LILONGWE CITY,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1748-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1748-004,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1750-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1751-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1752-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1753-001,PANEL A,Panel A - 2 Visits,2,YES,99,26,FEMALE,FORM4,NO,,LILONGWE,LILONGWE CITY,3,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,1753-001,PANEL A,Panel A - 2 Visits,2,YES,99,22,MALE,UNIV 3,NO,,BLANTYRE,BLANTYRE CITY,5,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,1754-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1755-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1756-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1757-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758-001,PANEL B,Panel B - 2 Visits,2,YES,99,16,MALE,STD6,YES,1998,LILONGWE,LILONGWE CITY,15,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1759-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1760-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1763-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1764-001,PANEL B,Panel B - 2 Visits,2,YES,99,25,FEMALE,FORM4,YES,2010,LILONGWE CITY,LILONGWE CITY,3,YEAR,WORKING,SHOP SELLER,45,YES,SPORADICALLY AS NEEDED,,,,30000,1,,NO,,,,
2,1764-001,PANEL B,Panel B - 2 Visits,2,YES,99,22,FEMALE,STD8,YES,2008,LILONGWE CITY,LILONGWE CITY,6,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,60000,1,,YES,SPORADICALLY AS NEEDED,5000,1,
1,1765-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1767-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1767-006,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1767-007,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1769-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1769-002,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1770-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1771-001,PANEL A,Panel A - 2 Visits,1,YES,99,22,MALE,FORM2,NO,,MULANJE,MULANJE,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1771-002,PANEL A,Panel A - 2 Visits,1,YES,99,30,FEMALE,STD3,YES,2008,LILONGWE,LILONGWE,5,YEAR,UNEMPLOYED,,,YES,MONTHLY,3000,1,,,,,NO,,,,
2,1771-002,PANEL A,Panel A - 2 Visits,1,YES,99,29,FEMALE,STD5,YES,2013,LILONGWE CITY,LILONGWE CITY,3,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,1771-002,PANEL A,Panel A - 2 Visits,1,YES,99,18,FEMALE,STD6,YES,2013,LILONGWE CITY,LILONGWE CITY,3,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1772-002,PANEL B,Panel B - 2 Visits,1,YES,99,30,FEMALE,FORM3,YES,1999,KASUNGU,,14,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,20000,1,
1,1773-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,FEMALE,STD7,YES,2009,LILONGWE,LILONGWE CITY,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1774-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1774-002,PANEL B,Panel B - Combined Visit,,YES,99,20,MALE,STD7,YES,2011,LILONGWE,LILONGWE,20,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
2,1774-002,PANEL B,Panel B - Combined Visit,,YES,99,15,FEMALE,NURSERY/PRE SCHOOL,YES,2013,LILONGWE,LILONGWE,15,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1775-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1775-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1776-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1777-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1777-006,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1777-007,PANEL A,Panel A - 2 Visits,1,YES,99,35,MALE,NURSERY/PRE SCHOOL,YES,2000,DEDZA,DEDZA,13,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,3000,1,2,NO,,,,
2,1777-007,PANEL A,Panel A - 2 Visits,1,YES,99,29,FEMALE,STD7,YES,2005,LILONGWE CITY,LILONGWE CITY,8,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,2500,1,2,NO,,,,
3,1777-007,PANEL A,Panel A - 2 Visits,1,YES,99,20,FEMALE,NURSERY/PRE SCHOOL,YES,2010,LILONGWE CITY,LILONGWE CITY,3,YEAR,UNEMPLOYED,,,YES,SEMI-ANNUALLY,,,,2500,1,2,NO,,,,
1,1778-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1781-001,PANEL A,Panel A - 2 Visits,1,YES,99,15,FEMALE,STD7,YES,2012,NTCHEU,NTCHEU,10,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,1782-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1783-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1784-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1784-004,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1786-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1787-003,PANEL A,Panel A - 2 Visits,2,YES,99,34,MALE,STD6,YES,2000,SALIMA,SALIMA,3,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
2,1787-003,PANEL A,Panel A - 2 Visits,2,YES,99,32,MALE,STD6,YES,2002,KASUNGU,KASUNGU,11,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
3,1787-003,PANEL A,Panel A - 2 Visits,2,YES,2,30,FEMALE,STD5,YES,1998,NTCHEU,NTCHEU,2,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
4,1787-003,PANEL A,Panel A - 2 Visits,2,YES,99,27,FEMALE,STD5,YES,2004,LILONGWE CITY,LILONGWE CITY,27,YEAR,HOUSE WORK,,,YES,SPORADICALLY AS NEEDED,,,,10000,1,2,YES,SPORADICALLY AS NEEDED,20000,1,2
1,1788-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1789-001,PANEL A,Panel A - 2 Visits,2,YES,99,18,MALE,STD7,NO,,MCHINJI,MCHINJI,18,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,1790-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1791-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1792-001,PANEL B,Panel B - 2 Visits,1,YES,99,28,MALE,UNIV 5 & ABOVE,YES,2001,UNITED KINGDOM,UNITED KINGDOM (UK),12,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
