occ,y2_hhid,qx_type,interview_status,ag_e0a,ag_e0e,ag_e0g,ag_e01_1,ag_e02,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e05_1,ag_e07,ag_e08a,ag_e08b,ag_e08_1a,ag_e08_1b,ag_e08_2a,ag_e08_2b,ag_e09,ag_e10a,ag_e10b,ag_e10c,ag_e10d,ag_e10e,ag_e11,ag_e11_1,ag_e12a,ag_e12b,ag_e13,ag_e13_1,ag_e13_2a,ag_e13_2b,ag_e13_2c,ag_e13_2d,ag_e14,ag_e15,ag_e15_1,ag_e16,ag_e18,ag_e20,ag_e21,ag_e22,ag_e24,ag_e26a,ag_e26b
3,1547-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1548-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1549-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1550-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1551-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1551-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1552-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1553-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,6,HOURS,YES,25,KILOGRAM,UREA,25,GRAM,NO,,,,OWN BICYCLE OR OXCART,YES,10,,,,200,600,0,N03,,,,,,,
1,1554-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,3,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,502,503,504,,50,50,0,N02,,,,,,,
2,1554-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,3,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,TRUCK / BUS / MINIBUS,YES,501,503,504,,50,50,0,N02,,,,,,,
3,1554-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,NOVEMBER,2012,3,DAY,NO,,,,,,YES,VILLAGE HEADMAN,5,KILOGRAM,TRUCK / BUS / MINIBUS,YES,501,502,504,,0,250,0,N03,,,,,,,
4,1554-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,NOVEMBER,2012,3,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,501,502,503,,0,250,0,N03,,,,,,,
1,1555-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,,,,150,500,0,N02,,,,,,,
2,1555-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,,,,150,500,0,N02,,,,,,,
1,1555-002,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,JANUARY,2013,62,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,150,500,0,N02,,,,,,,
1,1556-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,250,500,0,N03,,,,,,,
2,1556-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,250,500,0,N03,,,,,,,
3,1556-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N02,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,150,0,N03,,,,,,,
1,1557-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,30,DAY,YES,25,KILOGRAM,UREA,25,KILOGRAM,YES,VILLAGE HEADMAN,25,KILOGRAM,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
3,1558-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1559-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1560-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1561-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,5,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,502,10,,,300,500,0,N02,,,,,,,
2,1561-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,5,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,50 KG BAG,BICYCLE TAXI,YES,501,10,,,300,500,0,N02,,,,,,,
1,1562-002,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,500,500,0,N02,,,,,,,
2,1562-002,PANEL B,Panel B - 2 Visits,YES,502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1562-002,PANEL B,Panel B - 2 Visits,YES,503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1562-002,PANEL B,Panel B - 2 Visits,YES,504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1563-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1564-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,504,,200,0,0,N02,,,,,,,
2,1564-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,503,504,,200,0,0,N02,,,,,,,
3,1564-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,OPV MAIZE SEED,8,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,504,,0,0,0,N02,,,,,,,
4,1564-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,BEAN SEED,5,KILOGRAM,DECEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N02,,,,,,,
1,1565-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,14,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
2,1565-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,14,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,1566-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1567-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,200,500,0,N04,,,,,,,
1,1568-002,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,502,503,504,,200,500,50,N02,,,,,,,
2,1568-002,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,501,503,504,,200,500,0,N02,,,,,,,
3,1568-002,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,502,504,,0,150,0,N02,,,,,,,
4,1568-002,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,BEAN SEED,2,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,502,503,,0,0,0,N02,,,,,,,
4,1569-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1570-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1570-401,PANEL B,Panel B - Combined Visit,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,BICYCLE TAXI,YES,502,503,504,,200,500,0,N02,,,,,,,
2,1570-401,PANEL B,Panel B - Combined Visit,YES,502,2,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,BICYCLE TAXI,YES,501,503,504,,200,500,0,N02,,,,,,,
3,1570-401,PANEL B,Panel B - Combined Visit,YES,503,2,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,0,0,N02,,,,,,,
4,1570-401,PANEL B,Panel B - Combined Visit,YES,504,2,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,SOYABEAN SEED,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,2,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N02,,,,,,,
4,1571-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1572-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1573-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1574-002,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N04,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,10,11,,0,500,50,N05,,,,,,,
2,1574-002,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N04,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,4,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,2 KG BAG,OWN BICYCLE OR OXCART,YES,1,10,11,,0,500,50,N05,,,,,,,
1,1575-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1576-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,JANUARY,2013,62,DAY,NO,,,,,,YES,VILLAGE HEADMAN,0,,OWN BICYCLE OR OXCART,YES,502,503,504,,0,500,0,N02,,,,,,,
2,1576-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,JANUARY,2013,62,DAY,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,503,504,,0,500,0,N02,,,,,,,
3,1576-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,OCTOBER,2012,YES,HYBRID MAIZE,5,KILOGRAM,JANUARY,2013,62,DAY,NO,,,,,,YES,VILLAGE HEADMAN,2.5,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,502,504,,0,100,0,N03,,,,,,,
4,1576-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,OCTOBER,2012,YES,BEAN SEED,2,KILOGRAM,JANUARY,2013,62,DAY,NO,,,,,,YES,VILLAGE HEADMAN,0,,OWN BICYCLE OR OXCART,YES,501,502,503,,0,0,0,N03,,,,,,,
4,1577-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1578-001,PANEL B,Panel B - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N03,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,JANUARY,2013,40,DAY,YES,50,KILOGRAM,23:21:0+4S/CHITOWE,25,KILOGRAM,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,250,500,50,N01,,,,,,,
2,1578-001,PANEL B,Panel B - 2 Visits,YES,502,2,UREA,N03,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,JANUARY,2013,40,DAY,YES,50,KILOGRAM,UREA,25,KILOGRAM,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,250,500,50,N01,,,,,,,
1,1580-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,FEBRUARY,2013,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,FEBRUARY,2013,5,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OTHER (SPECIFY),YES,502,503,,,200,500,0,N02,,,,,,,
2,1580-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,FEBRUARY,2013,YES,UREA,50,KILOGRAM,FEBRUARY,2013,5,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,OTHER (SPECIFY),YES,501,503,,,200,500,0,N02,,,,,,,
3,1580-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,FEBRUARY,2013,YES,HYBRID MAIZE,8,KILOGRAM,FEBRUARY,2013,5,HOURS,NO,,,,,,NO,,,,,YES,501,502,,,0,0,0,N02,,,,,,,
1,1581-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,3,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
1,1582-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,4,,,,200,500,0,N02,,,,,,,
2,1582-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,2,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,1,,,,200,500,0,N02,,,,,,,
2,1582-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1583-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,2,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,,,,0,500,0,N06,,,,,,,
2,1583-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,2,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,,,,0,500,0,N06,,,,,,,
3,1583-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,2 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,1,2 KG BAG,OWN BICYCLE OR OXCART,YES,504,,,,0,0,0,N06,,,,,,,
4,1583-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,NOVEMBER,2012,2,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,503,,,,0,0,0,N06,,,,,,,
1,1584-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,NO,,,,ON FOOT,YES,502,503,504,,0,500,0,N03,,,,,,,
2,1584-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,ON FOOT,YES,501,503,504,,0,500,0,N03,,,,,,,
3,1584-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N02,NO,,OCTOBER,2012,YES,HYBRID MAIZE,10,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,YES,VILLAGE HEADMAN,5,KILOGRAM,ON FOOT,YES,501,502,504,,0,200,0,N04,,,,,,,
4,1584-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N02,NO,,OCTOBER,2012,YES,GROUNDNUT SEED,2,KILOGRAM,DECEMBER,2012,31,DAY,NO,,,,,,YES,VILLAGE HEADMAN,1,KILOGRAM,ON FOOT,YES,501,502,503,,0,0,0,N04,,,,,,,
4,1585-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1586-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1587-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1588-001,PANEL B,Panel B - 2 Visits,YES,501,2,UREA,N02,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,7,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N03,,,,,,,
1,1589-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,502,,,,0,500,500,N02,,,,,,,
2,1589-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,OCTOBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,30,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,YES,501,,,,0,500,500,N02,,,,,,,
1,1590-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,502,,,,300,500,50,N02,,,,,,,
2,1590-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,YES,501,,,,300,500,50,N02,,,,,,,
2,1591-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1592-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,0,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,ON FOOT,YES,4,,,,0,250,0,N02,,,,,,,
2,1592-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,0,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,ON FOOT,YES,1,,,,0,250,0,N02,,,,,,,
3,1593-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1594-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,50,GRAM,JANUARY,2013,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,50,KILOGRAM,BICYCLE TAXI,YES,502,,,,200,50,0,N02,,,,,,,
2,1594-001,PANEL B,Panel B - 2 Visits,YES,502,1,15,N01,NO,,DECEMBER,2012,YES,HYBRID MAIZE,50,GRAM,JANUARY,2013,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,10,KILOGRAM,ON FOOT,YES,501,,,,0,0,0,N02,,,,,,,
1,1595-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,40,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
3,1595-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1596-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,502,503,504,,150,500,0,N02,,,,,,,
2,1596-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,501,503,504,,150,500,0,N02,,,,,,,
3,1596-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,10,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,502,504,,0,0,0,N02,,,,,,,
4,1596-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,5,KILOGRAM,NOVEMBER,2012,7,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,502,503,,0,0,0,N02,,,,,,,
4,1596-007,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1597-001,PANEL A,Panel A - 2 Visits,YES,501,2,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,50,KILOGRAM,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
1,1599-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,10,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,502,503,504,,200,500,0,N02,,,,,,,
2,1599-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,10,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,501,503,504,,200,500,0,N02,,,,,,,
3,1599-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,501,502,504,,0,100,0,N03,,,,,,,
4,1599-001,PANEL A,Panel A - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,501,502,503,,0,0,0,N03,,,,,,,
