occ,y2_hhid,HHID,case_id,ea_id,stratum,baseline_rural,panelweight,hh_wgt,region,district,reside,dist_to_IHS3location,hhsize,interview_status,qx_type,hh_a05,hh_a06,hh_a07a,hh_a10a,hh_a10b,hh_a16,hh_a21,hh_a23a_1,hh_a23a_2,hh_a23a_3,hh_a23a_4,hh_a23a_5,hh_a23a_6,hh_a23a_7,hh_a23a_8,hh_a23b_1,hh_a23b_2,hh_a23b_3,hh_a23b_4,hh_a23b_5,hh_a23b_6,hh_a23b_7,hh_a23b_8,hh_a23c_1,hh_a23c_2,hh_a23c_3,hh_a23c_4,hh_a23c_5,hh_a23c_6,hh_a23c_7,hh_a23c_8,hh_a24,hh_a26a,hh_a26b,hh_a26c,hh_a27,hh_a29a,hh_a29b,hh_a29c,hh_a30,hh_a33,hh_a35,hh_a37a_1,hh_a37a_2,hh_a37a_3,hh_a37a_4,hh_a37a_5,hh_a37a_6,hh_a37a_7,hh_a37a_8,hh_a37b_1,hh_a37b_2,hh_a37b_3,hh_a37b_4,hh_a37b_5,hh_a37b_6,hh_a37b_7,hh_a37b_8,hh_a38,hh_a40a,hh_a40b,hh_a40c,hh_a41,hh_a43,hh_a43a,hh_a43b,hh_a43c,hh_a44,hh_a46a,hh_a46b,hh_a46c,hh_g00_1,hh_g00_2,hh_g09,hh_m00,hh_o00,hh_s01
1,1970-001,1970,301047080037,30104708,South - Rural,rural,989.99707,826.1084,South,Mangochi,rural,.039999999,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,84,23,MAY,2013,7,41,7,54,"A,B,B1-B8&X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,28,AUGUST,2013,12,39,2,0,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19603,2,SEPTEMBER,2013,914,22,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1971-001,1971,301020280191,30102028,South - Rural,rural,812.13593,819.42749,South,Mangochi,rural,0,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,CHIMWALA,CLEAR / SUNNY,82,29,JUNE,2013,9,0,9,49,ALL MODULES,,,,,,,,,,,,,,,,,80,29,JUNE,2013,89,24,JULY,2013,YES,COMPLETELY CLOUDY,111,2,OCTOBER,2013,8,2,8,5,"A,B&X",,,,,,,,,130,2,OCTOBER,2013,89,19638,7,OCTOBER,2013,904,28,DECEMBER,2013,1,1,NO,YES,YES,NO
1,1972-001,1972,301047080092,30104708,South - Rural,rural,989.99707,826.1084,South,Mangochi,rural,.029999999,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,83,23,MAY,2013,9,50,10,4,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,83,28,AUGUST,2013,9,16,10,7,ALL,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,18,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1973-001,1973,301020280188,30102028,South - Rural,rural,822.7066,819.42749,South,Mangochi,rural,.02,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,CHIMWALA,CLEAR / SUNNY,132,29,JUNE,2013,9,9,12,25,A-X,,,,,,,,,,,,,,,,,80,29,JUNE,2013,89,26,JULY,2013,YES,CLEAR / SUNNY,132,2,OCTOBER,2013,10,16,10,20,ALL,,,,,,,,,130,2,OCTOBER,2013,89,19637,6,OCTOBER,2013,904,30,DECEMBER,2013,2,2,YES,YES,NO,NO
1,1974-001,1974,301047080229,30104708,South - Rural,rural,835.29218,826.1084,South,Mangochi,rural,.029999999,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,82,22,MAY,2013,6,49,7,11,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,29,AUGUST,2013,7,0,8,58,VISIT 2,,,,,,,,,80,29,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,21,OCTOBER,2013,2,2,NO,YES,YES,NO
1,1975-001,1975,301020280228,30102028,South - Rural,rural,828.53693,819.42749,South,Mangochi,rural,0,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,CHIMWALA,CLEAR / SUNNY,83,29,JUNE,2013,11,33,12,17,ALL,,,,,,,,,,,,,,,,,80,29,JUNE,2013,89,24,JULY,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,83,2,OCTOBER,2013,9,58,10,1,ALL,,,,,,,,,130,3,OCTOBER,2013,89,19638,7,OCTOBER,2013,904,23,DECEMBER,2013,2,1,NO,YES,NO,NO
1,1976-001,1976,301047080010,30104708,South - Rural,rural,434.48544,826.1084,South,Mangochi,rural,28.68,6,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,1,MPONDA,CLEAR / SUNNY,81,27,MAY,2013,7,15,7,30,ABX,,,,,,,,,,,,,,,,,80,27,MAY,2013,89,2,JUNE,2013,NO,CLEAR / SUNNY,81,2,SEPTEMBER,2013,15,0,16,9,VISIT 2,,,,,,,,,80,2,SEPTEMBER,2013,69,19744,21,JANUARY,2014,901,21,JANUARY,2014,2,1,YES,YES,NO,NO
1,1976-002,1976,301047080010,30104708,South - Rural,rural,421.44089,826.1084,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,81,23,MAY,2013,12,31,12,59,ABX,,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,81,28,AUGUST,2013,13,40,14,43,VISIT 2,29,AUGUST,2013,7,30,,,VISIT 2,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,21,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1977-002,1977,301020280084,30102028,South - Rural,rural,423.39761,819.42749,South,Mangochi,rural,3.4100001,3,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,2,CHIMWALA,CLEAR / SUNNY,81,15,JULY,2013,16,11,16,47,ALL BUT B1-B8,,,,,,,,,,,,,,,,,80,15,JULY,2013,89,18,JULY,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,81,2,OCTOBER,2013,8,24,8,30,VISIT 2,,,,,,,,,130,3,OCTOBER,2013,89,19638,7,OCTOBER,2013,904,18,DECEMBER,2013,1,1,NO,YES,NO,NO
1,1978-001,1978,301047080065,30104708,South - Rural,rural,409.37869,826.1084,South,Mangochi,rural,.0099999998,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,81,23,MAY,2013,7,13,7,34,ABQ,,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,81,28,AUGUST,2013,7,36,9,6,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19605,4,SEPTEMBER,2013,914,18,OCTOBER,2013,2,2,NO,YES,NO,NO
1,1979-001,1979,301020280258,30102028,South - Rural,rural,418.03262,819.42749,South,Chikwawa,rural,203.59,5,Panel A - Combined Visit,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,1,NGABU,CLEAR / SUNNY,44,22,AUGUST,2013,8,10,11,48,A-X,,,,,,,,,,,,,,,,,120,22,AUGUST,2013,129,4,SEPTEMBER,2013,NO,CLEAR / SUNNY,44,22,AUGUST,2013,8,10,11,48,A-X,,,,,,,,,120,22,AUGUST,2013,129,19606,5,SEPTEMBER,2013,903,4,NOVEMBER,2013,2,1,YES,YES,YES,NO
1,1980-001,1980,301047080023,30104708,South - Rural,rural,409.37869,826.1084,South,Mangochi,rural,0,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,81,24,MAY,2013,8,25,8,29,ABX,,,,,,,,,,,,,,,,,80,24,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,81,28,AUGUST,2013,10,30,10,40,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,21,OCTOBER,2013,2,2,NO,NO,YES,NO
1,1981-001,1981,301020280052,30102028,South - Rural,rural,836.06525,819.42749,South,Mangochi,rural,.0099999998,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,CHIMWALA,CLEAR / SUNNY,132,29,JUNE,2013,15,58,16,47,A-X,,,,,,,,,,,,,,,,,80,29,JUNE,2013,89,26,JULY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,2,OCTOBER,2013,12,38,12,42,ALL,,,,,,,,,130,2,OCTOBER,2013,89,19637,6,OCTOBER,2013,904,30,DECEMBER,2013,2,2,YES,YES,NO,NO
1,1982-001,1982,301047080147,30104708,South - Rural,rural,824.04028,826.1084,South,Mangochi,rural,3.9300001,1,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,PARTLY CLOUDY / PARTLY SUNNY,84,23,MAY,2013,10,23,10,28,"A,B&X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,25,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,28,AUGUST,2013,9,36,10,11,ALL,,,,,,,,,80,28,AUGUST,2013,89,19603,2,SEPTEMBER,2013,914,23,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1983-001,1983,301020280005,30102028,South - Rural,rural,812.13593,819.42749,South,Mangochi,rural,.13,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,CHIMWALA,CLEAR / SUNNY,83,29,JUNE,2013,8,44,9,31,ALL,,,,,,,,,,,,,,,,,80,29,JUNE,2013,89,25,JULY,2013,YES,COMPLETELY CLOUDY,83,2,OCTOBER,2013,13,42,13,44,ALL,,,,,,,,,130,3,OCTOBER,2013,89,19638,7,OCTOBER,2013,904,20,DECEMBER,2013,1,1,NO,YES,YES,NO
1,1984-002,1984,301047080062,30104708,South - Rural,rural,824.04028,826.1084,South,Mangochi,rural,.0099999998,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,84,23,MAY,2013,6,56,7,1,AB&X,,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,28,AUGUST,2013,7,58,8,28,ALL,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,22,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1985-001,1985,301030740038,30103074,South - Rural,rural,1178.9629,1120.8098,South,Mangochi,rural,0,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,PARTLY CLOUDY / PARTLY SUNNY,82,25,MAY,2013,10,36,11,20,ALL MODULES,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,27,MAY,2013,NO,CLEAR / SUNNY,82,23,AUGUST,2013,9,11,9,14,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,7,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,1986-001,1986,301047080119,30104708,South - Rural,rural,818.75739,826.1084,South,Mangochi,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,84,23,MAY,2013,9,9,9,14,"A,B&X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,28,AUGUST,2013,11,0,11,32,ALL,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,22,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1987-001,1987,301030740104,30103074,South - Rural,rural,1133.2697,1120.8098,South,Mangochi,rural,.0099999998,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,MKUMBA,CLEAR / SUNNY,83,25,MAY,2013,11,7,12,13,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,27,MAY,2013,YES,CLEAR / SUNNY,83,23,AUGUST,2013,8,13,8,24,ALL,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,6,NOVEMBER,2013,2,2,YES,YES,NO,NO
1,1988-001,1988,301047080078,30104708,South - Rural,rural,829.41418,826.1084,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,83,23,MAY,2013,8,59,9,4,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,83,28,AUGUST,2013,10,35,11,30,ALL,,,,,,,,,80,28,AUGUST,2013,89,19605,4,SEPTEMBER,2013,914,17,OCTOBER,2013,1,1,NO,NO,YES,NO
1,1989-001,1989,301030740158,30103074,South - Rural,rural,1110.8364,1120.8098,South,Mangochi,rural,1.3,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,84,26,MAY,2013,8,23,9,2,ALL,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,27,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,23,AUGUST,2013,9,38,9,55,ALL,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,7,NOVEMBER,2013,2,2,NO,YES,YES,NO
1,1990-001,1990,301047080174,30104708,South - Rural,rural,842.88177,826.1084,South,Mangochi,rural,0,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,PARTLY CLOUDY / PARTLY SUNNY,82,23,MAY,2013,11,58,12,3,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,28,AUGUST,2013,10,40,11,41,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,21,OCTOBER,2013,1,1,NO,YES,YES,NO
1,1991-001,1991,301030740131,30103074,South - Rural,rural,1125.2949,1120.8098,South,Mangochi,rural,.0099999998,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,81,26,MAY,2013,12,48,14,11,ALL,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,27,MAY,2013,YES,CLEAR / SUNNY,81,23,AUGUST,2013,10,49,10,56,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,8,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,1992-001,1992,301047080133,30104708,South - Rural,rural,868.97089,826.1084,South,Mangochi,rural,.0099999998,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,PARTLY CLOUDY / PARTLY SUNNY,82,23,MAY,2013,10,7,10,13,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,28,AUGUST,2013,9,5,10,7,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,21,OCTOBER,2013,2,2,NO,YES,NO,NO
1,1993-001,1993,301030740051,30103074,South - Rural,rural,1118.004,1120.8098,South,Mangochi,rural,1.13,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,PARTLY CLOUDY / PARTLY SUNNY,84,25,MAY,2013,10,50,11,26,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,28,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,23,AUGUST,2013,8,2,8,7,ALL,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,11,NOVEMBER,2013,1,2,NO,YES,NO,NO
1,1994-001,1994,301047080284,30104708,South - Rural,rural,412.02014,826.1084,South,Mangochi,rural,0,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,82,23,MAY,2013,8,39,8,48,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,28,AUGUST,2013,7,0,8,29,VISIT 2,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,22,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1995-001,1995,301030740224,30103074,South - Rural,rural,1118.004,1120.8098,South,Mangochi,rural,.0099999998,9,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,84,26,MAY,2013,11,34,12,16,ALL,,,,,,,,,,,,,,,,,80,26,AUGUST,2013,89,27,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,23,AUGUST,2013,15,5,15,10,ALL,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,7,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,1996-001,1996,301047080188,30104708,South - Rural,rural,829.41418,826.1084,South,Mangochi,rural,0,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,83,23,MAY,2013,11,5,11,16,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,83,28,AUGUST,2013,11,35,12,39,ALL,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,18,OCTOBER,2013,2,2,NO,YES,NO,NO
1,1997-002,1997,301030740251,30103074,South - Rural,rural,562.64746,1120.8098,South,Mangochi,rural,.0099999998,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NKUMBA,MOSTLY CLEAR / MOSTLY SUNNY,84,25,MAY,2013,8,23,9,18,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,27,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,23,AUGUST,2013,12,33,12,38,ALL,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,7,NOVEMBER,2013,2,1,NO,YES,NO,NO
1,1998-002,1998,301047080102,30104708,South - Rural,rural,829.41418,826.1084,South,Mangochi,rural,.27000001,4,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,In Same Location,,4,JALASI,CLEAR / SUNNY,83,23,MAY,2013,7,27,7,35,"A,B,X",,,,,,,,,,,,,,,,,80,23,MAY,2013,89,24,MAY,2013,YES,CLEAR / SUNNY,83,28,AUGUST,2013,7,34,8,23,ALL,,,,,,,,,80,28,AUGUST,2013,89,19604,3,SEPTEMBER,2013,914,18,OCTOBER,2013,1,1,NO,YES,NO,NO
1,1999-001,1999,301030740118,30103074,South - Rural,rural,1158.2433,1120.8098,South,Mangochi,rural,.0099999998,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,81,25,MAY,2013,9,10,9,54,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,27,MAY,2013,YES,CLEAR / SUNNY,81,23,AUGUST,2013,12,5,12,10,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,8,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2000-001,2000,301054480037,30105448,South - Rural,rural,550.08887,1078.2842,South,Mangochi,rural,3.6600001,7,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,5,BWANANYAMBI,CLEAR / SUNNY,81,30,MAY,2013,9,10,9,24,ABX,,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,YES,CLEAR / SUNNY,81,7,SEPTEMBER,2013,12,30,13,37,VISIT 2,,,,,,,,,80,7,AUGUST,2013,89,19612,11,SEPTEMBER,2013,911,1,NOVEMBER,2013,2,2,YES,YES,YES,NO
1,2000-002,2000,301054480037,30105448,South - Rural,rural,587.40082,1078.2842,South,Mangochi,rural,.0099999998,9,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,81,28,MAY,2013,15,42,15,58,ABX,,,,,,,,,,,,,,,,,80,28,MAY,2013,89,31,MAY,2013,YES,,81,7,SEPTEMBER,2013,9,48,10,44,VISIT 2,,,,,,,,,80,7,SEPTEMBER,2013,89,19612,11,SEPTEMBER,2013,911,1,NOVEMBER,2013,2,4,NO,YES,NO,NO
1,2001-001,2001,301030740091,30103074,South - Rural,rural,1100.4304,1120.8098,South,Mangochi,rural,3.29,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,82,26,MAY,2013,9,6,10,10,ALL MODULES,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,28,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,23,AUGUST,2013,11,6,11,9,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,11,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,2002-001,2002,301054480299,30105448,South - Rural,rural,1100.1777,1078.2842,North,Mzimba,rural,412.42999,7,Panel B - Combined Visit,PANEL B,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,2,NTWALO,PARTLY CLOUDY / PARTLY SUNNY,11,29,OCTOBER,2013,14,0,15,19,ALL,,,,,,,,,,,,,,,,,20,29,OCTOBER,2013,119,25,NOVEMBER,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,11,29,OCTOBER,2013,14,0,15,19,ALL,,,,,,,,,20,29,OCTOBER,2013,119,19687,25,NOVEMBER,2013,914,11,JANUARY,2014,1,1,NO,NO,NO,YES
1,2003-001,2003,301030740238,30103074,South - Rural,rural,1125.2949,1120.8098,South,Mangochi,rural,.22,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,CLEAR / SUNNY,81,26,MAY,2013,9,27,10,23,ALL,,,,,,,,,,,,,,,,,80,26,MAY,2013,89,28,MAY,2013,YES,CLEAR / SUNNY,81,23,AUGUST,2013,9,1,9,10,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,11,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2004-001,2004,301054480087,30105448,South - Rural,rural,1058.6781,1078.2842,South,Mangochi,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,PARTLY CLOUDY / PARTLY SUNNY,82,28,MAY,2013,12,56,13,10,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,28,MAY,2013,89,30,MAY,2013,NO,CLEAR / SUNNY,82,7,SEPTEMBER,2013,10,20,11,31,VISIT 2,,,,,,,,,80,7,SEPTEMBER,2013,89,19611,10,SEPTEMBER,2013,911,31,OCTOBER,2013,2,2,YES,YES,NO,NO
1,2004-007,2004,301054480087,30105448,South - Rural,rural,534.3446,1078.2842,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,7,5,BWANANYAMBI,CLEAR / SUNNY,82,30,MAY,2013,6,28,6,35,"A,B,X",,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,NO,CLEAR / SUNNY,82,7,SEPTEMBER,2013,12,8,13,36,VISIT 2,,,,,,,,,80,7,SEPTEMBER,2013,89,19611,10,SEPTEMBER,2013,911,4,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2005-001,2005,301030740024,30103074,South - Rural,rural,1143.5669,1120.8098,South,Mangochi,rural,65.260002,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NANKUMBA,PARTLY CLOUDY / PARTLY SUNNY,82,25,MAY,2013,8,34,9,14,ALL MODULES,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,27,MAY,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,82,23,AUGUST,2013,8,13,8,16,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,7,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2006-001,2006,301054480020,30105448,South - Rural,rural,1058.6781,1078.2842,South,Mangochi,rural,0,2,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,CLEAR / SUNNY,83,30,MAY,2013,10,32,10,43,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,80,30,MAY,2013,89,31,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,83,7,SEPTEMBER,2013,11,52,12,42,ALL,,,,,,,,,80,7,SEPTEMBER,2013,,,,,,911,31,OCTOBER,2013,1,2,NO,YES,YES,NO
1,2007-001,2007,301030740064,30103074,South - Rural,rural,1178.9629,1120.8098,South,Mangochi,rural,2.4100001,3,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,3,NANKUMBA,CLEAR / SUNNY,82,27,MAY,2013,8,32,9,13,ALL MODULES,,,,,,,,,,,,,,,,,80,27,MAY,2013,89,28,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,82,23,AUGUST,2013,12,51,12,34,VISIT 2,,,,,,,,,80,23,AUGUST,2013,89,19601,31,AUGUST,2013,907,11,NOVEMBER,2013,2,2,NO,YES,NO,NO
1,2008-001,2008,301054480065,30105448,South - Rural,rural,1058.6781,1078.2842,South,Mangochi,rural,.0099999998,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,BWANANYAMBI,COMPLETELY CLOUDY,82,28,MAY,2013,8,57,9,2,"A,B,X",,,,,,,,,,,,,,,,,80,28,MAY,2013,89,30,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,132,7,SEPTEMBER,2013,8,45,9,48,ALL,,,,,,,,,80,7,SEPTEMBER,2013,89,19610,9,SEPTEMBER,2013,911,31,OCTOBER,2013,1,1,NO,YES,NO,NO
1,2009-001,2009,301030740278,30103074,South - Rural,rural,579.12164,1120.8098,South,Mangochi,rural,0,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,3,NAMKUMBA,PARTLY CLOUDY / PARTLY SUNNY,83,25,MAY,2013,8,23,9,36,ALL,,,,,,,,,,,,,,,,,80,25,MAY,2013,89,28,MAY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,83,23,AUGUST,2013,13,0,13,3,ALL,,,,,,,,,80,23,AUGUST,2013,89,19602,1,SEPTEMBER,2013,907,12,NOVEMBER,2013,2,1,NO,YES,NO,NO
