occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
2,1508-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1508-001,PANEL B,Panel B - 2 Visits,IRISH [MALAWI] POTATO,YES,1,11,50 KG BAG,NOT APPLICABLE,60000,N06,11,50 KG BAG,NOT APPLICABLE,1,2,60000,1,2,JUNE,2013,2,TRUCK / BUS / MINIBUS,2200,NO,,,,,,,,,,,,,,,1,50 KG BAG,NOT APPLICABLE,0,,,0,,,0,,,3,50 KG BAG,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1508-006,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1.5,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,1509-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,2,2,50 KG BAG,SHELLED,5000,N02,2,50 KG BAG,SHELLED,1,2,5000,1,2,JUNE,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1509-001,PANEL A,Panel A - 2 Visits,COTTON,YES,2,200,KILOGRAM,NOT APPLICABLE,18000,N03,200,KILOGRAM,NOT APPLICABLE,1,2,18000,1,2,JUNE,2013,4,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,WAIT FOR THE ARRIVAL OF BUYER
1,1510-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1510-001,PANEL B,Panel B - 2 Visits,SWEET POTATO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
3,1510-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,YES,1,1,50 KG BAG,SHELLED,4000,N02,1,50 KG BAG,SHELLED,1,2,4000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,30,KILOGRAM,SHELLED,0,,,0,,,0,,,25,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1511-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1511-001,PANEL A,Panel A - 2 Visits,SORGHUM,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,KILOGRAM,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1511-001,PANEL A,Panel A - 2 Visits,PEA,YES,1,5,KILOGRAM,SHELLED,500,N02,5,KILOGRAM,SHELLED,1,,500,1,,MAY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1512-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1512-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1513-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,7,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1513-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,95,KILOGRAM,SHELLED,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1513-001,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,1513-001,PANEL A,Panel A - 2 Visits,COTTON,YES,2,2,BALE,NOT APPLICABLE,24000,N05,1,BALE,NOT APPLICABLE,1,,24000,2,,JULY,2013,2,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,1513-003,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1513-003,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1513-004,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,KILOGRAM,SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,8,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1513-004,PANEL A,Panel A - 2 Visits,PEA,YES,1,2,50 KG BAG,SHELLED,10000,N06,2,50 KG BAG,SHELLED,1,,10000,1,,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1513-004,PANEL A,Panel A - 2 Visits,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,PAIL (LARGE),NOT APPLICABLE,0,,,0,,,0,,,.5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,DOES NOT USUALLY STORE
1,1514-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1514-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,5,KILOGRAM,SHELLED,1000,N01,5,KILOGRAM,SHELLED,1,,1000,1,,APRIL,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,1514-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
4,1514-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,1515-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1515-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1516-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1516-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,1,50 KG BAG,SHELLED,6000,N02,1,50 KG BAG,SHELLED,1,2,6000,1,2,AUGUST,2013,1,TRUCK / BUS / MINIBUS,200,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,15,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1517-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,1,50 KG BAG,SHELLED,5000,N11,1,50 KG BAG,SHELLED,1,,5000,1,2,APRIL,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1517-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,1517-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,15,KILOGRAM,SHELLED,1500,N12,15,KILOGRAM,SHELLED,1,,1500,1,2,JUNE,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,10,KILOGRAM,SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,UNSHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,1517-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
5,1517-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,4,50 KG BAG,UNSHELLED,20000,N11,4,50 KG BAG,UNSHELLED,1,,20000,1,2,JUNE,2013,2,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
6,1517-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,2,KILOGRAM,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1517-003,PANEL A,Panel A - Combined Visit,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1517-003,PANEL A,Panel A - Combined Visit,NKHWANI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,.30000001,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
3,1517-003,PANEL A,Panel A - Combined Visit,COTTON,YES,1,385,KILOGRAM,NOT APPLICABLE,68000,N07,385,KILOGRAM,NOT APPLICABLE,1,,68000,1,2,JUNE,2013,3,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
4,1517-003,PANEL A,Panel A - Combined Visit,OTHER (SPECIFY),YES,1,1,OTHER (SPECIFY),NOT APPLICABLE,1500,N08,1,OTHER (SPECIFY),NOT APPLICABLE,2,,1500,1,2,MARCH,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,.25,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,DOES NOT USUALLY STORE,
1,1518-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1518-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,0,,,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1518-003,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,YES,2,2,50 KG BAG,SHELLED,6000,N02,2,50 KG BAG,SHELLED,1,2,6000,1,2,JULY,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1519-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,2,25,KILOGRAM,SHELLED,2500,N01,25,KILOGRAM,SHELLED,1,2,2500,1,2,APRIL,2013,5,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,1,KILOGRAM,SHELLED,,INSECTS,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1519-001,PANEL A,Panel A - 2 Visits,PEA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,30,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1520-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,YES,2,5,KILOGRAM,SHELLED,500,N11,5,KILOGRAM,SHELLED,1,,500,1,,AUGUST,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,2,OXCART,UNSHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1520-001,PANEL B,Panel B - 2 Visits,BEANS,YES,2,.5,50 KG BAG,SHELLED,4800,N11,.5,50 KG BAG,SHELLED,1,,4800,1,,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1521-001,PANEL A,Panel A - 2 Visits,PEA,YES,2,2,50 KG BAG,SHELLED,10000,N04,2,50 KG BAG,SHELLED,1,2,10000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,1521-001,PANEL A,Panel A - 2 Visits,COTTON,YES,2,390,KILOGRAM,NOT APPLICABLE,75000,N05,390,KILOGRAM,NOT APPLICABLE,1,2,75000,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,WAIT FOR THE ARRIVAL OF BUYER
3,1521-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,HEAPED IN HOUSE,4,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
4,1521-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,HEAPED IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1522-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,75,KILOGRAM,SHELLED,25,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,1,OXCART,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,1522-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,1,50 KG BAG,SHELLED,5000,N07,1,50 KG BAG,SHELLED,2,,5000,2,1,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1522-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,75,KILOGRAM,SHELLED,7000,N07,75,KILOGRAM,SHELLED,2,,7000,2,1,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,25,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1522-005,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,1522-005,PANEL B,Panel B - 2 Visits,BEANS,YES,1,30,KILOGRAM,SHELLED,2800,N05,30,KILOGRAM,SHELLED,1,,2800,,,,,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,1522-005,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,30,KILOGRAM,SHELLED,1300,N05,30,KILOGRAM,SHELLED,1,,1300,,,,,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1522-005,PANEL B,Panel B - 2 Visits,SWEET POTATO,YES,1,1,50 KG BAG,NOT APPLICABLE,800,N05,1,50 KG BAG,NOT APPLICABLE,1,,800,,,,,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1523-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1523-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1523-004,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1523-005,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1524-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,KILOGRAM,SHELLED,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,5,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,1524-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,1524-001,PANEL B,Panel B - 2 Visits,BEANS,YES,1,12.5,KILOGRAM,SHELLED,2500,N06,12.5,KILOGRAM,SHELLED,2,,2500,2,1,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,1524-001,PANEL B,Panel B - 2 Visits,SOYABEAN,YES,1,12.5,KILOGRAM,SHELLED,3000,N06,12.5,KILOGRAM,SHELLED,2,,3000,2,1,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1525-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,4,50 KG BAG,SHELLED,12000,N03,4,50 KG BAG,SHELLED,1,,12000,1,,MAY,2013,4,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1525-003,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1525-003,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,1526-002,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,5,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,1526-002,PANEL B,Panel B - 2 Visits,BEANS,YES,1,25,KILOGRAM,SHELLED,2500,N02,25,KILOGRAM,SHELLED,1,,2500,1,,JULY,2013,14,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,TRADITIONAL NKHOKWE,5,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,1527-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,OTHER (SPECIFY),,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
