ea_id,com_cg35,com_cg35a,com_cg35a_os,com_cg36,com_cg37
30704313,WORSE OFF,OTHER BAD (SPECIFY),VERY POOR ROAD CONDITIONS (MAKWASA-,2010,ALMOST ALL
30704313,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER AND FOOD SUBSIDY,2009,1/2
30705391,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
30705391,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,3/4
30705391,WORSE OFF,OTHER BAD (SPECIFY),LOW WAGES OF LESS THAN K3000 PER MO,2010,3/4
30705391,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30705391,BETTER OFF,NEW SCHOOL,,2010,ALMOST ALL
30705391,BETTER OFF,OTHER GOOD (SPECIFY),CONSTRUCTION OF TEN BOREHOLES (SINK,2010,ALMOST ALL
30705391,BETTER OFF,OTHER GOOD (SPECIFY),PROVISION OF SOLAR PANEL AT SUBSIDI,2010,1/4
30706619,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
30706619,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2005,3/4
30706619,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
30706619,WORSE OFF,OTHER BAD (SPECIFY),VERY POOR ROAD INFRASTRACTURE,2010,ALMOST ALL
30706619,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER AND SEED SUBSIDY,2005,1/2
30706619,BETTER OFF,OTHER GOOD (SPECIFY),THYOLO DHO SCHEME PAID HOSPITAL BIL,2009,ALMOST ALL
30708665,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30708665,WORSE OFF,OTHER BAD (SPECIFY),ROBBERY CASES,2008,1/2
30708665,BETTER OFF,IMPROVED TRANSPORTATION,,2008,ALMOST ALL
30708665,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY PROGRAMMES,2005,3/4
30709438,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLEAN DRINKING WATER,2005,ALMOST ALL
30709438,WORSE OFF,OTHER BAD (SPECIFY),POOR ROADS,2005,ALMOST ALL
30709438,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30709438,BETTER OFF,NEW HEALTH FACILITY,,2008,ALMOST ALL
30709438,BETTER OFF,OTHER GOOD (SPECIFY),AGRICULTURE INPUT SUBSIDY,2010,1/2
30710079,WORSE OFF,OTHER BAD (SPECIFY),VERY POOR ACCOMODATION OFFERED BY T,2010,3/4
30710079,WORSE OFF,OTHER BAD (SPECIFY),VERY LOW WAGES AT THE ESTATE,2010,3/4
30710079,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF STAPLE FOOD AT PROD,2010,3/4
30711684,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30711684,WORSE OFF,SHARP CHANGE IN PRICES,,2009,3/4
30711684,BETTER OFF,OTHER GOOD (SPECIFY),P/PEAS FETCHED VERY HIGH PRICES ON,2009,3/4
30801672,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30801672,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF FARM INPUTS SUBSIDY,2006,1/4
30801679,WORSE OFF,DROUGHT,,2009,ALMOST NONE
30801679,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF FARM INPUT SUBSIDY,2006,1/4
30803115,WORSE OFF,DROUGHT,,2009,ALMOST NONE
30803115,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF FARM INPUTS SUBSIDY,2005,1/4
30803115,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF SCHOOL FEEDING PROG,2005,3/4
30804416,WORSE OFF,OTHER BAD (SPECIFY),LACK 0F PORTABLE WATER,2007,ALMOST ALL
30804416,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
30804416,BETTER OFF,DEVELOPMENT PROJECT,,2006,ALMOST ALL
30805259,WORSE OFF,DROUGHT,,2009,ALMOST NONE
30805259,WORSE OFF,LIVESTOCK DISEASE,,2007,1/2
30805259,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2005,1/2
30806611,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,3/4
30806611,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,ALMOST ALL
30806611,WORSE OFF,SHARP CHANGE IN PRICES,,2008,3/4
30806611,BETTER OFF,OTHER GOOD (SPECIFY),GOOD HARVEST,2006,ALMOST ALL
30901054,WORSE OFF,DROUGHT,,2009,ALMOST NONE
30901054,WORSE OFF,OTHER BAD (SPECIFY),DRY SPELL,2008,1/4
30901475,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30901475,BETTER OFF,OTHER GOOD (SPECIFY),AN NGO  HELPING ORPHAN AND ELDERS ,2009,1/4
30901475,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION FARM SUBSIDY PROGRAM,2006,1/4
30901603,WORSE OFF,OTHER BAD (SPECIFY),DROUGHT,2009,ALMOST NONE
30901603,WORSE OFF,OTHER BAD (SPECIFY),HUNGER,2006,ALMOST NONE
30901603,BETTER OFF,NEW SCHOOL,,2007,ALMOST NONE
31001333,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31001333,WORSE OFF,FLOOD,,2007,3/4
31001333,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,1/4
31001333,WORSE OFF,OTHER BAD (SPECIFY),THEFT OF LIVESTOCK,2006,1/2
31001333,BETTER OFF,NEW SCHOOL,,2006,ALMOST ALL
31001749,WORSE OFF,DROUGHT,,2006,ALMOST ALL
31001749,WORSE OFF,OTHER BAD (SPECIFY),WATER PROBLEM,2007,ALMOST ALL
31001749,BETTER OFF,NEW SCHOOL,,2005,ALMOST ALL
31001749,BETTER OFF,IMPROVED TRANSPORTATION,,2008,ALMOST ALL
31002169,WORSE OFF,DROUGHT,,2008,ALMOST ALL
31002169,WORSE OFF,FLOOD,,2006,1/2
31002169,WORSE OFF,MASSIVE JOB LAY-OFFS,,2009,1/4
31002169,WORSE OFF,OTHER BAD (SPECIFY),THEFT,2008,1/2
31002169,BETTER OFF,DEVELOPMENT PROJECT,,2005,1/4
31004312,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31004312,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
31004312,BETTER OFF,OTHER GOOD (SPECIFY),MAIZE MILL,2009,ALMOST ALL
31006556,WORSE OFF,DROUGHT,,2007,ALMOST ALL
31006556,WORSE OFF,FLOOD,,2008,1/4
31006556,WORSE OFF,OTHER BAD (SPECIFY),WIND STORM,2009,1/4
31006556,BETTER OFF,OTHER GOOD (SPECIFY),SCHOOL FEEDING,2008,1/4
31007335,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31007335,WORSE OFF,FLOOD,,2007,1/2
31007335,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
31007335,BETTER OFF,OTHER GOOD (SPECIFY),NEW BRIDGE,2009,ALMOST ALL
31108703,WORSE OFF,DROUGHT,,2005,ALMOST ALL
31108703,WORSE OFF,FLOOD,,2008,3/4
31108703,WORSE OFF,OTHER BAD (SPECIFY),THEFT,2006,1/2
31108703,BETTER OFF,OTHER GOOD (SPECIFY),SCHOOL FEEDING,2006,ALMOST ALL
31108703,BETTER OFF,OTHER GOOD (SPECIFY),AFFORESRATION,2005,ALMOST ALL
31201007,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31201007,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,1/4
31201007,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
31201007,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
31201104,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31201104,WORSE OFF,FLOOD,,2006,ALMOST ALL
31201104,BETTER OFF,OTHER GOOD (SPECIFY),FOOD AGRICULTURAL ORGANISATION (SUP,2007,ALMOST ALL
31201104,BETTER OFF,OTHER GOOD (SPECIFY),FOOD IMPROVEMENT DIVERSIFICATION PR,2007,1/4
31201197,WORSE OFF,DROUGHT,,2010,ALMOST ALL
31201516,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31201516,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2005,1/2
31201516,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31201516,BETTER OFF,NEW SCHOOL,,2006,ALMOST ALL
31204618,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31204618,WORSE OFF,OTHER GOOD (SPECIFY),WATER FOR DRINKING PROBLEM,2009,1/2
31432523,WORSE OFF,LIVESTOCK DISEASE,,2009,ALMOST ALL
31432523,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31432523,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,ALMOST ALL
31432523,BETTER OFF,NEW HEALTH FACILITY,,2007,ALMOST ALL
31432523,BETTER OFF,NEW ROAD,,2006,ALMOST ALL
31432523,BETTER OFF,OTHER GOOD (SPECIFY),NEW TEACHERS HOUSE,2007,ALMOST ALL
31432676,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
31432676,WORSE OFF,SHARP CHANGE IN PRICES,,2008,1/4
31432676,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2009,1/4
31435120,WORSE OFF,LIVESTOCK DISEASE,,2009,ALMOST ALL
31435120,WORSE OFF,MASSIVE JOB LAY-OFFS,,2008,ALMOST ALL
31435120,BETTER OFF,NEW SCHOOL,,2005,ALMOST ALL
31435753,WORSE OFF,CROP DISEASE/PESTS,,2009,3/4
31435753,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31436695,WORSE OFF,DROUGHT,,2009,1/2
31436695,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
31436695,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/4
31436695,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31436695,BETTER OFF,MAREP,,2008,1/4
31438690,WORSE OFF,DROUGHT,,2007,ALMOST ALL
31438690,WORSE OFF,FLOOD,,2009,ALMOST ALL
31438690,WORSE OFF,LIVESTOCK DISEASE,,2009,ALMOST ALL
31438690,WORSE OFF,SHARP CHANGE IN PRICES,,2007,ALMOST ALL
31439102,WORSE OFF,DROUGHT,,2009,ALMOST ALL
31439102,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31439102,WORSE OFF,MASSIVE JOB LAY-OFFS,,2008,3/4
31441389,WORSE OFF,DROUGHT,,2008,3/4
31441389,BETTER OFF,FLOOD,,,
31441389,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,3/4
31441389,WORSE OFF,SHARP CHANGE IN PRICES,,2008,ALMOST ALL
31441389,WORSE OFF,OTHER BAD (SPECIFY),EMPLOYMENT SCARCE,2006,ALMOST ALL
31441389,BETTER OFF,OTHER GOOD (SPECIFY),ROAD MAINTAINANCE,2009,3/4
31442394,WORSE OFF,SHARP CHANGE IN PRICES,,2005,ALMOST ALL
31442394,WORSE OFF,MASSIVE JOB LAY-OFFS,,2008,ALMOST ALL
31443108,WORSE OFF,DROUGHT,,2007,3/4
31443108,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
31443108,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31443108,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/2
31443108,BETTER OFF,NEW ROAD,,2009,ALMOST ALL
31443108,BETTER OFF,IMPROVED TRANSPORTATION,,2009,ALMOST ALL
31443270,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
31443270,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2009,ALMOST ALL
31443270,WORSE OFF,OTHER BAD (SPECIFY),,2008,1/4
31443270,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
31443270,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
31532674,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/4
31532674,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
31532674,WORSE OFF,OTHER BAD (SPECIFY),SPATE OF ROBERY,2006,1/2
31532674,WORSE OFF,OTHER BAD (SPECIFY),MAJORITY SCHOOL LEAVERS UNEMPLOYED,2004,ALMOST ALL
31532674,BETTER OFF,NEW ROAD,,2009,ALMOST ALL
31532674,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
31532674,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF STAPLE FOOD DUE TO,2005,ALMOST ALL
31532674,BETTER OFF,OTHER GOOD (SPECIFY),REDUCED CASES OF ROBBERY,2008,ALMOST ALL
31533095,WORSE OFF,OTHER BAD (SPECIFY),WATER (MOST TIMES BLANTYRE WATER BO,2010,ALMOST ALL
31533095,WORSE OFF,OTHER BAD (SPECIFY),ELECTRICITY (LOAD SHEDDING),2010,ALMOST ALL
31533095,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
31533095,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF STAPLE FOOD THROUGH,2010,ALMOST ALL
31533095,BETTER OFF,OTHER GOOD (SPECIFY),CONSTRUCTION OF ORPHANAGES,2008,1/4
31536118,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/4
31536118,WORSE OFF,POWER OUTAGE(S),,2010,ALMOST ALL
31536118,BETTER OFF,NEW ROAD,,2008,ALMOST ALL
31536118,BETTER OFF,OTHER GOOD (SPECIFY),SCHOOL FEEDING PROGRAMME IN PRIMARY,2010,3/4
31536751,WORSE OFF,MASSIVE JOB LAY-OFFS,,2010,1/2
31536751,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,3/4
31536751,WORSE OFF,OTHER BAD (SPECIFY),CLEAN WATER SCARCITY,2009,ALMOST ALL
31536751,WORSE OFF,OTHER BAD (SPECIFY),ELECTRICITY BLACKOUTS,2008,ALMOST ALL
31536751,BETTER OFF,OTHER GOOD (SPECIFY),SCHOOL FEEDING PROGRAMM GOOD FOR SC,2008,1/4
31536751,BETTER OFF,OTHER GOOD (SPECIFY),FOOD AFFORDABILITY AT MARKET,2004,3/4
31536751,BETTER OFF,OTHER GOOD (SPECIFY),REDUCED CRIME AAND THEFT,2008,ALMOST ALL
31536751,BETTER OFF,OTHER GOOD (SPECIFY),ACCESS TO ARV/ART AND VCT HIV POSIT,2008,1/4
31539670,WORSE OFF,MASSIVE JOB LAY-OFFS,,2010,1/2
31539670,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2010,3/4
31539670,WORSE OFF,OTHER BAD (SPECIFY),ROAD FROM NAMIWAWA TO LIKHUBULA VER,2009,ALMOST ALL
31539670,WORSE OFF,OTHER BAD (SPECIFY),WATER AT MOST TIMES NOT RUNNING,2010,ALMOST ALL
31539670,BETTER OFF,OTHER GOOD (SPECIFY),THEFT REDUCED CONSIDERABLY IN THE C,2010,ALMOST ALL
31540419,WORSE OFF,OTHER BAD (SPECIFY),LACK OF WATER AT TIMES,2008,3/4
31540419,WORSE OFF,OTHER BAD (SPECIFY),BAD FEEDER ROADS,2008,3/4
31540419,WORSE OFF,OTHER BAD (SPECIFY),HIGH UNEMPLOYMENT RATE,2005,ALMOST ALL
31540419,WORSE OFF,OFF-GRID ELECTRICITY,,2008,ALMOST ALL
31540419,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD AT HOUSEHOLD,2005,ALMOST ALL
31540419,BETTER OFF,OTHER GOOD (SPECIFY),REDUCED CRIME AND THEFT,2005,ALMOST ALL
31545384,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
31545384,WORSE OFF,OTHER BAD (SPECIFY),HIGH UNEMPLOYMENT RATE,2010,1/2
31545384,WORSE OFF,OTHER BAD (SPECIFY),ELECTRICITY BLACK OUTS,2008,ALMOST ALL
31545384,WORSE OFF,OTHER BAD (SPECIFY),SCARCITY OF CLEAN DRINKING WATER,2008,ALMOST ALL
31545384,BETTER OFF,OTHER GOOD (SPECIFY),STAPLE FOOD AVAILABILITY AND AFFORD,2010,3/4
31545384,BETTER OFF,OTHER GOOD (SPECIFY),CRIME AND THEFT REDUCED,2010,3/4
31545384,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED TRANSPORTATION,2008,ALMOST ALL
31546760,WORSE OFF,CROP DISEASE/PESTS,,2010,ALMOST ALL
31546760,WORSE OFF,CROP DISEASE/PESTS,,2010,ALMOST ALL
31546760,WORSE OFF,MASSIVE JOB LAY-OFFS,,2010,3/4
31546760,WORSE OFF,OTHER BAD (SPECIFY),SCARCITY OF MONEY,2010,3/4
31546760,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY (SAFETY),2010,ALMOST ALL
31546760,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED TRANSPORTATION,2004,ALMOST ALL
31546760,BETTER OFF,OTHER GOOD (SPECIFY),FOOD MORE AFFORDABLE AND AVAILABLE,2010,ALMOST ALL
31550254,WORSE OFF,OTHER BAD (SPECIFY),ACQUIISITION OF LAND FOR BULIDING P,2008,1/4
31550254,WORSE OFF,OTHER BAD (SPECIFY),POOR FEEDER ROADS,2009,1/4
31550254,WORSE OFF,OTHER BAD (SPECIFY),BUSSINESS OPPORTUNITIES ARE HARDER,2005,1/4
31550254,WORSE OFF,OTHER BAD (SPECIFY),ELECTRICITY AND WATER FAILING TO SA,2008,1/4
31550254,BETTER OFF,OTHER GOOD (SPECIFY),REDIUICED CASES OF CRIMES (THEFT AN,2005,ALMOST ALL
31550254,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD IN PRODUCE AND,2005,ALMOST ALL
31552686,WORSE OFF,OTHER BAD (SPECIFY),WITCHCRAFT (SCARING RESIDENTS),2008,1/2
31552686,WORSE OFF,OTHER BAD (SPECIFY),CLEAN DRINKING WATER NOT AVAILABLE,2008,ALMOST ALL
31552686,WORSE OFF,OTHER BAD (SPECIFY),MONEY VERY SCARCE(MAJORITY GOT NO B,2005,3/4
31552686,WORSE OFF,OTHER BAD (SPECIFY),FEEDER ROADS IN LOCATION VERY BAD,2007,ALMOST ALL
31552686,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY OF RESIDENTS HAS IMPROVED,2004,ALMOST ALL
31552686,BETTER OFF,OTHER GOOD (SPECIFY),STAPLE FOOD AVAILABILITY AT MARKET,2004,1/2
31554613,WORSE OFF,CROP DISEASE/PESTS,,2010,ALMOST ALL
31554613,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/2
31554613,WORSE OFF,OTHER BAD (SPECIFY),POOR ROADS INFRASTRACTURE,2010,ALMOST ALL
31554613,BETTER OFF,OTHER GOOD (SPECIFY),DECREASE IN THEFT AND VIOLENCE,2010,ALMOST ALL
31554613,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILTY OF STAPPLE FOOD IN HOME,2010,ALMOST ALL
31555614,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
31555614,WORSE OFF,MASSIVE JOB LAY-OFFS,,2010,1/4
31555614,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2010,1/4
31555614,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
31555614,BETTER OFF,OTHER GOOD (SPECIFY),IN  PRIVATE SCHOOL,2005,ALMOST ALL
31555614,BETTER OFF,OTHER GOOD (SPECIFY),BRIDGE CONTRUCTION (SELF HELP) CHIS,2008,ALMOST ALL
