occ,ea_id,com_ch0b,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch08,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch10,com_ch11,com_ch12,com_ch13a,com_ch13b,com_ch13c,com_ch14,com_ch15
4,21052427,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21052427,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21052427,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
7,21052427,SECONDARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
8,21052427,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
9,21052427,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
10,21052427,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,VILLAGE HEADMAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
11,21052427,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21052427,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21052427,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
14,21052427,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21052427,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21052427,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21052427,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21052427,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21053745,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21053745,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21053745,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21053745,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21053745,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21053745,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21053745,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21053745,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21053745,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
10,21053745,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21053745,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21053745,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21053745,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21053745,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21053745,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21053745,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21053745,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21053745,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21055241,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21055241,ROAD: MAINTENANCE,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,YES,NO,NO,NO,,,,,,,,,,,,NO
3,21055241,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21055241,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21055241,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21055241,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21055241,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21055241,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21055241,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21055241,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21055241,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,YES,NO,NO,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
12,21055241,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21055241,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21055241,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21055241,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21055241,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21055241,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21055241,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21055693,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21055693,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21055693,BRIDGE: CONSTRUCTION,NO,YES,YES,NO,,,YES,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
4,21055693,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21055693,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21055693,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21055693,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21055693,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21055693,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21055693,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
11,21055693,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21055693,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21055693,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21055693,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21055693,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21055693,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21055693,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21055693,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21066096,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21066096,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21066096,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21066096,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21066096,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21066096,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21066096,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21066096,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21066096,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21066096,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21066096,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21066096,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21066096,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21066096,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21066096,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21066096,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21066096,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21066096,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21066339,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21066339,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21066339,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21066339,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21066339,PRIMARY SCHOOL: CONSTRUCTION,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
6,21066339,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21066339,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21066339,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21066339,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21066339,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21066339,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21066339,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21066339,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21066339,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21066339,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21066339,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21066339,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21066339,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21074510,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21074510,ROAD: MAINTENANCE,YES,YES,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
3,21074510,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21074510,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21074510,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21074510,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21074510,SECONDARY SCHOOL: CONSTRUCTION,NO,YES,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
8,21074510,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21074510,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21074510,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21074510,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21074510,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21074510,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21074510,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21074510,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21074510,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21074510,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21074510,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21077725,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21077725,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21077725,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21077725,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21077725,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21077725,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21077725,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21077725,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21077725,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21077725,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21077725,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21077725,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21077725,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21077725,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21077725,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21077725,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21077725,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21077725,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21080308,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21080308,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21080308,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21080308,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21080308,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21080308,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21080308,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21080308,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21080308,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21080308,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21080308,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21080308,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21080308,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21080308,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21080308,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21080308,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21080308,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21080308,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21081573,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21081573,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21081573,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21081573,BRIDGE: MAINTENANCE,YES,NO,YES,NO,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,NO
5,21081573,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21081573,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21081573,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21081573,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21081573,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21081573,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21081573,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,21081573,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21081573,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21081573,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21081573,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21081573,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21081573,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21081573,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21086069,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21086069,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,21086069,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,21086069,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,21086069,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,21086069,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,21086069,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,21086069,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,21086069,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,21086069,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,21086069,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,DISTRICT/CITY ASSEMBLY,,,0,0,,YES,NO,YES,VILLAGE RESIDENTS,
12,21086069,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,21086069,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,21086069,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,21086069,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,21086069,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,21086069,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,21086069,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,21086436,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,21086436,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
