HHID,case_id,qx_type,visit,ea_id,ag_h0b,ag_h0b_os,ag_h01a,ag_h01b,ag_h01b_os,ag_h02,ag_h03,ag_h04,ag_h15,ag_h16a,ag_h16b,ag_h16b_os,ag_h17,ag_h17_os,ag_h18,ag_h19,ag_h20,ag_h21,ag_h22,ag_h23,ag_h24,ag_h25,ag_h26a,ag_h26b,ag_h26b_os,ag_h27,ag_h27_os,ag_h28,ag_h29,ag_h30,ag_h31,ag_h32,ag_h33,ag_h34,ag_h35,ag_h36a,ag_h36b,ag_h36b_os,ag_h37,ag_h38a,ag_h38b,ag_h38b_os,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_os,ag_h43,ag_h43_os
1576,209066050172,Panel B,1,20906605,TOBACCO BURLEY,,20,Gram,,"Yes, the figures matched",No,Yes,N02,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1576,209066050172,Panel B,1,20906605,FINGER MILLET(MAWERE),,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,500,Gram,,N02,,0,No,,,,Preference for traditional variety,
1576,209066050172,Panel B,1,20906605,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N05,10,Kilogram,,Own Bicycle or Oxcart,,0,2400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1576,209066050172,Panel B,1,20906605,SOYABEAN,,1,Kilogram,,"Yes, the figures matched",No,Yes,N06,1,Kilogram,,Own Bicycle or Oxcart,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1576,209066050172,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,2,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Gram,,Preference for traditional variety,
1576,209066050172,Panel B,1,20906605,NKHWANI,,250,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,250,Gram,,N02,,0,No,,,,Preference for traditional variety,
1584,209066050185,Panel B,1,20906605,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Improved variety is too expensive,
1584,209066050185,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
1584,209066050185,Panel B,1,20906605,SOYABEAN,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Improved variety is too expensive,
1564,209066050199,Panel B,1,20906605,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Preference for traditional variety,
1564,209066050199,Panel B,1,20906605,FINGER MILLET(MAWERE),,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Kilogram,,Advice from fellow farmer,
1564,209066050199,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Improved variety is too expensive,
1586,209066050226,Panel B,1,20906605,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Preference for traditional variety,
1586,209066050226,Panel B,1,20906605,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,750,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1586,209066050226,Panel B,1,20906605,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
1578,209066050239,Panel B,1,20906605,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1578,209066050239,Panel B,1,20906605,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1578,209066050239,Panel B,1,20906605,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1578,209066050239,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,7,Kilogram,,"Yes, the figures matched",No,Yes,N03,50,Kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1572,209066050252,Panel B,1,20906605,MAIZE LOCAL,,12,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,12,Kilogram,,Preference for traditional variety,
1572,209066050252,Panel B,1,20906605,FINGER MILLET(MAWERE),,250,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,250,Gram,,N04,,0,No,,,,Preference for traditional variety,
1572,209066050252,Panel B,1,20906605,SOYABEAN,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1572,209066050252,Panel B,1,20906605,GROUNDNUT CG7,,2,Kilogram,,"Yes, the figures matched",No,Yes,N03,2,Kilogram,,On Foot,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1572,209066050252,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,10,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Preference for traditional variety,
1582,209066050279,Panel B,1,20906605,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1582,209066050279,Panel B,1,20906605,GROUNDNUT CHALIMBANA,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Advice from fellow farmer,
1582,209066050279,Panel B,1,20906605,MAIZE LOCAL,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Preference for traditional variety,
1631,209080880004,Panel A,1,20908088,TOBACCO BURLEY,,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,500,Gram,,Other (Specify),SOLD AT HIGH PRICE
1631,209080880004,Panel A,1,20908088,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Gram,,Preference for traditional variety,
1631,209080880004,Panel A,1,20908088,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),SOLD AT HIGH PRICE
1621,209080880012,Panel A,1,20908088,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Preference for traditional variety,
1625,209080880013,Panel A,1,20908088,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Other (specify),PIECE OF MAIZE COB,N03,,0,No,,,,Preference for traditional variety,
1603,209080880052,Panel A,1,20908088,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
1603,209080880052,Panel A,1,20908088,COTTON,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,On Foot,,0,600,Received on credit,0,600,N01,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1627,209080880064,Panel A,1,20908088,GROUNDNUT CG7,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,2 kg bag,,Advice from fellow farmer,
1627,209080880064,Panel A,1,20908088,MAIZE HYBRID,,5,Gram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preference for traditional variety,
1627,209080880064,Panel A,1,20908088,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,10 kg bag,,Preference for traditional variety,
1627,209080880064,Panel A,1,20908088,COTTON,,10,Kilogram,,"Yes, the figures matched",No,Yes,N05,1,10 kg bag,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1617,209080880075,Panel A,1,20908088,MAIZE HYBRID,,20,Kilogram,,"No, the entries in ag-module g, and question 1 of ag-module f were adjusted",No,Yes,N03,4,3.7 kg bag,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),FARMERS CHOICE
1601,209080880076,Panel A,1,20908088,MAIZE HYBRID RECYCLED,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,30,Kilogram,,Advice from extension officer,
1601,209080880076,Panel A,1,20908088,OTHER (SPECIFY),COWPEAS,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
1613,209080880086,Panel A,1,20908088,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
1613,209080880086,Panel A,1,20908088,TOBACCO BURLEY,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
1613,209080880086,Panel A,1,20908088,GROUNDNUT MANIPINTA,,1,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
1619,209080880090,Panel A,1,20908088,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,Yes,N03,15,Kilogram,,Truck / Bus / Minibus,,200,5400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1607,209080880093,Panel A,1,20908088,MAIZE LOCAL,,250,Gram,,"Yes, the figures matched",No,Yes,N02,250,Gram,,On Foot,,0,100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1611,209080880120,Panel A,1,20908088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,209080880166,Panel A,1,20908088,GROUNDNUT MANIPINTA,,7,,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
1605,209080880166,Panel A,1,20908088,MAIZE LOCAL,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,40,Kilogram,,Preference for traditional variety,
1629,209080880169,Panel A,1,20908088,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1629,209080880169,Panel A,1,20908088,PIGEONPEA(NANDOLO),,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
1629,209080880169,Panel A,1,20908088,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Advice from fellow farmer,
1629,209080880169,Panel A,1,20908088,COTTON,,15,Kilogram,,"Yes, the figures matched",No,Yes,N04,15,Kilogram,,Own Bicycle or Oxcart,,0,690,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1629,209080880169,Panel A,1,20908088,FINGER MILLET(MAWERE),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Kilogram,,N01,,0,No,,,,Preference for traditional variety,
1629,209080880169,Panel A,1,20908088,TOBACCO BURLEY,,2,Gram,,"Yes, the figures matched",No,Yes,N03,2,Gram,,Own Bicycle or Oxcart,,0,750,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1629,209080880169,Panel A,1,20908088,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1615,209080880173,Panel A,1,20908088,NKHWANI,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Preference for traditional variety,
1615,209080880173,Panel A,1,20908088,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N06,5,Kilogram,,On Foot,,0,1700,"Paid in full, with own-savings",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1615,209080880173,Panel A,1,20908088,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1615,209080880173,Panel A,1,20908088,GROUNDNUT CG7,,3,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Kilogram,,Advice from fellow farmer,
1609,209080880192,Panel A,1,20908088,MAIZE HYBRID,,3,Kilogram,,"Yes, the figures matched",No,Yes,N02,3,Kilogram,,On Foot,,0,1440,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1609,209080880192,Panel A,1,20908088,GROUNDNUT CG7,,1,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,Kilogram,,On Foot,,0,160,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1623,209080880198,Panel A,1,20908088,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Preference for traditional variety,
1623,209080880198,Panel A,1,20908088,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N02,20,Kilogram,,On Foot,,0,2600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1623,209080880198,Panel A,1,20908088,GROUNDNUT CG7,,4,Kilogram,,"Yes, the figures matched",No,Yes,N03,4,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1593,209081190042,Panel A,1,20908119,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1591,209081190062,Panel A,1,20908119,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1591,209081190062,Panel A,1,20908119,RICE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
1591,209081190062,Panel A,1,20908119,MAIZE HYBRID,,3,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
1591,209081190062,Panel A,1,20908119,NKHWANI,,1,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Kilogram,,Advice from fellow farmer,
1573,209081190063,Panel A,1,20908119,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1573,209081190063,Panel A,1,20908119,OTHER (SPECIFY),COWPEAS,500,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,500,Gram,,N04,,0,No,,,,Preference for traditional variety,
1573,209081190063,Panel A,1,20908119,RICE FAYA,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,10 kg bag,,Preference for traditional variety,
1573,209081190063,Panel A,1,20908119,NKHWANI,,50,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Gram,,Preference for traditional variety,
1595,209081190089,Panel A,1,20908119,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,10 kg bag,,N01,,0,No,,,,Preference for traditional variety,
1595,209081190089,Panel A,1,20908119,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,5 kg bag,,Improved variety is too expensive,
1595,209081190089,Panel A,1,20908119,TOBACCO BURLEY,,70,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,70,Gram,,Improved variety is too expensive,
1597,209081190095,Panel A,1,20908119,BEANS,,3,Kilogram,,"Yes, the figures matched",No,Yes,N04,3,Kilogram,,Bicycle Taxi,,100,240,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1597,209081190095,Panel A,1,20908119,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1597,209081190095,Panel A,1,20908119,TOBACCO BURLEY,,1,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1569,209081190116,Panel A,1,20908119,NKHWANI,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1569,209081190116,Panel A,1,20908119,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Gram,,Improved variety is too expensive,
1569,209081190116,Panel A,1,20908119,MAIZE HYBRID,,4,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1569,209081190116,Panel A,1,20908119,TOBACCO BURLEY,,50,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Gram,,Advice from fellow farmer,
1571,209081190156,Panel A,1,20908119,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N02,,0,No,,,,Improved variety is too expensive,
1571,209081190156,Panel A,1,20908119,NKHWANI,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Kilogram,,N02,,0,No,,,,Improved variety is too expensive,
1571,209081190156,Panel A,1,20908119,GROUNDNUT CHALIMBANA,,2,Kilogram,,"Yes, the figures matched",No,Yes,N01,2,Kilogram,,Bicycle Taxi,,100,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1589,209081190189,Panel A,1,20908119,MAIZE HYBRID,,5,Kilogram,,"Yes, the figures matched",No,Yes,N03,1,5 kg bag,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1589,209081190189,Panel A,1,20908119,MAIZE LOCAL,,7,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1589,209081190189,Panel A,1,20908119,GROUNDNUT CG7,,1,Kilogram,,"Yes, the figures matched",No,Yes,N04,1,Kilogram,,On Foot,,0,150,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1575,209081190229,Panel A,1,20908119,TOBACCO BURLEY,,1,Kilogram,,"Yes, the figures matched",No,Yes,N04,1,Kilogram,,Own Bicycle or Oxcart,,100,400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1575,209081190229,Panel A,1,20908119,RICE LOCAL,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,28,Kilogram,,Preference for traditional variety,
1575,209081190229,Panel A,1,20908119,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1575,209081190229,Panel A,1,20908119,GROUNDNUT CHALIMBANA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
1587,209081190230,Panel A,1,20908119,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1587,209081190230,Panel A,1,20908119,RICE FAYA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
1587,209081190230,Panel A,1,20908119,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,Yes,N02,10,Kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1585,209081190235,Panel A,1,20908119,RICE LOCAL,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,2 kg bag,,Improved variety is too expensive,
1585,209081190235,Panel A,1,20908119,MAIZE LOCAL,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Improved variety is too expensive,
1585,209081190235,Panel A,1,20908119,GROUNDNUT CHALIMBANA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Improved variety is too expensive,
1583,209081190269,Panel A,1,20908119,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1583,209081190269,Panel A,1,20908119,RICE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
1579,209081190279,Panel A,1,20908119,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,2,10 kg bag,,Bicycle Taxi,,100,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1579,209081190279,Panel A,1,20908119,RICE LOCAL,,4,Kilogram,,"Yes, the figures matched",No,Yes,N01,4,Kilogram,,Bicycle Taxi,,0,130,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1579,209081190279,Panel A,1,20908119,TOBACCO BURLEY,,6,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,Gram,,N02,,0,No,,,,Improved variety is too expensive,
1579,209081190279,Panel A,1,20908119,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,Yes,N01,2,10 kg bag,,Bicycle Taxi,,100,1500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1577,209081190303,Panel A,1,20908119,MAIZE HYBRID RECYCLED,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,10,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1581,209081190307,Panel A,1,20908119,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1581,209081190307,Panel A,1,20908119,RICE FAYA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Advice from fellow farmer,
1599,209081190318,Panel A,1,20908119,GROUNDNUT CG7,,4,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Kilogram,,Advice from fellow farmer,
