HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c07a,hh_c07a_os,hh_c07b,hh_c07b_os,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c14_os,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c21,hh_c21_os,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
1394,208010460171,Panel B,2,139402,2,20801046,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,3,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,4000,0,0,0,0,0,20,4020
1394,208010460171,Panel B,2,139403,3,20801046,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std6,None,4,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,4000,0,0,0,0,0,20,4020
1388,208010460174,Panel B,2,138801,1,20801046,1,,Another HH Member,2,Yes,No,Yes,,,,,std2,None,7,No,,No,No money for fees/ uniform,,1981,,,,,,,,,,,,,,,,,,
1388,208010460174,Panel B,2,138802,2,20801046,2,,Self-reported,,No,No,No,Parents didn't let me in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,208010460174,Panel B,2,138803,3,20801046,3,,Another HH Member,2,Yes,No,Yes,,,,,std6,None,7,Yes,std6,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,0,0,0,0,0,0,30,30
1388,208010460174,Panel B,2,138804,4,20801046,4,,Another HH Member,2,Yes,No,Yes,,,,,std5,None,7,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,0,0,0,0,0,0,30,30
1388,208010460174,Panel B,2,138805,5,20801046,5,,Another HH Member,2,No,No,Yes,,,,,std3,None,8,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,0,0,0,0,0,0,30,30
1388,208010460174,Panel B,2,138806,6,20801046,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,208010460174,Panel B,2,138807,7,20801046,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,208010460178,Panel B,2,139801,1,20801046,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,208010460178,Panel B,2,139802,2,20801046,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,208010460178,Panel B,2,139803,3,20801046,3,,Another HH Member,2,Yes,No,Yes,,,,,std5,None,7,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,200,0,0,0,0,0,60,260
1398,208010460178,Panel B,2,139804,4,20801046,4,,Another HH Member,2,Yes,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,200,0,0,0,0,0,60,260
1398,208010460178,Panel B,2,139805,5,20801046,5,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,75,0,0,0,0,0,60,135
1398,208010460178,Panel B,2,139806,6,20801046,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,208010460211,Panel B,2,138401,1,20801046,1,,Self-reported,,No,No,No,Illness or Disablity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,208010460212,Panel B,2,139201,1,20801046,1,,Another HH Member,2,Yes,No,Yes,,,,,std7,None,10,No,,No,No money for fees/ uniform,,1987,,,,,,,,,,,,,,,,,,
1392,208010460212,Panel B,2,139202,2,20801046,2,,Self-reported,,Yes,No,Yes,,,,,std7,None,10,No,,No,Other (specify),DISCOURAGED BECAUSE NOT DOING WELL,1996,,,,,,,,,,,,,,,,,,
1392,208010460212,Panel B,2,139203,3,20801046,3,,Another HH Member,2,No,No,Yes,,,,,std1,None,8,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,0,0,0,0,0,0,0,0
1392,208010460212,Panel B,2,139204,4,20801046,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,208010460212,Panel B,2,139205,5,20801046,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,208010460225,Panel B,2,137601,1,20801046,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,208010460225,Panel B,2,137602,2,20801046,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,208010460225,Panel B,2,137603,3,20801046,3,,Another HH Member,2,No,No,Yes,,,,,std1,None,7,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,0,0,0,0,0,0,30,30
1376,208010460225,Panel B,2,137604,4,20801046,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,10,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,0,250,0,0,0,0,30,280
1376,208010460225,Panel B,2,137605,5,20801046,5,,Another HH Member,2,Yes,Yes,Yes,,,,,form3,JCE,8,No,,No,No money for fees/ uniform,,2008,,,,,,,,,,,,,,,,,,
1370,208010460235,Panel B,2,137002,2,20801046,2,,Self-reported,,Yes,No,Yes,,,,,std4,None,6,No,,No,No money for fees/ uniform,,1970,,,,,,,,,,,,,,,,,,
1370,208010460235,Panel B,2,137004,4,20801046,4,,Another HH Member,2,No,No,Yes,,,,,std2,None,6,No,,No,"Not interested, lazy",,2005,,,,,,,,,,,,,,,,,,
1390,208010460237,Panel B,2,139001,1,20801046,1,,Self-reported,,Yes,No,Yes,,,,,form2,JCE,6,No,,No,Illness or disability,,1998,,,,,,,,,,,,,,,,,,
1390,208010460237,Panel B,2,139002,2,20801046,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,No money for fees/ uniform,,1995,,,,,,,,,,,,,,,,,,
1390,208010460237,Panel B,2,139003,3,20801046,3,,Another HH Member,1,Yes,No,Yes,,,,,std5,None,6,Yes,std4,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,200,300,0,0,0,60,0,560
1390,208010460237,Panel B,2,139004,4,20801046,4,,Another HH Member,1,No,No,Yes,,,,,std1,None,6,No,,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,0,0,0,0,0,20,0,20
1390,208010460237,Panel B,2,139005,5,20801046,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,208010460248,Panel B,2,137401,1,20801046,1,,Self-reported,,Yes,No,Yes,,,,,std4,None,9,No,,No,No money for fees/ uniform,,1952,,,,,,,,,,,,,,,,,,
1374,208010460248,Panel B,2,137403,3,20801046,3,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,6,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,600,600,0,0,0,0,10,1210
1374,208010460248,Panel B,2,137404,4,20801046,4,,Another HH Member,1,No,No,Yes,,,,,std1,None,9,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,40,0,0,0,0,0,10,50
1418,208020190002,Panel B,2,141801,1,20802019,1,,Self-reported,,Yes,No,Yes,,,,,std4,None,4,No,,No,No money for fees/ uniform,,2004,,,,,,,,,,,,,,,,,,
1418,208020190002,Panel B,2,141802,2,20802019,2,,Another HH Member,1,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,208020190002,Panel B,2,141803,3,20802019,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,208020190010,Panel B,2,141201,1,20802019,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,208020190010,Panel B,2,141202,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std3,None,8,No,,No,Had to work or help at home,,2002,,,,,,,,,,,,,,,,,,
1412,208020190010,Panel B,2,141203,3,20802019,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,208020190052,Panel B,2,142201,1,20802019,1,,Another HH Member,2,No,No,No,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,208020190052,Panel B,2,142202,2,20802019,2,,Another HH Member,1,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,208020190067,Panel B,2,140401,1,20802019,1,,Self-reported,,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,208020190067,Panel B,2,140402,2,20802019,2,,Another HH Member,1,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,208020190067,Panel B,2,140403,3,20802019,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,208020190067,Panel B,2,140404,4,20802019,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,208020190081,Panel B,2,140001,1,20802019,1,,Self-reported,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,208020190081,Panel B,2,140002,2,20802019,2,,Another HH Member,1,Yes,No,Yes,No money for fees/uniform,,,,std3,None,8,No,,No,No money for fees/ uniform,,1954,,,,,,,,,,,,,,,,,,
1400,208020190081,Panel B,2,140003,3,20802019,3,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,7,No,,No,Illness or disability,,2006,,,,,,,,,,,,,,,,,,
1400,208020190081,Panel B,2,140004,4,20802019,4,,Another HH Member,1,No,No,No,School too far from Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,208020190096,Panel B,2,141001,1,20802019,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,208020190096,Panel B,2,141002,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std1,None,7,No,,No,"Not interested, lazy",,1992,,,,,,,,,,,,,,,,,,
1410,208020190096,Panel B,2,141003,3,20802019,3,,Another HH Member,2,No,No,Yes,,,,,std1,None,5,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,0,0,0,0,0,0,0,0
1410,208020190096,Panel B,2,141004,4,20802019,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,208020190104,Panel B,2,143001,1,20802019,1,,Another HH Member,2,Yes,No,Yes,,,,,std5,None,7,No,,No,Found work,,2003,,,,,,,,,,,,,,,,,,
1430,208020190104,Panel B,2,143002,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std4,None,8,No,,No,Other (specify),LACK OF KNOWLEDGE,2004,,,,,,,,,,,,,,,,,,
1430,208020190104,Panel B,2,143003,3,20802019,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,208020190125,Panel B,2,141601,1,20802019,1,,Self-reported,,No,No,Yes,,,,,std1,None,8,No,,No,No money for fees/ uniform,,1985,,,,,,,,,,,,,,,,,,
1416,208020190125,Panel B,2,141602,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std1,None,8,No,,No,No money for fees/ uniform,,1984,,,,,,,,,,,,,,,,,,
1416,208020190125,Panel B,2,141603,3,20802019,3,,Another HH Member,1,No,No,No,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,208020190125,Panel B,2,141604,4,20802019,4,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,208020190125,Panel B,2,141605,5,20802019,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,208020190139,Panel B,2,142001,1,20802019,1,,Self-reported,,Yes,No,Yes,,,,,std5,None,8,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
1420,208020190139,Panel B,2,142002,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std2,None,10,No,,No,Had to work or help at home,,2000,,,,,,,,,,,,,,,,,,
1420,208020190139,Panel B,2,142003,3,20802019,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,208020190139,Panel B,2,142004,4,20802019,4,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,208020190154,Panel B,2,142601,1,20802019,1,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,208020190154,Panel B,2,142602,2,20802019,2,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,7,No,,No,No money for fees/ uniform,,1989,,,,,,,,,,,,,,,,,,
1426,208020190154,Panel B,2,142603,3,20802019,3,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,8,Yes,std7,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,600,350,0,0,0,150,0,1100
1426,208020190154,Panel B,2,142604,4,20802019,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,500,0,0,0,0,150,0,650
1426,208020190154,Panel B,2,142605,5,20802019,5,,Another HH Member,1,No,No,Yes,,,,,std1,None,7,No,,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,50,0,0,0,0,100,0,150
1426,208020190154,Panel B,2,142606,6,20802019,6,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,208020190168,Panel B,2,140801,1,20802019,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,208020190168,Panel B,2,140802,2,20802019,2,,Self-reported,,No,No,No,Parents didn't let me in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,208020190168,Panel B,2,140803,3,20802019,3,,Another HH Member,2,No,No,Yes,,,,,std3,None,8,Yes,std2,Yes,,,,Church/ Mission School,Day scholar,Foot,15,Minute,No,,,0,0,100,350,0,0,0,450,0,900
1408,208020190168,Panel B,2,140804,4,20802019,4,,Another HH Member,2,No,No,Yes,,,,,std2,None,7,Yes,std1,Yes,,,,Church/ Mission School,Day scholar,Foot,15,Minute,Yes,Help needed at home,,0,0,100,0,0,0,0,450,0,550
1408,208020190168,Panel B,2,140805,5,20802019,5,,Another HH Member,2,No,No,Yes,,,,,std1,None,9,No,,Yes,,,,Church/ Mission School,Day scholar,Foot,15,Minute,No,,,0,0,100,0,0,0,0,150,0,250
1408,208020190168,Panel B,2,140806,6,20802019,6,,Another HH Member,2,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,208020190168,Panel B,2,140807,7,20802019,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,208020190212,Panel B,2,140601,1,20802019,1,,Another HH Member,2,No,No,Yes,,,,,std3,None,11,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
1406,208020190212,Panel B,2,140602,2,20802019,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,208020190212,Panel B,2,140603,3,20802019,3,,Another HH Member,2,No,No,Yes,,,,,std2,None,5,Yes,std1,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,60,350,0,0,0,0,0,410
1406,208020190212,Panel B,2,140604,4,20802019,4,,Another HH Member,2,No,No,Yes,,,,,std5,None,8,Yes,std4,Yes,,,,Church/ Mission School,Day scholar,Foot,10,Minute,No,,,0,0,150,350,0,0,0,0,600,1100
1414,208020190226,Panel B,2,141401,1,20802019,1,,Self-reported,,Yes,No,Yes,,,,,std3,None,11,No,,No,No money for fees/ uniform,,1956,,,,,,,,,,,,,,,,,,
1414,208020190226,Panel B,2,141402,2,20802019,2,,Another HH Member,1,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,208020190226,Panel B,2,141403,3,20802019,3,,Another HH Member,1,No,No,Yes,,,,,std2,None,8,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,90,220,0,0,0,0,50,360
1414,208020190226,Panel B,2,141404,4,20802019,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,8,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,150,340,0,0,0,0,100,590
1414,208020190226,Panel B,2,141405,5,20802019,5,,Another HH Member,1,No,No,Yes,,,,,std1,None,7,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,10,0,0,0,0,0,50,60
1414,208020190226,Panel B,2,141406,6,20802019,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,208020190241,Panel B,2,140201,1,20802019,1,,Another HH Member,2,No,No,Yes,,,,,std2,None,9,No,,No,No money for fees/ uniform,,1977,,,,,,,,,,,,,,,,,,
1402,208020190241,Panel B,2,140202,2,20802019,2,,Self-reported,,No,No,Yes,,,,,std1,None,8,No,,No,Other (specify),LACK OF KNOWLEDGE,1980,,,,,,,,,,,,,,,,,,
1402,208020190241,Panel B,2,140203,3,20802019,3,,Another HH Member,2,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,208020190241,Panel B,2,140204,4,20802019,4,,Another HH Member,2,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,208020190255,Panel B,2,142801,1,20802019,1,,Self-reported,,No,No,No,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,208020190255,Panel B,2,142802,2,20802019,2,,Another HH Member,1,No,No,No,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,208020190255,Panel B,2,142803,3,20802019,3,,Another HH Member,1,No,No,Yes,,,,,std3,None,9,Yes,std2,Yes,,,,Church/ Mission School,Day scholar,Foot,20,Minute,No,,,0,0,0,300,0,0,0,0,50,350
1428,208020190255,Panel B,2,142804,4,20802019,4,,Another HH Member,1,No,No,Yes,,,,,std2,None,7,Yes,std1,Yes,,,,Church/ Mission School,Day scholar,Foot,20,Minute,No,,,0,0,0,300,0,0,0,0,50,350
1428,208020190255,Panel B,2,142805,5,20802019,5,,Another HH Member,1,No,No,Yes,,,,,std1,None,5,No,,Yes,,,,Church/ Mission School,Day scholar,Foot,20,Minute,No,,,0,0,0,300,0,0,0,0,50,350
1424,208020190270,Panel B,2,142401,1,20802019,1,,Self-reported,,Yes,No,Yes,,,,,std8,None,10,No,,No,No money for fees/ uniform,,1986,,,,,,,,,,,,,,,,,,
1424,208020190270,Panel B,2,142402,2,20802019,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,7,No,,No,Illness or disability,,2007,,,,,,,,,,,,,,,,,,
1424,208020190270,Panel B,2,142403,3,20802019,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,6,No,,No,No money for fees/ uniform,,2009,,,,,,,,,,,,,,,,,,
1424,208020190270,Panel B,2,142404,4,20802019,4,,Self-reported,,Yes,No,Yes,,,,,std8,PSLC,6,No,,No,No money for fees/ uniform,,2009,,,,,,,,,,,,,,,,,,
1424,208020190270,Panel B,2,142405,5,20802019,5,,Another HH Member,1,Yes,No,Yes,,,,,std8,PSLC,6,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,5,Minute,No,,,0,0,600,0,0,0,0,0,20,620
1424,208020190270,Panel B,2,142406,6,20802019,6,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,5,Minute,No,,,0,0,0,0,0,0,0,0,20,20
1440,208031560016,Panel B,2,144001,1,20803156,1,,Self-reported,,Yes,No,Yes,,,,,std8,PSLC,6,No,,No,Had to work or help at home,,1960,,,,,,,,,,,,,,,,,,
1440,208031560016,Panel B,2,144002,2,20803156,2,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,8,Yes,std6,No,"Not interested, lazy",,2010,,,,,,,,,0,0,0,600,0,0,0,0,0,600
1440,208031560016,Panel B,2,144004,4,20803156,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,Yes,Other (specify),"NOT INTERESTED, LAZY",0,0,0,400,0,0,0,0,0,400
1440,208031560016,Panel B,2,144005,5,20803156,5,,Another HH Member,1,No,No,Yes,,,,,std2,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,Yes,Other (specify),"NOT INTERESTED, LAZY",0,0,0,400,0,0,0,0,0,400
1460,208031560034,Panel B,2,146001,1,20803156,1,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,208031560034,Panel B,2,146002,2,20803156,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,208031560034,Panel B,2,146003,3,20803156,3,,Another HH Member,2,No,No,Yes,,,,,std1,None,11,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,120,0,0,0,0,0,0,120
1460,208031560034,Panel B,2,146004,4,20803156,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,7,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,60,200,0,0,0,0,0,260
1460,208031560034,Panel B,2,146005,5,20803156,5,,Another HH Member,2,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,208031560034,Panel B,2,146006,6,20803156,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,208031560052,Panel B,2,144601,1,20803156,1,,Self-reported,,No,No,No,School too far from Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,208031560052,Panel B,2,144602,2,20803156,2,,Another HH Member,1,No,No,No,School too far from Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144401,1,20803156,1,,Self-reported,,No,No,Yes,,,,,std1,None,6,No,,No,School too dangerous for girls,,1996,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144402,2,20803156,2,,Another HH Member,1,Yes,No,Yes,,,,,std2,None,7,No,,No,"Not interested, lazy",,1993,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144403,3,20803156,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144404,4,20803156,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144405,5,20803156,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,208031560087,Panel B,2,144406,6,20803156,6,,Self-reported,,No,No,Yes,,,,,std2,None,7,No,,No,"Not interested, lazy",,2008,,,,,,,,,,,,,,,,,,
1462,208031560105,Panel B,2,146201,1,20803156,1,,Another HH Member,3,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,208031560105,Panel B,2,146202,2,20803156,2,,Another HH Member,3,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,208031560105,Panel B,2,146203,3,20803156,3,,Self-reported,,Yes,No,Yes,,,,,std6,None,8,No,,No,Had to work or help at home,,2005,,,,,,,,,,,,,,,,,,
1434,208031560123,Panel B,2,143401,1,20803156,1,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,208031560123,Panel B,2,143402,2,20803156,2,,Self-reported,,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,208031560123,Panel B,2,143404,4,20803156,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,8,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,0,310,0,0,0,0,100,410
1434,208031560123,Panel B,2,143405,5,20803156,5,,Another HH Member,1,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145401,1,20803156,1,,Another HH Member,2,Yes,No,Yes,,,,,std5,None,7,No,,No,No money for fees/ uniform,,1987,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145402,2,20803156,2,,Self-reported,,No,No,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145403,3,20803156,3,,Another HH Member,2,No,No,Yes,,,,,std2,None,7,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,0,350,0,0,0,0,90,440
1454,208031560159,Panel B,2,145404,4,20803156,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,7,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,0,350,0,0,0,0,90,440
1454,208031560159,Panel B,2,145405,5,20803156,5,,Another HH Member,2,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145406,6,20803156,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145407,7,20803156,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145408,8,20803156,8,,Another HH Member,2,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,208031560159,Panel B,2,145409,9,20803156,9,,Another HH Member,2,Yes,No,Yes,,,,,std6,None,8,No,,No,No money for fees/ uniform,,1956,,,,,,,,,,,,,,,,,,
1432,208031560195,Panel B,2,143201,1,20803156,1,,Self-reported,,No,No,Yes,,,,,std2,None,6,No,,No,"Not interested, lazy",,1990,,,,,,,,,,,,,,,,,,
1432,208031560195,Panel B,2,143202,2,20803156,2,,Another HH Member,1,No,No,Yes,,,,,std1,None,7,No,,No,"Not interested, lazy",,1995,,,,,,,,,,,,,,,,,,
1432,208031560195,Panel B,2,143203,3,20803156,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,208031560195,Panel B,2,143204,4,20803156,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144801,1,20803156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144802,2,20803156,2,,Self-reported,,Yes,No,Yes,,,,,std2,None,6,No,,No,No money for fees/ uniform,,1985,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144803,3,20803156,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144804,4,20803156,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144805,5,20803156,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,208031560212,Panel B,2,144806,6,20803156,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
