HHID,case_id,qx_type,visit,ea_id,ag_t0a,ag_t0a_os,ag_t01,ag_t02,ag_t02_os
1940,301025400094,Panel B,2,30102540,Access to Credit,,NO,,
1940,301025400094,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1940,301025400094,Panel B,2,30102540,Irrigation,,NO,,
1940,301025400094,Panel B,2,30102540,Composting,,YES,Other Farmer (Neighbor/Relative),
1940,301025400094,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1940,301025400094,Panel B,2,30102540,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
1940,301025400094,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1940,301025400094,Panel B,2,30102540,Pit Planting,,YES,Other Farmer (Neighbor/Relative),
1940,301025400094,Panel B,2,30102540,Forestry,,NO,,
1940,301025400094,Panel B,2,30102540,Fishery Production,,NO,,
1940,301025400094,Panel B,2,30102540,Pest Control,,NO,,
1940,301025400094,Panel B,2,30102540,General Animal Care,,NO,,
1962,301025400113,Panel B,2,30102540,Fertilizer Use,,YES,"Electronic Media (TV, Radio, Etc…)",
1962,301025400113,Panel B,2,30102540,Pest Control,,NO,,
1962,301025400113,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1962,301025400113,Panel B,2,30102540,Fishery Production,,NO,,
1962,301025400113,Panel B,2,30102540,Other Specify,,NO,,
1962,301025400113,Panel B,2,30102540,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
1962,301025400113,Panel B,2,30102540,Forestry,,NO,,
1962,301025400113,Panel B,2,30102540,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
1962,301025400113,Panel B,2,30102540,Access to Credit,,NO,,
1962,301025400113,Panel B,2,30102540,Irrigation,,NO,,
1962,301025400113,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1962,301025400113,Panel B,2,30102540,Pit Planting,,YES,"Electronic Media (TV, Radio, Etc…)",
1962,301025400113,Panel B,2,30102540,General Animal Care,,NO,,
1962,301025400113,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1936,301025400123,Panel B,2,30102540,Irrigation,,NO,,
1936,301025400123,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1936,301025400123,Panel B,2,30102540,Fishery Production,,NO,,
1936,301025400123,Panel B,2,30102540,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
1936,301025400123,Panel B,2,30102540,Fertilizer Use,,YES,"Electronic Media (TV, Radio, Etc…)",
1936,301025400123,Panel B,2,30102540,Forestry,,NO,,
1936,301025400123,Panel B,2,30102540,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
1936,301025400123,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1936,301025400123,Panel B,2,30102540,Access to Credit,,NO,,
1936,301025400123,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1936,301025400123,Panel B,2,30102540,General Animal Care,,NO,,
1936,301025400123,Panel B,2,30102540,Pit Planting,,YES,"Electronic Media (TV, Radio, Etc…)",
1936,301025400123,Panel B,2,30102540,Pest Control,,NO,,
1936,301025400123,Panel B,2,30102540,Other Specify,,NO,,
1946,301025400132,Panel B,2,30102540,General Animal Care,,NO,,
1946,301025400132,Panel B,2,30102540,Forestry,,NO,,
1946,301025400132,Panel B,2,30102540,Access to Credit,,NO,,
1946,301025400132,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1946,301025400132,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1946,301025400132,Panel B,2,30102540,Other Specify,,NO,,
1946,301025400132,Panel B,2,30102540,New Seed Varieties,,NO,,
1946,301025400132,Panel B,2,30102540,Composting,,NO,,
1946,301025400132,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1946,301025400132,Panel B,2,30102540,Irrigation,,NO,,
1946,301025400132,Panel B,2,30102540,Fishery Production,,NO,,
1946,301025400132,Panel B,2,30102540,Fertilizer Use,,NO,,
1946,301025400132,Panel B,2,30102540,Pest Control,,NO,,
1946,301025400132,Panel B,2,30102540,Pit Planting,,NO,,
1950,301025400142,Panel B,2,30102540,New Seed Varieties,,NO,,
1950,301025400142,Panel B,2,30102540,Forestry,,NO,,
1950,301025400142,Panel B,2,30102540,General Animal Care,,NO,,
1950,301025400142,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1950,301025400142,Panel B,2,30102540,Pit Planting,,NO,,
1950,301025400142,Panel B,2,30102540,Pest Control,,NO,,
1950,301025400142,Panel B,2,30102540,Access to Credit,,NO,,
1950,301025400142,Panel B,2,30102540,Fertilizer Use,,NO,,
1950,301025400142,Panel B,2,30102540,Fishery Production,,NO,,
1950,301025400142,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1950,301025400142,Panel B,2,30102540,Composting,,NO,,
1950,301025400142,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1950,301025400142,Panel B,2,30102540,Other Specify,,NO,,
1950,301025400142,Panel B,2,30102540,Irrigation,,NO,,
1948,301025400161,Panel B,2,30102540,Pit Planting,,NO,,
1948,301025400161,Panel B,2,30102540,Other Specify,,NO,,
1948,301025400161,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1948,301025400161,Panel B,2,30102540,Fishery Production,,NO,,
1948,301025400161,Panel B,2,30102540,Fertilizer Use,,YES,Village Agricultural Extension Meeting,
1948,301025400161,Panel B,2,30102540,Forestry,,NO,,
1948,301025400161,Panel B,2,30102540,Access to Credit,,NO,,
1948,301025400161,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1948,301025400161,Panel B,2,30102540,Growing/Selling Tobacco,,YES,Village Agricultural Extension Meeting,
1948,301025400161,Panel B,2,30102540,New Seed Varieties,,NO,,
1948,301025400161,Panel B,2,30102540,Pest Control,,NO,,
1948,301025400161,Panel B,2,30102540,Composting,,NO,,
1948,301025400161,Panel B,2,30102540,Irrigation,,NO,,
1948,301025400161,Panel B,2,30102540,General Animal Care,,NO,,
1944,301025400171,Panel B,2,30102540,Forestry,,NO,,
1944,301025400171,Panel B,2,30102540,Fishery Production,,NO,,
1944,301025400171,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1944,301025400171,Panel B,2,30102540,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
1944,301025400171,Panel B,2,30102540,General Animal Care,,NO,,
1944,301025400171,Panel B,2,30102540,Irrigation,,NO,,
1944,301025400171,Panel B,2,30102540,Other Specify,,NO,,
1944,301025400171,Panel B,2,30102540,Pit Planting,,NO,,
1944,301025400171,Panel B,2,30102540,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
1944,301025400171,Panel B,2,30102540,Access to Credit,,NO,,
1944,301025400171,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1944,301025400171,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1944,301025400171,Panel B,2,30102540,Pest Control,,NO,,
1944,301025400171,Panel B,2,30102540,Composting,,YES,Gov. Agricultural Extension Service,
1958,301025400180,Panel B,2,30102540,Pest Control,,NO,,
1958,301025400180,Panel B,2,30102540,Access to Credit,,NO,,
1958,301025400180,Panel B,2,30102540,New Seed Varieties,,NO,,
1958,301025400180,Panel B,2,30102540,Fishery Production,,NO,,
1958,301025400180,Panel B,2,30102540,Other Specify,,NO,,
1958,301025400180,Panel B,2,30102540,Forestry,,NO,,
1958,301025400180,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1958,301025400180,Panel B,2,30102540,Fertilizer Use,,NO,,
1958,301025400180,Panel B,2,30102540,Pit Planting,,NO,,
1958,301025400180,Panel B,2,30102540,General Animal Care,,NO,,
1958,301025400180,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
1958,301025400180,Panel B,2,30102540,Composting,,NO,,
1958,301025400180,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1958,301025400180,Panel B,2,30102540,Irrigation,,NO,,
1952,301025400199,Panel B,2,30102540,Composting,,NO,,
1952,301025400199,Panel B,2,30102540,Forestry,,NO,,
1952,301025400199,Panel B,2,30102540,Pest Control,,NO,,
1952,301025400199,Panel B,2,30102540,Growing/Selling Tobacco,,NO,,
1952,301025400199,Panel B,2,30102540,Other Specify,,NO,,
1952,301025400199,Panel B,2,30102540,Access to Credit,,NO,,
1952,301025400199,Panel B,2,30102540,Pit Planting,,YES,Gov. Agricultural Extension Service,
1952,301025400199,Panel B,2,30102540,General Animal Care,,NO,,
1952,301025400199,Panel B,2,30102540,Fertilizer Use,,NO,,
1952,301025400199,Panel B,2,30102540,Marketing/Crop Sales,,NO,,
1952,301025400199,Panel B,2,30102540,New Seed Varieties,,NO,,
1952,301025400199,Panel B,2,30102540,Fishery Production,,NO,,
1952,301025400199,Panel B,2,30102540,Irrigation,,NO,,
1952,301025400199,Panel B,2,30102540,Animal Diseases / Vaccination,,NO,,
2005,301030740024,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2005,301030740024,Panel A,2,30103074,Fishery Production,,NO,,
2005,301030740024,Panel A,2,30103074,General Animal Care,,NO,,
2005,301030740024,Panel A,2,30103074,Access to Credit,,NO,,
2005,301030740024,Panel A,2,30103074,Pit Planting,,NO,,
2005,301030740024,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2005,301030740024,Panel A,2,30103074,Pest Control,,NO,,
2005,301030740024,Panel A,2,30103074,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
2005,301030740024,Panel A,2,30103074,Forestry,,NO,,
2005,301030740024,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2005,301030740024,Panel A,2,30103074,Composting,,YES,Gov. Agricultural Extension Service,
2005,301030740024,Panel A,2,30103074,Other Specify,,NO,,
2005,301030740024,Panel A,2,30103074,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
2005,301030740024,Panel A,2,30103074,Irrigation,,NO,,
1985,301030740038,Panel A,2,30103074,Pit Planting,,NO,,
1985,301030740038,Panel A,2,30103074,Access to Credit,,NO,,
1985,301030740038,Panel A,2,30103074,Pest Control,,NO,,
1985,301030740038,Panel A,2,30103074,Fertilizer Use,,NO,,
1985,301030740038,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1985,301030740038,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1985,301030740038,Panel A,2,30103074,General Animal Care,,NO,,
1985,301030740038,Panel A,2,30103074,Other Specify,,NO,,
1985,301030740038,Panel A,2,30103074,Irrigation,,NO,,
1985,301030740038,Panel A,2,30103074,Fishery Production,,NO,,
1985,301030740038,Panel A,2,30103074,New Seed Varieties,,NO,,
1985,301030740038,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1985,301030740038,Panel A,2,30103074,Composting,,NO,,
1985,301030740038,Panel A,2,30103074,Forestry,,NO,,
1993,301030740051,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1993,301030740051,Panel A,2,30103074,Pit Planting,,NO,,
1993,301030740051,Panel A,2,30103074,Access to Credit,,NO,,
1993,301030740051,Panel A,2,30103074,Composting,,NO,,
1993,301030740051,Panel A,2,30103074,Pest Control,,NO,,
1993,301030740051,Panel A,2,30103074,Fishery Production,,NO,,
1993,301030740051,Panel A,2,30103074,Forestry,,NO,,
1993,301030740051,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1993,301030740051,Panel A,2,30103074,Fertilizer Use,,NO,,
1993,301030740051,Panel A,2,30103074,New Seed Varieties,,NO,,
1993,301030740051,Panel A,2,30103074,Other Specify,,NO,,
1993,301030740051,Panel A,2,30103074,General Animal Care,,NO,,
1993,301030740051,Panel A,2,30103074,Irrigation,,NO,,
1993,301030740051,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2007,301030740064,Panel A,2,30103074,Forestry,,NO,,
2007,301030740064,Panel A,2,30103074,General Animal Care,,NO,,
2007,301030740064,Panel A,2,30103074,Irrigation,,YES,Gov. Agricultural Extension Service,
2007,301030740064,Panel A,2,30103074,Pit Planting,,NO,,
2007,301030740064,Panel A,2,30103074,Fertilizer Use,,NO,,
2007,301030740064,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2007,301030740064,Panel A,2,30103074,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
2007,301030740064,Panel A,2,30103074,Composting,,YES,Gov. Agricultural Extension Service,
2007,301030740064,Panel A,2,30103074,Fishery Production,,NO,,
2007,301030740064,Panel A,2,30103074,Pest Control,,NO,,
2007,301030740064,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2007,301030740064,Panel A,2,30103074,Access to Credit,,NO,,
2007,301030740064,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2007,301030740064,Panel A,2,30103074,Other Specify,,NO,,
2001,301030740091,Panel A,2,30103074,Fishery Production,,NO,,
2001,301030740091,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2001,301030740091,Panel A,2,30103074,Pest Control,,NO,,
2001,301030740091,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2001,301030740091,Panel A,2,30103074,Pit Planting,,NO,,
2001,301030740091,Panel A,2,30103074,Composting,,NO,,
2001,301030740091,Panel A,2,30103074,Irrigation,,NO,,
2001,301030740091,Panel A,2,30103074,General Animal Care,,NO,,
2001,301030740091,Panel A,2,30103074,Fertilizer Use,,NO,,
2001,301030740091,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2001,301030740091,Panel A,2,30103074,Forestry,,NO,,
2001,301030740091,Panel A,2,30103074,New Seed Varieties,,NO,,
2001,301030740091,Panel A,2,30103074,Access to Credit,,NO,,
2001,301030740091,Panel A,2,30103074,Other Specify,,NO,,
1987,301030740104,Panel A,2,30103074,General Animal Care,,NO,,
1987,301030740104,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1987,301030740104,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1987,301030740104,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1987,301030740104,Panel A,2,30103074,Pit Planting,,NO,,
1987,301030740104,Panel A,2,30103074,Forestry,,NO,,
1987,301030740104,Panel A,2,30103074,Access to Credit,,NO,,
1987,301030740104,Panel A,2,30103074,Pest Control,,NO,,
1987,301030740104,Panel A,2,30103074,New Seed Varieties,,NO,,
1987,301030740104,Panel A,2,30103074,Fishery Production,,NO,,
1987,301030740104,Panel A,2,30103074,Composting,,NO,,
1987,301030740104,Panel A,2,30103074,Irrigation,,NO,,
1987,301030740104,Panel A,2,30103074,Other Specify,,NO,,
1987,301030740104,Panel A,2,30103074,Fertilizer Use,,NO,,
1999,301030740118,Panel A,2,30103074,Irrigation,,NO,,
1999,301030740118,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1999,301030740118,Panel A,2,30103074,Pit Planting,,NO,,
1999,301030740118,Panel A,2,30103074,Other Specify,,NO,,
1999,301030740118,Panel A,2,30103074,General Animal Care,,NO,,
1999,301030740118,Panel A,2,30103074,Fertilizer Use,,NO,,
1999,301030740118,Panel A,2,30103074,New Seed Varieties,,NO,,
1999,301030740118,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1999,301030740118,Panel A,2,30103074,Access to Credit,,NO,,
1999,301030740118,Panel A,2,30103074,Pest Control,,NO,,
1999,301030740118,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1999,301030740118,Panel A,2,30103074,Composting,,NO,,
1999,301030740118,Panel A,2,30103074,Forestry,,NO,,
1999,301030740118,Panel A,2,30103074,Fishery Production,,NO,,
1991,301030740131,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1991,301030740131,Panel A,2,30103074,Composting,,NO,,
1991,301030740131,Panel A,2,30103074,General Animal Care,,NO,,
1991,301030740131,Panel A,2,30103074,Fishery Production,,NO,,
1991,301030740131,Panel A,2,30103074,Other Specify,,NO,,
1991,301030740131,Panel A,2,30103074,Pest Control,,NO,,
1991,301030740131,Panel A,2,30103074,Fertilizer Use,,NO,,
1991,301030740131,Panel A,2,30103074,Pit Planting,,NO,,
1991,301030740131,Panel A,2,30103074,Access to Credit,,NO,,
1991,301030740131,Panel A,2,30103074,New Seed Varieties,,NO,,
1991,301030740131,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1991,301030740131,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1991,301030740131,Panel A,2,30103074,Irrigation,,NO,,
1991,301030740131,Panel A,2,30103074,Forestry,,NO,,
1989,301030740158,Panel A,2,30103074,Irrigation,,NO,,
1989,301030740158,Panel A,2,30103074,General Animal Care,,NO,,
1989,301030740158,Panel A,2,30103074,Pest Control,,NO,,
1989,301030740158,Panel A,2,30103074,Pit Planting,,NO,,
1989,301030740158,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1989,301030740158,Panel A,2,30103074,Other Specify,,NO,,
1989,301030740158,Panel A,2,30103074,Fishery Production,,NO,,
1989,301030740158,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1989,301030740158,Panel A,2,30103074,Composting,,NO,,
1989,301030740158,Panel A,2,30103074,Growing/Selling Tobacco,,YES,Gov. Agricultural Extension Service,
1989,301030740158,Panel A,2,30103074,Forestry,,NO,,
1989,301030740158,Panel A,2,30103074,Fertilizer Use,,NO,,
1989,301030740158,Panel A,2,30103074,Access to Credit,,NO,,
1989,301030740158,Panel A,2,30103074,New Seed Varieties,,NO,,
2013,301030740171,Panel A,2,30103074,Fishery Production,,NO,,
2013,301030740171,Panel A,2,30103074,Pit Planting,,NO,,
2013,301030740171,Panel A,2,30103074,New Seed Varieties,,NO,,
2013,301030740171,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2013,301030740171,Panel A,2,30103074,Composting,,NO,,
2013,301030740171,Panel A,2,30103074,Forestry,,NO,,
2013,301030740171,Panel A,2,30103074,General Animal Care,,NO,,
2013,301030740171,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2013,301030740171,Panel A,2,30103074,Pest Control,,NO,,
2013,301030740171,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2013,301030740171,Panel A,2,30103074,Irrigation,,NO,,
2013,301030740171,Panel A,2,30103074,Fertilizer Use,,NO,,
2013,301030740171,Panel A,2,30103074,Access to Credit,,NO,,
2013,301030740171,Panel A,2,30103074,Other Specify,,NO,,
2015,301030740184,Panel A,2,30103074,Pest Control,,NO,,
2015,301030740184,Panel A,2,30103074,Other Specify,,NO,,
2015,301030740184,Panel A,2,30103074,New Seed Varieties,,NO,,
2015,301030740184,Panel A,2,30103074,Fishery Production,,NO,,
2015,301030740184,Panel A,2,30103074,General Animal Care,,NO,,
2015,301030740184,Panel A,2,30103074,Forestry,,NO,,
2015,301030740184,Panel A,2,30103074,Access to Credit,,NO,,
2015,301030740184,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2015,301030740184,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2015,301030740184,Panel A,2,30103074,Irrigation,,NO,,
2015,301030740184,Panel A,2,30103074,Pit Planting,,NO,,
2015,301030740184,Panel A,2,30103074,Fertilizer Use,,NO,,
2015,301030740184,Panel A,2,30103074,Composting,,NO,,
2015,301030740184,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2011,301030740198,Panel A,2,30103074,Pest Control,,NO,,
2011,301030740198,Panel A,2,30103074,Composting,,NO,,
2011,301030740198,Panel A,2,30103074,Irrigation,,NO,,
2011,301030740198,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2011,301030740198,Panel A,2,30103074,Fishery Production,,NO,,
2011,301030740198,Panel A,2,30103074,Fertilizer Use,,NO,,
2011,301030740198,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2011,301030740198,Panel A,2,30103074,New Seed Varieties,,NO,,
2011,301030740198,Panel A,2,30103074,General Animal Care,,NO,,
2011,301030740198,Panel A,2,30103074,Pit Planting,,NO,,
2011,301030740198,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2011,301030740198,Panel A,2,30103074,Forestry,,NO,,
2011,301030740198,Panel A,2,30103074,Access to Credit,,NO,,
2011,301030740198,Panel A,2,30103074,Other Specify,,NO,,
1995,301030740224,Panel A,2,30103074,Access to Credit,,YES,Private Agricultural Extension Service,
1995,301030740224,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1995,301030740224,Panel A,2,30103074,New Seed Varieties,,YES,Private Agricultural Extension Service,
1995,301030740224,Panel A,2,30103074,Other Specify,,NO,,
1995,301030740224,Panel A,2,30103074,Fertilizer Use,,YES,Private Agricultural Extension Service,
1995,301030740224,Panel A,2,30103074,Composting,,NO,,
1995,301030740224,Panel A,2,30103074,Fishery Production,,NO,,
1995,301030740224,Panel A,2,30103074,Pit Planting,,NO,,
1995,301030740224,Panel A,2,30103074,Forestry,,NO,,
1995,301030740224,Panel A,2,30103074,Growing/Selling Tobacco,,YES,Private Agricultural Extension Service,
1995,301030740224,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1995,301030740224,Panel A,2,30103074,Pest Control,,NO,,
1995,301030740224,Panel A,2,30103074,Irrigation,,NO,,
1995,301030740224,Panel A,2,30103074,General Animal Care,,NO,,
2003,301030740238,Panel A,2,30103074,General Animal Care,,NO,,
2003,301030740238,Panel A,2,30103074,Forestry,,NO,,
2003,301030740238,Panel A,2,30103074,New Seed Varieties,,NO,,
2003,301030740238,Panel A,2,30103074,Fishery Production,,NO,,
2003,301030740238,Panel A,2,30103074,Irrigation,,NO,,
2003,301030740238,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2003,301030740238,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2003,301030740238,Panel A,2,30103074,Composting,,NO,,
2003,301030740238,Panel A,2,30103074,Fertilizer Use,,NO,,
2003,301030740238,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2003,301030740238,Panel A,2,30103074,Pest Control,,NO,,
2003,301030740238,Panel A,2,30103074,Access to Credit,,NO,,
2003,301030740238,Panel A,2,30103074,Other Specify,,NO,,
2003,301030740238,Panel A,2,30103074,Pit Planting,,NO,,
1997,301030740251,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
1997,301030740251,Panel A,2,30103074,Other Specify,,NO,,
1997,301030740251,Panel A,2,30103074,Composting,,NO,,
1997,301030740251,Panel A,2,30103074,Fertilizer Use,,NO,,
1997,301030740251,Panel A,2,30103074,Pit Planting,,NO,,
1997,301030740251,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
1997,301030740251,Panel A,2,30103074,Irrigation,,NO,,
1997,301030740251,Panel A,2,30103074,New Seed Varieties,,NO,,
1997,301030740251,Panel A,2,30103074,Fishery Production,,NO,,
1997,301030740251,Panel A,2,30103074,Forestry,,NO,,
1997,301030740251,Panel A,2,30103074,Access to Credit,,NO,,
1997,301030740251,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
1997,301030740251,Panel A,2,30103074,Pest Control,,NO,,
1997,301030740251,Panel A,2,30103074,General Animal Care,,NO,,
2009,301030740278,Panel A,2,30103074,Pit Planting,,NO,,
2009,301030740278,Panel A,2,30103074,Other Specify,,NO,,
2009,301030740278,Panel A,2,30103074,Pest Control,,NO,,
2009,301030740278,Panel A,2,30103074,Growing/Selling Tobacco,,NO,,
2009,301030740278,Panel A,2,30103074,Marketing/Crop Sales,,NO,,
2009,301030740278,Panel A,2,30103074,Access to Credit,,NO,,
2009,301030740278,Panel A,2,30103074,Irrigation,,NO,,
2009,301030740278,Panel A,2,30103074,Composting,,NO,,
2009,301030740278,Panel A,2,30103074,Animal Diseases / Vaccination,,NO,,
2009,301030740278,Panel A,2,30103074,Fertilizer Use,,NO,,
2009,301030740278,Panel A,2,30103074,New Seed Varieties,,NO,,
2009,301030740278,Panel A,2,30103074,Fishery Production,,NO,,
2009,301030740278,Panel A,2,30103074,General Animal Care,,NO,,
2009,301030740278,Panel A,2,30103074,Forestry,,NO,,
1976,301047080010,Panel B,2,30104708,Pest Control,,NO,,
1976,301047080010,Panel B,2,30104708,Irrigation,,NO,,
1976,301047080010,Panel B,2,30104708,General Animal Care,,NO,,
1976,301047080010,Panel B,2,30104708,Growing/Selling Tobacco,,NO,,
1976,301047080010,Panel B,2,30104708,Marketing/Crop Sales,,NO,,
1976,301047080010,Panel B,2,30104708,Fertilizer Use,,NO,,
1976,301047080010,Panel B,2,30104708,New Seed Varieties,,NO,,
1976,301047080010,Panel B,2,30104708,Access to Credit,,NO,,
1976,301047080010,Panel B,2,30104708,Other Specify,,NO,,
1976,301047080010,Panel B,2,30104708,Forestry,,NO,,
1976,301047080010,Panel B,2,30104708,Pit Planting,,NO,,
1976,301047080010,Panel B,2,30104708,Fishery Production,,NO,,
1976,301047080010,Panel B,2,30104708,Composting,,NO,,
1976,301047080010,Panel B,2,30104708,Animal Diseases / Vaccination,,NO,,
1980,301047080023,Panel B,2,30104708,Irrigation,,NO,,
1980,301047080023,Panel B,2,30104708,Fishery Production,,NO,,
1980,301047080023,Panel B,2,30104708,Other Specify,,NO,,
1980,301047080023,Panel B,2,30104708,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
1980,301047080023,Panel B,2,30104708,Growing/Selling Tobacco,,NO,,
1980,301047080023,Panel B,2,30104708,Animal Diseases / Vaccination,,NO,,
1980,301047080023,Panel B,2,30104708,General Animal Care,,NO,,
1980,301047080023,Panel B,2,30104708,Marketing/Crop Sales,,NO,,
1980,301047080023,Panel B,2,30104708,Forestry,,NO,,
1980,301047080023,Panel B,2,30104708,Pest Control,,NO,,
1980,301047080023,Panel B,2,30104708,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
1980,301047080023,Panel B,2,30104708,Composting,,NO,,
1980,301047080023,Panel B,2,30104708,Pit Planting,,NO,,
1980,301047080023,Panel B,2,30104708,Access to Credit,,NO,,
1970,301047080037,Panel B,2,30104708,Composting,,NO,,
1970,301047080037,Panel B,2,30104708,Pit Planting,,NO,,
1970,301047080037,Panel B,2,30104708,Other Specify,,NO,,
1970,301047080037,Panel B,2,30104708,Growing/Selling Tobacco,,NO,,
1970,301047080037,Panel B,2,30104708,Fertilizer Use,,NO,,
1970,301047080037,Panel B,2,30104708,Access to Credit,,NO,,
1970,301047080037,Panel B,2,30104708,New Seed Varieties,,NO,,
1970,301047080037,Panel B,2,30104708,General Animal Care,,NO,,
1970,301047080037,Panel B,2,30104708,Forestry,,NO,,
1970,301047080037,Panel B,2,30104708,Marketing/Crop Sales,,NO,,
1970,301047080037,Panel B,2,30104708,Animal Diseases / Vaccination,,NO,,
1970,301047080037,Panel B,2,30104708,Irrigation,,NO,,
1970,301047080037,Panel B,2,30104708,Fishery Production,,NO,,
1970,301047080037,Panel B,2,30104708,Pest Control,,NO,,
1984,301047080062,Panel B,2,30104708,Pit Planting,,NO,,
1984,301047080062,Panel B,2,30104708,Fertilizer Use,,NO,,
1984,301047080062,Panel B,2,30104708,Access to Credit,,NO,,
1984,301047080062,Panel B,2,30104708,General Animal Care,,NO,,
1984,301047080062,Panel B,2,30104708,Forestry,,NO,,
1984,301047080062,Panel B,2,30104708,Pest Control,,NO,,
1984,301047080062,Panel B,2,30104708,Animal Diseases / Vaccination,,NO,,
1984,301047080062,Panel B,2,30104708,New Seed Varieties,,NO,,
1984,301047080062,Panel B,2,30104708,Fishery Production,,NO,,
1984,301047080062,Panel B,2,30104708,Growing/Selling Tobacco,,NO,,
1984,301047080062,Panel B,2,30104708,Irrigation,,NO,,
1984,301047080062,Panel B,2,30104708,Composting,,NO,,
1984,301047080062,Panel B,2,30104708,Marketing/Crop Sales,,NO,,
1984,301047080062,Panel B,2,30104708,Other Specify,,NO,,
1978,301047080065,Panel B,2,30104708,Animal Diseases / Vaccination,,NO,,
1978,301047080065,Panel B,2,30104708,Growing/Selling Tobacco,,NO,,
1978,301047080065,Panel B,2,30104708,New Seed Varieties,,NO,,
