HHID,case_id,qx_type,visit,ea_id,ag_d00,ag_d01,ag_d02,ag_d03,ag_d03_os,ag_d04a,ag_d04b,ag_d05,ag_d06,ag_d10a,ag_d10b,ag_d10c,ag_d10c_os,ag_d10d,ag_d11a,ag_d11b,ag_d11c,ag_d11d,ag_d12,ag_d12_os,ag_d13a,ag_d13b,ag_d14,ag_d14_os,ag_d18a,ag_d18b,ag_d18c,ag_d18c_os,ag_d18d,ag_d19a,ag_d19b,ag_d19c,ag_d19d,ag_d20a,ag_d20b,ag_d20c,ag_d20d,ag_d20e,ag_d21,ag_d21_os,ag_d22,ag_d23,ag_d24a,ag_d24a_os,ag_d24b,ag_d24b_os,ag_d25a,ag_d25a_os,ag_d25b,ag_d25b_os,ag_d26,ag_d27,ag_d28a,ag_d28a_os,ag_d28b,ag_d28b_os,ag_d29,ag_d29_os,ag_d30,ag_d30_os,ag_d31,ag_d32,ag_d33,ag_d34a,ag_d34a_os,ag_d34b,ag_d34b_os,ag_d35,ag_d36,ag_d37a,ag_d37b,ag_d37b_os,ag_d38,ag_d39a,ag_d39a_os,ag_d39b,ag_d39c,ag_d39c_os,ag_d39d,ag_d39e,ag_d39f,ag_d39f_os,ag_d39g,ag_d39h,ag_d39h_os,ag_d39i,ag_d39j,ag_d40,ag_d41a,ag_d41a_os,ag_d41b,ag_d41c,ag_d41c_os,ag_d41d,ag_d41d_os,ag_d41e,ag_d41f,ag_d41f_os,ag_d42a,ag_d42b,ag_d42c,ag_d42d,ag_d42e,ag_d42f,ag_d42g,ag_d42h,ag_d42i,ag_d42j,ag_d42k,ag_d42l,ag_d42m,ag_d42n,ag_d42o,ag_d42p,ag_d43a,ag_d43b,ag_d43c,ag_d43d,ag_d43e,ag_d43f,ag_d43g,ag_d43h,ag_d43i,ag_d43j,ag_d43k,ag_d43l,ag_d43m,ag_d43n,ag_d43o,ag_d43p,ag_d44a,ag_d44b,ag_d44c,ag_d44d,ag_d44e,ag_d44f,ag_d44g,ag_d44h,ag_d44i,ag_d44j,ag_d44k,ag_d44l,ag_d44m,ag_d44n,ag_d44o,ag_d44p,ag_d47a,ag_d47b,ag_d47c,ag_d47d,ag_d47e,ag_d47f,ag_d47g,ag_d47h,ag_d47i,ag_d47i_os,ag_d47j,ag_d48a,ag_d48b,ag_d48c,ag_d48d,ag_d48e,ag_d48f,ag_d48g,ag_d48h,ag_d48i,ag_d48i_os,ag_d48j,ag_d49,ag_d52a,ag_d52b,ag_d52c,ag_d53a,ag_d53b,ag_d53c,ag_d54a,ag_d54b,ag_d54c,ag_d55a,ag_d55b,ag_d55c
1006,204045750042,Panel B,1,20404575,R1,1,1,Inherited,,1,,30000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,300,Kilogram,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,,,,,,,,No,,,,,,,,,,,1,2,4,4,2,2,2,4,,,,,,,,,1,1,3,4,2,1,3,4,,,,,,,,,1,1,6,4,2,1,6,4,,,,,,,,,9,280,0,,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
990,204045750056,Panel B,1,20404575,R1,1,1,Inherited,,1,2,10000,5000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,Moderate,Terrain,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,6,5,2,2,6,5,3,2,6,2,,,,,1,2,6,5,2,2,6,5,3,2,2,5,,,,,1,8,3,6,2,8,3,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
990,204045750056,Panel B,1,20404575,R2,1,1,Inherited,,1,2,5000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Fair,Moderate,Terrain,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,6,5,2,1,6,5,3,1,6,2,,,,,1,1,6,5,2,1,6,5,3,1,2,5,,,,,1,4,6,5,2,4,6,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1008,204045750070,Panel B,1,20404575,R3,1,1,Inherited,,1,2,50000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,Between sandy & clay,,Good,Moderate,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,UREA,,1,50 KG BAG,,50,1,No,,,,,,,,,,,1,4,6,4,2,4,6,4,3,4,6,4,,,,,1,2,6,6,2,2,6,6,3,2,6,6,,,,,2,1,7,6,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,3,100,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1008,204045750070,Panel B,1,20404575,R2,1,2,Inherited,,2,1,100000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Good,Moderate,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,6,4,2,1,6,4,3,1,6,4,,,,,1,3,6,6,2,3,6,6,3,3,6,6,,,,,1,3,3,3,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1008,204045750070,Panel B,1,20404575,R1,1,1,Inherited,,1,2,50000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,Between sandy & clay,,Good,Moderate,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,UREA,,1,50 KG BAG,,50,1,No,,,,,,,,,,,1,4,6,4,2,4,6,4,3,4,6,4,,,,,1,2,6,7,2,2,6,6,3,2,7,6,,,,,1,1,4,5,2,1,4,3,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
998,204045750098,Panel B,1,20404575,R1,1,1,Inherited,,1,,50000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Clay,,Good,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,1,50 KG BAG,,50,1,,,,,,,,No,,,,,,,,,,,1,4,6,4,2,4,6,2,,,,,,,,,1,4,6,4,2,4,6,4,,,,,,,,,1,1,2,4,2,1,3,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1002,204045750111,Panel B,1,20404575,R1,1,1,Inherited,,1,,20000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,5,5 KG BAG,,25,1,,,,,,,,No,,,,,,,,,,,1,4,6,4,2,4,6,4,,,,,,,,,1,2,3,4,2,2,3,4,,,,,,,,,1,2,6,6,2,2,6,6,3,2,6,6,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1002,204045750111,Panel B,1,20404575,R2,1,1,Inherited,,1,,5000,500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,No Erosion,,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,5,5 KG BAG,,25,1,,,,,,,,No,,,,,,,,,,,1,1,3,4,2,1,3,2,,,,,,,,,1,1,5,4,2,1,5,2,,,,,,,,,1,3,5,4,2,3,5,4,3,3,5,4,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1004,204045750125,Panel B,1,20404575,R1,1,2,Inherited,,2,,40000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,"Steep, hilly",No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,250,Kilogram,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,,,,,,,,No,,,,,,,,,,,1,4,6,6,2,4,6,3,3,4,6,3,4,4,6,3,1,4,6,4,2,4,6,4,3,4,6,2,4,4,6,2,1,2,6,6,2,2,6,6,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1004,204045750125,Panel B,1,20404575,R2,1,2,Inherited,,2,,25000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,"Steep, hilly",No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,6,4,2,2,6,2,3,2,6,2,4,2,6,2,1,2,6,4,2,2,6,2,3,2,6,2,4,4,6,2,1,2,6,6,2,2,6,6,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
994,204045750153,Panel B,1,20404575,R3,1,1,Inherited,,1,,10000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,D COMPOUND,,50,KILOGRAM,,50,12,CAN,,50,KILOGRAM,,50,12,No,,,,,,,,,,,1,1,2,7,2,1,2,7,3,1,2,7,4,1,2,7,1,1,4,7,2,1,4,7,3,1,4,7,4,1,4,7,2,1,3,4,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
994,204045750153,Panel B,1,20404575,R2,1,1,Inherited,,1,,20000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,3,7,2,1,3,7,3,1,3,7,4,1,3,7,1,1,6,7,2,1,6,7,3,1,6,7,4,1,6,7,2,1,2,5,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
994,204045750153,Panel B,1,20404575,R1,1,1,Inherited,,1,,30000,15000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,100,KILOGRAM,,100,12,UREA,,100,KILOGRAM,,100,1,No,,,,,,,,,,,1,1,3,7,2,1,3,7,3,1,3,7,4,1,3,7,1,1,6,7,2,1,6,7,3,1,6,7,4,1,6,7,1,2,6,4,2,2,6,4,,,,,,,,,9,150,1,150,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1020,204045750167,Panel B,1,20404575,R1,1,1,Inherited,,1,,20000,4000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,50,KILOGRAM,,50,1,,,,,,,,No,,,,,,,,,,,1,2,6,5,2,2,6,5,3,2,6,5,4,2,2,6,1,5,6,4,2,5,6,4,3,5,6,4,4,5,6,4,1,1,3,5,2,1,3,7,,1,3,7,5,1,3,7,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1020,204045750167,Panel B,1,20404575,R3,1,1,Inherited,,1,,15000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,50,KILOGRAM,,50,2,,,,,,,,No,,,,,,,,,,,1,1,5,6,2,5,1,6,3,1,5,6,4,1,6,5,1,1,6,4,2,1,6,4,3,1,6,4,4,1,6,4,1,1,2,5,2,1,2,5,3,1,2,5,4,1,2,5,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1020,204045750167,Panel B,1,20404575,R2,1,1,Inherited,,1,,15000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,4,6,2,1,4,6,3,1,4,2,4,1,4,6,1,1,6,4,2,1,6,4,3,1,6,4,4,1,6,4,1,4,2,6,2,4,2,6,4,4,2,5,5,4,2,5,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1010,204045750181,Panel B,1,20404575,R2,1,1,Inherited,,1,,50000,3500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,,,,,,,,No,,,,,,,,,,,1,3,6,6,2,3,6,6,,,,,,,,,1,3,6,4,2,3,6,4,,,,,,,,,1,1,2,5,2,1,2,5,3,1,2,5,4,1,2,5,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1010,204045750181,Panel B,1,20404575,R3,1,1,Inherited,,1,,20000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,6,7,2,1,6,7,,,,,,,,,1,3,6,4,2,3,6,4,,,,,,,,,1,1,2,4,2,1,3,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,2,4,N05,,
1010,204045750181,Panel B,1,20404575,R1,1,1,Inherited,,1,,70000,5000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,3,6,6,2,3,6,6,,,,,,,,,1,3,6,4,2,3,6,4,,,,,,,,,1,1,6,6,2,4,4,3,3,4,2,4,4,4,2,4,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
996,204045750208,Panel B,1,20404575,R3,1,1,Inherited,,,,15000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,OTHER TOBACCO (SPECIFY),,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,CAN,,25,KILOGRAM,,25,1,No,,,,,,,,,,,1,1,6,5,2,1,6,5,,,,,,,,,1,1,6,5,2,1,6,5,,,,,,,,,1,1,2,9,2,1,2,9,3,1,2,9,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
996,204045750208,Panel B,1,20404575,R1,1,1,Inherited,,1,,50000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,,,,,,,,No,,,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,7,5,6,2,7,6,4,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,2,4,N05,,
996,204045750208,Panel B,1,20404575,R2,1,1,Inherited,,1,,50000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,1,3,7,2,1,6,4,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,2,4,N05,,
1018,204045750222,Panel B,1,20404575,R2,1,2,Inherited,,2,,5000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Poor,Moderate,Terrain,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,2,7,2,1,2,7,,,,,,,,,1,1,3,4,2,1,3,4,,,,,,,,,2,1,2,4,3,1,2,4,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1018,204045750222,Panel B,1,20404575,R3,1,2,Inherited,,2,,3000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,SWEET POTATO,,,,,Between sandy & clay,,Poor,Moderate,Terrain,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,4,4,2,1,4,4,,,,,,,,,1,1,3,4,2,1,3,4,,,,,,,,,1,1,6,4,2,1,6,4,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1018,204045750222,Panel B,1,20404575,R1,1,2,Inherited,,2,,8000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Poor,Moderate,Terrain,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,1,Ox cart,,Yes,UREA,,50,GRAM,,50,1,,,,,,,,No,,,,,,,,,,,1,4,6,7,2,4,6,5,,,,,,,,,1,4,6,7,2,4,6,7,,,,,,,,,1,1,1,9,1,1,1,9,1,1,1,9,,,,,0,,0,,3,100,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
992,204045750236,Panel B,1,20404575,R2,1,2,Purchased with title,,1,,5000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Good,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,6,7,2,1,6,7,3,5,6,3,,,,,1,1,6,7,2,1,6,7,3,1,6,3,,,,,1,1,4,3,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
992,204045750236,Panel B,1,20404575,R1,1,2,Purchased with title,,1,,10000,4000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Good,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,GRAM,,25,12,UREA,,1,50 KG BAG,,50,1,No,,,,,,,,,,,1,5,6,7,2,5,6,7,3,5,6,3,,,,,1,1,6,7,2,1,6,7,3,1,6,3,,,,,1,1,3,4,,,,,,,,,,,,,1,600,0,,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1014,204045750264,Panel B,1,20404575,R1,1,1,Granted by local leaders,,,,20000,6000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,12,UREA,,1,50 KG BAG,,50,1,No,,,,,,,,,,,1,8,6,5,2,8,6,5,,,,,,,,,1,4,6,6,2,4,6,6,,,,,,,,,1,1,4,9,5,1,4,9,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1014,204045750264,Panel B,1,20404575,R2,1,1,Granted by local leaders,,,,10000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,4,6,5,2,4,6,5,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,1,2,3,5,1,2,3,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1012,204045750278,Panel B,1,20404575,R3,1,1,Granted by local leaders,,,,5000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Terraces,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,3,6,4,2,3,6,4,3,3,2,4,,,,,1,2,6,4,2,2,6,4,3,2,2,4,,,,,1,1,3,8,2,1,3,8,7,1,3,8,,,,,0,,10,200,0,,,0,,,,3,200,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1012,204045750278,Panel B,1,20404575,R1,1,1,Granted by local leaders,,,,5000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Terraces,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,5,Bucket,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,UREA,,25,KILOGRAM,,25,1,No,,,,,,,,,,,1,6,6,4,2,6,6,4,3,6,2,4,,,,,1,3,6,4,2,3,6,4,3,3,2,4,,,,,1,8,6,4,2,8,4,3,7,8,6,4,,,,,0,,10,200,0,,,0,,,,13,200,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1012,204045750278,Panel B,1,20404575,R2,1,1,Granted by local leaders,,,,5000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Terraces,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,UREA,,25,KILOGRAM,,25,1,No,,,,,,,,,,,1,6,6,4,2,6,6,4,3,6,2,4,,,,,1,3,6,4,2,3,6,4,3,3,2,4,,,,,1,8,6,4,2,8,4,3,7,8,6,4,,,,,0,,10,200,0,,,0,,,,13,200,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1012,204045750278,Panel B,1,20404575,R4,1,1,Granted by local leaders,,,,3000,500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,SWEET POTATO,,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Terraces,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,3,6,4,2,3,6,4,3,3,2,4,,,,,1,2,6,4,2,2,6,4,3,2,2,4,,,,,2,2,6,3,7,2,6,3,,,,,,,,,0,,10,200,0,,,0,,,,2,200,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1012,204045750278,Panel B,1,20404575,R5,1,1,Granted by local leaders,,,,3000,500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUND BEAN(NZAMA),,,,,Between sandy & clay,,Fair,Low,Terrain,,,,Terraces,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,3,6,4,2,3,6,4,3,3,2,4,,,,,1,2,6,4,2,2,6,4,3,2,2,4,,,,,1,1,6,7,,,,,,,,,,,,,0,,10,200,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1021,204053660025,Panel A,1,20405366,R2,1,1,Inherited,,1,,45000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Clay,,Fair,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,1,6,6,2,1,6,6,3,1,6,6,,,,,0,,0,,0,,,,,,,1,90,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
1021,204053660025,Panel A,1,20405366,R1,1,1,Inherited,,1,,45000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Sandy,,Poor,Low,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,5,5 KG BAG,,25,1,,,,,,,,No,,,,,,,,,,,1,2,6,4,,,,,,,,,,,,,1,2,6,6,,,,,,,,,,,,,1,1,2,8,2,1,2,8,3,1,2,8,,,,,0,,0,,0,,,,,,,0,,1,250,0,,,,,,,2,0,0,0,,,,0,0,0,,,
