HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r27,ag_r28,ag_r29,ag_r30,ag_r31
1041,204074810106,Panel A,1,20407481,No,,,,,
1025,204074810117,Panel A,1,20407481,No,,,,,
1037,204074810130,Panel A,1,20407481,No,,,,,
1074,205070890007,Panel B,1,20507089,Yes,0,0,0,0,0
1068,205070890020,Panel B,1,20507089,No,,,,,
1082,205070890033,Panel B,1,20507089,Yes,0,0,0,0,0
1080,205070890045,Panel B,1,20507089,No,,,,,
1084,205070890051,Panel B,1,20507089,No,,,,,
1056,205070890053,Panel B,1,20507089,Yes,0,0,0,0,0
1062,205070890072,Panel B,1,20507089,No,,,,,
1054,205070890083,Panel B,1,20507089,Yes,0,0,0,0,0
1072,205070890098,Panel B,1,20507089,Yes,0,0,0,0,0
1070,205070890124,Panel B,1,20507089,Yes,0,0,0,0,0
1078,205070890190,Panel B,1,20507089,Yes,0,0,0,0,0
1058,205070890201,Panel B,1,20507089,Yes,0,0,0,0,0
1066,205070890216,Panel B,1,20507089,Yes,0,0,0,0,0
1060,205070890229,Panel B,1,20507089,Yes,0,0,15,0,0
1076,205070890243,Panel B,1,20507089,No,,,,,
1064,205070890256,Panel B,1,20507089,Yes,0,0,0,0,0
1075,205074590013,Panel A,1,20507459,No,,,,,
1069,205074590019,Panel A,1,20507459,Yes,0,0,0,0,0
1077,205074590034,Panel A,1,20507459,Yes,0,0,0,0,0
1073,205074590035,Panel A,1,20507459,Yes,0,0,0,0,0
1061,205074590037,Panel A,1,20507459,No,,,,,
1063,205074590038,Panel A,1,20507459,Yes,0,0,0,0,0
1087,205074590040,Panel A,1,20507459,No,,,,,
1079,205074590043,Panel A,1,20507459,Yes,0,0,0,0,0
1059,205074590056,Panel A,1,20507459,Yes,0,0,0,0,0
1081,205074590101,Panel A,1,20507459,Yes,0,0,0,0,0
1083,205074590174,Panel A,1,20507459,No,,,,,
1071,205074590175,Panel A,1,20507459,No,,,,,
1057,205074590179,Panel A,1,20507459,Yes,0,0,0,0,0
1067,205074590192,Panel A,1,20507459,Yes,0,0,0,0,0
1065,205074590199,Panel A,1,20507459,Yes,0,0,0,0,0
1089,205083490004,Panel A,1,20508349,Yes,0,1000,0,0,0
1107,205083490010,Panel A,1,20508349,Yes,0,0,0,0,0
1109,205083490011,Panel A,1,20508349,No,,,,,
1099,205083490014,Panel A,1,20508349,No,,,,,
1093,205083490015,Panel A,1,20508349,Yes,0,0,0,0,0
1097,205083490030,Panel A,1,20508349,Yes,0,0,150,0,0
1111,205083490055,Panel A,1,20508349,Yes,700,0,0,0,1000
1103,205083490066,Panel A,1,20508349,No,,,,,
1117,205083490076,Panel A,1,20508349,Yes,0,0,0,0,0
1095,205083490080,Panel A,1,20508349,No,,,,,
1113,205083490092,Panel A,1,20508349,No,,,,,
1115,205083490101,Panel A,1,20508349,Yes,0,0,0,0,0
1119,205083490116,Panel A,1,20508349,Yes,0,0,0,0,0
1105,205083490120,Panel A,1,20508349,No,,,,,
1091,205083490121,Panel A,1,20508349,Yes,0,0,0,0,0
1123,206011410001,Panel A,1,20601141,Yes,0,0,0,0,0
1135,206011410004,Panel A,1,20601141,No,,,,,
1141,206011410005,Panel A,1,20601141,No,,,,,
1133,206011410029,Panel A,1,20601141,Yes,0,0,0,0,0
1147,206011410032,Panel A,1,20601141,Yes,0,0,0,0,0
1143,206011410033,Panel A,1,20601141,Yes,0,0,0,0,0
1149,206011410034,Panel A,1,20601141,No,,,,,
1125,206011410057,Panel A,1,20601141,No,,,,,
1139,206011410060,Panel A,1,20601141,No,,,,,
1121,206011410061,Panel A,1,20601141,No,,,,,
1145,206011410066,Panel A,1,20601141,No,,,,,
1131,206011410077,Panel A,1,20601141,No,,,,,
1151,206011410104,Panel A,1,20601141,Yes,0,0,0,0,0
1127,206011410119,Panel A,1,20601141,No,,,,,
1129,206011410125,Panel A,1,20601141,No,,,,,
1112,206016260010,Panel B,1,20601626,No,,,,,
1106,206016260022,Panel B,1,20601626,Yes,0,0,0,0,0
1090,206016260033,Panel B,1,20601626,No,,,,,
1114,206016260057,Panel B,1,20601626,Yes,0,0,0,0,0
1086,206016260069,Panel B,1,20601626,No,,,,,
1092,206016260092,Panel B,1,20601626,Yes,0,0,0,0,0
1102,206016260104,Panel B,1,20601626,No,,,,,
1108,206016260116,Panel B,1,20601626,No,,,,,
1096,206016260139,Panel B,1,20601626,No,,,,,
1116,206016260151,Panel B,1,20601626,No,,,,,
1104,206016260163,Panel B,1,20601626,No,,,,,
1088,206016260175,Panel B,1,20601626,No,,,,,
1098,206016260210,Panel B,1,20601626,No,,,,,
1110,206016260222,Panel B,1,20601626,Yes,0,0,0,0,0
1132,206023630017,Panel B,1,20602363,Yes,5000,0,400,0,0
1146,206023630037,Panel B,1,20602363,Yes,0,0,0,0,0
1136,206023630057,Panel B,1,20602363,Yes,0,0,0,0,0
1134,206023630097,Panel B,1,20602363,Yes,16000,0,0,0,0
1142,206023630116,Panel B,1,20602363,No,,,,,
1128,206023630136,Panel B,1,20602363,No,,,,,
1130,206023630215,Panel B,1,20602363,Yes,0,0,0,0,0
1126,206023630275,Panel B,1,20602363,Yes,0,0,0,0,0
1140,206023630295,Panel B,1,20602363,Yes,0,0,0,0,0
1124,206023630334,Panel B,1,20602363,Yes,0,0,0,0,0
1138,206023630354,Panel B,1,20602363,Yes,0,0,0,0,0
1118,206023630414,Panel B,1,20602363,No,,,,,
1164,206030900002,Panel B,1,20603090,Yes,8400,0,2000,600,0
1150,206030900017,Panel B,1,20603090,Yes,0,0,0,0,0
1156,206030900031,Panel B,1,20603090,No,,,,,
1176,206030900046,Panel B,1,20603090,No,,,,,
1172,206030900060,Panel B,1,20603090,Yes,0,0,0,0,0
1158,206030900074,Panel B,1,20603090,Yes,0,0,0,0,0
1152,206030900103,Panel B,1,20603090,Yes,0,0,0,0,0
1148,206030900161,Panel B,1,20603090,Yes,0,0,0,0,0
1170,206030900175,Panel B,1,20603090,Yes,0,0,0,0,0
1154,206030900189,Panel B,1,20603090,No,,,,,
1162,206030900218,Panel B,1,20603090,Yes,0,0,0,0,0
1160,206030900233,Panel B,1,20603090,No,,,,,
1168,206030900247,Panel B,1,20603090,No,,,,,
1174,206030900276,Panel B,1,20603090,No,,,,,
1166,206030900290,Panel B,1,20603090,Yes,0,0,0,0,0
1175,206035330008,Panel A,1,20603533,No,,,,,
1155,206035330017,Panel A,1,20603533,Yes,0,0,0,0,0
1159,206035330026,Panel A,1,20603533,No,,,,,
1173,206035330045,Panel A,1,20603533,Yes,0,0,0,0,0
1181,206035330054,Panel A,1,20603533,Yes,0,0,0,0,0
1153,206035330091,Panel A,1,20603533,No,,,,,
1169,206035330119,Panel A,1,20603533,No,,,,,
1167,206035330156,Panel A,1,20603533,No,,,,,
1171,206035330165,Panel A,1,20603533,Yes,0,0,0,0,0
1202,206046380001,Panel B,1,20604638,No,,,,,
1194,206046380010,Panel B,1,20604638,Yes,0,0,0,0,0
1188,206046380037,Panel B,1,20604638,Yes,0,0,0,0,0
1208,206046380046,Panel B,1,20604638,No,,,,,
1206,206046380055,Panel B,1,20604638,No,,,,,
1204,206046380064,Panel B,1,20604638,No,,,,,
1186,206046380072,Panel B,1,20604638,Yes,0,0,0,0,0
1190,206046380081,Panel B,1,20604638,No,,,,,
1198,206046380099,Panel B,1,20604638,No,,,,,
1180,206046380108,Panel B,1,20604638,Yes,0,0,0,0,0
1196,206046380117,Panel B,1,20604638,Yes,0,0,0,0,0
1178,206046380126,Panel B,1,20604638,Yes,0,0,0,0,0
1200,206046380135,Panel B,1,20604638,Yes,0,0,0,0,0
1192,206046380153,Panel B,1,20604638,No,,,,,
1182,206046380161,Panel B,1,20604638,No,,,,,
1184,206046380179,Panel B,1,20604638,Yes,0,0,0,0,0
1207,206053020011,Panel A,1,20605302,Yes,0,0,0,0,0
1205,206053020023,Panel A,1,20605302,No,,,,,
1199,206053020033,Panel A,1,20605302,No,,,,,
1203,206053020036,Panel A,1,20605302,Yes,0,0,0,0,0
1209,206053020038,Panel A,1,20605302,Yes,0,0,0,0,0
1191,206053020113,Panel A,1,20605302,No,,,,,
1195,206053020118,Panel A,1,20605302,No,,,,,
1197,206053020125,Panel A,1,20605302,No,,,,,
1215,206053020126,Panel A,1,20605302,No,,,,,
1189,206053020127,Panel A,1,20605302,No,,,,,
1193,206053020132,Panel A,1,20605302,Yes,0,0,0,0,0
1187,206053020159,Panel A,1,20605302,Yes,0,0,0,0,0
1185,206053020161,Panel A,1,20605302,Yes,0,0,0,0,0
1211,206053020164,Panel A,1,20605302,Yes,0,0,0,0,0
1201,206053020171,Panel A,1,20605302,No,,,,,
1213,206053020172,Panel A,1,20605302,Yes,0,0,0,0,0
1226,206072600004,Panel B,1,20607260,Yes,0,0,0,0,0
1230,206072600059,Panel B,1,20607260,No,,,,,
1232,206072600096,Panel B,1,20607260,No,,,,,
1216,206072600114,Panel B,1,20607260,No,,,,,
1236,206072600133,Panel B,1,20607260,Yes,0,0,0,0,0
1234,206072600151,Panel B,1,20607260,No,,,,,
1214,206072600170,Panel B,1,20607260,Yes,0,0,0,0,0
1222,206072600188,Panel B,1,20607260,No,,,,,
1240,206072600272,Panel B,1,20607260,No,,,,,
1224,206072600280,Panel B,1,20607260,Yes,0,0,0,0,0
1212,206072600299,Panel B,1,20607260,No,,,,,
1218,206072600336,Panel B,1,20607260,No,,,,,
1210,206072600354,Panel B,1,20607260,Yes,0,0,0,0,0
1239,206073150104,Panel A,1,20607315,No,,,,,
1217,206073150106,Panel A,1,20607315,No,,,,,
1221,206073150115,Panel A,1,20607315,Yes,0,0,0,0,0
1241,206073150209,Panel A,1,20607315,Yes,0,0,0,0,0
1223,206073150286,Panel A,1,20607315,Yes,0,0,0,0,0
1247,206073150289,Panel A,1,20607315,Yes,0,0,0,0,0
1237,206073150299,Panel A,1,20607315,Yes,0,0,0,0,0
1243,206073150300,Panel A,1,20607315,No,,,,,
1233,206073150304,Panel A,1,20607315,Yes,0,0,0,0,0
1229,206073150312,Panel A,1,20607315,Yes,0,0,0,0,0
1225,206073150322,Panel A,1,20607315,Yes,0,0,0,0,0
1235,206073150394,Panel A,1,20607315,No,,,,,
1231,206073150525,Panel A,1,20607315,Yes,0,0,0,0,0
1219,206073150581,Panel A,1,20607315,No,,,,,
1245,206073150607,Panel A,1,20607315,No,,,,,
1227,206073150766,Panel A,1,20607315,Yes,0,0,0,0,0
1255,206100500057,Panel A,1,20610050,Yes,0,0,0,0,0
1275,206100500102,Panel A,1,20610050,Yes,0,0,0,0,0
1251,206100500166,Panel A,1,20610050,No,,,,,
1253,206100500170,Panel A,1,20610050,Yes,0,0,0,0,0
1279,206100500208,Panel A,1,20610050,Yes,0,0,0,0,0
1273,206100500235,Panel A,1,20610050,Yes,0,0,0,0,0
1267,206100500278,Panel A,1,20610050,No,,,,,
1257,206100500282,Panel A,1,20610050,No,,,,,
1263,206100500285,Panel A,1,20610050,Yes,0,0,0,0,0
1259,206100500299,Panel A,1,20610050,No,,,,,
1271,206100500308,Panel A,1,20610050,Yes,0,0,0,0,0
1265,206100500316,Panel A,1,20610050,No,,,,,
1261,206100500323,Panel A,1,20610050,No,,,,,
1249,206100500362,Panel A,1,20610050,Yes,0,0,0,0,0
1268,206102490002,Panel B,1,20610249,Yes,0,0,0,0,0
1266,206102490014,Panel B,1,20610249,No,,,,,
1254,206102490037,Panel B,1,20610249,Yes,0,0,0,0,0
1250,206102490049,Panel B,1,20610249,No,,,,,
1252,206102490060,Panel B,1,20610249,Yes,0,0,0,0,0
1256,206102490084,Panel B,1,20610249,Yes,0,0,0,0,0
1258,206102490095,Panel B,1,20610249,Yes,0,0,0,0,0
1248,206102490107,Panel B,1,20610249,No,,,,,
1262,206102490130,Panel B,1,20610249,No,,,,,
1260,206102490154,Panel B,1,20610249,No,,,,,
1244,206102490165,Panel B,1,20610249,No,,,,,
1246,206102490177,Panel B,1,20610249,Yes,0,0,0,0,0
1264,206102490189,Panel B,1,20610249,No,,,,,
1270,206102490200,Panel B,1,20610249,No,,,,,
1272,206102490224,Panel B,1,20610249,No,,,,,
1242,206102490235,Panel B,1,20610249,No,,,,,
1281,206133240001,Panel A,1,20613324,Yes,0,0,0,0,0
1311,206133240025,Panel A,1,20613324,Yes,0,0,0,0,0
1303,206133240040,Panel A,1,20613324,Yes,0,0,0,0,0
1295,206133240044,Panel A,1,20613324,Yes,0,0,0,0,0
1301,206133240045,Panel A,1,20613324,No,,,,,
1289,206133240088,Panel A,1,20613324,No,,,,,
1307,206133240126,Panel A,1,20613324,No,,,,,
1309,206133240140,Panel A,1,20613324,No,,,,,
1297,206133240145,Panel A,1,20613324,Yes,0,0,0,0,0
1293,206133240162,Panel A,1,20613324,Yes,0,0,0,0,0
1291,206133240176,Panel A,1,20613324,Yes,0,0,0,0,0
1305,206133240187,Panel A,1,20613324,Yes,0,0,0,0,0
1287,206133240189,Panel A,1,20613324,No,,,,,
1285,206133240200,Panel A,1,20613324,Yes,0,0,0,0,0
1283,206133240208,Panel A,1,20613324,No,,,,,
1278,206144770016,Panel B,1,20614477,Yes,0,0,0,0,0
1282,206144770048,Panel B,1,20614477,Yes,6000,0,1500,0,0
1284,206144770064,Panel B,1,20614477,No,,,,,
1290,206144770079,Panel B,1,20614477,No,,,,,
1292,206144770095,Panel B,1,20614477,No,,,,,
1298,206144770111,Panel B,1,20614477,No,,,,,
1300,206144770127,Panel B,1,20614477,Yes,0,0,0,0,0
1288,206144770143,Panel B,1,20614477,Yes,0,0,0,0,0
1302,206144770175,Panel B,1,20614477,Yes,0,0,0,0,0
1294,206144770190,Panel B,1,20614477,Yes,0,0,0,0,0
1280,206144770222,Panel B,1,20614477,Yes,0,0,0,0,0
1286,206144770238,Panel B,1,20614477,Yes,0,0,0,0,0
1304,206144770254,Panel B,1,20614477,Yes,0,0,0,0,0
1276,206144770286,Panel B,1,20614477,Yes,0,0,0,0,0
1296,206144770317,Panel B,1,20614477,Yes,0,0,0,0,0
1343,206150640018,Panel A,1,20615064,No,,,,,
1325,206150640045,Panel A,1,20615064,Yes,0,0,0,0,0
1321,206150640071,Panel A,1,20615064,No,,,,,
1331,206150640075,Panel A,1,20615064,Yes,0,0,0,0,0
1317,206150640107,Panel A,1,20615064,Yes,0,0,0,0,0
1323,206150640132,Panel A,1,20615064,No,,,,,
1337,206150640154,Panel A,1,20615064,Yes,0,0,60,0,0
1329,206150640160,Panel A,1,20615064,No,,,,,
1327,206150640178,Panel A,1,20615064,No,,,,,
1315,206150640181,Panel A,1,20615064,Yes,0,0,0,0,0
1333,206150640222,Panel A,1,20615064,Yes,0,0,0,0,0
1335,206150640242,Panel A,1,20615064,Yes,0,0,0,0,0
1339,206150640280,Panel A,1,20615064,No,,,,,
1313,206150640287,Panel A,1,20615064,Yes,0,0,0,0,0
1341,206150640296,Panel A,1,20615064,Yes,0,0,0,0,0
1320,206157350007,Panel B,1,20615735,Yes,0,0,0,0,0
1336,206157350016,Panel B,1,20615735,Yes,0,0,0,0,0
1324,206157350024,Panel B,1,20615735,No,,,,,
1314,206157350033,Panel B,1,20615735,No,,,,,
1328,206157350041,Panel B,1,20615735,No,,,,,
1332,206157350050,Panel B,1,20615735,Yes,8000,0,0,0,0
1322,206157350058,Panel B,1,20615735,Yes,0,0,0,0,0
1334,206157350075,Panel B,1,20615735,Yes,0,0,0,0,0
1316,206157350084,Panel B,1,20615735,Yes,0,0,0,0,0
1330,206157350093,Panel B,1,20615735,Yes,0,0,0,0,0
1310,206157350110,Panel B,1,20615735,Yes,0,0,0,0,0
1306,206157350118,Panel B,1,20615735,No,,,,,
1326,206157350127,Panel B,1,20615735,Yes,0,0,50,0,0
1308,206157350144,Panel B,1,20615735,Yes,0,0,0,0,0
1312,206157350152,Panel B,1,20615735,Yes,0,0,0,0,0
1318,206157350161,Panel B,1,20615735,No,,,,,
1358,207024710021,Panel B,1,20702471,Yes,0,0,0,0,0
1344,207024710033,Panel B,1,20702471,No,,,,,
1348,207024710045,Panel B,1,20702471,Yes,0,0,0,0,0
1342,207024710057,Panel B,1,20702471,No,,,,,
1362,207024710069,Panel B,1,20702471,No,,,,,
1360,207024710082,Panel B,1,20702471,Yes,0,0,0,0,0
1356,207024710106,Panel B,1,20702471,Yes,0,0,0,0,0
1366,207024710118,Panel B,1,20702471,No,,,,,
1364,207024710142,Panel B,1,20702471,No,,,,,
1354,207024710155,Panel B,1,20702471,Yes,0,0,0,0,0
1340,207024710167,Panel B,1,20702471,Yes,0,0,0,0,0
1368,207024710179,Panel B,1,20702471,Yes,0,0,0,0,0
1350,207024710203,Panel B,1,20702471,Yes,0,0,0,0,0
1338,207024710216,Panel B,1,20702471,Yes,0,0,0,0,0
1346,207024710228,Panel B,1,20702471,Yes,0,0,0,0,0
1352,207024710252,Panel B,1,20702471,Yes,0,0,0,0,0
1361,207047380012,Panel A,1,20704738,Yes,0,0,0,0,0
1359,207047380014,Panel A,1,20704738,Yes,0,0,0,0,0
1347,207047380016,Panel A,1,20704738,Yes,0,0,0,0,0
1349,207047380021,Panel A,1,20704738,No,,,,,
1375,207047380026,Panel A,1,20704738,Yes,0,0,0,0,0
1373,207047380038,Panel A,1,20704738,Yes,0,0,0,0,0
1355,207047380041,Panel A,1,20704738,No,,,,,
1365,207047380065,Panel A,1,20704738,No,,,,,
1363,207047380069,Panel A,1,20704738,No,,,,,
1369,207047380076,Panel A,1,20704738,Yes,0,0,0,0,0
1357,207047380078,Panel A,1,20704738,No,,,,,
1351,207047380083,Panel A,1,20704738,No,,,,,
1345,207047380090,Panel A,1,20704738,No,,,,,
1371,207047380093,Panel A,1,20704738,No,,,,,
1353,207047380095,Panel A,1,20704738,No,,,,,
1367,207047380102,Panel A,1,20704738,Yes,0,0,750,0,0
1393,207053720012,Panel A,1,20705372,No,,,,,
1403,207053720017,Panel A,1,20705372,Yes,0,0,0,0,0
1401,207053720020,Panel A,1,20705372,Yes,0,0,0,0,0
1397,207053720025,Panel A,1,20705372,No,,,,,
1385,207053720026,Panel A,1,20705372,Yes,0,0,0,0,0
1395,207053720043,Panel A,1,20705372,Yes,0,0,0,0,0
1387,207053720057,Panel A,1,20705372,Yes,0,0,0,0,0
1391,207053720070,Panel A,1,20705372,No,,,,,
1405,207053720075,Panel A,1,20705372,No,,,,,
1379,207053720077,Panel A,1,20705372,Yes,0,0,0,0,0
1377,207053720079,Panel A,1,20705372,Yes,0,0,0,0,0
1381,207053720086,Panel A,1,20705372,No,,,,,
1383,207053720103,Panel A,1,20705372,Yes,0,0,0,0,0
1399,207053720125,Panel A,1,20705372,Yes,0,0,0,0,0
1389,207053720127,Panel A,1,20705372,Yes,0,0,0,0,0
1407,207053720145,Panel A,1,20705372,Yes,0,0,0,0,0
1439,207061630027,Panel A,1,20706163,No,,,,,
1423,207061630051,Panel A,1,20706163,No,,,,,
1411,207061630142,Panel A,1,20706163,No,,,,,
1419,207061630161,Panel A,1,20706163,No,,,,,
1421,207061630206,Panel A,1,20706163,No,,,,,
1433,207061630242,Panel A,1,20706163,No,,,,,
1409,207061630388,Panel A,1,20706163,Yes,0,0,0,0,0
1415,207061630451,Panel A,1,20706163,Yes,0,0,0,0,0
1431,207061630454,Panel A,1,20706163,Yes,0,0,0,0,0
1437,207061630495,Panel A,1,20706163,No,,,,,
1429,207061630586,Panel A,1,20706163,No,,,,,
1435,207061630599,Panel A,1,20706163,No,,,,,
1413,207061630623,Panel A,1,20706163,No,,,,,
1396,208010460086,Panel B,1,20801046,Yes,0,0,0,0,0
1386,208010460098,Panel B,1,20801046,Yes,0,0,0,0,200
1382,208010460110,Panel B,1,20801046,Yes,0,0,0,0,0
1378,208010460148,Panel B,1,20801046,Yes,0,0,0,0,0
1380,208010460161,Panel B,1,20801046,Yes,0,0,0,0,0
1372,208010460164,Panel B,1,20801046,Yes,0,0,0,0,0
1394,208010460171,Panel B,1,20801046,Yes,0,800,200,0,0
1388,208010460174,Panel B,1,20801046,No,,,,,
1398,208010460178,Panel B,1,20801046,Yes,0,0,0,0,0
1384,208010460211,Panel B,1,20801046,Yes,0,0,0,0,0
1392,208010460212,Panel B,1,20801046,Yes,0,3000,0,0,500
1376,208010460225,Panel B,1,20801046,Yes,0,0,0,0,0
1370,208010460235,Panel B,1,20801046,Yes,0,0,0,0,0
1390,208010460237,Panel B,1,20801046,Yes,0,0,0,0,0
1374,208010460248,Panel B,1,20801046,Yes,0,1800,1250,0,0
1418,208020190002,Panel B,1,20802019,No,,,,,
1412,208020190010,Panel B,1,20802019,No,,,,,
1422,208020190052,Panel B,1,20802019,Yes,0,0,0,0,0
1404,208020190067,Panel B,1,20802019,No,,,,,
1400,208020190081,Panel B,1,20802019,No,,,,,
1410,208020190096,Panel B,1,20802019,Yes,0,0,0,0,0
1430,208020190104,Panel B,1,20802019,No,,,,,
1416,208020190125,Panel B,1,20802019,Yes,0,0,0,0,0
1420,208020190139,Panel B,1,20802019,No,,,,,
1426,208020190154,Panel B,1,20802019,Yes,0,0,0,0,0
1408,208020190168,Panel B,1,20802019,Yes,0,0,0,0,0
1406,208020190212,Panel B,1,20802019,No,,,,,
1414,208020190226,Panel B,1,20802019,No,,,,,
1402,208020190241,Panel B,1,20802019,No,,,,,
1428,208020190255,Panel B,1,20802019,No,,,,,
1424,208020190270,Panel B,1,20802019,Yes,0,0,0,0,0
1440,208031560016,Panel B,1,20803156,Yes,0,0,0,0,0
1460,208031560034,Panel B,1,20803156,No,,,,,
1446,208031560052,Panel B,1,20803156,No,,,,,
1444,208031560087,Panel B,1,20803156,No,,,,,
1462,208031560105,Panel B,1,20803156,Yes,0,0,0,0,0
1434,208031560123,Panel B,1,20803156,No,,,,,
1454,208031560159,Panel B,1,20803156,No,,,,,
1432,208031560195,Panel B,1,20803156,No,,,,,
1448,208031560212,Panel B,1,20803156,No,,,,,
1456,208031560230,Panel B,1,20803156,No,,,,,
1438,208031560248,Panel B,1,20803156,Yes,0,0,0,0,0
1452,208031560266,Panel B,1,20803156,Yes,0,0,0,0,0
1450,208031560284,Panel B,1,20803156,Yes,0,0,0,0,0
1436,208031560302,Panel B,1,20803156,No,,,,,
1442,208031560320,Panel B,1,20803156,Yes,0,0,0,0,0
1458,208031560337,Panel B,1,20803156,Yes,0,0,0,0,0
1441,208044050016,Panel A,1,20804405,No,,,,,
1457,208044050067,Panel A,1,20804405,No,,,,,
1461,208044050092,Panel A,1,20804405,No,,,,,
1453,208044050095,Panel A,1,20804405,No,,,,,
1443,208044050152,Panel A,1,20804405,Yes,0,0,0,0,0
1455,208044050163,Panel A,1,20804405,Yes,0,0,0,0,0
1459,208044050172,Panel A,1,20804405,No,,,,,
1469,208044050185,Panel A,1,20804405,No,,,,,
1465,208044050247,Panel A,1,20804405,No,,,,,
1463,208044050269,Panel A,1,20804405,No,,,,,
1449,208044050279,Panel A,1,20804405,Yes,0,0,0,0,0
1445,208044050319,Panel A,1,20804405,Yes,0,0,0,0,0
1467,208044050380,Panel A,1,20804405,Yes,0,0,0,0,0
1447,208044050412,Panel A,1,20804405,No,,,,,
1474,208047680004,Panel B,1,20804768,Yes,0,0,0,0,0
1472,208047680022,Panel B,1,20804768,Yes,0,0,0,0,0
1478,208047680032,Panel B,1,20804768,No,,,,,
1484,208047680035,Panel B,1,20804768,Yes,0,0,0,0,0
1466,208047680046,Panel B,1,20804768,Yes,0,0,50,0,0
1482,208047680058,Panel B,1,20804768,No,,,,,
1464,208047680075,Panel B,1,20804768,No,,,,,
1476,208047680076,Panel B,1,20804768,No,,,,,
1468,208047680083,Panel B,1,20804768,Yes,0,0,0,0,0
1486,208047680094,Panel B,1,20804768,Yes,0,0,0,0,0
1488,208047680118,Panel B,1,20804768,Yes,0,0,50,0,0
1470,208047680166,Panel B,1,20804768,No,,,,,
1492,208047680220,Panel B,1,20804768,Yes,0,0,0,0,0
1480,208047680238,Panel B,1,20804768,No,,,,,
1490,208047680274,Panel B,1,20804768,Yes,0,0,0,0,0
1485,208061310011,Panel A,1,20806131,No,,,,,
1503,208061310023,Panel A,1,20806131,Yes,0,0,0,0,0
1489,208061310026,Panel A,1,20806131,No,,,,,
1487,208061310035,Panel A,1,20806131,Yes,0,0,0,0,0
1497,208061310081,Panel A,1,20806131,Yes,0,0,0,0,0
1477,208061310083,Panel A,1,20806131,No,,,,,
1481,208061310120,Panel A,1,20806131,No,,,,,
1495,208061310128,Panel A,1,20806131,Yes,0,0,0,0,0
1491,208061310132,Panel A,1,20806131,No,,,,,
1493,208061310139,Panel A,1,20806131,No,,,,,
1483,208061310146,Panel A,1,20806131,No,,,,,
1475,208061310221,Panel A,1,20806131,No,,,,,
1479,208061310235,Panel A,1,20806131,Yes,0,0,0,0,0
1499,208061310244,Panel A,1,20806131,Yes,0,0,0,0,0
1501,208061310263,Panel A,1,20806131,No,,,,,
1473,208061310274,Panel A,1,20806131,No,,,,,
1521,208077270023,Panel A,1,20807727,No,,,,,
1523,208077270060,Panel A,1,20807727,Yes,0,0,0,0,0
1515,208077270079,Panel A,1,20807727,No,,,,,
1507,208077270095,Panel A,1,20807727,No,,,,,
1529,208077270118,Panel A,1,20807727,Yes,0,0,0,0,0
1533,208077270119,Panel A,1,20807727,No,,,,,
1531,208077270120,Panel A,1,20807727,No,,,,,
1509,208077270160,Panel A,1,20807727,No,,,,,
1505,208077270164,Panel A,1,20807727,Yes,0,0,0,0,0
1525,208077270175,Panel A,1,20807727,Yes,0,0,0,0,0
1519,208077270183,Panel A,1,20807727,No,,,,,
1535,208077270294,Panel A,1,20807727,No,,,,,
1517,208077270339,Panel A,1,20807727,No,,,,,
1511,208077270371,Panel A,1,20807727,No,,,,,
1513,208077270372,Panel A,1,20807727,Yes,0,0,0,0,0
1527,208077270388,Panel A,1,20807727,Yes,0,0,0,0,0
1510,208084210007,Panel B,1,20808421,No,,,,,
1512,208084210015,Panel B,1,20808421,No,,,,,
1508,208084210016,Panel B,1,20808421,No,,,,,
1500,208084210032,Panel B,1,20808421,No,,,,,
1506,208084210033,Panel B,1,20808421,No,,,,,
1496,208084210049,Panel B,1,20808421,Yes,0,5100,0,0,0
1524,208084210066,Panel B,1,20808421,Yes,0,0,0,0,0
1498,208084210074,Panel B,1,20808421,Yes,0,0,0,0,0
1502,208084210082,Panel B,1,20808421,No,,,,,
1520,208084210091,Panel B,1,20808421,No,,,,,
1514,208084210099,Panel B,1,20808421,No,,,,,
1516,208084210116,Panel B,1,20808421,No,,,,,
1522,208084210141,Panel B,1,20808421,Yes,0,0,0,0,0
1504,208084210149,Panel B,1,20808421,Yes,0,2500,0,0,0
1526,208084210166,Panel B,1,20808421,No,,,,,
1518,208084210174,Panel B,1,20808421,No,,,,,
1558,209035830002,Panel B,1,20903583,Yes,0,0,0,0,0
1544,209035830022,Panel B,1,20903583,Yes,0,1000,0,0,2000
1542,209035830041,Panel B,1,20903583,No,,,,,
1554,209035830061,Panel B,1,20903583,Yes,0,0,0,0,0
1556,209035830081,Panel B,1,20903583,Yes,2000,1000,0,0,2500
1532,209035830100,Panel B,1,20903583,No,,,,,
1552,209035830140,Panel B,1,20903583,No,,,,,
1546,209035830159,Panel B,1,20903583,No,,,,,
1528,209035830179,Panel B,1,20903583,Yes,0,0,0,0,0
1550,209035830238,Panel B,1,20903583,Yes,0,0,300,0,450
1536,209035830258,Panel B,1,20903583,No,,,,,
1534,209035830297,Panel B,1,20903583,Yes,0,0,0,0,0
1548,209035830317,Panel B,1,20903583,No,,,,,
1530,209035830336,Panel B,1,20903583,No,,,,,
1540,209035830376,Panel B,1,20903583,Yes,0,0,0,0,0
1538,209035830395,Panel B,1,20903583,Yes,0,0,0,0,0
1541,209065240013,Panel A,1,20906524,No,,,,,
1549,209065240020,Panel A,1,20906524,No,,,,,
