HHID,case_id,qx_type,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
1424,208020190270,Panel B,20802019,1,,R3,Yes,G/NUTS,1,Acre,.62,
1424,208020190270,Panel B,20802019,1,,R2,Yes,TOBACCO,1,Acre,.74000001,
1440,208031560016,Panel B,20803156,1,,R3,Yes,LOCAL MAIZE AND BEANS,1,Acre,.41,
1440,208031560016,Panel B,20803156,1,,R2,Yes,CG7 AND SOYA,1,Acre,.40000001,
1440,208031560016,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE AND BEANS,1,Acre,.51999998,
1460,208031560034,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE PLOT,2,Acre,2.0999999,
1460,208031560034,Panel B,20803156,1,,R2,Yes,MANIPINTAR,.25,Acre,.2,
1446,208031560052,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.9,
1444,208031560087,Panel B,20803156,1,,R1,Yes,KUBWINJA,.25,Acre,.25999999,
1462,208031560105,Panel B,20803156,1,,R2,Yes,G/NUTS,1,Acre,1.5,
1462,208031560105,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,3,Acre,.89999998,
1434,208031560123,Panel B,20803156,1,,R2,Yes,HYBRID MAIZE,1,Acre,.60000002,
1434,208031560123,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,2,Acre,.89999998,
1454,208031560159,Panel B,20803156,1,,R2,Yes,HYBRID MAIZE,1,Acre,1.5,
1454,208031560159,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,3,Acre,2,
1432,208031560195,Panel B,20803156,1,,R1,Yes,KALONGA,.5,Acre,.47999999,
1432,208031560195,Panel B,20803156,1,,R3,Yes,DAMBOLONDANI,.5,Acre,.79000002,
1432,208031560195,Panel B,20803156,1,,R4,Yes,DAMBOLONDANI,.5,Acre,.43000001,
1432,208031560195,Panel B,20803156,1,,R2,Yes,DAMBOLONDA,1,Acre,.94,
1448,208031560212,Panel B,20803156,1,,R1,Yes,CHIONDO,1,Acre,.37,
1448,208031560212,Panel B,20803156,1,,R2,Yes,MGUNDADZUWA,1,Acre,.54000002,
1448,208031560212,Panel B,20803156,1,,R3,Yes,KUTSIDYA,.5,Acre,.34999999,
1456,208031560230,Panel B,20803156,1,,R1,Yes,DAMBO LA NDEU,1,Acre,1.39,
1438,208031560248,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.3200001,
1438,208031560248,Panel B,20803156,1,,R2,Yes,CHALIMBANA,1,Acre,.86000001,
1438,208031560248,Panel B,20803156,1,,R3,Yes,SOYA BEANS,.5,Acre,1,
1452,208031560266,Panel B,20803156,1,,R2,Yes,LOCAL MAIZE AND SOYA PLOT,.5,Acre,.80000001,
1452,208031560266,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE AND NKHWANI,1.5,Acre,1.42,
1450,208031560284,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.40000001,
1436,208031560302,Panel B,20803156,1,,R3,Yes,HYBRID MAIZE,.25,Acre,.11,
1436,208031560302,Panel B,20803156,1,,R2,Yes,LOCAL MAIZE,.5,Acre,.46000001,
1436,208031560302,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,1,Acre,.60000002,
1442,208031560320,Panel B,20803156,1,,R2,Yes,LOCAL MAIZE,1,Acre,.27000001,
1442,208031560320,Panel B,20803156,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,.66000003,
1458,208031560337,Panel B,20803156,1,,R2,Yes,LOCAL MAIZE,.5,Acre,.72000003,
1458,208031560337,Panel B,20803156,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.44999999,
1441,208044050016,Panel A,20804405,1,,R2,Yes,MANIPINTAR PLOT,.1,Acre,.27000001,
1441,208044050016,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE PLOT,.15000001,Acre,.31999999,
1457,208044050067,Panel A,20804405,1,,R1,Yes,MWALA,.5,Acre,.090000004,
1457,208044050067,Panel A,20804405,1,,R2,Yes,MWALA,1,Acre,.44999999,
1461,208044050092,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,.60000002,
1461,208044050092,Panel A,20804405,1,,R3,Yes,SOYA,.2,Acre,.1,
1461,208044050092,Panel A,20804405,1,,R2,Yes,HYBRID,.5,Acre,.30000001,
1453,208044050095,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.40000001,
1443,208044050152,Panel A,20804405,1,,R2,Yes,G/NUTS,.5,Acre,.31,
1443,208044050152,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE,1,Acre,.80000001,
1443,208044050152,Panel A,20804405,1,,R3,Yes,SWEET POTATO,.25,Acre,.30000001,
1455,208044050163,Panel A,20804405,1,,R3,Yes,CHALIMBANA PLOT,.25,Acre,.40000001,
1455,208044050163,Panel A,20804405,1,,R4,Yes,MANIPINTAR PLOT,.25,Acre,.38999999,
1455,208044050163,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE AND BEANS PLO,1,Acre,1.4,
1455,208044050163,Panel A,20804405,1,,R2,Yes,HYBRID MAIZE PLOT,.5,Acre,.30000001,
1459,208044050172,Panel A,20804405,1,,R2,Yes,ONIONS,1,Acre,.41999999,
1459,208044050172,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1,
1469,208044050185,Panel A,20804405,1,,R2,Yes,G/NUTS,.5,Acre,.60000002,
1469,208044050185,Panel A,20804405,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.23,
1465,208044050247,Panel A,20804405,1,,R2,Yes,HYBRID KULISISI,.80000001,Acre,.40000001,
1465,208044050247,Panel A,20804405,1,,R1,Yes,LOCAL KULISISI,1,Acre,.43000001,
1463,208044050269,Panel A,20804405,1,,R2,Yes,G/NUTS,.5,Acre,.31,
1463,208044050269,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE,1,Acre,.80000001,
1449,208044050279,Panel A,20804405,1,,R2,Yes,LOCAL MAIZE AND BEANS PLO,1,Acre,.69999999,
1449,208044050279,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE AND BEANS PLO,1.5,Acre,1.4,
1449,208044050279,Panel A,20804405,1,,R3,Yes,CHALIMBA PLOT,.25,Acre,.40000001,
1445,208044050319,Panel A,20804405,1,,R4,Yes,HYBRID MAIZE,.5,Acre,1.4,
1445,208044050319,Panel A,20804405,1,,R3,Yes,PANA HYBRID MAIZE,.5,Acre,1.39,
1445,208044050319,Panel A,20804405,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.40000001,
1445,208044050319,Panel A,20804405,1,,R1,Yes,LOCAL MAIZE PLOT,.5,Acre,1.4,
1467,208044050380,Panel A,20804405,1,,R1,Yes,MAIZE PAKHOMO,1.5,Acre,1.45,
1467,208044050380,Panel A,20804405,1,,R2,Yes,G/NUTS PAKHOMO,.5,Acre,.25999999,
1467,208044050380,Panel A,20804405,1,,R3,Yes,TOBACCO PAKHOMO,.30000001,Acre,.1,
1447,208044050412,Panel A,20804405,1,,R2,Yes,MAIZE PLOT,1.5,Acre,.30000001,
1447,208044050412,Panel A,20804405,1,,R1,Yes,MAIZE PLOT,2.5,Acre,.60000002,
1474,208047680004,Panel B,20804768,1,,R2,Yes,SWEET  POTATO,.25,Acre,.2,
1474,208047680004,Panel B,20804768,1,,R3,Yes,RENTEDOUT,.5,Acre,.40000001,
1474,208047680004,Panel B,20804768,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.40000001,
1472,208047680022,Panel B,20804768,1,,R4,Yes,SWEET POTATO,2,Acre,.1,
1472,208047680022,Panel B,20804768,1,,R3,Yes,MANIPINTAR,2,Acre,.039999999,
1472,208047680022,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE,2,Acre,1,
1472,208047680022,Panel B,20804768,1,,R2,Yes,SOYA BEANS,2,Acre,.13,
1478,208047680032,Panel B,20804768,1,,R2,Yes,SWEET POTATO,.1,Acre,.31,
1478,208047680032,Panel B,20804768,1,,R1,Yes,MAIZE PLOT,1.5,Acre,.57999998,
1484,208047680035,Panel B,20804768,1,,R1,Yes,MAIZE PLOT,1.5,Acre,,
1484,208047680035,Panel B,20804768,1,,R2,Yes,SWEET POTATO PLOT,1,Acre,,
1466,208047680046,Panel B,20804768,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.51999998,
1466,208047680046,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE,1,Acre,.92000002,
1482,208047680058,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE,3,Acre,1.3200001,
1464,208047680075,Panel B,20804768,1,,R2,Yes,G/NUTS,1,Acre,.40000001,
1464,208047680075,Panel B,20804768,1,,R1,Yes,LOCAL MAIZE,2,Acre,.89999998,
1476,208047680076,Panel B,20804768,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.61000001,
1468,208047680083,Panel B,20804768,1,,R2,Yes,SOYA  BEANS,1.5,Acre,1,
1468,208047680083,Panel B,20804768,1,,R3,Yes,ONION,.5,Acre,.72000003,
1468,208047680083,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.5,
1486,208047680094,Panel B,20804768,1,,R2,Yes,ONIONS PLOT,.5,Acre,.18000001,
1486,208047680094,Panel B,20804768,1,,R1,Yes,MAIZE PLOT,1,Acre,.80000001,
1488,208047680118,Panel B,20804768,1,,R3,Yes,GROUND NUTS,.5,Acre,,
1488,208047680118,Panel B,20804768,1,,R2,Yes,HYBRID MAIZE,1,Acre,.62,
1488,208047680118,Panel B,20804768,1,,R1,Yes,LOCAL MAIZE,.23,Acre,1.15,
1470,208047680166,Panel B,20804768,1,,R3,Yes,SWEET POTATO,1,Acre,.2,
1470,208047680166,Panel B,20804768,1,,R2,Yes,G/NUTS,.5,Acre,.20999999,
1470,208047680166,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.3,
1492,208047680220,Panel B,20804768,1,,,No,,,,,
1480,208047680238,Panel B,20804768,1,,R1,Yes,MAIZE PLOT,1,Acre,1,
1480,208047680238,Panel B,20804768,1,,R2,Yes,MAIZE  PLOT,1,Acre,.89999998,
1490,208047680274,Panel B,20804768,1,,R2,Yes,SWEET POTATO PLOT,.25,Acre,.30000001,
1490,208047680274,Panel B,20804768,1,,R1,Yes,HYBRID MAIZE PLOT,1.5,Acre,.94,
1485,208061310011,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,2,Acre,.60000002,
1503,208061310023,Panel A,20806131,1,,R2,Yes,G NUTS,.15000001,Acre,.61000001,
1503,208061310023,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.5,
1489,208061310026,Panel A,20806131,1,,R1,Yes,LOCALMAIZE,.5,Acre,1,
1487,208061310035,Panel A,20806131,1,,R1,Yes,HYBRID MAIZE,1,Acre,.91000003,
1497,208061310081,Panel A,20806131,1,,,No,,,,,
1477,208061310083,Panel A,20806131,1,,R3,Yes,LOCAL MAIZE,1.5,Acre,.51999998,
1477,208061310083,Panel A,20806131,1,,R2,Yes,HYBRID MAIZE,2,Acre,.93000001,
1477,208061310083,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,1,Acre,.81,
1481,208061310120,Panel A,20806131,1,,R2,Yes,NUNDUNI,.25,Acre,.70999998,
1481,208061310120,Panel A,20806131,1,,R1,Yes,PAKHOMO,.25,Acre,.55000001,
1495,208061310128,Panel A,20806131,1,,R2,Yes,OCHEPA,1,Acre,.38999999,
1495,208061310128,Panel A,20806131,1,,R1,Yes,NAUKULU,2.5,Acre,.93000001,
1491,208061310132,Panel A,20806131,1,,R1,Yes,PAMANDA,1,Acre,1.74,
1493,208061310139,Panel A,20806131,1,,R2,Yes,MGWAYA,2,Acre,2.3900001,
1493,208061310139,Panel A,20806131,1,,R1,Yes,MANDA,2,Acre,2.3900001,
1483,208061310146,Panel A,20806131,1,,R1,Yes,MAIZE PLOT,.5,Acre,.2,
1483,208061310146,Panel A,20806131,1,,R2,Yes,MAIZE PLOT,.5,Acre,.60000002,
1475,208061310221,Panel A,20806131,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.89,
1479,208061310235,Panel A,20806131,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.30000001,
1479,208061310235,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,1,Acre,.89999998,
1479,208061310235,Panel A,20806131,1,,R3,Yes,LOCAL MAIZE,1,Acre,.89999998,
1479,208061310235,Panel A,20806131,1,,R5,Yes,IRISH POTATO,.5,Acre,.40000001,
1479,208061310235,Panel A,20806131,1,,R4,Yes,RECYCLED HYBRID MAIZE,1,Acre,.60000002,
1499,208061310244,Panel A,20806131,1,,R2,Yes,CHIMANGA LOCAL,.5,Acre,.2,
1499,208061310244,Panel A,20806131,1,,R1,Yes,CHIMANGA,.30000001,Acre,.19,
1501,208061310263,Panel A,20806131,1,,R2,Yes,LOCAL MAIZE,1,Acre,.30000001,
1501,208061310263,Panel A,20806131,1,,R3,Yes,LOCAL MAIZE,1,Acre,.60000002,
1501,208061310263,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,1,Acre,.41999999,
1473,208061310274,Panel A,20806131,1,,R1,Yes,LOCAL MAIZE,1,Acre,.74000001,
1473,208061310274,Panel A,20806131,1,,R2,Yes,G NUTS,.5,Acre,.72000003,
1521,208077270023,Panel A,20807727,1,,R1,Yes,MSANGU,1,Acre,1.5,
1521,208077270023,Panel A,20807727,1,,R2,Yes,PAKHOMO,1,Acre,.85000002,
1523,208077270060,Panel A,20807727,1,,R2,Yes,RICE PLOT,.5,Acre,,
1523,208077270060,Panel A,20807727,1,,R1,Yes,MAIZE PLOT,2,Acre,1.4,
1515,208077270079,Panel A,20807727,1,,R1,Yes,HYBRID MAIZE AND KHOBWE,1.5,Acre,.80000001,
1507,208077270095,Panel A,20807727,1,,R3,Yes,DIMBA 1,1,Acre,.49000001,
1507,208077270095,Panel A,20807727,1,,R2,Yes,CHIMBALAME 2,.5,Acre,.80000001,
1507,208077270095,Panel A,20807727,1,,R4,Yes,DAMBO 2,1,Acre,.47999999,
1507,208077270095,Panel A,20807727,1,,R1,Yes,CHIMBALAME 1,1,Acre,.47999999,
1529,208077270118,Panel A,20807727,1,,R1,Yes,MAIZE,1,Acre,1.7,
1533,208077270119,Panel A,20807727,1,,R1,Yes,LOCAL MAIZE,1,Acre,.92000002,
1531,208077270120,Panel A,20807727,1,,R1,Yes,PAKHOMO,1,Acre,1.33,
1509,208077270160,Panel A,20807727,1,,R1,Yes,HYBRID MAIZE,.5,Acre,,
1505,208077270164,Panel A,20807727,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.80000001,
1505,208077270164,Panel A,20807727,1,,R1,Yes,LOCAL MAIZE,.60000002,Acre,.47999999,
1525,208077270175,Panel A,20807727,1,,R1,Yes,MAIZE,1,Acre,.80000001,
1519,208077270183,Panel A,20807727,1,,R1,Yes,MAIZE GARDEN,1.5,Acre,.70999998,
1535,208077270294,Panel A,20807727,1,,R1,Yes,LOCAL MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
1517,208077270339,Panel A,20807727,1,,R1,Yes,LOCAL MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
1511,208077270371,Panel A,20807727,1,,R1,Yes,MAIZE PLOT,1,Acre,.80000001,
1513,208077270372,Panel A,20807727,1,,R1,Yes,LOCAL MAIZE,2,Acre,,TOO FAR FROM HOUSEHOLD
1513,208077270372,Panel A,20807727,1,,R2,Yes,FALLOW,.5,Acre,,TOO FAR FROM HOUSEHOLD
1527,208077270388,Panel A,20807727,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,.69999999,
1510,208084210007,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.5,
1510,208084210007,Panel B,20808421,1,,R2,Yes,RENTED OUT,1.5,Acre,.51999998,
1510,208084210007,Panel B,20808421,1,,R3,Yes,TOMATO,.5,Acre,1,
1512,208084210015,Panel B,20808421,1,,R2,Yes,LOCAL MAIZE,.75,Acre,.80000001,
1512,208084210015,Panel B,20808421,1,,R3,Yes,LOCAL MAIZE,1,Acre,.69999999,
1512,208084210015,Panel B,20808421,1,,R1,Yes,MAIZE HYBRID,.75,Acre,.30000001,
1508,208084210016,Panel B,20808421,1,,R2,Yes,G/NUTS,.5,Acre,.2,
1508,208084210016,Panel B,20808421,1,,R1,Yes,HYBRI MAIZE,.5,Acre,.69999999,
1508,208084210016,Panel B,20808421,1,,R3,Yes,LOCAL MAIZE,.5,Acre,.5,
1500,208084210032,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,1,Acre,.60000002,
1500,208084210032,Panel B,20808421,1,,R2,Yes,HYBRID MAIZE,1,Acre,.80000001,
1506,208084210033,Panel B,20808421,1,,R1,Yes,CHIPONDA,2,Acre,2.05,
1496,208084210049,Panel B,20808421,1,,R5,Yes,LOCAL MAIZE,1.5,Acre,.89999998,
1496,208084210049,Panel B,20808421,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.30000001,
1496,208084210049,Panel B,20808421,1,,R2,Yes,LOCAL MAIZE,.75,Acre,.80000001,
1496,208084210049,Panel B,20808421,1,,R6,Yes,LOCAL MAIZE,2,Acre,1.2,
1496,208084210049,Panel B,20808421,1,,R3,Yes,LOCAL MAIZE,.5,Acre,.5,
1496,208084210049,Panel B,20808421,1,,R4,Yes,HYBRID MAIZE,1,Acre,.40000001,
1524,208084210066,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,1,Acre,.89999998,
1524,208084210066,Panel B,20808421,1,,R2,Yes,SOYA BEANS,.5,Acre,.47999999,
1498,208084210074,Panel B,20808421,1,,R2,Yes,HYBRID MAIZE,1,Acre,.25,
1498,208084210074,Panel B,20808421,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.20999999,
1498,208084210074,Panel B,20808421,1,,R3,Yes,TOMATO,1,Acre,.25,
1502,208084210082,Panel B,20808421,1,,R2,Yes,MSESA,.5,Acre,.63,
1502,208084210082,Panel B,20808421,1,,R3,Yes,CHIPANI,.5,Acre,.44,
1502,208084210082,Panel B,20808421,1,,R1,Yes,PA MANDA,.5,Acre,.52999997,
1520,208084210091,Panel B,20808421,1,,R2,Yes,HYBRID MAIZE,.25,Acre,.13,
1520,208084210091,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,.69,
1520,208084210091,Panel B,20808421,1,,R3,Yes,LOCAL MAIZE,.25,Acre,.25999999,
1514,208084210099,Panel B,20808421,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.2,
1514,208084210099,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.30000001,
1516,208084210116,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,3,Acre,2.21,
1516,208084210116,Panel B,20808421,1,,R2,Yes,LOCAL MAIZE,2,Acre,1.48,
1522,208084210141,Panel B,20808421,1,,R1,Yes,NTUNDA,1.5,Acre,1.78,
1522,208084210141,Panel B,20808421,1,,R2,Yes,KUMKOPE,3,Acre,1.37,
1504,208084210149,Panel B,20808421,1,,R1,Yes,PAKHOMO,.5,Acre,.23999999,
1504,208084210149,Panel B,20808421,1,,R2,Yes,CHINDOLE,1,Acre,.19,
1526,208084210166,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.50999999,
1518,208084210174,Panel B,20808421,1,,R2,Yes,HYBRID MAIZE,2,Acre,.2,
1518,208084210174,Panel B,20808421,1,,R1,Yes,LOCAL MAIZE,2,Acre,.80000001,
1558,209035830002,Panel B,20903583,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.72,
1544,209035830022,Panel B,20903583,1,,R2,Yes,HYBRID RECYCLED,2,Acre,1.08,
1544,209035830022,Panel B,20903583,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.51999998,
1542,209035830041,Panel B,20903583,1,,R2,Yes,RENTED OUT,2,Acre,1.21,
1542,209035830041,Panel B,20903583,1,,R1,Yes,LOCAL MAIZE,1,Acre,.73000002,
1554,209035830061,Panel B,20903583,1,,R1,Yes,MAIZE PLOT,1,Acre,1.5,
1556,209035830081,Panel B,20903583,1,,R2,Yes,MAIZE PLOT,1,Acre,.80000001,
1556,209035830081,Panel B,20903583,1,,R1,Yes,MAIZE PLOT,1,Acre,1.2,
1556,209035830081,Panel B,20903583,1,,R3,Yes,MAIZE PLOT,1,Acre,1.4,
1532,209035830100,Panel B,20903583,1,,R1,Yes,MAIZE,.1,Acre,1.13,
1552,209035830140,Panel B,20903583,1,,R1,Yes,MAIZE,.5,Acre,.56,
1546,209035830159,Panel B,20903583,1,,R1,Yes,MAIZE,.5,Acre,.88999999,
1546,209035830159,Panel B,20903583,1,,R2,Yes,G/NUTS,.5,Acre,.41999999,
1528,209035830179,Panel B,20903583,1,,R1,Yes,MAIZE  PLOT,1,Acre,1.5,
1550,209035830238,Panel B,20903583,1,,R1,Yes,SAKONDE PLOT,.30000001,Acre,.5,
1536,209035830258,Panel B,20903583,1,,R2,Yes,WAKU NKHALANGO,1,Acre,.2,
1536,209035830258,Panel B,20903583,1,,R1,Yes,WA KUNSEU,3,Acre,1,
1534,209035830297,Panel B,20903583,1,,R1,Yes,NGOLOLILO,1,Acre,.70999998,
1548,209035830317,Panel B,20903583,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.73,
1548,209035830317,Panel B,20903583,1,,R2,Yes,CHALIMBANA G/NUTS,1.5,Acre,.37,
1530,209035830336,Panel B,20903583,1,,R1,Yes,MAIZE PLOT,1,Acre,.80000001,
1540,209035830376,Panel B,20903583,1,,R1,Yes,MAIZE,.5,Acre,1.13,
1540,209035830376,Panel B,20903583,1,,R2,Yes,G/NUTS,.5,Acre,.46000001,
1538,209035830395,Panel B,20903583,1,,R2,Yes,LOCAL MAIZE,1,Acre,2.8,
1538,209035830395,Panel B,20903583,1,,R1,Yes,LOCAL MAIZE,1,Acre,2.2,
1541,209065240013,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE PLOT,1,Acre,1.8,
1541,209065240013,Panel A,20906524,1,,R2,Yes,G/NUTS PLOT,1,Acre,1,
1549,209065240020,Panel A,20906524,1,,R1,Yes,HYBRID MAIZE PLOT,1,Acre,.60000002,
1565,209065240027,Panel A,20906524,1,,R3,Yes,G/NUTS,.25,Acre,.5,
1565,209065240027,Panel A,20906524,1,,R2,Yes,MAIZE HYBRID,.25,Acre,.5,
1565,209065240027,Panel A,20906524,1,,R1,Yes,MAIZE LOCAL,.5,Acre,1,
1567,209065240061,Panel A,20906524,1,,R1,Yes,MAIZE,.5,Acre,.92000002,
1563,209065240102,Panel A,20906524,1,,R1,Yes,HYBRID RECYCLE MAIZE PLOT,1,Acre,.80000001,
1559,209065240152,Panel A,20906524,1,,R1,Yes,MAIZE,.5,Acre,2.3299999,
1551,209065240160,Panel A,20906524,1,,R1,Yes,MAIZE,.5,Acre,1.11,
1545,209065240180,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE,2,Acre,.82999998,
1545,209065240180,Panel A,20906524,1,,R2,Yes,HYBRID MAIZE,2,Acre,.91000003,
1555,209065240193,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE,1,Acre,.46000001,
1555,209065240193,Panel A,20906524,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.25,
1537,209065240205,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE,1,Acre,.83999997,
1539,209065240211,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE,.5,Acre,1.58,
1539,209065240211,Panel A,20906524,1,,R2,Yes,BARLEY TOBACCO,.25,Acre,.44999999,
1561,209065240225,Panel A,20906524,1,,R1,Yes,MAIZE PLOT,1,Acre,1.4,
1561,209065240225,Panel A,20906524,1,,R2,Yes,BEANS PLOT,.25,Acre,.60000002,
1547,209065240246,Panel A,20906524,1,,R2,Yes,SWEET POTATO,.5,Acre,.31999999,
1547,209065240246,Panel A,20906524,1,,R1,Yes,MAIZE,.5,Acre,3.1099999,
1543,209065240253,Panel A,20906524,1,,R1,Yes,MAIZE,5,Acre,1.4400001,
1557,209065240263,Panel A,20906524,1,,R1,Yes,HYBRID MAIZE,1,Acre,.43000001,
1553,209065240299,Panel A,20906524,1,,R1,Yes,LOCAL MAIZE,2,Acre,1,
1553,209065240299,Panel A,20906524,1,,R2,Yes,TOBACCO,1,Acre,.5,
1562,209066050011,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE,2,Acre,2.0799999,
1560,209066050025,Panel B,20906605,1,,R1,Yes,MAIZE PLOT,1,Acre,1.5,
1560,209066050025,Panel B,20906605,1,,R2,Yes,TOBACCO PLOT,.5,Acre,.80000001,
1570,209066050038,Panel B,20906605,1,,R1,Yes,MAIZE,.5,Acre,.99000001,
1566,209066050065,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.66,
1574,209066050078,Panel B,20906605,1,,R1,Yes,MAIZE,.5,Acre,1.38,
1574,209066050078,Panel B,20906605,1,,R2,Yes,SOYA,.5,Acre,.80000001,
1574,209066050078,Panel B,20906605,1,,R3,Yes,G/ NUTS,.5,Acre,.15000001,
1588,209066050092,Panel B,20906605,1,,R1,Yes,MAIZE PLOT,1,Acre,.5,
1580,209066050119,Panel B,20906605,1,,R1,Yes,HYBRID RECYCLED,2,Acre,2.46,
1568,209066050132,Panel B,20906605,1,,R1,Yes,MAIZE,.5,Acre,.85000002,
1590,209066050145,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.4,
1576,209066050172,Panel B,20906605,1,,R1,Yes,HYBRID MAIZE,1,Acre,.81,
1576,209066050172,Panel B,20906605,1,,R3,Yes,CHALIMBANA G/NUTS,.5,Acre,.41999999,
1576,209066050172,Panel B,20906605,1,,R4,Yes,BURLEY TOBACCO,.5,Acre,.61000001,
1576,209066050172,Panel B,20906605,1,,R2,Yes,MAIZE LOCAL,1,Acre,.70999998,
1584,209066050185,Panel B,20906605,1,,R2,Yes,G/NUTS,.5,Acre,1.1,
1584,209066050185,Panel B,20906605,1,,R1,Yes,MAIZE,.5,Acre,1.2,
1564,209066050199,Panel B,20906605,1,,R1,Yes,MAIZE,.5,Acre,.99000001,
1586,209066050226,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE,1,Acre,.80000001,
1578,209066050239,Panel B,20906605,1,,R2,Yes,HYBRID MAIZE PLOT,1,Acre,.89999998,
1578,209066050239,Panel B,20906605,1,,R1,Yes,HYBRID MAIZE PLOT,1,Acre,1.2,
1572,209066050252,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE,3.5,Acre,2.51,
1572,209066050252,Panel B,20906605,1,,R2,Yes,GROUND NUT CHALIMBANI,2,Acre,1.21,
1582,209066050279,Panel B,20906605,1,,R3,Yes,G/NUTS,2,Acre,2.7,
1582,209066050279,Panel B,20906605,1,,R1,Yes,LOCAL MAIZE PLOT,3,Acre,2.5,
1582,209066050279,Panel B,20906605,1,,R2,Yes,HYBRID,.69999999,Acre,1,
1631,209080880004,Panel A,20908088,1,,R2,Yes,TOBACCO,1,Acre,1.14,
1631,209080880004,Panel A,20908088,1,,R1,Yes,LOCAL HYBRID MAIZE,3,Acre,3.5,
1621,209080880012,Panel A,20908088,1,,R1,Yes,LOCAL MAIZE,1,Acre,.73000002,
1625,209080880013,Panel A,20908088,1,,R1,Yes,LOCAL MAIZE,.2,Acre,.40000001,
1603,209080880052,Panel A,20908088,1,,R2,Yes,COTTON,.5,Acre,.36000001,
1603,209080880052,Panel A,20908088,1,,R1,Yes,MAIZE,.5,Acre,.73000002,
1627,209080880064,Panel A,20908088,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.14,
