HHID,case_id,qx_type,visit,ea_id,hh_x01,hh_x02,hh_x03,hh_x04,hh_x05,hh_x06,hh_x07,hh_x08,hh_x09,hh_x10,hh_x11,hh_x12,hh_x13,hh_x14,hh_x15,hh_x16
1697,210524270052,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1723,210524270056,Panel A,1,21052427,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1701,210524270105,Panel A,1,21052427,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
1707,210524270120,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1703,210524270130,Panel A,1,21052427,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1719,210524270133,Panel A,1,21052427,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1699,210524270151,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1715,210524270154,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1713,210524270157,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1727,210524270193,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1709,210524270203,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1705,210524270222,Panel A,1,21052427,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1711,210524270224,Panel A,1,21052427,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1721,210524270226,Panel A,1,21052427,Yes,,,,,,,,,No,No,No,No,No,No,No
1702,210537450001,Panel B,2,21053745,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
1694,210537450008,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1712,210537450015,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1708,210537450023,Panel B,2,21053745,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1692,210537450030,Panel B,2,21053745,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1718,210537450045,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1698,210537450052,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1706,210537450059,Panel B,2,21053745,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1696,210537450067,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1690,210537450081,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1704,210537450096,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1716,210537450103,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1700,210537450118,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1710,210537450125,Panel B,2,21053745,Yes,,,,,,,,,No,No,No,No,No,No,No
1688,210537450133,Panel B,2,21053745,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
1714,210537450147,Panel B,2,21053745,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1742,210552410021,Panel B,2,21055241,Yes,,,,,,,,,No,No,No,No,No,No,No
1736,210552410097,Panel B,2,21055241,Yes,,,,,,,,,No,No,No,No,No,No,No
1748,210552410123,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1732,210552410148,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1726,210552410174,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1746,210552410199,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1724,210552410225,Panel B,2,21055241,Yes,,,,,,,,,No,No,No,No,No,No,No
1738,210552410301,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1728,210552410327,Panel B,2,21055241,Yes,,,,,,,,,No,No,No,No,No,No,No
1744,210552410353,Panel B,2,21055241,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1734,210552410378,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1750,210552410404,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1720,210552410429,Panel B,2,21055241,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1740,210552410455,Panel B,2,21055241,Yes,,,,,,,,,No,No,No,No,No,No,No
1730,210552410480,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1722,210552410531,Panel B,2,21055241,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1731,210556930002,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1759,210556930146,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1749,210556930273,Panel A,1,21055693,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1735,210556930402,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1753,210556930426,Panel A,1,21055693,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1741,210556930550,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1757,210556930609,Panel A,1,21055693,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
1733,210556930638,Panel A,1,21055693,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1743,210556930789,Panel A,1,21055693,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1737,210556930806,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1755,210556930809,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1729,210556930847,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1745,210556930881,Panel A,1,21055693,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1747,210556930940,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1739,210556930960,Panel A,1,21055693,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1751,210556930970,Panel A,1,21055693,Yes,,,,,,,,,No,No,No,No,No,No,No
1752,210660960013,Panel B,2,21066096,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1758,210660960055,Panel B,2,21066096,Yes,,,,,,,,,No,No,No,No,No,No,No
1774,210660960138,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
1756,210660960179,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1768,210660960221,Panel B,2,21066096,Yes,,,,,,,,,No,No,No,No,No,No,No
1776,210660960262,Panel B,2,21066096,Yes,,,,,,,,,No,No,No,No,No,No,No
1766,210660960303,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1770,210660960345,Panel B,2,21066096,Yes,,,,,,,,,No,No,No,No,No,No,No
1764,210660960386,Panel B,2,21066096,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1780,210660960511,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1772,210660960593,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1760,210660960676,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1754,210660960718,Panel B,2,21066096,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1762,210660960759,Panel B,2,21066096,Yes,,,,,,,,,No,No,No,No,No,No,No
1778,210660960842,Panel B,2,21066096,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
1783,210663390015,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1777,210663390033,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1765,210663390140,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1775,210663390154,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1763,210663390400,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1781,210663390423,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1761,210663390451,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1791,210663390523,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1769,210663390578,Panel A,1,21066339,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1771,210663390593,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,Yes,Yes,Yes,No
1789,210663390682,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
1767,210663390754,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1779,210663390797,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1785,210663390868,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1773,210663390913,Panel A,1,21066339,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1787,210663390974,Panel A,1,21066339,Yes,,,,,,,,,No,No,No,No,No,No,No
1807,210745100075,Panel A,1,21074510,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1793,210745100092,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1805,210745100102,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1803,210745100193,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1813,210745100200,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1811,210745100332,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1815,210745100381,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1819,210745100476,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1801,210745100501,Panel A,1,21074510,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1823,210745100624,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1795,210745100640,Panel A,1,21074510,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1797,210745100773,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1799,210745100867,Panel A,1,21074510,Yes,,,,,,,,,No,No,No,No,No,No,No
1817,210745100885,Panel A,1,21074510,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1809,210745100917,Panel A,1,21074510,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1821,210745100948,Panel A,1,21074510,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1806,210777250008,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1782,210777250025,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1800,210777250033,Panel B,2,21077725,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1802,210777250041,Panel B,2,21077725,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
1812,210777250058,Panel B,2,21077725,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1786,210777250066,Panel B,2,21077725,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1810,210777250074,Panel B,2,21077725,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1788,210777250083,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1792,210777250091,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1794,210777250099,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1784,210777250107,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1798,210777250116,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1804,210777250149,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1808,210777250157,Panel B,2,21077725,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1790,210777250165,Panel B,2,21077725,Yes,,,,,,,,,No,No,No,No,No,No,No
1796,210777250174,Panel B,2,21077725,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1849,210803080100,Panel A,1,21080308,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1827,210803080310,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1851,210803080313,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1841,210803080348,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1853,210803080358,Panel A,1,21080308,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1845,210803080472,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1837,210803080492,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1831,210803080571,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1847,210803080576,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1833,210803080596,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1843,210803080685,Panel A,1,21080308,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1835,210803080699,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1855,210803080875,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1825,210803080880,Panel A,1,21080308,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1829,210803080888,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1839,210803080906,Panel A,1,21080308,Yes,,,,,,,,,No,No,No,No,No,No,No
1836,210815730045,Panel B,2,21081573,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1814,210815730065,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1822,210815730107,Panel B,2,21081573,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1826,210815730128,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1838,210815730149,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1818,210815730169,Panel B,2,21081573,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1832,210815730190,Panel B,2,21081573,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1830,210815730232,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1840,210815730253,Panel B,2,21081573,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1834,210815730273,Panel B,2,21081573,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1824,210815730315,Panel B,2,21081573,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1816,210815730336,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1820,210815730357,Panel B,2,21081573,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1828,210815730398,Panel B,2,21081573,Yes,,,,,,,,,No,No,No,No,No,No,No
1842,210860690007,Panel B,2,21086069,Yes,,,,,,,,,No,No,No,No,No,No,No
1856,210860690053,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1870,210860690065,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1862,210860690077,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1860,210860690100,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1872,210860690112,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1844,210860690123,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1854,210860690146,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1846,210860690158,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1866,210860690170,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1848,210860690181,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1864,210860690193,Panel B,2,21086069,Yes,,,,,,,,,No,No,No,No,No,No,No
1850,210860690204,Panel B,2,21086069,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1868,210860690216,Panel B,2,21086069,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1852,210860690228,Panel B,2,21086069,Yes,,,,,,,,,No,No,No,No,No,No,No
1858,210860690239,Panel B,2,21086069,Yes,,,,,,,,,No,No,No,No,No,No,No
1869,210864360006,Panel A,1,21086436,Yes,,,,,,,,,No,No,No,No,No,No,No
1873,210864360023,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1865,210864360071,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1875,210864360087,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1883,210864360103,Panel A,1,21086436,Yes,,,,,,,,,No,No,No,No,No,No,No
1879,210864360119,Panel A,1,21086436,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1871,210864360135,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1887,210864360167,Panel A,1,21086436,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1857,210864360183,Panel A,1,21086436,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1859,210864360200,Panel A,1,21086436,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1867,210864360216,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1861,210864360232,Panel A,1,21086436,Yes,,,,,,,,,No,No,No,No,No,No,No
1877,210864360264,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1881,210864360280,Panel A,1,21086436,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1885,210864360296,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1863,210864360312,Panel A,1,21086436,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1891,210875310014,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1905,210875310030,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,Yes,Yes,Yes,No
1917,210875310067,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1897,210875310089,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1895,210875310116,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1913,210875310120,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1893,210875310132,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1915,210875310152,Panel A,1,21087531,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1899,210875310200,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1901,210875310213,Panel A,1,21087531,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1911,210875310258,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1889,210875310313,Panel A,1,21087531,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1907,210875310322,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1909,210875310374,Panel A,1,21087531,Yes,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No
1919,210875310399,Panel A,1,21087531,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1903,210875310422,Panel A,1,21087531,Yes,,,,,,,,,No,No,No,No,No,No,No
1874,210885970005,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1892,210885970026,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1902,210885970047,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1880,210885970068,Panel B,2,21088597,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1890,210885970089,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1896,210885970174,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1900,210885970195,Panel B,2,21088597,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1886,210885970237,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1878,210885970258,Panel B,2,21088597,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1884,210885970279,Panel B,2,21088597,Yes,,,,,,,,,No,No,No,No,No,No,No
1882,210885970321,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1876,210885970342,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1898,210885970363,Panel B,2,21088597,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1894,210885970405,Panel B,2,21088597,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
1888,210885970426,Panel B,2,21088597,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1951,301012800005,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
1941,301012800051,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1923,301012800063,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
1935,301012800066,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes
1929,301012800072,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1933,301012800089,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1925,301012800118,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1945,301012800121,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1943,301012800128,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
1949,301012800130,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1939,301012800172,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
1931,301012800179,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1947,301012800247,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1927,301012800312,Panel A,1,30101280,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1921,301012800326,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1937,301012800351,Panel A,1,30101280,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1922,301015450010,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1908,301015450016,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1914,301015450023,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1924,301015450030,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1920,301015450043,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1932,301015450050,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1930,301015450057,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1910,301015450063,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1934,301015450077,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1904,301015450083,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1912,301015450090,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1926,301015450097,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1916,301015450110,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1906,301015450117,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1928,301015450124,Panel B,2,30101545,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
1918,301015450137,Panel B,2,30101545,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1983,301020280005,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1955,301020280030,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1981,301020280052,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
1965,301020280075,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,Yes,No,Yes,No
1977,301020280084,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1953,301020280090,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1967,301020280096,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1957,301020280102,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1959,301020280135,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1961,301020280151,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1963,301020280165,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1973,301020280188,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1971,301020280191,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1975,301020280228,Panel A,1,30102028,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1969,301020280236,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1979,301020280258,Panel A,1,30102028,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
1964,301025400018,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1954,301025400027,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1960,301025400037,Panel B,2,30102540,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1966,301025400046,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1938,301025400065,Panel B,2,30102540,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1956,301025400075,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
1942,301025400085,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1940,301025400094,Panel B,2,30102540,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1962,301025400113,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1936,301025400123,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1946,301025400132,Panel B,2,30102540,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1950,301025400142,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1948,301025400161,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1944,301025400171,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1958,301025400180,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1952,301025400199,Panel B,2,30102540,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
2005,301030740024,Panel A,1,30103074,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
1985,301030740038,Panel A,1,30103074,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1993,301030740051,Panel A,1,30103074,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
