HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
1938,301025400065,Panel B,2,30102540,Owned,100000,500,Month,,,2,Traditional,Compacted earth,,Grass,,Sand,,1,Parrafin,,Collected firewood,,,,Community woodlot,,.30000001,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Burning,,No,,,
1956,301025400075,Panel B,2,30102540,"Free, authorised",,1000,Month,,,8,Semi-Permanent,Burnt bricks,,Grass,,Sand,,1,Parrafin,,Collected firewood,,,,Forest reserve,,15,Minute,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,480,Protected public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,Yes,Yes,"Yes, for all children under five"
1942,301025400085,Panel B,2,30102540,Owned,100000,3000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Sand,,3,Parrafin,,Collected firewood,,,,Forest reserve,,20,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,1,700,Protected public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
1940,301025400094,Panel B,2,30102540,Owned,80000,500,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,20,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,No,
1962,301025400113,Panel B,2,30102540,Owned,80000,500,Month,,,9,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
1936,301025400123,Panel B,2,30102540,Owned,50000,300,Month,,,4,Traditional,Mud brick,,Grass,,Sand,,1,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
1946,301025400132,Panel B,2,30102540,Owned,90000,400,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Community woodlot,,.5,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected well in yard/plot,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Burning,,No,,,
1950,301025400142,Panel B,2,30102540,Owned,5000,200,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Grass,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,10,Minute,Only dry season,Dam,None,,,None,,No,,,
1948,301025400161,Panel B,2,30102540,Owned,70000,400,Month,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,.5,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,.5,Minute,All year around,,Latrine without roof,,Household members only,Burning,,No,,,
1944,301025400171,Panel B,2,30102540,Owned,40000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,15,Minute,None,600,No,,,,,,,,,,,,No,,,,No,,,,1,1500,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
1958,301025400180,Panel B,2,30102540,Owned,8000,400,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
1952,301025400199,Panel B,2,30102540,Owned,80000,1000,Month,,,26,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Battery/dry cell,,Collected firewood,,,,Own woodlot,,20,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
2005,301030740024,Panel A,1,30103074,Owned,20000,500,Month,,,1,Traditional,Grass,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,10,Minute,Only dry season,Borehole,None,,,None,,Yes,Yes,Yes,"Yes, for all children under five"
1985,301030740038,Panel A,1,30103074,Owned,25000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,No,,,
1993,301030740051,Panel A,1,30103074,Owned,100000,2000,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,1,1000,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,No,,,
2007,301030740064,Panel A,1,30103074,Owned,20000,1000,Month,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,5,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,Yes,No,No,
2001,301030740091,Panel A,1,30103074,Owned,35000,3000,Month,,,4,Traditional,Grass,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Own woodlot,,5,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,All nets treated & less than 6 months old,No,
1987,301030740104,Panel A,1,30103074,Owned,15000,500,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Community woodlot,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for all children under five"
1999,301030740118,Panel A,1,30103074,Owned,20000,1000,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,250,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,No,,,
1991,301030740131,Panel A,1,30103074,Owned,30000,2000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Community woodlot,,3,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,2000,Protected public well,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"Yes, for all children under five"
1989,301030740158,Panel A,1,30103074,Owned,200000,2000,Month,,,7,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Own woodlot,,.5,Minute,None,0,No,,,,,,,,,,,,No,,,,No,,,,1,2000,Open well in yard/plot,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
2013,301030740171,Panel A,1,30103074,Owned,25000,2000,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Own woodlot,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,5,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2015,301030740184,Panel A,1,30103074,Owned,10000,250,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Community woodlot,,10,Minute,None,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2011,301030740198,Panel A,1,30103074,Owned,50000,1000,Month,,,10,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Collected firewood,,,,Own woodlot,,.5,Hour,All,0,No,,,,,,,,,,,,No,,,,No,,,,1,4000,Protected well in yard/plot,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
1995,301030740224,Panel A,1,30103074,Owned,30000,1500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Community woodlot,,5,Minute,None,150,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Household members only,Rubbish bin,,Yes,No,Yes,"Yes, for all children under five"
2003,301030740238,Panel A,1,30103074,Owned,20000,1000,Month,,,3,Traditional,Grass,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Own woodlot,,5,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,10,Minute,Only rainy season,Borehole,Latrine without roof,,Household members only,None,,No,,,
1997,301030740251,Panel A,1,30103074,Owned,5000,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Community woodlot,,30,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
2009,301030740278,Panel A,1,30103074,Owned,10000,200,Month,,,1,Traditional,Grass,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
1976,301047080010,Panel B,2,30104708,Owned,10000,300,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,0,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
1980,301047080023,Panel B,2,30104708,Owned,20000,300,Month,,,5,Traditional,Mud,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,30,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,No,
1970,301047080037,Panel B,2,30104708,Owned,8000,500,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,5,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
1984,301047080062,Panel B,2,30104708,Owned,200000,3000,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Collected firewood,,,,Forest reserve,,4,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,1,500,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
1978,301047080065,Panel B,2,30104708,Owned,20000,800,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,5,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,No,,,
1988,301047080078,Panel B,2,30104708,Owned,25000,500,Month,,,20,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,None,700,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
1972,301047080092,Panel B,2,30104708,"Free, authorised",,500,Month,,,5,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Community woodlot,,1,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,Latrine without roof,,Other households also,Burning,,No,,,
1998,301047080102,Panel B,2,30104708,Owned,150000,2000,Month,,,19,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,650,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,No,
1986,301047080119,Panel B,2,30104708,Owned,20000,500,Month,,,10,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
1992,301047080133,Panel B,2,30104708,Owned,18000,500,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,2,Hour,Almost all,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Hour,All year around,,Latrine without roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
1982,301047080147,Panel B,2,30104708,Owned,10000,500,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,8,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,Latrine without roof,,Household members only,None,,No,,,
1990,301047080174,Panel B,2,30104708,Owned,120000,1000,Month,,,17,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,8,Hour,None,700,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,4,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,No,No,
1996,301047080188,Panel B,2,30104708,Owned,30000,1000,Month,,,2,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,3,Hour,None,200,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,1,700,Borehole,,30,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,No,Yes,"Yes, for some children under five"
1974,301047080229,Panel B,2,30104708,Owned,200000,1500,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Hour,None,700,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
1968,301047080257,Panel B,2,30104708,Owned,30000,2000,Month,,,20,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,3,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,700,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,No,Yes,"Yes, for all children under five"
1994,301047080284,Panel B,2,30104708,Owned,95000,2500,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,600,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
2021,301053250034,Panel A,1,30105325,Owned,20000,1500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Forest reserve,,6,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2037,301053250101,Panel A,1,30105325,Owned,2000,500,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2045,301053250109,Panel A,1,30105325,Owned,5000,400,Month,,,8,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,6,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,2,4000,Borehole,,0,7,Minute,All year around,,None,,,None,,Yes,Yes,Yes,"Yes, for all children under five"
2033,301053250111,Panel A,1,30105325,Owned,10000,300,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,1,Candles,,Collected firewood,,,,Unfarmed areas of community,,6,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,None,,,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
2029,301053250124,Panel A,1,30105325,Owned,40000,2000,Month,,,3,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,2,Collected firewood,,Collected firewood,,,,Own woodlot,,3,Hour,All,0,No,,,,,,,,,,,,No,,,,No,,,,2,2000,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
2041,301053250136,Panel A,1,30105325,Owned,15000,1000,Month,,,4,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Puchased firewood,,,Yes,Forest reserve,,4,Hour,All,100,No,,,,,,,,,,,,Yes,Yes,No need for electricity,,No,,,,1,2000,Borehole,,0,5,Minute,All year around,,None,,,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2043,301053250141,Panel A,1,30105325,Owned,100000,5000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Sand,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,No,,,
2039,301053250145,Panel A,1,30105325,Owned,100000,1000,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,6,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,8,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2025,301053250181,Panel A,1,30105325,Owned,15000,800,Month,,,13,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Own woodlot,,20,Minute,None,350,No,,,,,,,,,,,,No,,,,No,,,,2,3000,Borehole,,0,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
2017,301053250201,Panel A,1,30105325,Owned,10000,200,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,0,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,4,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,2,Minute,All year around,,None,,,Public rubbish heap,,Yes,No,No,
2031,301053250223,Panel A,1,30105325,Owned,10000,1000,Month,,,6,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,400,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Latrine without roof,,Household members only,None,,No,,,
2027,301053250227,Panel A,1,30105325,Owned,10000,1500,Month,,,6,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,300,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,Yes,Yes,Yes,"Yes, for some children under five"
2019,301053250263,Panel A,1,30105325,Rented,,,,500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,1,Battery/dry cell,,Charcoal,,Yes,No,,,,,,200,No,,,,,,,,,,,,Yes,No,,,No,,,,2,2500,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
2047,301053250266,Panel A,1,30105325,Rented,,,,300,Year,10,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Candles,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,3,3000,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,No,No,
2035,301053250271,Panel A,1,30105325,Employer provides,,2500,Month,,,13,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Other (specify),,Collected firewood,,,,Other (specify),,.5,Hour,Half,400,No,,,,,,,,,,,,Yes,No,,,No,,,,1,1000,Borehole,,0,.5,Minute,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
2023,301053250273,Panel A,1,30105325,Employer provides,,3500,Month,,,13,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Candles,,Charcoal,,Yes,No,,,,,,1300,No,,,,,,,,,,,,Yes,No,,,No,,,,3,3000,Borehole,,10,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2024,301054480005,Panel B,2,30105448,Owned,15000,500,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,3,Hour,None,100,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,Yes,"Yes, for some children under five"
2006,301054480020,Panel B,2,30105448,Owned,20000,500,Month,,,1,Traditional,Mud,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Borehole,,50,10,Minute,All year around,,None,,,Public rubbish heap,,No,,,
2000,301054480037,Panel B,2,30105448,Owned,30000,1000,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,No,,,
2008,301054480065,Panel B,2,30105448,Owned,15000,1000,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,40,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,No,,,
2004,301054480087,Panel B,2,30105448,Owned,30000,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Forest reserve,,4,Hour,None,150,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,0,,Open public well,,0,30,Minute,All year around,,Traditional latrine with roof,,Other households also,Public rubbish heap,,No,,,
2018,301054480103,Panel B,2,30105448,Owned,25000,800,Month,,,1,Traditional,Mud brick,,Grass,,Smoothed mud,,3,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,10,Hour,None,600,No,,,,,,,,,,,,No,,,,No,,,,0,,Protected public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
2028,301054480136,Panel B,2,30105448,Owned,12000,500,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,8,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
2016,301054480152,Panel B,2,30105448,Owned,5000,800,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,8,Hour,None,0,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,50,.5,Minute,All year around,,Latrine without roof,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for some children under five"
2014,301054480168,Panel B,2,30105448,Owned,30000,1500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
2012,301054480201,Panel B,2,30105448,Owned,5000,500,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Grass,,Collected firewood,,,,Forest reserve,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,15,Minute,Only rainy season,Borehole,None,,,None,,No,,,
2020,301054480217,Panel B,2,30105448,Owned,25000,500,Month,,,10,Traditional,Mud brick,,Grass,,Smoothed mud,,0,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,8,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,Yes,Yes,
2026,301054480234,Panel B,2,30105448,Owned,13000,800,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,30,Minute,None,450,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,5,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
