HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
1423,207061630051,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,5,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
1411,207061630142,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,2,Cloth/sack on floor,,Blanket only,,Blanket only,
1419,207061630161,Panel A,1,20706163,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,1,1,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1425,207061630164,Panel A,1,20706163,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,3,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1421,207061630206,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,3,Only just meets your expenses,5,Bed & mattress,,Blanket & sheets,,Sheets only,
1417,207061630237,Panel A,1,20706163,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1433,207061630242,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,2,Only just meets your expenses,5,Bed & mattress,,Blanket & sheets,,Sheets only,
1409,207061630388,Panel A,1,20706163,It was more than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,3,3,4,Is not sufficient so need to use savings to meet expenses,3,Bed & mattress,,Blanket only,,Sheets only,
1415,207061630451,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,1,1,Only just meets your expenses,2,Bed & mattress,,Blanket & sheets,,Sheets only,
1431,207061630454,Panel A,1,20706163,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,2,5,Is not sufficient so need to use savings to meet expenses,10,Bed & mattress,,Blanket & sheets,,Blanket & sheets,
1437,207061630495,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,3,2,5,Allows you to save just a little,5,Mat (grass) on floor,,Blanket only,,Sheets only,
1427,207061630497,Panel A,1,20706163,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,3,Only just meets your expenses,2,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
1429,207061630586,Panel A,1,20706163,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,4,5,Is not sufficient so need to use savings to meet expenses,3,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
1435,207061630599,Panel A,1,20706163,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,2,3,5,Is really not sufficient so you need to borrow to meet expenses,3,Bed & mat (Grass),,Blanket only,,Chitenje cloth,
1413,207061630623,Panel A,1,20706163,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Is not sufficient so need to use savings to meet expenses,5,Bed & mattress,,Blanket only,,Sheets only,
1396,208010460086,Panel B,2,20801046,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1386,208010460098,Panel B,2,20801046,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1382,208010460110,Panel B,2,20801046,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,2,2,Is not sufficient so need to use savings to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1378,208010460148,Panel B,2,20801046,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,1,1,Only just meets your expenses,4,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1380,208010460161,Panel B,2,20801046,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Only just meets your expenses,5,Mat (grass) on floor,,Blanket only,,Sheets only,
1372,208010460164,Panel B,2,20801046,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,2,3,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Sheets only,
1394,208010460171,Panel B,2,20801046,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,12,Bed & mattress,,Blanket only,,Sheets only,
1388,208010460174,Panel B,2,20801046,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1398,208010460178,Panel B,2,20801046,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1384,208010460211,Panel B,2,20801046,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1392,208010460212,Panel B,2,20801046,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1376,208010460225,Panel B,2,20801046,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1370,208010460235,Panel B,2,20801046,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,1,2,Allows you to save just a little,10,Bed alone,,Blanket only,,Sheets only,
1390,208010460237,Panel B,2,20801046,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,1,3,Allows you to save just a little,13,Mat (grass) on floor,,Blanket only,,Sheets only,
1374,208010460248,Panel B,2,20801046,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,2,Only just meets your expenses,5,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1418,208020190002,Panel B,2,20802019,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1412,208020190010,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,5,Mat (grass) on floor,,Blanket only,,Blanket only,
1422,208020190052,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1404,208020190067,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Sheets only,,Sheets only,
1400,208020190081,Panel B,2,20802019,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,2,2,Only just meets your expenses,10,Bed & mattress,,Blanket & sheets,,Blanket & sheets,
1410,208020190096,Panel B,2,20802019,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,4,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1430,208020190104,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,3,Cloth/sack on floor,,Sheets only,,Sheets only,
1416,208020190125,Panel B,2,20802019,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,3,Is not sufficient so need to use savings to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1420,208020190139,Panel B,2,20802019,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,3,2,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1426,208020190154,Panel B,2,20802019,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1408,208020190168,Panel B,2,20802019,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,1,Allows you to save just a little,6,Mat (grass) on floor,,Blanket only,,Sheets only,
1406,208020190212,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1414,208020190226,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1402,208020190241,Panel B,2,20802019,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1428,208020190255,Panel B,2,20802019,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1424,208020190270,Panel B,2,20802019,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,1,Is not sufficient so need to use savings to meet expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1440,208031560016,Panel B,2,20803156,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1460,208031560034,Panel B,2,20803156,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1446,208031560052,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Cloth/sack on floor,,Blanket only,,Blanket only,
1444,208031560087,Panel B,2,20803156,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is not sufficient so need to use savings to meet expenses,1,Mat (grass) on floor,,Blanket only,,Blanket only,
1462,208031560105,Panel B,2,20803156,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1434,208031560123,Panel B,2,20803156,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1454,208031560159,Panel B,2,20803156,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1432,208031560195,Panel B,2,20803156,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,2,3,Is not sufficient so need to use savings to meet expenses,10,Mattress on floor,,Blanket only,,Blanket only,
1448,208031560212,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,7,Mat (grass) on floor,,Blanket only,,Blanket only,
1456,208031560230,Panel B,2,20803156,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1438,208031560248,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Allows you to save just a little,7,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1452,208031560266,Panel B,2,20803156,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Only just meets your expenses,4,Bed & mat (Grass),,Blanket & sheets,,Sheets only,
1450,208031560284,Panel B,2,20803156,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,12,Mat (grass) on floor,,Blanket only,,Blanket only,
1436,208031560302,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1442,208031560320,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1458,208031560337,Panel B,2,20803156,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1441,208044050016,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1457,208044050067,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,3,Cloth/sack on floor,,Blanket only,,Blanket only,
1461,208044050092,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,4,4,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1453,208044050095,Panel A,1,20804405,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1443,208044050152,Panel A,1,20804405,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,4,2,3,Only just meets your expenses,6,Bed & mattress,,Blanket only,,Sheets only,
1455,208044050163,Panel A,1,20804405,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1459,208044050172,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,2,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1469,208044050185,Panel A,1,20804405,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Allows you to save just a little,6,Bed & mattress,,Blanket only,,Sheets only,
1465,208044050247,Panel A,1,20804405,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,2,4,Is not sufficient so need to use savings to meet expenses,5,Mat (grass) on floor,,Blanket & sheets,,Sheets only,
1463,208044050269,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,4,Bed & mat (Grass),,Blanket & sheets,,Chitenje cloth,
1449,208044050279,Panel A,1,20804405,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,3,Only just meets your expenses,6,Mattress on floor,,Blanket & sheets,,Sheets only,
1445,208044050319,Panel A,1,20804405,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,3,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1467,208044050380,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is not sufficient so need to use savings to meet expenses,5,Bed & mattress,,Blanket only,,Blanket only,
1451,208044050390,Panel A,1,20804405,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Only just meets your expenses,6,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1447,208044050412,Panel A,1,20804405,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,5,Is really not sufficient so you need to borrow to meet expenses,4,Bed & mattress,,Blanket only,,Blanket only,
1471,208044050441,Panel A,1,20804405,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,2,Only just meets your expenses,4,Bed & mat (Grass),,Blanket only,,Blanket only,
1474,208047680004,Panel B,2,20804768,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,4,Only just meets your expenses,5,Bed & mat (Grass),,Blanket only,,Blanket only,
1472,208047680022,Panel B,2,20804768,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,4,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1478,208047680032,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1484,208047680035,Panel B,2,20804768,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,2,2,Only just meets your expenses,8,Bed & mattress,,Blanket & sheets,,Blanket & sheets,
1466,208047680046,Panel B,2,20804768,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,3,Only just meets your expenses,4,Bed alone,,Blanket only,,Blanket only,
1482,208047680058,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1464,208047680075,Panel B,2,20804768,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1476,208047680076,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1468,208047680083,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,2,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Sheets only,
1486,208047680094,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1488,208047680118,Panel B,2,20804768,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,2,3,Only just meets your expenses,6,Bed & mat (Grass),,Blanket only,,Blanket only,
1494,208047680148,Panel B,2,20804768,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1470,208047680166,Panel B,2,20804768,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,3,Bed & mattress,,Blanket only,,Blanket only,
1492,208047680220,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1480,208047680238,Panel B,2,20804768,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Bed alone,,Blanket only,,Sheets only,
1490,208047680274,Panel B,2,20804768,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,3,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Sheets only,
1485,208061310011,Panel A,1,20806131,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,1,1,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1503,208061310023,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Nothing,
1489,208061310026,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1487,208061310035,Panel A,1,20806131,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Blanket only,
1497,208061310081,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,1,Cloth/sack on floor,,Fertilizer or grain sack,,Fertilizer or grain sack,
1477,208061310083,Panel A,1,20806131,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Only just meets your expenses,2,Mat (grass) on floor,,Blanket only,,Blanket only,
1481,208061310120,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is not sufficient so need to use savings to meet expenses,4,Bed alone,,Chitenje cloth,,Chitenje cloth,
1495,208061310128,Panel A,1,20806131,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,2,2,2,Is not sufficient so need to use savings to meet expenses,6,Mat (grass) on floor,,Sheets only,,Sheets only,
1491,208061310132,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,3,3,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1493,208061310139,Panel A,1,20806131,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,1,3,Is not sufficient so need to use savings to meet expenses,6,Mat (grass) on floor,,Blanket only,,Blanket only,
1483,208061310146,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,2,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1475,208061310221,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,2,2,1,Is really not sufficient so you need to borrow to meet expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1479,208061310235,Panel A,1,20806131,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,7,Bed & mat (Grass),,Blanket & sheets,,Blanket & sheets,
1499,208061310244,Panel A,1,20806131,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,3,4,4,Is really not sufficient so you need to borrow to meet expenses,3,Bed alone,,Blanket only,,Blanket only,
1501,208061310263,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
1473,208061310274,Panel A,1,20806131,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1521,208077270023,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,4,4,Only just meets your expenses,5,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1523,208077270060,Panel A,1,20807727,It was less than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,1,4,3,Only just meets your expenses,1,Mat (grass) on floor,,Blanket only,,Blanket only,
1515,208077270079,Panel A,1,20807727,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,4,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1507,208077270095,Panel A,1,20807727,It was less than adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,1,4,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
1529,208077270118,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,2,3,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1533,208077270119,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,3,4,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Chitenje cloth,,Chitenje cloth,
1531,208077270120,Panel A,1,20807727,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,1,1,1,Is really not sufficient so you need to borrow to meet expenses,2,Mat (grass) on floor,,Chitenje cloth,,Nothing,
1509,208077270160,Panel A,1,20807727,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,1,4,4,Only just meets your expenses,3,Mat (grass) on floor,,Blanket only,,Chitenje cloth,
