occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,2049-001,PANEL A,Panel A - 2 Visits,OWNED,10000,500,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,300,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2049-003,PANEL A,Panel A - 2 Visits,OWNED,30000,1000,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,350,NO,,,,,,,,,,,,NO,,,,0,,POND/LAKE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2050-002,PANEL B,Panel B - 2 Visits,OWNED,30000,1000,MONTH,,,10,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,10,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2051-002,PANEL A,Panel A - 2 Visits,OWNED,12000,1500,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,80,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2052-001,PANEL B,Panel B - 2 Visits,OWNED,45000,800,MONTH,,,7,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,RIVER/STREAM,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2053-001,PANEL A,Panel A - 2 Visits,OWNED,13000,300,MONTH,,,2,TRADITIONAL,GRASS,GRASS,SAND,0,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,50,MINUTE,ONLY RAINY SEASON,POND/LAKE,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2053-002,PANEL A,Panel A - 2 Visits,OWNED,15000,500,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2053-003,PANEL A,Panel A - 2 Visits,OWNED,10000,500,MONTH,,,30,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2054-001,PANEL B,Panel B - 2 Visits,OWNED,70000,1000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,80,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2055-002,PANEL A,Panel A - 2 Visits,OWNED,35000,3000,MONTH,,,10,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2056-002,PANEL B,Panel B - 2 Visits,OWNED,25000,450,MONTH,,,12,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,0,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,800,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,60,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2057-001,PANEL A,Panel A - 2 Visits,OWNED,100000,4000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,40,HOUR,NONE,700,NO,,,,,,,,,,,,NO,,,,1,400,BOREHOLE,0,80,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2058-001,PANEL B,Panel B - 2 Visits,OWNED,20000,1000,MONTH,,,15,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,ALL,1500,NO,,,,,,,,,,,,NO,,,,1,400,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2058-002,PANEL B,Panel B - 2 Visits,OWNED,5000,500,MONTH,,,2,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,0,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,10,HOUR,ALL,1500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2060-002,PANEL B,Panel B - 2 Visits,OWNED,20000,500,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,ALL,0,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2061-002,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,5000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,SPRING,50,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2061-004,PANEL A,Panel A - 2 Visits,RENTED,,,,6000,MONTH,DON'T KNOW,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,ELECTRICITY,CHARCOAL,NO,,,,,,,YES,CANDLES,CHARCOAL,YES,,NOT APPLICABLE,99,NO,EVERY DAY,NEVER PAYS,,,,,,,3,600,COMMUNAL STANDPIPE,900,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,YES,1,YES,4,5,
1,2062-001,PANEL B,Panel B - 2 Visits,OWNED,30000,2000,MONTH,,,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,10,HOUR,ALL,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,50,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2063-001,PANEL A,Panel A - 2 Visits,OWNED,20000,2000,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2063-003,PANEL A,Panel A - 2 Visits,OWNED,100000,5000,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,40,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2064-001,PANEL B,Panel B - 2 Visits,OWNED,25000,500,MONTH,,,2,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,20,HOUR,NONE,800,NO,,,,,,,,,,,,NO,,,,1,500,BOREHOLE,0,60,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2065-001,PANEL A,Panel A - 2 Visits,OWNED,20000,2000,MONTH,,,6,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,POND/LAKE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2066-001,PANEL B,Panel B - 2 Visits,OWNED,180000,3000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,15,HOUR,NONE,900,NO,,,,,,,,,,,,NO,,,,1,1500,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2067-001,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,7000,MONTH,,,2,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,CANDLES,CHARCOAL,NO,,,,,,,NO,,,,,,,,,,,,YES,NO,,,2,2000,OTHER (SPECIFY),2700,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,NO,,NO,,,
1,2068-001,PANEL B,Panel B - 2 Visits,OWNED,60000,1000,MONTH,,,7,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,1,2500,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2068-002,PANEL B,Panel B - 2 Visits,OWNED,80000,1500,MONTH,,,4,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2069-001,PANEL A,Panel A - 2 Visits,OWNED,30000,1500,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,GRASS,COLLECTED FIREWOOD,,,FOREST RESERVE,40,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2070-001,PANEL B,Panel B - 2 Visits,OWNED,70000,2000,MONTH,,,11,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,10,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,2070-002,PANEL B,Panel B - 2 Visits,OWNED,30000,700,MONTH,,,5,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,1,600,BOREHOLE,100,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,YES,1,NO,,,
1,2071-001,PANEL A,Panel A - 2 Visits,OWNED,40000,1500,MONTH,,,6,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,30,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR SOME CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2072-001,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,5000,MONTH,,,5,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,800,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,YES,1,NO,,,
1,2073-001,PANEL A,Panel A - 2 Visits,OWNED,30000,2000,MONTH,,,4,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,20,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,10,HOUR,ALL YEAR AROUND,,NONE,,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2074-001,PANEL B,Panel B - 2 Visits,OWNED,300000,3500,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,1,1,NO,,,,NO,,NO,,,
1,2075-001,PANEL A,Panel A - 2 Visits,OWNED,300000,4000,MONTH,,,3,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,50,HOUR,ALL,1500,NO,,,,,,,,,,,,NO,,,,1,1000,BOREHOLE,0,150,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2076-001,PANEL B,Panel B - 2 Visits,OWNED,150000,2000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,1,800,BOREHOLE,100,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"NO, NONE OF THE CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2077-001,PANEL A,Panel A - 2 Visits,OWNED,20000,10000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,30,HOUR,NONE,250,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,2078-002,PANEL B,Panel B - 2 Visits,OWNED,130000,2000,MONTH,,,18,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,40,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,2079-001,PANEL A,Panel A - 2 Visits,OWNED,10000,500,MONTH,,,9,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,YES,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,500,OPEN PUBLIC WELL,0,20,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2080-001,PANEL B,Panel B - 2 Visits,OWNED,100000,1500,MONTH,,,8,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,POND/LAKE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2081-001,PANEL A,Panel A - 2 Visits,OWNED,70000,200,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,1000,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,1000,BOREHOLE,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,8,7,
1,2082-001,PANEL B,Panel B - 2 Visits,OWNED,20000,1000,MONTH,,,4,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,50,30,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2082-003,PANEL B,Panel B - 2 Visits,OWNED,8000,300,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,100,60,MINUTE,ALL YEAR AROUND,,NONE,,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,2083-001,PANEL A,Panel A - 2 Visits,OWNED,50000,5000,MONTH,,,DON'T KNOW,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTH CEMENT,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,ALL,300,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,150,15,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,2084-001,PANEL B,Panel B - 2 Visits,OWNED,15000,500,MONTH,,,1,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,GRASS,COLLECTED FIREWOOD,,,FOREST RESERVE,50,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,SPRING,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR SOME CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2085-001,PANEL A,Panel A - 2 Visits,OWNED,30000,500,MONTH,,,7,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,1500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,1500,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2086-001,PANEL B,Panel B - 2 Visits,OWNED,90000,800,MONTH,,,4,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,800,NO,,,,,,,,,,,,NO,,,,1,1000,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,2087-001,PANEL A,Panel A - 2 Visits,OWNED,3000000,20000,MONTH,,,15,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,5,ELECTRICITY,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,500,YES,PARAFFIN,FIREWOOD,YES,,6,YEAR,NO,NEVER,2000,1,MONTH,,,,,2,1000,PIPED INTO DWELLING,4000,10,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
