HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
1743,210556930789,Panel A,21055693,N01,OTHER (SPECIFY),OWNER OF PLOT,NEAR THE TOWN
1743,210556930789,Panel A,21055693,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1743,210556930789,Panel A,21055693,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1745,210556930881,Panel A,21055693,N01,FRIEND/NEIGHBOR,,NEAR THE DISTRICT/URBAN CENTER
1745,210556930881,Panel A,21055693,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1745,210556930881,Panel A,21055693,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
1739,210556930960,Panel A,21055693,,,,
1739,210556930960,Panel A,21055693,N01,VDC MEMBER,,OUTSIDE THE DISTRICT
1739,210556930960,Panel A,21055693,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1739,210556930960,Panel A,21055693,N03,RELATIVE,,NEAR THE VILLAGE
1752,210660960013,Panel B,21066096,N01,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
1752,210660960013,Panel B,21066096,N02,RELATIVE,,OUTSIDE THE DISTRICT
1752,210660960013,Panel B,21066096,N03,PRIVATE TRADER IN MAIN MARKET,,OUTSIDE THE DISTRICT
1774,210660960138,Panel B,21066096,,,,
1774,210660960138,Panel B,21066096,N01,,,
1756,210660960179,Panel B,21066096,N01,RELATIVE,,OUTSIDE THE DISTRICT
1756,210660960179,Panel B,21066096,N02,RELATIVE,,OUTSIDE THE DISTRICT
1766,210660960303,Panel B,21066096,,,,
1766,210660960303,Panel B,21066096,N01,,,
1764,210660960386,Panel B,21066096,,,,
1764,210660960386,Panel B,21066096,N01,,,
1780,210660960511,Panel B,21066096,N01,RELATIVE,,OUTSIDE THE DISTRICT
1772,210660960593,Panel B,21066096,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1772,210660960593,Panel B,21066096,N02,AUCTION IN MAIN MARKET,,NEAR THE VILLAGE
1772,210660960593,Panel B,21066096,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1760,210660960676,Panel B,21066096,,,,
1760,210660960676,Panel B,21066096,N01,,,
1754,210660960718,Panel B,21066096,,,,
1754,210660960718,Panel B,21066096,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1778,210660960842,Panel B,21066096,,,,
1778,210660960842,Panel B,21066096,N01,,,
1777,210663390033,Panel A,21066339,,,,
1777,210663390033,Panel A,21066339,N01,,,
1781,210663390423,Panel A,21066339,N01,RELATIVE,,OUTSIDE THE DISTRICT
1781,210663390423,Panel A,21066339,N02,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
1761,210663390451,Panel A,21066339,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1769,210663390578,Panel A,21066339,N01,OTHER (SPECIFY),,NEAR THE VILLAGE
1769,210663390578,Panel A,21066339,N02,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
1769,210663390578,Panel A,21066339,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1789,210663390682,Panel A,21066339,N01,OTHER (SPECIFY),,OUTSIDE THE DISTRICT
1789,210663390682,Panel A,21066339,N02,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
1767,210663390754,Panel A,21066339,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1773,210663390913,Panel A,21066339,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
1773,210663390913,Panel A,21066339,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1773,210663390913,Panel A,21066339,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1773,210663390913,Panel A,21066339,N04,FRIEND/NEIGHBOR,,NEAR THE TOWN
1773,210663390913,Panel A,21066339,N05,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
1807,210745100075,Panel A,21074510,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
1807,210745100075,Panel A,21074510,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1807,210745100075,Panel A,21074510,N03,RELATIVE,,NEAR THE TOWN
1801,210745100501,Panel A,21074510,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
1795,210745100640,Panel A,21074510,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
1795,210745100640,Panel A,21074510,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1795,210745100640,Panel A,21074510,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
1817,210745100885,Panel A,21074510,N01,GOVERNMENT-FINANCED LENDER,,WITHIN THE VILLAGE
1817,210745100885,Panel A,21074510,N02,ROADSIDE,,NEAR THE DISTRICT/URBAN CENTER
1817,210745100885,Panel A,21074510,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1817,210745100885,Panel A,21074510,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1817,210745100885,Panel A,21074510,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1809,210745100917,Panel A,21074510,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1809,210745100917,Panel A,21074510,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1821,210745100948,Panel A,21074510,N01,RELATIVE,,NEAR THE DISTRICT/URBAN CENTER
1821,210745100948,Panel A,21074510,N02,RELATIVE,,NEAR THE DISTRICT/URBAN CENTER
1821,210745100948,Panel A,21074510,N03,OTHER (SPECIFY),BUYERS,NEAR THE VILLAGE
1800,210777250033,Panel B,21077725,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1800,210777250033,Panel B,21077725,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1802,210777250041,Panel B,21077725,,,,
1802,210777250041,Panel B,21077725,N01,,,
1812,210777250058,Panel B,21077725,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
1812,210777250058,Panel B,21077725,N02,RELATIVE,,NEAR THE DISTRICT/URBAN CENTER
1786,210777250066,Panel B,21077725,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1786,210777250066,Panel B,21077725,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1810,210777250074,Panel B,21077725,N01,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
1808,210777250157,Panel B,21077725,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1808,210777250157,Panel B,21077725,N02,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
1808,210777250157,Panel B,21077725,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1808,210777250157,Panel B,21077725,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1796,210777250174,Panel B,21077725,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1796,210777250174,Panel B,21077725,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1796,210777250174,Panel B,21077725,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1796,210777250174,Panel B,21077725,N04,RELATIVE,,OUTSIDE THE DISTRICT
1849,210803080100,Panel A,21080308,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1849,210803080100,Panel A,21080308,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1853,210803080358,Panel A,21080308,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1853,210803080358,Panel A,21080308,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1853,210803080358,Panel A,21080308,N03,RELATIVE,,WITHIN THE VILLAGE
1853,210803080358,Panel A,21080308,N04,RELATIVE,,WITHIN THE VILLAGE
1853,210803080358,Panel A,21080308,N05,RELATIVE,,WITHIN THE VILLAGE
1843,210803080685,Panel A,21080308,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
1843,210803080685,Panel A,21080308,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1843,210803080685,Panel A,21080308,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1825,210803080880,Panel A,21080308,N01,LOCAL MARKET,,NEAR THE TOWN
1825,210803080880,Panel A,21080308,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1836,210815730045,Panel B,21081573,,,,
1836,210815730045,Panel B,21081573,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1836,210815730045,Panel B,21081573,N02,LOCAL MARKET,,NEAR THE VILLAGE
1822,210815730107,Panel B,21081573,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1822,210815730107,Panel B,21081573,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1818,210815730169,Panel B,21081573,N01,VDC MEMBER,,NEAR THE TOWN
1818,210815730169,Panel B,21081573,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1818,210815730169,Panel B,21081573,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1818,210815730169,Panel B,21081573,N04,FRIEND/NEIGHBOR,,NEAR THE TOWN
1818,210815730169,Panel B,21081573,N05,FRIEND/NEIGHBOR,,NEAR THE TOWN
1832,210815730190,Panel B,21081573,N01,RELATIVE,,OUTSIDE THE DISTRICT
1832,210815730190,Panel B,21081573,N02,PARASTATAL ORGANIZATION,,OUTSIDE THE DISTRICT
1832,210815730190,Panel B,21081573,N03,FRIEND/NEIGHBOR,,OUTSIDE THE DISTRICT
1832,210815730190,Panel B,21081573,N04,RELATIVE,,OUTSIDE THE DISTRICT
1840,210815730253,Panel B,21081573,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1840,210815730253,Panel B,21081573,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1834,210815730273,Panel B,21081573,N01,35,,OUTSIDE THE DISTRICT
1834,210815730273,Panel B,21081573,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1834,210815730273,Panel B,21081573,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1834,210815730273,Panel B,21081573,N04,PRIVATE TRADER IN LOCAL MARKET,,OUTSIDE THE DISTRICT
1834,210815730273,Panel B,21081573,N05,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
1824,210815730315,Panel B,21081573,N01,RELATIVE,,OUTSIDE THE DISTRICT
1824,210815730315,Panel B,21081573,N02,VILLAGE HEADMAN,,OUTSIDE THE DISTRICT
1824,210815730315,Panel B,21081573,N03,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
1824,210815730315,Panel B,21081573,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1820,210815730357,Panel B,21081573,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
1820,210815730357,Panel B,21081573,N02,RELATIVE,,WITHIN THE VILLAGE
1820,210815730357,Panel B,21081573,N03,RELATIVE,,WITHIN THE VILLAGE
1856,210860690053,Panel B,21086069,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1856,210860690053,Panel B,21086069,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1870,210860690065,Panel B,21086069,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1870,210860690065,Panel B,21086069,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1870,210860690065,Panel B,21086069,N03,LOCAL MERCHANT/GROCERY,,NEAR THE TOWN
1862,210860690077,Panel B,21086069,N01,GOVERNMENT AGENCY,,NEAR THE TOWN
1862,210860690077,Panel B,21086069,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1860,210860690100,Panel B,21086069,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1860,210860690100,Panel B,21086069,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1860,210860690100,Panel B,21086069,N03,RELATIVE,,NEAR THE VILLAGE
1860,210860690100,Panel B,21086069,N04,RELATIVE,,NEAR THE VILLAGE
1872,210860690112,Panel B,21086069,N01,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
1872,210860690112,Panel B,21086069,N02,LOCAL MARKET,,WITHIN THE VILLAGE
1844,210860690123,Panel B,21086069,N01,OTHER (SPECIFY),ESTATE OWNER,NEAR THE VILLAGE
1854,210860690146,Panel B,21086069,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1854,210860690146,Panel B,21086069,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1854,210860690146,Panel B,21086069,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1854,210860690146,Panel B,21086069,N04,RELATIVE,,WITHIN THE VILLAGE
1854,210860690146,Panel B,21086069,N05,RELATIVE,,WITHIN THE VILLAGE
1846,210860690158,Panel B,21086069,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1846,210860690158,Panel B,21086069,N02,MAIN MARKET,,NEAR THE VILLAGE
1846,210860690158,Panel B,21086069,N03,RELATIVE,,OUTSIDE THE REGION
1866,210860690170,Panel B,21086069,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1866,210860690170,Panel B,21086069,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1866,210860690170,Panel B,21086069,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1866,210860690170,Panel B,21086069,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1866,210860690170,Panel B,21086069,N05,RELATIVE,,WITHIN THE VILLAGE
1848,210860690181,Panel B,21086069,N01,VDC MEMBER,,WITHIN THE VILLAGE
1848,210860690181,Panel B,21086069,N02,MOBILE MARKET,,WITHIN THE VILLAGE
1848,210860690181,Panel B,21086069,N03,LOCAL MARKET,,WITHIN THE VILLAGE
1850,210860690204,Panel B,21086069,N01,FRIEND/NEIGHBOR,,NEAR THE TOWN
1850,210860690204,Panel B,21086069,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1850,210860690204,Panel B,21086069,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1868,210860690216,Panel B,21086069,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1868,210860690216,Panel B,21086069,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1868,210860690216,Panel B,21086069,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1868,210860690216,Panel B,21086069,N04,RELATIVE,,OUTSIDE THE REGION
1873,210864360023,Panel A,21086436,,,,
1873,210864360023,Panel A,21086436,N01,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
1873,210864360023,Panel A,21086436,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1873,210864360023,Panel A,21086436,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1873,210864360023,Panel A,21086436,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1873,210864360023,Panel A,21086436,N05,RELATIVE,,WITHIN THE VILLAGE
1865,210864360071,Panel A,21086436,N01,RELATIVE,,NEAR THE TOWN
1875,210864360087,Panel A,21086436,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1875,210864360087,Panel A,21086436,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1875,210864360087,Panel A,21086436,N03,ROADSIDE,,WITHIN THE VILLAGE
1875,210864360087,Panel A,21086436,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1875,210864360087,Panel A,21086436,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1879,210864360119,Panel A,21086436,N01,RELATIVE,,WITHIN THE VILLAGE
1879,210864360119,Panel A,21086436,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1879,210864360119,Panel A,21086436,N03,MOBILE MARKET,,NEAR THE VILLAGE
1871,210864360135,Panel A,21086436,N01,LOCAL MARKET,,NEAR THE VILLAGE
1871,210864360135,Panel A,21086436,N02,MOBILE MARKET,,WITHIN THE VILLAGE
1871,210864360135,Panel A,21086436,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1871,210864360135,Panel A,21086436,N04,RELATIVE,,WITHIN THE VILLAGE
1871,210864360135,Panel A,21086436,N05,RELATIVE,,WITHIN THE VILLAGE
1887,210864360167,Panel A,21086436,N01,RELATIVE,,WITHIN THE VILLAGE
1887,210864360167,Panel A,21086436,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1887,210864360167,Panel A,21086436,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1887,210864360167,Panel A,21086436,N04,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1857,210864360183,Panel A,21086436,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1859,210864360200,Panel A,21086436,N01,RELATIVE,,WITHIN THE VILLAGE
1867,210864360216,Panel A,21086436,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1867,210864360216,Panel A,21086436,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1867,210864360216,Panel A,21086436,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1877,210864360264,Panel A,21086436,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1877,210864360264,Panel A,21086436,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
1877,210864360264,Panel A,21086436,N03,RELATIVE,,WITHIN THE VILLAGE
1877,210864360264,Panel A,21086436,N04,RELATIVE,,OUTSIDE THE DISTRICT
1877,210864360264,Panel A,21086436,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE DISTRICT/URBAN CENTER
1881,210864360280,Panel A,21086436,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1881,210864360280,Panel A,21086436,N02,RELATIVE,,NEAR THE TOWN
1881,210864360280,Panel A,21086436,N03,FRIEND/NEIGHBOR,,NEAR THE TOWN
1881,210864360280,Panel A,21086436,N04,RELATIVE,,NEAR THE TOWN
1881,210864360280,Panel A,21086436,N05,RELATIVE,,NEAR THE TOWN
1885,210864360296,Panel A,21086436,N01,RELATIVE,,WITHIN THE VILLAGE
1885,210864360296,Panel A,21086436,N02,RELATIVE,,WITHIN THE VILLAGE
1885,210864360296,Panel A,21086436,N03,RELATIVE,,WITHIN THE VILLAGE
1863,210864360312,Panel A,21086436,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1863,210864360312,Panel A,21086436,N02,FRIEND/NEIGHBOR,,NEAR THE TOWN
1863,210864360312,Panel A,21086436,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1863,210864360312,Panel A,21086436,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1915,210875310152,Panel A,21087531,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1915,210875310152,Panel A,21087531,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1915,210875310152,Panel A,21087531,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1915,210875310152,Panel A,21087531,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1901,210875310213,Panel A,21087531,N01,POLITICAL LEADER,,NEAR THE TOWN
1901,210875310213,Panel A,21087531,N02,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
1901,210875310213,Panel A,21087531,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1901,210875310213,Panel A,21087531,N04,RELATIVE,,NEAR THE VILLAGE
1901,210875310213,Panel A,21087531,N05,RELATIVE,,NEAR THE VILLAGE
1889,210875310313,Panel A,21087531,N01,VILLAGE HEADMAN,,NEAR THE TOWN
1889,210875310313,Panel A,21087531,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1909,210875310374,Panel A,21087531,N01,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
1919,210875310399,Panel A,21087531,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1919,210875310399,Panel A,21087531,N02,GOVERNMENT AGENCY,,NEAR THE VILLAGE
1919,210875310399,Panel A,21087531,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1874,210885970005,Panel B,21088597,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1874,210885970005,Panel B,21088597,N02,RELATIVE,,NEAR THE TOWN
1874,210885970005,Panel B,21088597,N03,RELATIVE,,NEAR THE TOWN
1874,210885970005,Panel B,21088597,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1892,210885970026,Panel B,21088597,N01,ROADSIDE,,NEAR THE VILLAGE
1892,210885970026,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1892,210885970026,Panel B,21088597,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1892,210885970026,Panel B,21088597,N04,LOCAL MARKET,,NEAR THE VILLAGE
1902,210885970047,Panel B,21088597,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1902,210885970047,Panel B,21088597,N02,RELATIVE,,NEAR THE VILLAGE
1880,210885970068,Panel B,21088597,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1880,210885970068,Panel B,21088597,N02,GOVERNMENT AGENCY,,NEAR THE VILLAGE
1880,210885970068,Panel B,21088597,N03,RELATIVE,,NEAR THE VILLAGE
1890,210885970089,Panel B,21088597,N01,RELATIVE,,NEAR THE DISTRICT/URBAN CENTER
1890,210885970089,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1890,210885970089,Panel B,21088597,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1890,210885970089,Panel B,21088597,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1890,210885970089,Panel B,21088597,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1890,210885970089,Panel B,21088597,N06,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1890,210885970089,Panel B,21088597,N07,DISTRICT VETERINARY,,NEAR THE DISTRICT/URBAN CENTER
1890,210885970089,Panel B,21088597,N08,OTHER (SPECIFY),GOVERNMENT LAND,WITHIN THE VILLAGE
1896,210885970174,Panel B,21088597,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1896,210885970174,Panel B,21088597,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1896,210885970174,Panel B,21088597,N03,LOCAL MARKET,,NEAR THE TOWN
1896,210885970174,Panel B,21088597,N04,FRIEND/NEIGHBOR,,NEAR THE TOWN
1896,210885970174,Panel B,21088597,N05,FRIEND/NEIGHBOR,,NEAR THE TOWN
1900,210885970195,Panel B,21088597,N01,OTHER (SPECIFY),UNKNOWN FARMER,NEAR THE VILLAGE
1900,210885970195,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1886,210885970237,Panel B,21088597,N01,RELATIVE,,NEAR THE VILLAGE
1886,210885970237,Panel B,21088597,N02,ROADSIDE,,NEAR THE VILLAGE
1886,210885970237,Panel B,21088597,N03,RELATIVE,,NEAR THE VILLAGE
1886,210885970237,Panel B,21088597,N04,RELATIVE,,NEAR THE VILLAGE
1886,210885970237,Panel B,21088597,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1878,210885970258,Panel B,21088597,N01,MOBILE MARKET,,NEAR THE VILLAGE
1878,210885970258,Panel B,21088597,N02,ROADSIDE,,NEAR THE VILLAGE
1882,210885970321,Panel B,21088597,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1882,210885970321,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1882,210885970321,Panel B,21088597,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1882,210885970321,Panel B,21088597,N04,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
1876,210885970342,Panel B,21088597,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1876,210885970342,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
1898,210885970363,Panel B,21088597,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1894,210885970405,Panel B,21088597,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1894,210885970405,Panel B,21088597,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1894,210885970405,Panel B,21088597,N03,LOCAL MARKET,,NEAR THE TOWN
1894,210885970405,Panel B,21088597,N04,RELATIVE,,WITHIN THE VILLAGE
1894,210885970405,Panel B,21088597,N05,RELATIVE,,WITHIN THE VILLAGE
1888,210885970426,Panel B,21088597,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
1888,210885970426,Panel B,21088597,N02,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
1888,210885970426,Panel B,21088597,N03,RELATIVE,,WITHIN THE VILLAGE
1888,210885970426,Panel B,21088597,N04,RELATIVE,,WITHIN THE VILLAGE
1951,301012800005,Panel A,30101280,,,,
1951,301012800005,Panel A,30101280,N01,RELATIVE,,WITHIN THE VILLAGE
1951,301012800005,Panel A,30101280,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
1941,301012800051,Panel A,30101280,N01,LOCAL MARKET,,NEAR THE TOWN
1941,301012800051,Panel A,30101280,N02,OTHER (SPECIFY),BUTCHERMEN,NEAR THE VILLAGE
1923,301012800063,Panel A,30101280,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1923,301012800063,Panel A,30101280,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
1935,301012800066,Panel A,30101280,,,,
1935,301012800066,Panel A,30101280,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
1935,301012800066,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1935,301012800066,Panel A,30101280,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
1929,301012800072,Panel A,30101280,,,,
1929,301012800072,Panel A,30101280,N01,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1929,301012800072,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1929,301012800072,Panel A,30101280,N03,LOCAL MARKET,,NEAR THE VILLAGE
1933,301012800089,Panel A,30101280,,,,
1933,301012800089,Panel A,30101280,N01,GOVERNMENT AGENCY,,NEAR THE DISTRICT/URBAN CENTER
1933,301012800089,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
1933,301012800089,Panel A,30101280,N03,LOCAL MARKET,,NEAR THE VILLAGE
1925,301012800118,Panel A,30101280,N01,OTHER (SPECIFY),EXTENSION WORKER,NEAR THE VILLAGE
1925,301012800118,Panel A,30101280,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
1945,301012800121,Panel A,30101280,N01,RELATIVE,,WITHIN THE VILLAGE
1943,301012800128,Panel A,30101280,,,,
