ea_id,com_cf01,com_cf02,com_cf03,com_cf03_1,com_cf03_2,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf17a,com_cf17b,com_cf17c,com_cf18a,com_cf18b,com_cf19a,com_cf19b,com_cf20a,com_cf20b,com_cf22,com_cf23,com_cf24,com_cf25,com_cf26,com_cf27
20601376,yes,1ST HALF DEC,1ST HALF MAY,none,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,28,km,no,,4,4,no,no,no,no,2,acre,.5,acre,2,acre,0,200,20,224,0,0
20601377,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,1,acre,0,0,0,0,0,130
20602378,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,150,0,0,680,130
20602379,yes,1ST HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,0,0,0,325
20602380,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,51,km,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",2.5,acre,.25,acre,7,acre,1,20,615,0,250,1267
20602381,yes,1ST HALF DEC,2ND HALF APR,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,10,km,yes,40,0,0,no,yes,yes,yes,3,acre,1,acre,6,acre,0,0,0,0,10,180
20603382,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,4,1,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,2.5,acre,.5,acre,7,hectare,13,4,370,0,8,540
20603383,yes,1ST HALF DEC,2ND HALF MAY,<=1/2,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,20,km,no,,0,0,no,no,no,no,1,acre,2500,SQ METER,2,acre,0,0,0,0,0,25
20603384,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,3,3,no,yes,yes,yes,2,acre,1,acre,4,acre,8,5,0,3,65,750
20603385,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,1,no,yes,yes,no,1250,acre,2500,acre,2,acre,0,0,0,0,0,100
20603386,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,.5,acre,4,acre,0,0,180,0,0,383
20603387,yes,1ST HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,yes,yes,yes,1,acre,2500,SQ METER,3,acre,0,0,0,0,20,500
20603388,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,6,6,no,yes,yes,no,2,acre,.5,acre,4,acre,0,0,0,0,0,400
20604389,yes,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,30,km,no,,0,0,no,no,no,no,5000,SQ METER,2500,SQ METER,2,acre,0,0,0,0,5,92
20604390,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,3,no,no,no,no,1.5,acre,1,acre,1.5,acre,15,276,25,200,0,0
20604391,yes,1ST HALF DEC,2ND HALF MAY,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,yes,,,yes,10,1,1,no,yes,yes,no,2,acre,1,acre,5,acre,0,2,150,0,20,160
20605392,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,56,km,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",2,acre,.5,acre,3,acre,6,2,270,2,114,420
20606393,yes,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,2,2,no,no,no,no,2,acre,1,acre,4,acre,15,0,0,0,15,122
20606394,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,12,km,no,,0,0,no,no,no,no,3,acre,1,acre,6,acre,90,10,0,55,50,700
20606395,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,yes,no,2,acre,.75,acre,3,acre,0,1,0,0,0,10
20607396,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,1,1,no,yes,yes,no,3,acre,2,acre,4,acre,15,3,3,500,25,750
20607397,yes,2ND HALF DEC,1ST HALF MAY,<=1/2,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,8,km,no,,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,2,acre,25,50,30,0,0,120
20608398,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,no,2,acre,.5,acre,6.5,acre,0,0,10,0,50,100
20609399,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,18,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,12,12,0,0,4,90
20610400,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,200,0,0,no,yes,yes,yes,2,acre,.5,acre,5,acre,14,3,750,1,30,750
20610401,yes,1ST HALF DEC,2ND HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,5000,SQ METER,2,acre,0,0,120,0,120,123
20611402,yes,2ND HALF DEC,1ST HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,.5,acre,.3,acre,200,SQ METER,0,0,0,0,0,0
20612403,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,no,1,acre,.5,acre,3,acre,25,10,0,0,5,20
20613404,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,1,acre,.5,acre,5,acre,10,40,0,0,5,50
20614405,yes,1ST HALF DEC,2ND HALF APR,none,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,yes,,,no,,0,0,no,yes,no,no,2,acre,1,acre,4,acre,45,30,0,0,17,300
20614406,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,1,acre,5,acre,0,0,0,25,12,800
20615407,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,4,km,no,,0,0,no,no,no,no,1,acre,2500,SQ METER,3,acre,0,0,0,0,10,25
20615408,yes,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,15,km,no,,0,0,no,no,no,no,2,acre,.5,acre,5,acre,100,0,0,0,0,206
20615409,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,2,2,yes,no,no,no,2,acre,1,acre,6,acre,50,150,0,0,0,150
20615410,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,2,2,no,yes,yes,no,3,acre,.5,acre,5,acre,40,0,0,0,0,833
20701411,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,0,0,no,yes,yes,no,2,acre,.5,acre,5,acre,0,0,0,6,15,425
20701412,yes,1ST HALF NOV,1ST HALF MAY,none,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,10,km,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,2,0,0,0,6,510
20702413,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,5,acre,2,acre,10,acre,0,0,0,8,0,500
20702414,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,12,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,0,0,0,0,150
20702415,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,yes,yes,no,2,acre,.5,acre,4,acre,0,0,0,0,15,400
20702416,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,3,no,yes,yes,no,2,acre,1,acre,4,acre,0,0,0,0,48,300
20702417,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,no,,0,0,no,yes,yes,no,2,acre,1,acre,3,acre,0,0,0,5,20,3500
20703418,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,6,6,yes,no,no,no,2,acre,.5,acre,4,acre,0,3,0,0,0,480
20703419,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,no,no,2,acre,.5,acre,4,acre,25,99,5,10,100,850
20703420,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,1,acre,5,acre,0,0,0,0,0,750
20703421,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,4,4,no,yes,yes,no,5,acre,1,acre,8,acre,2000,3000,50,35,150,14000
20703422,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,yes,2,acre,1,acre,4,acre,5,30,0,0,0,450
20704423,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,18,km,no,,0,0,no,no,no,no,1,acre,.5,acre,3,acre,0,0,0,0,60,975
20704424,yes,1ST HALF DEC,1ST HALF MAY,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,yes,,,yes,30,1,1,no,no,no,no,1,acre,1,acre,1,hectare,0,0,50,20,0,533
20704425,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,5,5,no,no,no,no,3,acre,2,acre,6,acre,0,0,0,60,120,500
20704426,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,7,acre,2,acre,20,acre,0,10,0,0,0,600
20705427,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,3,3,no,yes,yes,no,3,acre,1,acre,6,acre,0,0,0,8,0,700
20705428,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,yes,no,no,no,1,hectare,1,acre,5,acre,80,1,0,0,37,60
20705429,yes,1ST HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,78,0,0,no,no,no,no,5,acre,5,acre,5,acre,21,0,0,0,137,700
20705430,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,yes,no,no,no,3,acre,1,acre,5,acre,0,1,0,0,1,800
20705431,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,9,9,no,yes,yes,no,5,acre,1,acre,5,acre,0,0,0,0,0,7000
20706432,yes,2ND HALF DEC,2ND HALF MAR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,4,4,no,no,no,no,5,acre,1,acre,15,acre,0,0,0,15,35,48
20706433,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,28,km,no,,0,0,yes,no,no,no,2,acre,.5,acre,1,acre,0,0,0,0,800,2069
20720434,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,3,no,no,no,no,4,acre,1,acre,6,acre,0,50,0,0,0,100
20801435,yes,1ST HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,109,0,0,no,no,no,no,2,acre,1,acre,5,acre,6,0,15,356,6,451
20801436,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,15,km,yes,367,0,0,no,no,no,no,2,acre,1,acre,4,acre,7,50,367,364,367,0
20801437,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,2,acre,1,acre,2,32,74,0,8,70
20801438,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,0,0,0,337,122,950
20801439,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,.5,acre,3,acre,0,0,0,0,0,200
20802440,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,1,acre,0,0,0,0,1,150
20802441,yes,1ST HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,35,0,0,yes,no,no,no,1,acre,1,acre,3,acre,120,2,60,300,20,500
20803442,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,1,1,no,yes,yes,no,1,acre,1250,SQ METER,4,acre,0,0,5,0,8,152
20803443,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,1,acre,7,acre,0,0,0,367,19,457
20803444,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,15,km,no,,0,0,no,no,yes,no,1,acre,2500,SQ METER,2,acre,0,0,500,0,20,350
20803445,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,500,SQ METER,10,acre,50,20,80,60,6,267
20803446,yes,1ST HALF DEC,1ST HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,0,0,0,50,0,750
20804447,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,5,acre,3,acre,0,0,300,0,0,307
20804448,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,yes,25,5,5,yes,no,no,no,2,acre,1,acre,4,acre,10,0,50,25,1,2
20804449,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,6,0,100,400,541
20805450,yes,2ND HALF DEC,2ND HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,5,km,yes,26,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,1,acre,0,0,67,0,11,160
20806451,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1.5,acre,5,acre,5,acre,0,0,96,25,9,266
20806452,yes,2ND HALF NOV,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,10,0,0,359,0,487
20807453,yes,1ST HALF DEC,1ST HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,50,0,0,no,no,no,no,1,acre,1,acre,3.5,acre,25,50,0,23,1,280
20807454,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,4,km,yes,110,0,0,no,no,no,no,2,acre,.5,acre,5,acre,25,0,56,119,0,259
20807455,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,16,km,no,,3,3,no,no,no,no,2,acre,1,acre,5,acre,1,100,0,112,15,50
20807456,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,125,4,6,yes,no,no,no,2,acre,1,acre,3,acre,157,0,0,0,0,750
20808457,yes,2ND HALF DEC,1ST HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,.5,acre,1.5,acre,0,0,200,0,0,0
20820458,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,20,30,no,no,no,no,2,acre,1,acre,4,acre,0,6,0,15,0,10
20901459,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,900,SQ METER,4,acre,0,0,0,0,0,40
20901460,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,5,6,no,no,no,no,2,acre,1,acre,4,acre,25,0,86,500,25,678
20901461,yes,2ND HALF OCT,2ND HALF MAR,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,30,km,no,,0,0,yes,no,no,no,3,acre,2,acre,40,acre,25,1,110,0,1,150
20902462,yes,2ND HALF NOV,1ST HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,2,2,no,no,no,no,1,acre,500,SQ METER,7,acre,0,1,0,300,0,451
20902463,yes,1ST HALF NOV,2ND HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,10,0,0,100
20902464,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,5,acre,4,acre,0,0,107,0,6,211
20903465,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,no,2,acre,1,acre,8,acre,5,0,310,490,6,5
20903466,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,500,SQ METER,5,acre,25,0,5,0,0,890
20904467,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,1,1,no,no,no,no,2,acre,1,acre,3,acre,50,10,0,100,0,300
20904468,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,5,acre,4,acre,0,0,0,150,23,250
20904469,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,27,0,2,no,no,no,no,2,acre,1,acre,4,acre,0,10,2,0,3,1227
20904470,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,60,0,0,no,no,no,no,1,acre,1,acre,5,acre,30,6,9,250,6,300
20905471,yes,1ST HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,490,SQ METER,5,acre,1,1,0,1,0,500
20906472,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,1,1,no,no,no,no,2,acre,500,SQ METER,5,acre,0,0,60,0,15,978
20906473,yes,1ST HALF DEC,1ST HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,no,,0,0,yes,no,yes,no,5,acre,1,acre,10,acre,0,5,125,0,7,300
20906474,yes,1ST HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,no,no,3,acre,1,acre,9,acre,25,3,0,250,10,396
20907475,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,500,SQ METER,3,acre,2,5,50,100,0,50
20908476,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,3,no,no,no,no,2,acre,1.5,acre,5,acre,0,0,0,67,35,372
20908477,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,42,1,1,no,no,no,no,2,acre,1,acre,5,acre,54,0,0,337,99,41
20908478,yes,1ST HALF NOV,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,no,no,1,acre,500,SQ METER,9,acre,5,1,0,250,9,301
20908479,yes,2ND HALF NOV,1ST HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",no,25,km,yes,250,0,0,no,no,no,no,2,acre,.5,acre,4.5,acre,5,0,0,150,0,141
20908480,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,90,0,58,16,260
20908481,yes,2ND HALF NOV,2ND HALF MAR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,70,0,0,no,no,no,no,2,acre,1,acre,3,acre,20,10,0,0,0,272
20909482,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,65,0,0,no,no,no,no,3,acre,1,SQ METER,10,hectare,0,350,0,56,2,300
21036483,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037484,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037485,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037486,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21038487,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21040488,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051489,yes,2ND HALF DEC,1ST HALF APR,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,2,km,no,,0,0,no,no,no,no,500,SQ METER,200,SQ METER,500,SQ METER,0,0,0,0,0,0
21051490,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051491,yes,1ST HALF DEC,2ND HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,10,km,no,,2,2,no,no,no,no,.5,acre,.02,acre,1,acre,2,0,100,0,0,150
21052492,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053493,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053494,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053495,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21054496,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055497,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055498,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055499,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,2,2,no,yes,yes,no,100,SQ METER,50,SQ METER,100,SQ METER,0,190,10,0,0,0
21059500,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066501,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066502,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21068503,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,no,4,acre,.25,acre,8,acre,0,0,150,0,0,20
21074504,yes,2ND HALF NOV,1ST HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,no,,1,1,no,yes,yes,yes,.5,acre,.25,acre,1,acre,0,70,0,45,0,0
21079506,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081509,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,yes,2ND HALF NOV,2ND HALF APR,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,no,,5,5,no,yes,yes,no,2,acre,.5,acre,2,acre,0,557,200,457,0,0
21085511,yes,2ND HALF DEC,1ST HALF APR,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,no,,0,0,no,no,no,no,1,acre,1,acre,2,acre,15,15,700,0,600,700
21086512,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,5,5,no,yes,no,no,2,acre,1,acre,2,acre,0,341,0,0,0,0
30101519,yes,2ND HALF NOV,2ND HALF APR,<=3/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,1,km,no,,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,1,acre,0,0,3,0,80,30
30101520,yes,1ST HALF DEC,1ST HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,1416,0,1,no,no,no,no,2,acre,3,acre,2,hectare,213,213,0,0,840,1790
30101521,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,7,km,no,,0,0,no,no,no,no,1,acre,1250,SQ METER,1,hectare,6,0,10,0,25,450
30102522,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,0,0,0,800
