ea_id,com_ch0b,com_ch01,com_ch02,com_ch04,com_ch05,com_ch05_oth,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch07_oth,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch09_1_oth,com_ch10,com_ch11,com_ch12,com_ch12_oth,com_ch13a,com_ch13b,com_ch13c,com_ch13_oth,com_ch14,com_ch14_oth,com_ch15
30504626,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30505627,Primary School: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,Yes,No,No,No,No,0,,To be Addressed; Response Positive,masaf,,,,0,0,,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30505627,Bridge: Construction,yes,no,yes,VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30505627,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,Yes,Yes,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,80000,Voluntary,,Yes,No,No,,NO PROJECT COMMITTEE,,
30505627,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,Yes,Yes,No,No,No,Yes,0,,Addressed/Being Addressed,masaf,District/CityAssembly,Community Fundraising,,0,0,,,Yes,Yes,Yes,FOOD,GROUP VILLAGE HEADMAN,,
30506630,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,Yes,No,No,Yes,Yes,No,0,,Addressed/Being Addressed,masaf,ngo,,,0,0,,,Yes,Yes,No,,VILLAGE HEADMAN,,
30506630,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,no,yes,HEALTH COMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,masaf,Religious Organization/Institution,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30506630,Primary School: Construction,yes,no,yes,NGO/RELIGIOUSOR INTERNATIONAL ORG,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,masaf,Central Government,Religious Organization/Institution,,0,0,,,Yes,Yes,No,,VILLAGE HEADMAN,,
30506630,Road: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,No,Yes,Yes,No,Yes,No,No,0,,To be Addressed; Response Positive,masaf,,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30506631,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,no,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Agricultural/Fishery/ Livestock Extension Services,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Road: Construction,yes,no,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Secondary School: Construction,yes,no,yes,GROUP VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Health Center/Clinic/Dispensary: Construction,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Maize Mill: Construction/ Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,2100000,0,,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30506631,Bridge: Construction,yes,yes,yes,mp,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30506631,Orphanage: Construction/ Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,Religious Organization/Institution,,,400000,120000,Compulsary,,Yes,Yes,Yes,CEMENT,GROUP VILLAGE HEADMAN,,
30506631,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,12000000,500000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30506631,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,1200000,0,,,No,No,No,,GROUP VILLAGE HEADMAN,,
30506631,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,mp,,no,Yes,No,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30506631,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,no,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,Yes,No,0,,To be Addressed; Response Positive,District/CityAssembly,,,,18000000,350000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30506632,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,Community Fundraising,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30506632,Road: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,COMMUNITY FUNDRAISING,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30506632,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30507634,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30507634,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,Yes,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30507634,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,No,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30507634,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,Yes,Yes,No,No,No,No,0,,To be Addressed; Response Positive,Community Fundraising,masaf,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30507634,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30508635,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,16000,16000,Compulsary,,Yes,No,No,,VILLAGE RESIDENTS,,
30508635,Agricultural/Fishery/ Livestock Extension Services,yes,yes,no,,,,Yes,No,Yes,Yes,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30508635,Secondary School: Construction,yes,yes,no,,,,No,No,Yes,Yes,No,No,No,0,,Not Addressed; Attempts Failed,,,,,,,,,No,No,No,,,,
30508635,Law Enforcement: Initiation/ Improvement,no,yes,no,,,,No,No,No,No,No,No,No,1,Set Up Local Council By-Laws,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30508635,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,2600000,350000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508635,Road: Maintenance,no,yes,no,,,,Yes,No,No,Yes,No,No,No,0,,Addressed/Being Addressed,masaf,,,,800000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30508635,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,no,,,,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,N/A,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30508635,Road: Construction,no,yes,no,,,,Yes,No,Yes,Yes,No,No,No,0,,Addressed/Being Addressed,masaf,,,,1800000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508636,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,HEALTH COMMITTEE,,no,Yes,No,Yes,No,No,Yes,Yes,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30508636,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508636,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508636,Orphanage: Construction/ Maintenance/Improvement,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30508637,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,Yes,Yes,No,No,0,,Addressed/Being Addressed,ngo,,,,7400000,0,,,Yes,Yes,Yes,FOOD,VILLAGE RESIDENTS,,
30508637,Law Enforcement: Initiation/ Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30508637,Bridge: Construction,no,yes,no,,,,Yes,No,Yes,No,Yes,No,No,0,,Addressed/Being Addressed,masaf,,,,5000000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508637,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,700,700,Compulsary,,Yes,No,No,,VILLAGE RESIDENTS,,
30508637,Primary School: Maintenance/Improvement,no,yes,yes,SCHOOL COMMITTEE,,yes,Yes,Yes,No,No,No,No,No,,,Addressed/Being Addressed,Community Fundraising,,,,954000,24580,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508637,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,ngo,,,,15000,15000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30508638,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
30508638,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,Yes,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,Community Fundraising,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30601639,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,Religious Organization/Institution,,,100000,100000,Voluntary,,Yes,Yes,Yes,FOOD,VILLAGE RESIDENTS,,
30601639,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,15000,70000,Compulsary,,No,No,Yes,CEMENT,VILLAGE RESIDENTS,,
30601639,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,no,no,,,,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,50000,50000,Compulsary,,No,No,No,,VILLAGE RESIDENTS,,
30601639,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,no,,,,Yes,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,District/CityAssembly,,,,0,0,,,Yes,No,No,,GROUP VILLAGE HEADMAN,,
30601639,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,District/CityAssembly,masaf,,,750000,0,,,No,No,No,,VILLAGE HEADMAN,,
30601640,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,NGO/RELIGIOUSOR INTERNATIONAL ORG,,yes,Yes,No,Yes,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,1300000,0,,,Yes,No,No,,GROUP VILLAGE HEADMAN,,
30601640,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601640,Health Center/Clinic/Dispensary: Construction,yes,no,no,,,,No,No,No,No,Yes,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601640,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,no,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601640,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,Yes,No,No,Yes,No,No,0,,Addressed/Being Addressed,Community Fundraising,masaf,,,2500000,320000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30601640,Primary School: Construction,yes,yes,yes,NGO/RELIGIOUSOR INTERNATIONAL ORG,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,6000000,340000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30601641,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,no,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,100000,100000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30601641,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,ngo,,,,2500000,700000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30601641,Primary School: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,masaf,Community Fundraising,,,450000,65000,Voluntary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30601641,Other (Specify),yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,,,Addressed/Being Addressed,Community Fundraising,,,,800000,350000,Compulsary,,No,Yes,No,,VILLAGE HEADMAN,,
30601641,Health Center/Clinic/Dispensary: Construction,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601641,Road: Maintenance,yes,yes,no,,,,No,No,No,No,Yes,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601641,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,Yes,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601641,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601641,Orphanage: Construction/ Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,350000,150000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
30601641,Bridge: Construction,yes,yes,yes,mp,,yes,No,No,No,No,No,Yes,No,,,Addressed/Being Addressed,Central Government,,,,500000,140000,Compulsary,,Yes,Yes,Yes,LIVESTOCK,GROUP VILLAGE HEADMAN,,
30601642,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,yes
30601642,Community Based Child Care Center/Nursery: Initiation/ Improvement,no,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,Yes,Yes,No,No,No,No,Yes,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601642,Piped Water/Boreholes/Wells: Construction,yes,no,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601642,Bridge: Construction,yes,yes,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,yes
30601642,Health Center/Clinic/Dispensary: Construction,no,yes,yes,GROUP VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601642,Primary School: Maintenance/Improvement,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601642,Secondary School: Construction,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601642,Orphanage: Construction/ Maintenance/Improvement,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601642,Road: Construction,yes,no,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601642,Primary School: Construction,yes,no,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601643,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,DISTRICT ASSEMBLY,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,yes
30601643,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601643,Secondary School: Construction,no,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,Yes,No,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601643,Primary School: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,Yes,No,No,Yes,No,No,0,,To be Addressed; Response Positive,masaf,District/CityAssembly,,,2000000,0,,,No,No,No,,OTHER (SPECIFY),COMMUNITY,
30601643,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,No,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,Religious Organization/Institution,,,,150000,0,,,Yes,Yes,No,,VILLAGE ELDERS,,
30601644,Maize Mill: Construction/ Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,no,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Health Center/Clinic/Dispensary: Construction,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601644,Orphanage: Construction/ Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601644,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,no,,,,Yes,Yes,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601644,Secondary School: Construction,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,ngo,,,,10000000,450000,Compulsary,,Yes,Yes,Yes,LIVESTOCK,GROUP VILLAGE HEADMAN,,
30601644,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601644,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601645,Health Center/Clinic/Dispensary: Construction,yes,no,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601645,Primary School: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,Yes,No,No,Yes,Yes,0,,Addressed/Being Addressed,Community Fundraising,Central Government,,,3000000,0,,,Yes,Yes,Yes,LABOUR,VILLAGE RESIDENTS,,
30601645,Secondary School: Construction,yes,no,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601645,Law Enforcement: Initiation/ Improvement,yes,no,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601646,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601646,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,no,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601646,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601646,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,Yes,Yes,No,,,To be Addressed; Response Positive,District/CityAssembly,,,,1200000,500000,Compulsary,,Yes,Yes,No,,VILLAGE HEADMAN,,
30601646,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601646,Bridge: Construction,yes,yes,no,,,,Yes,No,No,No,No,No,No,,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601646,Secondary School: Maintenance/Improvement,yes,yes,yes,mp,,no,Yes,Yes,No,No,Yes,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601646,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,mp,,no,Yes,Yes,No,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601646,Orphanage: Construction/ Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601647,Maize Mill: Construction/ Maintenance/Improvement,yes,yes,yes,NGO/RELIGIOUSOR INTERNATIONAL ORG,,yes,Yes,Yes,No,No,No,No,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601647,Secondary School: Construction,yes,no,no,,,,Yes,No,Yes,No,No,No,No,0,,To be Addressed; Response Positive,masaf,Religious Organization/Institution,,,0,0,,,No,Yes,No,,NO PROJECT COMMITTEE,,
30601647,Primary School: Construction,yes,yes,no,,,,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,Community Fundraising,,,0,40000,Compulsary,,No,Yes,No,,GROUP VILLAGE HEADMAN,,
30601647,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,Religious Organization/Institution,,,0,0,,,No,No,No,,GROUP VILLAGE HEADMAN,,
30601647,Road: Maintenance,yes,no,no,,,,Yes,No,No,No,No,No,No,0,,To be Addressed; Response Positive,masaf,,,,0,0,,,No,No,No,,NO PROJECT COMMITTEE,,
30601647,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,Religious Organization/Institution,,,,60000,30000,Voluntary,,No,Yes,No,,GROUP VILLAGE HEADMAN,,
30601648,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,Yes,No,No,0,,To be Addressed; Response Positive,District/CityAssembly,,,,3500000,550000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30601648,Primary School: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,Yes,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601648,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601648,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601648,Orphanage: Construction/ Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601648,Health Center/Clinic/Dispensary: Construction,yes,yes,no,,,,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
30601648,Primary School: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,Yes,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30601648,Secondary School: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
30601648,Road: Maintenance,yes,no,yes,VILLAGE HEADMAN,,no,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30601648,Maize Mill: Construction/ Maintenance/Improvement,yes,no,no,,,,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,,,,
30602649,Secondary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,1500000,150000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
30602649,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,950000,0,,,Yes,No,Yes,LABOUR,GROUP VILLAGE HEADMAN,,
30602649,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,Yes,No,Yes,No,Yes,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
30602649,Primary School: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,no,Yes,No,No,No,Yes,No,No,0,,To be Addressed; Response Positive,District/CityAssembly,masaf,,,2500000,150000,Compulsary,,No,Yes,No,,TRADITIONAL AUTHORITY,,
