case_id,hhid,gardenid,plotid,ag_o01,ag_o01a,ag_o03_2a,ag_o03_2b,ag_o03_2c,ag_o04a,ag_o04b,ag_o04b_oth,ag_o04c,ag_o05e,ag_o05e_oth,ag_o06,ag_o06a,ag_o07
203063230017,232fb3b26215468b9f4f08e76a95c96e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.98,,,11,3,Mostly Clear / Mostly Sunny
203063230208,6b2ce39636d24598b63e8a624aee3a3a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
203063230230,45a36a5978234d37962e5e1677d90d08,,,no,,,,,,,,,,,,,
203063230294,b243cbfc1c38461d92738b6667d049fd,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
203063230336,9a851a9933e44f27ba56f8da1e57317e,RG01,T03,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.13,,,7,3,Mostly Clear / Mostly Sunny
203063250030,df6e82c2339c4ea28072f6b66338f99c,DG01,T01,yes,DIMBA SEASON  GARDENS,.,DG01,.,1,acre,,1.73,,,12,3,Mostly Clear / Mostly Sunny
203063250329,706238117b6f42419032ccfc284ecb7c,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,2.38,,,11,3,Clear/Sunny
203063250366,e5a8305fc3224d14bd6dd68e8de21160,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,4,acre,,2.86,,,12,3,Clear/Sunny
203063250552,0475122cc8b8415397a6508d6ed1155a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2.5,acre,,2.43,,,9,3,Clear/Sunny
203063250590,f232de1831e542b5bcf2cca5e4b5095a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.35,,,11,3,Clear/Sunny
203203260100,755ab6af02ef4e89a0e9405caa617df0,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.45,,,11,3,Clear/Sunny
203203260100,755ab6af02ef4e89a0e9405caa617df0,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.45,,,10,3,Clear/Sunny
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,T01,yes,DIMBA SEASON  GARDENS,.,DG01,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204013270101,cbfb7a019b9a4eaba6a7dd9de5fa824e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,DG01,T01,yes,DIMBA SEASON  GARDENS,.,DG01,.,.25,acre,,.17,,,10,3,Clear/Sunny
204013280139,7885281486974e0c84a9402c416c0918,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,0,,,12,3,Partly Cloudy / Partly Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.25,acre,,.42,,,11,3,Mostly Clear / Mostly Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,.25,acre,,.32,,,11,3,Mostly Clear / Mostly Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG03,T03,yes,RAINY SEASON GARDENS,RG03,.,.,.1,acre,,.05,,,11,3,Mostly Clear / Mostly Sunny
204013280174,a476d162175943d084cea354ccb93a9e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,2.89,,,11,3,Clear/Sunny
204013280191,5e7b5d3a9ece42c4bfb375ba22024ea7,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.35,,,11,3,Partly Cloudy / Partly Sunny
204013280208,2fbcce4b040c454891fd132d4f2e74bf,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,4,acre,,3.4,,,12,3,Mostly Clear / Mostly Sunny
204013280226,42dc9efb308241efaab3492e32c6841e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.2,acre,,0,,,10,3,Mostly Cloudy / Considerable Cloudiness
204013280329,c800928dab27431294700584a3049ed2,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,1.22,,,11,3,Clear/Sunny
204013290180,0299779551cf4f9583328e8b3ae4f871,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204013290206,624214fa7b954f39bda28ea1d5d170d5,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023300027,6f772c2159de4d41846a2a31dd61e3e5,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,2.23,,,11,4,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,3.75,,,11,3,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG04,T03,yes,RAINY SEASON GARDENS,RG04,.,.,1,acre,,2.08,,,9,4,Clear/Sunny
204023300150,516cd1384bf64430a634c41f653980e6,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,2.24,,,11,3,Clear/Sunny
204023300192,e3bae451578d408eab29cff256bd7fd3,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023300205,9eae74a0c5f44f3f9c1d2e7ea04060ef,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,,,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023300232,8ba186425b5e4dd5864fd7b11e687504,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,,,,,,,,,
204023300232,8ba186425b5e4dd5864fd7b11e687504,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,,,,,,,,,
204023300245,0effa6fc2f9c4e9897f68283e8d7ac72,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023300259,35c0dab1a5b34f1a8316ed6ab9237c47,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.31,,,10,3,Clear/Sunny
204023310012,3495830e61f9492fb0cbfa81067122fe,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023310033,339dc65d7b1d400780db5cafd5573895,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023320010,8f971800e8314a008f654e871a689ed6,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.75,acre,,.74,,,11,3,Mostly Clear / Mostly Sunny
204023320057,af79098a999a423f86ba30687d8382be,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.86,,,12,3,Clear/Sunny
204023320086,c04e7ba1411b4bb5b83a9dd1c286d93c,RG03,T01,yes,RAINY SEASON GARDENS,RG03,.,.,.25,acre,,.25,,,10,3,Clear/Sunny
204023320096,53714a2c393b4dbca5fbe39ab032491b,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.75,acre,,.45,,,11,3,Partly Cloudy / Partly Sunny
204023320124,4d54197f0be34217a394ae93ca410367,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.7,,,10,3,Mostly Clear / Mostly Sunny
204023330032,d1fcf1d341f5479a9d87588fd94be1e2,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,2.5,,,12,3,Clear/Sunny
204023330066,83fd8838bc864235aeef4d05802ff874,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.44,,,11,3,Clear/Sunny
204023330152,95c074772cea4a8597ba044611f4e9de,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,3.42,,,10,3,Clear/Sunny
204023330220,ec42a412d3ff4d70945a5b8053954ec9,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.3,,,10,3,Partly Cloudy / Partly Sunny
204023340015,56ca23c87f39421285d23774218a0559,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.95,,,11,3,Partly Cloudy / Partly Sunny
204023340027,87df81928ec14338860c8c02f68af52d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
204023340027,87df81928ec14338860c8c02f68af52d,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,1,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
204023340096,9b4740cec7f14e5689a1c6c5de78320d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,11,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204023340101,442fd592d33b43b8804261b8cfbc60ed,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,2.5,acre,,3.58,,,12,3,Partly Cloudy / Partly Sunny
204023340112,4b75c0ac147f42fc829c7fe0db8617d2,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,1.6,,,12,3,Partly Cloudy / Partly Sunny
204023340112,4b75c0ac147f42fc829c7fe0db8617d2,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,50,SQUARE METERS,,,,,,,
204033350057,5e75cf1c7bf44ebd86e4a3ee95480672,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,3,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204033350073,781f8a1467564c51828c03efb0c4783c,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204033350090,9bf3963353024025b3383d9939041e3e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.18,,,11,3,Mostly Cloudy / Considerable Cloudiness
204033350107,f902c019b31e48508003621701cdfed6,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.02,acre,,,OTHER (SPECIFY),1-4 TREES IN THE COMPOUND,,,
204033350191,4196a0d5508c49ab9708859dcf9399a8,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,.75,acre,,.82,,,12,3,Partly Cloudy / Partly Sunny
204033350191,4196a0d5508c49ab9708859dcf9399a8,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.75,acre,,.78,,,10,3,Partly Cloudy / Partly Sunny
204033350208,37fe37de7ae44892938216396d8156a4,DG01,T03,yes,DIMBA SEASON  GARDENS,.,DG01,.,.25,acre,,.25,,,12,3,Clear/Sunny
204033350208,37fe37de7ae44892938216396d8156a4,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.17,,,11,4,Clear/Sunny
204033350208,37fe37de7ae44892938216396d8156a4,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.76,,,12,3,Clear/Sunny
204033350242,5377b6b50a854322bff3451b3644eb40,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.64,,,11,3,Clear/Sunny
204033350242,5377b6b50a854322bff3451b3644eb40,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,7,acre,,7.71,,,11,3,Clear/Sunny
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.25,acre,,1.93,,,11,3,Mostly Clear / Mostly Sunny
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.37,,,10,3,Mostly Clear / Mostly Sunny
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,RG01,T03,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.14,,,11,3,Completely Cloudy
204033360053,e0e52d5a33d64af0b1f90292600056f4,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.74,,,12,3,Mostly Clear / Mostly Sunny
204033360138,02609276cf1a4b76a32b383fdbc60404,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,0,,,11,3,Partly Cloudy / Partly Sunny
204033370022,32a65a60659641db853d83fa1da79c8d,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,25,,,11,3,Partly Cloudy / Partly Sunny
204033370022,32a65a60659641db853d83fa1da79c8d,RG01,T03,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.15,,,11,3,Partly Cloudy / Partly Sunny
204033370022,32a65a60659641db853d83fa1da79c8d,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,,,,10,4,Clear/Sunny
204033370161,3e9b486b8698410eb2b83e7e7b240e28,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,,,,12,3,Completely Cloudy
204033370194,f6525c28bf084206a07c316a0a49803f,RG03,T01,yes,RAINY SEASON GARDENS,RG03,.,.,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204033370390,40169eb4e3bf4038a3c2da37653ba14a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,2.09,,,12,3,Partly Cloudy / Partly Sunny
204033370390,40169eb4e3bf4038a3c2da37653ba14a,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.95,,,12,3,Partly Cloudy / Partly Sunny
204033370456,3d7faf729c3e400ca801f0cf30286a24,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.05,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204033380112,d743b0e8af6a4a8095bf2116efcf957c,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,2,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
204033380273,5e900f6c04954d43af406e0720e43a70,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,,,,,OTHER (SPECIFY),SCATTERED TREES,,,
204033380289,4782a4e754de43ee89f87e8eb8573ccb,RG06,T01,yes,RAINY SEASON GARDENS,RG06,.,.,1,acre,,.91,,,10,3,Clear/Sunny
204033380305,cd7614d3256045648cacbd77cd60478d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.2,acre,,,,,,,
204033380305,cd7614d3256045648cacbd77cd60478d,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,.25,acre,,,,,,,
204033380305,cd7614d3256045648cacbd77cd60478d,RG03,T03,yes,RAINY SEASON GARDENS,RG03,.,.,.25,acre,,,,,,,
204033380337,1adbb9c370fe4a5a87cdf6893ec9e85e,RG04,T01,yes,RAINY SEASON GARDENS,RG04,.,.,.25,acre,,.15,,,10,3,Clear/Sunny
204043390064,f2126f22499144219064581504e8a8d3,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.75,acre,,.66,,,12,3,Clear/Sunny
204043390116,09bc27368c55454ba923bac52c08f5af,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204043390142,0efa19ee0f8c49058ceab3e29c13e9a3,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204043410234,0b42420f0ec04a1ab592b7bc26f1e879,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204043420019,b57b43c79815474bacfe6d5843b65c2d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,,,,,,,,,
204043420037,21e6117ec87542b29679e2f8076e67b7,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.08,,,11,3,Clear/Sunny
204043420132,27ce153d693b456fa3b6a02801a3d3d5,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,,OTHER (SPECIFY),1-4 TREES IN THE COMPOUND,,,
204043420171,0fc085b0999c4378aabdec91190aec07,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204043420247,92c48cd2afff46b5a45a5e28ca882082,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,1.94,,,10,4,Clear/Sunny
204043420321,e5d22786ae4e4b8cbb7d00e11e9d5630,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.09,,,11,4,Clear/Sunny
204043420358,d87e9bcc174d4336b688248e8fde6cc0,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.03,,,11,3,Clear/Sunny
204043420395,85af68614339408db09acc234e92d7e9,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,,,,,OTHER (SPECIFY),SCATTERED TREES,,,
204053430166,83cf61372b3e4a0d9b5191b8a636a577,DG01,T01,yes,DIMBA SEASON  GARDENS,.,DG01,.,.25,acre,,.35,,,12,3,Clear/Sunny
204053430269,b266c191252d424dbf3ef081b3c52c2d,DG01,T01,yes,DIMBA SEASON  GARDENS,.,DG01,.,.25,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204053440112,851f6f59ef434b6fab9d15f22411cf2d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.59,,,11,3,Mostly Clear / Mostly Sunny
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,DG01,T03,yes,DIMBA SEASON  GARDENS,.,DG01,.,.25,acre,,.42,,,11,3,Clear/Sunny
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.4,,,10,3,Clear/Sunny
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,1.5,acre,,1.35,,,11,3,Clear/Sunny
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.25,acre,,.04,,,11,4,Mostly Cloudy / Considerable Cloudiness
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.1,,,10,3,Mostly Cloudy / Considerable Cloudiness
204053450146,bf66335236d24652bbbfd314d75f2100,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.89,,,11,3,Clear/Sunny
204053450336,3cd0316f73b14c36b65f40b46b3c45fd,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.88,,,9,3,Clear/Sunny
204053450411,6641f8e8e4b74f62bc8fafc996614400,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.39,,,12,3,Clear/Sunny
204063460039,310b7d78199c4aad97110e9aecc06a60,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,,,,,,,,,
204063460072,ca1169dbb3364bc98a381a690aa13a07,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204063460099,706316f9330746d2bd8b2dcafde16b48,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,,,,,OTHER (SPECIFY),SCATTERED TREES,,,
204063470100,a92a704cd28d4ec2887ddeb95270722a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.04,,,10,3,Mostly Clear / Mostly Sunny
204063470117,f191b92df8774e4a8ccaf1efcbcddf35,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,1.41,,,11,3,Partly Cloudy / Partly Sunny
204063480014,a4b243780faf4e59a2b69241e1273881,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.42,,,11,3,Partly Cloudy / Partly Sunny
204063480028,b67f128dc4814cf9a9832b0962545324,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.15,acre,,.06,,,11,3,Mostly Clear / Mostly Sunny
204063480145,f7f3458a04794aefb99e3af79b4ff6c4,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.1,acre,,0,,,11,3,Mostly Clear / Mostly Sunny
204063480190,a21c850dfe20482a86ebdc201aac682d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.75,acre,,.39,,,10,3,Mostly Cloudy / Considerable Cloudiness
204063480218,87fb901e86384230a8831e547e9aa745,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.01,,,11,3,Mostly Clear / Mostly Sunny
204073490166,ac00990a88254d0caaef0a302ce969a2,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204073490240,7ab52871878949fc9273e590dc41321f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.12,acre,,,OTHER (SPECIFY),SCATTERED TREES,,,
204073490314,55979eee64554e1289d1d0def5e2c98d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.28,,,10,3,Clear/Sunny
204073490338,e35dbb20fe1541e7894c8861a75b8ecb,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2.5,acre,,2.13,,,10,3,Clear/Sunny
204073490338,e35dbb20fe1541e7894c8861a75b8ecb,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,2,acre,,1.85,,,11,3,Clear/Sunny
204213500051,8264c6ba1c084d7cb00badd9a3e70b3a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.16,,,9,3,Clear/Sunny
204213500051,8264c6ba1c084d7cb00badd9a3e70b3a,RG02,T02,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.9,,,11,3,Clear/Sunny
204213500101,5450adf7e0da42cea42fed16ef78d99e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,,,,,OTHER (SPECIFY),SCATTERED TREES,,,
204213500126,cea7dc7f7f6949f5822db7cc4ddc7b5a,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.7,,,11,3,Partly Cloudy / Partly Sunny
204213500237,3c9c87d185594c99acf7801c92890fc7,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
204213500250,ef36988dc2f24b8ca66f535b303cded1,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
204213500250,ef36988dc2f24b8ca66f535b303cded1,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,2.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
205013520002,c98aa0e64d244cf282e499f933bd9013,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.4,acre,,1.85,,,9,3,Partly Cloudy / Partly Sunny
205013520018,dbed46110aa24c4dbbe2ae067ee546e6,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.87,,,10,3,Partly Cloudy / Partly Sunny
205013520115,b55f46cbfcff45858d44d858e561aef7,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.68,,,10,3,Mostly Clear / Mostly Sunny
205013530099,827e158d3cb649fa832a9a6744de4ac1,RG01,T01,yes,,.,.,.,10,OTHER (SPECIFY),YARDS,.02,,,10,3,Clear/Sunny
205013530338,e668406eba7745719b24267b3c8d72e3,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.36,,,9,3,Clear/Sunny
205023540045,4513279c574447e7a98d2fc806264421,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.96,,,11,3,Partly Cloudy / Partly Sunny
205023540163,bce29d07615549b5ace124288692c945,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.75,acre,,.48,,,10,3,Mostly Clear / Mostly Sunny
205023560073,980b51b50af84784bd0b1ac83ed8a31d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.55,,,12,3,Partly Cloudy / Partly Sunny
205023560117,853aa536f24149e79f5d633f401c7184,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.66,,,11,3,Partly Cloudy / Partly Sunny
205033580039,06a40302c1574b79b4d8db68ad51c461,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.93,,,10,3,Partly Cloudy / Partly Sunny
205043600026,477d70e116294e3d80c0e2ad45b605f7,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.4,acre,,.46,,,10,3,Partly Cloudy / Partly Sunny
205043600096,005a080696c24af3888cd402b989b9ce,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.62,,,10,3,Completely Cloudy
205043600138,d8102fc918a0400293b2117dc14fdfce,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.78,,,10,3,Partly Cloudy / Partly Sunny
205053610130,b5a3e0d7b0954b52b4d74c4059ef8d58,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,1.18,,,10,3,Clear/Sunny
205053610144,fb8c145de7924450845587e15d850915,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.4,acre,,.29,,,10,3,Partly Cloudy / Partly Sunny
205053620093,c2513157118441b6b0f3e317a9967eca,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.79,,,10,3,Partly Cloudy / Partly Sunny
205073650025,820bded8b1fe49c98fd06ef44bd8ec89,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.25,acre,,.12,,,12,3,Clear/Sunny
205083700013,e9fcd1ff92f54fafb4bf5787f38a12e1,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.83,,,8,3,Partly Cloudy / Partly Sunny
205203720321,067f403acb724decbda6334a1a1e41ee,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,2,acre,,1.8,,,9,3,Mostly Clear / Mostly Sunny
206013750076,aa50199d1fa54b238d2a656d596e8a07,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.75,,,12,3,Mostly Clear / Mostly Sunny
206013750103,22214aa9f437402ebb4f97aad37fe657,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.8,acre,,.54,,,12,3,Clear/Sunny
206013750154,05fa7556b9f84a319a414a6f16f72bd1,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.4,acre,,.88,,,8,3,Mostly Clear / Mostly Sunny
206013750231,8a96bfc61b6f4d7db1398381c3788b5a,RG01,T02,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.63,,,11,3,Partly Cloudy / Partly Sunny
206013750360,d61a16e564574e10bbac550242bc1c7d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.34,,,11,3,Clear/Sunny
206013750486,29e0db9adace44878f8af7c05784f1f5,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1.5,acre,,1.5,,,11,3,Partly Cloudy / Partly Sunny
