case_id,hhid,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
207024170222,a186a1fe86d5421aa75d9ddc2eef2cbc,1,SELLING BEER,47,1,2,1,1,,0,0,,,September,2014,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,2,13,9,12,1,13,9,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,100000,56000,95000,,,,,10000,0,0,0,0,0,0,0,0,
207024170375,e54b55fb557c4a2782dc0f51a0935e36,1,tea,56,1,,2,1,2,0,0,,,January,2017,Loan from money lender,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,3000,4500,,,,,400,0,6000,500,0,0,0,0,0,
207034180091,920f403681454c2481cf69b215ba34de,1,selling seeds,47,1,,1,1,,0,0,,,June,2016,Loan from family/friends,,,Traditional market place,,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,,,Yes,,,,,1,31,9,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,160000,100000,160000,,,,,30000,0,0,10000,0,0,0,0,0,
207034190160,cdc2c6b9676143588eccbf8d5e12ff36,1,Carpentry,16,1,,1,1,,0,0,,,May,2016,Gift from family/friends,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,low,,Lack of cash,Lack of credit,,Yes,,,,,1,20,5,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,3500,5000,5000,13000,25000,0,0,0,0,0,0,
207034200172,e88f14bbe25c462a94187691a903ae3d,1,WEAVINGMATS,2,1,,1,1,,0,0,,,March,2000,No start-up capital,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,,,,,,,Seasonal work,,,Yes,,,,,1,15,8,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,5000,15000,,,,,75000,0,0,0,0,0,0,0,0,
207034200222,667a6a23cc9e4e06a19d8c0b8e78d588,1,TOMATO SELLING,47,1,,1,1,,0,0,,,September,2015,Savings club,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,24,12,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,2000,3000,,,,,1500,0,0,0,0,0,0,0,0,
207034200418,90b8753014c74b3ab2445f0bfae4c2b9,1,selling mats,2,2,,2,2,,0,0,,,June,2015,No start-up capital,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,2,30,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,5000,10000,,,,,10000,0,0,0,0,0,0,0,0,
207034200442,2b4ca82c7c614343bf77fe7b807c70b5,1,WEAVINGMATS,2,1,,1,1,,0,0,,,August,2004,No start-up capital,,,Traditional market place,,,,Othersmall businesses,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,15,8,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,17000,10000,15000,,,,,2000,0,0,0,0,0,0,0,250,UNSPECIFIED FEES
207034200466,ac240fef6da54e729baddd93690fdea4,1,BARBER SHOP,47,3,,3,3,,0,0,,,August,2015,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of non-labour inputs,,,Yes,,,,,3,25,15,10,1,28,15,10,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,900,10000,3000,1000,0,0,0,2000,0,0,0,
207034220009,e6f043230d084baeae7d7176758a5f60,1,Resturant,56,1,2,1,1,,0,0,,,January,2015,Gift from family/friends,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,1,24,6,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,,,5000,17000,,,21000,15000,0,0,0,0,0,0,1000,FOOD
207034220027,fb25ca6c164a47c990344b6e8a712fe5,1,Salling  of mandazi,10,1,,1,1,,0,0,,,September,2016,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,Lack of cash,Other (Specify),BUSINESS NOT PROFITABLE,No,yes,,,,1,4,2,0,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,,,,,3500,7000,-120,3500,1520,600,1500,0,0,3500,120,GENERAL EXPENSES
207034220046,3b519f33b4174275a0cb64fee8da38ad,1,"""SELLING OF PLASTIC BUCKETS """,47,1,,2,1,,0,0,,,March,2016,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of non-labour inputs,,,Yes,,,,,1,12,14,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,8000,15000,,,5000,0,0,0,0,0,0,0,0,
207034220083,e2283e2a924348b89bdf84180934d19d,1,selling mandasi,10,1,,1,1,,0,0,,,December,2015,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,Not profitable,,No,yes,,,,1,14,6,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,7000,7000,7000,,,,,1000,6000,0,0,0,0,0,0,0,
207034220092,8ffac631a40f4cb6b0427f3301ace067,1,SELLING INDIAN HEMP (CHAMBA),47,1,,1,1,,0,0,,,July,2015,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,6,4,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,1000,5000,,,3000,0,12000,0,0,0,0,0,0,
207034220129,969b9dd1da1546ff9db55a1ae9ff8dd2,1,SELLING DOUGHNUTS,47,1,,1,1,,0,0,,,September,2015,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,no,Lack of cash,,,1,13,16,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,,,500,2000,,,500,1200,0,0,0,0,0,0,0,
207034220138,fafce73f3a934bbeb841999950722264,1,SELLING SECOND HAND CLOTHES,47,2,,2,2,,0,0,,,March,2015,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Own-Illness/Need to care for household members,,,No,yes,,,,2,15,5,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,50000,68000,,,,,25000,0,0,0,0,0,0,0,0,
207034220165,ba23e57e6009440291a89bfc39916608,1,Carpentry,16,1,,1,1,,0,0,,,March,2000,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Bad weather,Seasonal work,,Yes,,,,,1,30,11,12,5,5,6,6,,,,,,,,,,,,,,,,,1,14,11,10000,0,,,,0,,,,40000,,,,,20000,60000,10000,25000,0,0,0,0,0,0,0,
207034220174,66ddddad2607410a922bcc3946aa70a9,1,BARBERSHOP,47,1,,2,1,,0,0,,,May,2015,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,6,4,5,,,,,,,,,,,,,,,,,,,,,1,4,4,1500,0,,,,0,,,,0,,,500,2000,,,3000,0,0,0,0,1500,0,0,0,
207034220192,f49aa6a478074c71a49824e7588e5685,1,SELLINGDRYFISH,47,2,,2,2,,0,0,,,March,2015,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Bad weather,,,Yes,,,,,2,4,4,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,2000,7000,,,10000,0,10000,1200,0,0,0,0,0,
207044230375,8fb67d2099714c0698b95b367b37497e,1,doughnuts,10,1,,1,1,,0,0,,,September,2016,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,No,yes,,,,1,10,15,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,3000,4500,,,,,700,1000,0,0,0,0,0,0,0,
207044230462,7bf823192b4c40b49d7be3bfa616d7d2,1,groceries,47,1,2,1,1,2,0,0,,,February,2017,Other (specify),,FROM A CHURCH AFFLIATED ORGANISATION,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,2000,6000,,,800,0,15000,700,0,0,0,0,0,
207044240042,56d871859b7941a387f8f1c372fdc48a,1,SELLINGGROCERIES,47,1,,1,1,,1,0,Almost all,,April,2016,Loan from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,24,6,1,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,17000,21000,,,1000,0,0,0,0,0,0,0,0,
207044240063,b565165569584dacb8ebb97181d1e758,1,SELLINGBEER,47,1,,1,1,,0,0,,,October,2015,Own-savings from non-agriculture,,,Home (inside residence),,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,30,15,7,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,,,,,1500,3000,2000,3500,5000,0,0,0,0,0,0,
207044240105,a46ed610fe334143bc11e5d968d9c9ef,1,BEERBREWING,11,1,,1,1,,0,0,,,March,1990,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,15,5,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,1500,4500,,,,,1000,0,0,0,0,0,0,0,0,
207044240211,8ecee8f8326440488d81f6699747d3b1,1,SELLINGZITUMBUWA,47,2,,2,2,,0,0,,,November,2015,Own-savings from agriculture,,,Roadside,,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Lack of cash,,No,no,Not profitable,,,2,30,15,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,3260,3260,,,,,260,0,0,0,0,0,0,0,0,
207044240400,40d02a0e70294a1b9c88821e885e959b,1,SELLINGCLOTHES,47,1,,1,1,,0,0,,,April,2016,Own-savings from agriculture,,,Traditional market place,,,,Other (specify),,FINAL CONSUMER,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,30,15,1,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,10000,12000,,,,,3000,0,0,0,0,0,0,0,0,
207044250091,ee9e4a8f8a0a431d849071303a5646a2,1,CHARCOAL SELLING,47,1,,2,1,,0,0,,,December,2015,No start-up capital,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Bad weather,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,2000,4000,,,2000,0,0,0,0,0,0,0,0,
207044260030,97ac19cfbe28474b8e1585b08633329a,1,Groceries,47,1,,1,1,2,0,0,,,January,2016,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,,Lack of cash,,,Yes,,,,,1,10,4,10,2,7,6,10,3,3,6,3,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,3000,4000,,,,,5000,10000,10000,0,0,0,0,0,1000,FOOD
207044260076,b67abaf9305443f5b838c7d30acccd8f,1,MINSHOP,47,1,2,2,2,,0,0,,,September,2016,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,2,1,1,4,1,1,4,1,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,,,2000,4000,15000,0,20000,0,0,0,0,0,0,
207044260137,b402ab297b63446dadeff185a72b5909,1,Tea room,11,1,,1,1,,0,0,,,May,2016,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Lack of credit,,No,yes,,,,1,14,10,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,,,,,5000,10000,5500,23000,0,0,0,0,0,0,4000,UNSPECIFIED FEES
207044260287,f11962fba1714c749e09addd8982f990,1,owned shop,47,1,,1,1,,0,0,,,April,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,Lack of cash,,Yes,,,,,2,31,10,12,1,31,12,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,50000,50000,,,,,12000,0,38000,0,0,0,0,0,0,
207054280165,9dcf628699df4d1892a6a89f5290ce0b,1,Mat maker,2,1,,1,1,,0,0,,,August,2015,No start-up capital,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,,,Yes,,,,,1,7,9,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,5000,10000,,,,,5000,0,0,0,0,0,0,0,0,
207054280175,aeb4f8e48a724ec8a93e302813754609,1,Tinsmith,32,1,,2,1,,0,0,,,February,2005,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,20,8,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30500,15000,4000,,,,,2500,2000,0,0,0,0,0,0,0,
207054290005,de15d463aaff43fdbe8d35d1535b7491,1,BANKING MANDALASI,10,2,,2,2,,0,0,,,November,2016,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,1800,2500,5000,2500,2000,0,0,0,0,0,0,
207054290087,ebdfe6a53697471e975c26d581af83f0,1,TEA ROOM,56,1,2,1,1,2,0,0,,,July,2000,Proceeds from another business,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of credit,,,Yes,,,,,1,30,16,12,2,30,16,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,25000,30000,,,,,5000,0,0,0,0,0,0,0,0,
207054290120,17c5bd6548004e008f8ccc443fc5aaa0,1,SELLING COOKING OIL,0,1,,1,1,,0,0,,,June,2016,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,No,yes,,,,1,14,8,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,13000,7000,13000,,,,,4000,0,0,0,0,0,0,0,0,
207054300199,7a399270eaa8432a9b05149dda4aff6e,1,owned a bar,56,1,,1,1,,0,0,,,June,2016,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,Bad weather,,Yes,,,,,1,14,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,35000,50000,,,,,14000,0,0,6000,0,0,0,0,16000,N/A
207054310056,6dc5cdf5dae148b0916b2724759029dc,1,SELLING SHOES,47,1,,2,1,,0,0,,,February,2017,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,low,low,Lack of credit,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,15000,60000,,,,,15000,0,0,0,0,0,0,0,0,
