case_id,hhid,ag_l0c,ag_l0c_oth,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
209024630369,2e2041b528f949a4b24869b6bc40cac2,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,25,kilogram,,Truck / Bus/ Minibus,,300,9500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209024630369,2e2041b528f949a4b24869b6bc40cac2,OTHER PESTICIDE/ HERBICIDE(SPECIFY),DETAINE,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
209024640069,4cc697e844374a8aa6307d134eeb89c7,Organic Fertilizer,,90,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,90,kilogram,
209024640069,4cc697e844374a8aa6307d134eeb89c7,OTHER PESTICIDE/ HERBICIDE(SPECIFY),DENTAIN,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,5,kilogram,,1.0,,0,no,0,,,,,,
209024640094,55db6be75e764ffa82b84643c1babbb6,23:21:0+4S/CHITOWE,,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,15,kilogram,,On Foot,,0,7500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
209024640094,55db6be75e764ffa82b84643c1babbb6,OTHER PESTICIDE/ HERBICIDE(SPECIFY),DETAIN,1,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,gram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
209044690018,aa36603c657d4d658af31fcdb56ad59a,insecticide,,1,OTHER (SPECIFY),BOTTLE,"YES, THE FIGURES MATCHED",no,yes,5,,1,OTHER (SPECIFY),Bottle,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,.,yes,3,OTHER (SPECIFY),TABLESPOON,6,,0,no,0,,,,,,
209044690165,8cdfe8a04351489c983037b0a02aa497,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
209054710221,a12d0a16d2734da48eee018951dc7887,Organic Fertilizer,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,30,kilogram,
209064720067,9b67f03d8c584431bd0c8df1c5af389a,Organic Fertilizer,,350,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,350,kilogram,
209064720067,9b67f03d8c584431bd0c8df1c5af389a,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,kilogram,,Own Bicycle or Oxcart,,0,11000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
209064720067,9b67f03d8c584431bd0c8df1c5af389a,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
209064720067,9b67f03d8c584431bd0c8df1c5af389a,OTHER PESTICIDE/ HERBICIDE(SPECIFY),LOGO KOMITI,2,liter,,"YES, THE FIGURES MATCHED",no,yes,2,,2,liter,,Own Bicycle or Oxcart,,0,5500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,Organic Fertilizer,,200,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,200,kilogram,
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,23:21:0+4S/CHITOWE,,75,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,75,kilogram,,Own Bicycle or Oxcart,,0,31500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,urea,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,50,kilogram,,Truck / Bus/ Minibus,,0,19000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
209064720479,b5356e665f8a4d7ba82d6fb9ea1e8bf7,OTHER PESTICIDE/ HERBICIDE(SPECIFY),LOGO AND KALATI,8,liter,,"YES, THE FIGURES MATCHED",no,yes,3,,5000,liter,,Own Bicycle or Oxcart,,0,0,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
209064730220,1edd541242c448e68b58718975af0293,23:21:0+4S/CHITOWE,.,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,8,,5,kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209064730264,9fc62b5965284bd29f61fc82be0f7346,23:21:0+4S/CHITOWE,.,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,5,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209064730264,9fc62b5965284bd29f61fc82be0f7346,urea,.,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,5,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209064730264,9fc62b5965284bd29f61fc82be0f7346,OTHER PESTICIDE/ HERBICIDE(SPECIFY),COUPER AND GENTURN,1,milliliter,,"YES, THE FIGURES MATCHED",no,yes,1,,1,milliliter,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,0,,,1,,0,no,0,,,,,,
209064740296,6fb0606abb1843ef9ecbb740443c12f8,Organic Fertilizer,,2,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,2,OX CART,,5,,1400,no,,,,no,,,
209064740296,6fb0606abb1843ef9ecbb740443c12f8,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,5,,0,no,,,,,,,
209064740296,6fb0606abb1843ef9ecbb740443c12f8,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,5,,0,no,,,,,,,
209074750237,e12b2a8cd4954b198324af1dd91f7bb3,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,kilogram,,On Foot,,0,11000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209074750237,e12b2a8cd4954b198324af1dd91f7bb3,OTHER FERTILIZER (SPECIFY),SUGAR,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,25,kilogram,,On Foot,,0,8030,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209084770261,dcfdb26e774e4d4d8c4237b2583af690,can,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209084790011,9163dad5d67c4817b6e03218856028a7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
209084810020,84e18f1e49e24f4cb69ff5d8b39cb35a,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,20,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209084810020,84e18f1e49e24f4cb69ff5d8b39cb35a,can,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,20,kilogram,,On Foot,,0,3300,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
209084810020,84e18f1e49e24f4cb69ff5d8b39cb35a,insecticide,,250,milliliter,,"YES, THE FIGURES MATCHED",no,yes,5,,250,milliliter,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,0,,,,,,
210534950501,e6686882da7d4f93bccb6d2dd399f3ff,23:21:0+4S/CHITOWE,,11,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,11,kilogram,,1,,0,no,,,,,,,
210534950501,e6686882da7d4f93bccb6d2dd399f3ff,insecticide,,125,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,125,milliliter,,On Foot,,0,700,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
210554990160,6b81a95e95ae402fb31035a673b8b92e,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,50,kilogram,
210855110154,e57912fb956140ffaf471102c09a3bca,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,10,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110154,e57912fb956140ffaf471102c09a3bca,insecticide,,2,liter,,"YES, THE FIGURES MATCHED",no,yes,6,,2,liter,,On Foot,,0,2100,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
210855110185,59a5172c0e924c63a06ddc00ac947c73,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,yes,3,,1,OX CART,,Other (Specify),OXCART,2000,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,no,,,
210855110215,e90e22e808454964bad4196cd4d8e692,23:21:0+4S/CHITOWE,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,900,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110215,e90e22e808454964bad4196cd4d8e692,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110278,2c3cdb11444c429c94e38eec51a960d3,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,On Foot,,0,8500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110278,2c3cdb11444c429c94e38eec51a960d3,can,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,1750,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110278,2c3cdb11444c429c94e38eec51a960d3,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1120,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110401,38906b2f11dd4baf8872a73f2f21f491,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110401,38906b2f11dd4baf8872a73f2f21f491,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,5,kilogram,,On Foot,,0,1400,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110401,38906b2f11dd4baf8872a73f2f21f491,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,4,,1,liter,,On Foot,,0,2500,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
210855110462,4a399a4a623d412988654f0d1e582965,23:21:0+4S/CHITOWE,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,4,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110462,4a399a4a623d412988654f0d1e582965,urea,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,4,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110523,0b673eea405742f099fc9608844b4a75,Organic Fertilizer,,30,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,30,bucket,
210855110523,0b673eea405742f099fc9608844b4a75,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,Bicycle Taxi,,800,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110523,0b673eea405742f099fc9608844b4a75,can,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,Bicycle Taxi,,800,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110523,0b673eea405742f099fc9608844b4a75,insecticide,,2,liter,,"YES, THE FIGURES MATCHED",no,yes,5,,2,liter,,Bicycle Taxi,,800,1800,"Paid in full, with own-savings",,,,.,no,0,,,1.0,,0,no,0,,,,,,
210855110554,f2c72e3e515d45c395de21c5c808cabb,Organic Fertilizer,,5,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,5,50 KG BAG,
210855110645,34a8a4b82b664daebe9c786a6b4553a5,23:21:0+4S/CHITOWE,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,6,kilogram,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110645,34a8a4b82b664daebe9c786a6b4553a5,urea,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,1,kilogram,,Own Bicycle or Oxcart,,0,850,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
210855110645,34a8a4b82b664daebe9c786a6b4553a5,insecticide,,20,liter,,"YES, THE FIGURES MATCHED",no,yes,5,,20,liter,,Own Bicycle or Oxcart,,0,5800,"Paid in full, with own-savings",,,,.,no,0,,,5.0,,0,no,0,,,,,,
210885180112,8171c6340c32433d8267bbfac7b05202,23:21:0+4S/CHITOWE,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,.,,,yes,3,kilogram,,,,,
210885180112,8171c6340c32433d8267bbfac7b05202,urea,,,,,,-999999999,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,
301015190081,0e621768ef794a4d90b828d82f2a7aa6,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301015190170,64345b08ccec41798316746cac427476,Organic Fertilizer,,100,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,100,kilogram,,3,,0,no,,,,no,,,
301015190188,9c3c1736bd5b447ebf86857ed4bab0be,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,25,kilogram,,1,,0,no,,,,,,,
301015190188,9c3c1736bd5b447ebf86857ed4bab0be,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,25,kilogram,,1,,0,no,,,,,,,
301015200382,b9d9f3175d144fa4a9ae56af1ac06601,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301025240262,dff3a7897d27481181fb342180f0a544,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301035260375,703453eba21146019c8f013dc09c7fd9,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301035260481,d46bbf25277940aab968debec8da00ea,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301045290231,1c98312f50ec40079e496a751a0db7df,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301045290428,9ec339f4cf77441e8e7342443e6b5f0f,Organic Fertilizer,,7,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,yes,2,,7,50 KG BAG,,Bicycle Taxi,,1000,1750,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,no,,,
301045300443,c7d95ec464d34adb9649fedad2d8d6cc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301045300531,72de732372c54f4d932bcc9805f84a34,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,kilogram,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,.,,,,,.,,,,,,,no,,,
301045300561,8636c72b3aa14cb794b0a64419367849,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301055320087,6d9df975fedb4134afa412ddf61f8cd0,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301065330437,8d6e6bae5cf74ab3b02b9d75387bc6b2,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301065330658,489d631e43f54486b08ebadfefde31e4,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,50,kilogram,,1,,0,no,,,,no,,,
301065340104,bedf91f0f8434d31a5f5dc3fcde9f305,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301065340313,8d170459ba6b4742902b2947f93eb752,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301065340364,67a8dcabd19849488bd1dac6d1ca641a,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301075370093,13949cebf6794cfa8c9bb2dc3a8acc12,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301075370113,586aabb220b142ee88607a80c9f447c5,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,50,kilogram,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,no,,,
301075370133,39f26dc1991d484dbdbe5c5308d6126d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301075370153,1eb91f2dd7f94d618995fb597bc72fbc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301075370193,bbce7aaaa41040b581968648428c877c,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
301215420209,1fa326125787478d81b8b154312c811d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015430010,e33918cd2ccd4d89916452eb6c349c0f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015430020,a645ed51ba164f8e801a47cda786a7c9,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015430034,4da50b0915664a60a3e56bb023b51668,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015430058,b7be25e6c8d94302baed4bfa79e2eceb,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015440139,617e59aa689a4d079686e696068dac41,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015450017,e1725671eb724e929a47699c4242abcb,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015450048,ed2440356fa043ab878e71b68a30703e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302015450452,4423c6ab4f3049baa2df6da911139805,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,Own Bicycle or Oxcart,,0,900,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302025470011,524e5343609d4b808f42e313e5d7a293,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302025470045,88ec236c747f476bb5fb2b6f326f7794,Organic Fertilizer,,5,wheelbarrow,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,5,wheelbarrow,
302025470045,88ec236c747f476bb5fb2b6f326f7794,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,kilogram,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302025470045,88ec236c747f476bb5fb2b6f326f7794,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,kilogram,,Own Bicycle or Oxcart,,0,2600,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302025470198,9e4fea05a9304073a6bde3a20d59b459,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302035490244,3877f8bf42334242a49f2ddb0d8d869d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302035490327,015e4585aa2a4644a01e7829a4da6ec1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302035500295,40106d17ecae435dbd6c3ce4fab67e75,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302035530048,6c8d387651e34215be82157ad5aa6a56,Organic Fertilizer,,5,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,5,50 KG BAG,
302035530051,48de4c2b59e84c6993d7b64c853bbfec,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302045550095,12ebfaef1dbc4ee0aef62116f921e2b5,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302045550095,12ebfaef1dbc4ee0aef62116f921e2b5,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302045550107,410e7b7a645d4a79900aeb93ec7f8dbc,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302045550165,33219c6812ff4b50b1486365e2ef4dc1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302065570075,420b760b40224c45bd4172bbeeafc15f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302065570185,a4e53ba06e3544cf98cd9a68ca1811c6,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,4800,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302065570267,887cdd4df59a40fbaefef69ae48f9c93,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302065580059,ac3052232589458784029e3414a25978,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302065580089,899727d7a56b4a0c9ea9c021bf7c8e95,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302065580101,674af3cbaab943bb97532a212449e295,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302075590017,8d4e84c5e0f143fb96bb366fd5deb68b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302125640049,970c13fe30b942d5a5610be7b8733ac7,Organic Fertilizer,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,kilogram,,On Foot,,0,700,"Paid in full, with own-savings",,,,.,,,,,.,,,,,,,no,,,
302125640049,970c13fe30b942d5a5610be7b8733ac7,23:21:0+4S/CHITOWE,.,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,10,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
302125650040,08f8f187a36148d6a90368136b6b1d1f,23:21:0+4S/CHITOWE,,12,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,12,kilogram,,Own Bicycle or Oxcart,,0,4820,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302125650040,08f8f187a36148d6a90368136b6b1d1f,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
302125650270,9443e68905e84dceb1741f4e14e1f556,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
302225660345,625572f829234d6199ee0493d8c932f4,Organic Fertilizer,,2,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,no,,,
303015670209,903821cc588e4b4fa98550d781372163,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
303015670255,d9c2914f14fa4ec6bc2207f5962e6476,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Own Bicycle or Oxcart,,0,1900,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015670255,d9c2914f14fa4ec6bc2207f5962e6476,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Own Bicycle or Oxcart,,0,1800,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015670440,f13c58113a284e40b2ac4dc0b228bc0e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
303015690021,964854f9676a476ab41c7ded87bd7f46,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,50,kilogram,
303015690021,964854f9676a476ab41c7ded87bd7f46,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,1200,0,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015690021,964854f9676a476ab41c7ded87bd7f46,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,1200,0,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015690071,eccc99e3cc4e40f09bee494b71ea3fa7,Organic Fertilizer,,500,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,100,kilogram,
303015690071,eccc99e3cc4e40f09bee494b71ea3fa7,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,20,kilogram,,Bicycle Taxi,,200,7500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015690071,eccc99e3cc4e40f09bee494b71ea3fa7,urea,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,9,,20,kilogram,,Bicycle Taxi,,0,7500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
303015690071,eccc99e3cc4e40f09bee494b71ea3fa7,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,7,,1,liter,,On Foot,,0,3000,"Paid in full, with own-savings",,,,.,no,0,,,.,,0,no,0,,,,,,
303015690148,59f4e51e02a1427ebba5d099d93ecece,23:21:0+4S/CHITOWE,,5,OTHER (SPECIFY),SMALLBASIN,"YES, THE FIGURES MATCHED",no,yes,3,,5,OTHER (SPECIFY),"""SMALL BASIN """,Own Bicycle or Oxcart,,0,5500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
