ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
21068503,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21068503,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074504,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074504,Water Body: Specify,WATER ASSOCIATION,Yes,yes,yes,no,no,no,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,Social sanctions,,,,Fully Effective,no,,,yes,no
21074504,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074504,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074504,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079506,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079506,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079506,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079506,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079506,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080507,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080508,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081509,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081509,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081509,Water Body: Specify,WATER ASSOCIATION,Yes,yes,yes,no,yes,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
21081509,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081509,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083510,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085511,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085511,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085511,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085511,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085511,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086512,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086512,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086512,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086512,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086512,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086513,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087514,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087515,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087516,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088517,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21088518,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101519,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101519,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101519,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101519,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101519,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101520,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101520,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101520,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101520,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101520,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101521,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101521,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101521,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101521,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101521,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102522,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102522,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102522,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102522,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102522,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102523,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102523,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102523,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102523,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102523,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103525,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103525,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103525,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103525,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103525,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103526,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103526,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103526,Forest,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30103526,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103526,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103527,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103527,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103527,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103527,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103527,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103528,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103528,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103528,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103528,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103528,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104529,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104529,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104529,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104529,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104529,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104530,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104530,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104530,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104530,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104530,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105531,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
30105531,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105531,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105531,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105531,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105532,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105532,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105532,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105532,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105532,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106533,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106533,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106533,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106533,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30106533,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106534,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106534,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106534,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106534,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106534,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106535,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106535,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106535,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106535,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106535,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106536,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106536,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106536,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106536,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106536,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107537,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107537,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107537,Other (Specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107537,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107537,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108538,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108538,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108538,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108538,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108538,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108539,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108539,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108539,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108539,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30108539,Forest,,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Social sanctions,,,,Not Effective,no,,,no,
30109540,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109540,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109540,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109540,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30109540,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120541,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120541,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120541,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120541,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30120541,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121542,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121542,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121542,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121542,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121542,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201543,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201543,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Physical punishment,,Use the threat of Religious sanctions,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30201543,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201543,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201543,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201544,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201544,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201544,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201544,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201544,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201545,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201545,Forest,,Yes,yes,yes,yes,yes,no,,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30201545,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201545,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201545,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201546,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201546,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201546,Forest,,Yes,no,yes,yes,yes,yes,Other (Specify),RESIDENTIAL GUARD,,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Not Effective,no,,,no,
30201546,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201546,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202547,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202547,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202547,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202547,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202547,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202548,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202548,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202548,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202548,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30202548,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203549,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203549,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203549,Other (Specify),GRAVE YARDS,Yes,yes,yes,no,no,yes,Use the threat of Fine,GET PERMISSION BEFORE USE,Other (Specify),GET PERMISSION BEFORE USE,,,Other (Specify),GET PERMISSION BEFORE USE,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30203549,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30203549,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),USED FOR ONLY COMMUNITY PROJECTS,,,,,Use threat of fine,,Confiscation of tools/products,,Social sanctions,,Fully Effective,no,,,no,
30203550,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203550,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203550,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203550,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203550,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203551,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203551,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203551,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203551,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203551,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203552,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203552,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203552,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203552,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203552,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203553,Water Body: Specify,CHINYASA,Yes,no,yes,yes,no,no,,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30203553,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203553,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203553,Forest,,Yes,no,yes,no,no,no,,,,,,,Rotation among groups of families,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30203553,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203554,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203554,Water Body: Specify,LAKE,Yes,no,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30203554,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203554,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203554,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204555,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204555,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204555,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204555,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204555,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205556,Water Body: Specify,RIVER,Yes,yes,yes,yes,yes,no,,,,,,,Rotation among groups of families,,Time restrictions,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30205556,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205556,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205556,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30205556,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206557,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206557,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206557,Water Body: Specify,WATER ASSOCIATION,Yes,yes,yes,yes,no,yes,Use guards,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,no,,,no,
30206557,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206557,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206558,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206558,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206558,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206558,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
30206558,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207559,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30207559,Unallocated Arable Land,,Yes,yes,yes,no,yes,yes,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30207559,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207559,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207559,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30207560,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207560,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207560,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207560,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207560,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207561,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207561,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207561,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207561,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207561,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208562,Water Body: Specify,IRRIGATIONSCHOOL,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30208562,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208562,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208562,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30208562,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209563,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209563,Water Body: Specify,WELL,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30209563,Pasture,,Yes,no,no,no,yes,no,,,,,,,No restrictions,,,,,,Taking away [RESOURCE] use rights,,,,,,Fully Effective,no,,,no,
