ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
30201545,,Events that made people better off,,,,
30201545,B,construction of school block,,,,
30201545,A,Receiving of relief COMODITies,,,,
30201545,D,,,,,
30201545,C,Village road construction,,,,
30201545,B,Floods,flood,,2015,1/2
30201545,,Events that made people worse off,,,,
30201545,C,High fertilizer prices/ goods and services,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30201546,D,Dirty roads,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30201546,C,,,,,
30201546,A,Poor rainfal,OTHER GOOD (SPECIFY),POORRAINFAL,2015,ALMOST ALL
30201546,,Events that made people better off,,,,
30201546,B,High price rate,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30201546,B,,,,,
30201546,A,Total land care project,,,,
30201546,D,,,,,
30201546,,Events that made people worse off,,,,
30201546,C,drought,drought,,2015,ALMOST ALL
30202547,,Events that made people worse off,,,,
30202547,A,Irregular rains,drought,,2015,ALMOST ALL
30202547,D,,,,,
30202547,C,Disease and Pest,CROP DISEASE/PESTS,,2016,ALMOST ALL
30202547,B,,,,,
30202547,C,,,,,
30202547,D,,,,,
30202547,,Events that made people better off,,,,
30202547,B,Floods,flood,,2015,3/4
30202547,A,Relief Programs,,,,
30202548,D,,,,,
30202548,D,,,,,
30202548,,Events that made people better off,,,,
30202548,B,,,,,
30202548,,Events that made people worse off,,,,
30202548,A,Construction of bridge,,,,
30202548,C,Floods,flood,,2015,ALMOST ALL
30202548,B,High price of maize,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2014,ALMOST ALL
30202548,A,irregular rains,OTHER GOOD (SPECIFY),ERATIC RAINS,2016,ALMOST ALL
30202548,C,,,,,
30203549,B,,,,,
30203549,C,,,,,
30203549,B,Received Mosquito Nets,,,,
30203549,A,"""New Agricultural Extension Development Officer in the area introduced """,,,,
30203549,,Events that made people better off,,,,
30203549,D,Aspire Project Gave Uniforms to needy students,,,,
30203549,C,Heart to Heart Project Drilled a Borehole at the community school,,,,
30203549,,Events that made people worse off,,,,
30203549,D,,,,,
30203549,A,Bad Rainfall Pattern,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30203550,B,Road maintenance,,,,
30203550,,Events that made people worse off,,,,
30203550,C,PEST DEASESEs,CROP DISEASE/PESTS,,2014,ALMOST ALL
30203550,C,Construction of bridge,,,,
30203550,D,free food,,,,
30203550,D,Work without payments from public works program,OTHER BAD (SPECIFY),,2016,1/4
30203550,,Events that made people better off,,,,
30203550,B,irregular rains,drought,,2013,ALMOST ALL
30203550,A,Houses for health centre,,,,
30203550,A,Lack of security,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30203551,A,,,,,
30203551,A,Drought,drought,,2016,ALMOST ALL
30203551,C,,,,,
30203551,,Events that made people worse off,,,,
30203551,,Events that made people better off,,,,
30203551,D,,,,,
30203551,B,Floods,flood,,2015,ALMOST ALL
30203551,C,High Price rate,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30203551,D,,,,,
30203551,B,,,,,
30203552,,Events that made people worse off,,,,
30203552,B,STOLEN OF CROPS AND ANIMALS,OTHER GOOD (SPECIFY),THEFT,2013,ALMOST NONE
30203552,D,High price rate,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2014,ALMOST ALL
30203552,C,MIKOKO RICE SCHEME,,,,
30203552,B,MAINTAINANCE of clinic,,,,
30203552,,Events that made people better off,,,,
30203552,A,Electricity,,,,
30203552,A,DROUGHT,drought,,2014,ALMOST ALL
30203552,C,Cholera,OTHER GOOD (SPECIFY),DISEASES,2015,ALMOST NONE
30203552,D,MAINTAINANCE of railway line,,,,
30203553,C,,,,,
30203553,,Events that made people better off,,,,
30203553,,Events that made people worse off,,,,
30203553,D,,,,,
30203553,A,Hunger,flood,,2014,ALMOST ALL
30203553,A,diseases,,,,
30203553,B,,,,,
30203553,D,,,,,
30203553,B,,,,,
30203553,C,,,,,
30203554,D,,,,,
30203554,A,good farming,,,,
30203554,,Events that made people better off,,,,
30203554,A,Drought,drought,,2016,ALMOST ALL
30203554,B,flooding,flood,,2015,3/4
30203554,B,,,,,
30203554,D,,,,,
30203554,,Events that made people worse off,,,,
30203554,C,,,,,
30203554,C,DEASESEs,HUMAN EPIDEMIC DISEASE,,2016,1/4
30204555,D,,,,,
30204555,B,high price of fertilizer,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30204555,,Events that made people worse off,,,,
30204555,A,Relief programs,,,,
30204555,B,MASAF 4,,,,
30204555,A,lack of rain,OTHER GOOD (SPECIFY),ERATIC RAINS,2015,ALMOST ALL
30204555,C,floods,flood,,2016,3/4
30204555,,Events that made people better off,,,,
30204555,D,lack of money,OTHER GOOD (SPECIFY),POVERTY,2016,ALMOST ALL
30204555,C,building  of cbcc broke,,,,
30205556,,Events that made people worse off,,,,
30205556,B,High market prices,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30205556,D,Cholera,OTHER GOOD (SPECIFY),DISEASES,2015,ALMOST NONE
30205556,A,Floods,flood,,2015,3/4
30205556,A,Construction of school block,,,,
30205556,B,construction of teachers house,,,,
30205556,C,,,,,
30205556,D,,,,,
30205556,C,Malaria,OTHER GOOD (SPECIFY),DISEASES,2013,ALMOST ALL
30205556,,Events that made people better off,,,,
30206557,D,,,,,
30206557,A,Construction of Teachers house,,,,
30206557,A,Floods,flood,,2014,3/4
30206557,C,"""Construction of a kitchen for school feeding  program """,,,,
30206557,,Events that made people worse off,,,,
30206557,C,PEST and deaseses,CROP DISEASE/PESTS,,2013,1/2
30206557,B,School feeding program,,,,
30206557,B,Drought,drought,,2016,ALMOST ALL
30206557,D,Cholera,HUMAN EPIDEMIC DISEASE,,2016,1/4
30206557,,Events that made people better off,,,,
30206558,B,School feedinga Program,,,,
30206558,C,Lack of Boreholes,,,,
30206558,C,,,,,
30206558,A,Drought,drought,,2015,ALMOST ALL
30206558,,Events that made people better off,,,,
30206558,A,Free Maize distributions from NGOs,,,,
30206558,D,,,,,
30206558,B,Lack of money lender institutions,LOSS OF KEY SOCIAL SERVICE(S),,2016,ALMOST ALL
30206558,D,,,,,
30206558,,Events that made people worse off,,,,
30207559,,Events that made people better off,,,,
30207559,C,Masaf project,,,,
30207559,C,High rate of Farm commodities & imputs,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2016,ALMOST ALL
30207559,A,Regular rainfall,,,,
30207559,A,Drought,drought,,2015,ALMOST ALL
30207559,B,Received food from donor aids,,,,
30207559,D,,,,,
30207559,B,Strong Wind,OTHER GOOD (SPECIFY),STRONG WINDS,2016,ALMOST ALL
30207559,D,,,,,
30207559,,Events that made people worse off,,,,
30207560,A,ROAD MAINTENANCE,,,,
30207560,B,PEST AND DISEASES,CROP DISEASE/PESTS,,2013,3/4
30207560,C,,,,,
30207560,A,DROUGHT,drought,,2013,ALMOST ALL
30207560,B,PLANTING TREES,,,,
30207560,,Events that made people better off,,,,
30207560,,Events that made people worse off,,,,
30207560,C,UNUSUALLY HIGHLY PRICE OF FOOD,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30207560,D,FLOODS,flood,,2015,3/4
30207560,D,,,,,
30207561,A,Drought,drought,,2015,ALMOST NONE
30207561,B,construction of school blocks,,,,
30207561,C,Cholera,HUMAN EPIDEMIC DISEASE,,2015,ALMOST ALL
30207561,B,Strong Winds,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30207561,,Events that made people worse off,,,,
30207561,A,Relief Aids,,,,
30207561,C,,,,,
30207561,D,,,,,
30207561,,Events that made people better off,,,,
30207561,D,,,,,
30208562,D,,,,,
30208562,D,Masaf,,,,
30208562,C,,,,,
30208562,C,Airtel Transmitter,,,,
30208562,B,Drought,drought,,2015,ALMOST ALL
30208562,B,NGOS Help,,,,
30208562,A,Electricity Supply,,,,
30208562,,Events that made people better off,,,,
30208562,,Events that made people worse off,,,,
30208562,A,Floods,flood,,2014,ALMOST ALL
30209563,,Events that made people better off,,,,
30209563,A,Drought,drought,,2013,ALMOST ALL
30209563,C,PEST and Diseases,CROP DISEASE/PESTS,,2015,1/2
30209563,B,Manta inane of roads,,,,
30209563,D,High Price Rate of imputs,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30209563,B,Floods,flood,,2015,3/4
30209563,,Events that made people worse off,,,,
30209563,A,construction of school Block,,,,
30209563,C,,,,,
30209563,D,,,,,
30212564,B,FLOODS,flood,,2014,1/4
30212564,A,DROUGHT,drought,,2014,ALMOST ALL
30212564,,Events that made people better off,,,,
30212564,A,PROVIDED WITH LIKUNI PHALA TO UNDER FIVE CHILDREN BY NJIRA PROJECT,,,,
30212564,C,,,,,
30212564,C,HIGH PRICE RATE,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30212564,B,,,,,
30212564,D,SHORTAGE OF BOLEHOLES,OTHER GOOD (SPECIFY),SHORTAGE OF BOREHOLES,2013,ALMOST ALL
30212564,,Events that made people worse off,,,,
30212564,D,,,,,
30212565,B,Lack of Crop Markets,OTHER GOOD (SPECIFY),LACK OF MARKET,2016,ALMOST NONE
30212565,,Events that made people better off,,,,
30212565,B,Masaf handouts,,,,
30212565,,Events that made people worse off,,,,
30212565,C,"""Free Mosquitos from Government """,,,,
30212565,D,,,,,
30212565,D,Lack of Medicine in Hospital,OTHER GOOD (SPECIFY),SHORTAGE OF DRUGS,2015,ALMOST NONE
30212565,A,Receiving free food from NGOS  and Government,,,,
30212565,C,High price of Agricultural inputs,OTHER BAD (SPECIFY),,2014,3/4
30212565,A,Floods,flood,,2015,1/4
30222566,,Events that made people worse off,,,,
30222566,A,MASAF PROJECT,,,,
30222566,D,,,,,
30222566,A,Heavy winds,flood,,2014,3/4
30222566,C,Fertilizer subsidy,,,,
30222566,B,Save the children giving them aid,,,,
30222566,,Events that made people better off,,,,
30222566,D,coming of African packs hinder them from fish farming,OTHER BAD (SPECIFY),,2015,3/4
30222566,C,wild animals,OTHER BAD (SPECIFY),,2015,1/2
30222566,B,Drought,drought,,2016,ALMOST ALL
30301567,A,Masaf project,,,,
30301567,B,,,,,
30301567,B,water,CROP DISEASE/PESTS,,2015,3/4
30301567,D,,,,,
30301567,,Events that made people better off,,,,
30301567,,Events that made people worse off,,,,
30301567,D,,,,,
30301567,C,"""Diseases """,HUMAN EPIDEMIC DISEASE,,2016,3/4
30301567,A,Hunger,flood,,2015,ALMOST ALL
30301567,C,,,,,
30301568,C,,,,,
30301568,B,,,,,
30301568,,Events that made people better off,,,,
30301568,D,,,,,
30301568,C,,,,,
30301568,D,,,,,
30301568,B,,,,,
30301568,A,Hunger,drought,,2016,ALMOST ALL
30301568,,Events that made people worse off,,,,
30301568,A,,,,,
30301569,,Events that made people worse off,,,,
30301569,C,,,,,
30301569,B,,,,,
30301569,,Events that made people better off,,,,
30301569,C,,,,,
30301569,A,weeding,,,,
30301569,B,Football,,,,
30301569,D,,,,,
30301569,A,Video,HUMAN EPIDEMIC DISEASE,,2015,3/4
30301569,D,,,,,
30302570,B,,,,,
30302570,A,Coming of Masaf project,,,,
30302570,D,,,,,
30302570,,Events that made people better off,,,,
30302570,B,Diseases,CROP DISEASE/PESTS,,2016,1/4
30302570,A,Hunger,drought,,2016,ALMOST ALL
30302570,D,wind,LIVESTOCK DISEASE,,2016,1/2
30302570,C,Loan,DEVELOPMENT PROJECT,,2015,3/4
30302570,,Events that made people worse off,,,,
30302570,C,,,,,
30302571,D,Lack of fertilizer imput,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30302571,B,High price rate,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30302571,,Events that made people better off,,,,
30302571,B,,,,,
30302571,C,,,,,
30302571,A,Coming of NGOs,,,,
30302571,,Events that made people worse off,,,,
30302571,A,irregular Rains,OTHER GOOD (SPECIFY),ERATIC RAINS,2014,ALMOST ALL
30302571,C,Floods,flood,,2014,ALMOST ALL
30302571,D,,,,,
30302572,A,Dyke,,,,
30302572,C,,,,,
30302572,,Events that made people better off,,,,
30302572,B,Relief  Aids,,,,
30302572,C,High price rate,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30302572,,Events that made people worse off,,,,
30302572,D,,,,,
30302572,A,Drought,drought,,2015,ALMOST ALL
30302572,B,Floods,flood,,2015,ALMOST ALL
30302572,D,,,,,
30302573,C,kukokoloka kwa mbeu,drought,,2015,ALMOST ALL
30302573,,Events that made people worse off,,,,
30302573,D,,,,,
30302573,B,,,,,
30302573,,Events that made people better off,,,,
30302573,C,,,,,
30302573,B,Destroyed of houses,flood,,2015,3/4
30302573,A,Floods,flood,,2015,ALMOST ALL
30302573,A,"""no anything """,,,,
30302573,D,hunger,HUMAN EPIDEMIC DISEASE,,2015,ALMOST ALL
30302574,B,Relief,,,,
30302574,B,shortage of rain,drought,,2015,ALMOST ALL
30302574,C,low prices of farm produce,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2013,ALMOST ALL
30302574,,Events that made people worse off,,,,
30302574,D,,,,,
30302574,D,,,,,
30302574,A,food shortage,drought,,2014,ALMOST ALL
30302574,C,,,,,
30302574,A,coming of NGO,,,,
30302574,,Events that made people better off,,,,
30304575,C,Food for work,,,,
30304575,,Events that made people worse off,,,,
30304575,D,Mtukula Pakhomo,,,,
30304575,C,High price rate,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30304575,D,PEST and Diseases,CROP DISEASE/PESTS,,2014,3/4
30304575,A,Drought,drought,,2014,3/4
30304575,A,Village clinic,,,,
30304575,B,mkomba Phala,,,,
30304575,,Events that made people better off,,,,
30304575,B,Floods,flood,,2014,1/4
30304576,,Events that made people better off,,,,
30304576,,Events that made people worse off,,,,
30304576,B,,,,,
30304576,D,,,,,
30304576,C,,,,,
30304576,C,,,,,
30304576,D,,,,,
30304576,B,,,,,
30304576,A,masaf project,,,,
30304576,A,Hunger,flood,,2015,ALMOST ALL
30304577,B,ROAD MAINTAINANCE,,,,
30304577,A,DROUGHT,drought,,2014,3/4
30304577,C,,,,,
30304577,B,NO GOOD ROADS,OTHER GOOD (SPECIFY),POOR ROAD NETWORK,2013,ALMOST ALL
30304577,,Events that made people worse off,,,,
30304577,D,,,,,
30304577,D,NO SECONDARY SCHOOL,OTHER GOOD (SPECIFY),NO SECONDARY SCHOOL,2013,ALMOST ALL
30304577,C,SHORTAGE OF BOLEHOLES,OTHER GOOD (SPECIFY),SHORTAGE OF BOREHOLES,2013,3/4
30304577,A,CONSTRUCTION OF UNDER FIVE CLINIC,,,,
30304577,,Events that made people better off,,,,
30305578,D,,,,,
30305578,C,,,,,
30305578,D,,,,,
30305578,A,Hunger,flood,,2016,ALMOST ALL
30305578,,Events that made people worse off,,,,
30305578,C,Diseases,CROP DISEASE/PESTS,,2015,1/4
30305578,A,Free Maize,,,,
30305578,B,Water,HUMAN EPIDEMIC DISEASE,,2016,ALMOST ALL
30305578,B,,,,,
30305578,,Events that made people better off,,,,
30305579,,Events that made people better off,,,,
30305579,B,bolehole,HUMAN EPIDEMIC DISEASE,,2016,ALMOST ALL
30305579,B,,,,,
30305579,D,,,,,
30305579,C,Distance to the hospital,HUMAN EPIDEMIC DISEASE,,2016,ALMOST ALL
30305579,D,,,,,
30305579,,Events that made people worse off,,,,
30305579,A,Masaf project,,,,
30305579,A,Hunger,drought,,2016,ALMOST ALL
30305579,C,,,,,
30305580,C,,,,,
30305580,,Events that made people worse off,,,,
30305580,A,"Hunger, Low sales of Tobacco",drought,,2016,3/4
30305580,A,Free Maize,,,,
30305580,D,,,,,
30305580,C,,,,,
30305580,D,,,,,
30305580,B,,,,,
30305580,B,,,,,
30305580,,Events that made people better off,,,,
30305581,D,,,,,
30305581,C,,,,,
30305581,C,,,,,
30305581,A,Bear browing,HUMAN EPIDEMIC DISEASE,,2016,3/4
30305581,,Events that made people worse off,,,,
30305581,B,kitchen top up,,,,
30305581,B,,,,,
30305581,A,weeding,,,,
30305581,D,,,,,
30305581,,Events that made people better off,,,,
30305582,A,worldvision,,,,
30305582,,Events that made people worse off,,,,
30305582,A,Hunger,drought,,2016,ALMOST ALL
30305582,,Events that made people better off,,,,
30305582,D,,,,,
30305582,B,World food program,,,,
30305582,D,,,,,
30305582,C,ball hole,HUMAN EPIDEMIC DISEASE,,2015,ALMOST ALL
30305582,C,,,,,
30305582,B,Roads,flood,,2014,ALMOST ALL
30306583,D,,,,,
30306583,,Events that made people better off,,,,
30306583,C,,,,,
30306583,C,drought,drought,,2016,3/4
30306583,,Events that made people worse off,,,,
30306583,B,diseases,HUMAN EPIDEMIC DISEASE,,2016,1/2
30306583,B,Masaf project,,,,
30306583,A,New school  block,,,,
30306583,D,,,,,
30306583,A,Hunger,CROP DISEASE/PESTS,,2015,ALMOST NONE
30306584,B,construction of bridge,,,,
30306584,A,Floods,flood,,2015,1/2
30306584,A,Receiving aids,,,,
30306584,C,High price rate,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30306584,D,Pesst & deases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30306584,,Events that made people worse off,,,,
30306584,D,,,,,
30306584,B,Drought,drought,,2015,ALMOST ALL
30306584,,Events that made people better off,,,,
30306584,C,,,,,
30306585,A,chinamwali,,,,
30306585,B,Masaf project,,,,
30306585,D,,,,,
30306585,,Events that made people better off,,,,
30306585,D,,,,,
30306585,C,,,,,
30306585,,Events that made people worse off,,,,
30306585,A,Videos,MASSIVE JOB LAY-OFFS,,2014,3/4
30306585,C,Floods,drought,,2016,ALMOST ALL
30306585,B,Malaria,HUMAN EPIDEMIC DISEASE,,2015,3/4
30306586,B,Wfp,,,,
30306586,B,Floods,flood,,2014,3/4
30306586,C,PEST and deaseses,CROP DISEASE/PESTS,,2016,3/4
30306586,A,Construction of teachers  Houses,,,,
30306586,D,,,,,
30306586,,Events that made people better off,,,,
30306586,C,,,,,
30306586,D,,,,,
30306586,,Events that made people worse off,,,,
30306586,A,Drought,drought,,2015,3/4
30306587,C,,,,,
30306587,A,Hunger,drought,,2016,ALMOST ALL
30306587,A,Irrigation,,,,
30306587,C,,,,,
30306587,D,,,,,
30306587,B,,,,,
30306587,D,,,,,
30306587,,Events that made people worse off,,,,
30306587,B,,,,,
30306587,,Events that made people better off,,,,
30306588,B,,,,,
30306588,A,Free Maize,flood,,2016,1/4
30306588,C,,,,,
30306588,,Events that made people better off,,,,
30306588,,Events that made people worse off,,,,
30306588,D,,,,,
30306588,B,,,,,
30306588,C,,,,,
30306588,D,,,,,
30306588,A,Shortege of  food,,,,
30307589,C,construction of  Nyamuka CBO,,,,
30307589,A,High price of crop out,,,,
30307589,D,,,,,
30307589,B,High price of farm inputs,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2015,ALMOST ALL
30307589,D,,,,,
30307589,,Events that made people better off,,,,
30307589,,Events that made people worse off,,,,
30307589,B,Construction of bridge,,,,
30307589,C,"""Irregular rains """,flood,,2015,3/4
30307589,A,Drought,drought,,2015,ALMOST ALL
30307590,,Events that made people worse off,,,,
30307590,C,,,,,
30307590,B,No fertilizer found in Admarc,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30307590,C,,,,,
30307590,,Events that made people better off,,,,
30307590,D,,,,,
30307590,A,hunger,drought,,2016,ALMOST ALL
30307590,B,,,,,
30307590,D,,,,,
30307590,A,Coming of leleaf  food eg Maize and rice for free,,,,
30401591,D,High prices of subsidised farm inputs,SHARP CHANGE IN PRICES,,2016,1/4
30401591,B,Violent Deaths,OTHER BAD (SPECIFY),,2016,ALMOST NONE
30401591,A,Drought,drought,,2016,ALMOST ALL
30401591,,Events that made people better off,,,,
30401591,D,,,,,
30401591,C,,,,,
30401591,B,,,,,
30401591,A,Relief food received,,,,
30401591,,Events that made people worse off,,,,
30401591,C,Thievery of farm Produce,OTHER BAD (SPECIFY),,2015,1/4
30401592,A,Erratic rains that have reduced crop harvest,drought,,2014,ALMOST ALL
30401592,A,Reconstruction of Blantyre Zomba road,,,,
30401592,D,,,,,
30401592,B,Subsidy Malata,,,,
30401592,C,,,,,
30401592,,Events that made people better off,,,,
30401592,B,Reduction in number of boreholes because of brockages,OTHER BAD (SPECIFY),,2013,ALMOST ALL
30401592,,Events that made people worse off,,,,
30401592,C,Out spreading of Malaria,HUMAN EPIDEMIC DISEASE,,2016,3/4
30401592,D,,,,,
30401593,A,Criminal Activity,OTHER BAD (SPECIFY),,2014,1/4
30401593,D,,,,,
30401593,,Events that made people better off,,,,
30401593,,Events that made people worse off,,,,
30401593,B,Tarmac road constructed to PIM,,,,
30401593,C,,,,,
30401593,D,Lack of conducive rainfall pattern,drought,,2016,ALMOST ALL
30401593,C,Heavy Wind disaster,OTHER BAD (SPECIFY),,2015,3/4
30401593,B,Lack of adequate boreholes,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30401593,A,Relief food,,,,
30401594,D,,,,,
30401594,,Events that made people worse off,,,,
30401594,C,,,,,
30401594,D,Houses built for some residents by the Islamic Body,,,,
30401594,,Events that made people better off,,,,
30401594,B,Food for work projects initiated by government,,,,
30401594,A,Received relief food stuffs,,,,
30401594,B,High farm input prices plus subsidy inputs,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30401594,A,Drought,drought,,2015,ALMOST ALL
30401594,C,Received Mosquito Nets,,,,
30402595,C,,,,,
30402595,,Events that made people worse off,,,,
30402595,C,Lack of drugs at the nearest hospital,OTHER BAD (SPECIFY),,2014,ALMOST ALL
30402595,A,Relief food received,,,,
30402595,B,Good Rainfall Pattern,,,,
30402595,B,High Prices of farm inputs  plus other basic commodities,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30402595,,Events that made people better off,,,,
30402595,D,,,,,
30402595,D,,,,,
30402595,A,Eratic rains,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30402596,A,poor rainfall patern,drought,,2016,ALMOST ALL
30402596,D,,,,,
30402596,,Events that made people worse off,,,,
30402596,C,,,,,
30402596,B,Crops stolen from garden,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30402596,,Events that made people better off,,,,
30402596,B,Maize Mill,,,,
30402596,D,,,,,
30402596,C,,,,,
30402596,A,Mosquito nets received,,,,
30402597,C,Borehole Maintained,,,,
30402597,B,Received mosquito nets,,,,
30402597,B,Thieves stole Borehole Parts,OTHER BAD (SPECIFY),,2016,1/2
30402597,,Events that made people better off,,,,
30402597,C,Outbreak of Hypertension Diseases,HUMAN EPIDEMIC DISEASE,,2015,ALMOST NONE
30402597,A,Relief food received,,,,
30402597,,Events that made people worse off,,,,
30402597,D,,,,,
30402597,A,Hunger due to Drought and Floods (Eratic Rains),OTHER BAD (SPECIFY),,2016,ALMOST ALL
30402597,D,,,,,
30402598,B,Animal Deseases(pigs),LIVESTOCK DISEASE,,2014,1/4
30402598,,Events that made people worse off,,,,
30402598,D,,,,,
30402598,C,Skyrocketing of farm inputs,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
30402598,C,,,,,
30402598,A,Hunger,OTHER BAD (SPECIFY),,2015,ALMOST ALL
30402598,A,Relief food items,,,,
30402598,D,Low prices for farm produce,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30402598,B,Good rainfall,,,,
30402598,,Events that made people better off,,,,
30402599,,Events that made people better off,,,,
30402599,C,Drought,drought,,2015,ALMOST ALL
30402599,D,Hunger,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30402599,A,Public works Programme increased beneficiaries,,,,
30402599,C,,,,,
30402599,A,Lack of employment,OTHER BAD (SPECIFY),,2014,1/4
30402599,B,Cholera outbreak,HUMAN EPIDEMIC DISEASE,,2015,ALMOST NONE
30402599,B,Subsidy programme markets opened very close to the village,,,,
30402599,,Events that made people worse off,,,,
30402599,D,,,,,
30403600,B,Road Constructed in the Community,,,,
30403600,D,Heavy rainfall,flood,,2014,ALMOST ALL
30403600,C,Fish Dam Rehabilitation,,,,
30403600,,Events that made people better off,,,,
30403600,A,Borehole Drilled in the Community,,,,
30403600,A,Heavy winds blew off roof of pre-school block,OTHER BAD (SPECIFY),,2016,1/4
30403600,,Events that made people worse off,,,,
30403600,D,Tarmac road constructed passing through the community,,,,
30403600,C,Eratic Rainfall pattern,drought,,2015,ALMOST ALL
30403600,B,Skyrocketing of prices,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30403601,C,,,,,
30403601,A,DROUGHT,drought,,2016,3/4
30403601,,Events that made people better off,,,,
30403601,D,,,,,
30403601,C,,,,,
30403601,,Events that made people worse off,,,,
30403601,B,LACK OF MARKETS,SHARP CHANGE IN PRICES,,2016,3/4
30403601,B,,,,,
30403601,A,maintenance of roads,,,,
30403601,D,,,,,
30403602,B,Solar Electricity introduced  in the area,,,,
30403602,C,,,,,
30403602,,Events that made people worse off,,,,
30403602,A,Received relief items during lean period,,,,
30403602,D,,,,,
30403602,B,Lack of subsidy fertiliser in the area,OTHER BAD (SPECIFY),,2014,1/2
30403602,,Events that made people better off,,,,
30403602,C,Drought,drought,,2015,ALMOST ALL
30403602,A,Too much rain,flood,,2015,3/4
30403602,D,Tomato pests,CROP DISEASE/PESTS,,2016,1/2
30403603,D,,,,,
30403603,,Events that made people worse off,,,,
30403603,A,DROUGHT,drought,,2015,3/4
30403603,C,,,,,
30403603,,Events that made people better off,,,,
30403603,A,EMPLOYMENT,,,,
30403603,C,,,,,
30403603,B,DISEASES,HUMAN EPIDEMIC DISEASE,,2016,1/2
30403603,D,,,,,
30403603,B,FOOD AID,,,,
30403604,A,Floods,flood,,2015,1/4
30403604,,Events that made people worse off,,,,
30403604,D,,,,,
30403604,A,Borehole Drilled at the school,,,,
30403604,C,New  toilets constructed at village school,,,,
30403604,C,,,,,
30403604,D,Sensitization Meeting on aid awareness,,,,
30403604,B,"""School headmaster house built """,,,,
30403604,B,Eratic Rains,OTHER GOOD (SPECIFY),ERATIC RAINS,2016,ALMOST ALL
30403604,,Events that made people better off,,,,
30403605,B,Relief Food Distribution,,,,
30403605,C,High Subsidy Inputs  Prices,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30403605,,Events that made people better off,,,,
30403605,D,,,,,
30403605,A,Eratic Rainfall  Pattern,drought,,2014,ALMOST ALL
30403605,B,Decreased number of Fertilizer Subsidy Beneficiaries,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30403605,D,,,,,
30403605,A,Borehole Drilled in the Community,,,,
30403605,C,,,,,
30403605,,Events that made people worse off,,,,
30403606,A,WFP through Dapp provided relief food with no conditions,,,,
30403606,,Events that made people worse off,,,,
30403606,A,Heavy rains,flood,,2014,ALMOST ALL
30403606,D,False Promise by Total Land Care,OTHER BAD (SPECIFY),,2014,ALMOST NONE
30403606,D,,,,,
30403606,B,Crop  diseases,CROP DISEASE/PESTS,,2014,ALMOST ALL
30403606,B,,,,,
30403606,C,Late Delivery of Subsidy Inputs,OTHER BAD (SPECIFY),,2014,1/4
30403606,C,,,,,
30403606,,Events that made people better off,,,,
30404607,D,Malaria outbreak,HUMAN EPIDEMIC DISEASE,,2015,1/2
30404607,B,"""Rehabilitation of borehole by area Member of Parliament """,,,,
30404607,B,Crop pests in Tomato and Maize,CROP DISEASE/PESTS,,2016,ALMOST ALL
30404607,C,Drought,drought,,2015,ALMOST ALL
30404607,A,Inadequate Subsidy Farm Inputs in the area Markets,OTHER BAD (SPECIFY),,2016,1/2
30404607,C,Maize Mill Established by a business person,,,,
30404607,D,,,,,
30404607,,Events that made people worse off,,,,
30404607,A,Relief Food received,,,,
30404607,,Events that made people better off,,,,
