case_id,hhid,gardenid,ag_i203_2,ag_i204a_1,ag_i204a_2,ag_i204a_3,ag_i204a_4,ag_i204b_1,ag_i204b_2,ag_i202,ag_i203,ag_i203_oth,ag_i203_1a,ag_i203_1b,ag_i204_1,ag_i204_1oth,ag_i204_2a_1,ag_i204_2a_2,ag_i204_2a_3,ag_i204_2a_4,ag_i204_2b_1,ag_i204_2b_2,ag_i204_3,ag_i204_3_oth,ag_i204_4a_1,ag_i204_4a_2,ag_i204_4a_3,ag_i204_4a_4,ag_i204_4b_1,ag_i204_4b_2,ag_i204_5,ag_i204_6a_1,ag_i204_6a_2,ag_i204_6a_3,ag_i204_6a_4,ag_i204_6b_1,ag_i204_6b_2,ag_i204_7,ag_i204_8a_1,ag_i204_8a_2,ag_i204_8a_3,ag_i204_8a_4,ag_i204_8b_1,ag_i204_8b_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b
303025710147,111f37c7e06d4e7ab6cc5f21fee70944,DG01,,,,,,,,1,PURCHASED WITHOUT TITLE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallow,,,,,,,,,
303025710198,fc252392a8554a418ce254fe80bee67d,DG01,1993,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,15000,500,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
303025720096,a5059f99f34a411684b941a6b5f54e13,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,2800,0,Other (Specify),DIMBA SEASON,3,,2,,Cultivated,,,,,,,,,
303025720261,8a2d824706aa470fa25ab39ef59c6a11,DG01,2013,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,30000,6000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303025730018,cceb5c77d3e84c32986566ca1771284d,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303025730112,78c4fc3eb38042f7b2090293dd251007,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303025730151,42bd9c52570947cc8a1bf3ef4bd136bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303025730206,a6d0c4d7f3f1487280d783a91e5310ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303025730226,b6be6a7b4cfd4d7b95bf635c402234fc,DG01,2012,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,4,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,4,,no,15000,2500,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,1,2,Cultivated,,,,,,,,,
303025730244,91391097bfac4a869bf7a04812e387af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303025740138,378e4c251b8d42d585c5442261fc816f,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045750005,917ccc51fc4f495d9a114d9045258e69,DG01,1973,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,50000,1000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
303045750007,772417d63d2c4345b8540c0ea05c7e5b,DG01,2006,1,2,,,,,2,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,15000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303045750013,b94879eb4df4429d90790d76847768db,DG01,2001,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,350000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303045750018,7791a7216e29440bb170a448d7390368,DG01,1994,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,yes,100000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303045750028,247dd03198974e4b950c314531294dbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045750046,ac196945101c40a38902fc93e1b38cce,DG01,1998,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,20000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
303045760045,d9b0e62896fa42c3acf045f485c6c0ae,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER (SPECIFY),,0,,,,8000,0,Other (Specify),DIMBA SEASON,9,,1,2,Cultivated,,,,,,,,,
303045760055,bb6780da8d6948c7a6fad39e116f0509,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045760055,bb6780da8d6948c7a6fad39e116f0509,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045760120,8b6a667a96fe420d8cbe8fa174c5a824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303045760152,539bafe97d2142d48a69d40154368269,DG01,1990,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,250000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303055780050,ea40115a92bc4a54a1e819f1f835e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303055780150,c1b9ddde2484432eae831bed5b8eb0b8,DG01,2003,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,75000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303055780315,ee5b5eddf23e412f93ebef2aeb080efa,DG01,1985,1,2,3,4,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,50000,5000,,,,,,,,,Other (Specify),,,,,,Other (Specify),,,,,,,,,
303055780342,6273648b2da34e57bd108200599aaea1,DG01,1972,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,9,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,25000,7000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303055780395,284e313147cf4ac1a30c8a95d0261849,DG01,1999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,300000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
303055790034,82db306831b14d6d8cb9823f24aaa522,DG01,1980,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,12000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
303055790118,5755ba1937a94ae697282eb5edc7503c,DG01,2000,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,9,,no,.,,,,,,,no,,,,,,,,yes,2,8,9,,,,yes,2,9,,,,,no,150000,10000,,,,,,,,,,,,,,,Cultivated,,,,,,,,,
303055790169,59177de32d134ca5833c6c782e82c091,DG01,2001,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,,,no,50000,1500,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
303055790237,3f68b3a99e0a4f99b83c5bb3928861c1,DG01,1980,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,100000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,1,,1,,Cultivated,,,,,,,,,
303055790287,6bf83d5af9f34517bd489b7668084761,DG01,1999,1,3,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,25000,5000,,,,,,,,,,,,,,,Other (Specify),"""Was just left un cultivated """,,,,,,,,
303055800048,8b8e3a7ffcdd4a8fbc870e144ae17ec8,DG01,2013,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,20000,5000,,,,,,,,,Other (Specify),,,,,,Cultivated,,,,,,,,,
303055800064,6e4a4a34a0204ed9ab0465f93e64f60b,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,2,Cultivated,,,,,,,,,
303055800085,f9dff38f9fca47c694331f288c4aa812,DG01,2007,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,8,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,350000,12000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303055800097,d8bdef19cb4949b0a41a9911215bab6a,DG01,1986,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,20000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303055820142,7f14205b414d4e049cec50b7ca3595be,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,10000,0,Full Year (Rainy & Dimba Seasons),,6,,1,2,Cultivated,,,,,,,,,
303055820142,7f14205b414d4e049cec50b7ca3595be,DG02,1997,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,yes,40000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065830068,e0a6aff293894a96b91ea0fe3fd43731,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,0,Other (Specify),DIMBA SEASON,3,,2,,Cultivated,,,,,,,,,
303065830150,b24911adac9147d2a239b35299d4e586,DG01,1990,1,,,,,,2,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,25000,4000,,,,,,,,,,,,,,,Other (Specify),"""uncultivated """,,,,,,,,
303065830205,6bff17290fbe4159beeac1283aa71bb7,DG01,1998,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,yes,250000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065830232,032d3fca49784ee995953b1e4ddc5a8c,DG01,2000,1,2,,,1,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,100000,4000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065830245,fac07885557f44f596130f02d78fe099,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,Cultivated,,,,,,,,,
303065850024,7bf6b882e0944aab802481a311ef86ba,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303065850100,0e1f508c66174734a42c808725c4c7ac,DG01,2013,2,,,,3,,2,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,yes,2,,,,2,,yes,2,,,,2,,no,50000,6000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,3,,2,,Cultivated,,,,,,,,,
303065850124,22dd8623aa12452ab9b39f146a72f61f,DG01,1980,1,,,,4,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,4,,no,.,,,,,,,no,,,,,,,,yes,1,2,3,,4,,yes,1,2,3,,4,,no,100000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,4,,1,2,Cultivated,,,,,,,,,
303065850136,dbd02806be7b4c4693396303b3feb8dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303065850149,f1c47a510ae84830bfb2d8903a504fb9,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER (SPECIFY),,0,,,,0,0,Rainy Season,,1,,1,,Fallow,,,,,,,,,
303065850210,e0bfe88b0e9d481698df2ed7319d5d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303065850234,6589a53426504f87bed8cc3411ff742f,DG01,2002,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,10000000,30000,,,,,,,,,,,,,,,Other (Specify),"""Waited for the rainy season """,,,,,,,,
303065870031,94ef545ab9724e43896666c5fb0e8907,DG01,2000,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,30000,4500,,,,,,,,,,,,,,,Other (Specify),"""Left un cultivated """,,,,,,,,
303065870052,66521a1e8f4e47d3a51d84fb8fa8c9dd,DG01,2015,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,50000,5000,,,,,,,,,Other (Specify),,,,,,Cultivated,,,,,,,,,
303065870068,6ee1a524865942fd8d0d8eb15c0ebebc,DG01,2008,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,350000,4000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065870094,5c3ac3af7b714635beb346e37144bff1,DG01,1996,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,600000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065870109,69524e04ffce4c43af515cba550b710b,DG01,2013,2,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,60000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303065880015,90d83fcd970d40ae90b9a51207115516,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303065880047,82b52fc6475a4d1bb3b13af87e31b145,DG01,2006,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,5,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,yes,30000,10000,,,,,,,,,Other (Specify),,,,,,Other (Specify),"""UNCULTIVATED """,,,,,,,,
303065880054,3de560bb90bc4cad821961c7f3c88a7e,DG01,2004,1,2,,,5,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,2,,,,,,no,50000,4000,,,,,,,,,Other (Specify),,,,,,Other (Specify),"""UNCULTIVATED """,,,,,,,,
303065880117,2ac224efbad440dc9913b4306e861660,DG01,2012,1,2,,,,,2,GIFT FROM NON-HOUSEHOLD MEMBER,,4,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,30000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303075900184,4db926a35fcb473a91a8e8aa28987788,DG01,1983,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,7,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,50000,1000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
303075900230,d3cdd75f8ad34852b49dc32251163f0e,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303075900230,d3cdd75f8ad34852b49dc32251163f0e,DG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303075900253,f54e1b18b3a64599a501cfff5e38d70d,DG01,2016,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,20000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
303075900369,41be2a56141542c7b785900b78ef3640,DG01,1981,2,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,3,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,800000,5000,,,,,,,,,Other (Specify),,,,,,Cultivated,,,,,,,,,
304015910053,7dbc239a02cc4153957914faf1a7440d,DG01,1999,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,20000,3000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
304015910149,f33926a19b134198b97cbcc785af0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304015910160,f7dc1abf968f46efbe5206a224ac26b9,DG01,2004,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,20000,2500,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
304015910171,e9747c66661b40a4a05bbe0f6ab569d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304015920331,b644465d7ea64f5ca0ff11deb2c53f9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304015920351,6d876a6b35064c38886c10657bc67a75,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato,,0,,,,1500,0,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,
304015920433,b2b81115042f4a29a37f993fd61e4321,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304015930106,c74f2b202a4f42ffb650196a2e471204,DG01,,,,,,,,2,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,Cultivated,,,,,,,,,
304015940028,b6fd556f3b7b45a396c3a19732a6394c,DG01,9999,1,2,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,250000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
304015940124,045cf534543843e895fd2ff335a6aa96,DG01,2015,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,150000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
304015940133,f45ed2ac89624e5e916e43d48d63bbba,DG01,1985,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,20000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
304025960130,e0d2c66b7608429a82117ddf2f154264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304025960209,82d5bc6beae246bb90d6c86a8de925d2,DG01,2002,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,4,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,150000,12000,,,,,,,,,Rainy Season,,,,1,2,Cultivated,,,,,,,,,
304025980024,ea16068632494168840cbed640e4a093,DG01,1974,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,80000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
304036010067,369264b9e28641f7bee0d9deade6af44,DG01,1960,5,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,yes,5,,,,,,yes,5,,,,,,no,800000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
304036010264,4628c9ab66224f7ca39e78f4db9ad504,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,5000,0,Other (Specify),DIMBA SEASON,5,,1,2,Cultivated,,,,,,,,,
304036020039,bcda8a5e6cfb42c5a9352dfed3b54b9f,DG01,2006,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,60000,6000,,,,,,,,,Rainy Season,,1,,2,,Cultivated,,,,,,,,,
304036020067,6a46aa2a251a44339ac9d78141b55930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304036020087,c9e31a7307d044949b6ec4f9d48dce87,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304036040035,6b083988f34e413fbf913568cc2d6bd7,DG01,2001,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,1,,no,100000,15000,,,,,,,,,Rainy Season,,1,,1,,Fallow,,,,,,,,,
304036040069,0d2aa0f63c644aeba125e71ee3a3cd5f,DG01,2012,1,,,,1,3,1,ALLOCATED BY FAMILY MEMBER,,,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,yes,250000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,2,,1,,Gave out for free,,,,,,,,,
304036040076,3cd8ae680dce47a7b4a03ae6cea710cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304036040091,476f0c1fcae34a238e5ddd8a4cd55ac7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304036040123,240d68a77d3146209b44e46384156b0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304036050092,15a15966b49446ff91f61217e6e186b0,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER (SPECIFY),"""Tanaposi """,0,,,,5000,0,Other (Specify),DIMBA SEASON,1,,1,2,Cultivated,,,,,,,,,
304036060157,084ed38d7db84dac9695dd739a8ca667,DG01,1959,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,20000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,2,,Fallow,,,,,,,,,
304046070088,1b61f8a1faed46b184973ed450f488b1,DG01,9999,2,,,,,,2,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,50000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
304046080211,d68045e844f84daa87a2ccb6f539bfd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304066110131,104747a01af242e3988106e76324288f,DG01,9999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,350000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
304066110143,98d089093af94a67a36d37de58cc7d5b,DG01,9999,1,2,,,,,2,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,150000,25000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
304066110155,991c5df8659a423c8339199616a0a05a,DG01,1999,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,20000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
305016160113,ceea149cae8e4d999a821a3948612569,DG01,2001,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,1400000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
305016170176,fdcf6d81570949b285fd4b43b48f9769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
