case_id,hhid,gardenid,plotid,ag_j04_1,ag_j04_2a,ag_j04_2b,ag_j05a,ag_j05b,ag_j05b_oth,ag_j05c,ag_j06e,ag_j06e_oth,ag_j07,ag_j07_1,ag_j08
204053430227,24246efbee7b435796826efae08fa473,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,9,3,Partly Cloudy / Partly Sunny
204053430269,b266c191252d424dbf3ef081b3c52c2d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.28,,,10,3,Mostly Clear / Mostly Sunny
204053430289,138216591ed84b369a33b5645e87d9ef,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,11,3,Partly Cloudy / Partly Sunny
204053430310,3c8c543bd857434694e4dd5f4281dac2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.06,,,9,3,Completely Cloudy
204053440062,fe3918086ed542979aab26ced1b56de7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.02,,,12,3,Clear/Sunny
204053440086,c86561f7d9ea49d084a8219e18d8384f,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.03,,,11,3,Clear/Sunny
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.42,,,11,3,Clear/Sunny
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,RG02,D01,A RAINY SEASON GARDEN,RG02,,.1,acre,,.04,,,11,4,Mostly Cloudy / Considerable Cloudiness
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,RG02,D02,A RAINY SEASON GARDEN,RG02,,.25,acre,,.1,,,10,3,Mostly Cloudy / Considerable Cloudiness
204063460055,f153106e0cd84a8da7cfc6c61c55048e,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,.2,,,10,4,Partly Cloudy / Partly Sunny
204063480302,bd1e7a8128f34b73a4c2c1178727945c,DG01,D01,A DIMBA SEASON GARDEN,,,80,SQUARE METERS,,.06,,,10,3,Mostly Cloudy / Considerable Cloudiness
204063480302,bd1e7a8128f34b73a4c2c1178727945c,DG01,D02,A DIMBA SEASON GARDEN,,,120,SQUARE METERS,,.04,,,10,3,Mostly Cloudy / Considerable Cloudiness
205013510069,d30bb91518f74b2c8e23739775647c5c,RG01,D01,A RAINY SEASON GARDEN,RG01,,36,SQUARE METERS,,,,,,,
205013510069,d30bb91518f74b2c8e23739775647c5c,RG01,D02,A RAINY SEASON GARDEN,RG01,,36,SQUARE METERS,,,,,,,
205053630071,7e9925c0fbf2445f9190929a1c23540f,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.85,,,10,3,Clear/Sunny
205073650226,995bc2112b90435a85345889ce8efb79,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
205073680018,ccc6955062b049908055a1ad78bd3c7f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,,,,,,
205073690215,b67cb6eaf1534ebeb9aff73745ecbfe6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1.5,acre,,.4,,,11,3,Mostly Clear / Mostly Sunny
206013750076,aa50199d1fa54b238d2a656d596e8a07,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.11,,,11,3,Mostly Clear / Mostly Sunny
206013750076,aa50199d1fa54b238d2a656d596e8a07,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.1,,,11,3,Mostly Clear / Mostly Sunny
206013750179,a9a9a41b0865451893699e50e974c129,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.44,,,12,3,Mostly Clear / Mostly Sunny
206013750282,a82ea5513b3a4b5cbaed626171ce7bf6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.01,,,10,3,Mostly Clear / Mostly Sunny
206013750461,d4ae114ac6884923a719d24e43dc42c9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.09,,,11,3,Partly Cloudy / Partly Sunny
206013770031,4c9e97141e834b5e9d28850c04304c0b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,50,SQUARE METERS,,.47,,,12,3,Partly Cloudy / Partly Sunny
206013770133,223ee9b231c74421abdc18ba2a2bf77f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.64,,,10,4,Mostly Clear / Mostly Sunny
206013770154,1725780e14754bd5ba4a6da9422a772d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.21,,,12,3,Mostly Clear / Mostly Sunny
206013770206,c62ca12515db4cf0827c895752ccebb8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.72,,,11,3,Clear/Sunny
206013770227,f61470674ed840f489725eebac7b8c41,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.28,,,10,3,Clear/Sunny
206023790054,c8b864a20e094677b331fdc1fc8d51bb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.16,,,12,3,Mostly Clear / Mostly Sunny
206023790090,e64c863be8df4eefad8d5b3ab6817aba,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.14,,,12,3,Mostly Clear / Mostly Sunny
206023790108,5ef8da0364dd4e2f849d4c139b5ac580,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,12,3,Mostly Clear / Mostly Sunny
206023790163,9ea2a2059f0a4448ba4bb3940408ac5a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.19,,,8,3,Partly Cloudy / Partly Sunny
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.39,,,12,3,Clear/Sunny
206023790253,f65a914f0962402994c138b53460c84d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.6,,,12,3,Clear/Sunny
206023790271,47a08b2ed08f4001a217d265d8044506,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.29,,,10,3,Mostly Clear / Mostly Sunny
206023790307,8182a6c044cf40c4889e2d75c749ba36,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,.18,,,11,3,Mostly Cloudy / Considerable Cloudiness
206023790325,f777405f5e2c4621ba7b21a358d7676d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.1,,,4,3,Partly Cloudy / Partly Sunny
206023790325,f777405f5e2c4621ba7b21a358d7676d,DG01,D02,A DIMBA SEASON GARDEN,,DG01,1,acre,,.09,,,5,3,Partly Cloudy / Partly Sunny
206023790379,32d24cc2ee7f4abfa511aec8b2cd0436,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.9,acre,,.93,,,12,3,Clear/Sunny
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.44,,,10,3,Partly Cloudy / Partly Sunny
206023810462,a104cc539f6e4696949cad8b8387fd27,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.79,,,11,3,Clear/Sunny
206023810492,47c78c06ceac4e2f85b6e45bc7cf49bf,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.18,,,9,3,Clear/Sunny
206033830048,bd027c352b974a5abe6d9d170aa68baf,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,1.38,,,11,3,Clear/Sunny
206033830057,0e01dae17a434c3ea80f77fa61e0483d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.85,,,10,3,Clear/Sunny
206033830086,b879cb9490064b8283f6b5ac91d9e4da,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.16,,,10,3,Clear/Sunny
206033830096,dcefc8a38e32420397ca7df5daa0a298,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.14,,,11,3,Clear/Sunny
206033830096,dcefc8a38e32420397ca7df5daa0a298,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,11,3,Clear/Sunny
206033830134,4e5d9ae21660444f8b5a041751d9943b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.59,,,10,3,Clear/Sunny
206033830143,25d1e0c921a74c368a86b41f4520c102,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.62,,,10,3,Mostly Clear / Mostly Sunny
206033830172,bfd7485aca1e40c1a3e5a0a418831574,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.04,acre,,.17,,,12,3,Clear/Sunny
206033840268,25f2bd024c194a4b9e20a5c353a143fe,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.11,,,10,3,Clear/Sunny
206033840299,4b488f4bfaa640d6a3f2d5964a25a237,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.25,,,10,3,Clear/Sunny
206033850368,387cfce1be204b5b866ea739ab22f204,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.21,,,11,3,Clear/Sunny
206033860108,694f0f2c811345128ca4634969b9ee27,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,,,,,,
206033860256,0ec1ee37bc2646078b633024170b4334,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.02,,,10,3,Partly Cloudy / Partly Sunny
206033860277,0a08ab62abc54673ba6cd7d54afe1de9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,,,,,,
206033870090,e2d53500a87a411193b283c0df4c6701,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,11,3,Clear/Sunny
206033870304,51779e0c98b7457e85208ea2c8994258,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.05,,,11,3,Mostly Clear / Mostly Sunny
206043890066,d83e2410184d4f18ac63a9d2d44ffcf1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.1,,,7,4,Clear/Sunny
206043890066,d83e2410184d4f18ac63a9d2d44ffcf1,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.12,,,10,3,Clear/Sunny
206043900060,cb96dbd58f99448996cc7f4fcef5b7d1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.14,,,10,3,Completely Cloudy
206043900076,81d1db5435d6411fae3b13bd39ce25b7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.05,,,9,4,Rainy
206043900100,9ab22e0ef0304eb3811122980ad656b6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.05,,,11,2,Partly Cloudy / Partly Sunny
206043910090,1f7e249702d34058bef303d18d56bc5a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.13,,,12,3,Mostly Clear / Mostly Sunny
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,DG01,D01,A DIMBA SEASON GARDEN,,DG01,10,SQUARE METERS,,.05,,,10,3,Mostly Clear / Mostly Sunny
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,DG01,D02,A DIMBA SEASON GARDEN,,DG01,15,SQUARE METERS,,.09,,,11,3,Mostly Clear / Mostly Sunny
206043910226,1b06ac75723a47828f08b27b1b49041c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.08,,,8,3,Clear/Sunny
206063950036,b08d86ccb8fc481c9b21771d21f46dab,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,,,,,,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.23,,,6,3,Partly Cloudy / Partly Sunny
206063950071,3c2f3cffd425452c95f06cc2996278df,RG06,D01,A RAINY SEASON GARDEN,RG06,,.25,acre,,.37,,,12,3,Mostly Cloudy / Considerable Cloudiness
206063950160,fad9403e3f8b42d1b568a9b51b24c62b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.26,,,11,3,Partly Cloudy / Partly Sunny
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.29,,,6,3,Mostly Cloudy / Considerable Cloudiness
206063950231,07ddf6da55624c37a2e04c32f2f7020d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.21,,,5,3,Mostly Cloudy / Considerable Cloudiness
206073960010,f1cf9b02ecdb492b8fc33fdf98c9da8e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.61,,,10,3,Partly Cloudy / Partly Sunny
206073960040,60cf0b2bd5dd4307a9d88cbf1682f474,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,1.28,,,10,3,Partly Cloudy / Partly Sunny
206073970061,be2deb7906c547a68a9e802183bda4de,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,10,3,Partly Cloudy / Partly Sunny
206083980013,171199f8e2db41059e33d89c69f43d5a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.39,,,10,3,Partly Cloudy / Partly Sunny
206093990082,a93d7f2016ac47238ae5d1d5750fde44,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.02,,,10,3,Partly Cloudy / Partly Sunny
206093990181,95a3c33067f24d5ca8f687a36cdcc676,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.27,,,10,3,Partly Cloudy / Partly Sunny
206093990247,508f9c94f83546559799e6b40e0a8aed,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.05,,,12,3,Partly Cloudy / Partly Sunny
206104010022,fd8d67f8b1c546babf13fd68cb26febe,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.15,,,12,3,Partly Cloudy / Partly Sunny
206104010044,5f894c2f6fd840679e743d6852fb4ba7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.45,,,10,3,Clear/Sunny
206104010156,57f7f1ca630e4ce8860651d403f4e232,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
206104010201,8eee0e0016f74f92857bf7363b1f34e8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,8,4,Partly Cloudy / Partly Sunny
206104010201,8eee0e0016f74f92857bf7363b1f34e8,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.02,,,10,3,Partly Cloudy / Partly Sunny
206104010224,cc424e88f4324750b8112c71947261b8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.12,,,9,3,Partly Cloudy / Partly Sunny
206104010313,1953222ba1714c4c91343731c4700c06,DG01,D01,A DIMBA SEASON GARDEN,,DG01,50,SQUARE METERS,,.18,,,11,3,Mostly Cloudy / Considerable Cloudiness
206104010380,4e8ef3647dbf43f686f028b0a3eae9fb,RG01,D01,A RAINY SEASON GARDEN,RG01,,20,SQUARE METERS,,.43,,,11,3,Clear/Sunny
206104010402,93ceb680b5054af3b453bc2163f27d79,DG01,D01,A DIMBA SEASON GARDEN,,DG01,35,SQUARE METERS,,.04,,,10,3,Clear/Sunny
206124030251,9d2a188d4fb244ec898c885d23269bcd,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.11,,,11,3,Clear/Sunny
206124030377,1ef958bcd5d9490da5f862d73af12b19,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.11,,,12,4,Clear/Sunny
206124030377,1ef958bcd5d9490da5f862d73af12b19,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.06,,,12,4,Clear/Sunny
206124030426,2100bfaab9924dd48bc133ef70a12459,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,hectare,,.14,,,12,3,Clear/Sunny
206124030451,1c2ea1e171794a3d8c2c723f5228241e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.04,,,12,3,Clear/Sunny
206124030526,b38d35cd11cf425082aa9b6ed7ec7eff,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,0,,,9,3,Clear/Sunny
206124030526,b38d35cd11cf425082aa9b6ed7ec7eff,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.5,acre,,0,,,10,3,Clear/Sunny
206144050064,70e3347b9cd848cda684b10b9a5fe6d8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.06,,,10,3,Clear/Sunny
206144060166,dd6ce0237faf405998034db62c50884d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.86,,,8,3,Clear/Sunny
206144060187,3e9185cd1527440baf086e3b42506322,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.08,,,10,3,Mostly Clear / Mostly Sunny
206144060208,8c4021ed4f1b4aaebef0f5ac465c8f22,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.11,,,9,3,Mostly Clear / Mostly Sunny
206154070010,edfeaed461d34050b16b46d2f58721bb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.32,,,12,3,Clear/Sunny
206154070071,3416e6c389f9475e920cf54b2b656e77,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.04,,,12,3,Partly Cloudy / Partly Sunny
206154070104,c22757f660bb4c3399f1c464f9f18069,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.22,,,11,3,Clear/Sunny
206154070136,59a1158a00e34ecdb7004bdb93c9b1f8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.12,,,12,3,Clear/Sunny
206154070185,fdf43060cab146cb8533e12f9c7bed74,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.1,,,12,3,Clear/Sunny
206154070195,e071193494f9402b9bf62088b06a4dc7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.5,,,11,3,Clear/Sunny
206154070214,27522924860a4e2385b634b084b4412b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.5,,,12,3,Mostly Clear / Mostly Sunny
206154080032,11c70dd1e24745528cfc7ff97f305b81,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.5,,,9,3,Clear/Sunny
206154090266,4e3e1663793b4efbb32fc182711a3299,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.07,,,12,3,Clear/Sunny
207014110013,4a0e3985affd4b9ba1d2a45689f64296,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.1,,,9,3,Partly Cloudy / Partly Sunny
207014110041,32a7b2da797a47989a97487d43e30cc4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,11,3,Partly Cloudy / Partly Sunny
207014110127,e1ede88e6fad4f9eafaf9edd4cba37ed,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.37,,,10,4,Clear/Sunny
207024130056,1c23984449dc496b93d6e8c756b9c745,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1.5,acre,,1.56,,,11,3,Clear/Sunny
207024130116,237c35def50442e985af7d1fd2691a6d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.07,,,12,3,Partly Cloudy / Partly Sunny
207024130257,e85e5525aacb420ea12a4e94bcac2508,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.15,,,10,3,Partly Cloudy / Partly Sunny
207024140448,97a46aa2ad68407c93cea121b95fc1d4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.3,,,7,3,Clear/Sunny
207024160038,811ff4fb1ae049398274ca7fda88f272,RG03,D01,A RAINY SEASON GARDEN,RG03,,.5,acre,,.39,,,11,3,Partly Cloudy / Partly Sunny
207024160327,c873a424d2a04990a634aeb255e892e2,RG01,D01,A RAINY SEASON GARDEN,RG01,,.2,acre,,.24,,,9,3,Clear/Sunny
207024160365,c99f336c98e447f2b9c8ddd1f8ee6d6c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.09,,,11,3,Clear/Sunny
207024170101,15965d2411f94df7a911308376185d79,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.2,,,9,3,Mostly Clear / Mostly Sunny
207024170192,fc2bb1e4870a46deb2b9a7f4d3222bf6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.53,,,10,3,Clear/Sunny
207024170253,f09865ca86824e53bf16054117b98f4a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.18,,,11,3,Partly Cloudy / Partly Sunny
207034180018,e723e1167dda4e9cb75211828f5aaf07,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.07,,,4,3,Mostly Cloudy / Considerable Cloudiness
207034180109,49c79e918eb4465ab54a8d49b8ab6b70,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.06,,,5,3,Mostly Cloudy / Considerable Cloudiness
207034180163,3760f6082ad048a3881ddf20f3bc12c1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,0,,,9,3,Mostly Clear / Mostly Sunny
207034180272,1286c3ae20694d90a04d8ce69e2c5485,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.21,,,10,3,Partly Cloudy / Partly Sunny
207034210201,c20b5e0cd8ab4d90adf29b7b98a3f815,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.41,,,11,3,Clear/Sunny
207034220018,97e60635751b4e4190306c452eeac776,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.35,,,12,3,Clear/Sunny
207034220027,fb25ca6c164a47c990344b6e8a712fe5,RG04,D01,A RAINY SEASON GARDEN,RG04,,.25,acre,,.66,,,12,3,Partly Cloudy / Partly Sunny
207034220046,3b519f33b4174275a0cb64fee8da38ad,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.62,,,11,3,Clear/Sunny
207034220055,c49d3080b6ce4985aedd32deacdc5f93,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.03,,,12,3,Clear/Sunny
207034220055,c49d3080b6ce4985aedd32deacdc5f93,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.02,,,12,3,Clear/Sunny
207034220055,c49d3080b6ce4985aedd32deacdc5f93,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.04,,,12,3,Mostly Clear / Mostly Sunny
207034220055,c49d3080b6ce4985aedd32deacdc5f93,DG01,D04,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.14,,,11,3,Clear/Sunny
207034220055,c49d3080b6ce4985aedd32deacdc5f93,DG01,D05,A DIMBA SEASON GARDEN,,DG01,1,acre,,1.1,,,12,3,Clear/Sunny
207034220064,89af08378d3a46b2902bdd8d8d8228b3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.75,acre,,.44,,,11,3,Mostly Clear / Mostly Sunny
207034220083,e2283e2a924348b89bdf84180934d19d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.18,,,11,3,Clear/Sunny
207034220156,074ce2055c0142908edf1fcb26209e9e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.41,,,10,3,Clear/Sunny
207034220165,ba23e57e6009440291a89bfc39916608,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.25,,,9,3,Clear/Sunny
207034220174,66ddddad2607410a922bcc3946aa70a9,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.28,,,4,3,Partly Cloudy / Partly Sunny
207044230054,3ab7d869132a44a2af2a868943c67c85,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.79,,,8,3,Clear/Sunny
207044230112,5fe38d7eb3c747cdba0dc8dc224509db,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.17,,,9,3,Clear/Sunny
207044230433,393f32dc4cbb44629e63ca2f0803625c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.75,,,11,3,Clear/Sunny
207044240190,a01a9ddd641d41609952723098697289,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.19,,,11,3,Clear/Sunny
207044240190,a01a9ddd641d41609952723098697289,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
207044240275,b32c88733681483d9d91899ca97dd66f,RG01,D01,A RAINY SEASON GARDEN,RG01,,1,acre,,1.06,,,10,4,Mostly Clear / Mostly Sunny
207044240358,afa71e3aa75547e4942e181d4f332d9f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.36,,,10,3,Clear/Sunny
207044260106,276b8a5394e94ee1b30e5b1738b69c16,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.65,,,5,3,Clear/Sunny
207044260137,b402ab297b63446dadeff185a72b5909,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1.5,acre,,.6,,,10,3,Clear/Sunny
207044260152,fda0f21d9b484ff6b86f18e3f5060a69,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.27,,,11,3,Clear/Sunny
207044260317,5f4b71de19e64baa8394a1cf31915411,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.27,,,5,3,Clear/Sunny
207044260317,5f4b71de19e64baa8394a1cf31915411,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
207054280135,493b5a89180d4a55bce4846980da0569,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.45,,,10,3,Clear/Sunny
207054300020,0287bda9e7074b26bcc4d38267651a8d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.21,,,6,3,Partly Cloudy / Partly Sunny
207054300040,5b08c1fff5af4f35bc82378e978ce661,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.5600000000000001,,,10,3,Partly Cloudy / Partly Sunny
207054300119,51b320256a244e91916fc20aa40d0691,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.35,,,10,3,Partly Cloudy / Partly Sunny
207054300179,bdcc3cb1d20f45429a94a56742676c49,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.4,acre,,.39,,,11,3,Clear/Sunny
207054300279,64d3a01c3d2248d1966a66e37759ee10,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.31,,,12,3,Clear/Sunny
207054300299,371227774b5a41e39c8692b42a9aa4dd,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.15,,,10,3,Partly Cloudy / Partly Sunny
207054300358,63bee3da8fc24c0882065b8d8c53f6c8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,7,3,Partly Cloudy / Partly Sunny
207054300378,5a0fa307ac1d437d9bb598d731659fd0,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,11,3,Partly Cloudy / Partly Sunny
207054300418,b360191ae5164df9b45d5e9750570f4c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.08,,,7,3,Mostly Cloudy / Considerable Cloudiness
207064330053,a76df23243b14ff4912922a1cf6c6df4,RG01,D01,A RAINY SEASON GARDEN,RG01,,1,acre,,.37,,,10,4,Clear/Sunny
207204340132,63b9f1a9f64f44fb941ab3745e2727c1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.2,,,5,3,Clear/Sunny
207204340132,63b9f1a9f64f44fb941ab3745e2727c1,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
207204340308,33cd516bf8514d1da75f21f068231fd1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.75,acre,,.32,,,10,3,Clear/Sunny
