case_id,hhid,gardenid,ag_b100,ag_b102,ag_b103_2,ag_b103_2a,ag_b104a,ag_b104b,ag_b104b_oth,ag_b104a2,ag_b105e,ag_b105e_oth,ag_b106,ag_b106a,ag_b107
208034430114,2e62c6849d874c1dae8b99ef4667ce1d,RG01,RG01 munda wa Elisa,RG01 MUNDA WA ELISA,1,no,.54,acre,,.54,,,11,3,Clear/Sunny
208034430143,b8ac1b4c40ab4bbf95d37d674f329ebe,RG01,RG01 Munda wa kumkonda,Kumkonda,1,no,1,acre,,.8,,,10,3,Clear/Sunny
208034430143,b8ac1b4c40ab4bbf95d37d674f329ebe,RG02,RG02 Munda wa kungowe,Kungowe,1,no,1,acre,,1.8,,,11,3,Clear/Sunny
208034430171,16f82c78b65245edb3b0c032dff272ca,RG01,RG01kumanda,RG01kumanda,1,no,.5,acre,,.39,,,10,3,Clear/Sunny
208034430200,ec5f8e4ce7314218bda6d4c08727f936,RG01,RG01 Munda wakuchimuna,RG01 Munda wakuchimuna,1,no,.5,acre,,.39,,,11,3,Clear/Sunny
208034430229,9ba3aa4893844896b07102b4a9224a97,RG01,RG01 MUNDA KUTAWA,RG01 MUNDA KUTAWA,1,no,1.15,acre,,1.15,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034430258,197aa2ae5614490d9347f56c2ef9321c,RG01,RG01 Munda kungowe,Kungowe,4,no,.5,acre,,.5,,,10,3,Clear/Sunny
208034430258,197aa2ae5614490d9347f56c2ef9321c,RG02,RG02 Munda wa kumkonda,Kumkonda,1,no,1,acre,,.8,,,8,3,Clear/Sunny
208034430287,57e71369c4654517828ab164d5915151,RG01,RG01ngowe,RG01ngowe,1,no,1,acre,,.9399999999999999,,,10,3,Partly Cloudy / Partly Sunny
208034430315,527aee6e3bbb4027b59e13321b9ea7a0,RG01,RG01 Munda wakudambo,RG01 Munda wakudambo,1,no,.25,acre,,.28,,,11,3,Clear/Sunny
208034430373,eb689cb4ffa84d6d83850caf57dfbb33,RG01,RG01 Munda wa pakhomo 1,Munda wa pakhomo,1,no,.8,acre,,.5,,,8,3,Clear/Sunny
208034430373,eb689cb4ffa84d6d83850caf57dfbb33,RG02,RG02 Munda wa pakhomo 2,zMunda wapakhomo,1,no,.3,acre,,.5,,,10,3,Clear/Sunny
208034430373,eb689cb4ffa84d6d83850caf57dfbb33,RG03,RG03 Munda wa kwachibwana,Munda wa kwachibwana,1,no,.3,acre,,.4,,,9,3,Clear/Sunny
208034430402,9be6365993794092b508df2eca3f21f4,RG01,RG01kuphwere,RG01kuphwere,1,no,1,acre,,1.23,,,10,3,Clear/Sunny
208034430459,867bbf26a3b447b9a687e8b1c9229206,RG01,RG01 chigombe,RG01 CHIGMBE,1,no,.5,acre,,.22,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440023,8b09ebf6b9d54d1dbb93baa93ab75517,RG01,RG01,Munda wa pakhande,1,no,.5,acre,,.35,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034440023,8b09ebf6b9d54d1dbb93baa93ab75517,RG02,RG02,Munda wa ku Ntchemba,1,no,1,acre,,.53,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034440034,9fb5a6426660422998a459a1452bb644,RG01,RG01,Munda wa kwa Chingondo,1,no,.5,acre,,.25,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034440058,b859efc800f9487bb0798d8c094fe4f3,RG01,RG01,Munda wa ku Musi,1,no,1,acre,,1.62,,,11,3,Mostly Clear / Mostly Sunny
208034440069,e6d144fb0eca4a2f99bab14f5465208c,RG01,RG01,MUNDA WA PAKHOMO,1,no,2,acre,,1.95,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440069,e6d144fb0eca4a2f99bab14f5465208c,RG02,RG02,Munda Kumphanje,1,no,2,acre,,2.2,,,12,3,Mostly Cloudy / Considerable Cloudiness
208034440081,ad9aae60a3d7449e92273310aa6c1524,RG01,RG01,Munda wa kudambo,1,no,1,acre,,.76,,,11,3,Partly Cloudy / Partly Sunny
208034440081,ad9aae60a3d7449e92273310aa6c1524,RG02,RG02,Munda wa kusewu,1,no,.5,acre,,.39,,,12,3,Partly Cloudy / Partly Sunny
208034440093,0b40b5c064dc41778c7982e829c9a754,RG01,RG01,Munda kwa nchonjolo,1,no,.25,acre,,.41,,,12,3,Mostly Cloudy / Considerable Cloudiness
208034440093,0b40b5c064dc41778c7982e829c9a754,RG02,RG02,Munda wa ku nsewu wakale,1,no,.75,acre,,.83,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440104,75effe68f44449efb337dc5b5893b99a,RG01,RG01,MUNDA WA KUNKHWANGWA YAZIZIRA,2,no,1.5,acre,,1.33,,,12,3,Partly Cloudy / Partly Sunny
208034440127,d4b5748e2fa743d5b0e2e9363af82dda,RG01,RG01,MUNDA WA KUMANZUNGA,1,no,1,acre,,.3,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440139,59b7d1b53b8843769d55bcf7aa19aa27,RG01,RG01,Munda wa kukafele,1,yes,1.5,acre,,1.28,,,10,3,Partly Cloudy / Partly Sunny
208034440150,d7e572358aa6411ca4b709d351b08539,RG01,RG01,MUNDA WAKUMALAVI,1,no,.5,acre,,.4,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440162,c600381d578f44c7a0ec09cb3043a503,RG01,RG01,MUNDA WAKUMANDA,1,no,.6,acre,,1,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440162,c600381d578f44c7a0ec09cb3043a503,RG02,RG02,MUNDA WAKUMSANGU,1,no,1,acre,,1.1,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034440173,1c30e180cdf84baa9f6571d69c77423a,RG01,RG01,MUNDA WAKUMTSINJE,1,no,.5,acre,,.9,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034440196,cddaa01b9a26409d801909d2f762b9d3,RG01,RG01,Munda wa kwa talita,1,no,1,acre,,1.03,,,11,3,Partly Cloudy / Partly Sunny
208034440207,74b6bc1f3ff9462f9345e197a135908b,RG01,RG01,Munda wa ku thete,1,no,2,acre,,1.27,,,11,3,Partly Cloudy / Partly Sunny
208034440230,251768daaa424387bf62faa85328e3cd,RG01,RG01,Munda wa kukuyu,1,no,1,acre,,.84,,,12,3,Mostly Clear / Mostly Sunny
208034450018,487e97322b1f408a8ba81139a46ddd3a,RG01,RG01 Munda wakuchi Gwenembe,RG01 Munda wakuchi Gwenembe,1,no,1,acre,,.88,,,12,3,Clear/Sunny
208034450035,3a3b60bb9a5447f181ab5509566c6900,RG01,RG01 MUNDA WAPAMANDA,RG01 MUNDA WAPANDA,1,no,1.04,acre,,1.04,,,12,4,Mostly Cloudy / Considerable Cloudiness
208034450053,92c14036b9fa4f2eaaa94d2633096efa,RG01,RG01 Munda wa kumusi,Munda wa kumusi,1,no,.5,acre,,1,,,10,3,Partly Cloudy / Partly Sunny
208034450071,59c2f5f589404350b192748757f19e5f,RG01,RG01pakhomo,RG01pakhomo,1,no,.5,acre,,.34,,,11,3,Mostly Cloudy / Considerable Cloudiness
208034450088,1db51d6dc4f24babbaba825b802ae1e3,RG01,RG01 Munda wakuchikazi,RG01 Munda wakuchikazi,1,no,1,acre,,.83,,,10,3,Clear/Sunny
208034450141,4094c74af50440cd8106a2699e580bc0,RG01,RG01kumanda,RG01kumanda,1,no,.5,acre,,.61,,,10,4,Partly Cloudy / Partly Sunny
208034450159,8e35e1b0916e48759005286fd36ba8a5,RG01,RG01 Munda waku Mawe,RG01 Munda waku Mawe,1,no,.75,acre,,.72,,,12,3,Clear/Sunny
208034450177,4f57e35750fe4e899439219cbcee4f19,RG01,RG 01KUMALO,RG01 KUMALO,1,no,1.6,acre,,1.6,,,11,3,Mostly Clear / Mostly Sunny
208034450195,edd9617144ba458b8720063e77bdb9bd,RG01,RG01 Munda wamzimbe,Munda wa kumzimbe,1,no,2,acre,,1.5,,,11,3,Partly Cloudy / Partly Sunny
208034450212,7c600fb29055413aac4ed80ef2ea2bac,RG01,"""RG01maize hybrid """,RG01maize hybrid,1,no,.5,acre,,.6,,,10,3,Mostly Cloudy / Considerable Cloudiness
208034450230,b256a720672f4754a657c470d2b989c3,RG01,RG01 Munda Wakuchikazi,RG01 Munda Wakuchikazi,1,no,2.5,acre,,2.49,,,12,3,Clear/Sunny
208034450248,8bf387d8271e41c79954abb0c878a593,RG01,RG01 MUNDA WAPASEU,RG 01 MUNDA WAPASEU,1,no,1.5,acre,,1.5,,,8,3,Mostly Cloudy / Considerable Cloudiness
208034450265,ca0165c7db8247a586935737afe2b818,RG01,RG01 Munda wapakhomo,Munda wa pakhomo,1,no,1,acre,,1.4,,,9,3,Partly Cloudy / Partly Sunny
208034450283,b549e608e9aa436f8cf3de40cc41f477,RG01,RG01Chimkwita,RG01Chimkwita,1,no,1,acre,,1.33,,,10,3,Partly Cloudy / Partly Sunny
208034450283,b549e608e9aa436f8cf3de40cc41f477,RG02,RG02chakachaza,RG01chakachaza,1,no,1.5,acre,,1.7,,,10,3,Partly Cloudy / Partly Sunny
208034460019,12c457deabf74855b045f2be8a4d9729,RG01,RG01kukhwawa,RG01kukhwawa,2,no,1,acre,,1.12,,,10,3,Partly Cloudy / Partly Sunny
208034460038,e0a87947d9d44caf969dd001d57aa526,RG01,RG01 MUNDA WA KUBWINJA,RG01 MUNDA WA KUBWINJA,1,no,.5,acre,,.6,,,9,4,Partly Cloudy / Partly Sunny
208034460057,dc9f089c7f274883812b4da26777add4,RG01,RG01 CHIKWASA,Chikwandali garden,1,no,1,acre,,1.06,,,10,3,Clear/Sunny
208034460077,d92b296946514442ac0284a57e484f10,RG01,RG01mundawapasukulu,RG01mundawapasukulu,3,yes,4,acre,,3.64,,,10,3,Clear/Sunny
208034460077,d92b296946514442ac0284a57e484f10,RG02,RG02kumanda,RG02kumanda,1,yes,1,acre,,1,,,10,3,Clear/Sunny
208034460134,9dbcf84afbce4c669f7021e814d10f05,RG01,RG01 MUNDA WA KUMUSI,RG01 MUNDA WA KUMUSI,1,no,.5,acre,,.3,,,9,3,Partly Cloudy / Partly Sunny
208034460134,9dbcf84afbce4c669f7021e814d10f05,RG02,RG02 MUNDA WA KUTSIDYA,RG02 MUNDA WA KUTSIDYA,2,no,.5,acre,,.3,,,10,3,Partly Cloudy / Partly Sunny
208034460173,aeaeb5956c8d4dc59ea2ce1e58ae78fd,RG01,RG01 PANKHOMO GARDEN,pankhomo Garden,1,no,.25,acre,,.09,,,10,3,Partly Cloudy / Partly Sunny
208034460173,aeaeb5956c8d4dc59ea2ce1e58ae78fd,RG02,RG02 KUMANDA,KUMANDA GARDEN,1,no,1,acre,,.85,,,10,3,Partly Cloudy / Partly Sunny
208034460192,2009882a9f80455c9c06658bf5b05c9a,RG01,RG01Maize,RG01Maize,1,no,1,acre,,.8100000000000001,,,12,3,Clear/Sunny
208034460211,95d7a1d61b1b4bc7a99898eaa01d9af5,RG01,RG01 MUNDA WA KUTSIDYA,RG01 MUNDA WA KUTSIDYA,2,no,1,acre,,.8,,,10,3,Partly Cloudy / Partly Sunny
208034460211,95d7a1d61b1b4bc7a99898eaa01d9af5,RG02,RG02 MUNDA WA KWA CHEMKANDA,RG02 MUNDA WA KWA CHEMKANDA,1,no,.5,acre,,.6,,,9,3,Partly Cloudy / Partly Sunny
208034460250,3ada2ab894fe4b40bb6a6ea956703008,RG01,RG01 KUTHUNDU,KUthundu  GARDEN,2,no,.5,acre,,.53,,,10,3,Partly Cloudy / Partly Sunny
208034460269,934e936adf6a49dc93d4bfcf7db9a96e,RG01,RG01nkhongoyazizira,RG01nkhongoyazizira,1,no,.5,acre,,.63,,,10,3,Clear/Sunny
208034460288,1f3904d09a9d4c3fbea3541d64f0e3ca,RG01,RG01 MUNDA WA KUMTUNDA,RG01 MUNDA WA KUMTUNDA,1,yes,.3,acre,,.4,,,10,3,Partly Cloudy / Partly Sunny
208034460326,1a34f793e66f4ba5b8c59633f887e54f,RG01,RG01 PANKHOMO,Pankhomo Garden,1,no,.09,acre,,.06,,,12,3,Clear/Sunny
208034460326,1a34f793e66f4ba5b8c59633f887e54f,RG02,RG02 KUMADIMBA,KUMADIMBA GARDEN,1,no,.25,acre,,.39,,,11,3,Clear/Sunny
208034460326,1a34f793e66f4ba5b8c59633f887e54f,RG03,RG03 WAKUOFFICE,KU OFFICE GARDEN,1,no,.09,acre,,.08,,,11,3,Clear/Sunny
208034460345,c733f8493a3440c08c466a99c8449464,RG01,RG01kudirawo,RG01kudirawo,1,no,.3,acre,,.28,,,11,3,Clear/Sunny
208034460364,aee69060098c4eb69e4e9e2579cc38f9,RG01,RG01 MUNDA WA KUMTUNDA,RG01 MUNDA WA KUMTUNDA,1,no,.5,acre,,.5,,,10,3,Partly Cloudy / Partly Sunny
208034460402,fe3591802c834d2880196a633a757870,RG01,RG01 MUNDA WA KUMUSI,RG01 MUNDA WA KUMUSI,2,no,.5,acre,,.6,,,10,3,Partly Cloudy / Partly Sunny
208044470005,744dda58024c4352baac64d35134c26f,RG01,RG01 Munda wakuchikazi,RG01 Munda wakuchikazi,2,no,1,acre,,.89,,,9,3,Clear/Sunny
208044470018,75a88fb5eccf4bb7ad5bc8f7e346b708,RG01,RG01pakhomo,RG01pakhomo,1,yes,.25,acre,,.21,,,11,3,Clear/Sunny
208044470032,12fd09cf552c4b349c409fabfc32588b,RG01,RG01 Munda wa kumusi,Munda wa kumusi,3,yes,1,acre,,2.2,,,12,3,Clear/Sunny
208044470045,031f9ffeba7849c2b74df1b0e9a2d5cb,RG01,RG01 MUNDAWAPASEU,RG01 MUNDAWAPASEU,1,no,.55,acre,,.55,,,11,3,Mostly Clear / Mostly Sunny
208044470059,61e8ec8b579b4887ae35e54b3cbba5fc,RG01,RG01 Munda Wakunseu,RG01 Munda Wakunseu,1,no,1,acre,,.77,,,11,3,Clear/Sunny
208044470072,c63e9662562840468e759ce6cd8319d6,RG01,RG01pakhomo,RG01pakhomo,1,no,.25,acre,,.19,,,11,3,Clear/Sunny
208044470072,c63e9662562840468e759ce6cd8319d6,RG02,RG01Nyangu1,RG01Nyangu1,1,no,.5,acre,,.99,,,11,3,Clear/Sunny
208044470099,2f1fd45930674878baa5e804d5a94733,RG01,RG01 MUNDAWAPAMWALA,RG01 MUUNDAWAPAMWALA,1,no,.99,acre,,.99,,,8,3,Mostly Clear / Mostly Sunny
208044470113,044a4aca3b1848909253d0443a0c4c66,RG01,"""RG01 Munda Wakuchikazi """,RG01 Munda Wakuchikazi,2,yes,3,acre,,3,,,9,3,Clear/Sunny
208044470126,69795a5ce7274e1ba22ea3cdc9d2a9eb,RG01,RG01kuphiri,RG01kuphiri,1,no,.5,acre,,.83,,,9,4,Clear/Sunny
208044470140,c129cccf85044f838f66ec1e49620d06,RG01,RG01 Munda wa kuphiri,Munda wa kuphiri,1,no,1,acre,,1,,,10,3,Clear/Sunny
208044470167,a928fe356b7b4411851a5666ead882f1,RG01,RG01 Munda Wakuchikazi,RG01 Munda wakuchikazi,1,yes,.25,acre,,.12,,,8,3,Clear/Sunny
208044470180,ba33b88aefa34e57bc08f568fc79b11f,RG01,RG01Kungoma,RG01kungoma,1,yes,1,acre,,1.78,,,10,3,Partly Cloudy / Partly Sunny
208044470194,c6e207ad3dec4179a96276d9cd679ee7,RG01,RG01 Munda waku ngoma,Munda waku ngoma,1,no,.3,acre,,.2,,,8,3,Clear/Sunny
208044470207,833c098798834062812bd1e788a54634,RG01,"""RG01 MUNDA WAPONKHOMO """,RG01 MUNDA WAPONKHOMO,1,no,.8,acre,,.8,,,8,3,Mostly Clear / Mostly Sunny
208044480013,4feb66ef580c482e83104d561cc356c0,RG01,RG01 MUNDA WAKUMAPULU,RG01 MUNDA WAKUMAPULU,1,no,.75,acre,,.91,,,10,3,Clear/Sunny
208044480013,4feb66ef580c482e83104d561cc356c0,RG02,RG02 MUNDA WAKWAKAINJA,RG02 MUNDA WAKWAKAINJA,1,no,1,acre,,1.04,,,9,3,Clear/Sunny
208044480026,fcc298d6a4c44d33ac233766c6ef67e8,RG01,RG01mundawakumusi,RG01mundawakumusi,2,no,1,acre,,1.06,,,10,3,Clear/Sunny
208044480039,249e4ade949f41d4811578f22bda1e61,RG01,RG01 kuphiri,kuphiri garden,1,no,.5,acre,,.3,,,10,3,Clear/Sunny
208044480065,2b73239b24084a858e80189d563ad6af,RG01,RG01 RENTED OUT,RG01 RENTED OUT,1,no,.5,acre,,.5,,,9,4,Partly Cloudy / Partly Sunny
208044480065,2b73239b24084a858e80189d563ad6af,RG02,RG02  RENTED OUT,RG02 RENTED OUT,1,no,.5,acre,,.6,,,9,4,Partly Cloudy / Partly Sunny
208044480065,2b73239b24084a858e80189d563ad6af,RG03,RG03  MAIZE HYBRID AND SORGUM,RG03 MAIZE HYBRID AND SORGUM,1,no,.5,acre,,.2,,,9,3,Partly Cloudy / Partly Sunny
208044480065,2b73239b24084a858e80189d563ad6af,RG04,RG04 MAIZE HYBRID AND SORGUM,RG04 HYBRID MAIZE AND SORGUM,1,no,.5,acre,,.7,,,9,3,Partly Cloudy / Partly Sunny
208044480078,dbcecac779f3496c8e552db407fec03c,RG01,RG01 kapazi,kapazi garden,2,no,1,acre,,.61,,,9,3,Clear/Sunny
208044480078,dbcecac779f3496c8e552db407fec03c,RG02,RG02 kainja,kainja garden,1,no,.5,hectare,,.16,,,11,3,Clear/Sunny
208044480078,dbcecac779f3496c8e552db407fec03c,RG03,RG03 kumiyala,kumiyala garden,1,no,.3,acre,,.25,,,11,3,Clear/Sunny
208044480091,9958e82a28bf4ec594b9eb073334f4d9,RG01,RG01 LOCAL MAIZE MOUNTAIN GARDEN,LOCAL MAIZE  AND SORGHUM,1,no,1.4,acre,,1.5,,,11,4,Partly Cloudy / Partly Sunny
208044480091,9958e82a28bf4ec594b9eb073334f4d9,RG02,RG02 LOCAL MAIZE HOME GARDEN,RG02 LOCAL MAIZE,1,no,.3,acre,,.4,,,10,3,Partly Cloudy / Partly Sunny
208044480117,2a61627daaff4f95857d6c3d5d52731b,RG01,RG01malamuzi,RG01malamuzi,1,no,.5,acre,,.54,,,9,3,Partly Cloudy / Partly Sunny
208044480117,2a61627daaff4f95857d6c3d5d52731b,RG02,RG02 ngoma,RG01ngoma,1,no,.25,acre,,.3,,,12,3,Partly Cloudy / Partly Sunny
208044480130,94442c64d0d24347859baa0b075223fb,RG01,RG01 MUNDA WAKUNKUMBE,RG01 MUNDA WAKUNKUMBE,2,no,1,acre,,1.06,,,10,3,Mostly Clear / Mostly Sunny
208044480130,94442c64d0d24347859baa0b075223fb,RG02,RG02 MUNDA WAKUKASUPE,RG02 MUNDA WAKUKASUPE,1,no,.5,acre,,.68,,,8,3,Mostly Clear / Mostly Sunny
208044480142,b6103a499df843008f69df985ebdb618,RG01,RG01mundawakuphiri,RG01mundawakuphiri,1,no,.5,acre,,.41,,,10,3,Partly Cloudy / Partly Sunny
208044480169,626a21aa0a754cef83974bac353ef9f4,RG04,"""RG01 NGOMA GARDEN """,RG01 NGOMA GARDEN,2,no,.9,acre,,.9,,,10,3,Partly Cloudy / Partly Sunny
208044480169,626a21aa0a754cef83974bac353ef9f4,RG06,RG02 HOME GARDEN 1,RG02 HOME GARDEN 1,1,no,.5,acre,,.1,,,8,3,Partly Cloudy / Partly Sunny
208044480169,626a21aa0a754cef83974bac353ef9f4,RG07,RG03 HOME GARDEN 2,RG03 HOME GARDEN 2,1,yes,.8,acre,,.9,,,9,3,Partly Cloudy / Partly Sunny
208044480182,0d8c73dd2c064e538fada74ed30641c2,RG01,RG01kunthumbi,kuthumbi garden,1,no,.3,acre,,.57,,,9,3,Partly Cloudy / Partly Sunny
208044480182,0d8c73dd2c064e538fada74ed30641c2,RG02,RG02 kumiyala,kumiyala garden,1,no,.5,acre,,.77,,,7,3,Partly Cloudy / Partly Sunny
208044480194,47919615e8174662ac70e1f09447e7cb,RG01,RG01 MUNDA WAPAKHOMO,RG01 MUNDA WAPAKHOMO,1,yes,.25,acre,,.17,,,8,3,Clear/Sunny
208044480194,47919615e8174662ac70e1f09447e7cb,RG02,RG02 MUNDA WAKUBWNJA,RG02 MUNDA WAKUBWINJA,2,no,.9,acre,,.58,,,9,3,Clear/Sunny
208044480220,885f150b631345ca846c956ee503b988,RG01,RG01mundawapakhomo,RG01mundawapakhomo,1,yes,.25,acre,,.42,,,12,3,Clear/Sunny
208044480220,885f150b631345ca846c956ee503b988,RG02,RG02ngoma1,RG02ngoma1,1,no,.5,acre,,.26,,,11,3,Clear/Sunny
208044480220,885f150b631345ca846c956ee503b988,RG03,RG03ngoma2,RG03ngoma2,1,no,.25,acre,,.46,,,11,3,Clear/Sunny
208044480233,586472b64ac3491a88c108198495f777,RG01,RG01 paphiri,paphiri garden,1,no,1,acre,,.82,,,11,3,Clear/Sunny
208044480246,8e755b64d70e41baa35bc3ec7c12d4f5,RG01,RG01 KAPIRIMANDA 1,R01 KAPIRIMANDA GARDEN 1,2,no,.6,acre,,.7,,,8,3,Partly Cloudy / Partly Sunny
208044480246,8e755b64d70e41baa35bc3ec7c12d4f5,RG04,RG02 KAPIRIMANDA 2,RG02 KAPIRIMANDA 2,1,no,.7,acre,,.8,,,10,3,Partly Cloudy / Partly Sunny
208044480272,4b9e4a4c14684d93a63822b90669c7e7,RG01,RG01 MKALANKHANGA,RG01 MKALANKHANGA,2,no,1,acre,,.7,,,8,4,Clear/Sunny
208044480272,4b9e4a4c14684d93a63822b90669c7e7,RG02,RG02 MAPUYU,RG02 MAPUYU,2,no,.75,acre,,.78,,,11,3,Clear/Sunny
208044490010,5c45d7708d3e4c3a9f3b16b1d4df85a6,RG01,RG01 MUNDA WAPONKHOMO,RG01 MUNDA WAPONKHOMO,1,no,.39,acre,,.39,,,8,3,Mostly Cloudy / Considerable Cloudiness
208044490036,0b6ee9a98b5c4f83bbdccfcd62078e5b,RG01,Munda wakumazame1,Munda Wakumazame1,1,no,.5,acre,,.49,,,10,3,Mostly Cloudy / Considerable Cloudiness
208044490036,0b6ee9a98b5c4f83bbdccfcd62078e5b,RG02,Munda wapamanda2,Munda wapamanda2,1,no,.3,acre,,.28,,,10,3,Mostly Cloudy / Considerable Cloudiness
208044490062,b50abc827a19433780b62b6a6508426c,RG01,RG01kakolo,RG01kakolo,1,no,.5,acre,,,OTHER (SPECIFY),REFUSAL,,,
208044490088,f96f1a3a6dd946faa7653e6aa302d8ce,RG01,RG01Ngoma,RG01Ngoma,1,no,1,acre,,1.49,,,10,3,Partly Cloudy / Partly Sunny
208044490114,a2981d12245244139228c077d8bd87be,RG01,RG01 Munda wa kwayaye,Munda wa kwayaye,1,no,.5,acre,,.8,,,11,3,Partly Cloudy / Partly Sunny
208044490114,a2981d12245244139228c077d8bd87be,RG02,RG02 Munda wa ukulu,Munda wa ukulu,2,no,2,acre,,3,,,12,3,Partly Cloudy / Partly Sunny
208044490140,1468aa4c073240aea30747a408229cc2,RG01,G01 Munda Wakusidya,G01 Munda Wapasidya,1,no,.5,acre,,.48,,,9,3,Partly Cloudy / Partly Sunny
208044490140,1468aa4c073240aea30747a408229cc2,RG02,G02 Munda Wapakhomo,G02 Munda Wapakhomo,2,yes,1.3,acre,,1.1,,,11,3,Partly Cloudy / Partly Sunny
208044490167,52797d69243445278aa2fe6f059626ca,RG01,RG01 MUNDA WAKUCHIKO,RG01 MUNDA WAKUCHIKO,1,no,.97,acre,,.97,,,12,4,Mostly Cloudy / Considerable Cloudiness
208044490167,52797d69243445278aa2fe6f059626ca,RG02,RG02 MUNDA  KUMTUNDA1,RG02 MUNDA WAKUTUNDA1,1,no,.27,acre,,.27,,,10,3,Completely Cloudy
208044490167,52797d69243445278aa2fe6f059626ca,RG03,RG03 MUNDA WAKUTUNDA 2,RG03 MUNDA WAKUTUNDA 2,1,no,.38,acre,,.38,,,10,3,Mostly Cloudy / Considerable Cloudiness
208044490193,c3e744853ec648ff95b9f9cbf25fcff0,RG01,RG01 Munda wapakhomo,Munda wa pakhomo,2,no,1,acre,,1.8,,,10,3,Partly Cloudy / Partly Sunny
208044490219,894bd4f086dd427b9bf2c058959cade1,RG01,RG01pachigayo,RG01pachigayo,1,no,1,acre,,.9399999999999999,,,10,3,Partly Cloudy / Partly Sunny
208044490245,9e6779018c154e1da78785741841fe8e,RG01,RG01 KANGULU,RG01 KANGULU,1,no,1.97,acre,,1.97,,,10,4,Mostly Cloudy / Considerable Cloudiness
208044490245,9e6779018c154e1da78785741841fe8e,RG02,RG02 KUMWALA,RG02 KUMWALA,1,no,.68,acre,,.68,,,11,3,Mostly Cloudy / Considerable Cloudiness
208044490271,15eaa843557142558ede6f8cd89e5d42,RG01,RG01 Munda wa pakhomo,Munda wa pakhomo,2,no,.5,acre,,.7,,,12,3,Partly Cloudy / Partly Sunny
208044490271,15eaa843557142558ede6f8cd89e5d42,RG02,RG02 Munda wa kudimba,Munda wa kudimba,1,no,1.5,acre,,1,,,11,3,Partly Cloudy / Partly Sunny
208044490297,267992972a254003a1cfff8ee063188f,RG01,RG01kudambo,RG01kudambo,1,no,2.5,acre,,2.6,,,11,3,Partly Cloudy / Partly Sunny
208044490323,cd103b7d25de4fc38bc4e82913eb6f1d,RG01,RG01 MUNDA WAKUMABANGO,RG01 MUNDA WAKUMABANGO,2,no,.63,acre,,.65,,,11,3,Completely Cloudy
208044490375,a98b5cd2d6e149ee97c820d88ae08429,RG01,RG01Mwalaofila,RG01Mwalaofila,1,no,1,acre,,.91,,,8,4,Partly Cloudy / Partly Sunny
208044490375,a98b5cd2d6e149ee97c820d88ae08429,RG02,RG02kuchigwembe,RG01kuchigwembe,1,no,1,acre,,.93,,,10,3,Partly Cloudy / Partly Sunny
208044490401,a944e349a7b248b484b289b2484dc636,RG01,RG01 Munda wa kumtunda,Munda wa kumtunda,2,no,.5,acre,,.3,,,9,3,Partly Cloudy / Partly Sunny
208044490401,a944e349a7b248b484b289b2484dc636,RG02,RG02 Munda wa kumusi,Munda wa kumusi,2,no,.5,acre,,.3,,,9,3,Partly Cloudy / Partly Sunny
208044490401,a944e349a7b248b484b289b2484dc636,RG03,RG03 Munda wa kwakasinja,Munda wa kwakasinja,2,no,1,acre,,.6,,,11,3,Partly Cloudy / Partly Sunny
208054500017,44a8cc7384a04c359b426828f0fc1688,RG01,RG01,MUNDA WAKUCHILANGA,1,no,.5,acre,,.58,,,11,3,Clear/Sunny
208054500033,24d5f5c6d4464138affa6dcd615eb584,RG01,RG01,Munda wa kwa Mkundi,1,no,.5,acre,,.55,,,10,3,Clear/Sunny
208054500033,24d5f5c6d4464138affa6dcd615eb584,RG02,RG02,Munda wa kwa Nsato,1,no,.4,acre,,.48,,,11,3,Clear/Sunny
208054500050,b8f48b57882e47eab45dcffb8d6c3eaa,RG01,RG01,Munda wa kwa Kumayani,1,no,2,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
208054500083,130a1185ffa94d47b67e2ce67190ffd1,RG01,RG01,MUNDA WA KU  NYENJE,2,no,1,acre,,1.22,,,12,3,Mostly Clear / Mostly Sunny
208054500100,0ad5573703224d8b8ebc65e81b04c13b,RG01,RG01,MUNDA WA KUSIDYA,1,no,.5,acre,,.61,,,11,3,Clear/Sunny
208054500100,0ad5573703224d8b8ebc65e81b04c13b,RG02,RG02,MUNDA WA KUKAKOLO,1,no,1,acre,,.84,,,11,3,Clear/Sunny
208054500116,e78051599ad54c7a88008325fd76b4c7,RG01,RG01,MUNDA WAKUPHIRI,1,no,.4,acre,,.33,,,10,3,Partly Cloudy / Partly Sunny
208054500150,6f9391b7f2484f209928839fd3a8e146,RG01,RG01,Munda wa ku Phiri 1,1,no,.5,acre,,.7,,,10,3,Mostly Clear / Mostly Sunny
