case_id,hhid,gardenid,plotid,ag_k01,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25_oth,ag_k25a,ag_k25b,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k43a7,ag_k43b7,ag_k43c7,ag_k43d7,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k44a7,ag_k44b7,ag_k44c7,ag_k44d7,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6,ag_k45a7,ag_k45b7,ag_k45c7,ag_k45d7,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k46f,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c
208014360121,a292a327ca4a42a38065d36af30f5f08,DG01,D01,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Other (Specify),CLAY,Poor,No Erosion,,,,Erosion control bunds,Drainage ditches,,2 years ago,2 years ago,,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,july,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360184,0fd6c6d2e95747ba977f94ebcffe576f,DG01,D01,no,.,1,,,,1,beans,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,yes,Other (Specify),,WATERING CAN,Watering can,,Well,,0,,,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360184,0fd6c6d2e95747ba977f94ebcffe576f,DG01,D02,no,.,1,,,,1,maize,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Other (Specify),,WATERING CAN,Watering can,,Well,,0,,,,,yes,,,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,3,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,2,1,3,3,1,1,3,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360343,59748d7f54dc4b2bba04799ae398da27,DG01,D01,no,.,2,,,,2,maize,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,Water harvest bunds,,,2 years ago,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,october,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,3,4,3,2,2,4,3,2,7,4,3,2,4,4,3,2,,,,,,,,,,,,,7,2,3,2,3,2,3,2,4,2,3,2,2,2,3,2,,,,,,,,,,,,,3,1,1,4,4,1,1,4,7,1,1,4,2,1,1,4,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360363,ea549fae45cf43ee9685510480e8a4c9,DG01,D01,no,.,1,,,,1,tanaposi,OTHER (SPECIFY),,,,RAPE,Other (Specify),CLAY,Good,Low,,Terrain,,Other (Specify),,BOX RIDGES,During last 12 months,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,may,1ST HALF,yes,1,OX CART,,yes,yes,2,2,23:21:0+4S/CHITOWE,,10,kilogram,,10,3,23:21:0+4S/CHITOWE,,10,kilogram,,10,yes,insecticide,,50,milliliter,,yes,insecticide,,50,milliliter,,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5,2,1,8,5,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360363,ea549fae45cf43ee9685510480e8a4c9,DG01,D02,no,.,1,,,,1,maize,,,,,,Other (Specify),CLAY,Good,Low,,Terrain,,Other (Specify),,BOX RIDGES,During last 12 months,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,may,1ST HALF,yes,1,OX CART,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,4,4,3,2,4,4,3,,,,,,,,,,,,,,,,,,,,,1,2,5,3,2,2,4,3,,,,,,,,,,,,,,,,,,,,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014360420,1e5ed3df3a8240fea79103dbb86edb7f,DG01,D01,no,.,1,,,,1,tanaposi,tomato,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,During last 12 months,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,september,1ST HALF,yes,50,kilogram,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,6,5,1,2,6,5,,,,,,,,,,,,,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,1,1,5,2,1,1,5,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014380204,4042ad6729b643dda0ae30842d49a74b,DG01,D01,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Other (Specify),,,Other (Specify),NONE,Well,,0,,,,,yes,may,1ST HALF,no,,,,yes,yes,1,1,23:21:0+4S/CHITOWE,,75,kilogram,,75,1,urea,,75,kilogram,,75,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,4,1000,29,,20,1,.,3,0,0,0,,,
208014390001,a9af472e2c854270b7fab3e92fe7eafb,DG01,D01,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Sandy (Mchenga),,Good,Moderate,,Flooding,,No erosion control,,,During last 12 months,,Materials not available,,,Slight slope,yes,Rainfed/No irrigation,,,,,,,9999,,,,,yes,june,1ST HALF,no,,,,yes,yes,1,3,23:21:0+4S/CHITOWE,,10,kilogram,,10,2,urea,,10,kilogram,,10,yes,insecticide,,500,milliliter,,no,,,,,,2,1,2,4,1,1,2,4,,,,,,,,,,,,,,,,,,,,,2,1,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,4,2,1,1,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014390029,f5f151bac9a34cd0960d8e5c52a8a624,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Moderate slope,yes,Bucket,,,Watering can,,River / Stream,,2009,3,Other (Specify),,FLOODING,yes,june,1ST HALF,yes,2,bucket,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,5,4,1,2,5,4,,,,,,,,,,,,,,,,,,,,,2,1,4,2,1,2,6,7,,,,,,,,,,,,,,,,,,,,,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014390140,bad586cef7254772becb244868af8fc9,DG01,D01,no,.,2,,,,2,tanaposi,tomato,,,,,Clay (Katondo),,Poor,No Erosion,,,,No erosion control,,,,,Requires too much labor,,,Slight slope,yes,Bucket,,,Flooding,,River / Stream,,2015,3,Other (Specify),,WAS NOT ABLE TO CULTIVATE,yes,june,2ND HALF,yes,1,OTHER (SPECIFY),PAIL (LARGE),yes,no,2,1,urea,,1,kilogram,,1,2,urea,,1,kilogram,,1,no,,,,,,,,,,,,2,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014390168,acebc7a34f1541a0bf79aa6e5ef1d231,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,Moderate,,Flooding,,Water harvest bunds,,,2 years ago,,,,,Slight slope,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,april,2ND HALF,yes,1,OTHER (SPECIFY),50 KG BAG,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,4,3,2,1,4,3,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208014390209,4f562ab87ffa4fb1af8a215c958dcd5e,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Clay (Katondo),,Poor,High,,Flooding,,No erosion control,,,2 years ago,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,august,1ST HALF,no,,,,yes,yes,1,3,23:21:0+4S/CHITOWE,,3,kilogram,,3,2,23:21:0+4S/CHITOWE,,5,kilogram,,5,no,,,,,,,,,,,,2,1,3,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208024400075,f1288bcef0904886a9adaef44fdf0b3f,DG01,D01,no,.,1,,,,1,OTHER (SPECIFY),,,,,,Sandy (Mchenga),,Fair,No Erosion,,,,No erosion control,,,During last 12 months,,Requires too much labor,,,Slight slope,yes,Rainfed/No irrigation,Bucket,,Watering can,,Well,,2014,2,Lack of hired labour,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
208034460057,dc9f089c7f274883812b4da26777add4,DG01,D01,no,.,1,,,,1,tomato,OTHER (SPECIFY),,,,MUSTARD,Other (Specify),CLAY,Good,Low,,Terrain,,Terraces,,,2 years ago,,,,,Flat,yes,Bucket,,,Other (Specify),COLLECTION USING PAILS/BUCKET/BASIN,River / Stream,,0,,,,,yes,august,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208034460134,9dbcf84afbce4c669f7021e814d10f05,DG01,D01,no,.,1,,,,2,IRISH [MALAWI] POTATO,,,,,,Clay (Katondo),,Fair,Low,,Terrain,,Water harvest bunds,,,2 years ago,,,,,Moderate slope,yes,Bucket,,,Watering can,,Well,,2003,1,Other (Specify),,WAS NOT ABLE TO CULTIVATE,yes,may,1ST HALF,no,,,,yes,yes,2,1,23:21:0+4S/CHITOWE,,1,kilogram,,1,1,urea,,2,kilogram,,2,no,,,,,,,,,,,,2,1,5,3,1,1,5,3,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,1,1,1,5,2,1,1,5,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208034460211,95d7a1d61b1b4bc7a99898eaa01d9af5,DG01,D01,no,.,1,,,,2,tomato,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,No erosion control,,,During last 12 months,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,march,2ND HALF,yes,5,OX CART,,yes,yes,1,1,23:21:0+4S/CHITOWE,,5,kilogram,,5,1,OTHER FERTILIZER (SPECIFY),SUGAR FERTILIZER,5,kilogram,,5,yes,OTHER PESTICIDE/ HERBICIDE(SPECIFY),DYPHANE,2,liter,,no,,,,,,1,1,5,4,2,1,5,4,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3,6,3,1,3,6,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208044480039,249e4ade949f41d4811578f22bda1e61,DG01,D01,no,.,2,,,,2,IRISH [MALAWI] POTATO,,,,,,Other (Specify),CLAY,Poor,No Erosion,,,,Terraces,,,During last 12 months,,,,,Moderate slope,yes,Bucket,,,Other (Specify),COLLECTION USING PAILS/BUCKET/BASIN,Well,,0,,,,,yes,may,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,3,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
208044480039,249e4ade949f41d4811578f22bda1e61,DG01,D02,no,.,2,,,,2,OTHER (SPECIFY),,,,,MUSTARD,Other (Specify),CLAY,Good,No Erosion,,,,Terraces,,,During last 12 months,,,,,Moderate slope,yes,Bucket,,,Other (Specify),COLLECTION USING PAILS/BUCKET/BASIN,Well,,0,,,,,yes,march,2ND HALF,yes,3,bucket,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
208044480065,2b73239b24084a858e80189d563ad6af,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Other (Specify),SANDY and CLAY,Good,High,,Terrain,,Tree belts,,,4 years ago,,,,,Moderate slope,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
208044480194,47919615e8174662ac70e1f09447e7cb,DG01,D01,no,.,1,,,,1,maize,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,During last 12 months,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,october,1ST HALF,no,,,,yes,yes,2,2,23:21:0+4S/CHITOWE,,3,kilogram,,3,3,urea,,3,kilogram,,3,no,,,,,,,,,,,,1,1,3,5,3,1,3,3,2,1,3,5,4,1,3,3,,,,,,,,,,,,,4,2,2,2,1,2,4,4,2,2,4,4,3,2,3,2,,,,,,,,,,,,,1,1,1,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
208044480246,8e755b64d70e41baa35bc3ec7c12d4f5,DG01,D01,no,.,1,,,,1,IRISH [MALAWI] POTATO,tanaposi,tomato,,,,Sandy (Mchenga),,Fair,No Erosion,,,,Water harvest bunds,,,2 years ago,,,,,Flat,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,august,1ST HALF,yes,300,kilogram,,yes,yes,1,2,23:21:0+4S/CHITOWE,,3,kilogram,,3,1,urea,,3,kilogram,,3,yes,OTHER PESTICIDE/ HERBICIDE(SPECIFY),KALATI,1,liter,,yes,OTHER PESTICIDE/ HERBICIDE(SPECIFY),DYPHANE,1,kilogram,,2,1,4,2,1,1,4,2,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,1,4,2,1,1,4,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
208054500166,ee056239a4044f36b3d3ca8f0c10aaa3,DG01,D01,no,.,1,,,,1,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,no,Rainfed/No irrigation,,,,,,,2015,1,Other (Specify),,ILLNESS,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999999,,-999999999,,-999999999,,0,,,,.,,,,,,,
208054500183,91bbe4a8c3a341b887f9bcbc2fdaba2d,DG01,D01,no,.,2,,,,2,maize,beans,tanaposi,IRISH [MALAWI] POTATO,,,Clay (Katondo),,Good,Moderate,,Terrain,,No erosion control,,,,,Requires too much labor,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,august,2ND HALF,no,,,,yes,yes,2,2,23:21:0+4S/CHITOWE,,1,2 KG BAG,,2,2,urea,,1,3 KG BAG,,3,no,,,,,,,,,,,,2,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208054500216,7c2f9666b6b043f7a4cf3b0a9a0a288e,DG01,D01,no,.,1,,,,1,,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,High,,Terrain,,No erosion control,,,,,Requires too much labor,,,Slight slope,yes,Bucket,,,Watering can,,Well,,9999,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999999,,-999999999,,-999999999,,0,,,,.,,,,,,,
208054500233,ca4b0ceaa5d14694a640e747f08f9c35,DG01,D01,no,.,2,,,,2,tanaposi,nkhwani,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,no,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,august,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG01,D01,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,Low,,Flooding,,Drainage ditches,,,2 years ago,,,,,Flat,yes,Treadle pump,,,Hose pipe,,Well,,0,,,,,yes,march,1ST HALF,no,,,,yes,yes,0,,23:21:0+4S/CHITOWE,,50,kilogram,,50,1,urea,,50,kilogram,,50,yes,herbicide,,300,milliliter,,no,,,,,,3,1,2,6,1,1,2,6,4,1,2,6,2,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,8,1,1,2,8,2,1,2,8,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG02,D02,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,Low,,Flooding,,Drainage ditches,,,During last 12 months,,,,,Flat,no,Treadle pump,,,Hose pipe,,River / Stream,,0,,,,,yes,june,1ST HALF,no,,,,yes,yes,0,,23:21:0+4S/CHITOWE,,50,kilogram,,50,1,can,,50,kilogram,,50,yes,herbicide,,300,milliliter,,no,,,,,,3,4,6,5,1,4,6,5,2,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,8,3,1,2,8,2,1,2,8,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208064520026,4e8bd83e14f84c13ba571fc2fc7eff17,DG03,D03,no,.,1,,,,1,IRISH [MALAWI] POTATO,,,,,,Other (Specify),LOAM SOIL,Good,Low,,Flooding,,Drainage ditches,,,During last 12 months,,,,,Moderate slope,yes,Treadle pump,,,Hose pipe,,Well,,0,,,,,yes,april,1ST HALF,no,,,,yes,yes,1,1,23:21:0+4S/CHITOWE,,50,kilogram,,50,1,urea,,50,kilogram,,50,no,,,,,,,,,,,,1,3,6,4,3,3,6,5,2,3,6,5,4,3,6,5,,,,,,,,,,,,,1,1,4,4,2,1,4,4,,,,,,,,,,,,,,,,,,,,,3,1,2,3,2,1,5,8,1,1,5,8,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,2,0,3,,
208064520129,cdae0151db46489bb3891fece5b4e7f9,DG01,D01,no,.,2,,,,2,beans,,,,,,Other (Specify),CLAY,Good,High,,Terrain,,No erosion control,,,During last 12 months,,Materials not available,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,.,,,.,,,,,,,
208064520233,25c46f31c4b34ff6abf6f9d5a126afc5,DG01,D01,no,.,2,,,,2,maize,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,Water harvest bunds,,,5 years ago,,,,,Moderate slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,october,1ST HALF,no,,,,yes,no,1,2,OTHER FERTILIZER (SPECIFY),CHITOWE AND UREA,9,kilogram,,9,1,OTHER FERTILIZER (SPECIFY),CHITOWE AND UREA,9,kilogram,,9,no,,,,,,,,,,,,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
208064520285,75c8b8f1a7574193aece9d0032acdc8a,RG02,D01,yes,2,,no,,,1,,,,,,,Clay (Katondo),,Good,Low,,Terrain,Flooding,Erosion control bunds,Other (Specify),DIGGING WATER CHANNELS,5 years ago,2 years ago,,,,Slight slope,yes,Rainfed/No irrigation,,,,,,,2015,1,Other (Specify),,COULD NOT IRRIGATE,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,.,,,.,,,,,,,
208064520285,75c8b8f1a7574193aece9d0032acdc8a,RG02,D02,yes,2,,yes,2,,1,IRISH [MALAWI] POTATO,,,,,,Clay (Katondo),,Good,Low,,Terrain,Flooding,Erosion control bunds,Other (Specify),DIGGING WATER CHANNELS,More than 5 years ago,2 years ago,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,june,1ST HALF,yes,60,kilogram,,yes,no,2,3,urea,,20,kilogram,,20,1,,,,,,,no,,,,,,,,,,,,1,4,5,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,2,3,4,2,1,3,5,3,3,2,2,2,,,,,,,,,,,,,,,,,1,4,1,6,3,4,1,4,2,4,1,6,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,3,0,2,,
208064520388,15758b0cca104d29a76f55612ab8933b,DG01,D01,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208064520388,15758b0cca104d29a76f55612ab8933b,RG01,D01,yes,1,,no,,,2,beans,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,Low,,Flooding,,Drainage ditches,,,During last 12 months,,,,,Flat,yes,Other (Specify),,IRRIGATION USING PAILS/BUCKET,Other (Specify),COLLECTION USING PAILS/BUCKET/BASIN,River / Stream,,2013,1,Lack of equipment,,,yes,august,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
