ea_id,com_ce01a,com_ce01a_oth,com_ce01b,com_ce01b_oth,com_ce01c,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_oth,com_ce05b,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08a_oth,com_ce08b,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
20403338,farming,,CIVIL SERVICE,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,,,no,,,,,,,,
20404339,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,1/4,14400,1,month,1/4
20404340,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,CIVIL SERVICE,,farming,,yes,RURAL AREAS,1000,1000,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,,,,,,,
20404341,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,600,1,day,1/4,600,1,day,1/4
20404342,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,1000,1000,farming,,,,yes,600,1,day,1/4,600,1,day,1/2
20405343,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,1200,1000,farming,,,,no,,,,,,,,
20405344,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,farming,,yes,RURAL AREAS,1000,1000,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,,,,,,,
20405345,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,no,,2000,2000,,,,,yes,14400,4,week,1/4,14400,4,week,1/2
20406346,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,3/4,OUTSIDE MALAWI,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,,,yes,600,1,day,1/4,600,1,day,1/4
20406347,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,1000,1000,,,,,no,,,,,,,,
20406348,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,1000,1000,farming,,,,yes,14000,1,month,1/4,14000,1,month,1/4
20407349,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,1000,1000,farming,,"FIREWOOD,CHARCOAL SELLING",,yes,15000,1,month,1/4,15000,1,month,1/4
20421350,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,450,450,day,1/2,450,1,day,3/4
20501351,farming,,fishing,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,600,500,farming,,,,yes,400,1,day,1/4,400,1,day,1/2
20501352,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,1500,800,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,12,day,1/4,7200,12,day,1/2
20501353,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,3000,2000,farming,,,,yes,616,1,day,1/4,616,1,day,1/2
20502354,farming,,transport,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,500,500,farming,,,,yes,12,7200,day,1/4,7200,12,day,1/4
20502355,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,100,500,farming,,,,no,,,,,,,,
20502356,farming,,transport,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,3500,1000,farming,,,,yes,7200,12,day,1/2,7200,12,day,1/2
20502357,farming,,"FIREWOOD,CHARCOAL SELLING",,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,500,500,,,,,yes,600,1,day,1/4,600,1,day,1/4
20503358,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,1000,farming,,,,yes,24,14400,day,1/4,14400,24,day,1/2
20504359,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,250,farming,,,,yes,600,1,day,1/4,600,1,day,1/4
20504360,farming,,"FIREWOOD,CHARCOAL SELLING",,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,500,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20505361,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),,farming,,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,1/4,600,1,day,1/4
20505362,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,2000,1500,farming,,fishing,,yes,14400,24,day,1/4,14400,24,day,3/4
20505363,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,no,,,,,,,yes,URBAN CENTERS,500,500,fishing,,,,yes,7200,12,day,1/4,7200,12,day,1/4
20506364,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,no,,1200,1200,,,,,yes,7200,12,day,1/4,7200,12,day,1/2
20507365,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,1500,1000,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
20507366,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,fishing,,farming,,yes,14400,24,day,1/4,14400,24,day,1/2
20507367,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,5000,5000,,,,,yes,3600,12,day,1/4,3600,12,day,1/4
20507368,farming,,"FIREWOOD,CHARCOAL SELLING",,transport,,yes,1/4,RURAL AREAS,farming,,,,no,,1000,500,,,,,yes,7200,12,day,ALMOST NONE,7200,12,day,ALMOST NONE
20507369,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,fishing,,,,yes,RURAL AREAS,1000,700,farming,,fishing,,yes,600,1,day,1/4,600,1,day,3/4
20508370,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,500,500,farming,,,,yes,14400,24,day,1/4,14400,24,day,1/4
20509371,fishing,,farming,,,,no,,,,,,,yes,RURAL AREAS,500,200,farming,,fishing,,yes,600,1,day,1/4,600,1,day,1/4
20520372,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,500,300,farming,,,,yes,420,1,day,ALMOST NONE,420,1,day,3/4
20520373,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,CIVIL SERVICE,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,1500,1500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,14,day,1/4,14400,14400,day,1/4
20521374,fishing,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/2
20601375,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,1000,500,,,,,no,,,,,,,,
20601376,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,1000,1000,,,,,yes,14400,24,day,1/2,14400,24,day,1/2
20601377,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,no,,,,,,,,
20602378,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20602379,farming,,,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,no,,500,500,,,,,yes,640,1,day,ALMOST NONE,640,1,day,ALMOST NONE
20602380,farming,BRICK LAYING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,farming,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,14400,24,day,1/2,14400,24,day,1/4
20602381,farming,,"BEER BREWING, KACHASU",,transport,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20603382,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,7200,12,day,1/4,7200,12,day,1/2
20603383,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,600,1,day,1/4,600,1,day,ALMOST NONE
20603384,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20603385,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,500,farming,,,,yes,600,1,day,1/4,600,1,day,1/2
20603386,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,200,200,,,,,yes,14400,24,day,1/4,14400,24,day,1/4
20603387,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,1/4,600,1,day,1/4
20603388,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,600,600,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20604389,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,farming,,,,no,,500,500,,,,,yes,600,1,day,1/4,600,1,day,1/4
20604390,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,no,,700,700,,,,,yes,7220,12,day,1/4,7220,12,day,3/4
20604391,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,yes,700,1,day,1/4,700,1,day,1/4
20605392,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/4
20606393,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,3000,3000,farming,,,,yes,600,1,day,1/4,600,1,day,ALMOST NONE
20606394,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,500,500,farming,,,,yes,600,600,day,ALMOST NONE,600,600,day,ALMOST NONE
20606395,farming,,,,,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,600,600,farming,,,,yes,600,1,day,1/4,600,1,day,1/4
20607396,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20607397,farming,BRICK LAYING,OTHER (SPECIFY),BRICK LAYING,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,200,,,,,no,,,,,,,,
20608398,farming,,transport,,,,no,,,,,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
20609399,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20610400,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20610401,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,500,500,,,,,yes,600,1,day,1/2,600,1,day,3/4
20611402,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,no,,1500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/4
20612403,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
20613404,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,800,800,OTHER (SPECIFY),MOUDLING BRICKS,,,yes,14400,24,day,1/4,14400,24,day,1/2
20614405,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,800,farming,,,,no,,,,,,,,
20614406,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,800,800,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20615407,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,600,600,,,,,yes,600,1,day,1/4,600,1,day,1/4
20615408,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,300,300,,,,,yes,14400,24,day,1/4,14400,24,day,1/4
20615409,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,620,1,day,ALMOST NONE,620,1,day,ALMOST NONE
20615410,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
20701411,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,600,600,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20701412,farming,,,,,,no,,,,,,,yes,OUTSIDE MALAWI,7000,7000,farming,,,,no,,,,,,,,
20702413,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,farming,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20702414,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,CIVIL SERVICE,,yes,RURAL AREAS,15000,15000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
20702415,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,PROFESSIONAL OCCUPATIONS,,no,,500,500,,,,,no,,,,,,,,
20702416,farming,,,,,,yes,1/2,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,no,,,,,,,,
20702417,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20703418,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,"FIREWOOD,CHARCOAL SELLING",,yes,RURAL AREAS,10000,10000,farming,,,,no,,,,,,,,
20703419,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20703420,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
20703421,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,600,day,ALMOST NONE,600,600,day,ALMOST NONE
20703422,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,1750,1000,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
20704423,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,no,,1000,1000,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20704424,farming,,,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,no,,7500,7500,,,,,yes,600,1,day,1/2,600,1,day,1/2
20704425,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20704426,farming,,,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,400,400,farming,,,,no,,,,,,,,
20705427,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
20705428,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,500,300,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,3/4
20705429,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,700,1200,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20705430,farming,,,,,,no,,,,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,600,1,day,1/4,600,1,day,1/2
20705431,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20706432,farming,,"BEER BREWING, KACHASU",,transport,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,800,800,farming,,CIVIL SERVICE,,no,,,,,,,,
20706433,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,200,200,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
20720434,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,"BEER BREWING, KACHASU",,yes,1/2,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,490,1,day,1/4,490,1,day,1/4
20801435,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,1000,1000,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20801436,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,OUTSIDE MALAWI,farming,,PROFESSIONAL OCCUPATIONS,,yes,RURAL AREAS,1000,1000,farming,,,,yes,7200,12,day,1/2,7200,12,day,1/4
20801437,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
20801438,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,500,500,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20801439,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,1000,1000,,,,,yes,7200,2,week,1/4,7200,2,week,1/4
20802440,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,1/4,500,1,day,3/4
20802441,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,700,700,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20803442,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,no,,,,,,,,
20803443,farming,,fishing,,,,no,,,,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20803444,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,800,500,farming,,,,no,,,,,,,,
20803445,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20803446,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,500,500,farming,,,,yes,7200,2,week,1/4,7200,2,week,3/4
20804447,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20804448,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,3/4
20804449,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,,,no,,500,500,,,,,yes,14200,24,day,1/4,14200,24,day,3/4
20805450,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,farming,,,,no,,500,200,,,,,yes,600,1,day,1/4,600,1,day,3/4
20806451,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20806452,farming,,"FIREWOOD,CHARCOAL SELLING",,,,yes,1/4,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",,,,no,,1000,1000,,,,,yes,5800,12,day,1/4,5800,12,day,3/4
20807453,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,,,yes,URBAN CENTERS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
20807454,farming,,,,,,no,,,,,,,no,,500,500,,,,,no,,,,,,,,
20807455,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1000,1000,farming,,,,yes,14400,24,day,1/4,14400,24,day,3/4
