ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04a_oth,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05a_oth,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_oth,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
20304315,NEITHER ARRIVALS NOR DEPARTURES,7000,900,27,traditional,,100,christian,800,,,chewa,,900,,,,,both,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),880,,,200,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20305316,NEITHER ARRIVALS NOR DEPARTURES,200000,25000,300,traditional,,1000,islam,40,christian,23960,chewa,,24960,yao,40,,,mother,Matrilineal and patrilocal (chitengwa),,25000,,,,,1000,farming,,Slightly sloping,1/4,1/4,ALMOST NONE,3/4
20305317,MORE MOVED IN,10000,300,30,traditional,SATANICKWORSHIPERS,50,islam,30,christian,200,chewa,,250,yao,30,tumbuka,10,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),250,,,40,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20305318,MORE MOVED IN,15000,1500,15,traditional,,250,islam,50,christian,1200,chewa,,1200,yao,200,tumbuka,100,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),1400,,,300,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20305319,MORE MOVED IN,1053,230,0,traditional,,23,christian,207,,,chewa,,230,,,,,father,Matrilineal and matrilocal (chikamwini),.,15,Matrilineal and patrilocal (chitengwa),215,,,18,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20305320,NEITHER ARRIVALS NOR DEPARTURES,4000,1000,5,traditional,,10,christian,985,none,5,chewa,,1000,,,,,both,Matrilineal and matrilocal (chikamwini),,30,Matrilineal and patrilocal (chitengwa),970,,,60,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20305321,NEITHER ARRIVALS NOR DEPARTURES,25000,5000,200,traditional,,1000,islam,500,christian,3500,chewa,,4000,yao,300,tumbuka,200,both,Matrilineal and matrilocal (chikamwini),.,1500,Matrilineal and patrilocal (chitengwa),3500,,,2000,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20306322,MORE MOVED IN,4871,678,5,traditional,,381,islam,74,christian,223,chewa,,604,yao,74,,,both,Matrilineal and matrilocal (chikamwini),.,653,Matrilineal and patrilocal (chitengwa),25,,,25,farming,,Flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL
20306323,NEITHER ARRIVALS NOR DEPARTURES,2500,330,0,christian,,330,,,,,chewa,,330,,,,,mother,Matrilineal and matrilocal (chikamwini),.,30,Matrilineal and patrilocal (chitengwa),300,,,25,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20306324,MORE MOVED OUT,392,56,0,christian,,56,,,,,chewa,,56,,,,,mother,Matrilineal and matrilocal (chikamwini),,6,Matrilineal and patrilocal (chitengwa),50,,,2,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,ALMOST ALL
20306325,MORE MOVED IN,160,40,0,traditional,,2,christian,30,none,8,chewa,,40,,,,,father,Patrilineal and neolocal,.,1,Patrilineal and patrilocal,39,,,2,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20320326,MORE MOVED IN,15000,5000,30,islam,,100,christian,4900,,,chewa,,4380,yao,500,tumbuka,100,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),4950,,,50,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20401327,MORE MOVED OUT,1654,380,0,christian,,380,,,,,chewa,,378,lomwe,1,ngoni,1,father,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),360,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20401328,MORE MOVED OUT,1547,396,0,christian,,396,,,,,chewa,,396,,,,,father,Matrilineal and patrilocal (chitengwa),,300,,,,,7,farming,,Flat,1/2,ALMOST NONE,ALMOST NONE,ALMOST ALL
20401329,MORE MOVED OUT,1069,625,0,christian,,625,,,,,chewa,,625,,,,,father,Matrilineal and patrilocal (chitengwa),.,625,,,,,11,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20402330,MORE MOVED IN,1369,614,0,christian,,614,,,,,chewa,,614,,,,,father,Matrilineal and patrilocal (chitengwa),.,614,,,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20402331,MORE MOVED IN,2605,764,0,christian,,764,,,,,chewa,,700,ngoni,64,,,father,Matrilineal and patrilocal (chitengwa),.,764,,,,,28,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20402332,MORE MOVED OUT,1332,302,0,christian,,302,,,,,chewa,,302,,,,,father,Matrilineal and patrilocal (chitengwa),,302,,,,,11,farming,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
20402333,MORE MOVED IN,4500,244,0,traditional,,1,christian,243,,,chewa,,244,,,,,father,Patrilineal and neolocal,.,7,Patrilineal and patrilocal,237,,,9,farming,,Flat,1/4,1/4,1/4,3/4
20402334,MORE MOVED IN,625,152,0,christian,,152,,,,,chewa,,100,tumbuka,32,ngoni,20,father,Matrilineal and patrilocal (chitengwa),.,625,,,,,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20403335,MORE MOVED IN,2096,649,0,christian,,649,,,,,chewa,,649,,,,,father,Matrilineal and patrilocal (chitengwa),.,649,,,,,49,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20403336,MORE MOVED OUT,1046,635,0,christian,,635,,,,,chewa,,635,,,,,father,Matrilineal and patrilocal (chitengwa),,635,,,,,9,farming,,Flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST NONE
20403337,MORE MOVED IN,2978,953,4,christian,,953,,,,,chewa,,953,,,,,father,Matrilineal and patrilocal (chitengwa),.,953,,,,,19,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20403338,MORE MOVED IN,1245,541,0,christian,,541,,,,,chewa,,200,ngoni,341,,,father,Matrilineal and patrilocal (chitengwa),.,541,,,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20404339,MORE MOVED OUT,988,250,0,christian,,250,,,,,chewa,,250,,,,,father,Matrilineal and patrilocal (chitengwa),.,250,,,,,31,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20404340,MORE MOVED IN,1593,394,1,christian,,394,,,,,chewa,,394,,,,,mother,Matrilineal and patrilocal (chitengwa),,394,,,,,13,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20404341,MORE MOVED IN,2674,649,0,christian,,649,,,,,chewa,,649,,,,,father,Matrilineal and patrilocal (chitengwa),.,649,,,,,28,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20404342,MORE MOVED OUT,5700,2500,17,christian,,2500,,,,,chewa,,2500,,,,,father,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),1500,,,40,farming,,Slightly sloping,ALMOST NONE,1/4,1/4,ALMOST ALL
20405343,MORE MOVED OUT,811,395,0,christian,,395,,,,,chewa,,200,ngoni,195,,,father,Matrilineal and patrilocal (chitengwa),.,395,,,,,17,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20405344,MORE MOVED OUT,1123,529,0,traditional,,29,christian,500,,,chewa,,529,,,,,father,Matrilineal and patrilocal (chitengwa),,500,,,,,22,farming,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
20405345,MORE MOVED OUT,300,57,0,traditional,,15,christian,42,,,chewa,,57,,,,,father,Patrilineal and neolocal,.,1,Patrilineal and patrilocal,56,,,2,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20406346,MORE MOVED IN,1794,514,0,islam,,2,christian,512,,,chewa,,300,ngoni,214,,,father,Matrilineal and patrilocal (chitengwa),.,514,,,,,15,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/2,ALMOST ALL
20406347,MORE MOVED IN,1379,576,0,christian,,576,,,,,chewa,,576,,,,,father,Matrilineal and patrilocal (chitengwa),.,576,,,,,17,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20406348,MORE MOVED IN,2100,579,2,christian,,579,,,,,chewa,,579,,,,,father,Matrilineal and patrilocal (chitengwa),,579,,,,,7,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20407349,MORE MOVED OUT,2096,873,0,christian,,873,,,,,chewa,,373,ngoni,500,,,father,Matrilineal and patrilocal (chitengwa),.,873,,,,,28,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20421350,MORE MOVED IN,3011,675,4,christian,,675,,,,,chewa,,675,,,,,father,Matrilineal and patrilocal (chitengwa),.,675,,,,,0,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20501351,MORE MOVED IN,3000,500,5,islam,,400,christian,100,,,chewa,,120,yao,380,,,mother,Matrilineal and matrilocal (chikamwini),,150,Matrilineal and patrilocal (chitengwa),350,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20501352,MORE MOVED IN,2400,330,0,traditional,,27,islam,17,christian,286,chewa,,330,,,,,both,Matrilineal and neolocal,.,330,,,,,8,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20501353,MORE MOVED IN,1500,200,5,islam,,100,christian,100,,,chewa,,180,yao,20,,,mother,Matrilineal and matrilocal (chikamwini),,180,Matrilineal and patrilocal (chitengwa),20,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20502354,MORE MOVED IN,9780,830,7,traditional,,488,islam,27,christian,461,chewa,,976,,,,,both,Matrilineal and matrilocal (chikamwini),.,488,Matrilineal and patrilocal (chitengwa),488,,,76,farming,,Flat,ALMOST NONE,1/4,1/4,ALMOST ALL
20502355,MORE MOVED IN,1200,210,0,islam,,210,,,,,chewa,,50,yao,160,,,mother,Matrilineal and matrilocal (chikamwini),,50,Matrilineal and patrilocal (chitengwa),160,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20502356,MORE MOVED IN,3200,495,10,traditional,,100,islam,42,christian,353,chewa,,495,,,,,both,Patrilineal and neolocal,.,495,,,,,5,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20502357,MORE MOVED IN,170,52,2,christian,,46,none,6,,,chewa,,52,,,,,mother,Matrilineal and matrilocal (chikamwini),,22,Matrilineal and patrilocal (chitengwa),30,,,2,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
20503358,MORE MOVED IN,4230,410,0,traditional,,100,islam,130,christian,180,chewa,,380,yao,30,,,mother,Matrilineal and matrilocal (chikamwini),.,410,,,,,15,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
20504359,MORE MOVED IN,3500,850,1,islam,,150,christian,550,none,150,chewa,,700,yao,150,,,mother,Matrilineal and matrilocal (chikamwini),,550,Matrilineal and patrilocal (chitengwa),300,,,50,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20504360,MORE MOVED IN,4020,334,1,traditional,RASTAFARIANISM,50,islam,30,christian,250,chewa,,334,,,,,both,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),234,,,10,farming,,Both flat &amp; hilly,ALMOST NONE,1/2,1/4,3/4
20505361,MORE MOVED IN,768,168,1,islam,,100,christian,68,,,chewa,,160,yao,6,tumbuka,2,mother,Matrilineal and matrilocal (chikamwini),,138,Matrilineal and patrilocal (chitengwa),30,,,0,farming,,Flat,3/4,ALMOST NONE,1/4,3/4
20505362,MORE MOVED IN,3476,604,5,traditional,,74,islam,300,christian,230,chewa,,500,yao,104,,,both,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),404,,,23,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20505363,ABOUT THE SAME OF BOTH,8000,500,4,traditional,,25,islam,70,christian,405,chewa,,495,lomwe,5,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),200,,,10,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20506364,MORE MOVED IN,7020,755,0,traditional,,15,islam,440,christian,300,chewa,,730,yao,10,tonga,15,mother,Matrilineal and matrilocal (chikamwini),.,755,,,,,5,PLANNED HOUSING,,Flat,ALMOST ALL,ALMOST NONE,ALMOST NONE,3/4
20507365,MORE MOVED IN,70000,14000,160,islam,,2000,christian,12000,,,chewa,,13000,yao,750,tumbuka,250,mother,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),13000,,,2000,farming,,Flat,ALMOST NONE,1/4,ALMOST NONE,3/4
20507366,MORE MOVED IN,9720,715,1,traditional,,60,islam,300,christian,500,chewa,,700,yao,15,,,both,Matrilineal and matrilocal (chikamwini),.,360,Matrilineal and patrilocal (chitengwa),354,,,30,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20507367,MORE MOVED IN,3400,1700,0,traditional,,700,christian,1000,,,chewa,,1700,,,,,both,Matrilineal and matrilocal (chikamwini),,70,Matrilineal and patrilocal (chitengwa),1630,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20507368,MORE MOVED IN,2020,161,0,traditional,,30,islam,7,christian,124,chewa,,161,,,,,both,Matrilineal and matrilocal (chikamwini),.,61,Matrilineal and patrilocal (chitengwa),100,,,17,farming,,Slightly sloping,1/4,ALMOST NONE,1/2,ALMOST ALL
20507369,MORE MOVED IN,1500,230,1,islam,,230,,,,,yao,,230,,,,,mother,Matrilineal and matrilocal (chikamwini),,100,Matrilineal and patrilocal (chitengwa),130,,,50,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20508370,MORE MOVED OUT,1470,254,0,traditional,,40,islam,4,christian,156,chewa,,254,,,,,both,Matrilineal and matrilocal (chikamwini),.,156,Matrilineal and patrilocal (chitengwa),44,,,25,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20509371,MORE MOVED IN,860,200,10,islam,,180,christian,20,,,chewa,,50,yao,150,,,mother,Matrilineal and matrilocal (chikamwini),,160,Matrilineal and patrilocal (chitengwa),40,,,150,SQUATTER SETTLEMENT,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20520372,MORE MOVED IN,1500,220,3,islam,,120,christian,100,,,chewa,,170,yao,50,,,mother,Matrilineal and matrilocal (chikamwini),,80,Matrilineal and patrilocal (chitengwa),140,,,8,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20520373,MORE MOVED IN,2555,365,0,islam,,265,christian,100,,,chewa,,360,yao,5,,,both,Matrilineal and matrilocal (chikamwini),.,183,Matrilineal and patrilocal (chitengwa),182,,,0,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20521374,NEITHER ARRIVALS NOR DEPARTURES,2310,330,1,islam,,260,christian,70,,,chewa,,330,,,,,both,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),130,,,30,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20601375,MORE MOVED IN,600,150,1,christian,,150,,,,,chewa,,150,,,,,mother,Matrilineal and matrilocal (chikamwini),,100,Matrilineal and patrilocal (chitengwa),50,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20601376,ABOUT THE SAME OF BOTH,1344,224,2,islam,,2,christian,222,,,chewa,,222,yao,2,,,mother,Matrilineal and matrilocal (chikamwini),.,112,Matrilineal and patrilocal (chitengwa),112,,,3,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20601377,MORE MOVED IN,5000,362,0,christian,,362,,,,,chewa,,362,,,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),162,,,15,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20602378,MORE MOVED IN,6840,684,6,traditional,,300,christian,384,,,chewa,,684,,,,,mother,Matrilineal and matrilocal (chikamwini),.,340,Matrilineal and patrilocal (chitengwa),344,,,26,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL
20602379,MORE MOVED IN,2130,435,25,traditional,,285,christian,150,,,chewa,,435,,,,,mother,Matrilineal and matrilocal (chikamwini),.,10,Matrilineal and patrilocal (chitengwa),425,,,19,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20602380,MORE MOVED IN,8969,1267,0,traditional,,200,islam,3,christian,1064,chewa,,1267,,,,,mother,Matrilineal and neolocal,.,1269,,,,,50,farming,,Flat,ALMOST NONE,1/2,1/4,3/4
20602381,ABOUT THE SAME OF BOTH,3600,240,0,traditional,,20,islam,2,christian,218,chewa,,203,yao,2,tumbuka,10,mother,Matrilineal and matrilocal (chikamwini),,40,Matrilineal and patrilocal (chitengwa),200,,,25,farming,,Flat,3/4,ALMOST NONE,ALMOST NONE,3/4
20603382,MORE MOVED IN,6359,1150,0,traditional,,100,islam,20,christian,1030,chewa,,1150,,,,,both,Matrilineal and neolocal,.,575,Patrilineal and neolocal,575,,,30,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,3/4
20603383,MORE MOVED OUT,300,54,1,christian,,54,,,,,chewa,,54,,,,,mother,Matrilineal and matrilocal (chikamwini),.,27,Matrilineal and patrilocal (chitengwa),27,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20603384,MORE MOVED IN,4050,810,8,traditional,,400,islam,110,christian,300,chewa,,700,yao,110,,,mother,Matrilineal and matrilocal (chikamwini),.,310,Matrilineal and patrilocal (chitengwa),500,,,89,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20603385,MORE MOVED IN,2000,400,0,islam,,2,christian,398,,,chewa,,398,yao,2,,,mother,Matrilineal and matrilocal (chikamwini),,350,Matrilineal and patrilocal (chitengwa),50,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20603386,MORE MOVED IN,2758,383,0,traditional,,283,christian,100,,,chewa,,383,,,,,both,Matrilineal and matrilocal (chikamwini),.,40,Matrilineal and patrilocal (chitengwa),343,,,183,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20603387,MORE MOVED IN,2700,800,3,christian,,600,none,200,,,chewa,,800,,,,,mother,Matrilineal and matrilocal (chikamwini),,150,Matrilineal and patrilocal (chitengwa),650,,,200,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20603388,MORE MOVED IN,3960,414,6,traditional,,114,islam,100,christian,200,chewa,,314,yao,100,,,both,Matrilineal and matrilocal (chikamwini),.,150,Matrilineal and patrilocal (chitengwa),264,,,23,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20604389,MORE MOVED OUT,300,92,0,traditional,,70,christian,22,,,chewa,,92,,,,,mother,Matrilineal and matrilocal (chikamwini),,92,,,,,5,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20604390,MORE MOVED IN,2100,309,0,christian,,309,,,,,chewa,,309,,,,,mother,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),2040,,,0,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,3/4,ALMOST ALL
20604391,MORE MOVED IN,800,245,2,islam,,5,christian,240,,,chewa,,245,,,,,mother,Matrilineal and matrilocal (chikamwini),.,205,Matrilineal and patrilocal (chitengwa),40,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20605392,MORE MOVED IN,4045,435,0,traditional,,100,christian,335,,,chewa,,435,,,,,mother,Matrilineal and neolocal,.,435,,,,,23,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20606393,MORE MOVED IN,3000,285,15,traditional,,5,islam,80,christian,200,chewa,,145,yao,80,tumbuka,40,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),2800,,,150,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20606394,MORE MOVED IN,4900,700,17,traditional,,200,christian,500,,,chewa,,700,,,,,both,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),400,,,200,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20606395,MORE MOVED OUT,1632,340,1,islam,,20,christian,320,,,chewa,,323,yao,10,tumbuka,5,mother,Matrilineal and matrilocal (chikamwini),.,11,Matrilineal and patrilocal (chitengwa),329,,,30,farming,,Flat,ALMOST NONE,1/4,ALMOST NONE,3/4
20607396,ABOUT THE SAME OF BOTH,5184,864,8,traditional,,400,christian,464,,,chewa,,864,,,,,both,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),564,,,50,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20607397,MORE MOVED IN,700,127,0,christian,,127,,,,,chewa,,127,,,,,mother,Matrilineal and matrilocal (chikamwini),,57,Matrilineal and patrilocal (chitengwa),70,,,33,farming,,Steeply sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20608398,MORE MOVED IN,3100,219,0,traditional,,75,christian,144,,,chewa,,219,,,,,both,Matrilineal and matrilocal (chikamwini),.,19,Matrilineal and patrilocal (chitengwa),200,,,13,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20609399,MORE MOVED IN,420,95,0,christian,,90,none,5,,,chewa,,95,,,,,mother,Matrilineal and matrilocal (chikamwini),,10,Matrilineal and patrilocal (chitengwa),85,,,9,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20610400,MORE MOVED IN,6800,750,8,traditional,RASTAFARIANISM,375,christian,365,OTHER RELIGION,10,chewa,,750,,,,,mother,Matrilineal and matrilocal (chikamwini),.,750,,,,,200,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20610401,MORE MOVED IN,520,129,0,traditional,,50,christian,79,,,chewa,,129,,,,,mother,Matrilineal and matrilocal (chikamwini),,69,Matrilineal and patrilocal (chitengwa),60,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20611402,MORE MOVED IN,2806,358,7,islam,RASTAFARIANISM,110,christian,230,OTHER RELIGION,18,chewa,,333,yao,10,tumbuka,15,both,Matrilineal and neolocal,.,358,,,,,3,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20612403,MORE MOVED OUT,1500,150,2,traditional,,9,christian,141,,,chewa,,150,,,,,both,Matrilineal and matrilocal (chikamwini),.,75,Matrilineal and patrilocal (chitengwa),75,,,8,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20613404,MORE MOVED IN,4380,435,0,traditional,,104,islam,6,christian,325,chewa,,430,tumbuka,5,,,mother,Matrilineal and neolocal,.,435,,,,,15,INDUSTRY or MANUFACTURE,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20614405,MORE MOVED OUT,2700,379,0,traditional,,280,islam,19,christian,80,chewa,,360,yao,19,,,both,Matrilineal and matrilocal (chikamwini),,190,Matrilineal and patrilocal (chitengwa),189,,,85,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20614406,ABOUT THE SAME OF BOTH,4007,809,15,traditional,,309,christian,500,,,chewa,,809,,,,,mother,Matrilineal and matrilocal (chikamwini),.,200,Matrilineal and patrilocal (chitengwa),609,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20615407,MORE MOVED IN,220,46,0,christian,,46,,,,,chewa,,46,,,,,mother,Matrilineal and matrilocal (chikamwini),,1,Matrilineal and patrilocal (chitengwa),45,,,5,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL
20615408,MORE MOVED OUT,1700,206,6,traditional,,50,islam,20,christian,86,chewa,,186,yao,20,,,mother,Matrilineal and matrilocal (chikamwini),.,10,Matrilineal and patrilocal (chitengwa),196,,,12,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20615409,MORE MOVED IN,3000,448,150,traditional,,140,christian,258,none,50,chewa,,448,,,,,mother,Matrilineal and matrilocal (chikamwini),,30,Matrilineal and patrilocal (chitengwa),418,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20615410,MORE MOVED IN,6498,833,19,traditional,,40,islam,81,christian,712,chewa,,752,yao,81,,,mother,Matrilineal and matrilocal (chikamwini),.,33,Matrilineal and patrilocal (chitengwa),800,,,18,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20701411,MORE MOVED IN,2125,425,3,christian,,425,,,,,chewa,,125,ngoni,300,,,father,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),375,,,12,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20701412,NEITHER ARRIVALS NOR DEPARTURES,4058,510,4,christian,,510,,,,,chewa,,510,,,,,father,Matrilineal and patrilocal (chitengwa),,510,,,,,13,farming,,Flat,ALMOST NONE,ALMOST ALL,1/4,3/4
20702413,MORE MOVED IN,2025,515,5,traditional,,100,islam,15,christian,400,chewa,,515,,,,,mother,Matrilineal and matrilocal (chikamwini),.,225,Matrilineal and patrilocal (chitengwa),280,,,20,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20702414,MORE MOVED IN,2772,603,0,traditional,,200,islam,5,christian,372,chewa,,595,yao,6,lomwe,2,mother,Matrilineal and matrilocal (chikamwini),.,230,Matrilineal and patrilocal (chitengwa),373,,,35,farming,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
20702415,ABOUT THE SAME OF BOTH,3000,400,3,traditional,,50,islam,50,christian,300,chewa,,400,,,,,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),300,,,10,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20702416,NEITHER ARRIVALS NOR DEPARTURES,1792,381,1,traditional,,201,christian,180,,,chewa,,381,,,,,mother,Matrilineal and matrilocal (chikamwini),,151,Matrilineal and patrilocal (chitengwa),230,,,12,farming,,Flat,3/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
