hhID,grappe,adm1,adm2,lat,long,fieldID,plotNbr,plotID,cropID,plot_area_reported_localUnit,planting_month,localUnit_area,plot_area_reported_ha,crop,planting_year,harvesting_month,harvesting_year,plot_area_measured_ha,crop_area_share,dataset_doi,GPS_level,source,country
12113,121,tahoua,illéla,14.320959359,5.45399616561,2,1,4,1,25000,5,square meters,2.5,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12113,121,tahoua,illéla,14.320959359,5.45399616561,2,1,5,2,25000,5,square meters,2.5,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12113,121,tahoua,illéla,14.320959359,5.45399616561,2,1,6,8,25000,5,square meters,2.5,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12113,121,tahoua,illéla,14.320959359,5.45399616561,3,1,7,1,25000,5,square meters,2.5,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12113,121,tahoua,illéla,14.320959359,5.45399616561,3,1,8,2,25000,5,square meters,2.5,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12113,121,tahoua,illéla,14.320959359,5.45399616561,3,1,9,8,25000,5,square meters,2.5,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12114,121,tahoua,illéla,14.320959359,5.45399616561,1,1,1,1,1206,5,square meters,0.1206,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12114,121,tahoua,illéla,14.320959359,5.45399616561,1,1,2,2,1206,5,square meters,0.1206,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12114,121,tahoua,illéla,14.320959359,5.45399616561,1,1,3,8,1206,5,square meters,0.1206,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12114,121,tahoua,illéla,14.320959359,5.45399616561,1,1,4,10,1206,5,square meters,0.1206,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12115,121,tahoua,illéla,14.320959359,5.45399616561,1,1,1,1,1271,5,square meters,0.1271,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12115,121,tahoua,illéla,14.320959359,5.45399616561,1,1,2,2,1271,5,square meters,0.1271,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12115,121,tahoua,illéla,14.320959359,5.45399616561,1,1,3,8,1271,5,square meters,0.1271,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12115,121,tahoua,illéla,14.320959359,5.45399616561,1,1,4,10,1271,5,square meters,0.1271,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,1,1,1,1,20000,5,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,1,1,2,8,20000,5,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,1,1,3,2,20000,5,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,1,1,4,10,20000,5,square meters,2,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,2,1,5,1,20000,5,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,2,1,6,8,20000,5,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,2,1,7,2,20000,5,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12116,121,tahoua,illéla,14.320959359,5.45399616561,2,1,8,10,20000,5,square meters,2,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,1,1,1,1,819,5,square meters,0.0819,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,1,1,2,2,819,5,square meters,0.0819,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,1,1,3,8,819,5,square meters,0.0819,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,1,1,4,10,819,5,square meters,0.0819,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,2,1,5,1,576,5,square meters,0.0576,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,2,1,6,2,576,5,square meters,0.0576,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12117,121,tahoua,illéla,14.320959359,5.45399616561,2,1,7,8,576,5,square meters,0.0576,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,1,1,1,1,59000,5,square meters,5.9,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,1,1,2,2,59000,5,square meters,5.9,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,1,1,3,8,59000,5,square meters,5.9,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,1,1,4,10,59000,5,square meters,5.9,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,2,1,5,1,30000,5,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,2,1,6,8,30000,5,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,3,1,7,2,20000,5,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12118,121,tahoua,illéla,14.320959359,5.45399616561,3,1,8,10,20000,5,square meters,2,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12201,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12201,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,30000,6,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12201,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12201,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,2,20000,6,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12202,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12202,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,30000,6,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12202,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,1,6697,6,square meters,0.6697,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12202,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,2,6697,6,square meters,0.6697,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12203,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,5,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12203,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,30000,5,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12203,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,10,10000,6,square meters,1,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12204,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,12576,6,square meters,1.2576,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12204,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,8,12576,6,square meters,1.2576,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12204,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12204,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,8,30000,6,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,30000,6,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,1,1,3,8,30000,6,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,2,1,5,2,30000,6,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,3,1,6,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12205,122,tahoua,illéla,14.205067135,5.25741162912,3,1,7,2,20000,6,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12206,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12206,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,20000,6,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12206,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12206,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,2,20000,6,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12207,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,10000,6,square meters,1,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12207,122,tahoua,illéla,14.205067135,5.25741162912,2,1,2,2,19800,6,square meters,1.98,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12207,122,tahoua,illéla,14.205067135,5.25741162912,3,1,3,2,5000,6,square meters,0.5,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12208,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,15000,6,square meters,1.5,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12208,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,8,15000,6,square meters,1.5,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12209,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12209,122,tahoua,illéla,14.205067135,5.25741162912,2,1,2,1,10000,6,square meters,1,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12209,122,tahoua,illéla,14.205067135,5.25741162912,3,1,3,10,5000,6,square meters,0.5,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12210,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,5832,6,square meters,0.5832,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12210,122,tahoua,illéla,14.205067135,5.25741162912,2,1,2,2,7962,6,square meters,0.7962,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12211,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12211,122,tahoua,illéla,14.205067135,5.25741162912,2,1,2,1,10000,6,square meters,1,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12212,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,24778,6,square meters,2.4778,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,24778,6,square meters,2.4778,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,2,1,3,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,8,30000,6,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,3,1,5,1,10000,5,square meters,1,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12214,122,tahoua,illéla,14.205067135,5.25741162912,3,1,6,8,10000,5,square meters,1,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12215,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,27231,5,square meters,2.7231,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12215,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,27231,5,square meters,2.7231,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12215,122,tahoua,illéla,14.205067135,5.25741162912,1,1,3,8,27231,5,square meters,2.7231,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12215,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,3,341,5,square meters,0.0341,Rice,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,45000,5,square meters,4.5,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,45000,5,square meters,4.5,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,1,1,3,8,45000,5,square meters,4.5,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,1,2,4,10,5000,5,square meters,0.5,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,2,1,5,1,30000,5,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,2,1,6,8,30000,5,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,3,1,7,2,10000,5,square meters,1,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,3,1,8,8,10000,5,square meters,1,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,4,1,9,1,20000,5,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,4,1,10,8,20000,5,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,5,1,11,1,26218,5,square meters,2.6218,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,5,1,12,8,26218,5,square meters,2.6218,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12216,122,tahoua,illéla,14.205067135,5.25741162912,5,1,13,2,26218,5,square meters,2.6218,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,40000,5,square meters,4,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,2,40000,5,square meters,4,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,1,1,3,8,40000,5,square meters,4,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,2,1,4,1,30000,5,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,2,1,5,2,30000,5,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12217,122,tahoua,illéla,14.205067135,5.25741162912,2,1,6,8,30000,5,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12218,122,tahoua,illéla,14.205067135,5.25741162912,1,1,1,1,30000,5,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12218,122,tahoua,illéla,14.205067135,5.25741162912,1,1,2,8,30000,5,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,1,1,1,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,1,1,2,2,20000,6,square meters,2,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,1,1,3,8,20000,6,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,2,1,4,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,2,1,5,8,30000,6,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,3,1,6,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,3,1,7,8,30000,6,square meters,3,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,4,1,8,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12301,123,tahoua,keita,14.5484166493,5.51520713561,4,1,9,8,20000,6,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12302,123,tahoua,keita,14.5484166493,5.51520713561,1,1,1,1,1418,6,square meters,0.1418,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12302,123,tahoua,keita,14.5484166493,5.51520713561,1,1,2,2,1418,6,square meters,0.1418,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12302,123,tahoua,keita,14.5484166493,5.51520713561,1,1,3,8,1418,6,square meters,0.1418,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12303,123,tahoua,keita,14.5484166493,5.51520713561,1,1,1,1,20000,6,square meters,2,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12303,123,tahoua,keita,14.5484166493,5.51520713561,1,1,2,8,20000,6,square meters,2,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12303,123,tahoua,keita,14.5484166493,5.51520713561,2,1,3,1,30000,6,square meters,3,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
12303,123,tahoua,keita,14.5484166493,5.51520713561,2,1,4,2,30000,6,square meters,3,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
