hhID,crop,planting_month,planting_year,plotID,harvest_month_begin,harvest_month_end,harvest_year_begin,harvest_year_end,plot_area_reported_localUnit,localUnit_area,plot_area_reported_ha,season,harvest_month,harvest_year,adm4,fieldID,dataset_name,country,dataset_doi
6603,boloke,9,2005,1_2,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6603,berbere,11,2005,1_3,3,4,2006,2006,0.2,3,0.05,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,berbere,10,2005,1_2,3,3,2006,2006,0.3,3,0.075,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,bokolo,9,2005,1_3,1,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,duba,9,2005,1_3,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,suf,9,2005,1_3,5,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,mashila,9,2005,1_4,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,bokolo,9,2005,1_5,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,berbere,11,2005,1_6,3,3,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,shenkora,NA,NA,1_7,89,NA,NA,NA,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6604,muz,NA,NA,1_8,6,6,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6605,bokolo,9,2005,1_2,1,1,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6605,mashila,9,2005,2_1,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6605,lewuz,9,2005,2_2,2,2,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6605,selit,9,2005,2_2,2,2,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6605,dagusa,9,2005,2_2,3,3,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,bokolo,9,2005,1_2,3,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,boloke,9,2005,1_2,3,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,mashila,10,2005,1_3,4,4,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,bokolo,9,2005,1_4,3,4,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,boloke,9,2005,1_4,3,4,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,lewuz,9,2005,2_1,2,2,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,selit,9,2005,2_1,3,3,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,suf,9,2005,2_1,3,3,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,mango,NA,NA,2_1,6,9,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6606,berbere,10,2005,2_2,4,4,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,bokolo,9,2005,1_2,2,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,duba,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,boloke,9,2005,1_2,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,lewiz,9,2005,1_3,3,3,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,selit,9,2005,1_3,3,3,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,mango,NA,NA,1_4,7,8,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,berbere,9,2005,1_5,4,4,2006,2006,0.3,3,0.075,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,bokolo,9,2005,2_1,3,3,2006,2006,1.5,1,1.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,muz,NA,NA,2_2,6,7,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,mashila,9,2005,2_3,3,3,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,dagusa,9,2005,3_1,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6608,berbere,9,2005,3_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6609,bokolo,10,2005,1_2,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6609,lewuz,10,2005,2_1,3,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6609,mango,10,2003,2_1,7,9,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6609,dagusa,10,2005,3_1,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6609,lewuz,10,2005,4_1,2,3,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6610,bokolo,9,2005,1_2,3,3,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6610,bokolo2,9,2005,1_3,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6610,bokolo,9,2005,1_4,3,3,2006,2006,6,3,1.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6610,bokolo eshete,9,2005,1_5,2,2,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,bokolo,9,2005,1_3,4,5,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,dubba,9,2005,1_3,3,3,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,mashila,9,2005,2_1,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,bokolo,9,2005,3_1,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,boloke,9,2005,3_1,3,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6611,loze,9,2005,3_2,2,2,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6612,mashila,9,2005,2_1,5,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6612,loze,9,2005,3_1,2,2,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,dubba,9,2005,1_2,2,3,2006,2006,4,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,bokolo,9,2005,1_3,1,2,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,bokolo,9,2005,2_1,3,4,2006,2006,1.5,1,1.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,boloke,9,2005,2_1,1,2,2006,2006,1.5,1,1.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,chate,10,9999,2_2,1,2,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6701,barbare,10,2004,2_2,1,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,bokolo,9,2005,1_2,3,4,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,akuriater,9,2005,1_2,2,2,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,duba,9,2005,1_2,3,5,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,chat,10,2005,1_2,89,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,boloke,9,2005,1_4,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,sikuwaridinich,11,2005,1_5,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,lewuz,9,2005,1_6,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,mashila,9,2005,1_7,4,5,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,bokolo,9,2005,1_8,3,4,2006,2006,0.75,3,0.1875,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6702,mashila,9,2005,1_9,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,bokolo,9,2005,1_2,2,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,duba,9,2005,1_2,4,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,bokolo,9,2005,1_3,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,chat,NA,NA,1_4,89,NA,NA,NA,0.3,3,0.075,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,selit,9,2005,1_5,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,bokolo,9,2005,2_1,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6703,duba,9,2005,2_1,3,3,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,mashila,9,2005,1_2,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,chate,10,2005,1_3,89,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,sukar diniche,9,2005,1_4,4,5,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,bokolo,9,2005,1_5,4,4,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,dubba,9,2005,1_5,3,4,2006,2006,4,3,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6704,sukar diniche,9,2005,1_6,3,5,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,bokolo,9,2005,1_2,1,1,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,boloke,9,2005,1_2,1,1,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,barbare,10,2005,1_3,1,4,2006,2006,1,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,goman,10,2005,1_3,1,1,2006,2006,1,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,boloke,9,2005,1_4,1,1,2006,2006,1,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,dubba,9,2005,1_5,4,4,2006,2006,1,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,bokolo,9,2005,2_1,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,boloke,9,2005,2_1,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,talba,9,2005,5_1,4,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,salite,9,2005,5_1,4,5,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,nuge,9,2005,5_2,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6705,salite,9,2005,5_2,4,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,bokolo,9,2005,1_2,3,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,duba,9,2005,1_2,3,5,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,sikur dinich,11,2005,1_3,6,6,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,mashila,9,2005,1_4,5,5,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,chat,NA,NA,1_5,89,NA,NA,NA,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,bokolo,9,2005,1_7,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,boloke,9,2005,1_7,4,4,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,bokolo,9,2005,3_1,4,4,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6706,duba,9,2005,3_1,4,4,2006,2006,1,1,1,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,sikuwardinich,11,2005,1_2,3,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,bokolo,9,2005,1_3,2,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,chat,10,2005,1_3,89,NA,NA,NA,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,duba,9,2005,1_3,2,5,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,boloke,9,2005,1_3,2,2,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,bokolo,9,2005,1_5,3,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,boloke,9,2005,1_5,3,3,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,duba,9,2005,1_5,3,3,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,berbere,10,2005,1_6,3,3,2006,2006,0.25,3,0.0625,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,lewuz,9,2005,1_7,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,mashila,9,2005,1_8,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,bokolo,9,2005,2_1,3,5,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6707,duba,9,2005,2_1,3,5,2006,2006,1.5,3,0.375,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,kimam,10,2004,1_3,3,3,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,bokolo,9,2005,1_4,3,4,2006,2006,3,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,nach shunkurt,10,2005,1_5,2,2,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,barbare,9,2005,1_5,4,4,2006,2006,2,4,NA,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,bokolo,9,2005,1_6,4,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,dubba,9,2005,1_6,3,4,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6708,bokolo,9,2005,3_1,4,5,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,bokolo,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,duba,9,2005,1_2,4,4,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,teff,11,2005,2_1,4,4,2006,2006,0.5,1,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,bokolo,9,2005,2_2,4,4,2006,2006,2,1,2,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,boloke,9,2005,2_2,3,3,2006,2006,2,1,2,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,shenkora,NA,NA,2_3,3,8,2006,2006,0.3,3,0.075,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,buna,NA,NA,2_4,7,8,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,mango,NA,NA,2_5,8,9,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6709,gesh,NA,NA,2_6,89,NA,NA,NA,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,bokolo,9,2005,1_2,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,duba,9,2005,1_2,3,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,lewuz,9,2005,1_3,2,3,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,selit,9,2005,1_4,3,3,2006,2006,1,3,0.25,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,sikuwardinich,11,2005,1_5,4,6,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,mashila,11,2005,1_6,4,4,2006,2006,2,3,0.5,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,bokolo,9,2005,2_1,3,3,2006,2006,8,3,2,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6710,duba,9,2005,2_1,3,5,2006,2006,8,3,2,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6711,bokolo,9,2005,1_2,12,3,2005,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6711,boloke,9,2005,1_2,12,3,2005,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6711,duba,9,2005,1_2,2,5,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6711,sikuwardinich,11,2005,2_1,2,6,2006,2006,0.5,3,0.125,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
6711,mashila,9,2005,2_2,4,5,2006,2006,3,3,0.75,NA,NA,NA,NA,NA,ETH_2013_LASER_v02_M ,Ethiopia,https://doi.org/10.48529/9pwg-as66
