ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc04a_oth,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc05a_oth,com_cc06,com_cc07a,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc07a_oth,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
20303289,MORE MOVED IN,2905,194,1,TRADITIONAL,10,CHRISTIAN,184,,,,CHEWA,194,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),164,,,,3,FARMING,,Both flat &amp; hilly,1/2,ALMOST NONE,1/4,3/4
20303290,MORE MOVED IN,3000,264,0,TRADITIONAL,20,CHRISTIAN,244,,,,CHEWA,264,,,,,,MOTHER,Matrilineal and patrilocal (chitengwa),229,,,,,,5,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20303292,MORE MOVED IN,1109,290,0,TRADITIONAL,50,ISLAM,2,CHRISTIAN,238,,CHEWA,290,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),270,,,,50,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20304293,MORE MOVED OUT,510,136,0,CHRISTIAN,70,NONE,66,,,,CHEWA,136,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),6,Matrilineal and patrilocal (chitengwa),130,,,,13,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20304294,ABOUT THE SAME OF BOTH,852,198,0,TRADITIONAL,66,ISLAM,1,CHRISTIAN,131,,CHEWA,198,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),99,Matrilineal and patrilocal (chitengwa),99,,,,17,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/2,ALMOST ALL
20305295,MORE MOVED IN,962,222,1,TRADITIONAL,100,ISLAM,45,CHRISTIAN,77,,CHEWA,222,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),22,Matrilineal and patrilocal (chitengwa),200,,,,70,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20305296,MORE MOVED IN,3500,1300,5,TRADITIONAL,60,CHRISTIAN,1240,,,,CHEWA,1300,,,,,,FATHER,Matrilineal and patrilocal (chitengwa),1200,,,,,,100,FARMING,,Flat,ALMOST NONE,1/4,1/4,1/2
20305297,MORE MOVED IN,800,202,0,TRADITIONAL,70,CHRISTIAN,132,,,,CHEWA,202,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),152,,,,0,FARMING,,Flat,1/4,3/4,1/4,3/4
20305298,MORE MOVED IN,1118,256,1,TRADITIONAL,35,CHRISTIAN,221,,,,CHEWA,256,,,,,,MOTHER,Matrilineal and patrilocal (chitengwa),15,,,,,,16,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20305299,MORE MOVED IN,609,243,4,TRADITIONAL,45,CHRISTIAN,198,,,,CHEWA,243,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),43,Matrilineal and patrilocal (chitengwa),200,,,,23,FARMING,,Moderately sloping,1/4,ALMOST NONE,1/4,3/4
20306300,MORE MOVED OUT,1138,290,0,TRADITIONAL,9,CHRISTIAN,281,,,,CHEWA,290,,,,,,MOTHER,Matrilineal and patrilocal (chitengwa),285,,,,,,10,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20307301,MORE MOVED OUT,735,160,0,TRADITIONAL,4,CHRISTIAN,156,,,,CHEWA,160,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),150,,,,5,FARMING,,Moderately sloping,1/4,1/4,1/4,3/4
20307302,NEITHER ARRIVALS NOR DEPARTURES,1195,241,1,TRADITIONAL,40,CHRISTIAN,201,,,,CHEWA,241,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),211,,,,45,FARMING,,Moderately sloping,ALMOST NONE,1/4,ALMOST NONE,3/4
20307303,MORE MOVED IN,3850,600,1,TRADITIONAL,25,CHRISTIAN,575,,,,CHEWA,600,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),580,,,,,,5,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20320304,MORE MOVED IN,2500,250,0,ISLAM,15,CHRISTIAN,235,,,,CHEWA,215,YAO,15,TUMBUKA,10,,BOTH,Matrilineal and matrilocal (chikamwini),25,Matrilineal and patrilocal (chitengwa),225,,,,5,SQUATTER SETTLEMENT,,Both flat &amp; hilly,ALMOST NONE,1/4,ALMOST NONE,3/4
20401305,MORE MOVED OUT,2758,394,2,ISLAM,2,CHRISTIAN,392,,,,CHEWA,394,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),5,Matrilineal and patrilocal (chitengwa),389,,,,7,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20401306,MORE MOVED IN,2425,485,0,TRADITIONAL,10,CHRISTIAN,475,,,,CHEWA,485,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),5,Matrilineal and patrilocal (chitengwa),480,,,,5,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20402307,MORE MOVED OUT,1562,367,0,TRADITIONAL,30,CHRISTIAN,337,,,,CHEWA,367,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),317,,,,68,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
20402308,MORE MOVED OUT,2704,506,0,TRADITIONAL,50,ISLAM,5,CHRISTIAN,451,,CHEWA,506,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),476,,,,108,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20402309,MORE MOVED OUT,8200,574,5,TRADITIONAL,74,CHRISTIAN,500,,,,CHEWA,574,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),474,,,,50,FARMING,,Flat,1/4,1/4,1/4,3/4
20402310,MORE MOVED OUT,3000,350,5,CHRISTIAN,350,,,,,,CHEWA,350,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),350,,,,,,15,FARMING,,Flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL
20402311,MORE MOVED IN,2530,370,25,ISLAM,170,CHRISTIAN,200,,,,CHEWA,150,YAO,100,TUMBUKA,70,,FATHER,Matrilineal and matrilocal (chikamwini),120,Matrilineal and patrilocal (chitengwa),250,,,,50,FARMING,,Steeply sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20403312,MORE MOVED IN,2150,264,2,ISLAM,20,CHRISTIAN,244,,,,CHEWA,233,YAO,20,TUMBUKA,10,,BOTH,Matrilineal and matrilocal (chikamwini),64,Matrilineal and patrilocal (chitengwa),200,,,,44,FARMING,,Flat,ALMOST NONE,3/4,1/4,3/4
20403313,MORE MOVED OUT,2532,582,2,TRADITIONAL,50,ISLAM,30,CHRISTIAN,502,,CHEWA,552,YAO,30,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),532,,,,100,SHOPS or TRADE,,Flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL
20404314,NEITHER ARRIVALS NOR DEPARTURES,2700,500,15,CHRISTIAN,500,,,,,,CHEWA,500,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),480,,,,10,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20404315,MORE MOVED OUT,1644,494,3,TRADITIONAL,30,CHRISTIAN,464,,,,CHEWA,464,YAO,30,,,,BOTH,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),294,,,,25,FARMING,,Steeply sloping,ALMOST NONE,1/4,ALMOST NONE,3/4
20404316,NEITHER ARRIVALS NOR DEPARTURES,3000,200,5,ISLAM,2,CHRISTIAN,193,NONE,5,,CHEWA,198,YAO,2,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),100,,,,8,FARMING,,Both flat &amp; hilly,3/4,1/4,ALMOST NONE,ALMOST NONE
20405317,MORE MOVED IN,1300,150,1,TRADITIONAL,30,CHRISTIAN,120,,,,CHEWA,150,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),150,,,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20405318,ABOUT THE SAME OF BOTH,4000,300,7,CHRISTIAN,300,,,,,,CHEWA,300,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),290,,,,7,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20405319,MORE MOVED OUT,12312,9781,3,TRADITIONAL,5931,CHRISTIAN,3850,,,,CHEWA,9781,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),781,Matrilineal and patrilocal (chitengwa),9000,,,,4131,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20405320,MORE MOVED IN,1984,348,1,TRADITIONAL,50,ISLAM,1,CHRISTIAN,290,,CHEWA,348,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),318,,,,30,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20406321,MORE MOVED OUT,3096,642,2,CHRISTIAN,642,,,,,,CHEWA,642,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),642,,,,,,25,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20406322,MORE MOVED IN,2368,296,5,TRADITIONAL,35,ISLAM,15,CHRISTIAN,246,,CHEWA,296,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),296,,,,,,20,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20406323,MORE MOVED IN,1620,270,1,CHRISTIAN,270,,,,,,CHEWA,270,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),7,Matrilineal and patrilocal (chitengwa),263,,,,10,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20407324,ABOUT THE SAME OF BOTH,1450,290,1,TRADITIONAL,20,CHRISTIAN,270,,,,CHEWA,290,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),2,Matrilineal and patrilocal (chitengwa),288,,,,5,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20421325,MORE MOVED IN,2300,290,2,ISLAM,75,CHRISTIAN,207,OTHER RELIGION,8,RASTAFARIANISM,CHEWA,210,YAO,40,TUMBUKA,30,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),270,,,,15,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20501326,MORE MOVED IN,3395,900,1,ISLAM,440,CHRISTIAN,440,NONE,20,,CHEWA,600,YAO,200,TUMBUKA,20,,MOTHER,Matrilineal and matrilocal (chikamwini),800,Matrilineal and patrilocal (chitengwa),800,,,,100,OTHER (SPECIFY),LODGE,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/2,3/4
20501327,MORE MOVED IN,2015,300,0,TRADITIONAL,50,ISLAM,90,CHRISTIAN,150,,CHEWA,257,YAO,30,TUMBUKA,13,,MOTHER,Matrilineal and matrilocal (chikamwini),250,Matrilineal and patrilocal (chitengwa),50,,,,30,FARMING,,Flat,1/4,1/4,1/4,3/4
20501328,MORE MOVED IN,9676,738,0,TRADITIONAL,70,ISLAM,248,CHRISTIAN,400,,CHEWA,700,YAO,38,,,,MOTHER,Matrilineal and neolocal,338,Matrilineal and matrilocal (chikamwini),140,Matrilineal and patrilocal (chitengwa),10,,3,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20502329,ABOUT THE SAME OF BOTH,2400,300,3,TRADITIONAL,77,ISLAM,15,CHRISTIAN,208,,CHEWA,300,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),200,,,,15,FARMING,,Flat,ALMOST NONE,1/2,1/4,3/4
20502330,MORE MOVED OUT,2080,225,0,TRADITIONAL,25,CHRISTIAN,175,NONE,25,,CHEWA,225,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),25,Matrilineal and patrilocal (chitengwa),175,,,,25,INDUSTRY or MANUFACTURE,,Flat,ALMOST NONE,1/4,1/4,3/4
20502331,MORE MOVED IN,2310,330,0,TRADITIONAL,90,ISLAM,33,CHRISTIAN,200,RASTAFARIANISM,CHEWA,279,YAO,30,TUMBUKA,20,,BOTH,Matrilineal and matrilocal (chikamwini),280,Matrilineal and patrilocal (chitengwa),50,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20502332,MORE MOVED IN,2500,469,0,TRADITIONAL,20,ISLAM,3,CHRISTIAN,431,,CHEWA,454,YAO,3,TUMBUKA,2,,MOTHER,Matrilineal and neolocal,20,Matrilineal and matrilocal (chikamwini),150,Matrilineal and patrilocal (chitengwa),299,,10,FARMING,,Slightly sloping,1/4,1/4,1/4,3/4
20503333,MORE MOVED IN,2000,250,5,TRADITIONAL,37,ISLAM,44,CHRISTIAN,139,,CHEWA,250,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),50,,,,30,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20504334,MORE MOVED IN,2160,270,1,TRADITIONAL,20,ISLAM,110,CHRISTIAN,120,,CHEWA,220,YAO,50,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),220,,,,20,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20504335,MORE MOVED IN,875,178,1,TRADITIONAL,6,ISLAM,3,CHRISTIAN,154,,CHEWA,175,YAO,3,,,,MOTHER,Matrilineal and matrilocal (chikamwini),89,Matrilineal and patrilocal (chitengwa),89,,,,15,FARMING,,Both flat &amp; hilly,ALMOST NONE,1/4,1/4,3/4
20505336,MORE MOVED OUT,2028,355,3,ISLAM,345,CHRISTIAN,10,,,,CHEWA,350,YAO,5,,,,MOTHER,Matrilineal and matrilocal (chikamwini),355,,,,,,20,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20505337,MORE MOVED IN,2992,256,48,TRADITIONAL,26,ISLAM,100,CHRISTIAN,130,,CHEWA,136,YAO,100,TUMBUKA,10,,MOTHER,Matrilineal and matrilocal (chikamwini),125,Matrilineal and patrilocal (chitengwa),133,,,,50,FARMING,,Moderately sloping,1/4,ALMOST NONE,1/2,3/4
20506338,MORE MOVED OUT,4620,660,8,TRADITIONAL,100,ISLAM,10,CHRISTIAN,530,,CHEWA,660,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),500,Matrilineal and patrilocal (chitengwa),160,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20506339,MORE MOVED IN,2800,400,4,TRADITIONAL,15,ISLAM,200,CHRISTIAN,85,,CHEWA,380,YAO,20,,,,BOTH,Matrilineal and matrilocal (chikamwini),250,Matrilineal and patrilocal (chitengwa),150,,,,100,FARMING,,Flat,1/4,ALMOST NONE,1/4,1/2
20507340,MORE MOVED IN,1224,246,0,TRADITIONAL,60,ISLAM,2,CHRISTIAN,184,,CHEWA,246,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),46,,,,46,FARMING,,Moderately sloping,1/4,1/4,1/4,3/4
20507341,MORE MOVED IN,1200,150,0,TRADITIONAL,12,ISLAM,2,CHRISTIAN,102,,CHEWA,150,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),100,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20507342,MORE MOVED IN,4200,600,14,TRADITIONAL,50,ISLAM,10,CHRISTIAN,470,,CHEWA,598,YAO,2,,,,MOTHER,Matrilineal and matrilocal (chikamwini),450,Matrilineal and patrilocal (chitengwa),150,,,,10,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
20507343,MORE MOVED IN,2700,600,10,TRADITIONAL,200,ISLAM,200,CHRISTIAN,160,,CHEWA,500,YAO,100,,,,MOTHER,Matrilineal and matrilocal (chikamwini),400,Matrilineal and patrilocal (chitengwa),200,,,,22,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20508344,MORE MOVED IN,4700,284,0,TRADITIONAL,10,CHRISTIAN,254,NONE,20,,CHEWA,284,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),184,Matrilineal and patrilocal (chitengwa),100,,,,50,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20508345,MORE MOVED IN,1240,155,0,TRADITIONAL,10,ISLAM,5,CHRISTIAN,140,,CHEWA,155,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),125,,,,30,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/2,ALMOST ALL
20509346,MORE MOVED IN,3500,500,1,ISLAM,450,CHRISTIAN,50,,,,CHEWA,50,YAO,450,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),490,,,,20,FARMING,,Both flat &amp; hilly,ALMOST NONE,3/4,1/4,ALMOST ALL
20520347,MORE MOVED IN,1879,381,3,ISLAM,20,CHRISTIAN,360,OTHER RELIGION,1,RASTAFARIANISM,CHEWA,346,YAO,20,TUMBUKA,10,BURUNDI,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),331,,,,5,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20521348,MORE MOVED IN,2450,350,0,ISLAM,200,CHRISTIAN,150,,,,CHEWA,300,YAO,50,,,,MOTHER,Matrilineal and matrilocal (chikamwini),300,Matrilineal and patrilocal (chitengwa),50,,,,10,SHOPS or TRADE,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20601349,MORE MOVED OUT,1000,124,1,TRADITIONAL,40,CHRISTIAN,84,,,,CHEWA,120,YAO,1,LOMWE,2,,MOTHER,Matrilineal and matrilocal (chikamwini),44,Matrilineal and patrilocal (chitengwa),80,,,,20,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20601350,MORE MOVED IN,2280,340,5,TRADITIONAL,167,ISLAM,2,CHRISTIAN,167,RASTAFARIANISM,CHEWA,340,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),170,Matrilineal and patrilocal (chitengwa),170,,,,30,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20601351,ABOUT THE SAME OF BOTH,2534,512,0,TRADITIONAL,200,ISLAM,12,CHRISTIAN,300,,CHEWA,450,YAO,12,LOMWE,30,,BOTH,Matrilineal and matrilocal (chikamwini),150,Matrilineal and patrilocal (chitengwa),362,,,,11,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20602352,MORE MOVED OUT,3216,267,0,TRADITIONAL,127,CHRISTIAN,140,,,,CHEWA,267,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),67,Matrilineal and patrilocal (chitengwa),200,,,,8,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20602353,MORE MOVED IN,3000,300,12,ISLAM,20,CHRISTIAN,245,NONE,35,,CHEWA,300,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),245,Patrilineal and neolocal,100,,10,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20602354,MORE MOVED OUT,2440,365,0,TRADITIONAL,42,ISLAM,25,CHRISTIAN,200,,CHEWA,365,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),65,Matrilineal and patrilocal (chitengwa),300,,,,35,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20602355,ABOUT THE SAME OF BOTH,15000,3000,5,TRADITIONAL,500,CHRISTIAN,2500,,,,CHEWA,3000,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),2800,,,,50,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20603356,MORE MOVED OUT,2284,273,0,TRADITIONAL,80,ISLAM,10,CHRISTIAN,160,,CHEWA,273,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),123,Matrilineal and patrilocal (chitengwa),153,,,,20,FARMING,,Flat,1/4,1/4,1/2,3/4
20603357,MORE MOVED IN,1400,220,0,TRADITIONAL,40,ISLAM,3,CHRISTIAN,170,,CHEWA,220,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),110,Matrilineal and patrilocal (chitengwa),110,,,,20,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20604358,MORE MOVED OUT,1580,280,0,TRADITIONAL,100,CHRISTIAN,150,NONE,30,,CHEWA,250,NGONI,30,,,,BOTH,Matrilineal and matrilocal (chikamwini),180,Matrilineal and patrilocal (chitengwa),100,,,,4,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20604359,MORE MOVED IN,3690,738,4,TRADITIONAL,369,CHRISTIAN,369,,,,CHEWA,738,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),369,Matrilineal and patrilocal (chitengwa),369,,,,15,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20605360,ABOUT THE SAME OF BOTH,2800,220,0,TRADITIONAL,60,CHRISTIAN,140,NONE,20,,CHEWA,180,TUMBUKA,10,NGONI,30,,BOTH,Matrilineal and matrilocal (chikamwini),150,Matrilineal and patrilocal (chitengwa),90,,,,12,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20605361,MORE MOVED IN,4090,670,0,TRADITIONAL,50,ISLAM,40,CHRISTIAN,570,,CHEWA,650,YAO,15,TUMBUKA,5,,BOTH,Matrilineal and matrilocal (chikamwini),335,Matrilineal and patrilocal (chitengwa),335,,,,10,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20605362,MORE MOVED OUT,2104,246,6,TRADITIONAL,60,ISLAM,2,CHRISTIAN,184,,CHEWA,242,YAO,2,TUMBUKA,2,,MOTHER,Matrilineal and matrilocal (chikamwini),140,Matrilineal and patrilocal (chitengwa),106,,,,2,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20606363,NEITHER ARRIVALS NOR DEPARTURES,6000,300,5,TRADITIONAL,150,CHRISTIAN,130,NONE,20,,CHEWA,300,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),250,,,,15,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20606364,MORE MOVED OUT,5850,550,7,TRADITIONAL,246,ISLAM,2,CHRISTIAN,300,RASTAFARIANISM,CHEWA,550,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),350,,,,25,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,1/4
20606365,MORE MOVED OUT,1560,315,1,TRADITIONAL,200,CHRISTIAN,115,,,,CHEWA,315,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),315,,,,,,20,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20607366,MORE MOVED OUT,2186,195,1,TRADITIONAL,20,CHRISTIAN,170,NONE,5,,CHEWA,195,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),80,Matrilineal and patrilocal (chitengwa),115,,,,10,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20608367,MORE MOVED IN,1585,307,0,TRADITIONAL,20,CHRISTIAN,250,NONE,37,,CHEWA,307,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),20,,,,,,154,FARMING,,Flat,ALMOST NONE,3/4,1/4,ALMOST ALL
20608368,MORE MOVED OUT,2100,300,5,TRADITIONAL,90,CHRISTIAN,210,,,,CHEWA,300,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),200,,,,30,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20608369,MORE MOVED OUT,1000,160,0,CHRISTIAN,160,,,,,,CHEWA,160,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),150,,,,6,FARMING,,Slightly sloping,ALMOST NONE,3/4,ALMOST NONE,3/4
20609370,MORE MOVED OUT,2800,330,4,TRADITIONAL,100,CHRISTIAN,210,NONE,20,,CHEWA,330,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),40,Matrilineal and patrilocal (chitengwa),290,,,,7,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20609371,MORE MOVED IN,1296,183,0,TRADITIONAL,43,CHRISTIAN,100,NONE,40,,CHEWA,183,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),173,,,,20,FARMING,,Steeply sloping,1/4,ALMOST NONE,1/4,3/4
20610372,MORE MOVED IN,2250,250,1,TRADITIONAL,30,CHRISTIAN,205,NONE,15,,CHEWA,250,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),230,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20611373,NEITHER ARRIVALS NOR DEPARTURES,2000,250,0,CHRISTIAN,250,,,,,,CHEWA,250,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),15,Matrilineal and patrilocal (chitengwa),235,,,,8,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20612374,MORE MOVED OUT,1856,316,15,TRADITIONAL,50,CHRISTIAN,251,NONE,15,,CHEWA,231,YAO,1,LOMWE,1,,BOTH,Matrilineal and neolocal,16,Matrilineal and matrilocal (chikamwini),180,Matrilineal and patrilocal (chitengwa),120,,15,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20612375,MORE MOVED IN,2136,356,0,TRADITIONAL,118,CHRISTIAN,200,NONE,38,,CHEWA,356,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),156,,,,9,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20613376,MORE MOVED IN,4500,500,5,TRADITIONAL,20,ISLAM,150,CHRISTIAN,330,,CHEWA,455,YAO,30,TUMBUKA,10,,BOTH,Matrilineal and neolocal,300,Matrilineal and matrilocal (chikamwini),150,Patrilineal and neolocal,50,,3,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
