ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
21083477,C,,,,,
21083477,D,,,,,
21083477,C,,,,,
21083477,,Events that made people better off,,,,
21083477,A,IRREGULAR RAINSL,FLOOD,,2018,1/4
21083477,,Events that made people worse off,,,,
21083477,B,,,,,
21083477,A,NEW HEALTHY PROJECT,,,,
21085478,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2019,1/4
21085478,D,,,,,
21085478,D,,,,,
21085478,B,Agricultural loans from JTI,,,,
21085478,C,,,,,
21085478,C,,,,,
21085478,A,Price fluctuations,,,,
21085478,B,Heavy rains,CROP DISEASE/PESTS,,2018,1/2
21085478,,Events that made people worse off,,,,
21085478,,Events that made people better off,,,,
21086479,,Events that made people worse off,,,,
21086479,D,,,,,
21086479,A,MASAF PROJECT,,,,
21086479,B,,,,,
21086479,C,,,,,
21086479,B,HIGH PRICE OF FOOD,SHARP CHANGE IN PRICES,,2020,1/2
21086479,C,HIGH PRICE OF FARM INPUTS,SHARP CHANGE IN PRICES,,2019,1/4
21086479,A,FLOODS,FLOOD,,2020,1/2
21086479,D,,,,,
21086479,,Events that made people better off,,,,
21086480,C,,,,,
21086480,D,,,,,
21086480,C,,,,,
21086480,,Events that made people better off,,,,
21086480,A,Bad Road,OTHER BAD (SPECIFY),,2018,ALMOST ALL
21086480,,Events that made people worse off,,,,
21086480,D,,,,,
21086480,B,water,,,,
21086480,B,Price fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
21086480,A,Electricity,,,,
21086481,D,,,,,
21086481,D,,,,,
21086481,C,,,,,
21086481,B,,,,,
21086481,A,LOSS OF BUSINESSES,MASSIVE JOB LAY-OFFS,,2019,3/4
21086481,,Events that made people worse off,,,,
21086481,,Events that made people better off,,,,
21086481,B,,,,,
21086481,A,MASAF PROJECT,,,,
21086481,C,,,,,
21087482,C,High Unemployment,OTHER GOOD (SPECIFY),UNEMPLOYMENT,2019,3/4
21087482,,Events that made people better off,,,,
21087482,A,Rental Business,,,,
21087482,C,,,,,
21087482,D,,,,,
21087482,B,,,,,
21087482,A,Malaria,HUMAN EPIDEMIC DISEASE,,2018,3/4
21087482,,Events that made people worse off,,,,
21087482,D,,,,,
21087482,B,Price Fluaction,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
21087483,C,,,,,
21087483,,Events that made people better off,,,,
21087483,A,Cultivational land grabbing,OTHER BAD (SPECIFY),,2018,1/4
21087483,C,,,,,
21087483,,Events that made people worse off,,,,
21087483,B,,,,,
21087483,B,,,,,
21087483,D,,,,,
21087483,A,New Employment,,,,
21087483,D,,,,,
21088484,,Events that made people better off,,,,
21088484,C,,,,,
21088484,,Events that made people worse off,,,,
21088484,A,road maintenance,,,,
21088484,D,,,,,
21088484,A,human diseases,HUMAN EPIDEMIC DISEASE,,2018,1/4
21088484,D,,,,,
21088484,B,,,,,
21088484,C,,,,,
21088484,B,,,,,
30101485,,Events that made people worse off,,,,
30101485,C,,,,,
30101485,D,,,,,
30101485,A,Floods,FLOOD,,2018,3/4
30101485,,Events that made people better off,,,,
30101485,B,Drought,DROUGHT,,2017,1/2
30101485,C,,,,,
30101485,A,Construction of school blocks,,,,
30101485,B,Construction of undergone clinic,,,,
30101485,D,,,,,
30101486,,Events that made people better off,,,,
30101486,A,high prices of maize,,,,
30101486,D,lack of agricultural advisor,,,,
30101486,,Events that made people worse off,,,,
30101486,C,,,,,
30101486,A,Removal of wild animals,OTHER BAD (SPECIFY),,2017,ALMOST ALL
30101486,D,,,,,
30101486,B,,,,,
30101486,B,high prices of inputs,,,,
30101486,C,lack of boleholes,,,,
30101487,C,,,,,
30101487,C,Lack of market for Peagion peas,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30101487,A,Floods,FLOOD,,2019,1/4
30101487,B,,,,,
30101487,D,,,,,
30101487,D,High prices of inputs,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30101487,B,Drought,DROUGHT,,2016,3/4
30101487,A,Food for work,,,,
30101487,,Events that made people better off,,,,
30101487,,Events that made people worse off,,,,
30102488,A,Crop failures,DROUGHT,,2018,ALMOST ALL
30102488,D,Pests epidemic,CROP DISEASE/PESTS,,2019,ALMOST ALL
30102488,B,Natural Disasters,OTHER BAD (SPECIFY),,2019,3/4
30102488,D,Introduction of porridge at the school,,,,
30102488,C,New road,,,,
30102488,,Events that made people worse off,,,,
30102488,C,Price fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30102488,A,Free food and cash,,,,
30102488,B,Mtukula pakhomo,,,,
30102488,,Events that made people better off,,,,
30102489,A,construction of a bridge,,,,
30102489,D,shortage of coupons to buy inputs,OTHER BAD (SPECIFY),,2016,3/4
30102489,A,Drought,DROUGHT,,2017,3/4
30102489,B,Crop pest and diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30102489,C,,,,,
30102489,B,construction of underfive clinic,,,,
30102489,,Events that made people better off,,,,
30102489,,Events that made people worse off,,,,
30102489,C,flood,FLOOD,,2018,3/4
30102489,D,,,,,
30103490,D,,,,,
30103490,B,,,,,
30103490,A,Crop and pest diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30103490,D,High prices of inputs and commodities ion the market,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30103490,,Events that made people better off,,,,
30103490,A,school blocks,,,,
30103490,B,Floods,FLOOD,,2018,1/2
30103490,C,,,,,
30103490,C,Low prices of sales of crops,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30103490,,Events that made people worse off,,,,
30104491,B,Construction of staff house,,,,
30104491,C,Money and food aids,,,,
30104491,D,,,,,
30104491,D,,,,,
30104491,A,Masaf 4,,,,
30104491,C,High prices of inputs,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2016,3/4
30104491,,Events that made people better off,,,,
30104491,A,Drought,DROUGHT,,2016,3/4
30104491,,Events that made people worse off,,,,
30104491,B,Crop pest and diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30104492,C,floods,FLOOD,,2017,3/4
30104492,,Events that made people worse off,,,,
30104492,A,,,,,
30104492,D,high  prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30104492,D,,,,,
30104492,C,,,,,
30104492,B,,,,,
30104492,,Events that made people better off,,,,
30104492,B,drought,DROUGHT,,2016,ALMOST ALL
30104492,A,crop and pest  diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30104493,A,Floods,FLOOD,,2018,1/2
30104493,D,,,,,
30104493,C,,,,,
30104493,C,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30104493,B,,,,,
30104493,B,Pest and diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30104493,D,Drought,DROUGHT,,2016,ALMOST ALL
30104493,,Events that made people worse off,,,,
30104493,,Events that made people better off,,,,
30104493,A,Food aids,,,,
30105494,,Events that made people worse off,,,,
30105494,A,cash aid,,,,
30105494,B,,,,,
30105494,A,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30105494,,Events that made people better off,,,,
30105494,D,floods,FLOOD,,2019,3/4
30105494,D,,,,,
30105494,C,,,,,
30105494,C,crop pest and diseases,CROP DISEASE/PESTS,,2017,1/2
30105494,B,Lower prices of goods on market,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30105495,A,crop pests and diseases,CROP DISEASE/PESTS,,2016,3/4
30105495,A,,,,,
30105495,D,High prices of inputs,OTHER BAD (SPECIFY),,2016,3/4
30105495,C,Drought,DROUGHT,,2017,3/4
30105495,C,,,,,
30105495,B,Floods,FLOOD,,2019,3/4
30105495,B,,,,,
30105495,,Events that made people better off,,,,
30105495,D,,,,,
30105495,,Events that made people worse off,,,,
30106496,,Events that made people worse off,,,,
30106496,,Events that made people better off,,,,
30106496,D,,,,,
30106496,B,,,,,
30106496,D,,,,,
30106496,C,,,,,
30106496,A,food aid,,,,
30106496,A,Lack of market for produce,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30106496,C,floods,FLOOD,,2019,1/4
30106496,B,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30106497,A,High prices inputs,OTHER BAD (SPECIFY),,2016,3/4
30106497,B,Drought,DROUGHT,,2016,ALMOST ALL
30106497,B,,,,,
30106497,C,,,,,
30106497,,Events that made people worse off,,,,
30106497,,Events that made people better off,,,,
30106497,D,,,,,
30106497,D,crop and pest diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30106497,A,,,,,
30106497,C,Few coupons,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30106498,D,,,,,
30106498,,Events that made people better off,,,,
30106498,A,,,,,
30106498,D,,,,,
30106498,B,,,,,
30106498,C,floods,FLOOD,,2018,3/4
30106498,C,,,,,
30106498,B,low prices of commodities on the market when srlling,OTHER BAD (SPECIFY),,2016,3/4
30106498,,Events that made people worse off,,,,
30106498,A,crop and pest diseases,CROP DISEASE/PESTS,,2016,1/2
30107499,,Events that made people worse off,,,,
30107499,D,,,,,
30107499,C,,,,,
30107499,B,,,,,
30107499,B,Drought,DROUGHT,,2017,3/4
30107499,D,,,,,
30107499,,Events that made people better off,,,,
30107499,A,Flood,FLOOD,,2019,3/4
30107499,A,Food aids,,,,
30107499,C,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30107500,C,construction of school  block,,,,
30107500,D,,,,,
30107500,A,Mtukula pakhomo,,,,
30107500,,Events that made people better off,,,,
30107500,B,Food aid,,,,
30107500,D,No food  aid,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30107500,A,Drought,DROUGHT,,2016,3/4
30107500,B,Floods,FLOOD,,2018,ALMOST ALL
30107500,C,Crop and pest diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30107500,,Events that made people worse off,,,,
30108501,B,,,,,
30108501,,Events that made people worse off,,,,
30108501,C,High prices  inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30108501,,Events that made people better off,,,,
30108501,C,,,,,
30108501,B,Floods,FLOOD,,2019,1/2
30108501,A,Crop and pest diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30108501,D,,,,,
30108501,D,,,,,
30108501,A,,,,,
30108502,A,Wild animals like Elephants  destroys crops,OTHER BAD (SPECIFY),,2016,3/4
30108502,D,,,,,
30108502,D,crop and pest diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30108502,A,Malata subsidy,,,,
30108502,B,construction of two bridges,,,,
30108502,,Events that made people worse off,,,,
30108502,C,,,,,
30108502,C,floods,FLOOD,,2019,1/2
30108502,B,climate change,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30108502,,Events that made people better off,,,,
30109503,A,Food aid,,,,
30109503,D,,,,,
30109503,A,Drought,DROUGHT,,2016,ALMOST ALL
30109503,C,,,,,
30109503,,Events that made people better off,,,,
30109503,C,,,,,
30109503,,Events that made people worse off,,,,
30109503,B,,,,,
30109503,D,,,,,
30109503,B,,,,,
30110504,C,,,,,
30110504,,Events that made people worse off,,,,
30110504,D,,,,,
30110504,D,,,,,
30110504,A,construction of a school  block,,,,
30110504,A,Drought,DROUGHT,,2017,3/4
30110504,B,,,,,
30110504,,Events that made people better off,,,,
30110504,C,,,,,
30110504,B,crop and pest diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30111505,C,drought,DROUGHT,,2018,ALMOST ALL
30111505,D,shortage of food aid,OTHER BAD (SPECIFY),,2017,3/4
30111505,A,Food aid,,,,
30111505,D,,,,,
30111505,B,floods,FLOOD,,2019,ALMOST ALL
30111505,A,crop and pest diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30111505,C,,,,,
30111505,B,School block,,,,
30111505,,Events that made people better off,,,,
30111505,,Events that made people worse off,,,,
30114506,A,Bridge,,,,
30114506,,Events that made people worse off,,,,
30114506,B,Low prices in selling food produce,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30114506,B,Borehole,,,,
30114506,D,,,,,
30114506,D,floods,FLOOD,,2018,3/4
30114506,,Events that made people better off,,,,
30114506,C,Mosque,,,,
30114506,A,crop and pest  diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30114506,C,farmers were sold bad cotton crops which don't produce,OTHER BAD (SPECIFY),,2017,ALMOST ALL
30120507,D,,,,,
30120507,A,water  tank,,,,
30120507,,Events that made people worse off,,,,
30120507,,Events that made people better off,,,,
30120507,D,High prices of commodities,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30120507,C,Dishes,,,,
30120507,A,Flood,FLOOD,,2018,3/4
30120507,C,drought,DROUGHT,,2016,3/4
30120507,B,crop and pest diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30120507,B,food aids,,,,
30121508,,Events that made people better off,,,,
30121508,A,Drought,DROUGHT,,2016,3/4
30121508,D,,,,,
30121508,A,construction of roads,,,,
30121508,D,high prices of commodities,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30121508,C,construction of depot,,,,
30121508,C,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30121508,B,construction of market,,,,
30121508,,Events that made people worse off,,,,
30121508,B,crop Pest and diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30201509,D,Expensive for farm input,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
30201509,B,Drought,DROUGHT,,2016,ALMOST ALL
30201509,A,Free food and cash,,,,
30201509,C,Social safety nets  from NGOs,,,,
30201509,A,Disease and pests epidemic,CROP DISEASE/PESTS,,2017,3/4
30201509,,Events that made people worse off,,,,
30201509,D,,,,,
30201509,C,Natural Disasters,OTHER BAD (SPECIFY),,2019,3/4
30201509,,Events that made people better off,,,,
30201509,B,Malata Subsidy,,,,
30201510,,Events that made people worse off,,,,
30201510,C,,,,,
30201510,D,,,,,
30201510,C,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30201510,A,Crop and pest diseases,CROP DISEASE/PESTS,,2017,3/4
30201510,A,Construction of bolehole,,,,
30201510,D,Low prices of selling produce on market,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30201510,B,N'gamba,DROUGHT,,2017,3/4
30201510,,Events that made people better off,,,,
30201510,B,Nkomba phala school,,,,
30201511,D,,,,,
30201511,,Events that made people better off,,,,
30201511,B,Natural Disasters,FLOOD,,2019,1/2
30201511,,Events that made people worse off,,,,
30201511,C,,,,,
30201511,A,Free food,,,,
30201511,D,Drought,DROUGHT,,2017,ALMOST ALL
30201511,C,Price fluctuation,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
30201511,A,crop failure,DROUGHT,,2017,3/4
30201511,B,Mtukula pakhomo,,,,
30202512,A,Drought,DROUGHT,,2016,ALMOST ALL
30202512,C,,,,,
30202512,D,floods,FLOOD,,2018,3/4
30202512,,Events that made people worse off,,,,
30202512,,Events that made people better off,,,,
30202512,B,Pest and diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30202512,D,,,,,
30202512,C,High prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30202512,A,food aid and money aid,,,,
30202512,B,,,,,
30203513,C,Drought,DROUGHT,,2017,ALMOST NONE
30203513,B,Flooding,FLOOD,,2019,ALMOST NONE
30203513,A,Free food and cash,,,,
30203513,B,,,,,
30203513,C,,,,,
30203513,D,,,,,
30203513,,Events that made people worse off,,,,
30203513,D,,,,,
30203513,,Events that made people better off,,,,
30203513,A,Disease and pests,CROP DISEASE/PESTS,,2018,ALMOST NONE
30204514,C,Heavy rainfal,FLOOD,,2018,1/2
30204514,A,crop and pest diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30204514,,Events that made people worse off,,,,
30204514,A,Masaf project,,,,
30204514,B,High prices of inputs and commodities on the market,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30204514,B,cash aid,,,,
30204514,,Events that made people better off,,,,
30204514,D,,,,,
30204514,C,,,,,
30204514,D,,,,,
30205515,,Events that made people better off,,,,
30205515,,Events that made people worse off,,,,
30205515,A,Drilling of borehore,,,,
30205515,A,Army  worms,CROP DISEASE/PESTS,,2018,ALMOST ALL
30205515,B,,,,,
30205515,B,Drought,DROUGHT,,2018,ALMOST ALL
30205515,C,,,,,
30205515,D,,,,,
30205515,C,,,,,
30205515,D,,,,,
30206516,D,less prices for buying crops from farmers,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30206516,B,Flood,FLOOD,,2015,3/4
30206516,B,construction of school,,,,
30206516,D,,,,,
30206516,C,pest and diseases,CROP DISEASE/PESTS,,2017,3/4
30206516,C,,,,,
30206516,,Events that made people worse off,,,,
30206516,A,Food aid,,,,
30206516,,Events that made people better off,,,,
30206516,A,Drought,DROUGHT,,2017,3/4
30206517,,Events that made people worse off,,,,
30206517,,Events that made people better off,,,,
30206517,B,Natural  disasters,FLOOD,,2019,3/4
30206517,D,Price fluctuation,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
30206517,A,crop failure,CROP DISEASE/PESTS,,2018,ALMOST ALL
30206517,D,Masaf programs,,,,
30206517,C,Drought,DROUGHT,,2016,ALMOST ALL
30206517,B,Airtel social safety nets,,,,
30206517,A,Free food,,,,
30206517,C,Mtukula pakhomo,,,,
30207518,D,Expensive for farm inputs,OTHER BAD (SPECIFY),,2018,ALMOST ALL
30207518,B,Floods,FLOOD,,2019,3/4
30207518,A,Free Food,,,,
30207518,A,Diseases  and Pests epidemic,CROP DISEASE/PESTS,,2018,ALMOST ALL
30207518,C,,,,,
30207518,,Events that made people worse off,,,,
30207518,C,Price fluctuation,NEW SCHOOL,,2017,ALMOST ALL
30207518,,Events that made people better off,,,,
30207518,D,,,,,
30207518,B,Mtukula pakhomo,,,,
30208519,D,,,,,
30208519,A,High prices of inputs.,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30208519,C,,,,,
30208519,,Events that made people worse off,,,,
30208519,D,,,,,
30208519,,Events that made people better off,,,,
30208519,C,few couples received,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30208519,B,,,,,
30208519,A,,,,,
30208519,B,low prices when buying crops,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30209520,B,Free food from NGOs,,,,
30209520,B,Fluctuating of crop prices,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
30209520,A,Drought,DROUGHT,,2017,3/4
30209520,A,Bumber rice yields,,,,
30209520,D,,,,,
30209520,,Events that made people worse off,,,,
30209520,C,,,,,
30209520,D,,,,,
30209520,C,Pests and diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30209520,,Events that made people better off,,,,
30209521,B,,,,,
30209521,A,,,,,
30209521,,Events that made people worse off,,,,
30209521,,Events that made people better off,,,,
30209521,C,,,,,
30209521,D,Borehole,OTHER GOOD (SPECIFY),BOREHOLE,2019,1/2
30209521,B,Drought,DROUGHT,,2017,ALMOST ALL
30209521,D,,,,,
30209521,A,pest and diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30209521,C,floods,FLOOD,,2020,3/4
30210522,A,Out break of worms,CROP DISEASE/PESTS,,2018,ALMOST ALL
30210522,C,,,,,
30210522,C,,,,,
30210522,B,Free food,,,,
30210522,D,,,,,
30210522,B,natural  disasters,FLOOD,,2019,1/2
30210522,,Events that made people better off,,,,
30210522,A,Mtukula pakhomo,,,,
30210522,,Events that made people worse off,,,,
30210522,D,,,,,
30210523,A,flood,FLOOD,,2018,3/4
30210523,D,,,,,
30210523,,Events that made people worse off,,,,
30210523,D,,,,,
30210523,A,,,,,
30210523,B,high prices of inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30210523,C,pest and diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
30210523,B,,,,,
30210523,C,,,,,
30210523,,Events that made people better off,,,,
30211524,,Events that made people worse off,,,,
30211524,C,Drought,DROUGHT,,2016,ALMOST ALL
30211524,B,Pests epidemic,CROP DISEASE/PESTS,,2017,ALMOST ALL
30211524,,Events that made people better off,,,,
30211524,B,coupons for farm input,,,,
30211524,D,Expensive for farm inputs,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30211524,A,social  safety  nets,,,,
30211524,D,,,,,
30211524,A,Flooding,FLOOD,,2018,1/2
30211524,C,,,,,
30211525,A,Tower of the government,,,,
30211525,A,Drought,DROUGHT,,2016,3/4
30211525,C,,,,,
30211525,,Events that made people better off,,,,
30211525,D,,,,,
30211525,D,Crop and pest diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30211525,B,High prices of inputs and commodities,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30211525,C,Flood,FLOOD,,2018,3/4
30211525,B,,,,,
30211525,,Events that made people worse off,,,,
30212526,A,Expensive of farm inputs,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30212526,D,,,,,
30212526,,Events that made people worse off,,,,
30212526,B,Drought,DROUGHT,,2016,ALMOST ALL
30212526,,Events that made people better off,,,,
30212526,C,,,,,
30212526,C,prices very low for agriculture product,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2017,ALMOST ALL
30212526,D,,,,,
30212526,A,Mtukula pakhomo,,,,
30212526,B,Free food,,,,
30212527,A,floods,FLOOD,,2019,1/4
30212527,D,droght,DROUGHT,,2017,ALMOST ALL
30212527,,Events that made people worse off,,,,
30212527,C,High prices of inputs,OTHER BAD (SPECIFY),,2017,ALMOST ALL
30212527,B,,,,,
30212527,B,Crop and pest  diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30212527,A,food and cash aid,,,,
30212527,,Events that made people better off,,,,
30212527,D,,,,,
30212527,C,,,,,
30214528,C,Social safety nets,,,,
30214528,D,,,,,
30214528,B,Flooding,FLOOD,,2018,ALMOST NONE
30214528,D,out break of pests and diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
30214528,A,Mtukula pakhomo,,,,
30214528,C,Natural  disasters,OTHER BAD (SPECIFY),,2019,1/2
30214528,B,Free food and cash,,,,
30214528,,Events that made people worse off,,,,
30214528,,Events that made people better off,,,,
30214528,A,Drought,DROUGHT,,2016,ALMOST NONE
30216529,D,Hunger,DROUGHT,,2018,ALMOST ALL
30216529,D,,,,,
30216529,C,,,,,
30216529,,Events that made people better off,,,,
30216529,C,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30216529,B,,,,,
30216529,A,long  Distance to access  health care,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30216529,A,good rains,,,,
30216529,,Events that made people worse off,,,,
30216529,B,No good road network,OTHER BAD (SPECIFY),,2017,ALMOST ALL
30221530,B,construction of kamuzu barrage bridge,,,,
30221530,,Events that made people worse off,,,,
30221530,D,high prices of commodities on the market,OTHER BAD (SPECIFY),,2017,ALMOST ALL
30221530,A,construction of machinga secondary school,,,,
30221530,B,crop and pest  diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
30221530,C,,,,,
30221530,D,,,,,
30221530,C,high prices of Inputs,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30221530,,Events that made people better off,,,,
30221530,A,Floods,FLOOD,,2018,3/4
30301531,D,,,,,
30301531,C,CROP DISEASE,CROP DISEASE/PESTS,,2017,3/4
30301531,,Events that made people better off,,,,
30301531,D,HIGH PRICE OF AGRICULTURAL INPREMENTS,SHARP CHANGE IN PRICES,,2018,3/4
30301531,C,,,,,
30301531,B,CONTRUCTION OF NEW BRIDGE,,,,
30301531,B,HEAVY RAINFALL,FLOOD,,2019,3/4
30301531,,Events that made people worse off,,,,
30301531,A,DRY SPELL,DROUGHT,,2016,3/4
30301531,A,CONSTRUCTION OF SCHOOL BLOCK,,,,
30302532,B,CONSTRUCTION OF BOREHOLE,,,,
30302532,C,INTRODUTION OF ELECTRICITY,,,,
30302532,,Events that made people worse off,,,,
30302532,A,DROUGHT,DROUGHT,,2018,ALMOST ALL
30302532,,Events that made people better off,,,,
30302532,B,FLOODS,FLOOD,,2019,ALMOST ALL
30302532,A,CONSTRUCTION OF PRIMARY SCHOOL BLOCK,,,,
30302532,D,CONSTRUCTION OF 2 HOSPITAL BLOCK,,,,
30302532,D,HIGH PRICE OF AGRICULTURAL ITEMS BUT LOWER PRICE OF PRODUCTS AT THE MARKET,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
30302532,C,CROP DISEASE (KAPUCHI),CROP DISEASE/PESTS,,2017,ALMOST ALL
30302533,B,,,,,
30302533,A,Free food,,,,
30302533,A,drought,DROUGHT,,2016,ALMOST ALL
30302533,,Events that made people better off,,,,
30302533,D,Flood,FLOOD,,2018,3/4
30302533,D,,,,,
30302533,C,high prices for farm inputs,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
30302533,B,Disease epidemic,CROP DISEASE/PESTS,,2017,ALMOST ALL
30302533,C,,,,,
30302533,,Events that made people worse off,,,,
30302534,,Events that made people worse off,,,,
30302534,A,INTRODUCTION OF NEW COMMUNITY AMBULANCE,,,,
30302534,C,CONSTRUCTION OF NEW BRIDGES,,,,
30302534,B,ARMY WORMS,CROP DISEASE/PESTS,,2017,ALMOST ALL
30302534,B,CONSTRUCTION OF NEW BOREHOLE,,,,
30302534,D,POLITICAL DEMONSTRATIONS,OTHER BAD (SPECIFY),,2019,3/4
30302534,D,CONSTRUCTION OF NEW CBCC,,,,
30302534,,Events that made people better off,,,,
30302534,A,HEAVY RAIN /WIND,FLOOD,,2019,ALMOST ALL
30302534,C,DRY SPELL,DROUGHT,,2016,ALMOST ALL
30302535,C,,,,,
30302535,C,HIGH PRICE OF FARM INPUTS,SHARP CHANGE IN PRICES,,2016,3/4
30302535,D,,,,,
30302535,A,HEAVY RAINFALL,FLOOD,,2019,ALMOST ALL
30302535,B,,,,,
30302535,,Events that made people worse off,,,,
30302535,B,CROP DISEASES,CROP DISEASE/PESTS,,2017,3/4
30302535,D,CLIMATICAL CHANGE,DROUGHT,,2016,3/4
30302535,A,REBUILD OF DEMORISHED HOUSES,,,,
30302535,,Events that made people better off,,,,
30302536,D,CROPDISEASE,CROP DISEASE/PESTS,,2017,ALMOST ALL
30302536,D,CONSTRUCTION OF ONE NEW BOREHOLE,,,,
30302536,C,CONSTRUCTION OF NEW BRIDGE IN THE COMMUNITY,,,,
30302536,A,FLOODS,FLOOD,,2019,3/4
30302536,B,CONSTRUCTION OF NEW HOSPITAL BLOCKS,,,,
30302536,,Events that made people worse off,,,,
30302536,C,LOW EMPLOYMENT RATE,OTHER BAD (SPECIFY),,2018,3/4
30302536,A,CONSTRUCTION OF NEW SECONDARY SCHOOL,,,,
30302536,B,NATIONAL DEMONSTRALTION,OTHER BAD (SPECIFY),,2019,ALMOST ALL
30302536,,Events that made people better off,,,,
30304537,D,,,,,
30304537,B,CONSTRUCTION OF CBCCC,,,,
30304537,C,,,,,
30304537,A,CONSTRUCTION OF HOUSES THROUGH MUZI TRANSFORMATIO PROJECT,,,,
30304537,B,SHORTAGE OF WATER/BOREHOLE,OTHER BAD (SPECIFY),,2019,3/4
30304537,,Events that made people better off,,,,
30304537,,Events that made people worse off,,,,
30304537,D,CROP DISEASES,CROP DISEASE/PESTS,,2017,3/4
30304537,C,SHORTAGE OF HEALTH FACILITY,HUMAN EPIDEMIC DISEASE,,2017,3/4
30304537,A,HEAVY  RAINFALL,OTHER BAD (SPECIFY),,2018,1/2
30304538,D,,,,,
30304538,A,Crop failure,OTHER BAD (SPECIFY),,2016,ALMOST ALL
30304538,A,Food for work,,,,
30304538,,Events that made people worse off,,,,
30304538,B,Natural disasters,FLOOD,,2018,3/4
30304538,C,,,,,
30304538,,Events that made people better off,,,,
30304538,D,Drought,DROUGHT,,2017,ALMOST ALL
30304538,B,Mtukula pakhomo,,,,
30304538,C,Flooding,FLOOD,,2018,1/4
30305539,D,,,,,
30305539,C,Disease epidemic,CROP DISEASE/PESTS,,2018,ALMOST ALL
30305539,B,Natural  disasters,FLOOD,,2019,3/4
