ea_id,com_ce01a,com_ce01b,com_ce01c,com_ce01a_oth,com_ce01b_oth,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05b,com_ce05a_oth,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08b,com_ce08a_oth,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
20407324,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20421325,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,800,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
20501326,FARMING,FISHING,OTHER (SPECIFY),ZOMANGAMANGA KUPEREKERA MATOPE,ZOMANGAMANGA KUPEREKERA MATOPE,ZOMANGAMANGA KUPEREKERA MATOPE,NO,,,,,,,YES,URBAN CENTERS,1500,1000,OTHER (SPECIFY),,LODGE,,NO,,,,,,,,
20501327,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20501328,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20502329,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,FISHING,,,YES,RURAL AREAS,2000,1000,FARMING,,,,NO,,,,,,,,
20502330,FARMING,TRANSPORT,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,,,,YES,21400,14,DAY,1/4,21400,14,DAY,1/4
20502331,FARMING,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,YES,RURAL AREAS,1500,700,FARMING,OTHER (SPECIFY),SEEDS,SEEDS,NO,,,,,,,,
20502332,FARMING,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,ALMOST NONE,URBAN CENTRES,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,500,500,,,,,YES,21600,1,MONTH,1/4,21600,1,MONTH,1/4
20503333,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21600,24,DAY,1/4,21600,21,DAY,1/2
20504334,FARMING,TRANSPORT,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
20504335,FARMING,TRANSPORT,FISHING,,,,NO,,,,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20505336,FARMING,FISHING,TRANSPORT,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,NO,,1000,1000,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
20505337,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,500,300,,,,,YES,14000,1,MONTH,1/2,14000,1,MONTH,1/2
20506338,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,500,FARMING,FISHING,,,NO,,,,,,,,
20506339,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
20507340,FARMING,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,FISHING,,,NO,,500,500,,,,,NO,,,,,,,,
20507341,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,RURAL AREAS,2000,1000,FARMING,OTHER (SPECIFY),CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),NO,,,,,,,,
20507342,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20507343,FISHING,FARMING,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,URBAN CENTERS,1500,1000,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20508344,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
20508345,FARMING,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,500,FARMING,,,,YES,14000,24,DAY,1/2,14000,24,DAY,1/2
20509346,FISHING,FARMING,,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,2500,2500,,,,,YES,21400,1,MONTH,1/4,21400,1,MONTH,1/2
20520347,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,FARMING,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,,YES,RURAL AREAS,2000,2000,FARMING,OTHER (SPECIFY),COOK,COOK,YES,14000,24,DAY,1/4,14000,24,DAY,1/4
20521348,FISHING,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1000,1000,FISHING,FARMING,,,NO,,,,,,,,
20601349,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,700,500,,,,,YES,21000,21,DAY,1/4,21000,21,DAY,1/4
20601350,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,1000,1000,,,,,NO,,,,,,,,
20601351,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,URBAN CENTERS,1500,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
20602352,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,YES,RURAL AREAS,500,500,FARMING,,,,YES,21000,21,DAY,ALMOST NONE,21000,21,DAY,ALMOST NONE
20602353,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,NO,,1000,1000,,,,,YES,24000,24,DAY,ALMOST NONE,24000,24,DAY,ALMOST NONE
20602354,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,14200,24,DAY,1/2,14200,24,DAY,1/4
20602355,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,RURAL AREAS,500,500,FARMING,,,,YES,24000,22,DAY,3/4,24000,22,DAY,1/4
20603356,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,1000,1000,,,,,NO,,,,,,,,
20603357,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,800,500,FARMING,,,,NO,,,,,,,,
20604358,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,YES,URBAN CENTERS,500,300,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,12000,24,DAY,ALMOST NONE,12000,24,DAY,ALMOST NONE
20604359,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,NO,,1000,1000,,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
20605360,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,NO,,,,,,,NO,,700,500,,,,,NO,,,,,,,,
20605361,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,NO,,,,,,,,
20605362,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,700,500,,,,,NO,,,,,,,,
20606363,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,500,OTHER (SPECIFY),,MINING,,YES,21000,24,DAY,1/2,21000,24,DAY,1/2
20606364,FARMING,"BEER BREWING, KACHASU",TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,14400,12,DAY,1/4,14400,12,DAY,1/2
20606365,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,,,,NO,,700,700,,,,,YES,21400,24,DAY,1/2,21400,24,DAY,1/4
20607366,FARMING,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,800,1000,,,,,YES,21000,24,DAY,ALMOST NONE,21000,24,DAY,ALMOST NONE
20608367,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,21600,24,DAY,3/4,21600,24,DAY,1/4
20608368,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,2000,1000,,,,,YES,14500,21,DAY,1/4,14500,21,DAY,1/4
20608369,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,965,965,,,,,NO,,,,,,,,
20609370,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,NO,,500,500,,,,,NO,,,,,,,,
20609371,FARMING,OTHER (SPECIFY),"BEER BREWING, KACHASU",BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,NO,,,,,,,,
20610372,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1500,1000,,,,,NO,,,,,,,,
20611373,FARMING,CIVIL SERVICE,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1200,1000,,,,,YES,14000,24,DAY,ALMOST NONE,14000,24,WEEK,ALMOST NONE
20612374,FARMING,"BEER BREWING, KACHASU",TRANSPORT,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,500,500,FARMING,,,,YES,20400,24,DAY,ALMOST NONE,20400,24,DAY,ALMOST NONE
20612375,FARMING,"BEER BREWING, KACHASU",TRANSPORT,,,,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,NO,,500,300,,,,,NO,,,,,,,,
20613376,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,PROFESSIONAL OCCUPATIONS,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,14000,28,DAY,ALMOST NONE,14000,28,DAY,ALMOST NONE
20614377,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,FARMING,,,,YES,1/4,URBAN CENTRES,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,1500,2000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,21200,24,DAY,1/4,21200,24,DAY,1/2
20615378,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,RURAL AREAS,CIVIL SERVICE,FARMING,,,YES,RURAL AREAS,1500,1000,FARMING,CIVIL SERVICE,,,NO,,,,,,,,
20616379,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21000,12,DAY,1/4,21000,12,DAY,1/2
20616380,FARMING,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,BUILDERS,BUILDERS,BUILDERS,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,NO,,,,,,,,
20616381,OTHER (SPECIFY),FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,1500,500,FARMING,CIVIL SERVICE,,,YES,21400,24,DAY,1/4,21400,21,DAY,1/2
20617382,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20617383,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20617384,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,1500,1500,FARMING,OTHER (SPECIFY),CASUAL LABOR(GANYU),CASUAL LABOR(GANYU),NO,,,,,,,,
20701385,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,NO,,,,,,,YES,RURAL AREAS,1600,1000,FARMING,,,,YES,21000,24,DAY,1/4,21000,24,DAY,1/4
20701386,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,14000,14,DAY,ALMOST NONE,14000,14,DAY,ALMOST NONE
20701387,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20702388,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,NO,,,,,,,NO,,1000,1000,,,,,YES,21000,24,DAY,1/4,21000,24,DAY,ALMOST NONE
20702389,FARMING,"BEER BREWING, KACHASU",CIVIL SERVICE,,,,NO,,,,,,,NO,,500,500,,,,,NO,,,,,,,,
20702390,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,12000,24,DAY,ALMOST NONE,12000,24,DAY,ALMOST NONE
20702391,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20703392,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,RURAL AREAS,OTHER (SPECIFY),,,,YES,RURAL AREAS,1200,1000,FARMING,,,,YES,21000,24,DAY,1/4,21000,24,DAY,1/4
20703393,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20704394,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,24000,21,DAY,1/4,24000,21,DAY,1/2
20704395,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21000,24,DAY,1/4,21000,24,DAY,1/4
20705396,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,800,,,,,NO,,,,,,,,
20705397,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,900,900,FARMING,,,,NO,,,,,,,,
20706398,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21600,24,DAY,1/2,21600,24,DAY,1/2
20706399,FARMING,"BEER BREWING, KACHASU",,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,750,750,,,,,NO,,,,,,,,
20707400,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20707401,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20707402,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20708403,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20711404,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20712405,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,800,800,FARMING,,,,YES,24400,24,DAY,ALMOST NONE,24400,24,DAY,ALMOST NONE
20720406,FARMING,OTHER (SPECIFY),"FIREWOOD,CHARCOAL SELLING",CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),NO,,,,,,,NO,,700,700,,,,,NO,,,,,,,,
20801407,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,700,500,,,,,YES,14000,21,DAY,ALMOST NONE,14000,21,DAY,ALMOST NONE
20801408,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,NO,,,,,,,,
20801409,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,YES,RURAL AREAS,1000,1500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,21600,24,DAY,1/4,21600,24,WEEK,1/4
20801410,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,RURAL AREAS,300,1000,FARMING,,,,YES,14000,24,DAY,ALMOST ALL,14000,24,DAY,ALMOST ALL
20801411,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,"BEER BREWING, KACHASU",MOURDING BRICKS IN MOZAMBIQUE SINCE THIS COMMUNITY IS ALONG MALAWI MOZAMBIQUE BOUNDARIES,MOURDING BRICKS IN MOZAMBIQUE SINCE THIS COMMUNITY IS ALONG MALAWI MOZAMBIQUE BOUNDARIES,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,21600,1,MONTH,1/4,24160,1,MONTH,1/4
20802412,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,NO,,,,,,,,
20802413,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,500,1500,FARMING,,,,YES,14400,24,DAY,1/4,400,1,DAY,1/4
20803414,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,FARMING,,,,YES,URBAN CENTERS,500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,600,1,DAY,1/4,600,1,DAY,1/4
20803415,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,NO,,700,500,,,,,NO,,,,,,,,
20803416,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1500,800,FARMING,,,,YES,21000,1,MONTH,1/4,21000,1,MONTH,3/4
20803417,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,RURAL AREAS,1000,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
20804418,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,NO,,,,,,,NO,,700,500,,,,,YES,14000,21,DAY,1/4,14000,21,DAY,1/4
20804419,FARMING,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,14000,24,DAY,1/2,14000,24,DAY,1/2
20804420,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
20806421,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,12000,2,MONTH,1/4,12000,2,MONTH,1/4
20806422,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,YES,URBAN CENTERS,1000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,YES,600,1,MONTH,1/4,600,1,MONTH,1/4
20806423,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,LARGE-SCALE COMMERCIAL INDUSTRY,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20807424,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,URBAN CENTRES,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,700,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,14400,24,DAY,1/4,14400,24,DAY,1/4
20807425,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,"FIREWOOD,CHARCOAL SELLING",,,YES,URBAN CENTERS,900,1000,FARMING,FISHING,,,NO,,,,,,,,
20807426,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,YES,RURAL AREAS,3000,1000,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,YES,2500,1,MONTH,1/4,2500,1,MONTH,1/4
20808427,FARMING,"BEER BREWING, KACHASU",,,,,YES,1/2,RURAL AREAS,FARMING,"BEER BREWING, KACHASU",COLLECTING FIREWOOD FROM DEDZA MOUNTAIN  FOREST AND SELL IN LOCATION AROUND DEDZA TOWN,COLLECTING FIREWOOD FROM DEDZA MOUNTAIN  FOREST AND SELL IN LOCATION AROUND DEDZA TOWN,YES,RURAL AREAS,1000,100,"FIREWOOD,CHARCOAL SELLING",,,,YES,14400,24,DAY,1/4,14400,24,DAY,1/4
